UNITID,UGPO9_N,UGPO9_T,UGPO9_A,GPO9_N,GPO9_T,GPO9_A,PO9_N,PO9_T,PO9_A,UGDOD_N,UGDOD_T,UGDOD_A,GDOD_N,GDOD_T,GDOD_A,DOD_N,DOD_T,DOD_A
223922,4,7301,1825,,,,4,7301,1825,0,0,,,,,0,0,
224004,92,2026490,22027,0,0,,92,2026490,22027,2,6500,3250,0,0,,2,6500,3250
224013,0,0,,,,,0,0,,0,0,,,,,0,0,
224110,135,370518,2745,,,,135,370518,2745,5,6659,1332,,,,5,6659,1332
224147,243,2153811,8863,77,348487,4526,320,2502298,7820,25,67640,2706,28,56760,2027,53,124400,2347
224156,10,103623,10362,,,,10,103623,10362,0,0,,,,,0,0,
224226,84,1553165,18490,55,886628,16121,139,2439793,17552,0,0,,0,0,,0,0,
224244,6,76118,12686,,,,6,76118,12686,0,0,,,,,0,0,
224271,15,142334,9489,,,,15,142334,9489,0,0,,,,,0,0,
224305,,,,89,666273,7486,89,666273,7486,,,,4,5250,1313,4,5250,1313
224323,17,291749,17162,40,479935,11998,57,771684,13538,0,0,,0,0,,0,0,
224350,616,743993,1208,,,,616,743993,1208,11,12288,1117,,,,11,12288,1117
224527,8,125624,15703,4,11222,2806,12,136846,11404,0,0,,0,0,,0,0,
224545,58,319292,5505,5,17582,3516,63,336874,5347,1,2250,2250,4,15169,3792,5,17419,3484
224554,235,1408566,5994,99,387769,3917,334,1796335,5378,10,13138,1314,5,6985,1397,15,20123,1342
224615,1064,701658,659,,,,1064,701658,659,65,36744,565,,,,65,36744,565
224642,625,1425912,2281,,,,625,1425912,2281,276,296178,1073,,,,276,296178,1073
224660,140,1401083,10008,0,0,,140,1401083,10008,0,0,,0,0,,0,0,
224679,281,4212873,14992,,,,281,4212873,14992,0,0,,,,,0,0,
224712,,,,2,32035,16018,2,32035,16018,,,,0,0,,0,0,
224758,0,0,,,,,0,0,,0,0,,,,,0,0,
224776,64,972433,15194,0,0,,64,972433,15194,0,0,,0,0,,0,0,
224828,1,7983,7983,,,,1,7983,7983,0,0,,,,,0,0,
224891,10,35754,3575,,,,10,35754,3575,0,0,,,,,0,0,
224961,43,58426,1359,,,,43,58426,1359,7,6162,880,,,,7,6162,880
225070,61,95170,1560,,,,61,95170,1560,0,0,,,,,0,0,
225201,319,4685126,14687,21,167517,7977,340,4852643,14272,0,0,,0,0,,0,0,
225247,53,799150,15078,27,352507,13056,80,1151657,14396,0,0,,0,0,,0,0,
225308,64,134322,2099,,,,64,134322,2099,1,1006,1006,,,,1,1006,1006
225371,49,106065,2165,,,,49,106065,2165,3,1290,430,,,,3,1290,430
225399,80,1227165,15340,41,369141,9003,121,1596306,13193,0,0,,0,0,,0,0,
225414,201,1279260,6364,54,324325,6006,255,1603585,6289,3,9296,3099,2,5250,2625,5,14546,2909
225423,790,1561318,1976,,,,790,1561318,1976,25,17056,682,,,,25,17056,682
225432,274,1588060,5796,47,260104,5534,321,1848164,5758,12,28581,2382,1,750,750,13,29331,2256
225502,77,187657,2437,34,110961,3264,111,298618,2690,18,48935,2719,3,10666,3555,21,59601,2838
225511,547,5277065,9647,75,1134277,15124,622,6411342,10308,10,23750,2375,2,4125,2063,12,27875,2323
225520,71,202934,2858,,,,71,202934,2858,5,11437,2287,,,,5,11437,2287
225548,22,216096,9823,3,24274,8091,25,240370,9615,0,0,,0,0,,0,0,
225575,62,395901,6386,0,0,,62,395901,6386,0,0,,0,0,,0,0,
225627,589,7008957,11900,286,2441684,8537,875,9450641,10801,293,744500,2541,230,488850,2125,523,1233350,2358
225876,0,0,,,,,0,0,,0,0,,,,,0,0,
225885,14,138400,9886,,,,14,138400,9886,0,0,,,,,0,0,
225991,13,187408,14416,,,,13,187408,14416,0,0,,,,,0,0,
226019,107,287066,2683,,,,107,287066,2683,0,0,,,,,0,0,
226091,197,1320273,6702,118,461845,3914,315,1782118,5658,14,33616,2401,17,32227,1896,31,65843,2124
226107,24,44092,1837,,,,24,44092,1837,0,0,,,,,0,0,
226116,30,74857,2495,,,,30,74857,2495,1,1425,1425,,,,1,1425,1425
226125,0,0,,,,,0,0,,0,0,,,,,0,0,
226134,53,110097,2077,,,,53,110097,2077,0,0,,,,,0,0,
226152,58,407103,7019,39,184347,4727,97,591450,6097,2,4918,2459,13,21620,1663,15,26538,1769
226204,125,280412,2243,,,,125,280412,2243,0,0,,,,,0,0,
226231,65,1142447,17576,5,51747,10349,70,1194194,17060,5,11965,2393,0,0,,5,11965,2393
226277,244,3513431,14399,,,,244,3513431,14399,0,0,,,,,0,0,
226383,24,349930,14580,2,8579,4290,26,358509,13789,0,0,,0,0,,0,0,
226408,130,104650,805,,,,130,104650,805,4,1644,411,,,,4,1644,411
226471,229,4929853,21528,54,886352,16414,283,5816205,20552,2,6750,3375,0,0,,2,6750,3375
226578,250,530975,2124,,,,250,530975,2124,0,0,,,,,0,0,
226587,79,1122030,14203,1,2685,2685,80,1124715,14059,66,102700,1556,0,0,,66,102700,1556
226675,3,5394,1798,,,,3,5394,1798,0,0,,,,,0,0,
226806,93,307219,3303,,,,93,307219,3303,0,0,,,,,0,0,
226833,150,1042366,6949,22,96279,4376,172,1138645,6620,10,16869,1687,2,1743,872,12,18612,1551
226860,2,31314,15657,,,,2,31314,15657,0,0,,,,,0,0,
226879,6,68560,11427,,,,6,68560,11427,0,0,,,,,0,0,
226903,124,871378,7027,,,,124,871378,7027,0,0,,,,,0,0,
227058,2,17365,8683,,,,2,17365,8683,0,0,,,,,0,0,
227146,110,306530,2787,,,,110,306530,2787,0,0,,,,,0,0,
227182,1463,2623644,1793,,,,1463,2623644,1793,57,60418,1060,,,,57,60418,1060
227216,1034,9466561,9155,164,1114247,6794,1198,10580808,8832,52,162631,3128,25,89525,3581,77,252156,3275
227225,22,34907,1587,,,,22,34907,1587,0,0,,,,,0,0,
227289,,,,2,6143,3072,2,6143,3072,,,,0,0,,0,0,
227298,36,744294,20675,,,,36,744294,20675,0,0,,,,,0,0,
227304,54,113562,2103,,,,54,113562,2103,65,140576,2163,,,,65,140576,2163
227313,8,80546,10068,,,,8,80546,10068,0,0,,,,,0,0,
227322,6,64311,10719,,,,6,64311,10719,0,0,,,,,0,0,
227331,60,1788249,29804,75,719858,9598,135,2508107,18579,4,9250,2313,11,26250,2386,15,35500,2367
227368,252,1552769,6162,41,177707,4334,293,1730476,5906,23,82461,3585,13,42546,3273,36,125007,3472
227377,140,286643,2047,,,,140,286643,2047,0,0,,,,,0,0,
227386,19,48612,2559,,,,19,48612,2559,0,0,,,,,0,0,
227401,50,123757,2475,,,,50,123757,2475,0,0,,,,,0,0,
227429,5,51396,10279,,,,5,51396,10279,0,0,,,,,0,0,
227526,151,1538681,10190,1,6279,6279,152,1544960,10164,9,19928,2214,0,0,,9,19928,2214
227687,9,38780,4309,,,,9,38780,4309,0,0,,,,,0,0,
227748,3,35006,11669,,,,3,35006,11669,0,0,,,,,0,0,
227757,21,802221,38201,106,3080153,29058,127,3882374,30570,0,0,,0,0,,0,0,
227845,80,2376301,29704,39,646016,16565,119,3022317,25398,0,0,,2,5250,2625,2,5250,2625
227854,1234,1705431,1382,,,,1234,1705431,1382,209,145582,697,,,,209,145582,697
227863,43,982826,22856,26,356434,13709,69,1339260,19410,1,3000,3000,0,0,,1,3000,3000
227881,481,4120304,8566,92,518560,5637,573,4638864,8096,40,67350,1684,11,16172,1470,51,83522,1638
227924,1586,2569460,1620,,,,1586,2569460,1620,197,119189,605,,,,197,119189,605
227979,829,860770,1038,,,,829,860770,1038,142,151463,1067,,,,142,151463,1067
228042,37,711705,19235,1,2825,2825,38,714530,18803,0,0,,0,0,,0,0,
228088,0,0,,,,,0,0,,0,0,,,,,0,0,
228149,57,1337107,23458,92,1739890,18912,149,3076997,20651,2,4500,2250,49,166314,3394,51,170814,3349
228158,106,369094,3482,,,,106,369094,3482,0,0,,,,,0,0,
228185,2,100,50,,,,2,100,50,0,0,,,,,0,0,
228194,,,,26,578058,22233,26,578058,22233,,,,0,0,,0,0,
228200,4,64021,16005,,,,4,64021,16005,0,0,,,,,0,0,
228219,0,0,,,,,0,0,,0,0,,,,,0,0,
228246,79,2834392,35878,106,2043653,19280,185,4878045,26368,1,2750,2750,7,18250,2607,8,21000,2625
228282,8,105651,13206,,,,8,105651,13206,0,0,,,,,0,0,
228316,51,147828,2899,,,,51,147828,2899,0,0,,,,,0,0,
228325,41,500625,12210,15,98652,6577,56,599277,10701,3,5516,1839,0,0,,3,5516,1839
228343,36,759032,21084,,,,36,759032,21084,0,0,,,,,0,0,
228431,189,1562893,8269,15,62952,4197,204,1625845,7970,15,64030,4269,0,0,,15,64030,4269
228459,1238,9698333,7834,166,912976,5500,1404,10611309,7558,30,73032,2434,9,31920,3547,39,104952,2691
228468,11,111631,10148,0,0,,11,111631,10148,0,0,,0,0,,0,0,
228486,0,0,,,,,0,0,,0,0,,,,,0,0,
228501,27,190666,7062,6,21528,3588,33,212194,6430,0,0,,0,0,,0,0,
228529,324,4129643,12746,59,411904,6981,383,4541547,11858,34,78402,2306,8,16507,2063,42,94909,2260
228547,1099,1607387,1463,,,,1099,1607387,1463,11,7464,679,,,,11,7464,679
228608,492,802704,1632,,,,492,802704,1632,20,7238,362,,,,20,7238,362
228635,,,,11,96497,8772,11,96497,8772,,,,0,0,,0,0,
228644,50,332093,6642,43,533948,12417,93,866041,9312,5,10148,2030,0,0,,5,10148,2030
228653,18,137625,7646,29,230276,7941,47,367901,7828,0,0,,3,11250,3750,3,11250,3750
228699,58,143992,2483,,,,58,143992,2483,0,0,,,,,0,0,
228705,79,526874,6669,4,26817,6704,83,553691,6671,3,10530,3510,0,0,,3,10530,3510
228723,1036,10345016,9986,303,4429889,14620,1339,14774905,11034,16,48734,3046,22,71449,3248,38,120183,3163
228769,959,7099148,7403,290,1843292,6356,1249,8942440,7160,76,200132,2633,18,38500,2139,94,238632,2539
228778,389,2004967,5154,128,1482194,11580,517,3487161,6745,1,4250,4250,12,51109,4259,13,55359,4258
228787,381,4496607,11802,144,1935919,13444,525,6432526,12252,13,39500,3038,3,17000,5667,16,56500,3531
228796,903,7193298,7966,155,1011530,6526,1058,8204828,7755,128,308608,2411,106,268318,2531,234,576926,2465
228802,147,984666,6698,91,1097614,12062,238,2082280,8749,6,19622,3270,15,29514,1968,21,49136,2340
228875,321,11298271,35197,80,1798983,22487,401,13097254,32661,0,0,,0,0,,0,0,
228884,0,0,,,,,0,0,,0,0,,,,,0,0,
228909,,,,14,121399,8671,14,121399,8671,,,,3,5414,1805,3,5414,1805
228981,53,771853,14563,0,0,,53,771853,14563,0,0,,0,0,,0,0,
229018,91,643009,7066,21,84146,4007,112,727155,6492,7,12000,1714,2,4500,2250,9,16500,1833
229027,1584,12394936,7825,213,1622590,7618,1797,14017526,7801,17,76497,4500,0,0,,17,76497,4500
229063,102,407447,3995,21,132686,6318,123,540133,4391,4,12421,3105,0,0,,4,12421,3105
229115,555,4877688,8789,110,1007010,9155,665,5884698,8849,30,73427,2448,11,22289,2026,41,95716,2335
229160,160,1165496,7284,106,508783,4800,266,1674279,6294,2,1500,750,0,0,,2,1500,750
229179,174,1300620,7475,95,618299,6508,269,1918919,7134,5,18492,3698,2,7654,3827,7,26146,3735
229267,35,865592,24731,2,26668,13334,37,892260,24115,0,0,,0,0,,0,0,
229300,5,43292,8658,23,299461,13020,28,342753,12241,0,0,,1,4000,4000,1,4000,4000
229337,65,624173,9603,65,453257,6973,130,1077430,8288,4,13401,3350,21,60780,2894,25,74181,2967
229355,218,612306,2809,,,,218,612306,2809,0,0,,,,,0,0,
229416,355,5739186,16167,,,,355,5739186,16167,1,9,9,,,,1,9,9
229425,0,0,,,,,0,0,,0,0,,,,,0,0,
229504,91,348399,3829,,,,91,348399,3829,17,16466,969,,,,17,16466,969
229522,0,0,,,,,0,0,,0,0,,,,,0,0,
229540,49,104167,2126,,,,49,104167,2126,0,0,,,,,0,0,
229656,1,4512,4512,,,,1,4512,4512,0,0,,,,,0,0,
229780,554,4117610,7433,327,2396554,7329,881,6514164,7394,406,809477,1994,61,135858,2227,467,945335,2024
229799,128,292640,2286,,,,128,292640,2286,0,0,,,,,0,0,
229814,142,878086,6184,59,279755,4742,201,1157841,5760,9,22603,2511,26,52072,2003,35,74675,2134
229832,0,0,,,,,0,0,,0,0,,,,,0,0,
229841,81,194664,2403,,,,81,194664,2403,0,0,,,,,0,0,
229887,7,70581,10083,,,,7,70581,10083,0,0,,,,,0,0,
230010,13,32175,2475,,,,13,32175,2475,0,0,,,,,0,0,
230038,168,726999,4327,24,240229,10010,192,967228,5038,0,0,,0,0,,0,0,
230047,16,82831,5177,,,,16,82831,5177,0,0,,,,,0,0,
230056,17,157349,9256,,,,17,157349,9256,26,67310,2589,,,,26,67310,2589
230065,0,0,,,,,0,0,,0,0,,,,,0,0,
230144,3,47404,15801,,,,3,47404,15801,0,0,,,,,0,0,
230162,63,110043,1747,,,,63,110043,1747,0,0,,,,,0,0,
230171,107,390199,3647,1,2462,2462,108,392661,3636,6,10349,1725,1,1500,1500,7,11849,1693
230199,1,10000,10000,,,,1,10000,10000,0,0,,,,,0,0,
230205,0,0,,,,,0,0,,0,0,,,,,0,0,
230214,0,0,,,,,0,0,,0,0,,,,,0,0,
230366,4,59555,14889,0,0,,4,59555,14889,0,0,,0,0,,0,0,
230418,4,10630,2658,,,,4,10630,2658,0,0,,,,,0,0,
230490,51,52170,1023,,,,51,52170,1023,1,992,992,,,,1,992,992
230597,12,17494,1458,,,,12,17494,1458,0,0,,,,,0,0,
230603,414,17806711,43011,18,123711,6873,432,17930422,41506,17,38470,2263,17,66946,3938,34,105416,3100
230676,6,8780,1463,,,,6,8780,1463,0,0,,,,,0,0,
230728,334,2125241,6363,53,587644,11088,387,2712885,7010,124,399150,3219,30,100510,3350,154,499660,3245
230737,470,2956377,6290,10,69742,6974,480,3026119,6304,18,45261,2515,4,10000,2500,22,55261,2512
230746,461,1231006,2670,,,,461,1231006,2670,25,26138,1046,,,,25,26138,1046
230764,454,3633184,8003,149,2552993,17134,603,6186177,10259,0,0,,0,0,,0,0,
230782,311,1660209,5338,13,111579,8583,324,1771788,5468,67,175490,2619,25,76898,3076,92,252388,2743
230807,21,362939,17283,14,222197,15871,35,585136,16718,0,0,,0,0,,0,0,
230816,5,180124,36025,2,32976,16488,7,213100,30443,0,0,,0,0,,0,0,
230834,32,258838,8089,1,8148,8148,33,266986,8090,3,9875,3292,0,0,,3,9875,3292
230852,134,1189899,8880,51,285011,5588,185,1474910,7972,73,179691,2462,22,45638,2074,95,225329,2372
230861,81,364031,4494,,,,81,364031,4494,13,32783,2522,,,,13,32783,2522
230889,2,17584,8792,5,84881,16976,7,102465,14638,0,0,,0,0,,0,0,
230913,33,267519,8107,1,2965,2965,34,270484,7955,2,5375,2688,0,0,,2,5375,2688
230959,14,229413,16387,2,10230,5115,16,239643,14978,0,0,,0,0,,0,0,
230995,127,2100418,16539,301,2976847,9890,428,5077265,11863,351,868000,2473,26,92056,3541,377,960056,2547
231004,0,0,,,,,0,0,,0,0,,,,,0,0,
231059,12,337687,28141,1,1860,1860,13,339547,26119,0,0,,0,0,,0,0,
231068,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
231095,2,43659,21830,,,,2,43659,21830,0,0,,,,,0,0,
231147,,,,11,208974,18998,11,208974,18998,,,,0,0,,0,0,
231165,71,812571,11445,0,0,,71,812571,11445,2,5500,2750,0,0,,2,5500,2750
231174,81,1516526,18723,10,183855,18386,91,1700381,18686,0,0,,0,0,,0,0,
231280,0,0,,,,,0,0,,0,0,,,,,0,0,
231411,126,1254843,9959,,,,126,1254843,9959,4,9667,2417,,,,4,9667,2417
231420,63,1122179,17812,10,88022,8802,73,1210201,16578,15,50190,3346,0,0,,15,50190,3346
231536,55,163193,2967,,,,55,163193,2967,2,4928,2464,,,,2,4928,2464
231554,21,251857,11993,1,2880,2880,22,254737,11579,0,0,,0,0,,0,0,
231581,30,708752,23625,0,0,,30,708752,23625,0,0,,0,0,,0,0,
231624,199,4089791,20552,200,4124657,20623,399,8214448,20588,0,0,,13,57833,4449,13,57833,4449
231651,462,4645432,10055,537,5153749,9597,999,9799181,9809,272,590938,2173,183,354750,1939,455,945688,2078
231688,0,0,,,,,0,0,,0,0,,,,,0,0,
231697,33,60456,1832,,,,33,60456,1832,0,0,,,,,0,0,
231712,197,2354309,11951,3,29663,9888,200,2383972,11920,2,8303,4152,1,3750,3750,3,12053,4018
231721,0,0,,,,,0,0,,0,0,,,,,0,0,
231785,129,1189507,9221,,,,129,1189507,9221,3,5840,1947,,,,3,5840,1947
231873,11,17404,1582,,,,11,17404,1582,0,0,,,,,0,0,
231882,0,0,,,,,0,0,,0,0,,,,,0,0,
231970,,,,66,1497964,22696,66,1497964,22696,,,,0,0,,0,0,
232016,15,150801,10053,,,,15,150801,10053,0,0,,,,,0,0,
232025,10,138743,13874,2,38381,19191,12,177124,14760,0,0,,0,0,,0,0,
232043,11,206881,18807,1,23354,23354,12,230235,19186,0,0,,0,0,,0,0,
232052,0,0,,,,,0,0,,0,0,,,,,0,0,
232089,10,247495,24750,0,0,,10,247495,24750,0,0,,0,0,,0,0,
232186,1098,12487144,11373,484,5172296,10687,1582,17659440,11163,28,70750,2527,10,16500,1650,38,87250,2296
232195,0,0,,,,,0,0,,0,0,,,,,0,0,
232256,22,698123,31733,,,,22,698123,31733,1,4000,4000,,,,1,4000,4000
232265,100,1670475,16705,21,162903,7757,121,1833378,15152,5,15000,3000,0,0,,5,15000,3000
232308,13,145114,11163,2,18241,9121,15,163355,10890,1,1000,1000,0,0,,1,1000,1000
232414,0,0,,,,,0,0,,0,0,,,,,0,0,
232423,452,4606029,10190,34,302590,8900,486,4908619,10100,12,39236,3270,1,4500,4500,13,43736,3364
232450,272,729569,2682,,,,272,729569,2682,62,71467,1153,,,,62,71467,1153
232557,5284,50627173,9581,4043,20128420,4979,9327,70755593,7586,4575,10872401,2376,4592,9895119,2155,9167,20767520,2265
232566,106,1112043,10491,9,50238,5582,115,1162281,10107,3,10750,3583,2,2250,1125,5,13000,2600
232575,0,0,,,,,0,0,,0,0,,,,,0,0,
232609,55,775015,14091,12,128255,10688,67,903270,13482,0,0,,0,0,,0,0,
232618,1,4825,4825,,,,1,4825,4825,0,0,,,,,0,0,
232672,44,644400,14645,7,118295,16899,51,762695,14955,0,0,,0,0,,0,0,
232681,177,1930279,10906,1,3555,3555,178,1933834,10864,2,2500,1250,1,750,750,3,3250,1083
232706,65,1452127,22340,61,918495,15057,126,2370622,18814,1,3000,3000,0,0,,1,3000,3000
232724,0,0,,,,,0,0,,0,0,,,,,0,0,
232788,18,48827,2713,,,,18,48827,2713,0,0,,,,,0,0,
232797,19,163910,8627,22,94992,4318,41,258902,6315,3,7040,2347,0,0,,3,7040,2347
232867,0,0,,,,,0,0,,0,0,,,,,0,0,
232885,35,381910,10912,12,230398,19200,47,612308,13028,0,0,,0,0,,0,0,
232919,27,466591,17281,,,,27,466591,17281,0,0,,,,,0,0,
232937,236,1738332,7366,17,124041,7297,253,1862373,7361,7,23539,3363,0,0,,7,23539,3363
232946,0,0,,,,,0,0,,0,0,,,,,0,0,
232982,1905,29554058,15514,297,3869399,13028,2202,33423457,15179,359,1440645,4013,107,323848,3027,466,1764493,3786
233019,27,39568,1465,,,,27,39568,1465,0,0,,,,,0,0,
233037,39,58387,1497,,,,39,58387,1497,9,17426,1936,,,,9,17426,1936
233082,1,6910,6910,,,,1,6910,6910,0,0,,,,,0,0,
233116,91,232334,2553,,,,91,232334,2553,4,8875,2219,,,,4,8875,2219
233277,179,1873020,10464,15,174957,11664,194,2047977,10557,0,0,,0,0,,0,0,
233286,2,14163,7082,,,,2,14163,7082,0,0,,,,,0,0,
233295,41,944840,23045,,,,41,944840,23045,0,0,,,,,0,0,
233301,14,332456,23747,1,17165,17165,15,349621,23308,0,0,,0,0,,0,0,
233310,40,90731,2268,,,,40,90731,2268,2,2009,1005,,,,2,2009,1005
233329,56,600188,10718,,,,56,600188,10718,0,0,,,,,0,0,
233338,16,86239,5390,,,,16,86239,5390,1,2304,2304,,,,1,2304,2304
233356,5,36692,7338,,,,5,36692,7338,1,2500,2500,,,,1,2500,2500
233374,12,252417,21035,16,323857,20241,28,576274,20581,0,0,,0,0,,0,0,
233408,1,5400,5400,,,,1,5400,5400,0,0,,,,,0,0,
233426,39,1253859,32150,,,,39,1253859,32150,0,0,,,,,0,0,
233480,0,0,,,,,0,0,,0,0,,,,,0,0,
233541,97,1622439,16726,38,630949,16604,135,2253388,16692,0,0,,1,2750,2750,1,2750,2750
233602,1,7566,7566,,,,1,7566,7566,0,0,,,,,0,0,
233611,18,218677,12149,,,,18,218677,12149,0,0,,,,,0,0,
233639,30,58939,1965,,,,30,58939,1965,0,0,,,,,0,0,
233648,0,0,,,,,0,0,,0,0,,,,,0,0,
233666,0,0,,,,,0,0,,0,0,,,,,0,0,
233684,759,7881774,10384,274,3068744,11200,1033,10950518,10601,77,183784,2387,21,37432,1782,98,221216,2257
233718,12,130248,10854,0,0,,12,130248,10854,6,7788,1298,0,0,,6,7788,1298
233754,396,986152,2490,,,,396,986152,2490,128,180960,1414,,,,128,180960,1414
233772,1598,5216525,3264,,,,1598,5216525,3264,642,791536,1233,,,,642,791536,1233
233842,,,,5,38645,7729,5,38645,7729,,,,0,0,,0,0,
233897,16,95991,5999,,,,16,95991,5999,0,0,,,,,0,0,
233903,31,78512,2533,,,,31,78512,2533,0,0,,,,,0,0,
233921,689,7960459,11554,155,1869697,12063,844,9830156,11647,9,20910,2323,10,9000,900,19,29910,1574
233949,70,145350,2076,,,,70,145350,2076,0,0,,,,,0,0,
234030,660,7957822,12057,106,1742859,16442,766,9700681,12664,28,107417,3836,5,16250,3250,33,123667,3747
234076,304,4655621,15315,247,11907747,48210,551,16563368,30061,0,0,,4,4500,1125,4,4500,1125
234085,81,1133766,13997,,,,81,1133766,13997,0,0,,,,,0,0,
234119,6,95444,15907,,,,6,95444,15907,0,0,,,,,0,0,
234137,7,30408,4344,14,140000,10000,21,170408,8115,0,0,,0,0,,0,0,
234155,101,859420,8509,7,35623,5089,108,895043,8287,0,0,,0,0,,0,0,
234164,39,469473,12038,19,156148,8218,58,625621,10787,1,3500,3500,0,0,,1,3500,3500
234173,108,1729058,16010,6,22869,3812,114,1751927,15368,0,0,,0,0,,0,0,
234207,20,784041,39202,6,228953,38159,26,1012994,38961,0,0,,0,0,,0,0,
234377,21,72351,3445,,,,21,72351,3445,0,0,,,,,0,0,
234669,269,871770,3241,,,,269,871770,3241,74,219443,2965,,,,74,219443,2965
234696,79,311776,3947,,,,79,311776,3947,0,0,,,,,0,0,
234711,29,84854,2926,,,,29,84854,2926,1,1873,1873,,,,1,1873,1873
234827,85,386379,4546,12,39605,3300,97,425984,4392,0,0,,0,0,,0,0,
234845,51,166823,3271,,,,51,166823,3271,0,0,,,,,0,0,
234915,96,982566,10235,115,975585,8483,211,1958151,9280,71,82091,1156,12,9415,785,83,91506,1102
234924,0,0,,,,,0,0,,0,0,,,,,0,0,
234933,239,737926,3088,,,,239,737926,3088,75,287765,3837,,,,75,287765,3837
234951,316,1716236,5431,,,,316,1716236,5431,0,0,,,,,0,0,
234979,129,481602,3733,,,,129,481602,3733,1,418,418,,,,1,418,418
235024,20,424611,21231,,,,20,424611,21231,0,0,,,,,0,0,
235088,124,2693304,21720,,,,124,2693304,21720,0,0,,,,,0,0,
235097,250,1585230,6341,56,372885,6659,306,1958115,6399,1,833,833,2,1980,990,3,2813,938
235103,234,525321,2245,,,,234,525321,2245,2,2114,1057,,,,2,2114,1057
235149,463,1292650,2792,,,,463,1292650,2792,19,16655,877,,,,19,16655,877
235158,5,75724,15145,,,,5,75724,15145,0,0,,,,,0,0,
235167,103,709634,6890,9,43265,4807,112,752899,6722,1,2335,2335,1,660,660,2,2995,1498
235237,606,1384540,2285,,,,606,1384540,2285,667,618676,928,,,,667,618676,928
235307,6,38618,6436,,,,6,38618,6436,0,0,,,,,0,0,
235316,96,2854861,29738,98,1259236,12849,194,4114097,21207,0,0,,20,44500,2225,20,44500,2225
235334,17,22472,1322,,,,17,22472,1322,0,0,,,,,0,0,
235343,405,1317911,3254,,,,405,1317911,3254,9,13596,1511,,,,9,13596,1511
235352,5,79011,15802,,,,5,79011,15802,0,0,,,,,0,0,
235422,13,194755,14981,10,262208,26221,23,456963,19868,0,0,,0,0,,0,0,
235431,210,580963,2766,,,,210,580963,2766,0,0,,,,,0,0,
235501,51,620730,12171,,,,51,620730,12171,0,0,,,,,0,0,
235547,5,96103,19221,11,264812,24074,16,360915,22557,0,0,,1,2667,2667,1,2667,2667
235583,0,0,,,,,0,0,,0,0,,,,,0,0,
235671,147,721174,4906,,,,147,721174,4906,11,13083,1189,,,,11,13083,1189
235699,106,460955,4349,,,,106,460955,4349,0,0,,,,,0,0,
235750,53,158111,2983,,,,53,158111,2983,1,1846,1846,,,,1,1846,1846
236018,8,77183,9648,,,,8,77183,9648,0,0,,,,,0,0,
236072,153,343940,2248,,,,153,343940,2248,6,8530,1422,,,,6,8530,1422
236133,91,488157,5364,0,0,,91,488157,5364,0,0,,0,0,,0,0,
236188,695,2294992,3302,,,,695,2294992,3302,64,86099,1345,,,,64,86099,1345
236212,39,428881,10997,,,,39,428881,10997,0,0,,,,,0,0,
236230,142,3215422,22644,44,807607,18355,186,4023029,21629,0,0,,1,3000,3000,1,3000,3000
236258,26,81010,3116,,,,26,81010,3116,0,0,,,,,0,0,
236328,23,725003,31522,15,276308,18421,38,1001311,26350,0,0,,0,0,,0,0,
236382,64,134239,2097,,,,64,134239,2097,0,0,,,,,0,0,
236452,312,6082582,19495,32,458910,14341,344,6541492,19016,36,73500,2042,6,20900,3483,42,94400,2248
236504,127,462491,3642,,,,127,462491,3642,7,12335,1762,,,,7,12335,1762
236513,146,216920,1486,,,,146,216920,1486,0,0,,,,,0,0,
236577,103,2995925,29087,21,322031,15335,124,3317956,26758,0,0,,0,0,,0,0,
236595,141,2962490,21011,89,1362214,15306,230,4324704,18803,4,11760,2940,0,0,,4,11760,2940
236610,235,727487,3096,,,,235,727487,3096,9,9215,1024,,,,9,9215,1024
236638,195,717051,3677,,,,195,717051,3677,32,77127,2410,,,,32,77127,2410
236656,277,910572,3287,,,,277,910572,3287,21,23312,1110,,,,21,23312,1110
236692,255,767643,3010,,,,255,767643,3010,0,0,,,,,0,0,
236708,119,348003,2924,,,,119,348003,2924,0,0,,,,,0,0,
236744,0,0,,,,,0,0,,0,0,,,,,0,0,
236753,385,1053277,2736,,,,385,1053277,2736,16,16550,1034,,,,16,16550,1034
236887,99,122944,1242,,,,99,122944,1242,6,5216,869,,,,6,5216,869
236896,17,344869,20286,2,23084,11542,19,367953,19366,0,0,,0,0,,0,0,
236939,557,5687243,10210,155,1902184,12272,712,7589427,10659,17,26368,1551,38,84818,2232,55,111186,2022
236948,398,4089489,10275,309,7369962,23851,707,11459451,16209,10,21446,2145,13,26022,2002,23,47468,2064
236975,24,42621,1776,,,,24,42621,1776,2,2682,1341,,,,2,2682,1341
237011,362,2720006,7514,14,123740,8839,376,2843746,7563,0,0,,0,0,,0,0,
237039,70,219293,3133,,,,70,219293,3133,5,6680,1336,,,,5,6680,1336
237057,7,201434,28776,,,,7,201434,28776,0,0,,,,,0,0,
237066,45,1066420,23698,15,144048,9603,60,1210468,20174,0,0,,1,3000,3000,1,3000,3000
237109,53,132990,2509,,,,53,132990,2509,0,0,,,,,0,0,
237118,6,88862,14810,2,30692,15346,8,119554,14944,0,0,,0,0,,0,0,
237127,0,0,,,,,0,0,,0,0,,,,,0,0,
237136,3,46798,15599,0,0,,3,46798,15599,0,0,,0,0,,0,0,
