UNITID,TUITION1,FEE1,HRCHG1,TUITION2,FEE2,HRCHG2,TUITION3,FEE3,HRCHG3,TUITION5,FEE5,HRCHG5,TUITION6,FEE6,HRCHG6,TUITION7,FEE7,HRCHG7,ISPROF1,ISPFEE1,OSPROF1,OSPFEE1,ISPROF2,ISPFEE2,OSPROF2,OSPFEE2,ISPROF3,ISPFEE3,OSPROF3,OSPFEE3,ISPROF4,ISPFEE4,OSPROF4,OSPFEE4,ISPROF5,ISPFEE5,OSPROF5,OSPFEE5,ISPROF6,ISPFEE6,OSPROF6,OSPFEE6,ISPROF7,ISPFEE7,OSPROF7,OSPFEE7,ISPROF8,ISPFEE8,OSPROF8,OSPFEE8,ISPROF9,ISPFEE9,OSPROF9,OSPFEE9,CHG1AT0,CHG1AF0,CHG1AY0,CHG1AT1,CHG1AF1,CHG1AY1,CHG1AT2,CHG1AF2,CHG1AY2,CHG1AT3,CHG1AF3,CHG1AY3,CHG1TGTD,CHG1FGTD,CHG2AT0,CHG2AF0,CHG2AY0,CHG2AT1,CHG2AF1,CHG2AY1,CHG2AT2,CHG2AF2,CHG2AY2,CHG2AT3,CHG2AF3,CHG2AY3,CHG2TGTD,CHG2FGTD,CHG3AT0,CHG3AF0,CHG3AY0,CHG3AT1,CHG3AF1,CHG3AY1,CHG3AT2,CHG3AF2,CHG3AY2,CHG3AT3,CHG3AF3,CHG3AY3,CHG3TGTD,CHG3FGTD,CHG4AY0,CHG4AY1,CHG4AY2,CHG4AY3,CHG5AY0,CHG5AY1,CHG5AY2,CHG5AY3,CHG6AY0,CHG6AY1,CHG6AY2,CHG6AY3,CHG7AY0,CHG7AY1,CHG7AY2,CHG7AY3,CHG8AY0,CHG8AY1,CHG8AY2,CHG8AY3,CHG9AY0,CHG9AY1,CHG9AY2,CHG9AY3
207564,4574,1200,152,4574,1200,152,10184,1200,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350,1200,5550,4574,1200,5774,4574,1200,5774,4574,1200,5774,,,4350,1200,5550,4574,1200,5774,4574,1200,5774,4574,1200,5774,,,9960,1200,11160,10184,1200,11384,10184,1200,11384,10184,1200,11384,,,1100,1100,1100,1100,6480,6480,6480,6480,1276,3766,4488,4488,4212,6316,6926,6926,1276,3766,4488,4488,1276,3766,4488,4488
207582,31250,1390,1290,31250,1390,1290,31250,1390,1290,11623,1357,677,11623,1357,677,11623,1357,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28998,1072,30070,29700,1230,30930,30300,1258,31558,31250,1390,32640,,,28998,1072,30070,29700,1230,30930,30300,1258,31558,31250,1390,32640,,,28998,1072,30070,29700,1230,30930,30300,1258,31558,31250,1390,32640,,,1920,1920,1920,1920,8450,8650,8850,9050,3706,3706,3706,3706,9765,13200,13200,13200,3840,3706,3706,3706,3840,4600,4700,4700
207661,4536,2716,162,4536,2716,162,12320,2716,440,4316,2522,166,4316,2522,166,11674,2522,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560,2910,7470,4560,2910,7470,4710,2910,7620,4536,2716,7252,,,4560,2910,7470,4560,2910,7470,4710,2910,7620,4536,2716,7252,,,12900,2910,15810,12900,2910,15810,13050,2910,15960,12320,2716,15036,,,2400,2400,2400,2400,9814,9814,10343,10725,2910,2910,3492,3667,9954,9954,10476,10999,4362,4362,3638,3820,4362,4362,5234,5496
207670,3778,1232,126,3778,1232,126,10155,1232,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614,917,4531,3778,976,4754,3778,976,4754,3778,1232,5010,,,3614,917,4531,3778,976,4754,3778,976,4754,3778,1232,5010,,,9990,917,10907,10155,976,11131,10155,976,11131,10155,1232,11387,,,1000,1000,1000,1200,9573,9573,7792,7792,5364,5364,6640,6640,6296,6296,7792,7792,5364,5364,6640,6640,5364,5364,6640,6640
207722,6630,2370,221,6630,2370,221,17820,2370,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6390,1650,8040,6390,1650,8040,6390,1650,8040,6630,2370,9000,,,6390,1650,8040,6390,1650,8040,6390,1650,8040,6630,2370,9000,,,17250,1650,18900,17250,1650,18900,17250,1650,18900,17820,2370,20190,,,1200,1200,1200,1200,6950,6950,7254,7000,3968,3968,4064,3930,8060,8060,8140,7410,3968,3968,4064,3930,3968,3968,4064,3930
207740,3210,2250,180,3210,2250,180,9540,2250,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120,2070,5190,3120,2070,5190,3120,2070,5190,3210,2250,5460,,,3120,2070,5190,3120,2070,5190,3120,2070,5190,3210,2250,5460,,,9360,2070,11430,9360,2070,11430,9360,2070,11430,9540,2250,11790,,,2000,3000,3000,3000,7070,7070,7070,7070,5430,6330,6330,8900,9900,11700,11700,11700,5430,6330,6330,8900,4065,4965,4965,6250
207847,6420,570,214,6420,570,214,15360,570,512,4734,342,263,4734,342,263,11070,342,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240,600,6840,6240,710,6950,6450,800,7250,6450,570,7020,15,,6240,600,6840,6240,710,6950,6450,800,7250,6450,570,7020,15,,14880,600,15480,14880,710,15590,15390,800,16190,15360,570,15930,,,1200,1200,1280,1200,6958,7000,7250,7250,3000,3500,3600,3600,6350,6224,7000,7002,3800,4500,4000,3816,4680,5550,5550,4680
207856,14768,4036,568,14768,4036,568,14768,4036,568,7758,4956,431,7758,4956,431,7758,4956,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15750,2880,18630,16020,3094,19114,16230,3678,19908,17040,4276,21316,,,15750,2880,18630,16020,3094,19114,16230,3678,19908,17040,4276,21316,,,15750,2880,18630,16020,3094,19114,16230,3678,19908,17040,4276,21316,,,2000,2000,2000,2000,8300,8600,8600,9400,1340,1800,1800,2300,8500,8800,8800,9550,2040,2640,2640,3560,1840,2240,2240,3120
207865,6585,1545,271,6585,1545,271,13695,1545,508,6516,1236,323,6516,1236,323,13188,1236,601,,,,,,,,,,,,,,,,,,,,,19905,1275,33068,1275,,,,,,,,,,,,,6150,1545,7695,6368,1545,7913,6368,1545,7913,6585,1545,8130,,,6150,1545,7695,6368,1545,7913,6368,1545,7913,6585,1545,8130,,,13050,1545,14595,13478,1545,15023,13478,1545,15023,13695,1545,15240,,,1218,1218,1218,1218,6030,6230,6380,6930,6858,7202,7202,7618,5652,5814,5814,6312,6858,7202,7202,7618,5886,6212,6212,6542
207935,2797,744,117,2797,744,117,8197,744,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701,744,3445,2701,744,3445,2701,744,3445,2797,744,3541,,,2701,744,3445,2701,744,3445,2701,744,3445,2797,744,3541,,,8101,744,8845,8101,744,8845,8101,744,8845,8197,744,8941,,,1704,1728,1752,1788,,,,,,,,,12272,12508,12716,12982,2856,2928,2928,2990,2856,2928,2928,2990
207971,45566,1110,1636,45566,1110,1636,45566,1110,1636,25002,1110,1389,25002,1110,1389,25002,1110,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27686,1110,27686,1110,41698,1025,42723,42950,1035,43985,44238,1435,45673,45566,1645,47211,,,41698,1025,42723,42950,1035,43985,44238,1435,45673,45566,1645,47211,,,41698,1025,42723,42950,1035,43985,44238,1435,45673,45566,1645,47211,,,1200,1200,1200,0,11424,12062,12422,11426,5900,6560,6970,6970,11032,11644,11963,12323,5900,6560,6970,6970,5900,6560,6970,6970
208035,2996,2254,107,2996,2254,107,7168,2254,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804,1858,4662,2888,2090,4978,2940,2226,5166,2996,2450,5446,,,2804,1858,4662,2888,2090,4978,2940,2226,5166,2996,2450,5446,,,6868,1858,8726,6952,2080,9032,7056,2226,9282,7168,2450,9618,,,1600,1600,1600,1600,6110,6630,7510,7510,4300,4300,4300,4535,8505,8505,8505,8930,4300,4300,4300,4535,4300,4300,4300,4535
208275,5130,1721,114,5130,1721,114,7695,1721,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4860,1363,6223,4950,1350,6300,5040,1363,6403,5130,1721,6851,,,4860,1363,6223,4950,1350,6300,5040,1363,6403,5130,1721,6851,,,7290,1363,8653,7425,1350,8775,7559,1363,8922,7695,1721,9416,,,1053,1053,1053,1052,,,,,,,,,9158,9158,9158,10800,2874,2874,2874,3174,2874,2874,2874,3174
208318,4068,693,113,5724,693,159,11916,693,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3816,495,4311,3924,603,4527,3924,603,4527,4068,693,4761,,,5346,495,5841,5508,603,6111,5508,603,6111,5724,693,6417,,,11124,495,11619,11448,603,12051,11448,603,12051,11916,693,12609,,,1800,1800,1800,1800,11511,11742,11742,11943,3060,3162,3562,4140,11511,11742,11742,11943,3060,3162,3080,4140,3060,3162,3080,4140
208390,4455,1665,99,4455,1665,99,12150,1665,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095,1080,5175,4275,1395,5670,4320,1530,5850,4455,1665,6120,,,4095,1080,5175,4275,1395,5670,4320,1530,5850,4455,1665,6120,,,11520,1080,12600,11700,1395,13095,11745,1530,13275,12150,1665,13815,,,1500,1200,975,975,,,,,,,,,11862,11862,13743,14150,3000,3345,3345,3160,3000,3345,4536,5040
208406,5265,585,117,5265,585,117,12735,585,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4635,444,5079,4860,474,5334,5040,585,5625,5265,585,5850,,,4635,444,5079,4860,474,5334,5040,585,5625,5265,585,5850,,,12330,444,12774,12330,474,12804,12465,585,13050,12735,585,13320,,,1800,1800,1800,1800,,,,,,,,,10260,10260,10260,11502,2850,2595,2595,3075,2850,2595,2595,3075
208415,3780,450,105,3780,450,105,7560,450,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3780,450,4230,3780,450,4230,3780,450,4230,3780,450,4230,,,3780,450,4230,3780,450,4230,3780,450,4230,3780,450,4230,,,7560,450,8010,7560,450,8010,7560,450,8010,7560,450,8010,,,1560,1590,1600,1770,,,,,,,,,8517,8688,15400,12109,4671,5418,4700,8867,4671,5418,4700,8867
208646,8213,1983,183,8213,1983,183,21533,1983,479,18378,0,511,18378,0,511,18378,0,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7515,1569,9084,7776,1629,9405,7830,1866,9696,8145,1896,10041,,,7515,1569,9084,7776,1629,9405,7830,1866,9696,8145,1896,10041,,,20160,1569,21729,20880,1629,22509,20520,1866,22386,21330,1896,23226,,,1335,1245,1260,1305,9852,10152,10455,10770,3111,3264,3258,3390,9852,10152,10455,10770,3111,3264,3258,3390,3111,3264,3258,3390
208725,14950,1180,605,14950,1180,605,14950,1180,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14520,1180,15700,14520,1180,15700,14520,1180,15700,14520,1180,15700,,,14520,1180,15700,14520,1180,15700,14520,1180,15700,14520,1180,15700,,,14520,1180,15700,14520,1180,15700,14520,1180,15700,14520,1180,15700,,,1000,1000,1000,1000,6300,6300,6300,6300,4000,4000,4000,4000,8300,8300,8300,8300,4000,4000,4000,4000,4000,4000,4000,4000
208822,38860,680,1180,38860,680,1180,38860,680,1180,15516,135,719,15516,135,719,15516,135,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36750,530,37280,37840,530,38370,37840,680,38520,38860,680,39540,,,36750,530,37280,37840,530,38370,37840,680,38520,38860,680,39540,,,36750,530,37280,37840,530,38370,37840,680,38520,38860,680,39540,,,950,950,950,1000,11650,12090,12700,13050,2050,2050,2050,2800,11650,12090,12700,13050,2050,2050,2050,2800,2050,2050,2050,2800
209038,4770,950,133,4770,950,133,11070,950,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4248,708,4956,4356,797,5153,4536,797,5333,4770,950,5720,,,4248,708,4956,4356,797,5153,4536,797,5333,4770,950,5720,,,9882,708,10590,10134,797,10931,10548,797,11345,11070,950,12020,,,1440,1461,1490,1490,10548,10597,10494,10575,2584,2358,2532,2725,10548,10251,10494,11439,2584,2358,2532,2725,2044,2358,2532,2725
209056,59250,434,2963,59250,434,2963,59250,434,2963,18450,0,1025,18450,0,1025,18450,0,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53666,50,53666,50,52346,434,52780,54832,434,55266,56970,434,57404,59250,434,59684,,,52346,434,52780,54832,434,55266,56970,434,57404,59250,434,59684,,,52346,434,52780,54832,434,55266,56970,434,57404,59250,434,59684,,,1050,1050,1050,1050,13008,13324,13946,14384,2052,2052,2052,2052,13008,13324,13946,14384,2052,2052,2052,2052,2052,2052,2052,2052
209065,48132,1285,873,48132,1285,873,48132,1285,873,30738,320,710,30738,320,710,30738,320,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43560,572,44132,44450,682,45132,45340,692,46032,46700,715,47415,,,43560,572,44132,44450,682,45132,45340,692,46032,46700,715,47415,,,43560,572,44132,44450,682,45132,45340,692,46032,46700,715,47415,,,900,1000,1000,1000,12670,12930,13200,13600,1750,1950,1950,2800,12670,12930,13200,13600,1750,1950,1950,2800,3750,3950,3950,5800
209074,5540,410,132,5540,410,132,12877,410,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765,340,5105,5147,340,5487,5327,348,5675,5539,410,5949,,,4765,340,5105,5147,340,5487,5327,348,5675,5539,410,5949,,,11588,340,11928,11962,340,12302,12382,348,12730,12877,410,13287,,,912,927,927,1290,,,,,,,,,13428,13644,13644,13644,3702,3762,3762,4212,3702,3762,3762,4548
209241,19544,8288,720,19544,8288,720,19544,8288,720,19544,8288,720,19544,8288,720,19544,8288,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16410,6958,23368,17394,7376,24770,18438,7818,26256,19544,8288,27832,,,16410,6958,23368,17394,7376,24770,18438,7818,26256,19544,8288,27832,,,16410,6958,23368,17394,7376,24770,18438,7818,26256,19544,8288,27832,,,1000,1000,1000,1000,13232,14026,14868,15760,2100,2100,2100,2100,13232,14026,14868,15760,2100,2100,2100,2100,2100,2100,2100,2100
209250,4320,774,120,4320,774,120,8748,774,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140,1019,5159,4248,1038,5286,4248,765,5013,4320,774,5094,,,4140,1019,5159,4248,1038,5286,4248,765,5013,4320,774,5094,,,8388,1019,9407,8604,1038,9642,8604,765,9369,8748,774,9522,,,1440,1461,1461,1350,,,,,,,,,9810,10212,10212,11979,3255,3321,3321,3000,2700,2754,2754,3000
209287,28160,650,890,28160,650,890,28160,650,890,14520,280,605,14520,280,605,14520,280,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26440,610,27050,27370,630,28000,28160,650,28810,28160,650,28810,,,26440,610,27050,27370,630,28000,28160,650,28810,28160,650,28810,,,26440,610,27050,27370,630,28000,28160,650,28810,28160,650,28810,,,1400,1680,1680,1500,10000,8340,9920,9920,5751,8883,6000,2500,10000,11000,11000,8580,5751,8883,6000,2500,5751,8883,6000,2500
209296,11267,803,,11267,803,,11267,803,,18969,1246,487,18969,1246,487,18969,1246,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209409,33000,220,1100,33000,220,1100,33000,220,1100,17875,220,750,17875,220,750,17875,220,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31200,210,31410,32100,220,32320,32100,220,32320,33000,220,33220,,,31200,210,31410,32100,220,32320,32100,220,32320,33000,220,33220,,,31200,210,31410,32100,220,32320,32100,220,32320,33000,220,33220,,,1050,1050,1050,1050,9700,10050,10190,10480,2250,2250,2250,2250,9700,10050,10190,10480,2700,2700,2700,2700,2700,2700,2700,2700
209490,15048,7893,418,15048,7893,418,27576,7893,766,20970,7893,775,20970,7893,775,20970,7893,775,,,,,47984,18510,77444,18510,46148,9360,470936,9360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209506,10002,2120,222,10002,2120,222,31836,2120,707,13803,2103,511,13803,2103,511,23172,2103,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8775,1710,10485,9212,2057,11269,9572,2050,11622,10002,2120,12122,,,8775,1710,10485,9212,2057,11269,9572,2050,11622,10002,2120,12122,,,27927,1710,29637,29322,2057,31379,30465,2050,32515,31836,2120,33956,,,1225,1225,1225,1000,9756,9936,10214,10921,3292,3301,3568,3400,11798,11842,12040,13423,3292,3301,3568,4843,2685,3301,3568,4843
209542,10425,2239,225,10425,2239,225,31200,2239,671,13446,2239,498,13446,2239,498,28242,2239,1046,,,,,,,,,,,,,,,,,,,,,26892,2239,43920,2239,,,,,26181,2239,52368,2239,,,,,9840,1869,11709,9846,2012,11858,10065,2123,12188,10425,2239,12664,,,9840,1869,11709,9846,2012,11858,10065,2123,12188,10425,2239,12664,,,29445,1869,31314,29455,2012,31467,29456,2123,31579,31200,2239,33439,,,1200,1200,600,600,12306,13200,13860,14238,2694,2742,2754,2841,12906,13200,13860,14238,2694,2742,2745,2841,2694,2742,2754,2841
209551,11674,2438,259,11674,2438,259,37363,2438,830,16011,2484,593,16011,2484,593,28971,2484,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41598,2484,52380,2484,10440,2280,12720,11460,2397,13857,11974,2447,14421,12512,2542,15054,0,,10440,2280,12720,11460,2397,13857,11974,2447,14421,12512,2542,15054,0,,34335,2280,36615,36912,2397,39309,38017,2447,40464,39158,2542,41700,0,,1178,1140,1158,1227,12400,12783,13509,14640,2466,2532,2568,2718,10312,10494,10629,11256,2466,2532,2568,2718,5391,5562,5637,2718
209603,45000,100,1875,45000,100,1875,45000,100,1875,38325,100,2129,38325,100,2129,38325,100,2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39375,1000,40375,40750,1000,41750,41768,1000,42768,45000,100,45100,,,39375,1000,40375,40750,1000,41750,41768,1000,42768,45000,100,45100,,,39375,1000,40375,40750,1000,41750,41768,1000,42768,45000,100,45100,,,1000,1200,1200,1260,12300,15365,17156,17844,2000,2100,2850,2836,12300,15365,17156,17844,2000,2100,2850,2836,2000,2100,2850,2836
209612,50884,1188,2109,50884,1188,2109,50884,1188,2109,36103,541,1097,36103,541,1097,36103,541,1097,,,,,,,,,,,,,46464,461,46464,461,,,,,53706,2292,53706,2292,,,,,,,,,,,,,45344,1058,46402,47158,937,48095,48928,1142,50070,50884,1188,52072,,,45344,1058,46402,47158,937,48095,48928,1142,50070,50884,1188,52072,,,45344,1058,46402,47158,937,48095,48928,1142,50070,50884,1188,52072,,,1050,1050,1050,1050,12905,13420,13892,14408,1800,1800,1800,1800,9108,9108,9428,9806,1800,1800,1800,1800,1800,1800,1800,1800
209746,4428,382,123,4428,382,123,9288,382,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176,382,4558,4428,382,4810,4428,382,4810,4428,382,4810,,,4176,382,4558,4428,382,4810,4428,382,4810,4428,382,4810,,,9036,382,9418,9288,382,9670,9288,382,9670,9288,382,9670,,,1692,1731,1731,1605,,,,,,,,,12390,12434,12434,13449,3582,3423,3424,3933,3582,3423,3423,3933
209807,8400,1806,200,8400,1806,200,26040,1806,620,15048,1806,456,15048,1806,456,20490,1806,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8079,1500,9579,8472,1641,10113,8685,1701,10386,9000,1806,10806,,,8079,1500,9579,8472,1641,10113,8685,1701,10386,9000,1806,10806,,,26910,1500,28410,28197,1641,29838,27585,1701,29286,27900,1806,29706,,,1263,1200,1200,888,13611,13500,12144,14940,2502,2982,2637,2811,13611,13500,12144,14940,2502,2982,2637,2811,2502,2982,2637,2811
209825,51352,460,1608,51352,460,1608,51352,460,1608,24804,0,1378,24804,0,1378,24804,0,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47478,340,47818,49424,440,49864,49424,440,49864,51352,460,51812,,,47478,340,47818,49424,440,49864,49424,440,49864,51352,460,51812,,,47478,340,47818,49424,440,49864,49424,440,49864,51352,460,51812,,,750,750,750,780,13684,14196,14608,17172,2434,2464,2454,3052,9316,9712,10036,13448,2840,2870,2788,3584,3048,3082,2866,2320
209922,64450,310,2735,64450,310,2735,64450,310,2735,,,1250,,,1250,,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58130,310,58440,60310,310,60620,62420,310,62730,64450,310,64760,,,58130,310,58440,60310,310,60620,62420,310,62730,64450,310,64760,,,58130,310,58440,60310,310,60620,62420,310,62730,64450,310,64760,,,1050,1050,1050,1050,14620,14980,15640,15950,1450,1450,1550,1550,11550,11550,11690,12150,1450,1450,1550,1550,2950,3830,4080,4080
209940,4320,864,120,4320,864,120,5328,864,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032,684,4716,4176,864,5040,4320,864,5184,4320,864,5184,,,4032,684,4716,4176,864,5040,4320,864,5184,4320,864,5184,,,4932,684,5616,5148,864,6012,5328,864,6192,5328,864,6192,,,1200,1200,1365,1447,,,,,,,,,9585,9738,9750,10335,3126,3156,3162,3352,3126,3156,3162,3352
210146,9405,2286,209,9405,2286,209,26401,2286,617,14175,2286,525,14175,2286,525,17010,2286,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8505,1974,10479,8820,1890,10710,9045,2097,11142,9405,2286,11691,,,8505,1974,10479,8820,1890,10710,9045,2097,11142,9405,2286,11691,,,24840,1974,26814,26100,1890,27990,26865,2097,28962,27765,2286,30051,,,999,999,999,999,14589,14629,15066,15819,2697,2697,1500,1500,10166,11166,11501,11958,2697,2697,1500,1500,2697,2697,1500,1500
210155,4646,1991,105,4646,1991,105,4646,1991,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4250,1911,6161,4380,1880,6260,4514,1933,6447,4482,2076,6558,,,4250,1911,6161,4380,1880,6260,4514,1933,6447,4482,2076,6558,,,4250,1911,6161,4380,1880,6260,4514,1933,6447,4482,2076,6558,,,1500,1500,1500,1500,7476,7698,7449,7671,1890,1890,1890,1890,8100,8100,8100,8100,2190,2190,2190,2190,2190,2190,2190,2190
210234,4684,966,111,4684,966,111,5039,966,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4590,1035,5625,4725,1035,5760,4860,1035,5895,4995,1035,6030,,,4590,1035,5625,4725,1035,5760,4860,1035,5895,4995,1035,6030,,,5040,1035,6075,5175,1035,6210,5310,1035,6345,5445,1035,6480,,,1200,1200,1359,1464,7373,7475,7656,7839,675,675,675,1077,7373,7475,7656,7839,675,675,675,1077,675,675,675,1077
210270,4251,1226,109,4251,1226,109,4719,1226,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939,1162,5101,4056,1241,5297,4056,1226,5282,4251,1226,5477,0,,3939,1162,5101,4056,1241,5297,4056,1226,5282,4251,1226,5477,0,,4563,1162,5725,4719,1241,5960,4719,1226,5945,4719,1226,5945,0,,1650,1605,1500,1350,5598,5598,5752,6253,2595,2685,2850,3840,11010,11457,11730,12573,2595,2685,2850,3840,2595,2685,2850,3840
210304,19280,960,800,19280,960,800,19280,960,800,9000,410,750,9000,410,750,9000,410,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,660,18660,18900,960,19860,18900,960,19860,19280,960,20240,,,18000,660,18660,18900,960,19860,18900,960,19860,19280,960,20240,,,18000,660,18660,18900,960,19860,18900,960,19860,19280,960,20240,,,1016,168,160,176,10020,9346,9472,9896,2434,2534,2686,2600,12234,11366,11520,12036,2816,2856,3008,2922,12554,11880,12158,12496
210331,34699,1068,880,34699,1068,880,34699,1068,880,9760,0,488,9760,0,488,9760,0,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32380,998,33378,33190,998,34188,33688,998,34686,34699,1068,35767,,,32380,998,33378,33190,998,34188,33688,998,34686,34699,1068,35767,,,32380,998,33378,33190,998,34188,33688,998,34686,34699,1068,35767,,,950,1000,1000,1000,10616,10616,10616,10688,2000,4000,4000,4000,10616,12000,12000,12000,2000,4000,4000,4000,2000,4000,4000,4000
210368,,,,,,,,,,15408,660,642,15408,660,642,15408,660,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210401,45000,260,1875,45000,260,1875,45000,260,1875,44493,80,1948,44493,80,1948,44493,80,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000,80,49000,80,51750,540,52290,53300,534,53834,43500,734,44234,45000,260,45260,,,51750,540,52290,53300,534,53834,43500,734,44234,45000,260,45260,,,51750,540,52290,53300,534,53834,43500,734,44234,45000,260,45260,,,1012,1100,1042,1094,12938,13328,13480,14340,1310,1336,1350,1418,12938,13328,13480,14340,1310,1336,1350,1418,1310,1336,1350,1418
210429,8730,1872,194,8730,1872,194,28710,1872,638,16560,1872,460,16560,1872,460,16560,1872,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7920,1848,9768,8280,1914,10194,8460,1809,10269,8730,1872,10602,,,7920,1848,9768,8280,1914,10194,8460,1809,10269,8730,1872,10602,,,25830,1848,27678,27090,1914,29004,27900,1809,29709,28710,1872,30582,,,1200,1200,1200,1125,10389,10389,10803,10923,2496,2487,2460,2508,10260,10802,10146,10854,2496,2487,2460,2508,2496,2487,2460,2508
210438,,,266,,,266,,,266,10566,150,587,10566,150,587,10566,150,587,43448,365,43448,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210492,25140,1860,967,25140,1860,967,25140,1860,967,19671,1455,700,19671,1455,700,19671,1455,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22785,1686,24471,23697,1752,25449,24408,1806,26214,25140,1860,27000,,,22785,1686,24471,23697,1752,25449,24408,1806,26214,25140,1860,27000,,,22785,1686,24471,23697,1752,25449,24408,1806,26214,25140,1860,27000,,,750,1000,1000,1000,12240,12606,12984,13449,1000,2570,2571,2571,7000,7500,7000,7000,1000,2570,2571,2571,1000,4870,4571,4571
210508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
