UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
165866,55,46,61,0,67,67,,42,43,61,46,67,50,28,43,51,55,46,61,0,67,67,,42,43,61,46,67,50,28,48,48,59,59,60,60
165884,44,44,41,0,50,54,33,34,33,67,58,0,100,15,,,,,,,,,,,,,,,,,42,,48,,47,
165936,69,61,73,,60,60,,65,70,68,60,50,86,,61,68,69,61,73,,60,60,,65,70,68,60,50,86,,63,63,72,72,69,69
165981,32,24,41,,25,25,,0,31,34,50,0,,16,,,,,,,,,,,,,,,,,32,,10,,37,
166018,60,57,63,,70,70,,78,51,58,50,67,76,,51,60,60,57,63,,70,70,,78,51,58,50,67,76,,59,59,61,61,61,61
166027,98,97,99,100,98,98,,99,98,98,98,100,96,,87,94,98,97,99,100,98,98,,99,98,98,98,100,96,,97,97,100,100,98,98
166054,60,67,50,0,,,,,0,64,,100,100,,60,60,60,67,50,0,,,,,0,64,,100,100,,50,50,50,50,100,100
166124,91,87,95,,94,94,100,84,90,92,100,89,90,2,89,91,91,87,95,,94,94,100,84,90,92,100,89,90,2,92,92,91,91,91,91
166133,25,21,27,0,23,25,0,5,10,34,17,37,100,14,,,,,,,,,,,,,,,,,17,,36,,36,
166391,61,55,64,,45,45,,50,49,65,33,55,55,32,57,59,61,55,64,,45,45,,50,49,65,33,55,55,32,58,58,66,66,57,57
166452,61,58,62,100,64,64,,62,61,61,60,70,71,,49,60,61,58,62,100,64,64,,62,61,61,60,70,71,,59,59,60,60,64,64
166489,82,100,78,,,,,,100,80,,,80,,,,,,,,,,,,,,,,,,100,,100,,71,
166498,62,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,52,,,,82,
166513,71,68,76,,72,72,,64,59,74,69,53,76,,49,68,71,68,76,,72,72,,64,59,74,69,53,76,,65,65,73,73,73,73
166629,83,81,85,75,82,81,100,81,75,85,77,84,81,11,76,82,83,81,85,75,82,81,100,81,75,85,77,85,81,11,78,78,85,85,84,84
166638,51,44,57,25,61,61,100,44,48,51,44,50,53,25,28,46,51,44,57,25,61,61,100,44,48,51,44,50,53,25,49,49,50,50,54,54
166647,18,18,19,0,19,19,,9,18,18,53,13,41,22,,,,,,,,,,,,,,,,,17,,32,,18,
166656,61,53,65,,67,67,,44,52,67,60,57,55,,50,59,62,52,64,,69,69,,43,54,67,50,67,53,,53,52,66,65,66,72
166674,66,62,68,50,70,70,,59,61,67,40,64,74,,54,63,66,62,68,50,70,70,,59,61,67,40,64,74,,69,69,62,62,68,68
166683,95,94,96,,98,98,,93,94,96,91,81,91,,89,94,95,94,96,,98,98,,93,94,96,91,81,91,,91,91,96,96,96,96
166692,79,79,78,,40,40,,40,71,81,60,70,100,4,70,79,79,79,78,,40,40,,40,71,81,60,70,100,4,75,75,79,79,81,81
166805,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,100,,60,
166823,19,19,19,50,14,14,,8,17,27,11,18,20,16,,,,,,,,,,,,,,,,,16,,20,,22,
166850,68,64,72,0,58,57,100,58,52,70,60,88,62,21,63,67,68,64,72,0,58,57,100,58,52,70,60,88,62,21,62,62,70,70,68,68
166887,16,13,20,0,16,16,,12,13,20,7,25,20,20,,,,,,,,,,,,,,,,,15,,19,,18,
166911,62,71,58,,0,0,,60,67,56,100,62,,,55,60,62,71,58,,0,0,,60,67,56,100,62,,,57,57,71,71,57,57
166939,83,,83,,84,84,,78,71,83,86,100,84,12,78,82,83,,83,,84,84,,78,71,83,86,100,84,12,79,79,79,79,85,85
166957,27,26,29,,33,36,0,26,23,29,67,12,0,11,,,,,,,,,,,,,,,,,25,,28,,30,
167039,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,
167057,81,76,88,,100,100,,83,75,74,50,75,89,7,73,81,82,78,88,,100,100,,83,75,77,50,75,89,7,81,87,67,67,83,84
167260,58,53,67,,67,67,,42,33,64,50,,50,9,51,56,58,53,67,,67,67,,42,33,64,50,,50,9,49,49,61,61,66,66
167288,56,45,62,50,50,50,,58,52,56,67,63,0,,49,55,56,45,62,50,50,50,,58,52,56,67,63,0,,54,54,53,53,61,61
167297,86,89,50,,100,,100,,0,88,100,,,,,,,,,,,,,,,,,,,,75,,88,,89,
167312,21,17,24,50,26,26,,22,14,24,29,0,,13,,,,,,,,,,,,,,,,,22,,24,,18,
167358,91,90,92,50,95,95,,88,89,92,91,93,87,3,0,89,91,90,92,50,95,95,,88,89,92,91,93,87,3,89,89,92,92,91,91
167376,19,17,20,,8,11,0,5,14,25,17,40,18,16,,,,,,,,,,,,,,,,,15,,27,,21,
167394,75,70,77,,100,100,,50,65,79,,78,,19,68,75,75,70,77,,100,100,,50,65,79,,78,,19,64,64,80,80,96,96
167525,16,15,16,,19,19,,9,7,19,13,18,30,26,,,,,,,,,,,,,,,,,10,,21,,26,
167534,21,21,22,33,27,26,50,10,10,28,12,26,100,9,,,,,,,,,,,,,,,,,17,,10,,30,
167598,67,58,69,,57,57,,53,58,75,80,67,100,18,60,67,67,58,69,,57,57,,53,58,75,80,67,100,18,55,55,80,80,65,65
167631,14,12,15,0,33,33,,13,15,0,0,14,,,,,,,,,,,,,,,,,,,9,,0,,27,
167729,55,52,57,0,30,30,,50,54,58,62,50,58,,42,52,55,52,57,0,30,30,,50,54,58,62,50,58,,51,51,58,58,60,60
167783,74,,74,,78,78,,70,66,76,81,75,68,3,59,69,74,,74,,78,78,,70,66,76,81,75,68,3,69,69,75,75,78,78
167792,65,57,70,0,69,69,,40,60,63,50,62,94,27,,,,,,,,,,,,,,,,,67,,67,,62,
167835,89,100,89,,91,90,100,86,82,88,79,89,98,9,83,87,89,100,89,,91,90,100,86,82,88,79,89,98,9,86,86,87,87,90,90
167871,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,80,,64,
167899,73,65,82,67,50,50,,49,58,78,46,60,83,,67,72,73,65,82,67,50,50,,49,58,78,46,60,83,,58,58,75,75,86,86
167905,22,27,17,33,36,37,0,21,20,20,22,27,17,8,,,,,,,,,,,,,,,,,22,,34,,19,
167987,55,50,60,0,56,56,,49,42,61,36,62,50,29,39,52,55,50,60,0,56,56,,49,42,61,36,62,50,29,48,48,58,58,61,61
167996,79,78,80,,57,62,0,88,59,80,71,100,80,18,75,79,79,78,80,,57,62,0,88,59,80,71,100,80,18,73,73,77,77,82,82
168005,60,58,62,,70,71,0,51,52,61,55,67,63,26,46,59,60,58,62,,70,71,0,51,52,61,55,67,63,26,60,60,66,66,58,58
168032,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
168148,94,93,95,,95,95,,94,93,93,90,95,96,5,90,93,94,93,95,,95,95,,94,93,93,90,95,96,5,92,92,95,95,94,94
168218,90,,90,,91,91,,89,89,90,89,,89,,82,89,90,,90,,91,91,,89,89,90,89,,89,,92,92,90,90,90,90
168227,69,66,81,,73,73,100,66,52,71,68,59,67,19,57,67,69,66,81,,73,73,100,66,52,71,68,59,67,19,65,65,71,71,69,69
168254,67,65,72,0,50,47,100,41,53,73,60,53,43,23,62,66,67,65,72,0,50,47,100,41,53,73,60,53,43,23,54,54,74,74,71,71
168263,60,53,65,100,46,46,,49,47,63,51,59,100,15,52,60,60,53,65,100,46,46,,49,47,63,51,59,100,15,52,52,63,63,63,63
168281,80,72,85,,67,67,,79,79,81,90,82,75,,76,79,80,72,85,,67,67,,79,79,81,90,82,75,,76,76,80,80,81,81
168342,95,94,96,,97,97,,84,96,96,96,100,95,1,88,93,95,94,96,,97,97,,84,96,96,96,100,95,1,91,91,98,98,96,96
168421,89,88,91,57,85,85,,78,89,90,75,90,87,,82,88,89,88,91,57,85,85,,78,89,90,75,90,87,,83,83,88,88,91,91
168430,59,51,64,0,86,86,,56,48,62,39,46,50,26,47,56,59,51,64,0,86,86,,56,48,62,39,46,50,26,48,48,63,63,65,65
168528,51,43,60,0,25,33,0,25,39,56,37,43,89,27,40,48,48,39,59,0,25,33,0,25,39,53,37,40,78,27,68,66,78,72,29,27
168546,59,50,68,50,54,54,,40,61,64,40,55,100,,48,59,59,50,68,50,54,54,,40,61,64,40,55,100,,51,51,61,61,69,69
168555,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,20,
168573,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,92,,62,
168591,62,56,68,50,29,29,,29,58,65,63,62,100,,53,61,62,56,68,50,29,29,,29,58,65,63,62,100,,56,56,66,66,65,65
168607,44,48,37,25,50,50,,20,33,45,,33,,21,100,100,100,100,,,,,,,,100,,,,,38,100,79,,50,
168740,71,70,71,,78,78,,60,74,74,75,75,61,8,46,65,71,71,71,,78,78,,60,74,74,75,75,63,8,61,61,73,73,75,76
168786,61,57,64,100,0,0,,44,60,63,55,63,63,30,45,60,61,56,64,100,0,0,,44,60,63,55,60,63,30,60,60,50,50,69,68
168847,20,21,19,25,14,14,,10,19,22,10,,,27,8,14,16,14,18,50,17,17,,8,17,17,17,,,36,17,13,26,20,26,22
168883,32,32,32,29,,,,0,15,34,36,,,19,,,,,,,,,,,,,,,,,27,,39,,36,
168892,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,0,
169080,77,73,80,0,74,74,,68,63,78,63,82,80,15,65,75,77,73,80,0,74,74,,68,63,78,63,82,80,15,69,69,73,73,82,82
169187,70,100,63,,,,,100,,63,,,,,,,,,,,,,,,,,,,,,88,,,,0,
169248,62,57,65,29,67,74,29,51,53,65,46,65,67,,36,58,62,57,65,29,67,74,29,51,53,65,46,65,67,,51,51,63,63,72,72
169275,16,15,16,,25,33,0,10,18,18,5,0,0,12,,,,,,,,,,,,,,,,,13,,19,,19,
169284,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,60,,50,
169327,64,52,73,100,100,100,,75,75,69,0,20,,,48,49,49,42,56,0,100,100,,50,50,54,0,20,,,100,0,,,63,50
169363,52,38,69,100,50,0,100,42,25,55,50,50,50,,28,44,49,35,67,100,50,0,100,29,13,55,42,50,50,,40,39,54,52,69,63
169442,64,51,73,,48,48,,48,82,65,75,76,50,7,46,59,64,51,73,,48,48,,48,82,65,75,76,50,7,53,53,71,71,67,67
169479,50,40,62,50,53,54,50,23,17,56,36,35,44,,35,45,48,40,59,100,36,33,50,23,20,53,38,25,47,,39,38,54,50,62,57
169503,78,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,80,,75,,75,
169521,15,13,17,0,0,0,,13,13,16,8,15,100,19,,,,,,,,,,,,,,,,,12,,10,,20,
169655,61,60,66,57,62,62,60,48,58,66,64,62,,2,,,,,,,,,,,,,,,,,56,,72,,64,
169716,73,71,74,,84,84,100,58,63,77,53,78,57,23,53,70,73,71,74,,84,84,100,58,63,77,53,78,57,23,67,67,71,71,78,78
169761,54,57,53,,,,,42,100,94,50,,0,,,,,,,,,,,,,,,,,,52,,,,67,
169798,45,40,49,33,62,61,100,33,37,52,42,32,54,,22,39,45,40,49,33,62,61,100,33,37,52,42,32,54,,39,39,45,45,55,55
169813,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,100,
169910,49,51,48,29,63,62,100,26,37,53,42,46,48,8,34,52,57,54,59,,77,75,100,38,33,59,71,50,43,10,36,47,55,54,63,65
169974,36,41,30,,0,0,,23,46,35,44,50,,18,,,,,,,,,,,,,,,,,33,,22,,42,
169983,69,67,78,33,64,64,,80,69,71,78,54,74,,10,58,69,67,78,33,64,64,,80,69,71,78,54,74,,68,68,64,64,75,75
169992,29,31,27,40,0,0,,17,0,32,9,0,,21,,,,,,,,,,,,,,,,,26,,29,,34,
170000,53,55,52,67,100,100,,18,33,67,50,11,0,,34,46,49,47,51,0,100,100,,0,40,66,25,0,,,52,43,68,79,46,38
170037,62,60,63,,56,63,0,20,50,65,50,,89,,52,62,63,64,62,,50,50,,21,57,65,50,,89,,52,56,61,60,73,71
170055,19,18,19,0,14,15,0,18,15,21,14,19,0,20,,,,,,,,,,,,,,,,,14,,15,,23,
170082,66,62,69,77,62,62,50,50,55,69,61,43,45,15,42,62,66,62,69,77,62,62,50,50,55,69,61,43,45,15,59,59,67,67,71,71
170091,32,38,25,,,,,25,,35,0,0,50,,20,32,32,38,25,,,,,25,,35,0,0,50,,0,0,0,0,100,100
170240,11,10,12,0,18,18,0,3,10,14,11,12,10,33,,,,,,,,,,,,,,,,,11,,8,,13,
170286,87,85,88,,,,,,,,,87,,7,76,86,87,85,88,,,,,,,,,87,,7,,,,,87,87
170301,80,75,84,,79,79,,50,64,84,65,100,78,,73,78,80,75,84,,79,79,,50,64,84,65,100,78,,71,71,77,77,86,86
170444,16,17,15,0,62,62,,3,10,22,10,14,,35,0,25,25,25,,,,,,0,,50,,,,,11,0,16,100,26,0
170532,80,73,86,,82,82,,78,77,84,82,38,74,,71,79,80,73,86,,82,82,,78,77,84,82,38,74,,78,78,81,81,80,80
170541,23,21,24,25,29,31,0,7,14,25,22,40,18,15,,,,,,,,,,,,,,,,,19,,16,,27,
170550,8,11,5,0,0,0,0,0,33,8,20,7,,12,,,,,,,,,,,,,,,,,10,,43,,3,
170587,34,22,48,50,,,,,50,33,0,,,14,,,,,,,,,,,,,,,,,30,,17,,46,
170611,74,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,82,,80,,47,
170620,21,20,22,,67,67,,8,19,25,0,18,,59,,,,,,,,,,,,,,,,,15,,88,,18,
170639,51,53,49,33,33,33,,43,33,54,,20,33,,31,49,49,51,48,31,0,0,,43,40,52,,20,33,,43,43,54,53,57,53
170657,19,18,20,11,16,17,0,10,18,21,19,15,17,23,,,,,,,,,,,,,,,,,16,,15,,22,
170675,66,63,72,,43,43,,40,63,67,,64,85,22,35,35,65,63,72,,43,43,,36,63,67,,64,85,22,49,49,71,70,71,71
170736,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,100,
170790,12,10,14,20,8,8,,5,10,13,11,6,36,26,,,,,,,,,,,,,,,,,10,,14,,13,
170806,49,39,60,,100,100,,29,25,59,57,20,29,35,26,44,49,38,59,,100,100,,30,25,57,57,20,29,35,49,47,44,45,53,53
170967,41,32,48,,0,0,,22,,52,29,0,,,17,27,39,30,46,,0,0,,22,,49,29,0,,,27,27,43,42,63,58
170976,93,93,94,100,96,96,75,82,89,94,89,88,94,,81,92,93,93,94,100,96,96,75,82,89,94,89,88,94,,86,86,94,94,95,95
171012,100,100,,,,,,100,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
171100,82,79,84,61,80,80,100,65,67,86,77,67,79,10,63,80,82,80,84,65,80,80,100,65,67,86,77,73,79,10,72,73,80,81,85,85
171128,68,64,80,14,58,55,100,38,44,69,78,75,53,21,33,62,68,64,80,14,58,55,100,38,44,69,78,75,53,21,57,57,68,68,72,72
171137,56,54,58,50,58,59,50,40,40,59,45,73,67,29,27,49,56,54,58,50,58,59,50,40,40,59,45,73,67,29,51,51,50,50,62,62
171146,46,42,50,100,56,56,,29,36,51,43,55,41,,19,37,46,42,50,100,56,56,,29,36,51,43,55,41,,39,39,47,47,55,55
171155,12,12,11,100,0,0,0,0,4,14,12,20,8,18,,,,,,,,,,,,,,,,,8,,17,,19,
171225,31,28,35,33,50,67,0,29,0,32,0,43,0,14,,,,,,,,,,,,,,,,,23,,0,,36,
171234,38,38,38,,,,,0,0,58,100,29,,11,,,,,,,,,,,,,,,,,12,,14,,62,
171304,26,21,31,25,50,50,,10,22,30,10,5,11,22,,,,,,,,,,,,,,,,,17,,30,,34,
171395,33,25,38,57,50,50,,25,20,31,31,100,100,15,,,,,,,,,,,,,,,,,31,,25,,36,
171456,53,47,59,24,29,29,,28,42,55,50,43,63,,36,53,57,48,64,38,20,20,,41,51,58,55,33,63,,40,44,60,58,60,62
171483,24,24,25,13,25,25,,0,25,25,17,30,25,23,53,59,59,57,67,0,,,,,,64,,100,,6,21,0,29,75,26,64
171492,63,59,69,0,67,67,,28,83,66,75,65,50,,51,61,63,59,69,0,67,67,,28,83,66,75,65,50,,55,55,70,70,63,63
171535,17,16,18,0,14,14,0,11,14,17,9,17,33,22,,,,,,,,,,,,,,,,,10,,9,,21,
171571,58,55,60,83,56,55,67,32,48,62,50,61,58,28,33,52,58,55,60,83,56,55,67,32,48,62,50,61,58,28,51,51,53,53,63,63
171599,44,35,57,0,0,0,,30,25,51,27,71,50,21,34,43,44,35,57,0,0,0,,30,25,51,27,71,50,21,39,39,48,48,52,52
171775,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,55,
171881,54,55,54,100,0,0,,0,50,56,,67,100,,46,54,54,55,54,100,0,0,,0,50,56,,67,100,,31,31,74,74,33,33
171988,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,38,,100,
171997,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,50,,100,
172015,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,82,,100,
172033,100,100,,,,,,,,,,100,100,,0,0,0,0,,,,,,,,,,0,0,,100,0,100,0,100,0
172051,50,45,53,25,20,20,,24,52,52,51,46,62,,21,43,50,45,53,25,20,20,,24,52,52,51,46,62,,40,40,51,51,58,58
172200,17,16,18,20,27,27,,1,13,19,6,19,25,33,,,,,,,,,,,,,,,,,13,,18,,20,
172264,51,49,53,,,,,29,39,57,33,85,83,26,39,50,51,50,53,,,,,29,39,58,33,85,83,27,37,37,59,60,69,69
172291,25,22,27,8,100,100,,13,15,28,9,13,,21,,,,,,,,,,,,,,,,,17,,38,,32,
172307,32,31,33,13,50,33,100,14,28,38,19,48,,17,,,,,,,,,,,,,,,,,25,,30,,47,
172334,60,50,66,,100,100,,42,30,63,31,86,50,28,47,58,60,50,66,,100,100,,42,30,63,31,86,50,28,54,54,62,62,65,65
172422,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,85,
172440,31,18,45,0,60,60,,10,33,39,50,16,,,22,24,24,20,30,0,,,,13,29,28,57,8,,,5,0,0,0,70,62
172495,26,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,0,,66,
172617,28,21,34,0,34,33,50,18,33,30,16,20,33,18,,,,,,,,,,,,,,,,,22,,30,,32,
172635,13,13,13,,0,,0,12,20,18,4,8,,19,,,,,,,,,,,,,,,,,12,,0,,14,
172644,60,56,64,33,70,70,100,40,50,64,43,70,59,22,34,54,60,56,64,33,70,70,100,40,50,64,43,70,59,22,56,56,55,55,66,66
172671,30,29,30,100,,,,0,31,31,0,33,,24,,,,,,,,,,,,,,,,,29,,0,,31,
172680,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,100,,100,
172699,55,54,56,73,59,58,100,36,47,61,44,20,77,26,28,49,55,54,56,73,59,58,100,36,47,61,44,20,77,26,44,44,57,57,64,64
172866,100,100,,,,,,,,100,,,,,100,100,100,100,,,,,,,,100,,,,,100,100,,,,
172918,61,63,57,25,0,0,,0,29,64,53,50,,11,,,,,,,,,,,,,,,,,53,,68,,66,
172954,47,47,48,0,13,13,,21,60,49,75,50,,11,,,,,,,,,,,,,,,,,46,,56,,45,
172963,22,16,27,20,24,24,0,9,16,25,18,50,0,29,,,,,,,,,,,,,,,,,18,,18,,27,
173045,56,51,60,33,70,70,,44,55,63,59,47,41,2,48,54,56,51,60,33,70,70,,44,55,63,59,47,41,2,54,54,62,62,55,55
173063,48,43,54,,44,47,0,23,35,56,50,0,40,10,,,,,,,,,,,,,,,,,42,,34,,63,
173115,36,42,27,0,0,0,,,0,49,14,,,26,,,,,,,,,,,,,,,,,33,,43,,38,
173124,50,44,56,24,20,20,,27,48,52,37,56,60,33,37,46,49,43,55,24,20,20,,27,48,51,37,56,60,33,39,38,56,54,55,55
173142,57,56,57,,50,100,0,0,14,59,33,100,63,23,49,56,57,56,57,,50,100,0,0,14,59,33,100,63,23,51,51,56,56,62,62
173160,75,69,78,100,75,74,100,40,50,80,67,37,33,,67,74,75,69,78,100,75,74,100,40,50,80,67,37,33,,65,65,78,78,77,77
173203,47,48,45,0,100,100,,5,24,54,14,,0,12,,,,,,,,,,,,,,,,,38,,52,,59,
173258,91,90,92,,88,88,,87,88,92,95,75,92,,88,90,91,90,92,,88,88,,87,88,92,95,75,92,,87,87,90,90,92,92
173300,69,65,73,33,43,43,,36,71,73,53,71,44,22,65,69,69,65,73,33,43,43,,36,71,73,53,71,44,22,53,53,72,72,76,76
173328,51,47,56,,39,39,,41,25,59,69,0,43,36,42,50,51,47,56,,39,39,,41,25,59,69,0,43,36,38,38,59,59,61,61
173416,53,53,56,,62,62,,23,42,60,41,61,0,10,,,,,,,,,,,,,,,,,46,,66,,56,
173452,74,71,78,0,67,67,,0,40,76,100,,75,,54,73,74,71,78,0,67,67,,0,40,76,100,,75,,69,69,78,78,76,76
173461,34,36,32,17,0,0,,10,23,36,25,67,40,19,,,,,,,,,,,,,,,,,28,,33,,39,
173559,42,46,35,29,25,25,,11,27,50,11,0,,46,,,,,,,,,,,,,,,,,37,,41,,49,
173638,37,34,43,33,50,50,,7,31,45,47,100,50,21,,,,,,,,,,,,,,,,,34,,49,,40,
173647,76,67,83,100,64,64,,57,66,80,68,80,56,15,73,75,76,67,83,100,64,64,,57,66,80,68,80,56,15,78,78,80,80,72,72
173665,69,64,72,0,65,65,,59,59,74,57,33,100,,62,69,69,64,72,0,65,65,,59,59,74,57,33,100,,60,60,71,71,77,77
173708,33,35,27,,50,50,,10,33,39,20,0,,16,,,,,,,,,,,,,,,,,27,,38,,39,
173735,36,33,42,13,0,,0,6,27,45,23,50,29,18,,,,,,,,,,,,,,,,,31,,40,,43,
173744,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,100,,76,
173799,18,14,21,,46,46,,12,9,20,23,0,,29,,,,,,,,,,,,,,,,,14,,23,,19,
173902,88,88,88,0,81,81,100,76,86,89,96,100,91,5,83,87,88,88,88,0,81,81,100,76,86,89,96,100,91,5,85,85,91,91,88,88
173911,26,27,26,0,25,25,,22,18,29,20,,50,16,,,,,,,,,,,,,,,,,22,,29,,33,
173920,53,51,54,29,44,45,0,40,40,56,40,38,51,31,30,47,52,51,53,29,43,43,0,40,39,55,40,38,51,31,41,40,53,52,59,58
174020,33,27,37,,41,41,,22,0,42,0,,20,45,15,31,33,27,37,,41,41,,22,0,42,0,,20,45,31,31,50,50,31,31
174066,84,83,86,50,83,83,80,78,77,85,82,88,85,9,73,83,84,83,86,50,83,83,80,78,77,85,82,88,85,9,75,75,82,82,88,88
174075,53,50,57,67,100,100,,0,33,59,63,100,0,32,43,52,53,50,57,67,100,100,,0,33,59,63,100,0,32,51,51,50,50,57,57
174127,58,69,54,,62,62,,75,47,58,43,50,100,20,47,56,58,69,54,,62,62,,75,47,58,43,50,100,20,62,62,52,52,61,61
174136,14,15,12,6,7,8,0,7,18,20,6,40,27,26,,,,,,,,,,,,,,,,,9,,26,,22,
174154,71,33,80,50,100,100,,38,,93,,50,,,38,38,38,0,60,,,,,25,,50,,50,,,76,50,100,,20,0
174190,66,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,65,,100,,56,
174233,62,59,66,43,55,53,100,57,51,64,46,50,63,27,43,60,62,59,66,43,55,53,100,57,51,64,46,50,63,27,51,51,64,64,67,67
174251,58,48,65,36,67,67,,13,50,63,62,33,29,27,48,56,58,48,65,36,67,67,,13,50,63,62,33,29,27,53,53,64,64,59,59
174321,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,50,,89,
174358,55,47,61,0,43,43,,40,43,57,52,86,50,24,39,53,55,47,61,0,43,43,,40,43,57,52,86,50,24,47,47,53,53,62,62
174376,13,12,14,,12,12,,7,8,21,19,0,8,33,,,,,,,,,,,,,,,,,12,,13,,14,
174428,19,16,22,17,29,29,100,11,18,21,13,0,50,32,,,,,,,,,,,,,,,,,13,,18,,24,
174437,59,53,63,0,100,100,,36,44,67,33,35,100,,51,57,58,51,62,0,100,100,,36,44,65,33,30,100,,52,52,53,53,75,71
174473,40,35,48,33,67,67,,11,23,49,7,100,50,22,,,,,,,,,,,,,,,,,30,,69,,46,
174491,70,66,73,50,53,59,0,29,44,75,62,83,,,62,68,70,65,72,50,53,59,0,29,44,74,62,83,,,65,63,68,68,77,77
174507,0,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,0,,,
174525,53,55,50,,,,,0,100,54,100,,,,36,55,55,50,67,,,,,0,,67,100,,,,38,40,60,60,100,100
174570,31,36,22,0,,,,,0,33,0,0,,13,,,,,,,,,,,,,,,,,25,,67,,39,
174738,24,23,26,33,30,30,,11,15,30,14,0,40,25,,,,,,,,,,,,,,,,,20,,32,,28,
174747,78,,78,75,77,77,100,38,57,84,,,43,10,74,78,78,,78,75,77,77,100,38,57,84,,,43,10,70,70,80,80,82,82
174756,34,39,25,100,23,20,33,11,31,41,22,,,18,,,,,,,,,,,,,,,,,28,,42,,40,
174783,44,42,47,0,31,31,0,29,32,46,24,67,69,36,25,38,43,41,45,0,31,31,0,29,32,44,24,67,69,36,34,33,40,39,55,54
174792,76,76,,100,79,77,100,46,60,79,,,85,8,69,75,76,76,,100,79,77,100,46,60,79,,,85,8,64,64,79,79,79,79
174817,65,61,69,50,75,75,,36,50,69,67,58,67,,54,65,65,61,69,50,75,75,,36,50,69,67,58,67,,64,64,72,72,63,63
174844,85,82,87,,86,86,,67,76,86,87,50,85,11,82,84,85,82,87,,86,86,,67,76,86,87,50,85,11,84,84,85,85,85,85
174862,52,37,65,0,71,71,,31,25,57,40,,75,29,46,52,53,39,68,0,57,57,,31,30,59,50,,75,26,44,46,59,60,55,58
174899,67,56,74,67,58,64,0,40,67,69,46,100,65,1,58,67,67,56,74,67,58,64,0,40,67,69,46,100,65,1,58,58,66,66,75,75
174914,80,79,81,67,77,77,,60,72,81,76,88,44,14,70,78,80,79,81,67,77,77,,60,72,81,76,88,44,14,71,71,77,77,85,85
174978,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,100,,83,
175005,64,100,64,,73,75,0,47,72,63,85,67,50,27,48,61,64,100,64,,73,75,0,49,72,63,80,60,50,26,58,59,66,68,75,75
175014,48,51,48,100,33,33,,17,42,53,29,52,,,,,,,,,,,,,,,,,,,44,,60,,52,
175041,32,36,26,33,33,33,,15,16,57,18,50,46,22,,,,,,,,,,,,,,,,,24,,32,,53,
175078,41,35,46,50,22,25,0,14,18,51,40,36,21,31,27,37,40,34,45,50,22,25,0,14,18,50,36,36,21,31,33,32,49,49,44,43
175120,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,48,
175227,47,48,42,0,27,30,0,9,62,53,0,20,100,13,38,38,38,17,57,,33,50,0,,0,44,,,,46,100,100,100,100,0,0
175236,45,47,43,67,57,57,,14,22,51,22,50,,11,,,,,,,,,,,,,,,,,38,,40,,56,
175263,34,36,30,0,20,20,,0,50,37,11,33,,13,,,,,,,,,,,,,,,,,22,,48,,45,
175272,60,54,63,25,48,48,,33,55,63,43,67,61,30,43,56,59,54,62,25,45,45,,33,53,61,43,67,61,30,50,49,65,64,63,62
175315,21,19,24,0,15,15,,17,13,28,11,17,24,23,,,,,,,,,,,,,,,,,17,,24,,25,
175342,47,34,54,0,50,100,0,47,0,17,83,,57,,32,44,46,34,52,0,50,100,0,46,0,17,83,,57,,44,43,40,38,70,70
