UNITID,F1A01,F1A31,F1A04,F1A05,F1A06,F1A19,F1A07,F1A08,F1A09,F1A10,F1A11,F1A12,F1A13,F1A20,F1A14,F1A15,F1A16,F1A17,F1A18,F1A214,F1A224,F1A234,F1A324,F1A274,F1A27T4,F1A284,F1A334,F1A344,F1D01,F1D02,F1D03,F1D04,F1D05,F1D06,F1B01,F1B02,F1B03,F1B04,F1B04A,F1B04B,F1B05,F1B06,F1B26,F1B07,F1B08,F1B09,F1B10,F1B11,F1B12,F1B13,F1B14,F1B15,F1B16,F1B17,F1B18,F1B19,F1B27,F1B20,F1B21,F1B22,F1B23,F1B24,F1B25,F1C011,F1C012,F1C021,F1C022,F1C031,F1C032,F1C051,F1C052,F1C061,F1C062,F1C071,F1C072,F1C101,F1C111,F1C112,F1C121,F1C122,F1C131,F1C132,F1C141,F1C142,F1C191,F1C192,F1C193,F1C19OM,F1C19DP,F1C19IN,F1C19OT,F1MHP,F1M01,F1M02,F1M03,F1M04,F1MHOP,F1M05,F1M06,F1M07,F1M08,F1E01,F1E02,F1E03,F1E04,F1E05,F1E06,F1E07,F1E08,F1E09,F1E10,F1E11,F1E12,F1E121,F1E122,F1E13,F1E131,F1E132,F1E14,F1E141,F1E142,F1E15,F1E151,F1E152,F1E16,F1E161,F1E162,F1E17,F1E171,F1E172,F1FHA,F1H01,F1H02,F1H03,F1H03A,F1H03B,F1H03C,F1H03D,F1N01,F1N02,F1N03,F1N04,F1N05,F1N06,F1N07
171128,58692682,221553124,262868880,484422004,543114686,6656404,3995897,28287370,32283267,81304743,92831894,174136637,206419904,13324871,135790477,116071789,106282134,-28118085,330026315,12572615,6778890,395465558,47229902,4434138,466481103,244927979,0,0,315257696,252126275,63131421,266894894,0,330026315,98248502,30484175,3800457,21323554,0,21323554,20521130,0,4456771,0,0,178834589,0,50795200,0,22805055,0,0,26059645,26946630,0,126606530,305441119,0,779867,8975679,61031,9816577,315257696,73257095,41700191,66951702,35799116,11380065,4946617,23952255,11701682,14536532,7188423,24727324,16375645,15330746,27636841,6078712,0,0,0,0,-5646285,0,252126275,123790386,35155840,13640128,14464888,3551233,61523800,1,111667,77330320,1078884,5288372,1,-6777045,9816991,130182,1368032,5109267,5291313,4301100,0,5194876,46563326,66459882,43935267,7193869,51129136,15330746,4412444,3791613,620831,414146,355876,58270,51129,43935,7194,0,0,0,0,0,0,46251417,39743843,6507574,1,117623889,151519725,33895836,9069630,26812429,-1986223,0,46649466,305441119,56466043,355260245,169653677,85300640,258791653
171137,74273000,187997000,78510000,266507000,340780000,0,2869000,16013000,18882000,66826000,0,66826000,85708000,0,117516000,49813000,36552000,51191000,255072000,16838000,7921000,321420000,39600000,3119000,388898000,200901000,0,0,201239000,145878000,55361000,199711000,0,255072000,87324000,4743000,617000,2227000,0,2227000,707000,0,769000,0,0,96387000,0,26334000,0,30532000,0,0,983000,21544000,0,79393000,175780000,16828000,17000,939000,7675000,25459000,201239000,72085000,45608000,4576000,2602000,12995000,4140000,23007000,10964000,12089000,6670000,8392000,8015000,7143000,5591000,604000,0,0,0,0,0,0,145878000,78603000,23700000,12389000,11029000,785000,19372000,2,,,,,2,,,,,14013000,4864000,354000,0,2354000,26766000,48351000,41208000,0,41208000,7143000,11603000,11603000,0,2156000,2156000,0,775000,775000,0,0,0,0,1982000,1982000,0,24692000,24692000,0,1,56814000,77387000,20573000,1703000,21463000,-2561000,-32000,18638000,164516000,55361000,199711000,101004000,69695000,145878000
171146,93083000,115986000,150794000,266780000,359863000,0,602000,10625000,11227000,15936000,0,15936000,27163000,0,99266000,141537000,21821000,70076000,332700000,9583000,2721000,240642000,34576000,4164000,291686000,175700000,0,0,208154000,121041000,87113000,245587000,0,332700000,74268000,3271000,378000,9215000,0,9215000,1637000,0,70800,0,637200,89477000,0,23964000,0,22354000,0,0,3129000,41810000,0,91257000,180734000,15234000,1503000,543000,10140000,27420000,208154000,58300000,37070000,602000,458000,8955000,6221000,13796000,6173000,8841000,4003000,10046000,6317000,10803000,968000,794000,0,0,0,0,8730000,0,121041000,61036000,17820000,12152000,7972000,182000,21879000,2,,,,,2,,,,,9098000,4020000,9000,0,2149000,12615000,27891000,17088000,0,17088000,10803000,6791000,6791000,0,707000,707000,0,306000,306000,0,0,0,0,0,0,0,9284000,9284000,0,1,111587000,149520000,37933000,1266000,41684000,-4978000,-39000,33065000,154106000,87113000,245587000,211613000,16538000,121041000
171155,23782832,45839840,5789787,51629627,75412459,10319477,334853,3400989,3735842,6002356,43853255,49855611,53591453,10300224,39502631,7929,0,-17670301,21840259,4566511,1572596,66831228,13750531,0,86720866,40881026,0,0,34390494,31769154,2621340,19218919,0,21840259,10717261,1223752,142080,67340,0,67340,985172,,0,,159063,13294668,0,7062312,2534971,10535697,0,0,240789,-107985,830042,21095826,34390494,0,0,0,0,0,34390494,12302210,6024971,0,0,1176118,396498,2479216,1202227,3202000,1704870,4372371,1700564,3277998,1076335,124068,,,,,3882906,0,31769154,11153198,7169886,2215097,2542141,143004,8545828,1,4390717,38180403,4675680,7798102,1,-507811,5672852,5624544,2521375,4573645,1535771,46210,236463,175806,324835,6892730,3549542,65190,3614732,3277998,3323759,3323759,0,54813,52314,2499,0,0,0,0,0,0,0,0,0,236160,173469,62691,1,2438118,2515851,77733,72525,5208,0,0,2516491,34533498,2621340,19218919,25836777,6002356,31912158
171225,28654870,56622466,6928626,63551092,92205962,11414656,1019605,3713849,4733454,10962933,47886168,58849101,63582555,7524923,63551092,109921,177539,-31325412,32513140,4838902,2658774,84333243,8406664,5560463,105798046,42246954,0,0,42777200,33272778,9504422,23008718,0,32513140,5938098,951296,180171,0,0,0,651668,,0,,145496,7866729,0,7447554,19243551,5533916,0,0,504971,42451,0,32772443,40639172,2138028,0,0,0,2138028,42777200,14716370,7741066,0,0,373313,120867,4394682,2234444,4700895,2158330,5248639,2047656,1611658,903445,116412,,,,,1323776,0,33272778,14418775,7818689,1630791,2215778,443016,6745729,1,1693952,41580965,1971050,8581291,1,-468997,6305203,5553873,2833365,2256100,1037407,0,0,217847,446292,3957646,2120163,225825,2345988,1611658,1664112,1457217,206895,20676,14222,6454,0,0,0,0,0,0,217847,214347,3500,443353,434377,8976,1,6532290,8464972,1932682,480203,1763805,-311326,0,7366394,40639172,9504422,32513140,-31215491,10962933,33272778
171234,11669337,12056539,26542113,38598652,50267989,7475583,383918,2011781,2395699,2015000,28806906,30821906,33217605,3941241,10755182,17059417,313114,-7542987,20584726,2126376,1465140,32820368,5083749,288775,41784408,28630308,0,0,26505763,19693731,6812032,13772694,0,20584726,4117565,366156,199170,0,0,0,9408,,0,,81425,4773724,0,3773999,6937580,4135926,0,0,476448,6408086,0,21732039,26505763,0,0,0,0,0,26505763,7798757,4077963,0,0,370237,161377,2101338,877161,2051528,660175,2180837,829664,1425716,0,0,,,,,3765318,359117,19693731,6965457,4618826,1725389,968801,59355,5355903,1,3157762,24864884,664434,-1588013,1,-58975,3838030,-896635,147301,1556320,78864,563970,0,377395,25459,2602008,1176292,0,1176292,1425716,1071969,1071969,0,78864,78864,0,0,0,0,0,0,0,0,0,0,25459,25459,0,1,20643229,26410802,5767573,476448,6406272,-1115147,0,6335584,26505763,6812032,20584726,17059417,2802023,19693731
171304,15917880,68930672,0,68930672,84848552,14141359,1870000,5695722,7565722,29249997,58382969,87632966,95198688,8872558,37810675,430291,0,-43322301,-5081335,2008495,0,82146470,17615781,0,101770746,32840074,0,0,46240930,46576266,-335336,-4833942,87943,-5081335,9131215,534795,1292076,2680045,0,2680045,447192,,0,,1438751,15524074,0,12125238,11992914,6532916,0,0,59620,6168,0,30716856,46240930,0,0,0,0,0,46240930,22229995,9749978,0,0,900597,282301,5766045,1901304,6505435,2755228,5964405,1778591,3261500,382374,247771,,,,,1565915,0,46576266,16715173,9665564,4472491,3501645,1073883,11147510,1,2763298,48566763,3017286,10676819,1,-1197383,7419999,5855272,3464540,3999631,1072837,1293287,0,1746740,2236979,10349474,7087974,0,7087974,3261500,2972643,2972643,0,193878,193878,0,2226061,2226061,0,0,0,0,1695392,1695392,0,0,0,0,1,949319,1333584,384265,106987,297344,-20066,0,-335336,46866534,-335336,-5081335,-42892010,31119997,46576266
171395,11086696,28834253,21373884,50208137,61294833,3607625,345000,1731895,2076895,3065000,15257969,18322969,20399864,4333612,27702884,6951168,5970596,-455666,40168982,13306,2977137,43610506,6771683,1742716,55115348,24002464,0,0,26267799,18833176,7434623,32734359,0,40168982,3989400,220423,75370,319096,0,319096,548800,,0,,314277,5467366,0,3743882,6411507,3208581,0,0,2921051,784926,0,17069947,22537313,2648759,0,1081727,0,3730486,26267799,8154288,3449795,0,0,369293,108384,2262847,895335,2896564,1190321,3422236,1283409,894738,833210,188079,,,,,0,0,18833176,7115323,3442078,1663302,1781943,95314,4735216,1,-343951,13154594,2182401,2639163,1,-503008,1946268,2151211,855395,1868827,570526,25605,0,667246,246297,3378501,2451002,32761,2483763,894738,1605606,1605606,0,52480,52480,0,25605,25605,0,0,0,0,345788,345788,0,454284,421523,32761,1,4404152,5293034,888882,105195,990032,-220206,13861,3351575,22936386,7082061,49026837,22435418,3410000,19680135
171456,73735871,326687010,110594455,437281465,511017336,7398997,5206716,30227107,35433823,74000487,86655906,160656393,196090216,68261788,173193651,5747382,1141269,73982027,254064329,17368097,16855580,417974417,99690999,1317979,553207072,226520062,0,0,197896172,165541756,32354416,221649888,60025,254064329,68213279,4276912,995183,1334196,0,1334196,19639290,0,12331570,0,10446,106800876,0,48890358,0,30103924,0,0,2462368,9638646,0,91095296,197896172,0,0,0,0,0,197896172,50063565,29034640,1379542,667032,9084720,3488010,15055218,5671383,17224435,7479099,15801707,8574285,12838253,26912896,6194214,0,0,0,0,17181420,0,165541756,61108663,29836267,15492862,13364065,3289596,42450303,1,5005904,64568315,1997397,4435467,1,-3965121,3969975,442488,1116942,9354436,6025067,5889331,0,993094,22465174,44727102,27336753,4552096,31888849,12838253,7047980,5791828,1256152,1788021,1571024,216997,5869487,5817015,52472,0,0,0,842514,728447,114067,16340847,13428439,2912408,1,16203279,20672511,4469232,0,5053440,-601350,17142,27822990,195203878,44843656,265519107,132302719,73030795,169456975
171483,22597036,73827884,27766695,101594579,124191615,15381909,1275000,11405793,12680793,24139000,67424818,91563818,104244611,13685818,57808257,0,0,-36165162,21643095,10365624,10254180,118419647,30928741,876146,170844338,89809887,0,0,60268298,59251413,1016885,20626210,0,21643095,17541197,1626052,123205,73970,0,73970,2938226,0,454810,0,0,22757460,0,12419660,11572372,9519224,0,0,4337904,-338322,0,37510838,60268298,0,0,0,0,0,60268298,22877648,10593161,0,0,394355,125194,9217120,4467839,10025633,2873545,8250731,2910491,1722299,5212250,1634809,0,0,0,0,1551377,0,59251413,22605039,11776431,5312345,4671562,797171,14088865,1,2430672,56797390,3541896,11575726,1,-1772205,8622821,7928785,3806183,3606784,164054,62908,0,1506185,0,5339931,2493650,1123982,3617632,1722299,2133340,2133340,0,97035,97035,0,37209,37209,0,0,0,0,0,0,0,1350048,226066,1123982,1,14680840,16409948,1729108,1826597,636911,-675310,-59090,1909794,60268298,1016885,21643095,0,24905000,58358504
171535,68204638,99674243,376849958,476524201,544728839,57869688,973888,24086557,25060445,0,246208920,246208920,271269365,45017618,141793026,696058,0,143822460,286311544,32889018,23975617,304325388,61891272,32877082,455958377,313191463,0,0,203329994,164601730,38728264,247583280,0,286311544,30088766,2749273,728631,318736,0,318736,3318550,,0,,653482,37857438,1344335,33102763,92782896,38947309,0,0,0,-704747,0,165472556,203329994,0,0,0,0,0,203329994,54778800,36868169,0,0,211604,79188,20380771,10183699,23633647,11473512,31229002,9326367,13376931,3745475,718502,,,,,17245500,0,164601730,68649437,39939065,14472441,16149990,0,25390797,1,15087080,211446634,17350847,43570277,1,-6292334,32346396,27666771,14299411,13884825,7110838,2249985,0,736159,1192370,25174177,11797246,0,11797246,13376931,11797246,11797246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2347896,2476564,128668,126937,533583,0,-531852,40572430,196379414,42429630,526137000,381867111,973888,156316667
171571,86288637,592533067,449928466,1042461533,1128750170,19090269,15306253,59169374,74475627,381044500,77685312,458729812,533205439,13853168,266713753,71235349,44996261,217836469,600781832,43952418,53749148,741462222,97869946,32566351,969600085,372442104,0,0,425047666,353445525,71602141,529179691,0,600781832,208943265,5729965,1050289,949940,0,949940,20987667,0,11912062,0,104167,249677355,0,53413500,0,50799647,0,0,7592687,50573999,0,162379833,412057188,0,3991249,8999229,0,12990478,425047666,153066617,87919280,12801492,4660695,3918558,2003557,55786495,28018358,37204092,18487904,27521507,17549937,17230997,45782782,7554495,0,0,0,0,132985,0,353445525,166194226,55202945,19457725,27508081,15251503,69831045,2,,,,,2,,,,,21828143,9478549,684372,0,649407,57372213,90012684,69004317,3777370,72781687,17230997,18335257,17383657,951600,1186730,1125139,61591,480341,455411,24930,0,0,0,52779359,50040110,2739249,0,0,0,1,109034791,147144540,38109749,8999229,32037002,4387589,-7314071,58398884,330847198,71446931,548354229,307815996,382367690,353525319
172051,101157448,281000606,68293062,349293668,450451116,3506600,8005000,25986038,33991038,75810000,19821320,95631320,129622358,441868,194401537,8523368,0,120968585,323893490,17090534,18304746,425182177,34724104,12745,495314306,212224358,282619,0,159155319,140812866,18342453,305551037,0,323893490,63073873,3772269,737800,545300,0,545300,13488867,0,3020609,0,3581574,88220292,0,30803300,0,30599559,0,0,5535363,384135,0,67322357,155542649,3083352,529318,0,0,3612670,159155319,54804017,29381568,2375373,1052494,4100633,1832690,14553919,6628188,13246412,4485533,14617132,7418414,14530775,22584605,4950296,0,0,0,0,0,0,140812866,55749183,19482422,14138113,15006519,3173453,33263176,2,,,,,2,,,,,10747946,5974912,40277,0,3285235,25453075,45501445,25898332,5072338,30970670,14530775,8340951,6974880,1366071,369674,309129,60545,0,0,0,0,0,0,2544669,2127906,416763,19715376,16486417,3228959,1,88566867,110619274,22052407,1243294,23774490,-2848350,-117027,17716707,161753140,37222534,398349669,183474729,83815000,140953081
172200,28094132,143752243,26463731,170215974,198310106,37962842,4333663,20835466,25169129,58803572,161323823,220127395,245296524,32297337,94562720,77053,0,-135960686,-41320913,22529366,16719347,165931412,29540033,12116484,246836642,89136687,0,0,116655672,114968710,1686962,-43007875,0,-41320913,28542973,846381,2326593,510,0,510,3937033,0,0,0,3182413,38835903,0,20619914,35065848,22189915,0,0,0,-55908,0,77819769,116655672,0,0,0,0,0,116655672,40806063,20114921,729222,387505,2008052,926990,15806842,7607762,11685663,5532265,15388097,7804368,6909194,4290649,1683981,0,0,0,0,17344928,4829167,114968710,48886959,26812765,12932910,8504256,2971104,14860716,1,18802414,138907699,7877603,28623668,1,-1457487,21183427,19014725,9339174,10268506,2778354,2087568,0,625696,0,15760124,8850930,0,8850930,6909194,8850930,8850930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9691294,13285189,3593895,581911,3683374,-671390,0,7011296,123589791,7011296,-21351293,5070498,59968974,116578495
172291,28758068,47727361,5900341,53627702,82385770,11034455,755000,5163822,5918822,3517503,46392026,49909529,55828351,8473228,45897640,3786920,1209726,-21775640,29118646,4703191,4854678,76411797,12861624,124209,98955499,48785356,0,0,41329579,37369672,3959907,25158739,0,29118646,13770174,842795,327063,121409,0,121409,294928,,0,,723339,16079708,0,7271059,11122475,6353154,0,0,291484,50346,0,25088518,41168226,161353,0,0,0,161353,41329579,16611992,7840936,0,0,687507,116306,4183496,1715321,4729551,2204401,5586357,2160669,3084577,628752,77895,,,,,1857440,84784,37369672,14200312,7089736,5234515,3595131,123385,7126593,1,3216446,40169334,3261996,8271921,1,-1481299,6222692,5211232,2762534,3937782,692656,866406,0,22849,155200,5674893,2590316,0,2590316,3084577,2234111,2234111,0,64363,64363,0,0,0,0,0,0,0,0,0,0,291842,291842,0,1,7541186,8949650,1408464,0,165537,0,1242927,4627271,43113694,6186809,74360500,28290353,4272503,38041250
172307,11114443,58074362,9088225,67162587,78277030,4630966,923736,2765244,3688980,20928269,15473093,36401362,40090342,2500849,36222357,0,0,4094448,40316805,5623855,0,76795544,15356801,319327,98095527,40021165,0,0,29098055,26030578,3067477,37249328,0,40316805,5257118,690569,0,0,0,0,1178291,,0,,456791,7582769,0,7695107,6170655,7631757,0,0,0,-7318,0,21490201,29072970,0,25085,0,0,25085,29098055,9692271,4976089,0,0,0,0,2932479,1222902,3176382,1978515,4639749,1545032,2249310,1673973,324541,,,,,1666414,0,26030578,10047079,4832256,2985868,2429089,797178,4939108,1,1694000,13401039,251613,2914705,1,-78000,2072054,1695537,993182,2989142,1356396,933531,0,334332,537508,6150909,3187236,714363,3901599,2249310,2398217,1959116,439101,54915,44860,10055,748981,611846,137135,0,0,0,268238,219125,49113,431248,352289,78959,1,13080167,15566228,2486061,207216,2655978,-377133,0,5569629,30399900,5594714,56039654,18984195,21852005,26500368
172422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7596,0,0,0,0,0,,,0,,0,7596,12671510,0,0,176124,919116,0,0,0,0,13766750,13774346,,,,0,0,13774346,3763427,1830798,0,0,0,0,0,0,4068152,1926868,4839931,923687,0,,,,,,,0,0,12671510,4681353,3731505,4257557,0,0,1095,2,,,,,2,,,,,176124,27185,0,0,9062,0,212371,212371,0,212371,0,176124,176124,0,27185,27185,0,0,0,0,0,0,0,0,0,0,9062,9062,0,-2,,,,,,,,,,,,,,
172617,56552885,137420793,16056440,153477233,210030118,42056164,1081091,13545458,14626549,5758131,176119612,181877743,196504292,35309787,130892275,0,0,-110620072,20272203,19358116,0,193881315,61753400,2521196,277514027,140093234,0,0,147389010,136586882,10802128,9470075,0,20272203,23252925,2434940,487780,127431,17686,109745,1962421,,44852,,3785704,32096053,0,21572931,58904247,34414784,0,0,39246,361749,0,115292957,147389010,0,0,0,0,0,147389010,55415922,29064852,0,0,1235311,550589,14404824,7731051,15617844,6698732,12803677,4909638,14590285,2846175,0,,,,,19672844,0,136586882,48954862,32267851,15198344,5313160,205907,34646758,1,21207051,153393110,14189959,31680898,1,-1534207,22726502,21119828,10064561,11772577,6823395,9230,0,39246,1108403,19752851,5162566,0,5162566,14590285,4551931,4551931,0,258883,258883,0,21866,21866,0,0,0,0,0,0,0,329886,329886,0,1,22799881,28418020,5618139,523764,6235011,-1139314,-1322,15751553,149640013,21648983,199541351,48477750,6839222,121069861
172635,253385917,151311914,7369152,158681066,412066983,42732596,0,12968141,12968141,0,190324033,190324033,203292174,29207019,158681066,56794162,0,6825158,222300386,9430009,8161185,277983153,39498508,809154,335882009,177200943,0,0,157047913,138522471,18525442,203774944,0,222300386,10439420,1222428,91950,323608,0,323608,0,,0,,304644,12382050,0,26042702,79459258,35422914,1880621,0,40932,1819436,0,144665863,157047913,0,0,0,0,0,157047913,46527555,18878217,0,0,2243263,425524,17829152,10173587,18805646,10951995,18438619,8555703,14383433,0,0,,,,,20294803,0,138522471,48985026,34214284,16311508,9583819,0,29427834,1,21840239,161935006,7504786,31973654,1,-1545436,24584224,21702233,10758942,15567420,5415859,1880621,0,164490,2675358,25703748,11320315,0,11320315,14383433,6712044,6712044,0,414400,414400,0,1396119,1396119,0,0,0,0,0,0,0,2797752,2797752,0,2,,,,,,,,23726832,157047913,23726832,395294039,236612973,0,133321081
172644,698200000,979966000,280067000,1260033000,1958233000,14151000,21700000,322869000,344569000,586892000,43638000,630530000,975099000,272152000,375183000,82529000,9666000,257755000,725133000,77350000,0,1754226000,398784000,34667000,2265027000,1221722000,0,15261000,942149000,866843000,75306000,649882000,-55000,725133000,281677000,104094000,30117000,113659000,1055000,112604000,12473000,0,12027000,0,11579000,565626000,0,211422000,0,79996000,0,0,24345000,30146000,27867000,373776000,939402000,2413000,334000,0,0,2747000,942149000,319117000,205626000,174242000,75013000,69098000,31206000,90895000,55042000,47573000,25720000,98102000,48835000,29175000,37724000,5978000,0,0,0,0,917000,0,866843000,447420000,113151000,60218000,69379000,20564000,156111000,2,,,,,1,917000,10684000,1312000,1556000,39309000,14748000,2089000,0,9295000,97608000,163049000,133178000,696000,133874000,29175000,34708000,34528000,180000,2930000,2915000,15000,1845000,1835000,10000,0,0,0,8207000,8164000,43000,86184000,85736000,448000,1,425416000,520526000,95110000,14060000,97866000,-17756000,940000,33867000,900839000,169655000,1240182000,614764000,608592000,866843000
172671,12282092,27002015,11936599,38938614,51220706,4430422,0,1556019,1556019,0,17629527,17629527,19185546,4464041,38938614,3038584,163087,-10138744,32001541,2412910,0,44406292,5839951,11031099,63690252,24751638,0,0,19032493,17743869,1288624,30712917,0,32001541,1898135,88923,68678,0,0,0,320850,,0,,285090,2661676,0,3164139,9167995,2692169,327592,0,587513,140874,17391,16097673,18759349,83144,190000,0,0,273144,19032493,5773159,2749416,0,0,625443,180681,1658513,813709,1327665,595848,4961453,1439644,2543272,854364,214446,,,,,0,0,17743869,5993744,3227006,2434313,1523161,0,4565645,1,-335962,-15283455,-2127358,3295699,1,-618096,-2346072,-2336683,1134723,1345000,1433748,396270,0,439582,139302,3753902,1159000,51630,1210630,2543272,0,0,0,0,0,0,0,0,0,0,0,0,1210630,1159000,51630,0,0,0,1,162404,163087,683,0,0,0,683,659188,19357115,1644916,48732355,4209637,0,18697927
172699,201132484,805334311,393411333,1198745644,1399878128,55628059,19929190,99482233,119411423,381037794,437376657,818414451,937825874,93694602,505264232,5805617,682478,-87766616,423985711,108827161,0,1165411345,184041405,85143139,1543423050,639553210,0,0,596972793,452139855,144832938,279152773,0,423985711,228142607,19053708,3130024,7406357,86983,7319374,45217695,0,0,0,30656806,333607197,0,113788448,0,71527269,0,0,26492749,38834118,0,250642584,584249781,11282597,1440415,0,0,12723012,596972793,186675112,102190377,18701960,6132805,8183001,3776786,50158999,22803331,18483956,9909571,46960840,20004522,36278180,72313650,27601599,0,0,0,0,14384157,0,452139855,192418991,58550431,33804598,29969179,13490006,123906650,1,11466498,155972566,2665573,9691532,1,-16701658,224918278,84961419,38771819,20721722,18846053,575852,0,5107415,54496455,99747497,55852999,7616318,63469317,36278180,20721722,18235115,2486607,18846053,16584527,2261526,575852,506750,69102,0,0,0,0,0,0,23325690,20526607,2799083,1,401074269,497143428,96069159,5946330,107261078,-10431037,-6707212,157520959,746169925,1036310213,760550049,263322782,461781641,562948073
172918,15449000,25467000,1980000,27447000,42896000,2992000,388000,3184000,3572000,1755000,9963000,11718000,15290000,8260000,25244000,493000,0,-3399000,22338000,1980000,0,47211000,5529000,518000,55238000,27791000,0,0,26535000,28297000,-1762000,23065000,1035000,22338000,6985000,0,0,0,0,0,930000,,523000,,50000,8488000,0,12660000,0,3780000,1223000,0,75000,78000,0,17816000,26304000,231000,0,0,0,231000,26535000,15267000,7909000,20000,10000,50000,22000,2624000,1220000,4089000,1911000,4270000,1681000,1217000,712000,45000,,,,,48000,0,28297000,12798000,4784000,2872000,1803000,82000,5958000,1,20000,6709000,7872000,2727000,1,28000,932000,285000,265000,2145000,734000,1139000,0,7000,62000,4087000,2870000,0,2870000,1217000,2145000,2145000,0,188000,188000,0,537000,537000,0,0,0,0,0,0,0,0,0,0,1,3279000,3533000,254000,254000,52000,-52000,0,-1018000,29281000,576000,42678000,14477000,7859000,30299000
172954,14077000,13809000,1057000,14866000,28943000,2155000,248000,3310000,3558000,736000,6143000,6879000,10437000,5017000,13874000,313000,0,1457000,15644000,1057000,0,34532000,4913000,0,40502000,25636000,0,0,20028000,20394000,-366000,15559000,451000,15644000,4518000,0,0,0,0,0,701000,,519000,,4000,5742000,0,9022000,0,4306000,904000,0,3000,51000,0,14286000,20028000,0,0,0,0,0,20028000,11145000,6553000,0,0,0,0,1607000,677000,2762000,1311000,1856000,705000,1104000,1727000,196000,,,,,193000,0,20394000,9442000,3744000,1359000,1237000,39000,4573000,1,172000,4080000,4806000,1966000,1,21000,665000,204000,189000,2126000,791000,1001000,0,0,0,3918000,2665000,149000,2814000,1104000,2126000,2126000,0,106000,106000,0,582000,433000,149000,0,0,0,0,0,0,0,0,0,1,132000,131000,-1000,2000,0,-3000,0,-134000,20650000,514000,24645000,11160000,1034000,20784000
172963,47164000,45511000,2776000,48287000,95451000,5757000,670000,9214000,9884000,6905000,18096000,25001000,34885000,15304000,41203000,2526000,0,7290000,51019000,2733000,0,85166000,2920000,6845000,97664000,49420000,0,0,66844000,65480000,1364000,49697000,-42000,51019000,18035000,0,0,0,0,0,3917000,,0,,596000,22548000,0,25914000,0,13870000,2660000,0,15000,151000,0,42610000,65158000,1686000,0,0,0,1686000,66844000,29257000,17513000,0,0,0,0,8356000,4595000,9300000,5328000,9471000,3822000,3639000,4626000,447000,,,,,831000,0,65480000,31705000,12697000,3767000,3065000,293000,13953000,1,764000,11540000,14570000,5118000,1,67000,2245000,686000,639000,7033000,2350000,1930000,0,0,181000,11494000,7494000,361000,7855000,3639000,7033000,7033000,0,298000,298000,0,524000,163000,361000,0,0,0,0,0,0,0,0,0,1,1405000,1509000,104000,9000,156000,-61000,0,669000,66186000,2250000,74170000,34426000,7575000,65517000
173063,15999000,25607000,765000,26372000,42371000,3332000,396000,4275000,4671000,5025000,10746000,15771000,20442000,9155000,20922000,469000,0,-5285000,16106000,765000,0,49508000,4066000,10363000,64702000,38330000,0,0,35813000,32861000,2952000,13142000,12000,16106000,7555000,0,0,0,0,0,1468000,,487000,,1064000,10574000,0,14011000,0,6626000,1837000,0,383000,89000,0,22946000,33520000,2293000,0,0,0,2293000,35813000,14212000,8019000,0,0,0,0,3492000,1586000,5951000,3086000,5840000,2036000,1324000,1962000,229000,,,,,80000,0,32861000,14956000,5669000,2730000,1555000,154000,7797000,1,45000,7313000,8779000,3017000,1,35000,1107000,339000,315000,3981000,773000,1607000,0,0,57000,6418000,4841000,253000,5094000,1324000,3981000,3981000,0,77000,77000,0,1036000,783000,253000,0,0,0,0,0,0,0,0,0,1,1779000,2163000,384000,34000,358000,-8000,0,1007000,36115000,3707000,30559000,11986000,5516000,35108000
173115,5833000,3314000,28000,3342000,9175000,727000,80000,1110000,1190000,344000,2547000,2891000,4081000,2363000,2912000,136000,0,410000,3458000,28000,0,10662000,1721000,222000,12633000,9291000,0,0,9079000,9012000,67000,3399000,-8000,3458000,1662000,0,0,0,0,0,55000,,31000,,118000,1866000,0,3951000,0,2365000,428000,0,211000,14000,0,6969000,8835000,209000,35000,0,0,244000,9079000,4849000,2511000,0,0,16000,3000,688000,370000,726000,422000,2244000,942000,550000,25000,0,,,,,-86000,0,9012000,4248000,1549000,301000,455000,18000,2441000,1,-96000,1650000,2249000,628000,1,10000,346000,106000,99000,1177000,161000,516000,0,92000,0,1946000,1396000,0,1396000,550000,1177000,1177000,0,56000,56000,0,163000,163000,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,-264000,8835000,-28000,7109000,4169000,424000,9099000
173124,46794000,74484000,2940000,77424000,124218000,4998000,2167000,10391000,12558000,21816000,18390000,40206000,52764000,17112000,55023000,8716000,0,-4399000,59340000,1149000,0,178630000,9682000,17000,189478000,113845000,0,0,75446000,78261000,-2815000,62145000,10000,59340000,20404000,0,0,0,0,0,6079000,0,200000,0,821000,27504000,0,24963000,0,13662000,4173000,0,2072000,366000,0,45236000,72740000,2706000,0,0,0,2706000,75446000,29904000,17273000,71000,39000,212000,94000,8773000,4513000,15584000,7282000,11377000,4541000,1660000,10220000,2622000,0,0,0,0,460000,0,78261000,36364000,13516000,6339000,6614000,840000,14588000,1,384000,11137000,16295000,4258000,1,70000,2370000,724000,675000,5290000,2771000,3813000,0,3268000,127000,15269000,13091000,518000,13609000,1660000,5290000,5290000,0,1253000,1253000,0,3813000,3813000,0,0,0,0,3253000,2735000,518000,0,0,0,1,27491000,35198000,7707000,1472000,7051000,-816000,0,-4584000,75936000,5580000,118857000,36898000,23983000,80521000
