UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
193900,1,5,1,5,1,1,5,5,5,5,1,5,100662,38481,62181,,0,12539,4743,7796,,0,6184,2419,3765,,0,6164,2410,3754,,0,20,9,11,,0,1627,26,688,11,720,750,770,750,780,800,33,34,35,,,,,,
193973,1,5,1,5,5,3,5,1,3,5,5,5,3836,1321,2515,0,0,3435,1163,2272,,0,545,192,353,,0,545,192,353,,0,0,0,0,,0,161,30,19,3,510,570,620,520,560,620,24,26,28,23,25,27,22,26,27
194091,1,3,1,1,1,1,5,1,3,3,1,3,11537,6142,5378,0,17,8736,4439,4288,,9,878,542,335,,1,836,520,315,,1,42,22,20,,0,400,46,53,6,558,620,660,560,635,700,24,28,31,24,27,32,23,26,29
194116,1,3,1,5,1,1,5,1,3,5,1,3,169,15,154,0,0,110,11,99,,0,27,4,23,,0,15,2,13,,0,12,2,10,,0,0,0,0,0,,,,,,,,,,,,,,,
194161,1,5,1,5,1,3,5,1,3,1,1,3,285,144,141,,0,285,144,141,,0,111,50,61,,0,91,44,47,,0,20,6,14,,0,0,0,0,0,,,,,,,,,,,,,,,
194189,5,3,5,1,1,5,3,3,3,3,5,5,2,2,0,,0,2,2,,,0,2,2,,,0,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,
194310,1,5,1,3,1,3,5,1,3,3,1,3,26613,7192,19421,0,0,22070,5621,16449,,0,2106,635,1471,,0,2084,623,1461,,0,22,12,10,,0,377,18,111,5,580,620,670,540,580,630,24,27,29,22,24,26,25,27,32
194392,1,5,1,5,5,5,5,1,3,5,1,3,955,526,384,45,0,811,495,301,15,0,195,132,61,2,0,195,132,61,2,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
194499,3,3,3,3,5,3,3,3,1,5,5,3,1073,215,858,0,0,322,64,258,,0,177,35,142,,0,177,35,142,,0,,,,,,,,,,,,,,,,,,,,,,,,
194569,1,5,1,3,1,3,3,1,3,5,5,5,10,6,4,0,0,5,3,2,,0,4,3,1,,0,3,2,1,,0,1,1,0,,0,,,,,,,,,,,,,,,,,,,
194578,1,3,1,5,1,1,5,1,3,5,1,3,10129,2448,6925,607,149,5110,1135,3603,297,75,886,246,575,55,10,882,244,573,55,10,4,2,2,0,0,153,17,41,5,590,660,710,570,640,720,26,30,31,25,31,35,23,25,28
194657,5,3,5,1,1,5,3,3,3,3,5,5,45,45,0,,0,43,43,,,0,43,43,,,0,43,43,,,0,,,,,,,,,,,,,,,,,,,,,,,,
194693,5,3,5,1,1,5,3,3,3,3,5,5,16,16,0,,0,14,14,,,0,14,14,,,0,14,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,
194718,5,3,5,1,1,5,3,3,3,3,5,5,28,28,0,,0,28,28,,,0,27,27,,,0,27,27,,,0,,,,,,,,,,,,,,,,,,,,,,,,
194736,5,3,5,1,1,5,3,3,3,3,5,5,37,37,0,,0,37,37,,,0,37,37,,,0,37,37,,,0,,,,,,,,,,,,,,,,,,,,,,,,
194763,3,3,1,3,5,3,3,3,3,3,3,5,95,95,0,0,0,94,94,,,0,88,88,,,0,88,88,,,0,,,,,,,,,,,,,,,,,,,,,,,,
194824,1,1,1,1,1,1,5,1,3,5,1,3,16863,11196,5656,11,0,10878,7417,3459,2,0,2002,1410,591,1,0,2002,1410,591,1,0,,,,,,1042,52,292,15,660,700,740,700,750,780,30,33,34,,,,,,
194958,1,5,1,5,5,5,5,1,3,3,3,3,1006,348,658,,0,1001,346,655,,0,211,77,134,,0,205,76,129,,0,6,1,5,,0,60,29,10,5,580,620,650,570,670,690,25,28,30,25,29,33,25,25,27
195003,1,5,1,1,1,1,5,1,3,3,1,3,23976,14528,9446,,2,16105,9652,6451,,2,3202,2124,1076,,2,3201,2123,1076,,2,1,1,0,,0,1448,45,345,11,630,670,710,640,690,740,29,31,33,26,32,34,27,29,32
195030,5,5,1,1,1,3,5,1,3,5,1,5,19966,9805,10155,6,0,7768,3282,4480,6,0,1625,756,863,6,0,1625,756,863,6,0,,,,,,447,28,173,11,680,710,750,710,760,790,31,33,34,32,35,35,29,33,35
195128,1,5,1,1,1,5,5,3,3,3,1,5,1737,544,1177,16,0,1279,377,894,8,0,238,79,156,3,0,238,79,156,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
195164,1,5,1,5,1,3,5,1,3,5,1,3,3774,1804,1970,,0,3061,1449,1612,,0,571,308,263,,0,571,308,263,,0,0,0,0,,0,190,33,31,5,520,570,610,530,570,610,25,28,32,23,27,33,24,27,31
195173,1,5,5,5,5,5,3,1,3,3,5,5,4272,1685,2564,23,0,3600,1388,2194,18,0,495,219,276,0,0,488,212,276,,0,7,7,0,,0,,,,,,,,,,,,,,,,,,,
195191,1,1,1,3,1,3,5,5,3,3,1,3,9,2,7,,0,2,0,2,,0,2,,2,,0,2,,2,,0,0,,0,,0,0,0,0,0,,,,,,,,,,,,,,,
195216,1,5,1,1,1,5,5,1,3,5,1,3,5172,2230,2942,0,0,3284,1354,1930,,0,533,244,289,,0,533,244,289,,0,,,,,,102,19,29,5,630,670,700,610,650,710,29,30,32,,,,,,
195234,1,3,1,1,1,1,5,1,3,3,1,5,2456,733,1533,,190,1916,537,1235,,144,240,79,161,,0,239,78,161,,0,1,1,0,,0,26,11,0,0,513,600,628,488,555,600,,,,,,,,,
195243,1,3,1,5,5,3,5,1,3,5,5,5,1861,962,899,,0,1649,827,822,,0,245,127,118,,0,243,126,117,,0,2,1,1,,0,19,8,0,0,490,540,630,430,570,640,,,,,,,,,
195289,1,3,1,3,3,3,3,1,1,5,1,3,2,0,2,,0,2,,2,,0,2,,2,,0,2,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,
195304,1,5,1,5,1,5,5,1,3,5,1,3,5186,931,4255,,0,2587,491,2096,,0,384,65,319,,0,384,65,319,,0,,,,,,58,15,22,6,660,700,740,600,650,710,29,30,33,31,35,35,25,27,30
195438,5,3,5,1,1,5,3,3,3,3,5,5,2,2,0,,0,2,2,,,0,2,2,,,0,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,
195474,5,5,1,5,1,3,5,1,3,5,5,5,8344,3528,4815,1,0,6704,2807,3897,0,0,864,387,477,,0,862,386,476,,0,2,1,1,,0,265,31,33,4,525,580,640,520,580,630,22,25,31,,,,,,
195526,5,5,1,1,1,3,5,1,3,5,1,5,13183,5213,7970,,0,3367,1270,2097,,0,784,301,483,,0,781,300,481,,0,3,1,2,,0,203,26,94,12,650,700,740,650,690,720,30,31,33,30,33,35,27,29,31
195544,1,5,1,1,1,3,5,1,3,5,1,3,4306,1519,2787,,0,3303,1096,2207,,0,575,199,376,,0,570,199,371,,0,5,0,5,,0,80,14,14,2,540,590,648,553,585,658,23,24,27,22,24,26,19,23,28
195702,1,3,1,3,3,3,5,3,3,5,5,3,2,1,1,0,0,2,1,1,,0,1,1,0,,0,1,1,,,0,0,0,,,0,1,100,0,0,,,,,,,,,,,,,,,
195720,1,5,1,5,1,3,5,1,3,5,5,5,4200,1666,2534,0,0,3068,1210,1858,,0,643,273,370,,0,643,273,370,,0,,,,,,202,31,32,5,550,586,630,540,588,630,23,26,29,21,25,28,23,26,29
195809,1,5,1,5,5,5,5,1,3,5,5,5,24607,10137,14470,,0,20834,8317,12517,,0,2905,1301,1604,,0,2870,1283,1587,,0,35,18,17,,0,880,30,99,3,560,610,650,550,600,660,24,27,29,23,25,30,21,25,27
196006,1,3,1,5,5,5,5,1,3,5,5,3,4922,2916,2006,,0,4023,2474,1549,,0,1036,742,294,,0,1033,741,292,,0,3,1,2,,0,163,16,18,2,470,535,595,490,550,585,19,22,25,16,20,26,17,21,27
196015,1,3,1,5,5,3,5,1,3,5,5,3,2280,1166,1114,,0,2164,1098,1066,,0,477,248,229,,0,464,242,222,,0,13,6,7,,0,0,0,0,0,,,,,,,,,,,,,,,
196024,1,3,1,1,5,5,3,1,5,3,5,3,3621,1825,1794,2,0,3011,1520,1489,2,0,682,399,283,0,0,680,397,283,,0,2,2,0,,0,,,,,,,,,,,,,,,,,,,
196033,1,3,1,3,3,3,5,1,3,3,3,3,2386,1059,1327,,0,2005,862,1143,,0,490,220,270,,0,486,218,268,,0,4,2,2,,0,89,18,11,2,450,510,580,460,530,570,17,20,26,,,,,,
196042,1,5,1,5,5,3,5,1,3,3,5,3,6426,3467,2959,,0,4702,2600,2102,,0,1576,922,654,,0,1523,889,634,,0,53,33,20,,0,610,39,53,3,500,540,588,500,540,590,19,21,24,,,,,,
196051,1,3,1,5,5,3,5,1,3,3,5,3,3648,1839,1763,35,11,3180,1603,1542,30,5,520,317,203,0,0,514,315,199,,0,6,2,4,,0,0,0,0,0,,,,,,,,,,,,,,,
196060,1,5,1,1,1,3,1,1,3,3,5,3,25976,10933,15043,,0,17639,7047,10592,,0,2651,1114,1537,,0,2645,1111,1534,,0,6,3,3,,0,401,15,40,2,560,600,660,560,590,660,22,25,31,,,,,,
196079,1,3,1,5,1,5,5,1,3,5,1,3,41642,18470,23172,,0,17384,7382,10002,,0,3107,1400,1707,,0,3103,1397,1706,,0,4,3,1,,0,1673,54,358,12,650,700,730,690,730,780,29,31,34,,,,,,
196088,1,5,1,5,5,5,5,1,3,5,1,3,30939,14917,16022,0,0,20948,9773,11175,,0,4215,2191,2024,,0,4187,2174,2013,,0,28,17,11,,0,1403,33,175,4,590,630,680,600,650,700,25,29,32,23,27,32,25,27,30
196097,1,5,1,1,1,3,5,1,3,5,1,3,40513,18093,22420,,0,19908,8324,11584,,0,3347,1611,1736,,0,3342,1609,1733,,0,5,2,3,,0,1368,41,157,5,640,680,720,680,730,780,28,31,34,27,32,35,28,30,34
196103,1,3,1,1,5,3,3,1,3,5,5,3,2466,1048,1418,,0,1714,692,1022,,0,356,176,180,,0,340,169,171,,0,16,7,9,,0,,,,,,,,,,,,,,,,,,,
196112,1,3,1,1,1,3,5,1,3,3,3,3,2919,2007,912,0,0,2384,1615,769,,0,382,275,107,,0,382,275,107,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
196121,1,3,1,5,5,5,5,1,3,5,5,3,7683,3246,4437,,0,5220,2151,3069,,0,1014,416,598,,0,1010,414,596,,0,4,2,2,,0,218,21,23,2,530,580,620,540,580,620,18,22,26,16,21,25,,,
196130,1,3,1,1,5,1,5,1,3,5,5,3,12292,5328,6964,,0,10569,4410,6159,,0,1252,586,666,,0,1241,580,661,,0,11,6,5,,0,170,14,0,0,470,535,600,470,530,578,,,,,,,,,
196149,5,5,1,5,1,3,5,5,3,5,5,3,11711,5315,6396,,0,7001,2876,4125,,0,1341,639,702,,0,1340,638,702,,0,1,1,0,,0,0,0,0,0,,,,,,,,,,,,,,,
196158,1,5,1,1,5,5,5,1,3,5,5,3,4597,1860,2737,,0,3888,1513,2375,,0,716,300,416,,0,715,299,416,,0,1,1,0,,0,88,12,16,2,540,600,660,540,580,640,18,21,23,,,,,,
196167,1,5,1,3,5,3,5,1,3,5,5,5,9069,3201,5867,,1,6795,2218,4576,,1,872,259,613,,0,872,259,613,,0,0,0,0,,0,238,27,30,3,580,640,660,580,630,660,25,27,31,,,,,,
196176,1,3,1,1,1,3,5,3,3,3,1,3,13228,5134,8094,,0,7708,2570,5138,,0,1163,403,760,,0,1156,399,757,,0,7,4,3,,0,195,17,73,6,590,630,680,570,610,660,25,27,29,25,28,32,21,25,27
196185,1,5,1,1,1,3,5,1,3,3,1,5,9895,4057,5838,0,0,7177,2660,4517,,0,1116,385,731,,0,1115,384,731,,0,1,1,0,,0,281,25,38,3,550,590,630,540,580,620,24,27,28,23,25,30,21,25,28
196194,1,5,1,1,1,3,5,1,3,5,1,3,12555,5415,7140,0,0,10365,4374,5991,,0,1466,712,754,,0,1459,708,751,,0,7,4,3,,0,434,30,21,1,540,590,630,530,580,630,19,26,29,,,,,,
196200,1,5,1,5,1,5,5,1,3,5,1,5,3170,1260,1910,,0,2621,1009,1612,,0,444,176,268,,0,443,175,268,,0,1,1,0,,0,0,0,4,1,,,,,,,,,,,,,,,
196219,1,5,1,3,5,1,5,1,3,5,1,3,5747,2096,3651,0,0,4292,1481,2811,,0,687,276,411,,0,684,273,411,,0,3,3,0,,0,75,11,12,2,620,660,700,570,600,650,29,31,31,33,35,35,26,26,27
196237,1,3,1,3,1,3,5,1,3,3,3,3,3825,1681,2143,1,0,3523,1503,2019,1,0,611,269,341,1,0,608,267,340,1,0,3,2,1,0,0,74,12,0,0,510,570,618,500,540,588,,,,,,,,,
196246,1,5,1,1,1,3,5,1,3,5,1,3,6872,2540,4331,1,0,4827,1822,3005,0,0,844,329,515,,0,837,325,512,,0,7,4,3,,0,127,15,21,2,540,580,630,510,570,630,21,25,30,20,25,27,24,24,27
196291,1,3,1,5,5,3,5,1,3,5,5,3,1337,1139,198,,0,1074,915,159,,0,284,254,30,,0,284,254,30,,0,0,0,0,,0,89,31,25,9,570,600,650,570,600,650,24,26,28,,,,,,
196413,1,5,1,1,1,1,5,1,5,5,1,5,41489,17211,24278,0,0,21471,8900,12571,,0,4108,1836,2272,,0,4094,1829,2265,,0,14,7,7,,0,1078,26,446,11,630,670,710,630,680,720,28,30,32,28,31,34,26,27,30
196431,5,3,5,1,1,5,3,3,3,3,5,5,69,69,0,,0,54,54,,,0,37,37,,,0,35,35,,,0,2,2,,,0,,,,,,,,,,,,,,,,,,,
196440,5,3,5,1,1,5,3,3,3,3,5,5,7,7,0,,0,7,7,,,0,7,7,,,0,7,7,,,0,,,,,,,,,,,,,,,,,,,,,,,,
196583,5,3,5,1,1,5,3,3,3,3,5,5,28,28,0,,0,18,18,,,0,12,12,,,0,12,12,,,0,,,,,,,,,,,,,,,,,,,,,,,,
196592,5,3,1,3,5,1,5,5,3,5,5,5,1530,529,994,,7,1091,357,729,,5,526,183,343,,0,450,162,288,,0,76,21,55,,0,54,10,28,5,620,690,730,600,650,698,25,29,32,25,32,35,24,26,29
196653,1,5,1,3,3,3,5,1,5,3,3,3,301,32,269,0,0,205,23,182,,0,52,7,45,,0,38,5,33,,0,14,2,12,,0,0,0,0,0,,,,,,,,,,,,,,,
196866,1,5,1,5,1,3,5,1,5,5,5,5,8458,4400,4058,,0,3934,2007,1927,,0,575,326,249,,0,575,326,249,,0,,,,,,219,38,97,17,650,690,730,660,700,760,29,31,33,29,33,35,27,29,33
197027,1,1,1,5,1,3,1,1,3,5,1,3,1532,1251,211,,70,419,348,71,,0,253,218,35,,0,253,218,35,,0,,,,,,164,65,89,35,570,591,660,580,625,670,20,25,28,18,24,28,25,26,28
197036,1,5,1,5,1,3,1,1,3,5,1,3,12559,8835,3724,,0,1501,1183,318,,0,1173,926,247,,0,1173,926,247,,0,,,,,,731,62,442,38,610,660,710,610,680,740,27,30,33,26,31,35,26,29,32
197045,1,5,1,5,1,5,5,1,3,3,5,5,3367,1789,1573,5,0,2724,1199,1525,0,0,430,223,207,,0,429,222,207,,0,1,1,0,,0,74,17,9,2,534,590,620,550,590,630,23,27,32,23,26,31,25,27,30
197133,5,5,1,1,1,3,5,1,3,5,1,5,11412,3283,8129,,0,2129,849,1280,,0,681,278,403,,0,681,278,403,,0,0,0,0,,0,227,33,120,18,720,740,760,710,750,775,32,33,34,,,,,,
197142,1,3,5,5,5,5,5,5,5,5,5,5,500,183,317,,0,391,147,244,,0,101,49,52,,0,101,49,52,,0,0,0,0,,0,6,6,0,0,390,460,520,340,435,530,,,,,,,,,
197151,1,3,3,3,5,1,5,1,3,3,1,3,3462,795,2667,,0,3026,666,2360,,0,775,181,594,,0,774,180,594,,0,1,1,0,,0,55,7,9,1,600,640,700,610,650,720,27,29,32,,,,,,
197197,1,5,1,1,1,3,5,1,3,5,1,3,2645,1406,1239,0,0,1813,765,1048,,0,407,171,236,,0,407,171,236,,0,0,0,0,,0,96,24,24,6,550,590,640,540,590,650,24,27,29,25,26,31,23,26,27
197221,1,5,1,1,1,1,5,5,3,5,5,3,183,131,49,3,0,38,24,13,1,0,25,19,6,0,0,25,19,6,,0,,,,,,14,56,7,28,680,710,740,720,730,770,33,33,35,31,34,35,34,34,35
197230,5,5,1,1,5,3,3,1,3,3,5,3,1534,502,1031,,1,1345,429,916,,0,147,76,71,,0,147,76,71,,0,,,,,,,,,,,,,,,,,,,,,,,,
197285,3,5,1,3,5,3,3,3,3,3,5,3,462,185,277,,0,441,176,265,,0,108,50,58,,0,105,49,56,,0,3,1,2,,0,,,,,,,,,,,,,,,,,,,
197647,5,3,5,1,1,5,3,3,3,3,5,5,59,59,0,,0,38,38,,,0,27,27,,,0,27,27,,,0,,,,,,,,,,,,,,,,,,,,,,,,
197692,5,3,5,5,1,1,3,3,3,3,3,3,41,41,0,,0,31,31,,,0,24,24,,,0,24,24,,,0,,,,,,,,,,,,,,,,,,,,,,,,
197708,1,3,1,3,1,3,5,1,3,3,1,3,1615,845,770,0,0,1021,543,478,,0,636,346,290,,0,635,345,290,,0,1,1,0,,0,158,25,159,25,640,690,740,610,710,760,26,31,33,27,33,35,25,28,31
197735,5,3,5,1,1,5,3,3,3,3,5,5,220,220,0,,0,196,196,,,0,196,196,,,0,196,196,,,0,,,,,,,,,,,,,,,,,,,,,,,,
197744,5,3,5,1,1,5,3,3,3,3,5,5,17,17,0,,0,10,10,,,0,10,10,,,0,10,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,
197869,1,5,1,1,3,3,5,1,3,5,5,3,22255,9426,12829,,0,18489,7441,11048,,0,3917,1640,2277,,0,3899,1635,2264,,0,18,5,13,,0,471,12,1141,29,560,600,650,540,580,620,21,24,27,19,23,26,19,23,25
197911,1,3,1,5,5,3,5,1,3,3,5,3,2129,935,1194,,0,2014,874,1140,,0,300,176,124,,0,299,175,124,,0,1,1,0,,0,0,0,2,1,,,,,,,,,,,,,,,
197984,1,5,1,5,5,3,5,5,5,3,5,3,2757,1225,1532,,0,2679,1187,1492,,0,394,225,169,,0,393,225,168,,0,1,0,1,,0,109,28,90,23,460,530,580,490,520,560,18,21,26,16,20,24,17,21,25
197993,1,5,1,5,5,3,5,1,3,3,1,3,1042,0,1042,,0,465,,465,,0,30,,30,,0,30,,30,,0,0,,0,,0,4,13,1,3,,,,,,,,,,,,,,,
198066,1,3,1,1,3,3,5,3,3,3,5,3,2206,1201,999,6,0,880,494,384,2,0,174,105,67,2,0,172,103,67,2,0,2,2,0,0,0,32,18,64,37,485,525,580,480,525,575,18,21,23,18,21,23,18,20,22
198109,1,5,1,5,1,3,1,5,3,5,1,5,49,2,47,,0,22,0,22,,0,17,,17,,0,9,,9,,0,8,,8,,0,11,65,10,59,470,490,555,475,490,520,20,22,24,19,22,23,18,20,23
198136,1,3,1,3,3,3,3,1,3,3,3,3,3860,1564,2296,,0,3419,1375,2044,,0,519,237,282,,0,493,220,273,,0,26,17,9,,0,,,,,,,,,,,,,,,,,,,
198215,1,5,1,1,5,5,5,1,3,5,5,5,3199,1465,1706,28,0,2146,921,1205,20,0,298,150,144,4,0,298,150,144,4,0,,,,,,34,11,45,15,500,550,600,500,540,610,18,23,27,15,21,26,17,21,26
198303,1,3,1,5,5,3,5,5,3,3,5,5,2259,1121,1138,,0,1958,928,1030,,0,215,130,85,,0,215,130,85,,0,,,,,,12,6,21,10,430,480,530,450,505,555,17,21,25,15,19,23,17,21,25
198385,1,3,1,1,1,3,5,1,3,3,1,3,6479,3066,3413,0,0,1098,508,590,,0,542,249,293,,0,542,249,293,,0,,,,,,181,33,162,30,670,710,740,680,720,760,31,32,33,,,,,,
198419,1,3,1,1,1,3,5,3,3,5,1,5,50016,23211,26805,,0,3174,1437,1737,,0,1745,793,952,,0,1745,793,952,,0,,,,,,859,49,638,37,730,760,770,760,790,800,34,35,35,35,35,36,33,35,35
198464,1,3,1,1,3,3,3,1,3,5,1,3,21383,8158,13171,,54,19744,7402,12297,,45,3788,1562,2226,,0,3725,1545,2180,,0,63,17,46,,0,,,,,,,,,,,,,,,,,,,
198507,1,5,1,5,3,3,5,1,3,3,3,3,3927,1496,2431,,0,2912,1055,1857,,0,350,181,169,,0,349,181,168,,0,1,0,1,,0,34,10,37,11,420,505,550,430,480,520,16,19,22,14,17,21,15,17,21
198516,1,5,1,5,5,3,5,1,3,5,1,5,17551,6702,10849,,0,13069,4894,8175,,0,1692,697,995,,0,1692,697,995,,0,0,0,0,,0,35,2,15,1,590,640,680,580,620,680,25,28,30,25,29,33,24,26,28
198543,1,5,1,5,5,3,5,1,3,3,5,3,4116,1360,2755,,1,3344,1017,2326,,1,786,249,537,,0,762,234,528,,0,24,15,9,,0,31,4,92,12,440,480,530,430,450,530,14,16,19,12,15,17,15,16,18
198561,1,1,1,1,1,5,5,1,3,5,1,5,5728,2370,3358,0,0,4293,1765,2528,,0,403,187,216,,0,403,187,216,,0,,,,,,65,16,89,22,520,559,610,500,546,600,20,22,25,17,21,25,17,21,24
198598,1,3,1,5,5,5,3,1,3,3,5,3,1349,652,687,10,0,1137,542,586,9,0,183,127,51,5,0,183,127,51,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
198613,5,5,1,5,5,5,5,1,3,5,5,5,3397,1588,1809,,0,2837,1329,1508,,0,395,206,189,,0,369,192,177,,0,26,14,12,,0,45,12,75,20,460,550,600,450,510,580,18,21,25,15,20,24,16,19,24
198695,1,3,1,1,1,5,5,1,3,5,1,5,12446,4929,7517,,0,9817,3747,6070,,0,1501,680,821,,0,1501,680,821,,0,,,,,,378,25,254,17,563,610,640,540,590,640,23,26,29,22,25,29,21,25,27
198756,1,5,1,1,3,3,3,1,3,3,5,3,2306,852,1228,4,222,583,283,299,1,0,266,144,122,0,0,259,139,120,,0,7,5,2,,0,,,,,,,,,,,,,,,,,,,
198808,1,5,1,1,5,3,5,1,3,5,1,5,1733,616,1095,,22,1063,383,679,,1,212,92,120,,0,212,92,120,,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,
198835,1,5,1,5,5,5,3,1,3,5,5,3,5452,2073,3368,11,0,4519,1718,2801,0,0,395,187,208,,0,373,183,190,,0,22,4,18,,0,,,,,,,,,,,,,,,,,,,
198862,1,3,3,5,5,3,5,5,3,3,5,3,4074,1682,2369,,23,2598,1068,1530,,0,217,152,65,,0,217,152,65,,0,,,,,,36,17,7,3,400,450,500,400,425,460,14,17,21,13,14,16,15,16,20
198871,1,3,5,5,3,3,3,5,3,5,5,5,1026,731,295,,0,886,708,178,,0,235,178,57,,0,231,174,57,,0,4,4,0,,0,,,,,,,,,,,,,,,,,,,
198899,1,5,1,3,5,5,3,5,3,3,3,3,1597,804,793,,0,1185,591,594,,0,255,145,110,,0,247,139,108,,0,8,6,2,,0,,,,,,,,,,,,,,,,,,,
198950,1,5,1,1,1,3,5,5,3,5,5,5,1775,0,1775,,0,1299,,1299,,0,332,,332,,0,331,,331,,0,1,,1,,0,53,16,74,22,600,640,680,540,580,640,22,25,28,22,25,29,20,23,25
198969,1,5,1,1,5,3,5,5,3,5,5,5,2397,1746,639,12,0,1814,1275,531,8,0,326,218,108,0,0,323,216,107,,0,3,2,1,,0,40,12,46,14,530,580,600,533,560,600,23,25,26,21,23,26,23,25,26
199032,1,3,1,3,3,3,5,1,5,3,3,3,1440,615,824,1,0,980,415,565,0,0,210,112,98,,0,210,112,98,,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,
199069,1,3,1,3,3,3,3,1,3,3,3,3,1838,734,1104,,0,1371,556,815,,0,268,131,137,,0,254,130,124,,0,14,1,13,,0,,,,,,,,,,,,,,,,,,,
199102,1,5,1,1,3,3,5,1,3,3,3,3,25762,8148,17614,,0,14526,4353,10173,,0,3075,1006,2069,,0,3036,989,2047,,0,39,17,22,,0,882,29,758,25,480,530,580,480,520,560,17,20,23,15,19,22,16,18,22
199111,1,5,1,1,1,3,5,1,3,5,1,3,4278,1531,2747,,0,3179,1110,2069,,0,507,194,313,,0,503,191,312,,0,4,3,1,,0,80,16,121,24,600,645,685,545,595,655,21,24,28,21,24,29,19,23,26
199120,5,5,1,5,1,5,5,1,3,5,1,5,56341,23412,32929,,0,9639,3863,5776,,0,4435,1679,2756,,0,4425,1673,2752,,0,10,6,4,,0,1169,26,1398,32,670,720,750,680,740,780,30,32,34,29,33,35,27,30,33
199139,1,5,1,1,5,3,5,1,3,5,1,3,21355,9262,12093,,0,17007,7257,9750,,0,4157,2019,2138,,0,4061,1966,2095,,0,96,53,43,,0,1272,31,1869,45,540,590,640,530,590,650,20,23,27,19,22,26,19,23,26
199148,1,5,1,1,3,3,5,1,3,5,5,3,11515,3760,7755,,0,10587,3426,7161,,0,2343,785,1558,,0,2318,773,1545,,0,25,12,13,,0,123,5,214,9,570,610,660,540,580,620,22,24,27,21,24,27,19,23,25
199157,1,5,1,5,5,3,5,1,3,3,3,3,8423,2561,5862,,0,7107,2086,5021,,0,1079,339,740,,0,1072,335,737,,0,7,4,3,,0,11,1,19,2,400,500,590,410,470,540,15,18,23,15,16,22,16,17,20
199184,1,5,1,5,1,1,5,1,3,3,1,3,1139,407,730,,2,362,136,226,,0,210,90,120,,0,210,90,120,,0,0,0,0,,0,28,13,26,12,590,640,690,525,585,660,22,27,30,22,27,30,20,26,28
199193,1,5,1,1,5,3,5,1,3,5,1,5,35568,17461,18107,,0,16779,7434,9345,,0,5627,2727,2900,,0,5610,2718,2892,,0,17,9,8,,0,1432,25,1509,27,630,670,710,650,690,750,28,30,33,25,30,34,26,28,32
199209,3,3,3,3,3,3,3,1,3,3,3,3,2379,1713,666,,0,1628,1190,438,,0,249,163,86,,0,246,160,86,,0,3,3,0,,0,,,,,,,,,,,,,,,,,,,
199218,1,1,1,5,1,3,5,1,3,5,1,5,16860,6048,10812,,0,11605,3778,7827,,0,2370,861,1509,,0,2358,855,1503,,0,12,6,6,,0,166,7,348,15,620,660,690,600,640,680,24,26,29,23,25,29,23,25,27
199272,1,3,1,1,5,5,5,1,3,3,1,3,1434,585,842,7,0,906,377,529,0,0,136,81,55,,0,136,81,55,,0,0,0,0,,0,16,12,15,11,518,545,583,515,535,568,19,24,27,18,22,26,20,23,25
199281,1,5,1,1,5,3,5,1,3,3,5,3,3420,1356,1959,,105,3069,1183,1787,,99,714,320,388,,6,677,303,368,,6,37,17,20,,0,4,1,4,1,,,,,,,,,,,,,,,
199306,1,5,1,3,3,3,5,1,5,3,3,5,1299,641,658,,0,897,446,451,,0,165,98,67,,0,164,97,67,,0,1,1,0,,0,3,2,7,4,,,,,,,14,20,21,15,20,21,16,18,21
199412,1,5,1,1,5,3,5,5,3,5,5,5,3154,977,2177,,0,2248,710,1538,,0,303,129,174,,0,299,127,172,,0,4,2,2,,0,75,25,63,21,540,590,630,540,580,625,22,25,29,21,24,29,21,25,27
199458,1,1,1,3,5,3,5,1,3,3,1,3,210,133,77,0,0,133,80,53,,0,28,19,9,,0,28,19,9,,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,
199582,1,3,1,3,3,3,5,1,3,3,3,3,4918,2048,2851,19,0,2894,1188,1688,18,0,341,178,163,0,0,258,131,127,,0,83,47,36,,0,0,0,0,0,,,,,,,,,,,,,,,
