UNITID,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSAIANM,CSAIANW,CSASIAT,CSASIAM,CSASIAW,CSBKAAT,CSBKAAM,CSBKAAW,CSHISPT,CSHISPM,CSHISPW,CSNHPIT,CSNHPIM,CSNHPIW,CSWHITT,CSWHITM,CSWHITW,CS2MORT,CS2MORM,CS2MORW,CSUNKNT,CSUNKNM,CSUNKNW,CSNRALT,CSNRALM,CSNRALW
220002,23,4,19,1,1,0,0,0,0,11,2,9,0,0,0,0,0,0,8,1,7,3,0,3,0,0,0,0,0,0
220057,476,170,306,3,0,3,3,1,2,64,20,44,20,10,10,0,0,0,375,137,238,7,1,6,3,1,2,1,0,1
220075,3630,1254,2376,3,1,2,66,33,33,230,85,145,78,35,43,2,2,0,2969,982,1987,98,40,58,72,28,44,112,48,64
220118,117,2,115,0,0,0,1,0,1,37,0,37,7,0,7,0,0,0,72,2,70,0,0,0,0,0,0,0,0,0
220127,377,185,192,0,0,0,1,0,1,28,13,15,18,8,10,0,0,0,314,156,158,5,2,3,5,4,1,6,2,4
220163,25,0,25,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0
220181,105,36,69,0,0,0,0,0,0,89,28,61,2,0,2,0,0,0,1,1,0,0,0,0,4,0,4,9,7,2
220206,82,23,59,0,0,0,1,0,1,3,0,3,4,1,3,0,0,0,70,22,48,2,0,2,0,0,0,2,0,2
220215,444,199,245,3,1,2,0,0,0,39,8,31,3,1,2,0,0,0,336,157,179,3,3,0,48,17,31,12,12,0
220251,163,95,68,1,1,0,0,0,0,5,4,1,9,5,4,1,0,1,138,80,58,6,4,2,2,1,1,1,0,1
220279,219,119,100,0,0,0,2,1,1,16,4,12,7,7,0,0,0,0,182,102,80,7,2,5,5,3,2,0,0,0
220321,199,93,106,1,1,0,0,0,0,9,4,5,9,2,7,0,0,0,170,80,90,6,4,2,4,2,2,0,0,0
220394,175,95,80,1,0,1,0,0,0,3,2,1,1,0,1,1,0,1,163,88,75,3,3,0,2,2,0,1,0,1
220400,640,201,439,0,0,0,3,2,1,112,24,88,20,3,17,0,0,0,483,167,316,11,1,10,11,4,7,0,0,0
220464,52,30,22,0,0,0,0,0,0,5,4,1,1,0,1,0,0,0,46,26,20,0,0,0,0,0,0,0,0,0
220473,260,147,113,1,0,1,1,1,0,15,10,5,7,2,5,0,0,0,215,121,94,5,2,3,13,9,4,3,2,1
220491,149,4,145,0,0,0,2,0,2,45,0,45,12,1,11,0,0,0,81,2,79,4,1,3,4,0,4,1,0,1
220516,738,228,510,5,1,4,6,3,3,37,16,21,3,2,1,5,2,3,648,186,462,8,4,4,10,3,7,16,11,5
220552,1845,317,1528,17,2,15,52,17,35,414,40,374,83,14,69,3,1,2,1158,227,931,29,4,25,15,1,14,74,11,63
220598,128,53,75,0,0,0,1,1,0,113,45,68,1,1,0,0,0,0,2,0,2,0,0,0,11,6,5,0,0,0
220604,114,28,86,0,0,0,0,0,0,110,26,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
220613,1009,368,641,7,2,5,6,2,4,45,19,26,21,9,12,1,1,0,826,288,538,30,15,15,36,14,22,37,18,19
220631,1526,473,1053,8,4,4,88,38,50,91,25,66,68,19,49,2,0,2,1150,326,824,0,0,0,93,44,49,26,17,9
220640,202,119,83,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,186,111,75,5,2,3,3,1,2,0,0,0
220701,157,63,94,0,0,0,1,1,0,14,4,10,3,0,3,0,0,0,114,49,65,4,1,3,12,1,11,9,7,2
220710,210,83,127,3,2,1,1,1,0,12,10,2,5,3,2,0,0,0,180,64,116,6,1,5,2,2,0,1,0,1
220756,102,82,20,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,92,74,18,2,2,0,2,2,0,0,0,0
220765,178,21,157,0,0,0,2,0,2,75,12,63,12,2,10,0,0,0,87,7,80,0,0,0,2,0,2,0,0,0
220792,315,120,195,1,1,0,13,5,8,271,101,170,4,0,4,0,0,0,26,13,13,0,0,0,0,0,0,0,0,0
220853,343,210,133,0,0,0,1,1,0,249,149,100,19,11,8,0,0,0,48,35,13,9,5,4,14,8,6,3,1,2
220862,4538,1663,2875,9,5,4,215,92,123,1335,358,977,232,83,149,4,1,3,2391,969,1422,140,44,96,51,17,34,161,94,67
220871,44,28,16,0,0,0,2,2,0,26,13,13,1,1,0,0,0,0,15,12,3,0,0,0,0,0,0,0,0,0
220978,4667,1973,2694,8,4,4,253,109,144,763,272,491,272,107,165,7,4,3,3144,1375,1769,156,61,95,16,11,5,48,30,18
220996,94,39,55,0,0,0,4,2,2,6,2,4,0,0,0,1,0,1,76,32,44,2,0,2,5,3,2,0,0,0
221050,377,271,106,0,0,0,0,0,0,6,4,2,23,20,3,0,0,0,328,230,98,13,11,2,0,0,0,7,6,1
221096,1242,436,806,3,2,1,29,6,23,111,34,77,101,43,58,2,1,1,954,331,623,34,14,20,8,5,3,0,0,0
221102,372,227,145,3,2,1,11,8,3,66,36,30,34,19,15,2,2,0,236,148,88,18,11,7,2,1,1,0,0,0
221148,650,607,43,1,1,0,9,8,1,183,178,5,73,68,5,1,0,1,370,342,28,8,5,3,5,5,0,0,0,0
221184,1148,422,726,3,1,2,46,19,27,246,87,159,112,41,71,2,1,1,675,248,427,48,17,31,8,4,4,8,4,4
221236,274,187,87,0,0,0,0,0,0,36,19,17,16,9,7,1,1,0,200,141,59,13,10,3,7,6,1,1,1,0
221281,160,76,84,0,0,0,1,1,0,14,4,10,6,2,4,0,0,0,133,65,68,5,4,1,1,0,1,0,0,0
221333,192,113,79,0,0,0,1,1,0,22,6,16,6,5,1,2,2,0,151,91,60,10,8,2,0,0,0,0,0,0
221351,452,180,272,0,0,0,34,14,20,42,16,26,25,11,14,0,0,0,308,127,181,18,2,16,7,1,6,18,9,9
221388,125,36,89,3,1,2,0,0,0,57,16,41,2,0,2,0,0,0,53,17,36,7,1,6,2,1,1,1,0,1
221397,1081,370,711,2,1,1,12,4,8,25,11,14,45,19,26,1,0,1,961,318,643,19,11,8,15,6,9,1,0,1
221430,103,63,40,0,0,0,0,0,0,4,3,1,3,3,0,0,0,0,94,56,38,0,0,0,1,0,1,1,1,0
221485,1139,359,780,4,4,0,29,8,21,620,160,460,82,21,61,2,2,0,372,154,218,23,8,15,1,0,1,6,2,4
221494,263,194,69,0,0,0,0,0,0,23,17,6,19,13,6,0,0,0,206,150,56,5,4,1,8,8,0,2,2,0
221519,424,199,225,0,0,0,5,1,4,24,14,10,22,10,12,0,0,0,348,162,186,9,3,6,0,0,0,16,9,7
221582,121,69,52,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,115,64,51,1,1,0,1,1,0,0,0,0
221591,279,182,97,0,0,0,1,0,1,4,1,3,6,3,3,0,0,0,255,169,86,5,3,2,6,6,0,2,0,2
221607,134,95,39,0,0,0,1,1,0,4,2,2,6,4,2,0,0,0,120,85,35,1,1,0,2,2,0,0,0,0
221616,481,277,204,0,0,0,3,2,1,156,68,88,21,16,5,0,0,0,277,172,105,11,7,4,10,9,1,3,3,0
221625,452,220,232,0,0,0,3,1,2,37,2,35,6,0,6,0,0,0,390,213,177,5,0,5,7,3,4,4,1,3
221643,2027,950,1077,3,1,2,38,14,24,106,45,61,109,49,60,3,2,1,1669,795,874,76,33,43,9,5,4,14,6,8
221661,701,235,466,0,0,0,67,31,36,75,23,52,145,45,100,4,1,3,335,111,224,35,13,22,0,0,0,40,11,29
221670,134,45,89,0,0,0,18,6,12,4,0,4,1,1,0,0,0,0,102,34,68,6,1,5,2,2,0,1,1,0
221731,282,88,194,1,0,1,4,1,3,24,12,12,12,5,7,0,0,0,216,61,155,10,1,9,6,2,4,9,6,3
221740,2571,1071,1500,5,4,1,63,25,38,234,75,159,120,46,74,3,2,1,1946,802,1144,67,36,31,59,23,36,74,58,16
221759,7344,3343,4001,19,9,10,287,159,128,431,175,256,297,116,181,6,2,4,5740,2596,3144,231,97,134,95,38,57,238,151,87
221768,1269,476,793,5,1,4,7,2,5,149,53,96,37,18,19,0,0,0,1033,385,648,25,12,13,0,0,0,13,5,8
221829,204,5,199,0,0,0,4,2,2,7,0,7,6,0,6,1,0,1,186,3,183,0,0,0,0,0,0,0,0,0
221838,1451,501,950,1,0,1,34,12,22,910,285,625,25,6,19,0,0,0,381,134,247,25,10,15,1,0,1,74,54,20
221847,2321,1139,1182,4,3,1,36,18,18,64,31,33,59,37,22,0,0,0,2028,970,1058,60,30,30,15,6,9,55,44,11
221892,1260,399,861,4,1,3,23,4,19,317,77,240,38,14,24,0,0,0,761,262,499,22,6,16,34,9,25,61,26,35
221908,1045,466,579,5,3,2,6,2,4,16,6,10,35,18,17,1,0,1,955,422,533,23,13,10,4,2,2,0,0,0
221953,497,190,307,1,0,1,0,0,0,39,22,17,13,8,5,2,1,1,396,135,261,1,0,1,29,15,14,16,9,7
221971,970,284,686,8,4,4,20,7,13,222,35,187,15,3,12,0,0,0,668,221,447,0,0,0,26,7,19,11,7,4
221999,3923,1678,2245,14,12,2,359,181,178,369,135,234,293,118,175,10,5,5,2176,880,1296,176,69,107,135,67,68,391,211,180
222053,1481,581,900,2,2,0,21,10,11,88,27,61,85,29,56,4,0,4,1201,485,716,41,11,30,38,17,21,1,0,1
222062,1241,554,687,5,3,2,8,6,2,31,15,16,62,25,37,1,0,1,1107,493,614,24,9,15,0,0,0,3,3,0
222105,132,123,9,0,0,0,0,0,0,44,41,3,11,10,1,0,0,0,69,64,5,0,0,0,8,8,0,0,0,0
222178,1262,434,828,3,0,3,21,6,15,158,58,100,220,59,161,1,1,0,759,267,492,37,12,25,23,7,16,40,24,16
222567,1022,433,589,4,3,1,70,29,41,112,54,58,365,147,218,3,3,0,409,174,235,0,0,0,30,14,16,29,9,20
222576,1674,598,1076,7,3,4,45,18,27,92,31,61,719,241,478,2,1,1,749,276,473,31,14,17,29,14,15,0,0,0
222628,315,115,200,3,0,3,25,14,11,57,13,44,32,12,20,0,0,0,147,45,102,0,0,0,2,2,0,49,29,20
222822,656,220,436,3,0,3,8,2,6,68,13,55,211,76,135,0,0,0,342,118,224,18,7,11,1,0,1,5,4,1
222831,1757,668,1089,11,5,6,26,11,15,153,61,92,523,195,328,1,1,0,934,347,587,53,23,30,5,1,4,51,24,27
222877,23,12,11,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0
222886,252,23,229,0,0,0,8,3,5,90,6,84,88,7,81,1,0,1,64,7,57,0,0,0,0,0,0,1,0,1
222938,91,36,55,1,1,0,7,3,4,28,12,16,28,9,19,0,0,0,19,8,11,0,0,0,2,2,0,6,1,5
222983,261,120,141,0,0,0,34,18,16,23,11,12,57,22,35,0,0,0,132,61,71,9,5,4,0,0,0,6,3,3
222992,5524,2274,3250,28,8,20,372,152,220,373,121,252,2050,843,1207,4,1,3,2378,1033,1345,200,76,124,38,17,21,81,23,58
223001,29,14,15,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,27,14,13,0,0,0,0,0,0,0,0,0
223056,31,3,28,0,0,0,1,0,1,1,0,1,12,1,11,2,2,0,14,0,14,1,0,1,0,0,0,0,0,0
223083,370,55,315,0,0,0,6,1,5,21,2,19,131,23,108,1,0,1,103,15,88,105,14,91,3,0,3,0,0,0
223117,24,18,6,0,0,0,0,0,0,4,1,3,2,2,0,0,0,0,14,12,2,0,0,0,0,0,0,4,3,1
223223,369,157,212,2,0,2,101,48,53,13,5,8,45,19,26,1,1,0,175,65,110,0,0,0,3,2,1,29,17,12
223232,4738,1869,2869,19,7,12,298,105,193,299,103,196,697,260,437,3,2,1,2952,1175,1777,198,85,113,62,26,36,210,106,104
223320,546,167,379,1,0,1,6,2,4,10,4,6,415,129,286,0,0,0,100,22,78,6,2,4,8,8,0,0,0,0
223427,2971,1260,1711,11,4,7,71,38,33,191,71,120,660,255,405,2,0,2,1929,844,1085,85,38,47,22,10,12,0,0,0
223463,309,47,262,4,1,3,8,4,4,108,16,92,131,20,111,2,0,2,47,5,42,9,1,8,0,0,0,0,0,0
223472,129,9,120,0,0,0,1,1,0,11,1,10,63,6,57,0,0,0,44,1,43,6,0,6,4,0,4,0,0,0
223506,691,358,333,4,3,1,8,4,4,38,26,12,277,140,137,1,1,0,338,175,163,19,7,12,6,2,4,0,0,0
223816,2097,924,1173,11,6,5,69,30,39,543,235,308,566,243,323,31,13,18,677,316,361,122,44,78,67,33,34,11,4,7
223852,21,1,20,0,0,0,1,0,1,4,0,4,5,1,4,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0
223898,503,170,333,0,0,0,4,2,2,51,31,20,142,32,110,2,0,2,286,95,191,15,7,8,1,1,0,2,2,0
223922,335,147,188,1,0,1,2,0,2,34,18,16,85,29,56,0,0,0,181,84,97,0,0,0,26,12,14,6,4,2
224004,735,218,517,4,2,2,36,6,30,125,40,85,233,69,164,3,0,3,297,86,211,18,7,11,19,8,11,0,0,0
224013,13,1,12,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0
224110,1436,611,825,7,5,2,43,20,23,107,28,79,307,121,186,1,0,1,882,393,489,47,17,30,4,2,2,38,25,13
224147,2718,1041,1677,7,3,4,112,46,66,159,59,100,1258,442,816,3,3,0,1014,406,608,43,11,32,17,8,9,105,63,42
224156,155,6,149,0,0,0,2,0,2,39,0,39,42,3,39,1,0,1,60,3,57,10,0,10,1,0,1,0,0,0
224226,1096,403,693,3,2,1,26,13,13,135,44,91,155,52,103,5,3,2,584,217,367,10,2,8,2,0,2,176,70,106
224244,38,16,22,1,1,0,0,0,0,9,3,6,4,2,2,0,0,0,21,9,12,3,1,2,0,0,0,0,0,0
224271,100,27,73,2,0,2,0,0,0,12,2,10,8,2,6,0,0,0,69,22,47,8,1,7,1,0,1,0,0,0
224305,433,265,168,2,1,1,35,22,13,42,24,18,36,27,9,0,0,0,249,143,106,11,7,4,20,14,6,38,27,11
224323,643,344,299,0,0,0,53,29,24,67,31,36,115,56,59,1,0,1,309,173,136,20,14,6,10,4,6,68,37,31
224350,1552,638,914,2,1,1,38,11,27,30,11,19,1101,436,665,2,2,0,352,165,187,9,1,8,11,4,7,7,7,0
224527,384,149,235,1,0,1,2,1,1,45,23,22,55,20,35,0,0,0,264,95,169,14,7,7,1,1,0,2,2,0
224545,479,167,312,3,1,2,7,4,3,61,19,42,60,21,39,1,1,0,299,94,205,17,6,11,16,9,7,15,12,3
224554,3453,1260,2193,12,5,7,162,84,78,552,218,334,692,219,473,6,2,4,1588,521,1067,178,70,108,39,19,20,224,122,102
224615,11412,4292,7120,29,12,17,863,393,470,2217,686,1531,5174,1822,3352,9,5,4,2091,926,1165,211,72,139,444,190,254,374,186,188
224642,3863,1446,2417,19,9,10,28,12,16,74,36,38,3299,1198,2101,5,2,3,282,128,154,9,6,3,93,36,57,54,19,35
224660,220,116,104,4,2,2,2,0,2,20,13,7,143,71,72,0,0,0,34,18,16,15,10,5,2,2,0,0,0,0
224679,986,850,136,7,6,1,1,1,0,30,28,2,770,660,110,5,4,1,118,106,12,50,41,9,5,4,1,0,0,0
224712,38,11,27,1,0,1,0,0,0,3,0,3,2,1,1,0,0,0,29,9,20,2,0,2,0,0,0,1,1,0
224758,12,0,12,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
224776,76,35,41,1,0,1,2,0,2,17,8,9,19,10,9,1,0,1,30,14,16,4,3,1,2,0,2,0,0,0
224828,69,2,67,0,0,0,4,0,4,3,0,3,15,0,15,0,0,0,45,2,43,1,0,1,1,0,1,0,0,0
224891,242,95,147,5,4,1,2,2,0,6,3,3,95,31,64,0,0,0,117,51,66,0,0,0,4,0,4,13,4,9
224961,554,239,315,5,4,1,17,7,10,83,34,49,199,77,122,1,0,1,223,109,114,14,3,11,10,4,6,2,1,1
225070,1034,349,685,37,11,26,19,4,15,100,29,71,142,46,96,2,1,1,708,246,462,0,0,0,16,10,6,10,2,8
225201,344,236,108,3,1,2,10,7,3,36,24,12,151,99,52,3,2,1,120,91,29,15,10,5,6,2,4,0,0,0
225247,532,223,309,2,2,0,8,4,4,47,26,21,102,34,68,0,0,0,336,138,198,23,11,12,5,2,3,9,6,3
225308,1450,550,900,12,4,8,7,4,3,197,100,97,360,135,225,4,2,2,740,232,508,37,10,27,84,59,25,9,4,5
225371,815,407,408,5,1,4,2,2,0,26,7,19,247,120,127,0,0,0,501,258,243,21,10,11,9,7,2,4,2,2
225399,962,267,695,4,1,3,67,21,46,233,49,184,264,70,194,1,0,1,272,91,181,29,7,22,44,12,32,48,16,32
225414,2467,874,1593,5,2,3,221,92,129,228,61,167,817,249,568,1,0,1,901,332,569,81,35,46,29,16,13,184,87,97
225423,6420,2266,4154,9,3,6,592,260,332,1637,477,1160,2265,791,1474,5,2,3,731,303,428,121,35,86,106,48,58,954,347,607
225432,3657,1266,2391,7,1,6,385,187,198,805,241,564,1513,480,1033,3,0,3,625,241,384,86,29,57,37,11,26,196,76,120
225502,1349,399,950,0,0,0,135,43,92,236,72,164,466,133,333,2,1,1,418,109,309,25,6,19,7,2,5,60,33,27
225511,11467,5204,6263,11,3,8,2312,1079,1233,1039,375,664,3598,1540,2058,12,3,9,2909,1369,1540,293,134,159,291,131,160,1002,570,432
225520,705,229,476,1,0,1,9,5,4,20,7,13,341,97,244,2,1,1,302,110,192,20,6,14,0,0,0,10,3,7
225548,215,111,104,1,0,1,1,0,1,20,13,7,52,21,31,0,0,0,121,65,56,6,1,5,14,11,3,0,0,0
225575,223,72,151,1,0,1,2,1,1,138,44,94,67,21,46,0,0,0,9,6,3,0,0,0,1,0,1,5,0,5
225627,2164,922,1242,9,3,6,145,52,93,224,112,112,1017,373,644,7,3,4,521,251,270,50,25,25,126,63,63,65,40,25
225876,75,30,45,0,0,0,1,0,1,4,2,2,32,11,21,0,0,0,24,11,13,1,0,1,7,4,3,6,2,4
225885,90,21,69,1,0,1,0,0,0,73,17,56,12,4,8,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1
225991,47,28,19,0,0,0,1,1,0,11,8,3,11,7,4,0,0,0,22,11,11,0,0,0,2,1,1,0,0,0
226019,920,324,596,5,2,3,5,1,4,174,45,129,214,87,127,0,0,0,464,166,298,25,6,19,3,1,2,30,16,14
226091,5380,1563,3817,18,7,11,174,65,109,1166,283,883,1123,321,802,0,0,0,2667,761,1906,50,20,30,37,14,23,145,92,53
226107,432,133,299,3,2,1,5,3,2,81,17,64,28,10,18,0,0,0,314,101,213,0,0,0,1,0,1,0,0,0
226116,474,134,340,3,0,3,30,11,19,127,32,95,153,43,110,0,0,0,150,41,109,7,3,4,4,4,0,0,0,0
226125,66,4,62,0,0,0,0,0,0,0,0,0,66,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226134,1604,660,944,0,0,0,5,2,3,0,0,0,1575,647,928,1,0,1,17,8,9,0,0,0,6,3,3,0,0,0
226152,1807,615,1192,1,0,1,15,6,9,19,5,14,1563,516,1047,0,0,0,99,39,60,15,4,11,2,2,0,93,43,50
226204,3683,2612,1071,12,4,8,36,20,16,744,608,136,1367,852,515,0,0,0,1411,1059,352,69,42,27,42,25,17,2,2,0
226231,458,225,233,5,3,2,6,4,2,62,14,48,27,12,15,0,0,0,279,143,136,37,14,23,33,29,4,9,6,3
226277,686,654,32,4,4,0,5,5,0,119,114,5,291,278,13,1,1,0,219,206,13,10,10,0,37,36,1,0,0,0
226383,359,101,258,1,0,1,3,0,3,20,6,14,77,15,62,0,0,0,238,73,165,0,0,0,10,0,10,10,7,3
226408,1194,480,714,5,3,2,26,9,17,209,66,143,404,147,257,2,2,0,506,238,268,17,4,13,17,5,12,8,6,2
226471,853,257,596,4,1,3,19,9,10,88,23,65,166,50,116,0,0,0,504,141,363,17,5,12,28,14,14,27,14,13
226578,1654,467,1187,7,3,4,27,15,12,186,44,142,569,142,427,1,1,0,813,242,571,38,16,22,13,4,9,0,0,0
226587,232,102,130,4,1,3,5,1,4,24,10,14,53,24,29,0,0,0,122,51,71,10,4,6,1,0,1,13,11,2
226675,190,24,166,2,1,1,6,2,4,17,0,17,70,6,64,1,0,1,77,13,64,3,1,2,14,1,13,0,0,0
226806,720,290,430,2,1,1,14,6,8,56,23,33,407,151,256,2,0,2,202,96,106,13,3,10,3,0,3,21,10,11
226833,1345,452,893,10,2,8,35,15,20,162,51,111,224,82,142,0,0,0,709,228,481,50,14,36,13,5,8,142,55,87
226860,40,2,38,0,0,0,0,0,0,1,0,1,18,1,17,0,0,0,21,1,20,0,0,0,0,0,0,0,0,0
226879,54,7,47,1,0,1,3,0,3,13,1,12,14,3,11,0,0,0,23,3,20,0,0,0,0,0,0,0,0,0
226903,653,299,354,10,4,6,15,8,7,106,57,49,283,99,184,4,0,4,212,121,91,21,8,13,2,2,0,0,0,0
227058,58,1,57,1,0,1,0,0,0,25,0,25,20,1,19,0,0,0,8,0,8,0,0,0,0,0,0,4,0,4
227146,1288,491,797,5,3,2,16,7,9,178,63,115,238,77,161,2,2,0,778,312,466,38,12,26,11,4,7,22,11,11
227182,10085,3773,6312,16,7,9,774,322,452,1233,390,843,4014,1488,2526,0,0,0,3062,1209,1853,333,115,218,173,61,112,480,181,299
227216,10600,4479,6121,36,14,22,644,291,353,1246,447,799,2485,963,1522,9,4,5,4751,2071,2680,423,174,249,91,45,46,915,470,445
227225,562,179,383,3,0,3,5,3,2,43,11,32,205,67,138,0,0,0,283,85,198,6,4,2,3,2,1,14,7,7
227289,30,28,2,0,0,0,2,2,0,1,1,0,11,11,0,0,0,0,5,5,0,1,1,0,0,0,0,10,8,2
227298,169,161,8,0,0,0,1,1,0,23,19,4,54,54,0,0,0,0,81,78,3,10,9,1,0,0,0,0,0,0
227304,1291,415,876,9,2,7,13,4,9,69,22,47,850,272,578,1,1,0,305,96,209,5,1,4,20,8,12,19,9,10
227313,256,2,254,4,0,4,6,1,5,124,1,123,64,0,64,1,0,1,39,0,39,18,0,18,0,0,0,0,0,0
227322,306,7,299,2,0,2,4,0,4,55,2,53,100,3,97,0,0,0,132,2,130,11,0,11,2,0,2,0,0,0
227331,820,165,655,2,0,2,7,4,3,127,16,111,482,103,379,1,0,1,116,30,86,10,1,9,68,6,62,7,5,2
227368,6957,2494,4463,2,1,1,165,84,81,121,42,79,6155,2161,3994,2,1,1,330,124,206,12,9,3,108,38,70,62,34,28
227377,978,369,609,2,1,1,1,0,1,2,1,1,927,345,582,0,0,0,22,8,14,1,0,1,17,11,6,6,3,3
227386,618,241,377,2,0,2,5,3,2,82,21,61,92,37,55,0,0,0,410,166,244,16,9,7,0,0,0,11,5,6
227401,1542,620,922,18,9,9,22,7,15,104,37,67,309,133,176,3,0,3,1033,416,617,32,11,21,11,4,7,10,3,7
227429,91,39,52,0,0,0,0,0,0,71,32,39,14,4,10,0,0,0,3,1,2,0,0,0,1,0,1,2,2,0
227526,1756,619,1137,3,2,1,57,33,24,1400,458,942,149,57,92,2,1,1,39,13,26,30,10,20,8,3,5,68,42,26
227687,454,171,283,4,0,4,1,0,1,15,7,8,128,49,79,0,0,0,268,93,175,11,6,5,6,4,2,21,12,9
227748,103,99,4,0,0,0,9,9,0,18,16,2,41,40,1,2,2,0,30,29,1,3,3,0,0,0,0,0,0,0
227757,2193,1250,943,2,1,1,438,202,236,106,50,56,251,139,112,3,2,1,751,467,284,77,40,37,46,34,12,519,315,204
227845,1023,368,655,9,2,7,25,9,16,59,20,39,443,143,300,4,1,3,383,140,243,25,13,12,25,12,13,50,28,22
227854,1582,696,886,4,3,1,35,10,25,214,78,136,983,434,549,0,0,0,318,155,163,19,11,8,9,5,4,0,0,0
227863,972,294,678,2,0,2,74,30,44,128,28,100,404,102,302,2,1,1,221,78,143,13,4,9,23,8,15,105,43,62
227881,5288,1786,3502,28,9,19,123,43,80,750,227,523,1317,376,941,4,2,2,2731,1012,1719,154,46,108,83,18,65,98,53,45
227924,3519,1285,2234,11,6,5,124,43,81,295,118,177,2154,753,1401,3,1,2,864,337,527,59,24,35,4,1,3,5,2,3
227979,5906,2075,3831,11,6,5,370,156,214,474,136,338,3418,1139,2279,6,2,4,1368,531,837,89,32,57,94,37,57,76,36,40
228042,345,128,217,1,1,0,5,2,3,10,2,8,127,49,78,1,1,0,192,68,124,7,3,4,0,0,0,2,2,0
228088,23,2,21,0,0,0,0,0,0,1,0,1,14,2,12,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0
228149,927,414,513,3,0,3,26,11,15,41,21,20,532,219,313,0,0,0,209,104,105,14,5,9,41,20,21,61,34,27
228158,1396,573,823,13,5,8,17,7,10,67,25,42,716,255,461,0,0,0,558,270,288,0,0,0,5,1,4,20,10,10
228185,8,7,1,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228194,277,125,152,1,1,0,15,4,11,25,5,20,75,32,43,1,1,0,141,70,71,3,1,2,16,11,5,0,0,0
228200,245,127,118,0,0,0,0,0,0,1,1,0,232,119,113,0,0,0,8,4,4,4,3,1,0,0,0,0,0,0
228219,347,142,205,0,0,0,0,0,0,3,2,1,266,121,145,0,0,0,77,19,58,1,0,1,0,0,0,0,0,0
228246,3689,1913,1776,9,4,5,263,130,133,231,102,129,444,196,248,4,2,2,2107,1125,982,129,53,76,19,11,8,483,290,193
228282,39,7,32,0,0,0,1,0,1,1,0,1,34,6,28,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
228316,1315,575,740,4,1,3,4,2,2,10,7,3,1180,504,676,0,0,0,102,57,45,5,3,2,10,1,9,0,0,0
228325,413,192,221,10,6,4,8,3,5,49,27,22,64,26,38,0,0,0,250,119,131,28,9,19,0,0,0,4,2,2
228343,308,122,186,0,0,0,10,4,6,14,7,7,73,37,36,0,0,0,196,71,125,9,2,7,2,0,2,4,1,3
228431,2880,940,1940,21,6,15,32,8,24,400,112,288,489,139,350,0,0,0,1791,618,1173,93,33,60,20,7,13,34,17,17
228459,9071,3577,5494,20,12,8,275,104,171,723,280,443,3291,1210,2081,13,3,10,4210,1761,2449,314,117,197,45,19,26,180,71,109
228468,137,44,93,0,0,0,3,0,3,15,6,9,60,18,42,0,0,0,38,9,29,3,1,2,16,8,8,2,2,0
228486,18,6,12,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228501,564,185,379,4,1,3,3,2,1,18,10,8,373,103,270,0,0,0,143,57,86,10,4,6,6,4,2,7,4,3
228529,3512,1266,2246,13,2,11,55,24,31,279,115,164,692,207,485,2,1,1,2322,852,1470,101,43,58,19,8,11,29,14,15
228547,7050,2614,4436,33,10,23,468,197,271,1185,377,808,2408,801,1607,7,2,5,2495,1041,1454,211,91,120,120,46,74,123,49,74
228608,735,210,525,3,3,0,25,10,15,102,24,78,186,53,133,5,1,4,380,112,268,11,1,10,22,6,16,1,0,1
228635,628,313,315,1,0,1,99,45,54,28,9,19,55,27,28,0,0,0,191,92,99,17,8,9,62,29,33,175,103,72
228644,1330,504,826,2,2,0,131,53,78,64,20,44,542,199,343,3,1,2,500,195,305,30,10,20,24,10,14,34,14,20
228653,1235,279,956,1,0,1,260,77,183,87,15,72,239,54,185,3,0,3,573,117,456,37,11,26,22,1,21,13,4,9
228699,682,258,424,3,3,0,3,0,3,199,61,138,63,26,37,0,0,0,387,155,232,17,7,10,4,4,0,6,2,4
228705,1753,835,918,3,1,2,30,13,17,62,40,22,1067,407,660,2,1,1,259,133,126,8,5,3,7,2,5,315,233,82
228723,17990,9003,8987,46,27,19,1258,676,582,515,221,294,3729,1714,2015,11,5,6,10149,5011,5138,509,223,286,171,97,74,1602,1029,573
