UNITID,OMCHRT,OMRCHRT,OMEXCLS,OMACHRT,OMCERT4,OMASSC4,OMBACH4,OMAWDN4,OMAWDP4,OMCERT6,OMASSC6,OMBACH6,OMAWDN6,OMAWDP6,OMCERT8,OMASSC8,OMBACH8,OMAWDN8,OMENRYI,OMENRAI,OMENRUN,OMNOAWD,OMAWDP8,OMENRTP,OMENRYP,OMENRAP,OMENRUP
221661,12,351,0,351,0,63,101,164,47,1,73,175,249,71,1,73,187,261,2,65,23,90,74,19,1,19,7
221731,12,101,0,101,0,0,34,34,34,0,0,48,48,48,0,0,48,48,0,24,29,53,48,24,0,24,29
221740,12,1375,1,1374,0,0,489,489,36,0,0,715,715,52,0,0,736,736,8,500,130,638,54,37,1,36,9
221759,12,3368,0,3368,0,0,1834,1834,54,0,0,2531,2531,75,0,0,2569,2569,11,549,239,799,76,17,0,16,7
221768,12,615,1,614,0,0,265,265,43,0,0,387,387,63,0,0,387,387,2,137,88,227,63,23,0,22,14
221838,12,434,1,433,0,1,74,75,17,0,1,168,169,39,0,1,185,186,3,108,136,247,43,26,1,25,31
221847,12,1234,0,1234,0,0,476,476,39,0,0,754,754,61,0,0,771,771,4,300,159,463,62,25,0,24,13
221892,12,198,0,198,3,0,94,97,49,3,0,115,118,60,3,0,117,120,0,55,23,78,61,28,0,28,12
221908,12,407,0,407,20,150,,170,42,19,175,,194,48,21,179,,200,11,62,134,207,49,18,3,15,33
221953,12,110,0,110,0,0,45,45,41,0,0,48,48,44,0,0,48,48,0,0,62,62,44,0,0,0,56
221971,12,227,0,227,0,1,143,144,63,0,1,161,162,71,0,1,161,162,0,54,11,65,71,24,0,24,5
221999,12,1399,3,1396,0,0,1242,1242,89,0,0,1300,1300,93,0,0,1303,1303,1,60,32,93,93,4,0,4,2
222053,12,595,0,595,11,181,,192,32,10,202,,212,36,9,211,,220,4,129,242,375,37,22,1,22,41
222062,12,532,0,532,5,207,,212,40,5,226,,231,43,5,231,,236,5,107,184,296,44,21,1,20,35
222105,12,22,2,20,6,8,,14,70,6,8,,14,70,6,8,,14,0,0,6,6,70,0,0,0,30
222178,12,680,1,679,0,0,393,393,58,0,0,473,473,70,0,0,473,473,0,2,204,206,70,0,0,0,30
222567,12,257,0,257,34,71,,105,41,33,78,,111,43,32,80,,112,3,63,79,145,44,26,1,25,31
222576,12,442,3,439,30,113,,143,33,33,151,,184,42,32,160,,192,12,91,144,247,44,23,3,21,33
222822,12,196,0,196,16,21,,37,19,16,27,,43,22,16,29,,45,1,62,88,151,23,32,1,32,45
222831,12,752,3,749,0,0,269,269,36,0,0,366,366,49,0,0,381,381,7,236,125,368,51,32,1,32,17
222877,12,23,0,23,0,0,1,1,4,0,0,5,5,22,0,0,5,5,0,6,12,18,22,26,0,26,52
222938,12,262,0,262,2,13,13,28,11,2,13,14,29,11,2,13,16,31,0,0,231,231,12,0,0,0,88
222983,12,264,0,264,0,0,176,176,67,0,0,188,188,71,0,0,189,189,0,55,20,75,72,21,0,21,8
222992,12,1706,0,1706,25,254,0,279,16,30,352,0,382,22,28,391,1,420,42,709,535,1286,25,44,2,42,31
223117,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,100
223232,12,2916,1,2915,0,0,1907,1907,65,0,0,2374,2374,81,0,0,2392,2392,2,461,60,523,82,16,0,16,2
223320,12,194,0,194,22,40,,62,32,23,42,,65,34,23,44,,67,1,60,66,127,35,31,1,31,34
223427,12,3725,0,3725,60,538,,598,16,59,701,,760,20,58,741,,799,9,2081,836,2926,21,56,0,56,22
223463,12,110,0,110,36,13,1,50,45,36,13,1,50,45,37,13,1,51,0,2,57,59,46,2,0,2,52
223472,12,26,0,26,0,11,,11,42,0,11,,11,42,0,11,,11,0,4,11,15,42,15,0,15,42
223506,12,220,1,219,14,74,3,91,42,20,84,3,107,49,18,89,3,110,9,51,49,109,50,27,4,23,22
223816,12,480,4,476,39,66,,105,22,40,80,,120,25,41,85,,126,15,161,174,350,26,37,3,34,37
223898,12,245,0,245,16,48,,64,26,15,54,,69,28,14,57,,71,3,84,87,174,29,36,1,34,36
223922,12,111,0,111,21,27,,48,43,22,29,,51,46,22,30,,52,0,23,36,59,47,21,0,21,32
224004,12,140,0,140,0,0,44,44,31,0,0,66,66,47,0,0,67,67,0,20,53,73,48,14,0,14,38
224110,12,930,3,927,43,146,,189,20,44,170,,214,23,46,181,,227,14,429,257,700,24,48,2,46,28
224147,12,1097,0,1097,0,0,226,226,21,0,0,444,444,40,0,0,471,471,8,471,147,626,43,44,1,43,13
224226,12,402,0,402,0,4,182,186,46,0,4,240,244,61,0,4,242,246,2,111,43,156,61,28,0,28,11
224244,12,25,0,25,0,0,3,3,12,0,0,5,5,20,0,0,5,5,0,9,11,20,20,36,0,36,44
224271,12,16,0,16,3,12,,15,94,3,12,,15,94,3,12,,15,0,1,0,1,94,6,0,6,0
224323,12,265,0,265,0,0,174,174,66,0,0,194,194,73,0,0,194,194,0,56,15,71,73,21,0,21,6
224350,12,285,0,285,22,42,0,64,22,23,55,0,78,27,23,61,0,84,5,50,146,201,29,19,2,18,51
224527,12,182,0,182,0,0,56,56,31,0,0,71,71,39,0,0,72,72,0,99,11,110,40,54,0,54,6
224545,12,82,2,80,0,0,32,32,40,0,0,41,41,51,0,0,43,43,1,24,12,37,54,31,1,30,15
224554,12,567,1,566,0,0,129,129,23,0,0,209,209,37,0,0,223,223,8,189,146,343,39,35,1,33,26
224615,12,1761,0,1761,81,524,0,605,34,82,619,0,701,40,85,640,0,725,26,358,652,1036,41,22,1,20,37
224642,12,690,0,690,26,164,,190,28,26,199,,225,33,26,214,,240,16,168,266,450,35,27,2,24,39
224660,12,33,0,33,14,11,0,25,76,14,11,0,25,76,14,11,0,25,0,0,8,8,76,0,0,0,24
224679,12,122,0,122,37,41,0,78,64,37,41,0,78,64,37,41,0,78,0,2,42,44,64,2,0,2,34
224776,12,155,0,155,0,14,22,36,23,0,14,34,48,31,0,14,34,48,0,5,102,107,31,3,0,3,66
224891,12,128,0,128,10,13,,23,18,13,14,,27,21,14,14,,28,0,35,65,100,22,27,0,27,51
224961,12,76,0,76,10,12,0,22,29,10,13,0,23,30,10,13,0,23,0,35,18,53,30,46,0,46,24
225070,12,474,0,474,29,83,0,112,24,31,96,1,128,27,31,101,1,133,5,51,285,341,28,12,1,11,60
225201,12,70,0,70,1,30,7,38,54,1,30,7,38,54,1,30,7,38,0,6,26,32,54,9,0,9,37
225247,12,224,0,224,0,0,114,114,51,0,0,140,140,63,0,0,140,140,0,71,13,84,63,32,0,32,6
225308,12,378,0,378,34,55,0,89,24,34,61,0,95,25,35,65,0,100,2,80,196,278,26,22,1,21,52
225371,12,266,0,266,11,63,,74,28,10,68,,78,29,10,72,,82,1,80,103,184,31,30,0,30,39
225399,12,303,0,303,0,0,119,119,39,0,0,164,164,54,0,0,169,169,0,121,13,134,56,40,0,40,4
225414,12,143,0,143,0,0,49,49,34,0,0,75,75,52,0,0,78,78,2,50,13,65,55,36,1,35,9
225423,12,2226,0,2226,68,537,,605,27,79,664,,743,33,76,698,,774,45,611,796,1452,35,29,2,27,36
225432,12,352,0,352,0,0,34,34,10,0,0,98,98,28,0,0,112,112,10,152,78,240,32,46,3,43,22
225502,12,102,0,102,0,0,16,16,16,0,0,23,23,23,0,0,23,23,0,47,32,79,23,46,0,46,31
225511,12,2396,0,2396,0,0,904,904,38,0,0,1503,1503,63,0,0,1580,1580,20,497,299,816,66,22,1,21,12
225520,12,172,0,172,17,37,,54,31,15,46,,61,35,16,46,,62,3,45,62,110,36,28,2,26,36
225548,12,164,0,164,0,0,54,54,33,0,0,77,77,47,0,0,77,77,0,72,15,87,47,44,0,44,9
225575,12,80,0,80,0,0,12,12,15,0,0,12,12,15,0,0,16,16,0,12,52,64,20,15,0,15,65
225627,12,523,0,523,0,0,212,212,41,0,1,300,301,58,0,2,311,313,4,142,64,210,60,28,1,27,12
225876,12,96,0,96,0,77,,77,80,0,79,,79,82,0,80,,80,0,16,0,16,83,17,0,17,0
225885,12,71,0,71,0,0,7,7,10,0,0,21,21,30,0,0,21,21,0,0,50,50,30,0,0,0,70
225991,12,26,0,26,0,20,,20,77,0,20,,20,77,0,20,,20,0,0,6,6,77,0,0,0,23
226019,12,508,0,508,25,98,,123,24,24,112,,136,27,24,117,,141,4,128,235,367,28,26,1,25,46
226091,12,875,0,875,0,0,180,180,21,0,0,330,330,38,0,0,352,352,14,272,237,523,40,33,2,31,27
226107,12,183,0,183,27,28,,55,30,28,34,,62,34,28,38,,66,1,48,68,117,36,27,1,26,37
226116,12,197,2,195,9,43,,52,27,11,51,,62,32,11,53,,64,2,79,50,131,33,42,1,41,26
226134,12,288,0,288,14,88,0,102,35,14,98,0,112,39,14,101,0,115,8,54,111,173,40,22,3,19,39
226152,12,337,0,337,0,0,86,86,26,0,0,151,151,45,0,0,162,162,10,111,54,175,48,36,3,33,16
226204,12,2035,2,2033,394,848,,1242,61,352,995,,1347,66,345,1050,,1395,214,153,271,638,69,18,11,8,13
226231,12,238,0,238,0,1,111,112,47,0,1,130,131,55,0,1,131,132,3,77,26,106,55,34,1,32,11
226277,12,218,0,218,160,2,,162,74,160,2,,162,74,160,2,,162,0,4,52,56,74,2,0,2,24
226383,12,184,0,184,0,0,69,69,38,0,0,101,101,55,0,0,106,106,0,55,23,78,58,30,0,30,13
226408,12,125,0,125,7,33,0,40,32,6,44,0,50,40,8,50,0,58,2,30,35,67,46,26,2,24,28
226471,12,444,0,444,0,0,177,177,40,0,0,249,249,56,0,0,253,253,0,158,33,191,57,36,0,36,7
226578,12,325,0,325,14,104,,118,36,14,122,,136,42,16,130,,146,10,92,77,179,45,31,3,28,24
226587,12,100,0,100,0,0,35,35,35,0,0,47,47,47,0,0,47,47,1,40,12,53,47,41,1,40,12
226806,12,281,0,281,9,71,0,80,28,13,79,0,92,33,15,80,0,95,4,139,43,186,34,51,1,49,15
226833,12,478,0,478,0,0,124,124,26,0,0,238,238,50,0,0,243,243,0,170,65,235,51,36,0,36,14
226879,12,43,0,43,0,23,0,23,53,0,23,0,23,53,0,23,0,23,0,7,13,20,53,16,0,16,30
226903,12,58,0,58,38,0,,38,66,38,0,,38,66,38,0,,38,0,0,20,20,66,0,0,0,34
227146,12,553,0,553,26,123,,149,27,25,133,,158,29,25,137,,162,4,182,205,391,29,34,1,33,37
227182,12,3592,0,3592,88,803,0,891,25,100,1053,0,1153,32,108,1150,0,1258,65,828,1441,2334,35,25,2,23,40
227216,12,2554,0,2554,0,0,961,961,38,0,0,1526,1526,60,0,0,1597,1597,27,625,305,957,63,26,1,24,12
227225,12,268,0,268,17,57,,74,28,14,66,,80,30,15,71,,86,6,46,130,182,32,19,2,17,49
227304,12,291,0,291,42,62,0,104,36,42,63,0,105,36,39,80,2,121,2,50,118,170,42,18,1,17,41
227331,12,129,0,129,0,0,44,44,34,0,0,57,57,44,0,0,57,57,0,54,18,72,44,42,0,42,14
227368,12,952,1,951,0,0,270,270,28,0,0,490,490,52,0,0,538,538,36,196,181,413,57,24,4,21,19
227377,12,65,0,65,2,10,,12,18,3,15,,18,28,3,15,,18,5,13,29,47,28,28,8,20,45
227386,12,196,0,196,18,69,,87,44,21,73,,94,48,19,76,,95,1,39,61,101,48,20,1,20,31
227401,12,251,0,251,36,65,,101,40,36,71,,107,43,36,71,,107,2,74,68,144,43,30,1,29,27
227429,12,13,0,13,0,0,2,2,15,0,0,4,4,31,0,0,4,4,0,0,9,9,31,0,0,0,69
227526,12,429,1,428,0,0,86,86,20,0,0,198,198,46,0,0,221,221,3,135,69,207,52,32,1,32,16
227687,12,227,0,227,9,50,,59,26,9,51,,60,26,9,52,,61,0,53,113,166,27,23,0,23,50
227757,12,823,3,820,0,0,712,712,87,0,0,778,778,95,0,0,781,781,0,25,14,39,95,3,0,3,2
227845,12,493,1,492,0,0,268,268,54,0,0,327,327,66,0,0,331,331,1,98,62,161,67,20,0,20,13
227854,12,229,0,229,11,39,,50,22,9,49,,58,25,9,52,,61,2,75,91,168,27,34,1,33,40
227863,12,151,0,151,0,0,50,50,33,0,0,92,92,61,0,0,93,93,0,48,10,58,62,32,0,32,7
227881,12,1339,0,1339,0,0,491,491,37,0,0,786,786,59,0,0,820,820,14,326,179,519,61,25,1,24,13
227924,12,675,0,675,10,141,0,151,22,11,170,0,181,27,11,181,0,192,9,253,221,483,28,39,1,37,33
227979,12,2069,0,2069,123,618,0,741,36,129,736,0,865,42,135,821,0,956,35,447,631,1113,46,23,2,22,30
228042,12,171,0,171,9,0,70,79,46,9,0,81,90,53,9,1,84,94,0,58,19,77,55,34,0,34,11
228149,12,237,0,237,0,0,125,125,53,0,0,153,153,65,0,0,157,157,0,15,65,80,66,6,0,6,27
228158,12,751,0,751,66,117,,183,24,71,145,,216,29,69,153,,222,8,238,283,529,30,33,1,32,38
228246,12,1325,0,1325,0,0,967,967,73,0,0,1077,1077,81,0,0,1086,1086,1,173,65,239,82,13,0,13,5
228316,12,133,0,133,25,22,,47,35,24,28,,52,39,25,28,,53,1,33,46,80,40,26,1,25,35
228325,12,146,0,146,0,3,52,55,38,0,6,74,80,55,0,6,76,82,1,38,25,64,56,27,1,26,17
228343,12,281,1,280,0,0,188,188,67,0,0,203,203,73,0,0,203,203,0,70,7,77,73,25,0,25,3
228431,12,1256,0,1256,0,0,498,498,40,0,0,722,722,57,0,0,732,732,6,395,123,524,58,32,0,31,10
228459,12,3320,6,3314,0,0,1123,1123,34,0,0,1943,1943,59,0,0,2039,2039,23,406,846,1275,62,13,1,12,26
228468,12,61,0,61,0,1,18,19,31,0,1,24,25,41,0,1,24,25,0,30,6,36,41,49,0,49,10
228486,12,24,0,24,0,9,1,10,42,0,9,3,12,50,0,9,3,12,0,12,0,12,50,50,0,50,0
228501,12,120,0,120,0,0,22,22,18,0,0,37,37,31,0,0,42,42,1,49,28,78,35,42,1,41,23
228529,12,1253,0,1253,0,0,424,424,34,0,0,609,609,49,0,0,629,629,10,430,184,624,50,35,1,34,15
228547,12,2543,0,2543,19,584,,603,24,22,715,,737,29,21,770,,791,47,693,1012,1752,31,29,2,27,40
228608,12,141,0,141,1,39,,40,28,1,43,,44,31,2,44,,46,0,39,56,95,33,28,0,28,40
228699,12,133,0,133,30,34,,64,48,31,35,,66,50,31,39,,70,2,13,48,63,53,11,2,10,36
228705,12,481,0,481,0,0,138,138,29,0,0,245,245,51,0,0,257,257,2,137,85,224,53,29,0,28,18
228723,12,7311,0,7311,0,0,4226,4226,58,0,0,6228,6228,85,0,0,6289,6289,9,500,513,1022,86,7,0,7,7
228769,12,1519,0,1519,0,0,427,427,28,0,0,809,809,53,0,0,859,859,19,468,173,660,57,32,1,31,11
228778,12,5526,0,5526,0,0,3972,3972,72,0,0,4935,4935,89,0,0,4999,4999,13,333,181,527,90,6,0,6,3
228787,12,1796,0,1796,0,0,973,973,54,0,0,1253,1253,70,0,0,1277,1277,6,306,207,519,71,17,0,17,12
228796,12,1085,0,1085,0,0,219,219,20,0,0,539,539,50,0,0,611,611,31,201,242,474,56,21,3,19,22
228802,12,468,0,468,0,0,136,136,29,0,0,207,207,44,0,0,210,210,3,206,49,258,45,45,1,44,10
228875,12,1714,1,1713,0,0,1202,1202,70,0,0,1405,1405,82,0,0,1408,1408,2,232,71,305,82,14,0,14,4
228884,12,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,24,0,83,0,83,17
228981,12,204,0,204,0,0,90,90,44,0,0,130,130,64,0,0,131,131,0,59,14,73,64,29,0,29,7
229018,12,238,0,238,0,0,68,68,29,0,0,103,103,43,0,0,106,106,2,82,48,132,45,35,1,34,20
229027,12,2695,3,2692,0,0,715,715,27,0,0,1236,1236,46,0,0,1314,1314,16,839,523,1378,49,32,1,31,19
229063,12,354,0,354,0,0,42,42,12,0,0,90,90,25,0,0,99,99,2,201,52,255,28,57,1,57,15
229115,12,4274,6,4268,52,0,1659,1711,40,74,0,2785,2859,67,75,0,2855,2930,30,1114,194,1338,69,27,1,26,5
229160,12,380,0,380,0,0,43,43,11,0,0,63,63,17,0,0,70,70,4,60,246,310,18,17,1,16,65
229179,12,558,0,558,0,0,170,170,30,0,0,297,297,53,0,0,315,315,2,195,46,243,56,35,0,35,8
229267,12,549,1,548,0,0,368,368,67,0,0,433,433,79,0,0,437,437,0,83,28,111,80,15,0,15,5
229355,12,1186,4,1182,29,37,0,66,6,91,394,2,487,41,97,413,3,513,26,394,249,669,43,36,2,33,21
229416,12,310,4,306,201,0,,201,66,201,0,,201,66,201,0,,201,0,6,99,105,66,2,0,2,32
229504,12,173,0,173,15,32,,47,27,15,41,,56,32,14,43,,57,2,51,63,116,33,31,1,29,36
229540,12,246,0,246,12,62,,74,30,11,71,,82,33,10,74,,84,4,65,93,162,34,28,2,26,38
229780,12,148,1,147,0,0,31,31,21,0,0,41,41,28,0,0,44,44,0,90,13,103,30,61,0,61,9
229799,12,426,2,424,22,54,0,76,18,21,62,0,83,20,22,64,0,86,2,101,235,338,20,24,0,24,55
229814,12,761,0,761,0,0,244,244,32,0,0,378,378,50,0,0,396,396,26,233,106,365,52,34,3,31,14
229832,12,180,0,180,15,75,,90,50,15,79,,94,52,15,83,,98,0,35,47,82,54,19,0,19,26
229841,12,865,0,865,66,124,,190,22,70,166,,236,27,73,179,,252,4,390,219,613,29,46,0,45,25
229887,12,52,0,52,0,0,24,24,46,0,0,30,30,58,0,0,30,30,0,10,12,22,58,19,0,19,23
230038,12,3844,414,3430,0,0,583,583,17,0,0,2221,2221,65,0,0,3025,3025,20,206,179,405,88,7,1,6,5
230047,12,510,90,420,0,71,111,182,43,0,57,222,279,66,0,55,237,292,0,88,40,128,70,21,0,21,10
230171,12,1004,67,937,25,147,104,276,29,27,163,194,384,41,32,171,230,433,1,263,240,504,46,28,0,28,26
230366,12,11,0,11,2,0,2,4,36,2,0,2,4,36,2,0,2,4,0,0,7,7,36,0,0,0,64
230418,12,380,0,380,2,124,0,126,33,2,129,0,131,34,2,129,0,131,0,165,84,249,34,43,0,43,22
230597,12,1007,178,829,10,415,5,430,52,11,421,5,437,53,12,425,5,442,3,357,27,387,53,43,0,43,3
230603,12,826,84,742,5,117,177,299,40,5,73,304,382,51,4,70,328,402,9,198,133,340,54,28,1,27,18
230728,12,2757,286,2471,0,256,473,729,30,0,297,1021,1318,53,0,305,1164,1469,21,561,420,1002,59,24,1,23,17
230737,12,2127,197,1930,7,311,178,496,26,65,298,475,838,43,27,295,599,921,21,558,430,1009,48,30,1,29,22
230746,12,1241,56,1185,25,277,,302,25,20,328,,348,29,25,357,,382,20,277,506,803,32,25,2,23,43
230764,12,2231,347,1884,0,0,666,666,35,0,0,1302,1302,69,0,0,1448,1448,48,319,69,436,77,19,3,17,4
230782,12,1536,61,1475,8,287,193,488,33,6,233,435,674,46,6,189,546,741,13,328,393,734,50,23,1,22,27
