UNITID,OMCHRT,OMRCHRT,OMEXCLS,OMACHRT,OMCERT4,OMASSC4,OMBACH4,OMAWDN4,OMAWDP4,OMCERT6,OMASSC6,OMBACH6,OMAWDN6,OMAWDP6,OMCERT8,OMASSC8,OMBACH8,OMAWDN8,OMENRYI,OMENRAI,OMENRUN,OMNOAWD,OMAWDP8,OMENRTP,OMENRYP,OMENRAP,OMENRUP
240268,12,1623,0,1623,0,7,664,671,41,0,10,1078,1088,67,0,10,1091,1101,5,362,155,522,68,23,0,22,10
240277,12,519,0,519,0,2,225,227,44,0,3,306,309,60,0,3,315,318,2,158,41,201,61,31,0,30,8
240329,12,1597,0,1597,0,5,727,732,46,0,6,1176,1182,74,0,11,1186,1197,0,335,65,400,75,21,0,21,4
240338,12,149,0,149,0,0,87,87,58,0,0,104,104,70,0,0,104,104,0,42,3,45,70,28,0,28,2
240365,12,1236,0,1236,0,1,317,318,26,0,3,709,712,58,0,4,729,733,6,394,103,503,59,32,0,32,8
240374,12,360,0,360,0,1,57,58,16,0,2,135,137,38,0,3,143,146,4,130,80,214,41,37,1,36,22
240392,12,35,0,35,2,3,5,10,29,2,3,6,11,31,2,3,6,11,0,9,15,24,31,26,0,26,43
240417,12,1071,0,1071,0,0,336,336,31,0,0,661,661,62,0,0,689,689,13,251,118,382,64,25,1,23,11
240426,12,223,0,223,0,4,69,73,33,0,5,98,103,46,0,5,99,104,1,72,46,119,47,33,0,32,21
240444,12,5482,0,5482,0,0,3687,3687,67,0,0,4883,4883,89,0,0,4921,4921,12,383,166,561,90,7,0,7,3
240453,12,2126,0,2126,0,2,540,542,25,0,1,1080,1081,51,0,1,1150,1151,25,602,348,975,54,29,1,28,16
240462,12,1280,0,1280,0,2,334,336,26,0,2,737,739,58,0,2,761,763,11,343,163,517,60,28,1,27,13
240471,12,717,0,717,0,0,286,286,40,0,1,431,432,60,0,1,437,438,3,205,71,279,61,29,0,29,10
240480,12,1108,0,1108,0,6,396,402,36,0,7,673,680,61,0,7,680,687,5,294,122,421,62,27,0,27,11
240505,12,408,0,408,8,165,,173,42,7,181,,188,46,6,188,,194,8,88,118,214,48,24,2,22,29
240514,12,142,0,142,10,42,0,52,37,11,44,0,55,39,13,47,0,60,2,31,49,82,42,23,1,22,35
240596,12,102,0,102,14,40,,54,53,14,41,,55,54,14,41,,55,0,24,23,47,54,24,0,24,23
240620,12,255,0,255,25,74,0,99,39,25,81,0,106,42,25,81,0,106,0,75,74,149,42,29,0,29,29
240657,12,254,0,254,5,110,0,115,45,5,112,0,117,46,5,113,0,118,4,59,73,136,46,25,2,23,29
240666,12,332,0,332,17,143,,160,48,16,146,,162,49,16,146,,162,3,82,85,170,49,26,1,25,26
240693,12,321,0,321,6,138,0,144,45,7,141,0,148,46,7,145,0,152,7,52,110,169,47,18,2,16,34
240718,12,286,0,286,200,35,,235,82,200,35,,235,82,200,35,,235,0,0,51,51,82,0,0,0,18
240727,12,1254,6,1248,0,0,431,431,35,0,0,755,755,60,0,0,800,800,14,293,141,448,64,25,1,23,11
240736,12,51,0,51,1,11,0,12,24,1,13,0,14,27,2,15,1,18,0,3,30,33,35,6,0,6,59
240745,12,46,0,46,3,9,0,12,26,3,12,0,15,33,3,13,0,16,1,29,0,30,35,65,2,63,0
240754,12,285,0,285,0,0,34,34,12,0,0,87,87,31,0,0,105,105,10,0,170,180,37,4,4,0,60
240790,12,40,0,40,0,12,0,12,30,0,13,2,15,38,0,13,3,16,3,2,19,24,40,13,8,5,48
241100,12,16,0,16,0,0,0,0,0,0,0,4,4,25,0,0,4,4,0,5,7,12,25,31,0,31,44
241128,12,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,100
241191,12,21,0,21,0,0,7,7,33,0,0,13,13,62,0,0,13,13,0,5,3,8,62,24,0,24,14
241216,12,38,0,38,0,1,10,11,29,0,0,16,16,42,0,1,17,18,1,1,18,20,47,5,3,3,47
241225,12,11,0,11,0,0,0,0,0,0,0,2,2,18,0,0,2,2,0,2,7,9,18,18,0,18,64
241304,12,39,0,39,0,2,1,3,8,0,2,1,3,8,0,2,1,3,0,0,36,36,8,0,0,0,92
241377,12,25,0,25,2,1,0,3,12,2,1,2,5,20,2,1,2,5,0,1,19,20,20,4,0,4,76
241386,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,100
241395,12,7,0,7,0,0,3,3,43,0,0,6,6,86,0,0,6,6,0,1,0,1,86,14,0,14,0
241410,12,93,0,93,0,1,21,22,24,0,1,59,60,65,0,1,65,66,1,19,7,27,71,22,1,20,8
241517,12,15,0,15,6,0,1,7,47,6,0,1,7,47,6,0,1,7,0,8,0,8,47,53,0,53,0
241614,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,100
241720,12,33,0,33,0,2,1,3,9,0,2,4,6,18,0,3,5,8,1,1,23,25,24,6,3,3,70
241739,12,215,0,215,11,7,9,27,13,12,4,48,64,30,12,4,52,68,1,10,136,147,32,5,0,5,63
241766,12,9,0,9,0,0,5,5,56,0,0,8,8,89,0,0,8,8,0,1,0,1,89,11,0,11,0
241836,12,14,1,13,0,0,2,2,15,0,1,2,3,23,0,7,2,9,0,0,4,4,69,0,0,0,31
241951,12,9,0,9,0,0,0,0,0,0,0,4,4,44,0,0,5,5,1,0,3,4,56,11,11,0,33
242042,12,16,0,16,0,13,,13,81,0,13,,13,81,0,13,,13,3,0,0,3,81,19,19,0,0
242112,12,69,0,69,25,2,0,27,39,25,2,0,27,39,25,2,0,27,0,2,40,42,39,3,0,3,58
242121,12,6,0,6,1,1,1,3,50,1,1,1,3,50,1,1,1,3,0,0,3,3,50,0,0,0,50
242130,12,21,0,21,0,1,,1,5,0,1,,1,5,0,1,,1,0,1,19,20,5,5,0,5,90
242149,12,20,0,20,1,1,,2,10,1,1,,2,10,1,1,,2,0,2,16,18,10,10,0,10,80
242556,12,73,0,73,0,71,,71,97,0,71,,71,97,0,71,,71,0,0,2,2,97,0,0,0,3
242583,12,64,0,64,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,63,64,0,2,0,2,98
242617,12,110,0,110,0,0,17,17,15,0,0,45,45,41,0,0,48,48,1,4,57,62,44,5,1,4,52
242626,12,50,0,50,0,0,10,10,20,0,0,13,13,26,0,0,14,14,3,1,32,36,28,8,6,2,64
242635,12,49,0,49,0,0,11,11,22,0,0,20,20,41,0,0,23,23,1,3,22,26,47,8,2,6,45
242644,12,18,0,18,0,0,6,6,33,0,0,6,6,33,0,4,7,11,1,2,4,7,61,17,6,11,22
242653,12,251,0,251,0,0,67,67,27,0,0,94,94,37,0,0,104,104,5,2,140,147,41,3,2,1,56
242662,12,84,0,84,3,3,15,21,25,3,3,29,35,42,3,3,30,36,1,4,43,48,43,6,1,5,51
242680,12,43,0,43,0,0,4,4,9,0,0,10,10,23,0,0,10,10,0,1,32,33,23,2,0,2,74
242699,12,22,0,22,0,0,3,3,14,0,0,6,6,27,0,0,7,7,1,0,14,15,32,5,5,0,64
242705,12,128,0,128,0,0,19,19,15,0,0,48,48,38,0,0,54,54,3,12,59,74,42,12,2,9,46
242972,12,548,0,548,189,43,7,239,44,189,43,10,242,44,189,43,10,242,0,1,305,306,44,0,0,0,56
243106,12,132,0,132,12,0,13,25,19,19,0,48,67,51,19,0,52,71,0,23,38,61,54,17,0,17,29
243115,12,103,0,103,0,1,11,12,12,0,1,63,64,62,0,1,63,64,3,19,17,39,62,21,3,18,17
243133,12,301,0,301,0,22,176,198,66,0,22,176,198,66,0,22,176,198,1,1,101,103,66,1,0,0,34
243142,12,166,0,166,0,11,46,57,34,0,11,80,91,55,0,11,81,92,1,19,54,74,55,12,1,11,33
243151,12,284,0,284,0,0,18,18,6,0,0,110,110,39,0,0,119,119,0,1,164,165,42,0,0,0,58
243179,12,159,1,158,0,15,18,33,21,0,15,80,95,60,0,14,87,101,3,15,39,57,64,11,2,9,25
243188,12,70,0,70,0,11,0,11,16,0,11,2,13,19,0,11,2,13,0,21,36,57,19,30,0,30,51
243197,12,647,0,647,0,0,45,45,7,0,0,342,342,53,0,0,438,438,20,3,186,209,68,4,3,0,29
243212,12,127,0,127,0,5,9,14,11,0,5,57,62,49,0,5,63,68,0,8,51,59,54,6,0,6,40
243221,12,1112,0,1112,0,0,182,182,16,0,0,475,475,43,0,0,502,502,51,1,558,610,45,5,5,0,50
243346,12,272,0,272,24,14,7,45,17,25,11,48,84,31,25,12,51,88,0,14,170,184,32,5,0,5,63
243443,12,153,0,153,0,11,15,26,17,0,11,69,80,52,0,10,77,87,2,37,27,66,57,25,1,24,18
243577,12,81,0,81,0,0,4,4,5,0,0,25,25,31,0,0,30,30,8,19,24,51,37,33,10,23,30
243586,12,10,0,10,0,1,0,1,10,0,1,1,2,20,0,1,2,3,0,2,5,7,30,20,0,20,50
243601,12,199,0,199,1,25,6,32,16,1,25,46,72,36,1,23,57,81,3,7,108,118,41,5,2,4,54
243638,12,7,0,7,0,1,0,1,14,0,1,0,1,14,0,1,0,1,0,0,6,6,14,0,0,0,86
243647,12,6,0,6,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,5,6,0,17,0,17,83
243665,12,119,0,119,0,4,9,13,11,0,6,37,43,36,0,6,44,50,9,31,29,69,42,34,8,26,24
243744,12,1428,0,1428,0,0,1072,1072,75,0,0,1360,1360,95,0,0,1389,1389,7,12,20,39,97,1,0,1,1
243780,12,5468,0,5468,3,5,3276,3284,60,5,3,4590,4598,84,3,3,4668,4674,16,502,276,794,85,9,0,9,5
243823,12,25,0,25,9,7,1,17,68,9,7,1,17,68,9,7,1,17,0,2,6,8,68,8,0,8,24
243832,12,21,0,21,0,3,0,3,14,0,4,2,6,29,0,4,2,6,2,1,12,15,29,14,10,5,57
243841,12,32,0,32,12,0,,12,38,12,0,,12,38,12,0,,12,0,4,16,20,38,13,0,13,50
244233,12,7,0,7,0,1,0,1,14,0,2,0,2,29,0,2,0,2,0,3,2,5,29,43,0,43,29
244279,12,5,0,5,1,3,,4,80,1,3,,4,80,1,3,,4,0,1,0,1,80,20,0,20,0
244437,12,1196,0,1196,0,200,,200,17,0,254,,254,21,0,270,,270,9,750,167,926,23,63,1,63,14
244446,12,153,0,153,54,13,,67,44,54,15,,69,45,54,15,,69,1,24,59,84,45,16,1,16,39
245625,12,168,0,168,0,77,,77,46,0,82,,82,49,0,83,,83,0,41,44,85,49,24,0,24,26
245652,12,56,0,56,0,0,24,24,43,0,0,36,36,64,0,0,36,36,0,13,7,20,64,23,0,23,13
245953,12,51,0,51,0,0,7,7,14,0,0,14,14,27,0,0,15,15,0,3,33,36,29,6,0,6,65
245962,12,37,0,37,5,12,,17,46,5,12,,17,46,5,12,,17,0,7,13,20,46,19,0,19,35
246354,12,269,0,269,4,76,,80,30,4,87,,91,34,3,95,,98,5,81,85,171,36,32,2,30,32
246813,12,220,0,220,67,33,,100,45,69,36,,105,48,67,39,,106,1,50,63,114,48,23,0,23,29
246974,12,45,1,44,28,7,,35,80,28,7,,35,80,28,7,,35,0,2,7,9,80,5,0,5,16
247065,12,20,0,20,0,4,0,4,20,0,4,0,4,20,4,14,0,18,0,0,2,2,90,0,0,0,10
247603,12,297,0,297,1,105,,106,36,3,115,,118,40,0,123,,123,1,54,119,174,41,19,0,18,40
247649,12,91,1,90,0,30,1,31,34,0,26,7,33,37,0,25,8,33,0,36,21,57,37,40,0,40,23
247773,12,10,0,10,0,0,0,0,0,0,0,3,3,30,0,0,3,3,0,7,0,7,30,70,0,70,0
247834,12,2537,0,2537,37,502,0,539,21,37,743,0,780,31,39,807,1,847,44,897,749,1690,33,37,2,35,30
247940,12,200,2,198,8,79,,87,44,8,87,,95,48,8,89,,97,3,25,73,101,49,14,2,13,37
248934,12,975,8,967,34,172,133,339,35,35,179,139,353,37,35,180,143,358,2,219,388,609,37,23,0,23,40
249609,12,24,0,24,17,0,,17,71,17,0,,17,71,17,0,,17,0,2,5,7,71,8,0,8,21
250027,12,36,0,36,21,8,,29,81,21,8,,29,81,21,8,,29,0,0,7,7,81,0,0,0,19
251260,12,402,0,402,31,85,,116,29,33,93,,126,31,33,95,,128,2,170,102,274,32,43,0,42,25
251312,12,12,0,12,0,0,1,1,8,0,0,1,1,8,0,0,1,1,0,2,9,11,8,17,0,17,75
260372,12,10,0,10,1,3,0,4,40,0,4,0,4,40,0,4,0,4,0,0,6,6,40,0,0,0,60
260691,12,223,0,223,176,7,,183,82,174,9,,183,82,173,10,,183,0,2,38,40,82,1,0,1,17
260789,12,89,0,89,56,16,0,72,81,56,16,0,72,81,56,16,0,72,0,1,16,17,81,1,0,1,18
260813,12,3,0,3,0,0,2,2,67,0,0,2,2,67,0,0,2,2,0,1,0,1,67,33,0,33,0
260992,12,54,0,54,0,17,0,17,31,0,19,0,19,35,0,21,0,21,0,0,33,33,39,0,0,0,61
261861,12,16,0,16,9,5,,14,88,9,5,,14,88,9,5,,14,0,0,2,2,88,0,0,0,13
262031,12,910,2,908,2,221,,223,25,5,246,,251,28,7,263,,270,4,342,292,638,30,38,0,38,32
262086,12,16,0,16,0,1,5,6,38,0,1,6,7,44,0,1,6,7,2,1,6,9,44,19,13,6,38
262129,12,164,0,164,0,0,95,95,58,0,0,107,107,65,0,0,108,108,0,51,5,56,66,31,0,31,3
262457,12,36,0,36,4,21,,25,69,4,21,,25,69,4,21,,25,0,2,9,11,69,6,0,6,25
363633,12,56,0,56,2,12,,14,25,2,13,,15,27,2,14,,16,1,1,38,40,29,4,2,2,68
363712,12,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,0,75,0,75,25
363907,12,30,0,30,0,0,0,0,0,0,0,1,1,3,0,0,1,1,0,0,29,29,3,0,0,0,97
363916,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,50,0,0,0,50
363934,12,64,1,63,0,2,20,22,35,0,2,21,23,37,0,2,21,23,1,16,23,40,37,27,2,25,37
364016,12,390,0,390,15,79,,94,24,18,98,,116,30,18,98,,116,35,127,112,274,30,42,9,33,29
364025,12,715,0,715,21,180,,201,28,20,220,,240,34,20,220,,240,86,209,180,475,34,41,12,29,25
366003,12,7,1,6,0,1,0,1,17,0,0,1,1,17,0,1,1,2,0,0,4,4,33,0,0,0,67
366252,12,777,5,772,0,263,156,419,54,0,237,243,480,62,0,232,254,486,8,143,135,286,63,20,1,19,17
366261,12,59,0,59,6,19,,25,42,6,19,,25,42,6,19,,25,0,2,32,34,42,3,0,3,54
366270,12,14,0,14,11,1,,12,86,11,1,,12,86,11,1,,12,0,0,2,2,86,0,0,0,14
366340,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,100
366395,12,3005,0,3005,7,1019,,1026,34,7,1168,,1175,39,8,1211,,1219,33,651,1102,1786,41,23,1,22,37
366401,12,673,0,673,3,317,,320,48,5,355,,360,53,5,369,,374,4,137,158,299,56,21,1,20,23
366465,12,108,0,108,48,18,,66,61,50,18,,68,63,47,21,,68,0,13,27,40,63,12,0,12,25
366535,12,52,0,52,16,10,,26,50,16,10,,26,50,16,10,,26,0,2,24,26,50,4,0,4,46
366553,12,44,0,44,3,8,0,11,25,3,8,0,11,25,3,8,1,12,0,3,29,32,27,7,0,7,66
366711,12,1082,0,1082,0,0,215,215,20,0,0,616,616,57,0,0,666,666,12,286,118,416,62,28,1,26,11
367103,12,3,0,3,1,0,,1,33,1,0,,1,33,1,0,,1,0,0,2,2,33,0,0,0,67
367112,12,9,0,9,2,0,,2,22,2,0,,2,22,2,0,,2,0,2,5,7,22,22,0,22,56
367361,12,6,0,6,1,0,,1,17,1,0,,1,17,1,0,,1,0,0,5,5,17,0,0,0,83
367459,12,510,3,507,13,102,,115,23,13,116,,129,25,14,126,,140,10,144,213,367,28,30,2,28,42
367884,12,43,0,43,0,7,2,9,21,0,7,4,11,26,0,7,5,12,1,8,22,31,28,21,2,19,51
368443,12,13,0,13,2,1,0,3,23,2,1,0,3,23,2,1,0,3,0,1,9,10,23,8,0,8,69
368452,12,33,0,33,0,11,7,18,55,0,11,9,20,61,0,11,9,20,0,2,11,13,61,6,0,6,33
368629,12,57,0,57,46,1,,47,82,46,1,,47,82,46,1,,47,0,2,8,10,82,4,0,4,14
368911,12,26,0,26,17,1,,18,69,16,2,,18,69,16,2,,18,1,3,4,8,69,15,4,12,15
369400,12,501,5,496,349,0,,349,70,349,0,,349,70,349,0,,349,0,3,144,147,70,1,0,1,29
369516,12,7,0,7,2,1,0,3,43,2,1,0,3,43,2,1,0,3,0,0,4,4,43,0,0,0,57
369668,12,97,0,97,72,0,,72,74,72,0,,72,74,72,0,,72,0,0,25,25,74,0,0,0,26
372073,12,6,0,6,0,5,0,5,83,0,5,0,5,83,0,5,0,5,0,0,1,1,83,0,0,0,17
372329,12,51,0,51,25,15,,40,78,25,15,,40,78,25,15,,40,1,1,9,11,78,4,2,2,18
372921,12,49,0,49,19,1,,20,41,19,1,,20,41,19,1,,20,0,7,22,29,41,14,0,14,45
373085,12,8,0,8,1,2,,3,38,1,2,,3,38,1,2,,3,0,0,5,5,38,0,0,0,63
375416,12,41,0,41,11,9,,20,49,11,9,,20,49,11,9,,20,0,3,18,21,49,7,0,7,44
375939,12,30,0,30,8,8,,16,53,8,8,,16,53,8,8,,16,0,0,14,14,53,0,0,0,47
376224,12,5,0,5,0,0,0,0,0,1,0,0,1,20,1,0,0,1,0,0,4,4,20,0,0,0,80
376385,12,4,0,4,1,0,2,3,75,1,0,2,3,75,1,0,2,3,0,0,1,1,75,0,0,0,25
376695,12,2,0,2,0,1,0,1,50,0,1,0,1,50,0,1,0,1,0,0,1,1,50,0,0,0,50
377111,12,77,0,77,45,3,0,48,62,45,3,0,48,62,45,3,0,48,0,4,25,29,62,5,0,5,32
377218,12,29,0,29,24,2,,26,90,24,2,,26,90,24,2,,26,0,0,3,3,90,0,0,0,10
377458,12,9,0,9,4,3,,7,78,4,3,,7,78,4,3,,7,0,1,1,2,78,11,0,11,11
377546,12,12,0,12,0,0,4,4,33,0,0,4,4,33,0,0,4,4,0,0,8,8,33,0,0,0,67
377555,12,380,1,379,0,0,182,182,48,0,0,267,267,70,0,0,274,274,2,72,31,105,72,20,1,19,8
377564,12,205,0,205,0,0,99,99,48,0,0,131,131,64,0,0,132,132,1,44,28,73,64,22,0,21,14
377652,12,8,0,8,6,1,,7,88,6,1,,7,88,6,1,,7,0,1,0,1,88,13,0,13,0
377661,12,9,0,9,9,0,0,9,100,9,0,0,9,100,9,0,0,9,0,0,0,0,100,0,0,0,0
378105,12,2,0,2,2,0,,2,100,2,0,,2,100,2,0,,2,0,0,0,0,100,0,0,0,0
378576,12,22,0,22,4,5,0,9,41,4,5,0,9,41,4,5,0,9,0,0,13,13,41,0,0,0,59
379746,12,95,0,95,93,0,,93,98,93,0,,93,98,93,0,,93,0,0,2,2,98,0,0,0,2
379782,12,6,0,6,1,1,,2,33,1,1,,2,33,1,1,,2,0,1,3,4,33,17,0,17,50
380359,12,22,0,22,4,2,0,6,27,2,4,0,6,27,2,4,0,6,1,5,10,16,27,27,5,23,45
380368,12,47,0,47,1,23,0,24,51,1,24,0,25,53,1,24,0,25,0,4,18,22,53,9,0,9,38
380377,12,42,0,42,0,6,0,6,14,0,7,0,7,17,0,7,0,7,3,7,25,35,17,24,7,17,60
380438,12,6,0,6,1,0,1,2,33,1,0,1,2,33,1,0,1,2,0,0,4,4,33,0,0,0,67
382911,12,9,0,9,1,0,,1,11,1,0,,1,11,1,0,,1,0,1,7,8,11,11,0,11,78
382957,12,54,0,54,19,4,,23,43,19,4,,23,43,19,4,,23,0,8,23,31,43,15,0,15,43
383084,12,330,0,330,302,0,,302,92,302,0,,302,92,302,0,,302,0,9,19,28,92,3,0,3,6
383190,12,144,0,144,12,48,,60,42,11,57,,68,47,11,59,,70,0,17,57,74,49,12,0,12,40
383996,12,14,0,14,5,0,,5,36,5,0,,5,36,5,0,,5,0,4,5,9,36,29,0,29,36
384254,12,43,0,43,0,6,12,18,42,0,6,20,26,60,0,6,21,27,0,5,11,16,63,12,0,12,26
384333,12,427,0,427,4,84,,88,21,5,108,,113,26,5,108,,113,47,117,150,314,26,38,11,27,35
384342,12,403,0,403,7,145,,152,38,6,152,,158,39,6,156,,162,3,127,111,241,40,32,1,32,28
384412,12,17,0,17,0,0,7,7,41,0,0,7,7,41,0,0,7,7,0,0,10,10,41,0,0,0,59
384421,12,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,13,7,93,0,93,0
385503,12,11,0,11,3,3,,6,55,3,3,,6,55,3,3,,6,0,1,4,5,55,9,0,9,36
385619,12,179,0,179,0,0,78,78,44,0,0,78,78,44,0,0,120,120,0,6,53,59,67,3,0,3,30
