UNITID,EFDELEV,EFDETOT,EFDEEXC,EFDESOM,EFDENON,EFDEEX1,EFDEEX2,EFDEEX3,EFDEEX4,EFDEEX5
174020,11,336,142,34,160,131,11,0,0,0
174066,11,8688,417,297,7974,351,52,0,13,1
174075,11,814,48,30,736,45,3,0,0,0
174127,11,13,0,1,12,,,,,
174136,11,1415,499,204,712,479,18,1,0,1
174233,11,1056,9,12,1035,9,0,0,0,0
174251,11,44,8,1,35,8,0,0,0,0
174358,11,267,163,29,75,119,44,0,0,0
174376,11,1644,708,327,609,696,10,0,0,2
174428,11,3376,1483,633,1260,1448,32,0,0,3
174437,11,66,17,16,33,17,0,0,0,0
174473,11,983,445,98,440,419,24,1,0,1
174491,11,1649,1101,242,306,1062,38,0,1,0
174507,11,114,51,27,36,32,10,4,2,3
174525,11,11,9,0,2,9,0,0,0,0
174570,11,1277,88,106,1083,88,0,0,0,0
174738,11,1342,499,317,526,491,8,0,0,0
174747,11,15,0,0,15,,,,,
174756,11,641,262,137,242,248,11,0,0,3
174783,11,3174,196,277,2701,193,3,0,0,0
174792,11,27,0,0,27,,,,,
174817,11,20,1,4,15,1,0,0,0,0
174844,11,27,0,0,27,,,,,
174862,11,494,420,45,29,402,18,0,0,0
174899,11,15,2,0,13,1,1,0,0,0
174914,11,38,2,2,34,2,0,0,0,0
175005,11,55,1,14,40,1,0,0,0,0
175014,11,14,14,0,0,3,11,0,0,0
175041,11,1538,325,217,996,311,13,0,0,1
175078,11,4562,22,13,4527,21,1,0,0,0
175227,11,8,5,0,3,5,0,0,0,0
175236,11,729,362,207,160,352,9,0,0,1
175263,11,817,243,102,472,224,18,0,0,1
175272,11,149,26,17,106,25,1,0,0,0
175315,11,1773,770,332,671,752,17,0,0,1
175342,11,87,85,0,2,85,0,0,0,0
175421,11,87,5,0,82,4,1,0,0,0
175430,11,352,87,34,231,87,0,0,0,0
175519,11,434,330,1,103,329,0,0,1,0
175573,11,828,278,203,347,278,0,0,0,0
175616,11,262,3,1,258,3,0,0,0,0
175643,11,742,232,107,403,232,0,0,0,0
175652,11,728,328,105,295,305,23,0,0,0
175786,11,2893,342,149,2402,339,1,0,0,2
175810,11,1047,322,161,564,322,0,0,0,0
175829,11,869,422,50,397,422,0,0,0,0
175856,11,22,6,7,9,5,1,0,0,0
175883,11,925,365,142,418,360,4,0,1,0
175935,11,478,0,7,471,,,,,
175980,11,5,0,0,5,,,,,
176008,11,347,207,47,93,207,0,0,0,0
176017,11,145,28,8,109,22,6,0,0,0
176035,11,379,41,3,335,28,13,0,0,0
176044,11,485,8,17,460,8,0,0,0,0
176053,11,298,0,4,294,,,,,
176071,11,1561,33,185,1343,33,0,0,0,0
176080,11,151,56,8,87,31,25,0,0,0
176169,11,496,333,22,141,332,1,0,0,0
176178,11,2042,13,10,2019,13,0,0,0,0
176239,11,883,329,147,407,328,1,0,0,0
176318,11,24,0,0,24,,,,,
176336,11,1,0,0,1,,,,,
176354,11,179,0,0,179,,,,,
176372,11,109,15,6,88,14,1,0,0,0
176406,11,116,,,116,,,,,
176479,11,1519,43,26,1450,43,0,0,0,0
176628,11,41,5,0,36,1,4,0,0,0
176789,11,24,15,3,6,3,12,0,0,0
176910,11,5,1,2,2,1,0,0,0,0
176947,11,6,0,0,6,,,,,
176965,11,1425,48,32,1345,45,3,0,0,0
177065,11,189,102,8,79,68,34,0,0,0
177083,11,2,,,2,,,,,
177135,11,1329,195,154,980,189,6,0,0,0
177144,11,46,3,0,43,2,1,0,0,0
177214,11,6,0,1,5,,,,,
177250,11,942,53,79,810,53,0,0,0,0
177418,11,16,7,1,8,3,1,0,3,0
177472,11,2952,219,39,2694,206,13,0,0,0
177542,11,55,0,0,55,,,,,
177551,11,6,1,2,3,1,0,0,0,0
177676,11,1140,115,220,805,114,1,0,0,0
177746,11,3,,,3,,,,,
177940,11,407,0,0,407,,,,,
177968,11,181,6,4,171,6,0,0,0,0
177977,11,218,24,8,186,23,1,0,0,0
177986,11,22,22,0,0,7,14,1,0,0
177995,11,2286,210,265,1811,205,4,0,0,1
178059,11,28,10,0,18,6,4,0,0,0
178208,11,130,19,1,110,5,14,0,0,0
178217,11,800,138,150,512,138,0,0,0,0
178244,11,3041,12,6,3023,10,2,0,0,0
178341,11,807,193,65,549,186,5,0,1,1
178369,11,225,107,15,103,107,0,0,0,0
178387,11,1213,61,69,1083,61,0,0,0,0
178396,11,539,205,38,296,172,33,0,0,0
178402,11,3700,13,28,3659,8,5,0,0,0
178411,11,45,2,0,43,2,0,0,0,0
178420,11,7037,426,126,6485,405,20,0,1,0
178448,11,1994,612,487,895,587,16,9,0,0
178615,11,702,549,6,147,518,1,30,0,0
178624,11,629,109,16,504,107,1,0,1,0
178679,11,11,2,0,9,1,1,0,0,0
178697,11,6,,,6,,,,,
178721,11,177,146,9,22,10,135,1,0,0
178767,11,1,0,0,1,,,,,
179043,11,813,6,0,807,5,1,0,0,0
179159,11,3330,3,3,3324,1,2,0,0,0
179308,11,3061,535,335,2191,518,15,0,1,1
179326,11,361,52,3,306,12,3,37,0,0
179344,11,888,331,94,463,300,22,0,9,0
179539,11,1262,446,150,666,438,8,0,0,0
179548,11,3,0,0,3,,,,,
179557,11,1444,609,206,629,571,38,0,0,0
179566,11,5087,145,10,4932,17,7,0,121,0
179645,11,785,437,134,214,435,2,0,0,0
179715,11,659,315,102,242,308,7,0,0,0
179867,11,331,181,19,131,149,29,0,3,0
179894,11,23,6,1,16,4,2,0,0,0
179946,11,3,0,0,3,,,,,
179964,11,37,2,0,35,1,1,0,0,0
180054,11,9,3,0,6,3,0,0,0,0
180081,11,333,38,29,266,38,0,0,0,0
180106,11,17,1,0,16,1,0,0,0,0
180151,11,215,129,1,85,46,83,0,0,0
180160,11,4,0,0,4,,,,,
180179,11,923,208,54,661,207,1,0,0,0
180197,11,1039,85,46,908,82,1,1,1,0
180212,11,117,32,6,79,26,6,0,0,0
180249,11,428,185,42,201,182,2,0,1,0
180276,11,815,100,28,687,97,3,0,0,0
180328,11,1,,,1,,,,,
180373,11,196,147,13,36,139,8,0,0,0
180416,11,13,6,0,7,6,0,0,0,0
180461,11,282,19,20,243,17,2,0,0,0
180489,11,278,73,19,186,71,2,0,0,0
180522,11,289,79,12,198,77,2,0,0,0
180595,11,11,0,2,9,,,,,
180647,11,77,0,9,68,,,,,
180692,11,222,57,1,164,57,0,0,0,0
180814,11,490,476,2,12,29,446,1,0,0
180878,11,63,8,1,54,8,0,0,0,0
180902,11,3415,2725,176,514,2706,10,0,0,9
180948,11,125,118,1,6,108,10,0,0,0
180984,11,1530,0,0,1530,,,,,
181002,11,29,1,2,26,0,1,0,0,0
181020,11,2,0,0,2,,,,,
181127,11,1,0,0,1,,,,,
181215,11,110,36,8,66,31,5,0,0,0
181303,11,7888,1183,529,6176,1089,72,0,0,22
181312,11,1137,311,171,655,308,3,0,0,0
181330,11,136,0,0,136,,,,,
181394,11,160,47,30,83,40,7,0,0,0
181419,11,245,63,13,169,36,27,0,0,0
181428,11,25,1,0,24,1,0,0,0,0
181446,11,15,0,2,13,,,,,
181464,11,92,54,5,33,39,13,0,2,0
181491,11,3053,530,285,2238,520,7,0,2,1
181534,11,383,17,0,366,17,0,0,0,0
181543,11,4,2,0,2,0,2,0,0,0
181604,11,37,2,3,32,1,1,0,0,0
181640,11,3434,1129,371,1934,1105,23,1,0,0
181738,11,132,0,0,132,,,,,
181765,11,61,53,0,8,49,4,0,0,0
181783,11,803,12,2,789,11,1,0,0,0
181817,11,662,67,83,512,62,5,0,0,0
182005,11,1647,503,134,1010,493,10,0,0,0
182281,11,1036,50,65,921,42,8,0,0,0
182290,11,1077,79,15,983,22,33,0,24,0
182306,11,1259,1212,40,7,1189,20,0,3,0
182500,11,3190,1204,443,1543,1171,30,0,1,2
182564,11,1675,319,166,1190,309,10,0,0,0
182634,11,53,0,0,53,,,,,
182670,11,46,,,46,,,,,
182795,11,3,0,0,3,,,,,
182980,11,7,1,0,6,0,0,0,1,0
183026,11,2727,816,2,1909,90,700,2,24,0
183044,11,116,3,3,110,3,0,0,0,0
183062,11,47,3,1,43,1,2,0,0,0
183071,11,17,1,1,15,1,0,0,0,0
183080,11,22,2,0,20,0,2,0,0,0
183099,11,411,117,19,275,109,8,0,0,0
183105,11,99,12,15,72,11,1,0,0,0
183114,11,79,46,20,13,45,1,0,0,0
183123,11,142,12,6,124,12,0,0,0,0
183132,11,286,100,45,141,91,9,0,0,0
183141,11,216,38,17,161,36,2,0,0,0
183150,11,151,66,44,41,61,5,0,0,0
183211,11,11,6,0,5,2,4,0,0,0
183239,11,4,0,0,4,,,,,
183248,11,2,,,2,,,,,
183257,11,61,61,0,0,56,5,0,0,0
183655,11,433,200,87,146,195,4,1,0,0
183743,11,1181,298,222,661,293,5,0,0,0
183789,11,88,36,0,52,14,18,0,2,2
183822,11,3,1,1,1,1,0,0,0,0
183859,11,1982,94,46,1842,83,1,0,10,0
183877,11,352,147,25,180,147,0,0,0,0
183910,11,10,0,0,10,,,,,
183938,11,1392,549,95,748,481,68,0,0,0
183974,11,11,0,9,2,,,,,
184180,11,664,109,73,482,109,0,0,0,0
184205,11,475,122,74,279,121,1,0,0,0
184348,11,94,,,94,,,,,
184481,11,736,13,102,621,13,0,0,0,0
184603,11,2965,2,4,2959,2,0,0,0,0
184612,11,50,49,0,1,33,16,0,0,0
184694,11,41,0,0,41,,,,,
184773,11,305,2,0,303,2,0,0,0,0
184782,11,317,33,10,274,33,0,0,0,0
184791,11,931,253,107,571,248,5,0,0,0
184959,11,2,0,2,0,,,,,
184995,11,567,201,84,282,200,1,0,0,0
185129,11,218,15,18,185,5,0,0,10,0
185262,11,321,5,5,311,4,1,0,0,0
185509,11,876,123,108,645,116,7,0,0,0
185536,11,1836,220,117,1499,216,1,3,0,0
185572,11,12,2,0,10,2,0,0,0,0
185590,11,388,185,26,177,181,1,3,0,0
185828,11,654,1,2,651,1,0,0,0,0
185873,11,1683,286,37,1360,185,97,0,4,0
186034,11,476,82,51,343,81,1,0,0,0
186131,11,77,,,77,,,,,
186186,11,1,,,1,,,,,
186201,11,321,5,46,270,4,1,0,0,0
186283,11,64,2,3,59,2,0,0,0,0
186371,11,108,0,1,107,,,,,
186380,11,254,64,15,175,40,24,0,0,0
186399,11,323,40,5,278,37,1,0,2,0
186432,11,153,25,35,93,25,0,0,0,0
186469,11,244,33,31,180,26,7,0,0,0
186584,11,138,0,5,133,,,,,
186618,11,65,0,0,65,,,,,
186645,11,1269,86,51,1132,86,0,0,0,0
186867,11,16,0,1,15,,,,,
186876,11,33,4,5,24,4,0,0,0,0
187046,11,90,90,0,0,19,63,2,6,0
187134,11,199,0,166,33,,,,,
187198,11,342,75,64,203,75,0,0,0,0
187444,11,13,2,2,9,2,0,0,0,0
187532,11,3539,2079,462,998,2055,23,0,1,0
187596,11,393,4,2,387,3,1,0,0,0
187620,11,1921,872,359,690,819,51,1,1,0
187639,11,969,148,161,660,123,20,0,0,5
187648,11,934,470,53,411,436,34,0,0,0
187666,11,549,103,109,337,79,4,20,0,0
187745,11,489,9,0,480,7,2,0,0,0
187897,11,125,20,9,96,19,1,0,0,0
187903,11,93,7,32,54,7,0,0,0,0
187912,11,79,0,0,79,,,,,
187958,11,719,53,229,437,45,3,5,0,0
187967,11,58,4,3,51,4,0,0,0,0
187976,11,142,80,18,44,73,5,2,0,0
187985,11,733,50,33,650,49,0,0,0,1
187994,11,488,409,11,68,378,30,0,1,0
188003,11,1172,457,78,637,429,28,0,0,0
188021,11,464,434,16,14,418,14,1,1,0
188030,11,526,188,51,287,181,3,0,1,3
188049,11,735,697,7,31,682,3,0,0,12
188058,11,342,58,15,269,57,0,1,0,0
188100,11,1467,298,171,998,254,44,0,0,0
188137,11,1198,97,78,1023,95,2,0,0,0
188216,11,13,1,0,12,1,0,0,0,0
188225,11,461,78,56,327,77,1,0,0,0
188261,11,401,9,392,0,8,1,0,0,0
188304,11,595,96,77,422,95,1,0,0,0
188429,11,51,2,4,45,2,0,0,0,0
188438,11,675,36,40,599,32,0,0,4,0
188517,11,19,0,5,14,,,,,
188641,11,42,0,0,42,,,,,
188942,11,1,,,1,,,,,
189088,11,122,,,122,,,,,
189097,11,316,309,0,7,269,40,0,0,0
189228,11,304,176,8,120,0,0,0,176,0
189547,11,2165,102,78,1985,96,4,0,2,0
189565,11,8,0,1,7,,,,,
189583,11,185,0,70,115,,,,,
189592,11,2,0,0,2,,,,,
189705,11,38,0,9,29,,,,,
189839,11,2328,230,61,2037,225,3,0,2,0
189848,11,85,5,0,80,5,0,0,0,0
190044,11,81,0,4,77,,,,,
190053,11,572,6,4,562,6,0,0,0,0
190099,11,6,,,6,,,,,
190114,11,54,15,0,39,15,0,0,0,0
190169,11,569,24,22,523,24,0,0,0,0
190372,11,7,,,7,,,,,
190415,11,59,0,3,56,,,,,
190442,11,2442,96,87,2259,76,20,0,0,0
190512,11,342,55,5,282,9,0,46,0,0
190521,11,1142,303,81,758,249,6,48,0,0
190530,11,646,197,27,422,156,0,41,0,0
190549,11,876,166,24,686,88,2,76,0,0
190558,11,312,226,14,72,99,0,127,0,0
190567,11,448,196,24,228,60,0,136,0,0
190576,11,127,93,0,34,60,13,20,0,0
190585,11,512,237,119,156,41,1,195,0,0
190594,11,707,29,82,596,25,2,2,0,0
190600,11,335,311,5,19,60,0,251,0,0
190619,11,7893,7268,368,257,3684,3,3581,0,0
190628,11,3149,2182,151,816,1890,1,291,0,0
190637,11,726,418,37,271,82,0,336,0,0
190646,11,401,233,133,35,157,1,75,0,0
190655,11,775,242,41,492,84,0,158,0,0
190664,11,893,98,62,733,21,0,77,0,0
190673,11,1193,903,40,250,97,1,805,0,0
190691,11,1377,1167,12,198,53,0,1114,0,0
190716,11,6,0,0,6,,,,,
190725,11,100,77,1,22,77,0,0,0,0
190761,11,18,10,1,7,3,7,0,0,0
190840,11,3416,136,44,3236,136,0,0,0,0
190983,11,6,0,0,6,,,,,
191083,11,1757,194,83,1480,190,3,0,1,0
191126,11,236,27,14,195,19,7,0,1,0
191199,11,2487,193,22,2272,179,13,0,1,0
191205,11,24,0,0,24,,,,,
191241,11,255,3,22,230,3,0,0,0,0
191302,11,819,7,2,810,7,0,0,0,0
191339,11,2297,384,75,1838,380,2,0,2,0
191515,11,1,,,1,,,,,
191533,11,14,0,1,13,,,,,
191612,11,732,23,14,695,21,1,0,1,0
191621,11,14,5,0,9,5,0,0,0,0
191630,11,20,,,20,,,,,
191649,11,59,0,1,58,,,,,
191676,11,60,37,3,20,25,10,0,2,0
191719,11,2951,566,160,2225,549,17,0,0,0
191931,11,399,1,0,398,1,0,0,0,0
191968,11,18,0,0,18,,,,,
191986,11,2160,53,165,1942,42,11,0,0,0
192022,11,745,35,90,620,34,0,0,1,0
192110,11,110,74,11,25,29,43,2,0,0
192192,11,2,1,0,1,1,0,0,0,0
192271,11,5,1,4,0,0,0,0,1,0
192323,11,141,25,1,115,24,1,0,0,0
192448,11,5568,0,0,5568,,,,,
192509,11,30,,,30,,,,,
192712,11,5,0,4,1,,,,,
192749,11,14,0,0,14,,,,,
192785,11,3,2,1,0,2,0,0,0,0
192819,11,406,3,0,403,3,0,0,0,0
192864,11,40,1,8,31,0,0,0,0,1
192925,11,2,0,0,2,,,,,
193016,11,869,10,23,836,9,1,0,0,0
193283,11,2687,52,47,2588,49,2,0,1,0
193292,11,64,28,3,33,19,9,0,0,0
193308,11,482,59,21,402,57,0,0,2,0
193326,11,823,358,66,399,333,22,0,3,0
193353,11,76,0,1,75,,,,,
193399,11,26,5,4,17,2,3,0,0,0
193478,11,1456,444,166,846,439,3,0,2,0
193584,11,9,0,1,8,,,,,
193654,11,35,21,3,11,15,3,0,0,3
193900,11,265,6,10,249,3,3,0,0,0
193946,11,1075,24,10,1041,24,0,0,0,0
193973,11,41,1,9,31,1,0,0,0,0
194028,11,867,17,2,848,16,1,0,0,0
194091,11,174,9,0,165,9,0,0,0,0
194116,11,29,20,3,6,6,12,0,2,0
194161,11,7,6,0,1,4,2,0,0,0
194222,11,3455,79,58,3318,79,0,0,0,0
194240,11,1437,79,57,1301,79,0,0,0,0
194310,11,457,10,13,434,5,5,0,0,0
194499,11,17,17,0,0,17,0,0,0,0
194569,11,43,1,0,42,1,0,0,0,0
194578,11,47,,,47,,,,,
194693,11,1,,,1,,,,,
194718,11,10,,,10,,,,,
194824,11,16,,,16,,,,,
194958,11,15,5,7,3,4,1,0,0,0
195003,11,788,15,6,767,15,0,0,0,0
195030,11,198,115,0,83,75,38,0,2,0
195058,11,1393,77,29,1287,76,1,0,0,0
195128,11,6,0,1,5,,,,,
195164,11,65,0,0,65,,,,,
195173,11,31,0,31,0,,,,,
195216,11,15,0,0,15,,,,,
195234,11,12,0,0,12,,,,,
195243,11,843,0,1,842,,,,,
195304,11,45,0,0,45,,,,,
195322,11,2166,75,28,2063,64,11,0,0,0
195474,11,36,3,4,29,3,0,0,0,0
195526,11,14,,,14,,,,,
195544,11,25,9,3,13,7,2,0,0,0
195720,11,13,0,5,8,,,,,
195809,11,5571,0,7,5564,,,,,
195988,11,872,19,11,842,19,0,0,0,0
196006,11,14,7,0,7,6,1,0,0,0
196015,11,78,63,1,14,56,7,0,0,0
196024,11,19,14,3,2,14,0,0,0,0
196033,11,9,4,1,4,4,0,0,0,0
196042,11,349,26,26,297,25,1,0,0,0
196051,11,27,6,1,20,5,1,0,0,0
196060,11,89,29,5,55,28,0,1,0,0
196079,11,4,0,0,4,,,,,
196088,11,192,36,14,142,31,3,0,2,0
196097,11,103,4,37,62,3,1,0,0,0
196103,11,17,0,5,12,,,,,
196112,11,130,82,38,10,81,1,0,0,0
196121,11,42,4,1,37,4,0,0,0,0
196130,11,94,26,6,62,24,1,0,1,0
196149,11,13,2,1,10,2,0,0,0,0
196158,11,19,1,1,17,1,0,0,0,0
196167,11,32,2,1,29,2,0,0,0,0
196176,11,100,53,2,45,49,4,0,0,0
196185,11,10,0,0,10,,,,,
196194,11,28,25,0,3,25,0,0,0,0
196200,11,4,1,1,2,1,0,0,0,0
196219,11,57,2,5,50,2,0,0,0,0
196237,11,107,20,14,73,20,0,0,0,0
196246,11,79,39,6,34,36,3,0,0,0
196264,11,708,535,41,132,463,52,0,20,0
196291,11,4,0,0,4,,,,,
196307,11,1,1,0,0,1,0,0,0,0
196389,11,2,,,2,,,,,
196413,11,350,25,5,320,14,11,0,0,0
196431,11,1,,,1,,,,,
196565,11,3026,67,45,2914,62,4,0,1,0
196592,11,855,99,8,748,90,5,0,0,4
196653,11,58,2,3,53,2,0,0,0,0
196699,11,1651,82,45,1524,79,3,0,0,0
196866,11,30,,,30,,,,,
197036,11,65,,,65,,,,,
197045,11,152,124,7,21,65,58,0,0,1
197133,11,29,,,29,,,,,
197142,11,10,0,0,10,,,,,
197151,11,15,,,15,,,,,
197197,11,15,,,15,,,,,
197230,11,8,0,0,8,,,,,
197285,11,86,0,0,86,,,,,
197294,11,1171,211,89,871,208,3,0,0,0
197708,11,46,0,0,46,,,,,
197814,11,1153,792,283,78,791,1,0,0,0
197850,11,1774,832,426,516,830,2,0,0,0
197869,11,91,24,13,54,20,2,2,0,0
197887,11,2454,1412,447,595,1402,10,0,0,0
197911,11,130,128,0,2,127,1,0,0,0
197966,11,244,51,63,130,51,0,0,0,0
197984,11,62,1,0,61,0,1,0,0,0
198011,11,182,57,66,59,57,0,0,0,0
198039,11,959,355,577,27,353,2,0,0,0
198066,11,4,1,0,3,1,0,0,0,0
198084,11,608,335,217,56,335,0,0,0,0
198109,11,2,2,0,0,2,0,0,0,0
198118,11,1406,296,303,807,294,0,0,0,2
198136,11,32,10,1,21,8,2,0,0,0
198154,11,5220,703,511,4006,630,66,0,0,7
198206,11,403,280,58,65,280,0,0,0,0
198215,11,18,14,3,1,13,1,0,0,0
198233,11,1596,1202,177,217,1197,2,0,3,0
198251,11,1088,925,101,62,910,5,9,1,0
198260,11,4172,4140,24,8,4067,8,9,56,0
198321,11,574,245,196,133,242,3,0,0,0
198330,11,839,284,208,347,282,2,0,0,0
198367,11,879,373,248,258,339,1,30,3,0
198376,11,1467,480,402,585,479,0,0,0,1
198385,11,5,,,5,,,,,
198419,11,70,0,0,70,,,,,
198455,11,1040,518,94,428,513,3,0,0,2
198464,11,1303,1079,75,149,1024,4,48,3,0
198491,11,405,285,75,45,285,0,0,0,0
198507,11,121,73,5,43,51,0,22,0,0
198534,11,1712,723,944,45,717,6,0,0,0
198543,11,530,25,155,350,20,2,3,0,0
198552,11,1483,587,324,572,584,1,2,0,0
198561,11,1,1,0,0,1,0,0,0,0
198570,11,2330,1447,687,196,1441,6,0,0,0
198598,11,111,12,33,66,12,0,0,0,0
198613,11,107,0,30,77,,,,,
198622,11,2032,566,441,1025,565,1,0,0,0
198640,11,476,299,145,32,293,4,2,0,0
198668,11,483,208,99,176,207,1,0,0,0
198695,11,71,14,15,42,14,0,0,0,0
198710,11,758,445,141,172,443,2,0,0,0
198729,11,405,338,28,39,336,0,2,0,0
198756,11,11,1,0,10,0,1,0,0,0
198774,11,1623,770,742,111,769,1,0,0,0
198808,11,1,1,0,0,1,0,0,0,0
198817,11,955,497,303,155,494,3,0,0,0
198835,11,136,12,20,104,9,3,0,0,0
198899,11,14,2,1,11,1,1,0,0,0
198905,11,490,305,117,68,305,0,0,0,0
198914,11,433,88,13,332,87,1,0,0,0
198923,11,535,214,136,185,214,0,0,0,0
198950,11,28,,,28,,,,,
198969,11,6,1,1,4,1,0,0,0,0
198987,11,1699,440,237,1022,439,1,0,0,0
199023,11,460,45,181,234,45,0,0,0,0
199032,11,4,0,1,3,,,,,
199069,11,235,161,3,71,159,2,0,0,0
199087,11,1080,689,251,140,687,0,2,0,0
199102,11,280,50,58,172,34,16,0,0,0
199111,11,111,46,9,56,41,1,3,1,0
199120,11,108,3,4,101,1,1,1,0,0
199139,11,398,8,100,290,8,0,0,0,0
199148,11,336,47,74,215,35,3,9,0,0
199157,11,533,55,113,365,46,1,7,1,0
199184,11,5,0,0,5,,,,,
199193,11,1145,375,49,721,303,46,12,14,0
199209,11,45,34,1,10,10,23,0,1,0
199218,11,334,26,54,254,26,0,0,0,0
199263,11,95,63,20,12,63,0,0,0,0
199272,11,73,44,20,9,34,9,1,0,0
199281,11,99,79,5,15,72,2,5,0,0
199324,11,507,31,90,386,31,0,0,0,0
199333,11,2183,685,452,1046,679,6,0,0,0
199412,11,16,4,3,9,4,0,0,0,0
199421,11,1107,742,188,177,742,0,0,0,0
199449,11,1044,88,194,762,86,2,0,0,0
199458,11,8,0,0,8,,,,,
199467,11,303,98,190,15,98,0,0,0,0
199476,11,298,119,73,106,119,0,0,0,0
199485,11,697,326,214,157,324,2,0,0,0
199494,11,2559,1544,369,646,1544,0,0,0,0
199582,11,148,4,41,103,4,0,0,0,0
199607,11,33,3,3,27,2,0,0,1,0
199625,11,699,514,165,20,513,0,0,0,1
199634,11,1408,675,364,369,675,0,0,0,0
199643,11,6,4,1,1,4,0,0,0,0
199722,11,474,103,142,229,103,0,0,0,0
199731,11,846,137,198,511,135,2,0,0,0
199740,11,921,563,195,163,561,2,0,0,0
199759,11,221,42,16,163,20,22,0,0,0
199768,11,1283,203,254,826,200,3,0,0,0
199786,11,1214,690,272,252,536,0,153,1,0
199795,11,468,199,136,133,197,2,0,0,0
199838,11,1137,458,577,102,457,1,0,0,0
199847,11,1,0,0,1,,,,,
199856,11,3549,2249,414,886,2244,5,0,0,0
199865,11,26,0,5,21,,,,,
199892,11,828,491,81,256,489,2,0,0,0
199908,11,469,174,141,154,146,0,0,1,27
199926,11,1073,343,227,503,341,1,0,1,0
199953,11,886,558,235,93,558,0,0,0,0
199962,11,1,0,0,1,,,,,
199999,11,64,23,3,38,21,1,1,0,0
200004,11,147,79,6,62,75,2,2,0,0
200013,11,1,1,0,0,1,0,0,0,0
200022,11,1210,309,92,809,245,63,0,1,0
200059,11,263,59,5,199,50,9,0,0,0
200086,11,35,0,1,34,,,,,
200156,11,10,2,0,8,0,2,0,0,0
200192,11,1116,502,96,518,428,70,1,3,0
200208,11,45,37,6,2,36,1,0,0,0
200217,11,357,2,1,354,0,2,0,0,0
200226,11,310,225,40,45,188,31,0,5,1
200253,11,362,85,64,213,68,17,0,0,0
200280,11,862,617,7,238,58,535,0,24,0
200305,11,1174,200,33,941,192,7,1,0,0
200314,11,672,397,100,175,384,10,1,2,0
200332,11,301,46,39,216,28,18,0,0,0
200341,11,276,151,19,106,147,4,0,0,0
200466,11,4,2,0,2,0,2,0,0,0
200484,11,8,3,0,5,1,2,0,0,0
200527,11,89,47,26,16,47,0,0,0,0
200554,11,4,2,1,1,2,0,0,0,0
200572,11,607,72,25,510,53,17,0,2,0
200800,11,1224,352,223,649,342,10,0,0,0
200846,11,819,116,96,607,114,2,0,0,0
200873,11,9,1,0,8,0,1,0,0,0
201104,11,751,235,135,381,234,1,0,0,0
201140,11,3,0,0,3,,,,,
201177,11,5,1,4,0,1,0,0,0,0
201195,11,36,6,5,25,6,0,0,0,0
201283,11,233,29,31,173,29,0,0,0,0
201371,11,15,0,0,15,,,,,
201432,11,763,285,191,287,285,0,0,0,0
201441,11,1630,501,136,993,491,8,0,2,0
201548,11,33,0,15,18,,,,,
201645,11,90,0,3,87,,,,,
201654,11,682,627,15,40,442,183,0,2,0
201672,11,1149,196,111,842,196,0,0,0,0
201690,11,11,6,0,5,3,0,0,3,0
201751,11,105,52,31,22,52,0,0,0,0
201821,11,6,1,1,4,1,0,0,0,0
201885,11,1783,943,137,703,846,82,2,13,0
201928,11,2903,576,313,2014,563,13,0,0,0
201946,11,5248,4625,169,454,3833,671,4,117,0
201955,11,2642,2167,92,383,1839,287,1,40,0
201964,11,510,510,0,0,465,29,0,0,16
201973,11,1586,410,222,954,410,0,0,0,0
202046,11,9,0,0,9,,,,,
202073,11,4,0,0,4,,,,,
202134,11,274,43,44,187,41,1,0,1,0
202222,11,8917,2779,1077,5061,2758,20,0,1,0
202356,11,4130,1881,516,1733,1864,12,2,0,3
202435,11,21,4,17,0,1,0,0,3,0
202480,11,67,0,3,64,,,,,
202514,11,8,0,3,5,,,,,
202523,11,10,,,10,,,,,
202648,11,3020,623,804,1593,615,3,0,5,0
202763,11,1538,119,61,1358,118,1,0,0,0
202806,11,530,370,0,160,131,227,0,12,0
202903,11,151,123,3,25,33,89,0,1,0
202912,11,24,0,0,24,,,,,
203085,11,20,5,4,11,5,0,0,0,0
203128,11,265,15,6,244,15,0,0,0,0
203155,11,186,131,23,32,131,0,0,0,0
203331,11,1690,304,150,1236,279,25,0,0,0
203368,11,59,0,3,56,,,,,
203447,11,392,230,26,136,212,16,0,0,2
203456,11,288,182,23,83,178,3,0,1,0
203465,11,841,366,54,421,364,1,0,1,0
203474,11,263,208,11,44,206,0,0,2,0
203483,11,349,130,30,189,128,2,0,0,0
203492,11,307,119,10,178,117,1,1,0,0
203517,11,1239,504,132,603,502,2,0,0,0
203526,11,578,350,49,179,348,2,0,0,0
203535,11,8,,,8,,,,,
203544,11,73,23,6,44,7,16,0,0,0
203580,11,76,1,16,59,1,0,0,0,0
203599,11,1429,335,358,736,334,1,0,0,0
203678,11,2150,251,193,1706,249,2,0,0,0
203748,11,3687,841,836,2010,841,0,0,0,0
203757,11,204,20,10,174,14,5,0,0,1
203775,11,129,33,3,93,33,0,0,0,0
203845,11,45,6,2,37,6,0,0,0,0
203881,11,1491,268,226,997,268,0,0,0,0
203960,11,14,12,1,1,0,12,0,0,0
204006,11,186,103,52,31,103,0,0,0,0
204015,11,323,212,69,42,211,0,0,1,0
204024,11,143,46,15,82,44,2,0,0,0
204185,11,24,0,2,22,,,,,
204194,11,147,84,46,17,83,1,0,0,0
204200,11,378,1,0,377,1,0,0,0,0
