UNITID,F3A01,F3A01A,F3A01B,F3A01C,F3A02,F3A02A,F3A03,F3A04,F3A05,F3A06,F3A07,F3A08,F3A09,F3A10,F3A11,F3A12,F3B01,F3B02,F3B03,F3B04,F3B05,F3B06,F3B07,F3B08,F3C01,F3C02,F3C03,F3C03A,F3C03B,F3C04,F3C05,F3C06,F3C07,F3C08,F3C12,F3C121,F3C122,F3C13,F3C131,F3C132,F3C14,F3C141,F3C142,F3C15,F3C151,F3C152,F3C16,F3C161,F3C162,F3C17,F3C171,F3C172,F3D01,F3D02,F3D02A,F3D02B,F3D03,F3D03A,F3D03B,F3D03C,F3D03D,F3D04,F3D05,F3D06,F3D07,F3D12,F3D08,F3D09,F3E011,F3E012,F3E02A1,F3E02A2,F3E02B1,F3E02B2,F3E03A1,F3E03A2,F3E03B1,F3E03B2,F3E03C1,F3E03C2,F3E041,F3E042,F3E051,F3E101,F3E102,F3E061,F3E062,F3E071,F3E072,F3E073,F3E074,F3E075,F3E076,F3E077,F3F01,F3F02,F3F03,F3G01,F3G02,F3G03,F3G04,F3G05,F3G06,F3G07
454801,,,,,,,,,,,,,,,,,,,,,,,,,508564,16560,0,0,0,0,525124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462828,0,0,0,0,0,0,0,0,0,0,0,,,0,2462828,406400,406400,0,0,0,0,198400,198400,156800,156800,160000,160000,,,0,,,382083,0,1303683,921600,330000,39215,12868,0,0,,,-2,,,,,,,
454810,33268295,0,2431965,474170,12940343,95874,20327952,33268295,0,2049250,2524489,48114,0,4621853,2189888,2431965,71243550,54686691,0,16556859,0,3771093,0,20327952,22411318,41396,0,0,0,1244879,23697593,241440,0,241440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241440,241440,0,69276622,0,0,0,0,0,0,0,0,0,0,1966928,0,,0,71243550,9883955,4593782,0,0,0,0,2208055,1380674,17552535,13709510,25042146,1471863,0,0,0,,,0,0,54686691,21155829,1818503,1435247,1033638,117646,29125828,2754983,116000,1,16672859,71243550,20327952,33268295,17148817,112610,54686691
454829,50134680,0,12285570,101477,26977365,0,23157315,50134680,0,0,924699,247767,15608704,16781170,4495600,12285570,47942339,40525040,-135606,7281693,-3527185,19402807,0,23157315,8114722,938517,0,0,0,0,9053239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47942339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47942339,10341862,8847743,0,0,0,0,6140438,4587708,7174625,5310550,16868115,939598,0,0,0,0,0,0,0,40525040,19685599,1089676,1998891,2210166,0,15540708,0,32644,3,7314337,47942339,23157315,50134680,10770268,0,40525040
454856,44998454,0,495472,20000,2345979,0,42652475,44998454,0,1838213,2137260,0,0,3975473,3480001,495472,22647069,13219191,0,9427878,-5381044,38605641,0,42652475,1409672,300660,125622,104936,20686,417876,2253830,417876,0,417876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417876,417876,0,22259044,0,0,0,0,0,0,0,0,0,5160,382865,0,0,0,22647069,7118941,4758858,0,0,0,0,0,0,972060,511280,5128190,798956,0,0,0,0,0,0,0,13219191,6069094,490083,1321506,235797,0,5102711,0,31000,3,9427880,22647069,42652475,44998454,42137003,0,13219191
454865,7421094,214279,2390680,2620513,3274255,1420202,4146839,7421094,0,0,3696539,0,0,3696539,1305859,2390680,11986297,10345439,-70074,1570784,0,3447975,-871920,4146839,1957760,0,82181,82181,0,0,2039941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11986297,0,0,0,0,0,0,0,0,0,0,0,0,,0,11986297,3898611,3094679,0,0,0,0,423128,31442,948551,364391,4189825,920396,0,0,0,,,885324,0,10345439,4410908,621483,214356,288609,72173,4737910,0,0,3,11986297,11986297,4146839,7421094,-864354,1420202,10345439
454874,,,,,,,,,,,,,,,,,,,,,,,,,211535,0,0,0,0,0,211535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567673,0,0,0,0,0,0,0,0,0,0,73624,,,108834,750131,327707,153625,0,0,0,0,69543,69543,69543,69543,14674,14674,,,0,,,0,0,481467,307385,6789,4553,16747,26020,119973,,,-2,,,,,,,
454917,,,,,,,,,,,,,,,,,,,,,,,,,1517228,55125,26000,26000,0,0,1598353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978959,0,0,0,0,0,0,0,0,0,0,502401,,,0,4481360,1350000,905000,0,0,0,0,256000,35000,225000,200000,160000,155500,,,0,,,839760,0,2830760,1295500,105000,80000,0,0,1350260,,,-2,,,,,,,
454926,,,,,,,,,,,,,,,,,,,,,,,,,886023,0,0,0,0,2028,888051,2028,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2028,0,2509285,242211,0,242211,0,0,0,0,0,0,0,53952,,,0,2805448,883711,453570,0,0,0,0,165763,153098,301926,278858,716208,114824,,,0,,,584624,0,2652232,1000350,82752,129825,373559,88501,977245,,,-2,,,,,,,
454935,,,,,,,,,,,,,,,,,,,,,,,,,184732,0,0,0,0,26000,210732,26000,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,26000,0,507245,0,0,0,0,0,0,0,0,0,0,209040,,,0,716285,218346,198295,0,0,0,0,95000,75000,85000,85000,110000,95000,,,0,,,0,0,508346,453295,25000,10000,20000,0,51,,,-2,,,,,,,
454944,,,,,,,,,,,,,,,,,,,,,,,,,635554,189398,3544,3544,0,133572,962068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952242,0,0,0,0,0,0,0,0,0,0,161255,,,0,2113497,310345,267222,0,0,112485,68976,87362,42000,91245,56983,141298,112840,,,0,,,155171,0,897906,548021,68086,243680,35601,2518,0,,,-2,,,,,,,
454953,,,,,,,,,,,,,,,,,,,,,,,,,79396,0,0,0,0,0,79396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466768,0,0,0,0,0,0,0,0,0,9794,20174,,,0,496736,120666,120666,0,0,0,0,4430,0,7555,0,121145,0,,,0,,,0,0,253796,120666,0,108000,0,0,25130,,,-2,,,,,,,
454962,,,,,,,,,,,,,,,,,,,,,,,,,68974,0,0,0,0,0,68974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515430,0,0,0,0,0,0,0,0,0,9794,6292,,,0,531516,146077,146077,0,0,0,0,14018,0,7429,0,180200,0,,,0,,,0,0,347724,146077,0,162000,0,0,39647,,,-2,,,,,,,
454971,,,,,,,,,,,,,,,,,,,,,,,,,715662,0,0,0,0,106809,822471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794480,0,0,0,0,0,0,0,0,0,0,107477,,,0,2901957,1053015,467899,0,0,0,0,91474,86088,98947,95577,888373,193573,,,0,,,0,0,2131809,843137,59886,1228786,0,0,0,,,-2,,,,,,,
454980,,,,,,,,,,,,,,,,,,,,,,,,,237746,4269,0,0,0,56480,298495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274561,0,0,0,0,0,0,0,0,0,0,78952,,,0,1353513,623205,324392,0,0,0,0,19801,17945,129680,125027,501371,127239,,,0,,,0,0,1274057,594603,35551,365535,0,0,278368,,,-2,,,,,,,
454999,,,,,,,,,,,,,,,,,,,,,,,,,401562,0,0,0,0,45736,447298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458836,0,0,0,0,0,0,0,0,0,0,35513,,,0,1494349,604643,331065,0,0,0,0,76339,73949,86004,85148,454894,61281,,,0,,,0,0,1221880,551443,19126,651311,0,0,0,,,-2,,,,,,,
455008,,,,,,,,,,,,,,,,,,,,,,,,,658008,0,0,0,0,92991,750999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290900,0,0,0,0,0,0,0,0,0,0,87373,,,0,2378273,704066,356698,0,0,0,0,76549,71848,151628,146441,760354,168598,,,0,,,0,0,1692597,743585,32396,916616,0,0,0,,,-2,,,,,,,
455026,,,,,,,,,,,,,,,,,,,,,,,,,96718,24524,3000,500,2500,0,124242,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,1424633,0,0,0,0,0,0,0,0,0,0,0,,,0,1424633,500339,485325,0,0,0,0,164843,138783,46339,46339,1055931,585082,,,5214,,,0,0,1772666,1255529,135995,115015,71060,151,194916,,,-2,,,,,,,
455062,,,,,,,,,,,,,,,,,,,,,,,,,132017,0,0,0,0,0,132017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699849,8000,0,8000,0,0,0,0,0,0,0,37798,,,0,745647,55557,55557,0,0,0,0,107311,103987,0,0,198010,0,,,0,,,0,0,360878,159544,0,2661,3324,0,195349,,,-2,,,,,,,
455071,,,,,,,,,,,,,,,,,,,,,,,,,188437,0,0,0,0,0,188437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111095,0,0,0,0,0,0,0,0,0,0,71618,,,118526,1301239,131259,131259,0,0,0,0,41697,35158,79606,79606,465229,380038,,,0,,,0,0,717791,626061,77629,14101,0,0,0,,,-2,,,,,,,
455080,,,,,,,,,,,,,,,,,,,,,,,,,807199,0,0,0,0,0,807199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352613,358721,0,358721,0,0,0,0,0,0,0,232215,,,0,2943549,815105,415704,0,0,0,0,130866,122459,138168,129292,232668,132221,,,0,,,312865,0,1629672,799676,54899,44033,47338,0,683726,,,-2,,,,,,,
455105,,,,,,,,,,,,,,,,,,,,,,,,,143058,0,0,0,0,0,143058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669075,0,0,0,0,0,0,0,0,0,28714,5144,,,0,702933,315274,188543,0,0,0,0,65890,35526,88645,35526,29531,29531,,,0,,,0,0,499340,289126,0,0,0,0,210214,,,-2,,,,,,,
455141,,,,,,,,,,,,,,,,,,,,,,,,,790827,16200,0,0,0,15400,822427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580003,0,0,0,0,0,0,0,0,0,0,334453,,,0,2914456,665242,275154,0,0,0,0,2503,0,252160,144947,244152,0,,,0,,,888378,0,2052435,420101,0,494780,7877,0,1129677,,,-2,,,,,,,
455178,2399480,0,1012499,0,133273,0,2266207,2399480,393680,822474,53451,0,10858,1280463,267964,1012499,2684655,2191913,202836,695578,0,1749824,-179195,2266207,0,62352,0,0,0,500,62852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092959,0,0,0,0,0,0,0,0,0,0,492742,202836,0,896118,2684655,322412,289551,0,0,0,0,122879,41649,77404,26235,639521,216762,160809,77095,0,0,0,868888,797687,2191913,1448979,27563,64017,28262,5598,617494,,,-2,695578,2684655,2266207,2399480,1253708,0,2191913
455187,,,,,,,,,,,,,,,,,,,,,,,,,696653,0,0,0,0,0,696653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881901,0,0,0,0,0,0,0,0,0,0,0,,,0,1881901,350000,350000,0,0,0,0,86000,86000,171000,45000,152000,151000,,,0,,,0,0,759000,632000,0,120000,0,0,7000,,,-2,,,,,,,
455196,28222256,22004290,6217966,0,4397007,0,23825249,28222256,0,8625366,2193885,0,63027,10882278,4664312,6217966,55206817,46094061,0,9112756,7487966,22200459,-14975932,23825249,10973851,0,751842,377917,373925,0,11725693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50597669,4385972,0,4385972,0,0,0,0,0,0,111133,112043,0,,0,55206817,18292341,11075213,0,0,253811,0,4580818,2965402,5230540,3978127,17720304,4607093,16247,16247,0,,,0,0,46094061,22642082,3110913,2518694,525603,0,17296769,,,-2,9112756,55206817,23825249,28222256,17607283,0,46094061
455202,,,,,,,,,,,,,,,,,,,,,,,,,548061,15115,16286,16286,0,0,579462,9516,0,9516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9516,9516,0,3769010,0,0,0,0,0,0,0,0,0,32726,22694,,,0,3824430,1182102,753240,0,0,0,0,433955,336470,806508,503982,721983,350250,,,0,,,531406,0,3675954,1943942,105679,555316,91205,0,979812,,,-2,,,,,,,
455211,,,,,,,,,,,,,,,,,,,,,,,,,943556,0,0,0,0,0,943556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128864,0,0,0,0,0,0,0,0,0,0,371414,,,0,4500278,1098000,678900,0,0,0,0,62000,58000,96000,87000,737000,211000,,,0,,,0,0,1993000,1034900,51730,26000,113775,0,766595,,,-2,,,,,,,
455275,,,,,,,,,,,,,,,,,,,,,,,,,928381,25653,0,0,0,13502,967536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5374856,0,0,0,0,0,0,0,0,0,0,271448,,,0,5646304,1094721,483559,0,0,0,0,2503,0,457837,279787,316382,0,,,0,,,1540687,0,3412130,763346,0,570925,7645,0,2070214,,,-2,,,,,,,
455284,,,,,,,,,,,,,,,,,,,,,,,,,740945,0,0,0,0,1000,741945,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,2494519,0,0,0,0,0,0,0,0,0,1396,203802,,,0,2699717,684276,240008,0,0,0,0,28889,26615,143684,132375,295331,126668,,,0,,,355498,0,1507678,525666,44908,89669,68173,0,779262,,,-2,,,,,,,
455327,,,,,,,,,,,,,,,,,,,,,,,,,230149,0,0,0,0,0,230149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534656,0,0,0,0,0,0,0,0,0,0,89264,,,7635,631555,234000,72920,0,0,0,0,136997,89594,39235,39235,341497,35846,,,0,,,0,0,751729,237595,0,62651,5888,0,445595,,,-2,,,,,,,
455336,1979269,7320,1020713,0,1445731,490325,533538,1979269,0,0,3067751,0,0,3067751,2047038,1020713,5172342,4821733,-34652,315957,0,1299635,-1082054,533538,864463,49606,0,0,0,270612,1184681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689819,0,0,0,0,0,0,0,0,0,0,0,0,,0,3689819,658861,597808,0,0,0,0,728450,266726,371333,222812,1830421,853748,0,0,0,,,0,0,3589065,1941094,139634,667076,184503,15470,641288,,,-2,360585,5172342,533538,1979269,1585630,1090,4821733
455354,,,,,,,,,,,,,,,,,,,,,,,,,1420031,0,0,0,0,31750,1451781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4547188,0,0,0,0,0,0,0,0,0,0,649860,,,0,5197048,2001233,557325,0,0,0,0,6277,0,578036,328909,2380985,528090,,,0,,,4,2,4966535,1414326,251012,884635,149548,27922,2239092,,,-2,,,,,,,
455381,,,,,,,,,,,,,,,,,,,,,,,,,753152,0,0,0,0,98000,851152,98000,0,98000,0,0,0,0,0,0,0,0,0,0,0,0,9800,9800,0,88200,88200,0,3265369,0,0,0,0,0,0,0,0,0,0,37000,,,0,3302369,127000,127000,0,0,0,0,55000,45000,85000,40000,520000,275000,,,0,,,0,0,787000,487000,30,190000,63000,26650,20320,,,-2,,,,,,,
455460,,,,,,,,,,,,,,,,,,,,,,,,,815630,269163,26550,26550,0,24240,1135583,24240,0,24240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24240,24240,0,2156251,0,0,0,0,0,0,0,0,0,0,0,,,0,2156251,643404,380433,0,0,0,0,0,0,608834,98308,994822,150796,,,0,,,0,0,2247060,629537,87754,224542,11371,0,1293856,,,-2,,,,,,,
455479,14520526,0,302951,0,952448,0,13568078,14520526,0,2876355,1707998,0,0,4584353,4281402,302951,9561466,8021349,0,1540117,0,12027961,0,13568078,2286411,883383,93955,93955,0,215471,3479220,215471,0,215471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215471,215471,0,9551108,0,0,0,0,0,0,0,0,0,1716,8642,0,,0,9561466,3729178,2138522,0,0,0,0,0,0,1464386,391730,2827785,288622,0,0,0,,,0,0,8021349,2818874,319876,739250,65433,0,4077916,0,0,3,1540127,9561466,13568078,14520526,13265126,0,8021349
455488,,,,,,,,,,,,,,,,,,,,,,,,,1327660,374633,13238,13238,0,21969,1737500,21969,0,21969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21969,21969,0,3872206,0,0,0,0,0,0,0,0,0,54,0,,,0,3872260,1342250,816262,0,0,0,0,0,0,950934,252786,1538941,219994,,,0,,,0,0,3832125,1289042,176712,377296,21206,0,1967869,,,-2,,,,,,,
455628,4332077,0,1249139,0,1222364,0,3109713,4332077,0,2266733,2759515,671183,0,5697431,4448292,1249139,8361208,7738591,0,622617,0,2487095,1,3109713,2653944,977406,102927,102927,0,60692,3794969,60692,0,60692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60692,60692,0,8356389,0,0,0,0,0,0,0,0,0,87,4732,0,,0,8361208,2844593,1908857,0,0,0,0,0,0,1528943,453236,3365055,338047,0,0,0,,,0,0,7738591,2700140,189218,1240472,85217,0,3523544,0,59000,3,622615,8361208,3109713,4332077,1860574,0,7738591
455707,,,,,,,,,,,,,,,,,,,,,,,,,206725,0,21562,21562,0,0,228287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829605,0,0,0,21562,0,21562,0,0,0,0,0,,,100000,951167,215305,215305,0,0,0,0,146572,0,19654,0,151871,0,,,0,,,0,0,533402,215305,29189,38566,85506,11434,153402,,,-2,,,,,,,
455725,,,,,,,,,,,,,,,,,,,,,,,,,2481852,0,0,0,0,49000,2530852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7243043,0,0,0,0,0,0,0,0,0,0,189518,,,0,7432561,1997491,1909161,0,0,0,0,0,0,394245,324928,671785,655040,,,0,,,2427739,329638,5491260,3218767,348652,41395,60481,3123,1818842,,,-2,,,,,,,
455734,,,,,,,,,,,,,,,,,,,,,,,,,690627,0,32107,32107,0,0,722734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398113,0,0,0,0,0,0,0,0,0,26828,0,,,0,2424941,1350000,998000,0,0,0,0,6355,2200,109000,99000,963000,942000,,,0,,,1190,0,2429545,2041200,257000,29000,20367,0,81978,,,-2,,,,,,,
455761,,,,,,,,,,,,,,,,,,,,,,,,,1094252,560006,0,0,0,44005,1698263,44005,0,44005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44005,44005,0,4271042,163986,0,163986,0,0,0,0,0,0,0,60710,,,8390,4504128,1879253,769677,0,0,0,0,419982,83857,669920,318348,870069,198162,,,0,,,0,0,3839224,1370044,175983,682433,158710,0,1452054,,,-2,,,,,,,
455798,,,,,,,,,,,,,,,,,,,,,,,,,354467,0,0,0,0,0,354467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486985,0,0,0,0,0,0,0,0,0,0,40299,,,0,1527284,198635,198635,0,0,0,0,0,0,0,0,211234,0,,,0,,,0,0,409869,198635,26006,10124,0,0,175104,,,-2,,,,,,,
455831,,,,,,,,,,,,,,,,,,,,,,,,,494101,0,0,0,0,0,494101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535264,0,0,0,0,0,0,0,0,0,0,0,,,0,1535264,648204,453743,0,0,0,0,81651,9798,244612,46476,73154,7315,,,0,,,196461,0,1244082,517332,0,678666,48084,0,0,,,-2,,,,,,,
455859,,,,,,,,,,,,,,,,,,,,,,,,,763636,0,0,0,0,44523,808159,44523,0,44523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44523,44523,0,2777342,0,0,0,0,0,0,0,0,0,9133,327906,,,35390,3149771,673970,399885,0,0,0,0,272095,167888,248938,179467,291507,231571,,,0,,,747669,0,2234179,978811,0,577232,55502,0,622634,,,-2,,,,,,,
455868,1925551,0,345605,23000,1122427,126503,803124,1925551,171413,103746,367192,0,383035,1025386,679781,345605,4610478,4270503,-1589,338386,0,764601,-299863,803124,1547643,18675,70357,70357,0,0,1636675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4610478,0,0,0,0,0,0,0,0,0,0,0,0,,0,4610478,1293405,883162,0,0,0,0,437305,0,415582,89000,2120702,680000,0,0,0,,,3509,0,4270503,1652162,0,415582,75239,0,2127520,,,-2,0,4610478,803124,1925551,434519,126503,4270503
455877,,,,,,,,,,,,,,,,,,,,,,,,,304969,0,0,0,0,0,304969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933448,0,0,0,0,0,0,0,0,0,0,627935,,,0,2561383,1206050,138481,0,0,0,0,232126,232126,173765,173765,699877,363638,,,0,,,450409,175312,2762227,1083322,175313,209696,34127,31273,1228496,,,-2,,,,,,,
455886,,,,,,,,,,,,,,,,,,,,,,,,,471843,0,0,0,0,57039,528882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942871,0,0,0,0,0,0,0,0,0,0,83146,,,0,2026017,729481,401828,0,0,0,0,59182,56351,163475,161279,496470,63536,,,0,,,0,0,1448608,682994,34381,731233,0,0,0,,,-2,,,,,,,
455895,,,,,,,,,,,,,,,,,,,,,,,,,903854,0,0,0,0,158830,1062684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105671,0,0,0,0,0,0,0,0,0,0,76653,,,0,3182324,944459,510698,0,0,0,0,193750,181166,202054,191701,984697,193972,,,0,,,0,0,2324960,1077537,68546,1178877,0,0,0,,,-2,,,,,,,
455901,,,,,,,,,,,,,,,,,,,,,,,,,465315,8221,0,0,0,500,474036,8721,0,8721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8721,8721,0,2090952,634120,0,634120,0,0,0,0,0,0,0,74804,,,0,2799876,790548,269881,0,0,0,0,189652,176892,201505,187947,580473,364839,,,0,,,226055,0,1988233,999559,72106,148367,26670,14280,727251,,,-2,,,,,,,
455910,,,,,,,,,,,,,,,,,,,,,,,,,61218,17990,0,0,0,0,79208,16000,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000,0,309125,0,0,0,0,0,0,0,0,0,38,84154,,,94104,487421,66122,64322,0,0,0,0,78161,49120,34846,24149,105786,71334,,,15000,,,55983,14000,355898,222925,8664,4374,0,0,119935,,,-2,,,,,,,
455929,,,,,,,,,,,,,,,,,,,,,,,,,267806,43676,9750,9750,0,0,321232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817922,0,0,0,0,0,0,0,0,0,0,168351,,,0,986273,157195,157195,0,0,0,0,6950,0,127723,77490,435128,28188,,,0,,,18771,0,745767,262873,0,441813,14758,20794,5529,,,-2,,,,,,,
455965,,,,,,,,,,,,,,,,,,,,,,,,,355604,144511,5927,5927,0,0,506042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825187,0,0,0,0,0,0,0,0,0,-5038,83009,,,0,1903158,300605,300605,0,0,0,0,481788,0,796907,597210,606096,346515,,,0,,,0,0,2185396,1244330,0,430206,199697,514,310649,,,-2,,,,,,,
455974,,,,,,,,,,,,,,,,,,,,,,,,,1181038,0,0,0,0,0,1181038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969673,0,0,0,0,0,0,0,0,0,0,0,,,0,1969673,620231,430541,0,0,0,0,63547,63547,118061,71250,1045237,459765,,,0,,,0,0,1847076,1025103,35776,35355,2532,2222,746088,,,-2,,,,,,,
455983,2281083,1,569895,200000,754870,0,1526213,2281083,499087,1,769895,0,0,1268983,699088,569895,4236930,3592601,0,644329,458400,1119265,-695781,1526213,1565706,1000,0,0,0,460233,2026939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026939,1566706,0,1566706,0,0,0,0,0,0,14416,0,0,,628869,4236930,1085299,882080,33014,0,412,0,340270,138277,340269,138278,170135,69139,0,0,1397,,,1621805,232174,3592601,1459948,0,2046692,80469,5492,0,,,-2,644329,4236930,1526213,2281083,458400,0,3592601
456001,,,,,,,,,,,,,,,,,,,,,,,,,146481,0,289574,133514,156060,0,436055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450072,0,0,0,0,0,0,0,0,0,1071,0,,,160550,1611693,473163,252000,0,0,0,0,0,0,252136,225000,383770,161510,,,0,,,0,0,1109069,638510,14449,27676,108370,173,319891,,,-2,,,,,,,
456029,,,,,,,,,,,,,,,,,,,,,,,,,749850,0,0,0,0,0,749850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196926,176593,0,176593,0,0,0,0,0,0,0,189877,,,0,2563396,640576,240273,0,0,0,0,91410,77877,202140,172214,462290,138152,,,0,,,646093,0,2042509,628516,109218,74875,225256,0,1004644,,,-2,,,,,,,
456038,4028684,0,108534,0,2845330,0,1183354,4028684,0,586299,527092,0,0,1113391,1004857,108534,4432314,4439714,0,-7400,-579495,1770249,0,1183354,779332,19704,4000,4000,0,36407,839443,36407,0,36407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36407,36407,0,3581849,0,0,0,4000,0,4000,0,0,36407,11021,0,0,,799037,4432314,1463086,777760,0,0,0,0,94356,77776,1614953,747269,1230912,291540,0,0,36407,,,0,0,4439714,1894345,517494,565719,96516,0,1365640,,,-2,-7400,4432314,1183354,4028684,1074820,0,4439714
456065,,,,,,,,,,,,,,,,,,,,,,,,,692130,0,0,0,0,19943,712073,19943,0,19943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19943,19943,0,2079140,142079,0,142079,0,0,0,0,0,0,0,67332,,,0,2288551,657685,328562,0,0,0,0,189801,178299,139559,131102,368934,209763,,,0,,,420031,1,1776010,847727,54686,69486,70834,5320,727957,,,-2,,,,,,,
456074,,,,,,,,,,,,,,,,,,,,,,,,,408948,0,500,0,500,4500,413948,5000,0,5000,0,0,0,0,0,0,0,0,0,500,500,0,0,0,0,4500,4500,0,1903547,139044,0,139044,0,0,0,0,0,0,0,62513,,,0,2105104,686063,281247,0,0,0,0,162100,155717,119191,114498,328331,183197,,,0,,,327944,1,1623629,734660,30115,104312,21903,11409,721230,,,-2,,,,,,,
456135,,,,,,,,,,,,,,,,,,,,,,,,,386799,101201,72177,72177,0,18475,578652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809645,0,0,0,0,0,0,0,0,0,0,29002,,,81085,919732,588056,202049,0,0,0,0,0,0,58550,48537,122384,68500,,,0,,,0,0,768990,319086,65829,182855,16529,0,184691,,,-2,,,,,,,
456153,,,,,,,,,,,,,,,,,,,,,,,,,519860,11249,0,0,0,71233,602342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482523,0,0,0,0,0,0,0,0,0,0,0,0,,171743,1654266,240303,168794,0,0,0,0,203195,146236,178104,121145,535961,167859,0,0,0,,,6282,0,1163845,604034,55571,375079,0,0,129161,,,-2,,,,,,,
456205,388345,8150,159735,0,666156,0,-277811,388345,0,127975,187465,0,0,315440,155705,159735,5076166,4662979,630,413817,-381778,-309850,0,-277811,1389596,13100,0,0,0,0,1402696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407147,643544,0,643544,0,0,0,0,0,0,8083,4797,0,,12595,5076166,2499836,1151573,0,0,0,0,351639,204309,290477,166393,254181,150135,0,0,0,,,1266846,0,4662979,1672410,304027,880002,47245,0,1759295,-1117000,165665,1,413187,5076166,-277811,388345,-437546,0,4662979
