unitid,ASCDEG,BASDEG,MASDEG,CERT1,CERT1a,CERT1b,CERT2,CERT4,PBACERT,PMACERT,DocDegRS,DocDegPP,DocDegOT,SDOCDEG,SMASDEG,SBASDEG,SASCDEG,SBAMACRT,SCERT24,SCERT1a,SCERT1b
431716,0,,,0,0,0,214,0,,,,,,,,,0,,214,0,0
431983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432117,0,,,114,0,114,33,0,,,,,,,,,0,,33,0,114
432269,0,,,41,0,41,0,0,,,,,,,,,0,,0,0,41
432348,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0
432384,190,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,190,0,0,0,0
432524,27,,,0,0,0,0,0,,,,,,,,,27,,0,0,0
433004,0,77,36,0,0,0,0,0,0,0,0,24,0,24,36,77,0,0,0,0,0
433013,298,23,0,12,0,12,0,23,0,0,0,0,0,0,0,23,298,0,23,0,12
433040,0,,,0,0,0,18,0,,,,,,,,,0,,18,0,0
433068,0,,,80,0,80,129,0,,,,,,,,,0,,129,0,80
433101,0,,,64,0,64,428,0,,,,,,,,,0,,428,0,64
433138,0,,,73,57,16,48,0,,,,,,,,,0,,48,57,16
433174,148,36,0,0,0,0,34,0,0,0,0,0,0,0,0,36,148,0,34,0,0
433387,0,24230,19615,0,0,0,0,0,63,0,0,0,0,0,19615,24230,0,63,0,0,0
433420,1,33,4,0,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0,0
433536,78,34,9,0,0,0,0,0,0,1,0,0,0,0,9,34,78,1,0,0,0
433660,250,2871,478,0,0,0,0,0,9,0,6,35,0,41,478,2844,250,9,0,0,0
434016,23,,,0,0,0,0,0,,,,,,,,,23,,0,0,0
434061,699,,,323,0,323,624,0,,,,,,,,,699,,614,0,317
434140,105,,,23,0,23,364,0,,,,,,,,,105,,364,0,23
434159,55,,,0,0,0,140,0,,,,,,,,,55,,140,0,0
434274,0,,,6,0,6,25,0,,,,,,,,,0,,24,0,6
434283,0,,,7,0,7,8,0,,,,,,,,,0,,8,0,7
434308,0,,,246,0,246,0,0,,,,,,,,,0,,0,0,246
434344,0,,,0,0,0,187,0,,,,,,,,,0,,187,0,0
434362,0,,,0,0,0,26,0,,,,,,,,,0,,26,0,0
434432,5,,,0,0,0,0,0,,,,,,,,,5,,0,0,0
434441,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
434469,15,,,48,24,24,0,0,,,,,,,,,15,,0,24,24
434496,0,,,36,0,36,19,0,,,,,,,,,0,,19,0,36
434539,8,,,0,0,0,0,0,,,,,,,,,8,,0,0,0
434584,15,1,0,6,0,6,30,0,0,0,0,0,0,0,0,1,15,0,30,0,6
434672,1813,,,525,0,525,182,0,,,,,,,,,1798,,177,0,511
434751,16,,,0,0,0,0,0,,,,,,,,,16,,0,0,0
434821,0,,,198,0,198,193,18,,,,,,,,,0,,211,0,198
434830,0,,,79,74,5,126,0,,,,,,,,,0,,126,74,5
434900,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,0,0,0,0
434937,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
435000,0,16,69,0,0,0,0,0,0,0,11,173,0,184,69,16,0,0,0,0,0
436030,0,,,47,0,47,42,0,,,,,,,,,0,,42,0,47
436261,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
436304,305,,,66,0,66,301,0,,,,,,,,,304,,293,0,66
436429,560,557,0,0,0,0,0,0,0,0,0,0,0,0,0,557,560,0,0,0,0
436553,0,,,0,0,0,283,0,,,,,,,,,0,,283,0,0
436599,29,,,0,0,0,0,0,,,,,,,,,29,,0,0,0
436614,0,8,3,1,0,1,0,0,0,0,0,0,0,0,3,8,0,0,0,0,1
436632,0,,,0,0,0,73,0,,,,,,,,,0,,73,0,0
436641,0,,,0,0,0,53,0,,,,,,,,,0,,53,0,0
436650,0,,,126,0,126,0,0,,,,,,,,,0,,0,0,126
436775,0,,,0,0,0,130,0,,,,,,,,,0,,130,0,0
436818,0,54,17,0,0,0,0,0,5,1,3,4,0,7,17,52,0,6,0,0,0
436827,0,54,17,0,0,0,0,0,5,1,3,4,0,7,17,52,0,6,0,0,0
436836,0,54,17,0,0,0,0,0,5,1,3,4,0,7,17,52,0,6,0,0,0
437097,24,219,224,1,0,1,0,0,0,0,29,0,0,29,224,219,23,0,0,0,1
437103,543,,,102,17,85,886,0,,,,,,,,,538,,881,17,82
437237,0,,,0,0,0,51,15,,,,,,,,,0,,66,0,0
437556,0,,,227,227,0,983,0,,,,,,,,,0,,983,227,0
437608,0,,,4,0,4,114,0,,,,,,,,,0,,110,0,4
437635,43,,,0,0,0,333,0,,,,,,,,,43,,333,0,0
437723,0,,,21,0,21,10,0,,,,,,,,,0,,10,0,21
437732,23,,,0,0,0,38,0,,,,,,,,,23,,38,0,0
437750,32,,,0,0,0,0,0,,,,,,,,,32,,0,0,0
437769,33,,,42,30,12,5,0,,,,,,,,,33,,5,30,12
437778,0,,,105,0,105,40,0,,,,,,,,,0,,40,0,105
437857,0,,,0,0,0,64,0,,,,,,,,,0,,64,0,0
437936,107,,,0,0,0,248,0,,,,,,,,,107,,248,0,0
438179,27,2,,75,0,75,6,0,,,,,,,,2,27,,6,0,75
438221,34,,,0,0,0,59,0,,,,,,,,,34,,59,0,0
438258,97,,,0,0,0,120,0,,,,,,,,,97,,120,0,0
438285,0,,,96,0,96,70,0,,,,,,,,,0,,70,0,96
438337,0,,,41,0,41,135,0,,,,,,,,,0,,135,0,41
438504,469,,,0,0,0,216,0,,,,,,,,,469,,216,0,0
438586,123,183,86,16,0,16,0,0,0,0,0,0,0,0,86,183,123,0,0,0,16
438674,0,,,0,0,0,25,0,,,,,,,,,0,,25,0,0
438708,69,,,0,0,0,25,0,,,,,,,,,65,,24,0,0
438735,0,,,0,0,0,9,80,,,,,,,,,0,,89,0,0
438984,0,,,5,0,5,8,0,,,,,,,,,0,,8,0,5
439020,0,0,5,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,2,0,0
439118,33,,,0,0,0,218,0,,,,,,,,,33,,218,0,0
439190,450,15,0,79,0,79,0,0,0,0,0,0,0,0,0,15,450,0,0,0,30
439367,361,15,0,12,0,12,70,0,0,0,0,0,0,0,0,15,361,0,70,0,12
439394,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
439446,0,24,24,0,0,0,0,0,0,0,0,0,1,1,24,24,0,0,0,0,0
439455,0,,,0,0,0,106,0,,,,,,,,,0,,106,0,0
439473,0,,,23,0,23,51,0,,,,,,,,,0,,51,0,23
439491,0,,,120,0,120,55,24,,,,,,,,,0,,79,0,120
439507,11,,,77,66,11,149,0,,,,,,,,,11,,149,66,11
439570,72,,,0,0,0,288,0,,,,,,,,,72,,285,0,0
439622,0,,,195,106,89,197,0,,,,,,,,,0,,197,86,58
439668,0,,,41,0,41,0,0,,,,,,,,,0,,0,0,41
439686,0,,,72,0,72,0,0,,,,,,,,,0,,0,0,72
439701,9,32,57,0,0,0,0,0,1,0,0,0,4,4,57,32,9,1,0,0,0
439738,51,,,0,0,0,138,0,,,,,,,,,51,,138,0,0
439747,0,,,198,0,198,28,0,,,,,,,,,0,,28,0,198
439774,0,,,30,11,19,26,0,,,,,,,,,0,,26,11,19
439783,0,0,61,0,0,0,0,0,0,2,0,0,0,0,61,0,0,2,0,0,0
439792,55,,,0,0,0,69,0,,,,,,,,,55,,69,0,0
439817,0,0,28,0,0,0,0,0,0,0,0,0,4,4,28,0,0,0,0,0,0
439844,0,,,16,0,16,25,0,,,,,,,,,0,,25,0,16
439862,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0
439871,41,4,0,3,0,3,1,1,0,0,0,0,0,0,0,4,41,0,2,0,3
439899,21,,,0,0,0,0,0,,,,,,,,,21,,0,0,0
439914,0,0,7,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0
439932,0,,,34,0,34,41,0,,,,,,,,,0,,41,0,34
439969,5,88,37,71,0,71,0,0,0,0,0,0,0,0,37,88,5,0,0,0,71
440004,0,0,0,0,0,0,0,0,20,18,0,0,0,0,0,0,0,38,0,0,0
440031,0,0,163,0,0,0,0,0,88,0,3,59,0,62,163,0,0,88,0,0,0
440059,28,,,3,0,3,30,217,,,,,,,,,28,,247,0,3
440101,0,,,5,0,5,28,0,,,,,,,,,0,,28,0,5
440226,0,,,24,0,24,12,0,,,,,,,,,0,,12,0,24
440262,79,,,0,0,0,144,0,,,,,,,,,79,,144,0,0
440271,17,,,34,0,34,33,0,,,,,,,,,17,,33,0,34
440396,7,30,10,0,0,0,0,0,1,0,0,0,0,0,10,30,7,1,0,0,0
440402,309,,,537,384,153,450,0,,,,,,,,,303,,397,358,132
440651,87,59,0,0,0,0,22,0,0,0,0,0,0,0,0,59,87,0,22,0,0
440730,0,,,207,0,207,95,0,,,,,,,,,0,,95,0,207
440749,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0
440776,5,,,0,0,0,9,0,,,,,,,,,5,,9,0,0
440794,34,47,59,0,0,0,0,0,0,0,0,0,0,0,59,47,34,0,0,0,0
440819,0,,,1,0,1,0,6,,,,,,,,,0,,6,0,1
440828,0,234,45,0,0,0,0,0,21,0,12,7,0,19,45,225,0,20,0,0,0
440855,0,,,39,0,39,38,0,,,,,,,,,0,,38,0,39
440916,0,123,38,0,0,0,0,0,0,0,4,34,0,37,38,123,0,0,0,0,0
440989,0,,,0,0,0,229,0,,,,,,,,,0,,229,0,0
441025,11,,,147,147,0,56,0,,,,,,,,,11,,56,147,0
441052,175,,,49,0,49,504,0,,,,,,,,,175,,504,0,49
441070,11,,,0,0,0,0,0,,,,,,,,,11,,0,0,0
441104,0,0,73,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
441131,0,0,62,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0
441168,0,,,8,4,4,3,5,,,,,,,,,0,,8,4,4
441210,0,,,159,28,131,65,0,,,,,,,,,0,,65,28,131
441229,357,64,0,3,0,3,148,0,0,0,0,0,0,0,0,64,357,0,148,0,3
441238,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0
441256,0,,,43,0,43,28,0,,,,,,,,,0,,28,0,43
441371,6241,,,55,53,2,1279,0,,,,,,,,,6241,,1279,53,2
441380,0,,,107,56,51,121,0,,,,,,,,,0,,121,56,51
441414,0,,,186,137,49,17,0,,,,,,,,,0,,17,122,49
441423,11,,,0,0,0,174,0,,,,,,,,,11,,174,0,0
441487,26,,,0,0,0,20,0,,,,,,,,,26,,20,0,0
441496,0,,,0,0,0,5,73,,,,,,,,,0,,78,0,0
441502,0,,,40,0,40,76,0,,,,,,,,,0,,76,0,40
441575,0,,,19,19,0,133,0,,,,,,,,,0,,133,10,0
441593,0,,,0,0,0,9,0,,,,,,,,,0,,9,0,0
441609,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
441618,0,,,0,0,0,21,0,,,,,,,,,0,,21,0,0
441636,56,0,6,160,8,152,0,0,0,0,0,0,0,0,6,0,56,0,0,8,152
441645,0,,,75,0,75,47,0,,,,,,,,,0,,47,0,75
441663,0,,,0,0,0,195,0,,,,,,,,,0,,195,0,0
441672,0,,,4,0,4,35,0,,,,,,,,,0,,19,0,4
441690,9,12,4,1,0,1,0,0,0,0,0,0,0,0,4,12,9,0,0,0,1
441706,0,,,0,0,0,153,0,,,,,,,,,0,,153,0,0
441742,40,,,285,0,285,134,0,,,,,,,,,40,,134,0,285
441760,586,,,289,0,289,93,0,,,,,,,,,586,,93,0,289
441788,0,,,0,0,0,0,208,,,,,,,,,0,,208,0,0
441830,0,,,0,0,0,66,0,,,,,,,,,0,,66,0,0
441858,74,,,35,0,35,7,0,,,,,,,,,74,,7,0,35
441876,0,,,0,0,0,98,0,,,,,,,,,0,,98,0,0
441900,0,831,31,0,0,0,0,0,0,0,0,0,0,0,31,831,0,0,0,0,0
441937,0,1856,89,0,0,0,0,0,1,0,0,0,0,0,89,1856,0,1,0,0,0
441982,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0
442064,0,0,22,0,0,0,0,0,6,0,0,0,14,14,22,0,0,6,0,0,0
442073,0,,,29,0,29,388,0,,,,,,,,,0,,388,0,29
442134,43,,,61,0,61,208,0,,,,,,,,,43,,208,0,61
442240,0,,,143,0,143,142,0,,,,,,,,,0,,142,0,143
442295,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,0
442329,0,,,757,0,757,181,0,,,,,,,,,0,,181,0,757
442356,279,153,34,14,0,14,42,0,0,1,0,2,0,2,34,152,279,1,42,0,14
442383,56,,,0,0,0,17,0,,,,,,,,,56,,17,0,0
442426,77,47,18,0,0,0,61,0,0,0,0,0,0,0,18,47,77,0,60,0,0
442435,4,,,0,0,0,3,0,,,,,,,,,4,,3,0,0
442444,209,,,0,0,0,219,0,,,,,,,,,209,,219,0,0
442523,9,,,0,0,0,0,0,,,,,,,,,9,,0,0,0
442569,469,569,352,300,0,300,0,0,17,0,0,0,0,0,350,569,466,17,0,0,292
442602,56,,,0,0,0,182,0,,,,,,,,,56,,182,0,0
442611,0,,,0,0,0,71,472,,,,,,,,,0,,542,0,0
442639,0,19,65,0,0,0,0,0,0,0,0,0,0,0,65,8,0,0,0,0,0
442657,0,,,134,0,134,27,0,,,,,,,,,0,,27,0,134
442781,37,,,0,0,0,6,0,,,,,,,,,36,,6,0,0
442806,0,0,0,0,0,0,0,0,0,0,0,470,0,470,0,0,0,0,0,0,0
442842,0,0,11,0,0,0,31,0,0,0,0,12,0,12,11,0,0,0,31,0,0
442879,19,,,429,0,429,16,0,,,,,,,,,19,,16,0,429
442888,0,,,8,0,8,70,0,,,,,,,,,0,,70,0,8
442930,9,68,23,62,62,0,103,0,0,0,0,0,0,0,23,68,9,0,103,62,0
442976,0,,,0,0,0,27,0,,,,,,,,,0,,27,0,0
442985,0,,,174,0,174,0,0,,,,,,,,,0,,0,0,174
443021,0,,,9,0,9,47,0,,,,,,,,,0,,47,0,9
443049,0,34,33,0,0,0,0,0,1,0,7,0,0,7,33,34,0,1,0,0,0
443058,0,5,15,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0
443076,0,0,14,0,0,0,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0
443100,0,,,0,0,0,35,0,,,,,,,,,0,,35,0,0
443137,0,,,71,0,71,0,0,,,,,,,,,0,,0,0,71
443146,0,,,0,0,0,34,0,,,,,,,,,0,,34,0,0
443207,0,,,0,0,0,113,0,,,,,,,,,0,,113,0,0
443216,0,,,0,0,0,94,0,,,,,,,,,0,,94,0,0
443225,0,,,0,0,0,39,0,,,,,,,,,0,,39,0,0
443234,0,,,131,56,75,26,0,,,,,,,,,0,,26,56,75
443252,0,,,1033,0,1033,282,0,,,,,,,,,0,,282,0,1033
443261,3,,,96,0,96,33,0,,,,,,,,,3,,33,0,96
443289,0,,,22,0,22,96,0,,,,,,,,,0,,96,0,22
443298,0,,,0,0,0,11,0,,,,,,,,,0,,11,0,0
443322,0,,,15,0,15,77,0,,,,,,,,,0,,77,0,15
443331,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0
443340,2,8,9,0,0,0,0,0,0,0,0,0,0,0,9,8,2,0,0,0,0
443377,36,,,0,0,0,0,0,,,,,,,,,36,,0,0,0
443410,0,217,18,0,0,0,0,0,0,0,0,0,0,0,18,217,0,0,0,0,0
443492,377,,,272,192,80,57,0,,,,,,,,,363,,56,85,69
443562,42,47,90,0,0,0,0,0,0,0,0,0,0,0,90,47,42,0,0,0,0
443571,14,,,36,0,36,166,0,,,,,,,,,14,,166,0,36
443599,39,30,97,92,0,92,41,0,32,0,0,0,0,0,90,30,39,32,41,0,92
443632,0,,,6,0,6,84,0,,,,,,,,,0,,79,0,5
443641,0,,,20,0,20,49,0,,,,,,,,,0,,49,0,10
443650,66,0,0,80,80,0,70,0,0,0,0,0,0,0,0,0,66,0,70,80,0
443669,0,,,89,0,89,0,0,,,,,,,,,0,,0,0,89
443696,2,,,0,0,0,2,0,,,,,,,,,2,,2,0,0
443702,0,0,10,0,0,0,0,0,5,0,0,0,7,7,10,0,0,5,0,0,0
443748,18,,,0,0,0,420,0,,,,,,,,,18,,411,0,0
443766,92,169,105,0,0,0,0,0,24,0,0,0,0,0,105,169,92,15,0,0,0
443784,54,153,66,0,0,0,0,0,2,0,0,0,0,0,66,153,54,2,0,0,0
443951,0,,,0,0,0,38,0,,,,,,,,,0,,38,0,0
443979,0,,,71,0,71,22,0,,,,,,,,,0,,22,0,71
444051,0,,,48,41,7,47,0,,,,,,,,,0,,47,41,7
444088,5,141,0,31,0,31,6,0,0,0,0,0,0,0,0,141,5,0,6,0,31
444103,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
444130,0,75,1139,5,0,5,0,0,34,164,691,8,0,699,1139,75,0,198,0,0,5
444194,0,,,0,0,0,101,0,,,,,,,,,0,,101,0,0
444219,1301,,,192,0,192,550,0,,,,,,,,,874,,530,0,178
444228,0,,,0,0,0,15,0,,,,,,,,,0,,15,0,0
444255,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,9,0,0
444264,0,,,0,0,0,14,0,,,,,,,,,0,,14,0,0
444282,0,,,0,0,0,26,0,,,,,,,,,0,,26,0,0
444291,0,,,0,0,0,25,0,,,,,,,,,0,,25,0,0
444307,0,,,4,0,4,35,0,,,,,,,,,0,,35,0,4
444325,0,5,0,0,0,0,0,39,0,0,0,0,0,0,0,5,0,0,20,0,0
444334,33,,,0,0,0,0,0,,,,,,,,,33,,0,0,0
444361,15,,,40,0,40,0,0,,,,,,,,,15,,0,0,40
444370,0,,,39,0,39,0,0,,,,,,,,,0,,0,0,39
444398,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0
444404,0,,,0,0,0,8,0,,,,,,,,,0,,8,0,0
444413,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0
444440,0,,,12,0,12,28,0,,,,,,,,,0,,28,0,12
444468,0,,,5,0,5,7,0,,,,,,,,,0,,7,0,5
444486,0,,,1,0,1,136,0,,,,,,,,,0,,136,0,1
444510,0,,,0,0,0,33,0,,,,,,,,,0,,33,0,0
444529,0,,,51,0,51,0,0,,,,,,,,,0,,0,0,51
444556,211,,,43,0,43,0,0,,,,,,,,,210,,0,0,43
444565,68,,,0,0,0,40,0,,,,,,,,,68,,40,0,0
444583,0,,,0,0,0,192,0,,,,,,,,,0,,192,0,0
444635,0,,,47,0,47,11,0,,,,,,,,,0,,11,0,47
444662,0,,,16,0,16,14,0,,,,,,,,,0,,14,0,16
444671,0,,,0,0,0,48,0,,,,,,,,,0,,48,0,0
444699,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
444714,26,,,0,0,0,40,0,,,,,,,,,26,,40,0,0
444732,0,,,0,0,0,43,0,,,,,,,,,0,,43,0,0
444778,3,10,8,0,0,0,0,0,0,0,0,4,0,4,8,10,3,0,0,0,0
444787,0,295,2,0,0,0,3,0,0,0,0,0,0,0,2,295,0,0,3,0,0
444811,13,,,0,0,0,16,0,,,,,,,,,13,,16,0,0
444857,0,,,40,0,40,57,0,,,,,,,,,0,,57,0,40
444866,8,,,90,0,90,27,0,,,,,,,,,8,,27,0,89
444893,0,,,0,0,0,139,0,,,,,,,,,0,,137,0,0
444936,0,,,123,0,123,13,0,,,,,,,,,0,,13,0,123
444945,0,,,76,23,53,321,0,,,,,,,,,0,,321,23,53
444954,228,,,0,0,0,64,0,,,,,,,,,218,,57,0,0
445027,1301,1866,1156,5,0,5,66,0,5,0,137,0,0,137,1156,1866,1300,5,66,0,5
445133,14,50,31,4,0,4,0,0,0,0,0,0,0,0,31,50,14,0,0,0,4
445188,0,1882,64,0,0,0,0,0,0,0,105,0,0,105,64,1882,0,0,0,0,0
445203,22,0,0,98,0,98,39,0,0,0,0,0,0,0,0,0,22,0,39,0,98
445212,0,,,0,0,0,130,0,,,,,,,,,0,,130,0,0
445230,153,,,55,0,55,217,0,,,,,,,,,153,,217,0,55
445249,74,,,97,0,97,37,0,,,,,,,,,74,,37,0,97
445267,4,576,84,0,0,0,0,0,0,0,0,0,0,0,84,576,4,0,0,0,0
445364,0,,,0,0,0,268,16,,,,,,,,,0,,284,0,0
445461,18,,,0,0,0,470,0,,,,,,,,,18,,460,0,0
445498,0,,,0,0,0,8,0,,,,,,,,,0,,8,0,0
445540,0,,,0,0,0,24,0,,,,,,,,,0,,24,0,0
445647,0,,,170,0,170,0,0,,,,,,,,,0,,0,0,170
445656,0,,,198,0,198,0,0,,,,,,,,,0,,0,0,198
445692,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,77,8,0,0,0,0
445708,217,152,0,0,0,0,0,0,0,0,0,0,0,0,0,152,217,0,0,0,0
445735,0,291,66,0,0,0,0,0,0,10,0,298,0,298,66,291,0,10,0,0,0
445744,37,,,0,0,0,142,0,,,,,,,,,37,,142,0,0
445762,0,,,0,0,0,1,68,,,,,,,,,0,,69,0,0
445780,0,,,14,0,14,24,0,,,,,,,,,0,,24,0,14
445799,0,,,0,0,0,0,433,,,,,,,,,0,,429,0,0
445841,0,,,87,0,87,35,0,,,,,,,,,0,,35,0,87
445850,0,,,106,0,106,28,0,,,,,,,,,0,,28,0,106
445869,0,0,97,0,0,0,0,0,0,0,0,11,0,11,97,0,0,0,0,0,0
445911,0,,,0,0,0,291,117,,,,,,,,,0,,408,0,0
445948,51,,,435,435,0,986,0,,,,,,,,,51,,986,435,0
445957,0,,,201,40,161,0,0,,,,,,,,,0,,0,40,161
446002,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
446039,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
446048,0,248,8,0,0,0,0,0,0,0,0,0,2,2,8,248,0,0,0,0,0
446084,0,,,4,0,4,37,0,,,,,,,,,0,,37,0,4
446093,0,,,0,0,0,65,0,,,,,,,,,0,,65,0,0
446109,53,,,2,0,2,151,0,,,,,,,,,53,,151,0,2
446118,27,,,30,0,30,173,0,,,,,,,,,27,,173,0,30
446127,21,,,0,0,0,94,0,,,,,,,,,21,,94,0,0
446163,7,,,0,0,0,0,0,,,,,,,,,7,,0,0,0
446206,0,,,0,0,0,21,0,,,,,,,,,0,,21,0,0
446224,0,0,23,0,0,0,5,0,0,0,0,0,0,0,23,0,0,0,5,0,0
446233,28,24,1,0,0,0,0,0,0,0,0,0,0,0,1,24,28,0,0,0,0
446242,0,,,7,0,7,70,0,,,,,,,,,0,,70,0,7
446251,0,,,44,0,44,0,0,,,,,,,,,0,,0,0,44
446260,0,,,511,0,511,225,0,,,,,,,,,0,,225,0,511
446288,0,,,5,0,5,33,0,,,,,,,,,0,,33,0,5
446303,0,,,0,0,0,73,0,,,,,,,,,0,,73,0,0
446349,0,,,0,0,0,21,0,,,,,,,,,0,,21,0,0
446385,7,34,0,0,0,0,1,0,0,0,0,0,0,0,0,34,7,0,1,0,0
446516,0,,,0,0,0,6,0,,,,,,,,,0,,6,0,0
446525,205,11,0,0,0,0,401,0,0,0,0,0,0,0,0,11,205,0,401,0,0
446552,205,,,0,0,0,1034,0,,,,,,,,,205,,1034,0,0
446561,277,24,65,0,0,0,0,168,0,0,0,0,0,0,65,24,277,0,168,0,0
446598,1,,,0,0,0,7,0,,,,,,,,,1,,7,0,0
446604,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,0,0
446640,0,109,996,0,0,0,0,0,1,0,3,0,0,3,996,109,0,1,0,0,0
446774,384,,,0,0,0,254,0,,,,,,,,,361,,222,0,0
447014,10,0,0,39,0,39,66,0,0,0,0,0,0,0,0,0,10,0,66,0,39
447023,0,,,693,257,436,855,0,,,,,,,,,0,,855,257,436
447050,0,47,666,0,0,0,25,0,1,1,0,0,0,0,666,47,0,2,25,0,0
447148,0,,,1,0,1,68,0,,,,,,,,,0,,68,0,1
447166,0,,,0,0,0,25,0,,,,,,,,,0,,25,0,0
447175,0,,,0,0,0,17,0,,,,,,,,,0,,17,0,0
447263,531,272,0,0,0,0,0,0,0,0,0,0,0,0,0,272,531,0,0,0,0
447351,50,,,0,0,0,299,0,,,,,,,,,50,,299,0,0
447421,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
447449,0,,,1,0,1,27,0,,,,,,,,,0,,26,0,1
447458,41,32,0,0,0,0,27,0,0,0,0,0,0,0,0,32,40,0,27,0,0
447467,0,,,46,0,46,154,0,,,,,,,,,0,,154,0,46
447582,172,,,49,0,49,106,0,,,,,,,,,164,,90,0,42
447591,12,,,0,0,0,385,0,,,,,,,,,12,,385,0,0
447607,0,,,0,0,0,1013,0,,,,,,,,,0,,1013,0,0
447616,0,,,0,0,0,804,0,,,,,,,,,0,,804,0,0
447689,0,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0
447698,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
447704,0,,,94,0,94,27,0,,,,,,,,,0,,27,0,94
447713,39,,,0,0,0,0,0,,,,,,,,,39,,0,0,0
447722,0,,,0,0,0,14,0,,,,,,,,,0,,14,0,0
447731,0,,,200,1,199,12,0,,,,,,,,,0,,12,1,199
447759,51,,,26,0,26,0,13,,,,,,,,,51,,13,0,26
447768,139,,,51,0,51,544,0,,,,,,,,,139,,544,0,51
447777,209,,,29,0,29,99,0,,,,,,,,,209,,99,0,29
447795,0,,,45,0,45,5,0,,,,,,,,,0,,5,0,45
447801,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
447810,0,,,0,0,0,148,0,,,,,,,,,0,,148,0,0
447847,22,0,0,25,0,25,0,30,0,0,0,0,0,0,0,0,22,0,30,0,25
447865,0,,,0,0,0,5,0,,,,,,,,,0,,5,0,0
447874,0,,,247,0,247,39,0,,,,,,,,,0,,39,0,247
447883,0,,,196,0,196,47,0,,,,,,,,,0,,47,0,196
447892,0,,,78,33,45,35,0,,,,,,,,,0,,35,31,45
447908,0,,,41,14,27,11,0,,,,,,,,,0,,11,14,27
447917,0,,,55,0,55,0,0,,,,,,,,,0,,0,0,55
447935,95,,,0,0,0,16,0,,,,,,,,,95,,16,0,0
447953,0,71,21,0,0,0,0,0,0,0,0,0,0,0,21,71,0,0,0,0,0
447962,0,,,47,3,44,38,0,,,,,,,,,0,,38,3,44
447971,0,,,60,0,60,34,0,,,,,,,,,0,,34,0,27
447980,0,,,5,0,5,12,0,,,,,,,,,0,,12,0,5
447999,23,,,0,0,0,94,0,,,,,,,,,23,,94,0,0
448026,0,,,49,0,49,11,41,,,,,,,,,0,,52,0,49
448071,0,,,91,0,91,111,0,,,,,,,,,0,,111,0,91
448123,0,,,0,0,0,62,0,,,,,,,,,0,,62,0,0
448196,0,,,40,40,0,55,0,,,,,,,,,0,,55,40,0
448220,0,,,36,0,36,75,0,,,,,,,,,0,,75,0,36
448239,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
448248,0,,,1714,1068,646,563,0,,,,,,,,,0,,563,1068,646
448257,0,,,58,0,58,1,0,,,,,,,,,0,,1,0,58
448275,0,,,22,0,22,0,0,,,,,,,,,0,,0,0,22
448372,91,,,0,0,0,0,0,,,,,,,,,91,,0,0,0
448424,0,,,29,0,29,25,0,,,,,,,,,0,,25,0,29
