UNITID,PSGRTYPE,PGREVCT,PGEXCLU,PGADJCT,PGCMBAC,PGCMOBA,PGCMTOT,SSREVCT,SSEXCLU,SSADJCT,SSCMBAC,SSCMOBA,SSCMTOT,NRREVCT,NREXCLU,NRADJCT,NRCMBAC,NRCMOBA,NRCMTOT,TTREVCT,TTEXCLU,TTADJCT,TTCMBAC,TTCMOBA,TTCMTOT
101912,1,220,0,220,76,1,77,76,0,76,41,1,42,94,0,94,61,2,63,390,0,390,178,4,182
102049,1,117,1,116,79,0,79,122,0,122,94,0,94,677,1,676,538,0,538,916,2,914,711,0,711
102094,1,721,0,721,319,2,321,297,0,297,145,1,146,937,0,937,458,7,465,1955,0,1955,922,10,932
102234,1,132,0,132,60,0,60,83,0,83,51,0,51,170,0,170,126,0,126,385,0,385,237,0,237
102270,1,108,0,108,24,0,24,7,0,7,7,0,7,10,0,10,0,0,0,125,0,125,31,0,31
102298,1,88,0,88,30,0,30,12,0,12,5,0,5,36,0,36,13,0,13,136,0,136,48,0,48
102368,1,793,0,793,290,12,302,271,0,271,118,5,123,766,0,766,404,4,408,1830,0,1830,812,21,833
102377,1,204,0,204,198,0,198,75,0,75,69,0,69,375,0,375,173,0,173,654,0,654,440,0,440
102553,1,407,0,407,70,23,93,111,0,111,21,9,30,804,0,804,223,50,273,1322,0,1322,314,82,396
102580,1,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,2
102614,1,171,0,171,24,23,47,63,0,63,14,5,19,436,0,436,159,33,192,670,0,670,197,61,258
102632,1,42,0,42,2,3,5,10,0,10,3,0,3,66,0,66,14,7,21,118,0,118,19,10,29
102669,1,14,1,13,1,1,2,11,0,11,0,0,0,14,2,12,0,11,11,39,3,36,1,12,13
102845,1,1079,0,1079,11,575,586,160,1,159,2,109,111,254,1,253,2,116,118,1493,2,1491,15,800,815
104090,1,162,0,162,5,94,99,7,0,7,1,3,4,21,0,21,0,6,6,190,0,190,6,103,109
104151,1,3703,28,3675,2187,0,2187,1412,4,1408,875,0,875,6320,45,6275,4537,0,4537,11435,77,11358,7599,0,7599
104179,1,1544,2,1542,924,0,924,703,3,700,446,0,446,3750,14,3736,2691,0,2691,5997,19,5978,4061,0,4061
104586,1,137,0,137,87,0,87,179,0,179,121,0,121,283,0,283,215,0,215,599,0,599,423,0,423
104717,1,962,0,962,385,0,385,573,0,573,244,0,244,818,0,818,431,0,431,2353,0,2353,1060,0,1060
105297,1,92,0,92,4,12,16,0,0,0,0,0,0,24,0,24,0,5,5,116,0,116,4,17,21
105330,1,1776,2,1774,926,0,926,889,1,888,479,0,479,2345,2,2343,1554,0,1554,5010,5,5005,2959,0,2959
105534,1,485,0,485,0,339,339,62,0,62,0,45,45,150,0,150,0,98,98,697,0,697,0,482,482
105589,1,20,0,20,10,0,10,6,0,6,5,0,5,21,0,21,11,0,11,47,0,47,26,0,26
105899,1,44,0,44,12,0,12,39,0,39,17,0,17,45,0,45,29,0,29,128,0,128,58,0,58
106245,1,422,0,422,140,14,154,73,0,73,15,4,19,273,0,273,141,8,149,768,0,768,296,26,322
106306,1,229,0,229,1,19,20,25,0,25,0,2,2,12,0,12,0,0,0,266,0,266,1,21,22
106342,1,70,0,70,27,0,27,47,0,47,17,0,17,84,0,84,33,0,33,201,0,201,77,0,77
106397,1,953,0,953,518,0,518,733,1,732,477,0,477,3252,1,3251,2420,0,2420,4938,2,4936,3415,0,3415
106412,1,594,0,594,221,2,223,40,0,40,11,0,11,129,0,129,79,1,80,763,0,763,311,3,314
106458,1,648,2,646,276,12,288,232,2,230,114,3,117,729,3,726,433,8,441,1609,7,1602,823,23,846
106467,1,978,1,977,303,101,404,164,0,164,67,21,88,677,1,676,321,75,396,1819,2,1817,691,197,888
106485,1,327,0,327,51,53,104,39,0,39,9,7,16,123,0,123,43,26,69,489,0,489,103,86,189
106704,1,797,0,797,330,1,331,231,0,231,112,1,113,839,0,839,486,5,491,1867,0,1867,928,7,935
106713,1,61,0,61,8,7,15,26,0,26,10,1,11,38,0,38,5,18,23,125,0,125,23,26,49
106810,1,44,0,44,10,0,10,20,0,20,5,0,5,20,0,20,5,6,11,84,0,84,20,6,26
107044,1,260,0,260,149,0,149,220,0,220,145,0,145,533,1,532,409,0,409,1013,1,1012,703,0,703
107071,1,407,0,407,137,2,139,85,0,85,29,0,29,250,0,250,120,3,123,742,0,742,286,5,291
107080,1,109,1,108,70,0,70,77,1,76,44,0,44,166,0,166,126,0,126,352,2,350,240,0,240
107141,1,87,0,87,54,0,54,70,0,70,48,0,48,166,0,166,128,0,128,323,0,323,230,0,230
107512,1,129,0,129,66,2,68,85,0,85,53,2,55,181,0,181,129,5,134,395,0,395,248,9,257
107558,1,93,1,92,32,0,32,27,0,27,9,0,9,69,0,69,36,0,36,189,1,188,77,0,77
107600,1,222,0,222,67,0,67,18,0,18,7,0,7,39,0,39,11,0,11,279,0,279,85,0,85
107877,1,57,0,57,26,0,26,12,0,12,6,0,6,40,0,40,17,0,17,109,0,109,49,0,49
107983,1,488,3,485,133,51,184,91,0,91,33,10,43,266,0,266,111,37,148,845,3,842,277,98,375
108092,1,520,0,520,166,33,199,82,0,82,38,4,42,339,0,339,146,9,155,941,0,941,350,46,396
108232,1,175,0,175,38,7,45,98,0,98,31,6,37,345,0,345,179,10,189,618,0,618,248,23,271
109350,1,692,0,692,0,185,185,6,0,6,0,2,2,402,0,402,6,141,147,1100,0,1100,6,328,334
109651,1,47,1,46,38,0,38,29,3,26,21,0,21,140,0,140,101,0,101,216,4,212,160,0,160
109785,1,340,0,340,139,0,139,367,0,367,169,0,169,424,0,424,385,0,385,1131,0,1131,693,0,693
109819,1,1191,0,1191,0,244,244,3,0,3,0,1,1,790,0,790,1,195,196,1984,0,1984,1,440,441
110060,1,9,0,9,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,23,0,23,0,0,0
110097,1,233,0,233,149,0,149,289,0,289,216,0,216,341,4,337,254,0,254,863,4,859,619,0,619
110219,1,301,2,299,23,69,92,35,0,35,4,11,15,26,0,26,2,8,10,362,2,360,29,88,117
110361,1,471,1,470,267,0,267,276,1,275,185,0,185,370,2,368,252,0,252,1117,4,1113,704,0,704
110370,1,62,0,62,32,0,32,30,0,30,27,0,27,163,0,163,125,0,125,255,0,255,184,0,184
110404,1,31,0,31,28,0,28,5,0,5,5,0,5,199,0,199,188,0,188,235,0,235,221,0,221
110413,1,179,0,179,132,0,132,181,0,181,131,0,131,278,0,278,204,0,204,638,0,638,467,0,467
110422,1,599,0,599,483,0,483,551,0,551,470,0,470,3171,0,3171,2740,0,2740,4321,0,4321,3693,0,3693
110486,1,851,0,851,394,0,394,114,0,114,53,0,53,325,0,325,194,0,194,1290,0,1290,641,0,641
110495,1,817,0,817,440,0,440,123,0,123,69,0,69,390,0,390,226,0,226,1330,0,1330,735,0,735
110510,1,1852,0,1852,986,0,986,190,0,190,98,0,98,694,0,694,405,0,405,2736,0,2736,1489,0,1489
110529,1,1807,0,1807,1118,0,1118,493,0,493,336,0,336,1779,0,1779,1251,0,1251,4079,0,4079,2705,0,2705
110538,1,1198,0,1198,689,0,689,383,0,383,250,0,250,1144,0,1144,810,0,810,2725,0,2725,1749,0,1749
110547,1,859,0,859,399,0,399,89,0,89,41,0,41,309,0,309,144,0,144,1257,0,1257,584,0,584
110556,1,2034,0,2034,1099,0,1099,198,0,198,115,0,115,976,0,976,590,0,590,3208,0,3208,1804,0,1804
110565,1,2003,0,2003,1318,0,1318,453,0,453,305,0,305,1818,0,1818,1339,0,1339,4274,0,4274,2962,0,2962
110574,1,850,0,850,362,0,362,162,0,162,90,0,90,572,0,572,269,0,269,1584,0,1584,721,0,721
110583,1,2021,0,2021,1423,0,1423,436,0,436,320,0,320,1686,0,1686,1267,0,1267,4143,0,4143,3010,0,3010
110592,1,2588,0,2588,1323,0,1323,232,0,232,113,0,113,855,0,855,454,0,454,3675,0,3675,1890,0,1890
110608,1,2725,0,2725,1446,0,1446,289,0,289,170,0,170,1408,0,1408,860,0,860,4422,0,4422,2476,0,2476
110617,1,2016,0,2016,1055,0,1055,371,0,371,193,0,193,1293,0,1293,756,0,756,3680,0,3680,2004,0,2004
110635,1,1205,0,1205,1070,0,1070,469,0,469,430,0,430,4525,0,4525,4329,0,4329,6199,0,6199,5829,0,5829
110644,1,1891,0,1891,1540,0,1540,733,0,733,639,0,639,3075,2,3073,2740,0,2740,5699,2,5697,4919,0,4919
110653,1,2442,0,2442,2076,0,2076,846,0,846,731,0,731,3253,1,3252,2857,0,2857,6541,1,6540,5664,0,5664
110662,1,1955,1,1954,1738,0,1738,723,0,723,676,0,676,3857,7,3850,3622,0,3622,6535,8,6527,6036,0,6036
110671,1,3025,1,3024,2275,0,2275,709,1,708,568,0,568,1611,0,1611,1219,0,1219,5345,2,5343,4062,0,4062
110680,1,1756,0,1756,1473,0,1473,737,0,737,647,0,647,3221,0,3221,2893,0,2893,5714,0,5714,5013,0,5013
110705,1,1675,0,1675,1374,0,1374,577,0,577,503,0,503,2730,0,2730,2391,0,2391,4982,0,4982,4268,0,4268
110714,1,1359,4,1355,1046,0,1046,671,1,670,495,0,495,2174,6,2168,1684,0,1684,4204,11,4193,3225,0,3225
110918,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
111081,1,22,0,22,11,0,11,54,0,54,34,0,34,123,0,123,82,0,82,199,0,199,127,0,127
111188,1,64,0,64,40,0,40,50,0,50,32,0,32,122,0,122,77,0,77,236,0,236,149,0,149
111638,1,51,0,51,0,24,24,21,0,21,0,8,8,7,0,7,0,2,2,79,0,79,0,34,34
111948,1,265,1,264,207,6,213,392,1,391,333,3,336,854,0,854,706,7,713,1511,2,1509,1246,16,1262
112075,1,118,0,118,72,0,72,91,0,91,55,0,55,197,0,197,129,0,129,406,0,406,256,0,256
112084,1,23,0,23,8,1,9,12,0,12,1,0,1,14,0,14,7,0,7,49,0,49,16,1,17
112260,1,37,0,37,37,0,37,28,0,28,28,0,28,256,0,256,228,0,228,321,0,321,293,0,293
112394,1,52,0,52,23,0,23,29,0,29,10,0,10,24,0,24,13,0,13,105,0,105,46,0,46
112570,1,6,0,6,0,1,1,32,0,32,14,3,17,79,0,79,20,18,38,117,0,117,34,22,56
113236,1,546,0,546,0,179,179,1,0,1,0,0,0,653,0,653,0,224,224,1200,0,1200,0,403,403
113582,1,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,2,0,2,4,0,4,3,0,3
113616,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
113698,1,76,0,76,55,0,55,80,0,80,69,0,69,105,0,105,82,0,82,261,0,261,206,0,206
114123,1,36,0,36,0,19,19,4,0,4,0,2,2,11,0,11,0,5,5,51,0,51,0,26,26
114354,1,125,0,125,20,50,70,90,0,90,11,49,60,125,0,125,44,81,125,340,0,340,75,180,255
114433,1,84,0,84,1,30,31,17,0,17,0,10,10,69,0,69,5,22,27,170,0,170,6,62,68
114716,1,160,0,160,0,81,81,3,0,3,0,2,2,767,0,767,0,447,447,930,0,930,0,530,530
114813,1,109,0,109,48,0,48,35,0,35,20,0,20,67,0,67,38,0,38,211,0,211,106,0,106
115010,1,191,0,191,0,90,90,45,0,45,0,26,26,194,0,194,0,166,166,430,0,430,0,282,282
115409,1,29,0,29,27,0,27,44,0,44,38,0,38,140,0,140,131,0,131,213,0,213,196,0,196
115728,1,54,0,54,28,0,28,26,0,26,15,0,15,15,0,15,8,0,8,95,0,95,51,0,51
115755,1,675,0,675,286,0,286,163,0,163,78,0,78,444,0,444,220,0,220,1282,0,1282,584,0,584
115773,1,5,0,5,2,3,5,2,0,2,1,0,1,1,0,1,0,0,0,8,0,8,3,3,6
116226,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
116846,1,2,0,2,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,2,0,2
117104,1,29,0,29,16,0,16,13,0,13,8,0,8,18,0,18,4,0,4,60,0,60,28,0,28
117140,1,270,3,267,157,1,158,138,1,137,100,0,100,149,1,148,91,0,91,557,5,552,348,1,349
117168,1,17,0,17,10,0,10,20,0,20,5,0,5,47,0,47,38,0,38,84,0,84,53,0,53
117283,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,8,8,19,0,19,0,8,8
117557,1,3,0,3,3,0,3,3,0,3,3,0,3,10,0,10,7,0,7,16,0,16,13,0,13
117575,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
117627,1,140,0,140,62,7,69,64,0,64,18,14,32,82,0,82,40,13,53,286,0,286,120,34,154
117672,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,0,2,0,2,2
117751,1,48,0,48,38,0,38,78,0,78,62,0,62,46,0,46,26,0,26,172,0,172,126,0,126
117946,1,164,1,163,137,0,137,226,0,226,179,0,179,938,1,937,765,0,765,1328,2,1326,1081,0,1081
118693,1,57,0,57,32,0,32,33,0,33,22,0,22,61,0,61,32,0,32,151,0,151,86,0,86
118912,1,479,0,479,0,179,179,1,0,1,0,1,1,712,0,712,0,328,328,1192,0,1192,0,508,508
118976,1,793,0,793,0,171,171,0,0,0,0,0,0,671,0,671,0,191,191,1464,0,1464,0,362,362
119173,1,354,0,354,190,18,208,133,0,133,74,8,82,55,0,55,28,5,33,542,0,542,292,31,323
119270,1,47,0,47,2,13,15,29,0,29,0,16,16,144,0,144,14,60,74,220,0,220,16,89,105
119605,1,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,2,0,2,9,0,9,2,0,2
119775,1,5,0,5,2,0,2,3,0,3,1,0,1,28,0,28,12,0,12,36,0,36,15,0,15
120184,1,78,0,78,35,0,35,37,0,37,21,0,21,41,0,41,18,0,18,156,0,156,74,0,74
120254,1,101,0,101,83,0,83,105,0,105,87,0,87,296,0,296,245,0,245,502,0,502,415,0,415
120403,1,61,0,61,40,0,40,33,0,33,21,0,21,109,0,109,64,0,64,203,0,203,125,0,125
120537,1,48,0,48,22,0,22,25,0,25,15,0,15,25,0,25,10,2,12,98,0,98,47,2,49
120838,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,1,1,7,0,7,0,1,1
120865,1,90,0,90,26,10,36,75,0,75,26,8,34,86,0,86,39,8,47,251,0,251,91,26,117
120883,1,252,0,252,176,8,184,143,0,143,95,4,99,328,0,328,238,12,250,723,0,723,509,24,533
121150,1,152,0,152,131,0,131,202,0,202,177,0,177,389,0,389,316,0,316,743,0,743,624,0,624
121257,1,36,0,36,33,0,33,51,0,51,42,0,42,181,0,181,154,0,154,268,0,268,229,0,229
121275,1,13,0,13,0,13,13,13,0,13,0,13,13,4,0,4,0,0,0,30,0,30,0,26,26
121309,1,132,0,132,97,0,97,175,0,175,133,0,133,287,0,287,221,0,221,594,0,594,451,0,451
121345,1,84,1,83,80,0,80,9,0,9,8,0,8,318,0,318,300,0,300,411,1,410,388,0,388
121619,1,748,0,748,0,233,233,0,0,0,0,0,0,931,0,931,0,216,216,1679,0,1679,0,449,449
121691,1,164,0,164,104,0,104,195,0,195,140,0,140,225,1,224,146,0,146,584,1,583,390,0,390
121886,1,592,0,592,0,141,141,1,0,1,0,0,0,370,0,370,0,97,97,963,0,963,0,238,238
122375,1,574,0,574,0,188,188,2,0,2,0,1,1,753,0,753,0,260,260,1329,0,1329,0,449,449
122409,1,1146,0,1146,817,0,817,606,0,606,469,0,469,3060,0,3060,2468,0,2468,4812,0,4812,3754,0,3754
122436,1,161,2,159,130,0,130,240,1,239,202,0,202,732,2,730,600,0,600,1133,5,1128,932,0,932
122506,1,14,0,14,9,0,9,22,0,22,15,0,15,18,0,18,10,0,10,54,0,54,34,0,34
122597,1,1633,0,1633,828,0,828,426,0,426,249,0,249,1472,0,1472,854,0,854,3531,0,3531,1931,0,1931
122612,1,412,0,412,311,0,311,376,0,376,298,0,298,796,0,796,569,0,569,1584,0,1584,1178,0,1178
122685,1,495,0,495,0,162,162,49,0,49,0,27,27,234,1,233,0,63,63,778,1,777,0,252,252
122728,1,77,1,76,31,0,31,56,0,56,33,0,33,66,0,66,38,0,38,199,1,198,102,0,102
122755,1,1221,0,1221,809,0,809,379,0,379,238,0,238,1465,0,1465,1050,0,1050,3065,0,3065,2097,0,2097
122931,1,131,0,131,122,0,122,141,0,141,128,0,128,1044,1,1043,914,0,914,1316,1,1315,1164,0,1164
122977,1,1086,0,1086,0,292,292,3,0,3,0,1,1,2166,0,2166,0,756,756,3255,0,3255,0,1049,1049
123165,1,33,0,33,29,0,29,45,0,45,39,0,39,192,0,192,159,0,159,270,0,270,227,0,227
123280,1,2,0,2,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4,2,0,2
123299,1,335,0,335,2,90,92,6,0,6,1,0,1,215,0,215,3,78,81,556,0,556,6,168,174
123457,1,50,0,50,26,0,26,30,0,30,14,0,14,36,0,36,14,0,14,116,0,116,54,0,54
123509,1,126,0,126,0,62,62,0,0,0,0,0,0,395,0,395,0,147,147,521,0,521,0,209,209
123554,1,133,0,133,105,0,105,172,0,172,121,0,121,257,0,257,179,0,179,562,0,562,405,0,405
123563,1,242,0,242,0,72,72,1,0,1,0,0,0,474,0,474,0,171,171,717,0,717,0,243,243
123572,1,584,0,584,332,0,332,251,0,251,144,0,144,939,0,939,583,0,583,1774,0,1774,1059,0,1059
123651,1,202,0,202,113,0,113,108,0,108,66,0,66,100,0,100,65,0,65,410,0,410,244,0,244
123952,1,1,0,1,0,0,0,0,0,0,0,0,0,20,0,20,17,1,18,21,0,21,17,1,18
123961,1,506,0,506,465,0,465,428,1,427,392,0,392,2130,10,2120,1967,0,1967,3064,11,3053,2824,0,2824
124292,1,22,0,22,17,0,17,34,0,34,29,0,29,31,0,31,28,0,28,87,0,87,74,0,74
124487,1,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,1
125471,1,204,0,204,0,59,59,0,0,0,0,0,0,296,0,296,1,79,80,500,0,500,1,138,139
125727,1,76,0,76,52,0,52,105,0,105,77,0,77,167,0,167,127,0,127,348,0,348,256,0,256
125763,1,155,0,155,100,0,100,127,0,127,94,0,94,142,0,142,84,0,84,424,0,424,278,0,278
125897,1,66,0,66,37,0,37,32,0,32,20,0,20,37,0,37,17,0,17,135,0,135,74,0,74
126076,1,24,0,24,5,0,5,0,0,0,0,0,0,26,0,26,4,0,4,50,0,50,9,0,9
126182,1,259,0,259,69,4,73,69,0,69,16,0,16,122,0,122,34,3,37,450,0,450,119,7,126
126289,1,130,0,130,0,29,29,31,0,31,0,5,5,244,0,244,0,74,74,405,0,405,0,108,108
126562,1,516,1,515,216,0,216,196,0,196,81,0,81,656,1,655,302,0,302,1368,2,1366,599,0,599
126580,1,592,0,592,203,0,203,368,1,367,146,0,146,998,0,998,483,0,483,1958,1,1957,832,0,832
126614,1,928,4,924,625,0,625,849,2,847,617,0,617,4601,5,4596,3517,0,3517,6378,11,6367,4759,0,4759
126669,1,103,0,103,58,3,61,95,0,95,52,2,54,223,0,223,139,1,140,421,0,421,249,6,255
126678,1,43,0,43,38,0,38,45,0,45,42,0,42,445,1,444,378,0,378,533,1,532,458,0,458
126687,1,309,0,309,0,232,232,80,0,80,0,61,61,39,0,39,0,14,14,428,0,428,0,307,307
126711,1,98,0,98,0,27,27,43,0,43,0,14,14,208,0,208,3,50,53,349,0,349,3,91,94
126775,1,111,0,111,87,0,87,214,0,214,166,0,166,649,1,648,543,0,543,974,1,973,796,0,796
126818,1,1007,0,1007,592,0,592,824,0,824,514,0,514,3020,4,3016,2123,0,2123,4851,4,4847,3229,0,3229
126827,1,561,0,561,79,34,113,26,0,26,9,0,9,142,0,142,16,5,21,729,0,729,104,39,143
126942,1,241,0,241,0,39,39,27,0,27,0,9,9,162,0,162,0,30,30,430,0,430,0,78,78
127060,1,201,1,200,150,0,150,234,0,234,183,0,183,942,1,941,732,0,732,1377,2,1375,1065,0,1065
127185,1,281,0,281,88,0,88,116,0,116,38,0,38,370,1,369,171,0,171,767,1,766,297,0,297
127200,1,436,0,436,0,120,120,109,0,109,0,30,30,554,0,554,0,148,148,1099,0,1099,0,298,298
127556,1,725,2,723,179,37,216,296,0,296,91,19,110,885,1,884,373,46,419,1906,3,1903,643,102,745
127565,1,769,1,768,215,0,215,234,0,234,72,0,72,872,0,872,256,0,256,1875,1,1874,543,0,543
127617,1,55,0,55,0,21,21,4,0,4,0,1,1,36,0,36,0,12,12,95,0,95,0,34,34
127653,1,15,0,15,6,0,6,9,0,9,3,0,3,5,0,5,0,0,0,29,0,29,9,0,9
127714,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,3,0,3,2,0,2
127741,1,746,2,744,344,0,344,675,0,675,358,0,358,724,1,723,410,0,410,2145,3,2142,1112,0,1112
127820,1,548,0,548,0,120,120,55,0,55,0,17,17,449,1,448,0,104,104,1052,1,1051,0,241,241
127884,1,151,1,150,0,33,33,20,0,20,0,6,6,62,0,62,0,15,15,233,1,232,0,54,54
127909,1,187,0,187,0,47,47,38,0,38,0,12,12,333,0,333,0,157,157,558,0,558,0,216,216
127918,1,136,1,135,76,1,77,107,0,107,74,0,74,243,0,243,171,2,173,486,1,485,321,3,324
127945,1,32,0,32,12,0,12,7,0,7,4,0,4,5,0,5,2,0,2,44,0,44,18,0,18
127954,1,3,0,3,0,2,2,0,0,0,0,0,0,3,0,3,0,3,3,6,0,6,0,5,5
128106,1,393,0,393,118,0,118,140,0,140,46,0,46,283,0,283,122,0,122,816,0,816,286,0,286
128258,1,113,0,113,0,50,50,16,0,16,0,9,9,99,0,99,0,56,56,228,0,228,0,115,115
128328,1,0,0,0,0,0,0,0,0,0,0,0,0,1103,0,1103,1102,0,1102,1103,0,1103,1102,0,1102
128391,1,117,0,117,38,0,38,96,0,96,46,0,46,251,0,251,134,0,134,464,0,464,218,0,218
128498,1,76,0,76,37,0,37,32,0,32,16,0,16,21,0,21,11,0,11,129,0,129,64,0,64
128586,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0
128744,1,294,0,294,125,0,125,94,0,94,48,0,48,94,0,94,53,0,53,482,0,482,226,0,226
128771,1,398,2,396,185,0,185,341,2,339,196,0,196,519,1,518,289,0,289,1258,5,1253,670,0,670
128780,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
128902,1,82,0,82,72,0,72,123,0,123,99,0,99,267,0,267,226,0,226,472,0,472,397,0,397
129020,1,753,1,752,553,6,559,756,5,751,623,3,626,2299,3,2296,1967,8,1975,3808,9,3799,3143,17,3160
129154,1,39,0,39,0,17,17,12,0,12,3,4,7,10,0,10,2,3,5,61,0,61,5,24,29
129215,1,322,4,318,159,0,159,285,1,284,169,0,169,388,1,387,265,1,266,995,6,989,593,1,594
129242,1,138,0,138,104,0,104,309,0,309,265,0,265,609,0,609,520,0,520,1056,0,1056,889,0,889
129525,1,458,0,458,171,9,180,413,0,413,255,7,262,425,0,425,291,5,296,1296,0,1296,717,21,738
129774,1,51,0,51,29,1,30,35,0,35,26,0,26,33,0,33,18,0,18,119,0,119,73,1,74
129941,1,326,1,325,176,0,176,425,0,425,262,4,266,366,0,366,251,0,251,1117,1,1116,689,4,693
130110,1,3,0,3,1,1,2,2,0,2,1,0,1,2,0,2,1,0,1,7,0,7,3,1,4
130183,1,82,0,82,21,2,23,37,0,37,14,0,14,49,0,49,16,0,16,168,0,168,51,2,53
130226,1,317,0,317,210,0,210,693,0,693,537,0,537,890,0,890,721,0,721,1900,0,1900,1468,0,1468
130253,1,216,0,216,126,0,126,462,0,462,353,0,353,644,0,644,485,0,485,1322,0,1322,964,0,964
130314,1,47,0,47,24,0,24,43,0,43,31,0,31,35,0,35,21,0,21,125,0,125,76,0,76
130493,1,547,0,547,270,0,270,327,1,326,179,0,179,497,4,493,278,0,278,1371,5,1366,727,0,727
130590,1,74,0,74,61,0,61,75,0,75,63,0,63,423,0,423,354,0,354,572,0,572,478,0,478
130624,1,0,0,0,0,0,0,0,0,0,0,0,0,297,0,297,257,0,257,297,0,297,257,0,257
130697,1,114,0,114,109,0,109,202,0,202,190,0,190,458,0,458,422,0,422,774,0,774,721,0,721
130776,1,305,0,305,139,0,139,226,0,226,119,0,119,293,0,293,160,4,164,824,0,824,418,4,422
130794,1,214,0,214,200,0,200,38,0,38,38,0,38,1115,0,1115,1099,0,1099,1367,0,1367,1337,0,1337
130907,1,1082,1,1081,0,173,173,55,0,55,0,11,11,957,1,956,0,228,228,2094,2,2092,0,412,412
130934,1,525,0,525,226,0,226,265,0,265,121,0,121,151,0,151,81,0,81,941,0,941,428,0,428
130943,1,670,0,670,362,72,434,1103,0,1103,891,2,893,2587,0,2587,1976,168,2144,4360,0,4360,3229,242,3471
130989,1,79,0,79,39,5,44,24,0,24,14,3,17,55,0,55,36,9,45,158,0,158,89,17,106
131113,1,119,0,119,15,1,16,25,0,25,5,1,6,132,0,132,32,0,32,276,0,276,52,2,54
