UNITID,EFFYDLEV,EFYDETOT,EFYDEEXC,EFYDESOM,EFYDENON
211635,2,162,,,162
211644,2,4082,960,2705,417
211802,2,237,,,237
211893,2,114,113,0,1
211927,2,14331,12515,891,925
211981,2,2025,101,1168,756
212009,2,2085,,,2085
212045,2,372,0,173,199
212054,2,16132,7623,8218,291
212106,2,5666,218,4817,631
212115,2,5398,73,2686,2639
212133,2,2258,857,1229,172
212160,2,3540,1436,1985,119
212197,2,1883,294,1384,205
212230,2,55,,,55
212267,2,100,,,100
212276,2,84,,,84
212294,2,93,,,93
212300,2,71,,,71
212328,2,118,,,118
212337,2,146,,,146
212355,2,188,,,188
212382,2,236,,,236
212391,2,145,,,145
212434,2,423,,,423
212577,2,2365,,,2365
212601,2,3423,42,2303,1078
212656,2,1308,124,215,969
212674,2,2581,218,2023,340
212753,2,137,,,137
212771,2,275,78,197,0
212805,2,2437,237,1572,628
212832,2,2201,707,1179,315
212869,2,1363,678,533,152
212878,2,22379,4682,7398,10299
212911,2,1349,133,1216,0
212975,2,215,,,215
212984,2,2374,1715,651,8
212993,2,133,,,133
213011,2,2078,649,998,431
213020,2,8975,499,6461,2015
213163,2,144,,,144
213181,2,620,,,620
213233,2,561,48,513,0
213251,2,1374,65,764,545
213303,2,2251,96,1155,1000
213321,2,2208,32,1376,800
213330,2,35,,,35
213349,2,7593,1512,6004,77
213358,2,1177,70,695,412
213367,2,3583,356,2952,275
213376,2,4013,844,1305,1864
213385,2,2619,961,1652,6
213400,2,2040,386,427,1227
213455,2,504,,,504
213473,2,220,,,220
213491,2,65,,,65
213507,2,1761,29,1443,289
213525,2,8971,5959,1807,1205
213534,2,724,0,9,715
213543,2,5535,63,2455,3017
213570,2,864,,,864
213589,2,492,,,492
213598,2,1996,288,1673,35
213613,2,2981,1296,1647,38
213622,2,136,,,136
213659,2,6303,1773,2493,2037
213668,2,1098,17,197,884
213774,2,997,268,580,149
213783,2,2097,1332,723,42
213826,2,1963,81,1122,760
213914,2,389,,,389
213932,2,200,,,200
213987,2,3463,0,736,2727
213996,2,2724,44,1006,1674
214023,2,8,0,8,0
214041,2,7242,4773,2275,194
214069,2,1996,226,1292,478
214111,2,16424,11504,1559,3361
214148,2,367,0,367,0
214157,2,2158,152,1965,41
214166,2,2985,162,928,1895
214175,2,2271,505,1698,68
214272,2,2041,351,1688,2
214290,2,922,0,768,154
214379,2,12025,3145,6555,2325
214476,2,68,0,68,0
214528,2,436,,,436
214582,2,905,133,542,230
214883,2,1384,1384,0,0
214892,2,511,,,511
214944,2,871,,,871
214971,2,137,85,52,0
215008,2,94,,,94
215044,2,210,,,210
215053,2,267,37,229,1
215062,2,13057,11520,876,661
215105,2,1493,1493,0,0
215114,2,1372,36,176,1160
215132,2,1491,0,1491,0
215239,2,19265,19177,68,20
215266,2,2331,29,609,1693
215275,2,1557,362,1167,28
215284,2,2459,2,12,2445
215293,2,24877,164,5896,18817
215309,2,38,0,3,35
215336,2,62,,,62
215381,2,1318,,,1318
215390,2,246,138,0,108
215415,2,2430,1619,807,4
215442,2,3143,910,2083,150
215479,2,64,,,64
215530,2,106,,,106
215585,2,5532,2947,1509,1076
215594,2,387,,,387
215637,2,375,,,375
215655,2,4670,1146,2870,654
215682,2,535,,,535
215691,2,503,0,463,40
215743,2,2682,446,1154,1082
215770,2,4585,345,3873,367
215798,2,1568,129,1303,136
215886,2,104,,,104
215929,2,3866,245,3551,70
215947,2,3083,99,1086,1898
215974,2,397,,,397
215983,2,42,,,42
215992,2,218,132,86,0
216010,2,5804,514,5094,196
216038,2,7964,5525,2335,104
216047,2,43,,,43
216074,2,518,,,518
216083,2,486,,,486
216162,2,369,,,369
216223,2,100,,,100
216278,2,2304,0,778,1526
216287,2,1534,667,867,0
216296,2,1413,507,906,0
216311,2,140,,,140
216339,2,29215,10469,18586,160
216357,2,793,,,793
216366,2,4366,628,3435,303
216436,2,226,,,226
216445,2,246,,,246
216454,2,225,,,225
216524,2,1531,11,1475,45
216542,2,579,113,320,146
216551,2,123,7,76,40
216579,2,111,,,111
216597,2,7551,608,6804,139
216630,2,78,,,78
216667,2,1191,,,1191
216694,2,1319,69,107,1143
216746,2,116,,,116
216764,2,16031,13228,2718,85
216773,2,136,,,136
216782,2,384,,,384
216807,2,1235,0,109,1126
216825,2,6203,4270,804,1129
216852,2,3316,1156,1999,161
216931,2,2561,265,2022,274
216940,2,254,,,254
217013,2,1248,493,703,52
217040,2,45,,,45
217059,2,4068,195,416,3457
217077,2,1226,97,1052,77
217156,2,7181,3450,3715,16
217165,2,3363,0,580,2783
217235,2,5593,243,2206,3144
217305,2,2559,101,739,1719
217323,2,812,,,812
217402,2,4484,160,4135,189
217420,2,7203,6019,1117,67
217475,2,17784,15535,1614,635
217484,2,17518,1477,13115,2926
217493,2,1818,106,1550,162
217518,2,4769,662,3985,122
217536,2,2215,117,1704,394
217581,2,183,,,183
217606,2,287,75,65,147
217615,2,2668,1368,1108,192
217624,2,1162,23,1139,0
217633,2,3234,308,2114,812
217688,2,3253,457,2188,608
217712,2,2970,2291,539,140
217721,2,1902,897,1005,0
217749,2,3039,442,1184,1413
217776,2,1236,419,540,277
217794,2,337,,,337
217819,2,10180,798,9043,339
217828,2,47,,,47
217837,2,2129,1292,621,216
217864,2,3086,216,2099,771
217873,2,2129,221,0,1908
217882,2,22640,1382,20954,304
217891,2,150,13,0,137
217907,2,1340,207,580,553
217925,2,1001,347,258,396
217934,2,1279,504,626,149
217961,2,742,7,660,75
217989,2,782,373,355,54
217998,2,875,0,452,423
218025,2,4261,1844,1733,684
218061,2,3980,366,2746,868
218070,2,2407,,,2407
218113,2,13774,9005,3907,862
218140,2,8365,3015,4073,1277
218159,2,190,,,190
218195,2,185,,,185
218229,2,3601,281,2812,508
218238,2,2129,1062,824,243
218335,2,422,65,357,0
218353,2,11804,4966,5942,896
218399,2,507,58,396,53
218414,2,1303,54,0,1249
218441,2,2244,188,1053,1003
218487,2,3219,1380,1568,271
218520,2,6333,3650,2116,567
218539,2,1063,0,488,575
218645,2,3702,1148,2360,194
218654,2,2390,629,1706,55
218663,2,29140,11360,17667,113
218672,2,2683,1774,671,238
218681,2,1135,262,732,141
218690,2,1682,1102,487,93
218706,2,1636,603,689,344
218724,2,10317,474,6831,3012
218733,2,2235,197,1284,754
218742,2,6430,4607,1394,429
218821,2,1116,57,973,86
218830,2,5732,1190,2455,2087
218858,2,3882,1140,1654,1088
218885,2,7208,1408,4147,1653
218894,2,16834,12403,3052,1379
218919,2,409,70,0,339
218955,2,889,241,320,328
218964,2,4867,543,3948,376
218973,2,1809,,,1809
218991,2,5556,2923,2298,335
219000,2,1871,21,1452,398
219037,2,82,,,82
219046,2,5047,2485,1677,885
219082,2,3842,2393,672,777
219091,2,928,25,143,760
219125,2,128,,,128
219143,2,2641,304,1059,1278
219170,2,36,,,36
219189,2,1331,319,247,765
219198,2,1357,62,414,881
219204,2,1787,1787,,
219240,2,24,24,0,0
219259,2,4036,2109,1117,810
219277,2,1578,1545,31,2
219295,2,666,500,130,36
219338,2,16,,,16
219347,2,2443,312,1942,189
219356,2,11920,2929,7815,1176
219374,2,1039,,,1039
219383,2,1512,74,1180,258
219392,2,27,,,27
219408,2,272,0,238,34
219426,2,3006,677,1078,1251
219453,2,199,,,199
219471,2,8720,3242,3980,1498
219480,2,1875,523,530,822
219505,2,62,,,62
219587,2,101,,,101
219596,2,268,0,0,268
219602,2,10578,2743,6958,877
219639,2,1097,401,671,25
219709,2,7027,26,5772,1229
219718,2,4063,1501,1378,1184
219790,2,1971,533,108,1330
219806,2,1865,77,718,1070
219824,2,9510,7529,1613,368
219833,2,1745,219,1380,146
219842,2,146,146,0,0
219851,2,134,,,134
219879,2,3892,693,1870,1329
219888,2,8037,5651,2112,274
219903,2,2387,0,2348,39
219921,2,428,,,428
219949,2,2581,12,0,2569
219976,2,3507,300,2252,955
219994,2,1100,,,1100
220002,2,238,0,0,238
220057,2,3495,1157,1341,997
220075,2,12405,629,7835,3941
220118,2,324,,,324
220127,2,717,43,0,674
220163,2,65,,,65
220181,2,920,1,0,919
220206,2,356,32,27,297
220215,2,1819,96,768,955
220251,2,642,,,642
220279,2,781,,,781
220321,2,892,,,892
220394,2,411,0,0,411
220400,2,5595,4036,797,762
220464,2,247,201,0,46
220473,2,883,219,240,424
220491,2,394,,,394
220516,2,1947,969,758,220
220552,2,8527,4833,3218,476
220598,2,1264,0,1264,0
220604,2,840,,,840
220613,2,5170,884,1100,3186
220631,2,2006,121,1045,840
220640,2,1745,1,1737,7
220701,2,861,47,611,203
220710,2,1123,62,905,156
220756,2,207,,,207
220765,2,632,,,632
220853,2,2010,,,2010
220862,2,19926,3559,12595,3772
220978,2,21977,1369,13695,6913
221050,2,1095,,,1095
221096,2,7928,4342,2311,1275
221102,2,764,0,0,764
221148,2,2283,,,2283
221184,2,9537,2134,4816,2587
221236,2,687,,,687
221281,2,370,,,370
221333,2,861,,,861
221351,2,1983,0,1983,0
221388,2,342,,,342
221397,2,6544,1298,3154,2092
221430,2,1152,,,1152
221485,2,10313,4832,4212,1269
221494,2,639,,,639
221519,2,1781,178,1293,310
221582,2,440,,,440
221591,2,764,0,763,1
221607,2,449,0,0,449
221616,2,1324,,,1324
221625,2,1560,,,1560
221643,2,13051,9311,3333,407
221661,2,2730,111,1456,1163
221731,2,1105,59,846,200
221740,2,10961,1958,8683,320
221759,2,25933,3819,21735,379
221768,2,7229,1712,4814,703
221829,2,477,,,477
221838,2,6495,564,3020,2911
221847,2,9586,449,8437,700
221892,2,2288,524,637,1127
221908,2,6807,3092,2779,936
221953,2,1557,238,1060,259
221971,2,2288,355,798,1135
221999,2,7201,0,5832,1369
222053,2,11168,8817,2227,124
222062,2,7061,1492,3762,1807
222105,2,730,126,53,551
222178,2,3988,700,2129,1159
222567,2,7481,1156,2698,3627
222576,2,11769,3696,3168,4905
222628,2,314,314,0,0
222822,2,5724,2747,2205,772
222831,2,10187,929,4897,4361
222877,2,189,30,59,100
222886,2,544,537,0,7
222938,2,785,,,785
222983,2,1307,,,1307
222992,2,61370,57011,3447,912
223056,2,81,,,81
223083,2,977,88,889,0
223117,2,69,64,2,3
223232,2,15427,1677,13446,304
223320,2,5590,3033,1603,954
223427,2,29441,21572,4058,3811
223463,2,949,0,949,0
223472,2,419,0,202,217
223506,2,5501,3286,1545,670
223816,2,18388,10671,4410,3307
223852,2,31,,,31
223898,2,4445,1252,1707,1486
223922,2,2966,1123,1179,664
224004,2,2128,391,1322,415
224013,2,60,,,60
224110,2,12671,6918,4980,773
224147,2,9806,1244,7842,720
224156,2,535,,,535
224226,2,3192,504,1862,826
224244,2,290,115,54,121
224271,2,797,689,0,108
224323,2,1504,29,1258,217
224350,2,14805,10460,3046,1299
224527,2,1649,72,441,1136
224545,2,2135,567,1462,106
224554,2,9536,8732,0,804
224615,2,110694,97300,11048,2346
224642,2,33704,5781,19334,8589
224660,2,774,85,0,689
224679,2,2067,,,2067
224758,2,56,,,56
224776,2,737,,,737
224828,2,164,,,164
224891,2,1988,581,723,684
224961,2,3063,1623,1163,277
225070,2,4101,1135,1796,1170
225201,2,1260,236,486,538
225247,2,1716,119,1438,159
225308,2,6696,1618,1119,3959
225371,2,5832,2376,1114,2342
225399,2,3365,677,1408,1280
225414,2,8061,4615,3063,383
225423,2,72749,31564,31154,10031
225432,2,16725,12754,3911,60
225502,2,4240,2646,1508,86
225511,2,43225,34167,8998,60
225520,2,4821,1489,2876,456
225548,2,1059,179,464,416
225575,2,1249,1249,0,0
225627,2,6301,4880,1220,201
225876,2,999,386,574,39
225885,2,934,105,174,655
225991,2,125,,,125
226019,2,6886,1553,2903,2430
226091,2,10347,4402,3117,2828
226107,2,3122,868,1955,299
226116,2,3132,1810,988,334
226125,2,196,,,196
226134,2,12444,6609,3482,2353
226152,2,7958,472,5716,1770
226204,2,10120,3732,3348,3040
226231,2,3400,1542,1037,821
226277,2,1738,,,1738
226383,2,1486,20,738,728
226408,2,5761,2910,2048,803
226471,2,3646,190,1536,1920
226578,2,12405,4544,2826,5035
226587,2,1223,176,609,438
226675,2,475,,,475
226806,2,7938,1758,4453,1727
226833,2,5897,1577,2441,1879
226860,2,65,,,65
226879,2,285,0,285,0
226903,2,1813,983,830,0
227058,2,187,,,187
227146,2,9572,3667,2327,3578
227182,2,107768,61636,29994,16138
227216,2,37397,2462,29380,5555
227225,2,3720,1601,1524,595
227298,2,324,,,324
227304,2,9971,4991,2761,2219
227313,2,538,,,538
227322,2,640,,,640
227331,2,1404,281,1099,24
227368,2,37110,23905,12025,1180
227377,2,11343,153,2002,9188
227386,2,3277,1184,1583,510
227401,2,6148,2830,1862,1456
227429,2,613,613,0,0
227526,2,9091,2060,6957,74
227687,2,2937,1016,1048,873
227748,2,405,,,405
227757,2,4359,0,4302,57
227845,2,3185,2461,722,2
227854,2,21431,7236,5510,8685
227863,2,2727,486,2092,149
227881,2,20741,3745,8848,8148
227924,2,29078,11202,9133,8743
227979,2,41796,33545,6189,2062
228042,2,1240,104,584,552
228088,2,36,,,36
228149,2,2248,8,1683,557
228158,2,12259,4316,4742,3201
228185,2,34,,,34
228200,2,524,,,524
228219,2,702,,,702
228246,2,7281,116,1921,5244
228282,2,146,,,146
228316,2,8284,4181,1680,2423
228325,2,1864,829,683,352
228343,2,1549,2,1239,308
228431,2,12106,4849,6962,295
228459,2,36675,7876,28335,464
228468,2,879,119,0,760
228486,2,89,20,46,23
228501,2,2142,582,1371,189
228529,2,13399,5672,6185,1542
228547,2,72302,20739,36336,15227
228608,2,7619,2088,3512,2019
228644,2,1196,128,0,1068
228653,2,1183,98,0,1085
228699,2,5167,871,1854,2442
228705,2,6284,489,4928,867
228723,2,58130,279,19774,38077
228769,2,43224,15827,8446,18951
228778,2,42198,23459,18405,334
228787,2,22624,0,22080,544
228796,2,24400,21240,2473,687
228802,2,8521,2008,5843,670
228875,2,10026,1111,8622,293
228884,2,855,,,855
228981,2,1532,0,188,1344
229018,2,5556,2811,2356,389
229027,2,33188,22769,10377,42
229063,2,6184,661,4982,541
229115,2,34994,2372,17353,15269
229160,2,2012,63,1735,214
229179,2,12504,4540,4818,3146
229267,2,2583,116,2449,18
229300,2,1034,145,210,679
229337,2,2530,644,1571,315
229355,2,15918,4236,6556,5126
229416,2,2397,,,2397
229425,2,222,,,222
229504,2,3891,1146,1222,1523
229522,2,150,,,150
229540,2,4294,2010,2118,166
229656,2,376,,,376
229780,2,3721,1179,1586,956
229799,2,7338,959,2641,3738
229814,2,8111,2137,5953,21
229832,2,3397,1959,1182,256
229841,2,8773,5157,2090,1526
229887,2,752,101,0,651
230010,2,2462,214,0,2248
230038,2,37268,3607,32337,1324
230047,2,3757,3640,72,45
230056,2,448,0,345,103
230065,2,330,,,330
230144,2,117,,,117
230162,2,5581,,,5581
230171,2,13994,1434,6759,5801
230199,2,75,,,75
230205,2,93,,,93
230214,2,446,,,446
230366,2,422,0,422,0
230418,2,2424,25,1131,1268
230490,2,3993,0,842,3151
230597,2,7064,2152,3460,1452
230603,2,15940,2560,8540,4840
230676,2,1644,,,1644
230728,2,29228,6572,17777,4879
230737,2,42907,14153,22633,6121
230746,2,39495,7507,15109,16879
230764,2,29569,10176,17251,2142
230782,2,35564,10894,10872,13798
230807,2,1541,70,1120,351
230816,2,776,127,647,2
230834,2,2026,296,1468,262
230852,2,4685,2712,9,1964
230861,2,8871,7426,510,935
230889,2,206,,,206
230913,2,2086,637,705,744
230959,2,3656,1228,2403,25
230995,2,3499,702,1546,1251
231004,2,98,,,98
231059,2,1750,186,1464,100
231068,2,393,207,0,186
231095,2,197,0,70,127
231165,2,1966,233,806,927
231174,2,13060,1327,9209,2524
231280,2,190,,,190
231411,2,644,0,96,548
231420,2,1256,309,902,45
231536,2,5006,3519,927,560
231554,2,1048,359,410,279
231581,2,1577,1,1507,69
231624,2,6689,1799,4778,112
231651,2,5895,4704,1019,172
231688,2,32,,,32
231697,2,4863,3147,1164,552
231712,2,4909,149,4673,87
231721,2,14,,,14
231785,2,2180,0,1414,766
231873,2,1456,333,595,528
231882,2,3304,1343,703,1258
232016,2,295,,,295
232025,2,1038,0,1038,0
232043,2,1008,87,729,192
232052,2,911,133,449,329
232089,2,1006,3,939,64
232186,2,32408,19621,11799,988
232195,2,10510,7416,1283,1811
232256,2,903,,,903
232265,2,3306,318,40,2948
232308,2,704,16,633,55
232414,2,11534,5724,4490,1320
232423,2,21631,3139,18196,296
232450,2,12798,4920,3862,4016
232557,2,64322,50349,10152,3821
232566,2,4498,846,2635,1017
232575,2,8449,3753,2206,2490
232609,2,1924,0,1875,49
232618,2,420,386,34,0
232672,2,1640,648,775,217
232681,2,4383,901,3343,139
232706,2,2350,42,2051,257
232724,2,37,,,37
232788,2,3005,1212,1219,574
232797,2,1056,1043,13,0
232867,2,5807,3017,1231,1559
232885,2,385,45,340,0
232919,2,1281,,,1281
232937,2,5470,333,4504,633
232946,2,74794,38133,17681,18980
232982,2,22396,13714,8337,345
233019,2,2625,956,1324,345
233037,2,1700,402,569,729
233082,2,174,,,174
233116,2,6714,3328,1661,1725
233277,2,7724,565,6748,411
233286,2,242,0,54,188
233295,2,1607,30,1577,0
233301,2,593,52,522,19
233310,2,3404,1326,925,1153
233329,2,689,0,532,157
233338,2,2655,199,774,1682
233356,2,560,95,465,0
233374,2,3452,384,2658,410
233408,2,384,40,344,0
233426,2,1994,113,1872,9
233480,2,29,,,29
233541,2,2721,64,1412,1245
233602,2,68,2,35,31
233611,2,1200,,,1200
233639,2,4133,1576,1093,1464
233648,2,2996,1566,1255,175
233666,2,53,,,53
233684,2,5322,5322,0,0
233718,2,378,0,24,354
233754,2,9652,5886,2398,1368
233772,2,24754,19872,3797,1085
233897,2,3423,1592,1316,515
233903,2,2729,1558,798,373
233921,2,31018,7346,23582,90
233949,2,7827,3648,1956,2223
234030,2,23941,298,22229,1414
234076,2,18664,7078,10876,710
234085,2,1744,,,1744
234119,2,162,0,4,158
234137,2,152,152,0,0
234155,2,7791,7,0,7784
234164,2,1278,0,1277,1
234173,2,1490,132,278,1080
234207,2,1833,30,1801,2
234377,2,2992,1150,1015,827
234669,2,18673,16378,763,1532
234696,2,2959,1823,850,286
234711,2,2790,608,1538,644
234827,2,12404,6809,5301,294
234845,2,3300,570,1652,1078
234915,2,1323,673,378,272
234924,2,447,,,447
234933,2,10538,9214,1054,270
234951,2,5080,604,1999,2477
234979,2,9072,6427,1809,836
235024,2,489,0,489,0
235088,2,430,,,430
235097,2,12629,11108,1459,62
235103,2,10359,3663,4959,1737
235149,2,13738,8131,2009,3598
235158,2,157,,,157
235167,2,2585,,,2585
235237,2,12189,8048,3885,256
235307,2,175,,,175
235316,2,5175,228,4817,130
235334,2,2069,1073,670,326
235343,2,10462,3481,6081,900
235352,2,102,,,102
235422,2,877,21,30,826
235431,2,8422,2298,5227,897
235501,2,536,,,536
235547,2,174,0,174,0
235583,2,166,,,166
235671,2,6018,921,1129,3968
235699,2,4635,2331,1319,985
235750,2,3395,2146,1012,237
236018,2,101,,,101
236072,2,8225,2941,3352,1932
236133,2,897,35,440,422
236188,2,7870,5434,1866,570
236212,2,1265,0,125,1140
236230,2,2622,711,1856,55
236258,2,2407,725,1057,625
236328,2,2019,,,2019
236382,2,5033,1748,941,2344
236452,2,1597,52,640,905
236504,2,8154,2584,1295,4275
236513,2,9203,2101,4776,2326
236577,2,2940,1198,1662,80
236595,2,4706,326,3971,409
236610,2,8068,1160,4173,2735
236638,2,6350,3510,1042,1798
236656,2,6749,2659,3209,881
236692,2,10616,3887,3055,3674
236708,2,5757,3072,2388,297
236744,2,71,,,71
236753,2,8823,5542,2494,787
236887,2,4600,1431,1321,1848
236896,2,1681,78,1492,111
236939,2,28270,25926,2232,112
236948,2,39470,486,9729,29255
236975,2,4075,804,2688,583
237011,2,15665,193,3413,12059
237039,2,5259,4472,554,233
237057,2,1478,,,1478
237066,2,2479,11,2008,460
237109,2,5515,4892,579,44
237118,2,839,28,600,211
237127,2,75,,,75
237136,2,264,24,68,172
237145,2,27,,,27
237172,2,29,,,29
237181,2,585,0,0,585
237215,2,1458,432,863,163
237242,2,133,,,133
237303,2,107,,,107
237312,2,2995,1652,1065,278
237321,2,82,,,82
237330,2,1708,198,1265,245
237358,2,833,51,459,323
237367,2,3905,431,2882,592
237385,2,1774,95,1250,429
237437,2,335,140,154,41
237473,2,108,,,108
237491,2,27,,,27
237525,2,9952,2812,5944,1196
237543,2,88,,,88
237561,2,79,,,79
237570,2,153,,,153
237598,2,30,14,16,0
237686,2,3016,474,1059,1483
237701,2,1541,243,938,360
237729,2,249,,,249
237783,2,1240,822,418,0
237792,2,3015,405,2319,291
237817,2,1717,418,813,486
237844,2,123,,,123
237899,2,4380,735,1425,2220
237905,2,58,,,58
237932,2,2535,342,2115,78
237950,2,1879,661,663,555
237969,2,1031,81,912,38
237987,2,293,0,230,63
237996,2,961,696,187,78
238005,2,99,,,99
238014,2,1819,957,696,166
238032,2,22237,8471,13258,508
238078,2,722,66,653,3
238096,2,28,,,28
238175,2,166,,,166
238193,2,1240,24,1031,185
238263,2,16741,9663,3426,3652
238324,2,660,25,238,397
238333,2,1216,150,917,149
238397,2,3086,375,1589,1122
238430,2,1192,218,595,379
238458,2,3084,13,1973,1098
238476,2,2747,131,2406,210
238616,2,3742,875,1300,1567
238661,2,1336,3,186,1147
238722,2,16945,5140,2739,9066
238759,2,12476,1252,2960,8264
238810,2,61,,,61
238980,2,2550,111,1295,1144
239008,2,4699,743,2624,1332
239017,2,1465,,,1465
239071,2,867,301,323,243
239080,2,1461,239,341,881
239105,2,8394,462,7721,211
239220,2,4660,885,2549,1226
239248,2,17027,3653,9069,4305
239309,2,984,368,616,0
239318,2,2583,0,264,2319
239372,2,7093,1105,1439,4549
239390,2,699,16,560,123
239442,2,1701,801,437,463
239460,2,8934,2987,2060,3887
239488,2,14080,3592,4430,6058
239512,2,594,0,263,331
239628,2,828,27,761,40
239716,2,1927,8,1396,523
239877,2,74,,,74
239910,2,3634,870,433,2331
240107,2,1935,393,1192,350
240116,2,11611,3189,3293,5129
240125,2,10025,575,2450,7000
240170,2,5416,3842,1124,450
240189,2,11985,1538,9631,816
240198,2,5118,840,2377,1901
240268,2,11087,720,9608,759
240277,2,10639,4263,4169,2207
240329,2,10146,5429,4492,225
240338,2,1148,53,202,893
240365,2,16038,2908,7022,6108
240374,2,4427,1742,2424,261
240392,2,3209,2991,198,20
240417,2,7514,1410,5763,341
240426,2,2632,861,846,925
240444,2,35571,15609,19890,72
240453,2,23483,9873,12854,756
240462,2,7563,1095,6242,226
240471,2,6001,2497,3242,262
240480,2,8516,1910,6326,280
240505,2,4751,1271,1797,1683
240514,2,2250,580,756,914
240596,2,1894,255,526,1113
240620,2,5273,1236,2001,2036
240657,2,1926,420,660,846
240666,2,5490,680,1428,3382
240693,2,4208,856,1401,1951
240709,2,43,,,43
240718,2,757,,,757
240727,2,10420,1828,8482,110
240736,2,1724,,,1724
240745,2,2373,0,1167,1206
240754,2,3445,21,1198,2226
240790,2,1529,1014,466,49
240879,2,407,,,407
241100,2,372,372,0,0
241128,2,474,474,0,0
241146,2,579,,,579
241182,2,599,,,599
241191,2,1103,32,889,182
241216,2,1728,,,1728
241225,2,1076,0,1076,0
241304,2,3235,137,762,2336
241331,2,911,0,566,345
241377,2,910,826,84,0
241386,2,254,86,168,0
241395,2,458,25,277,156
241410,2,5295,186,1625,3484
241517,2,491,,,491
241614,2,427,152,27,248
241720,2,942,,,942
241739,2,8463,0,7529,934
241766,2,369,369,0,0
241836,2,1433,0,1238,195
241906,2,360,,,360
241951,2,461,0,461,0
242042,2,492,,,492
242112,2,818,7,744,67
242121,2,468,,,468
242130,2,396,0,396,0
242149,2,546,0,546,0
242413,2,140,,,140
242556,2,469,,,469
242565,2,269,,,269
242583,2,329,,,329
242617,2,3378,89,2548,741
242626,2,3701,635,2872,194
242635,2,3372,505,2407,460
242644,2,1386,65,893,428
242653,2,5262,668,3661,933
242662,2,3900,1319,2266,315
242680,2,1685,95,1258,332
242699,2,1857,263,1420,174
242705,2,4435,312,3624,499
242750,2,197,197,0,0
242820,2,1062,,,1062
242945,2,258,,,258
242954,2,108,,,108
242972,2,39008,6525,27205,5278
243106,2,2606,0,1036,1570
243115,2,3590,0,1482,2108
243133,2,3690,3144,546,0
243142,2,2953,322,1676,955
243151,2,2854,1325,529,1000
243179,2,3470,0,586,2884
243188,2,602,2,219,381
243197,2,12553,35,4145,8373
243203,2,358,0,358,0
243212,2,2473,0,1367,1106
243221,2,14478,0,5248,9230
243346,2,7375,0,6632,743
243443,2,4763,443,4320,0
243568,2,139,0,139,0
243577,2,4321,274,1591,2456
243586,2,985,59,374,552
243601,2,12294,0,10591,1703
243638,2,2595,,,2595
243647,2,641,0,493,148
243665,2,1880,623,1160,97
243744,2,7895,,,7895
243780,2,38502,4317,32104,2081
243799,2,39,,,39
243823,2,821,457,202,162
243832,2,2037,715,1122,200
243841,2,696,0,696,0
244233,2,497,237,260,0
244279,2,277,,,277
244437,2,23087,12946,8980,1161
244446,2,3920,2143,902,875
244613,2,483,,,483
245281,2,120,,,120
245625,2,3410,2560,826,24
245652,2,318,294,24,0
245777,2,96,,,96
245838,2,307,307,0,0
245847,2,134,134,0,0
245883,2,190,190,0,0
245892,2,321,321,0,0
245953,2,1972,1347,19,606
245962,2,271,20,0,251
245980,2,49,,,49
245999,2,2977,,,2977
246017,2,1319,,,1319
246035,2,536,0,221,315
246071,2,95,,,95
246354,2,17712,7544,4834,5334
246406,2,29,,,29
246415,2,138,,,138
246460,2,334,,,334
246813,2,5778,1296,1413,3069
246895,2,900,,,900
246974,2,403,0,195,208
247010,2,53,,,53
247047,2,143,,,143
247065,2,1418,180,1238,0
247153,2,655,,,655
247162,2,34,33,0,1
247409,2,193,0,71,122
247603,2,3277,620,1488,1169
247649,2,612,196,0,416
247773,2,92,,,92
247825,2,15,1,9,5
247834,2,50042,33028,14476,2538
247940,2,5064,1289,1814,1961
248192,2,43,,,43
248527,2,128,,,128
248606,2,1553,,,1553
248624,2,176,,,176
248633,2,94,,,94
248660,2,217,,,217
248703,2,339,,,339
248925,2,1158,,,1158
248934,2,18518,4647,3600,10271
249061,2,67,,,67
249238,2,589,,,589
249609,2,310,,,310
250027,2,432,0,175,257
250285,2,591,,,591
250744,2,1229,,,1229
250902,2,106,,,106
250993,2,582,,,582
251260,2,5789,1791,2566,1432
251312,2,864,206,386,272
260336,2,33,,,33
260363,2,12,,,12
260372,2,420,0,154,266
260664,2,689,,,689
260691,2,1407,0,56,1351
260789,2,1054,315,0,739
260813,2,328,0,328,0
260929,2,409,,,409
260965,2,88,0,19,69
260992,2,904,64,840,0
261436,2,1448,,,1448
261676,2,77,0,50,27
261685,2,97,0,71,26
261719,2,554,,,554
261773,2,40,,,40
261861,2,111,0,15,96
262031,2,8648,1785,2176,4687
262086,2,9157,9064,93,0
262129,2,676,0,676,0
262165,2,61,0,1,60
262341,2,906,,,906
262369,2,122,,,122
262457,2,834,0,174,660
262466,2,50,,,50
362700,2,587,,,587
362782,2,431,,,431
363013,2,77,0,53,24
363077,2,203,,,203
363147,2,695,,,695
363165,2,1111,,,1111
363439,2,86,0,0,86
363633,2,1128,224,422,482
363679,2,293,,,293
363712,2,49,,,49
363882,2,121,,,121
363907,2,526,195,331,0
363916,2,223,93,130,0
363934,2,1166,661,58,447
364016,2,9656,7920,672,1064
364025,2,17704,11948,1188,4568
364548,2,394,,,394
364575,2,33,,,33
364627,2,405,,,405
364636,2,161,,,161
364751,2,109,,,109
364760,2,123,,,123
364946,2,361,16,10,335
364964,2,34,,,34
365091,2,478,,,478
365125,2,208,,,208
365198,2,761,,,761
365213,2,675,,,675
