UNITID,EFFYDLEV,EFYDETOT,EFYDEEXC,EFYDESOM,EFYDENON
237039,2,5318,2582,2092,644
237057,2,1607,,,1607
237066,2,2387,16,449,1922
237109,2,5050,2935,1984,131
237118,2,769,25,589,155
237127,2,66,,,66
237136,2,238,28,62,148
237145,2,26,,,26
237172,2,39,,,39
237181,2,560,0,24,536
237215,2,1706,395,988,323
237242,2,100,,,100
237303,2,83,,,83
237312,2,2944,1608,996,340
237321,2,93,,,93
237330,2,1610,286,1075,249
237358,2,739,25,0,714
237367,2,3685,386,2448,851
237385,2,2152,119,1075,958
237437,2,287,209,54,24
237473,2,152,,,152
237491,2,21,,,21
237525,2,9040,1020,5149,2871
237543,2,106,,,106
237561,2,70,,,70
237570,2,139,,,139
237598,2,35,20,15,0
237686,2,2856,369,1991,496
237701,2,1385,274,523,588
237729,2,234,,,234
237783,2,1064,380,684,0
237792,2,2802,228,2047,527
237817,2,1822,678,776,368
237844,2,116,,,116
237899,2,4001,428,1369,2204
237905,2,55,,,55
237932,2,2040,48,850,1142
237950,2,1833,662,596,575
237969,2,1027,4,605,418
237987,2,305,48,201,56
237996,2,873,635,55,183
238005,2,124,,,124
238014,2,1760,1037,622,101
238032,2,21226,1639,10620,8967
238078,2,774,5,677,92
238096,2,16,,,16
238175,2,197,,,197
238193,2,1075,101,594,380
238263,2,16085,5691,5381,5013
238324,2,691,9,219,463
238333,2,1160,97,154,909
238397,2,3115,420,999,1696
238430,2,970,143,213,614
238458,2,2998,3,1327,1668
238476,2,2716,25,452,2239
238616,2,3498,792,1324,1382
238661,2,1319,15,211,1093
238722,2,17169,3513,2671,10985
238759,2,13547,1357,2553,9637
238810,2,100,,,100
238980,2,2285,259,1183,843
239008,2,4745,514,1897,2334
239017,2,1544,,,1544
239071,2,1082,744,168,170
239080,2,1430,266,298,866
239105,2,8037,156,3468,4413
239220,2,4886,875,2084,1927
239248,2,20111,4816,6418,8877
239309,2,916,0,586,330
239318,2,2625,0,295,2330
239372,2,7060,1044,1249,4767
239390,2,864,6,641,217
239442,2,1720,670,396,654
239460,2,9169,2937,1894,4338
239488,2,15078,2007,3551,9520
239512,2,554,0,77,477
239628,2,825,2,233,590
239716,2,1981,6,622,1353
239877,2,81,,,81
239910,2,3678,862,380,2436
240107,2,1821,268,580,973
240116,2,12331,2016,2999,7316
240125,2,10352,885,2192,7275
240170,2,5524,1773,2194,1557
240189,2,11088,1395,7604,2089
240198,2,5304,972,1826,2506
240268,2,10691,657,7242,2792
240277,2,11293,3109,4897,3287
240329,2,10007,293,7179,2535
240338,2,1145,38,158,949
240365,2,14816,960,5559,8297
240374,2,4054,553,2579,922
240392,2,3316,3035,263,18
240417,2,7337,1159,4474,1704
240426,2,2656,996,761,899
240444,2,37571,2039,19797,15735
240453,2,22390,3252,14951,4187
240462,2,6926,852,2843,3231
240471,2,5616,483,4312,821
240480,2,8287,613,5743,1931
240505,2,4621,1231,1742,1648
240514,2,2260,564,678,1018
240596,2,1888,258,464,1166
240620,2,5333,1034,1656,2643
240657,2,1862,479,647,736
240666,2,5496,806,1344,3346
240693,2,3259,846,1155,1258
240709,2,58,,,58
240718,2,939,,,939
240727,2,9921,1800,7078,1043
240736,2,2640,,,2640
240745,2,2159,21,302,1836
240754,2,3205,103,2457,645
240790,2,1547,403,1001,143
240879,2,466,,,466
241100,2,289,,,289
241128,2,350,,,350
241146,2,388,,,388
241182,2,583,,,583
241191,2,974,79,801,94
241216,2,1740,,,1740
241225,2,855,0,54,801
241304,2,3272,0,1667,1605
241331,2,932,0,716,216
241377,2,775,0,775,0
241386,2,188,0,188,0
241395,2,409,378,20,11
241410,2,4823,4573,82,168
241517,2,372,,,372
241614,2,393,154,22,217
241720,2,766,,,766
241739,2,6827,0,4517,2310
241766,2,335,,,335
241836,2,1399,308,732,359
241906,2,279,,,279
241951,2,524,,,524
242042,2,284,,,284
242112,2,792,2,0,790
242121,2,416,,,416
242130,2,435,54,381,0
242149,2,558,0,558,0
242413,2,116,,,116
242556,2,437,,,437
242583,2,230,,,230
242617,2,3013,106,2359,548
242626,2,3424,368,2500,556
242635,2,3050,594,2139,317
242644,2,1322,72,831,419
242653,2,4370,574,2948,848
242662,2,3338,1058,2014,266
242680,2,1494,160,1116,218
242699,2,1763,288,1329,146
242705,2,4246,303,3353,590
242820,2,1193,,,1193
242945,2,263,,,263
242954,2,122,,,122
242972,2,34459,8888,25571,0
243106,2,2285,1350,0,935
243115,2,3298,0,1173,2125
243133,2,3407,1533,1874,0
243142,2,2632,330,1674,628
243151,2,2624,16,956,1652
243179,2,3165,26,2286,853
243188,2,492,4,336,152
243197,2,11634,149,6558,4927
243203,2,336,0,205,131
243212,2,2345,0,1062,1283
243221,2,13744,0,4123,9621
243346,2,6124,0,4168,1956
243443,2,4330,524,3806,0
243568,2,162,16,73,73
243577,2,4350,470,1679,2201
243586,2,798,737,42,19
243601,2,9821,0,5383,4438
243638,2,2830,,,2830
243647,2,587,0,66,521
243665,2,1666,384,892,390
243744,2,9144,,,9144
243780,2,40555,1247,27302,12006
243799,2,56,,,56
243823,2,830,445,83,302
243832,2,1998,779,982,237
243841,2,790,100,10,680
244233,2,380,40,85,255
244279,2,239,,,239
244437,2,20352,7942,8292,4118
244446,2,3811,1822,957,1032
244613,2,459,,,459
245281,2,138,,,138
245625,2,3393,317,580,2496
245652,2,426,,,426
245777,2,102,,,102
245838,2,152,102,0,50
245847,2,84,48,0,36
245883,2,156,101,0,55
245892,2,206,206,0,0
245953,2,2011,1488,497,26
245962,2,225,0,0,225
245980,2,58,,,58
245999,2,2866,6,0,2860
246017,2,1793,0,7,1786
246035,2,543,0,296,247
246071,2,92,,,92
246354,2,16510,6533,3797,6180
246406,2,38,,,38
246415,2,138,,,138
246460,2,292,,,292
246813,2,5404,1046,1353,3005
246895,2,961,,,961
246974,2,587,0,316,271
247010,2,61,,,61
247047,2,148,,,148
247065,2,1261,179,1082,0
247153,2,562,,,562
247162,2,18,13,0,5
247409,2,117,0,43,74
247603,2,3041,546,1391,1104
247649,2,745,172,0,573
247773,2,62,,,62
247834,2,48588,12608,16419,19561
247940,2,5665,1422,1777,2466
248192,2,38,,,38
248527,2,92,,,92
248606,2,1567,,,1567
248624,2,146,,,146
248633,2,67,,,67
248660,2,218,,,218
248703,2,339,,,339
248925,2,1137,,,1137
248934,2,16435,4304,5922,6209
249061,2,77,,,77
249238,2,582,,,582
249609,2,348,,,348
250027,2,431,0,138,293
250285,2,497,,,497
250744,2,1346,,,1346
250902,2,111,,,111
250993,2,571,,,571
251260,2,5815,1035,2773,2007
251312,2,761,190,365,206
260336,2,37,,,37
260363,2,19,,,19
260372,2,389,0,246,143
260664,2,782,,,782
260691,2,1189,0,57,1132
260789,2,1016,362,2,652
260813,2,304,0,304,0
260929,2,361,,,361
260965,2,105,0,0,105
260992,2,1036,544,492,0
261436,2,1413,,,1413
261676,2,41,0,24,17
261685,2,61,0,44,17
261719,2,622,,,622
261773,2,41,,,41
261861,2,72,0,21,51
262031,2,8226,1820,3407,2999
262086,2,7819,7641,178,0
262129,2,663,0,108,555
262165,2,72,0,1,71
262341,2,828,,,828
262369,2,130,,,130
262457,2,721,0,211,510
262466,2,66,,,66
362700,2,450,,,450
362782,2,413,,,413
363013,2,61,0,47,14
363077,2,124,,,124
363147,2,727,,,727
363165,2,1463,,,1463
363633,2,1121,281,382,458
363679,2,379,,,379
363712,2,52,,,52
363882,2,165,,,165
363907,2,623,0,623,0
363916,2,157,0,157,0
363934,2,1228,780,42,406
364016,2,9286,2646,3179,3461
364025,2,18292,4636,5130,8526
364548,2,396,,,396
364575,2,33,,,33
364627,2,407,,,407
364636,2,215,,,215
364751,2,58,,,58
364760,2,102,,,102
364946,2,361,24,4,333
364964,2,38,,,38
365091,2,532,,,532
365125,2,301,,,301
365198,2,655,,,655
365213,2,712,,,712
365240,2,39,,,39
365374,2,1797,,,1797
365383,2,127,,,127
365480,2,868,,,868
365505,2,31,,,31
365693,2,293,,,293
365763,2,68,,,68
365824,2,202,0,118,84
365833,2,225,0,137,88
366003,2,297,129,150,18
366155,2,51,,,51
366191,2,1803,,,1803
366252,2,4493,369,2157,1967
366261,2,442,359,0,83
366270,2,390,,,390
366289,2,42,,,42
366340,2,544,2,75,467
366395,2,26173,9673,9116,7384
366401,2,10649,2089,4977,3583
366438,2,44,,,44
366465,2,3191,894,1111,1186
366535,2,477,0,477,0
366553,2,2745,0,1711,1034
366571,2,22,,,22
366623,2,266,,,266
366632,2,8,,,8
366711,2,16062,3113,12557,392
367051,2,133,,,133
367088,2,185,,,185
367103,2,134,0,134,0
367112,2,321,0,18,303
367158,2,83,0,25,58
367334,2,366,,,366
367361,2,112,0,112,0
367431,2,34,,,34
367459,2,9792,3141,3656,2995
367875,2,1932,,,1932
367884,2,607,242,319,46
367972,2,159,,,159
367981,2,102,,,102
368230,2,170,,,170
368364,2,341,,,341
368407,2,30,,,30
368443,2,1134,923,96,115
368452,2,301,,,301
368540,2,47,,,47
368629,2,828,0,359,469
368647,2,28,,,28
368771,2,653,653,,
368832,2,88,,,88
368911,2,2339,878,495,966
369400,2,3503,,,3503
369419,2,1214,,,1214
369446,2,111,,,111
369455,2,312,0,206,106
369516,2,208,208,0,0
369668,2,193,,,193
369686,2,446,,,446
369695,2,110,,,110
369783,2,533,,,533
369950,2,256,,,256
371052,2,482,,,482
371690,2,1212,159,0,1053
371830,2,141,,,141
371928,2,215,,,215
371964,2,789,,,789
372028,2,262,0,262,0
372073,2,219,95,121,3
372082,2,106,,,106
372240,2,36,0,0,36
372329,2,1536,0,684,852
372356,2,359,0,359,0
372462,2,230,,,230
372921,2,820,,,820
373085,2,81,0,23,58
373216,2,120,,,120
373456,2,36,,,36
373526,2,727,0,5,722
373678,2,294,,,294
373696,2,204,,,204
373711,2,82,,,82
373784,2,976,,,976
374316,2,93,,,93
374343,2,83,,,83
374574,2,1227,,,1227
374592,2,76,,,76
375106,2,276,,,276
375230,2,201,,,201
375373,2,233,,,233
375407,2,141,,,141
375416,2,396,0,396,0
375540,2,136,,,136
375568,2,101,,,101
375656,2,168,,,168
375683,2,880,0,18,862
375726,2,2337,13,0,2324
375939,2,202,0,0,202
375966,2,182,,,182
375984,2,361,,,361
376224,2,257,,,257
376242,2,278,,,278
376288,2,149,49,100,0
376330,2,278,,,278
376385,2,370,,,370
376446,2,165,,,165
376631,2,39,,,39
376677,2,211,,,211
376695,2,1840,160,464,1216
377111,2,394,0,394,0
377193,2,67,,,67
377218,2,168,,,168
377272,2,35,,,35
377281,2,84,,,84
377315,2,161,,,161
377449,2,454,,,454
377458,2,535,,,535
377485,2,50,,,50
377546,2,125,,,125
377555,2,6482,15,2055,4412
377564,2,5143,175,3439,1529
377643,2,157,,,157
377652,2,186,0,186,0
377661,2,947,769,178,0
377722,2,728,0,632,96
377759,2,240,,,240
378105,2,693,0,64,629
378576,2,505,140,19,346
378886,2,447,,,447
378956,2,1016,,,1016
379621,2,108,,,108
379746,2,463,0,24,439
379782,2,415,415,0,0
380067,2,143,,,143
380359,2,658,491,86,81
380368,2,1860,106,350,1404
380377,2,917,543,309,65
380438,2,920,4,916,0
381255,2,146,,,146
381282,2,152,,,152
381325,2,187,,,187
381370,2,464,,,464
381404,2,684,,,684
381486,2,29,,,29
381699,2,45,,,45
381732,2,114,,,114
382258,2,232,,,232
382416,2,80,,,80
382461,2,75,,,75
382780,2,250,,,250
382911,2,144,5,10,129
382957,2,685,0,447,238
383020,2,10,0,6,4
383084,2,806,,,806
383163,2,438,,,438
383190,2,3016,2083,682,251
383279,2,156,,,156
383297,2,268,,,268
383312,2,80,,,80
383330,2,142,,,142
383367,2,280,,,280
383464,2,249,,,249
383525,2,27,0,27,0
383765,2,243,,,243
383996,2,857,355,319,183
384236,2,1557,,,1557
384245,2,1218,,,1218
384254,2,503,45,0,458
384333,2,12087,4830,4336,2921
384342,2,7402,2071,2434,2897
384412,2,305,103,0,202
384421,2,106,,,106
385132,2,261,,,261
385503,2,348,0,276,72
385619,2,2547,1496,256,795
386153,2,477,,,477
386472,2,1227,395,353,479
387925,2,196,,,196
388520,2,420,420,0,0
389860,2,401,,,401
390905,2,275,,,275
391005,2,193,,,193
391759,2,35,,,35
392257,2,4677,3080,323,1274
392354,2,19,,,19
392415,2,488,,,488
393649,2,2208,95,0,2113
393861,2,713,,,713
395362,2,2015,973,613,429
395690,2,408,,,408
397942,2,1913,,,1913
399212,2,19836,6951,4983,7902
399869,2,822,,,822
399911,2,440,,,440
400080,2,1833,,,1833
400187,2,862,,,862
400558,2,98,,,98
401223,2,190,119,71,0
401764,2,273,,,273
402563,2,294,,,294
402800,2,223,,,223
403469,2,13476,123,180,13173
403478,2,793,143,253,397
403487,2,1531,202,325,1004
404055,2,458,0,458,0
404338,2,27,19,8,0
404426,2,4803,1224,1153,2426
404684,2,420,,,420
404718,2,319,,,319
404912,2,1195,0,184,1011
404994,2,4943,132,263,4548
405012,2,107,,,107
405058,2,195,,,195
405076,2,821,0,821,0
405854,2,227,,,227
405872,2,3806,828,1708,1270
406024,2,2632,0,2631,1
406033,2,3862,0,3862,0
406149,2,148,,,148
406325,2,172,0,71,101
406361,2,19,,,19
406422,2,147,,,147
406486,2,90,,,90
406547,2,319,0,161,158
407090,2,886,,,886
407142,2,146,,,146
407151,2,88,,,88
407179,2,130,,,130
407355,2,269,,,269
407391,2,122,,,122
407407,2,75,,,75
407425,2,65,,,65
407434,2,91,,,91
407461,2,106,,,106
407470,2,243,,,243
407489,2,164,,,164
407513,2,303,,,303
407522,2,63,,,63
407568,2,257,,,257
407577,2,203,,,203
407595,2,78,,,78
407610,2,64,0,10,54
407629,2,12,0,12,0
407683,2,106,,,106
407708,2,368,,,368
407735,2,85,,,85
407832,2,285,,,285
408066,2,285,,,285
408163,2,80,,,80
408385,2,1213,0,1213,0
408729,2,126,0,58,68
408844,2,7978,997,2766,4215
408862,2,431,,,431
409032,2,286,,,286
409120,2,109,,,109
409193,2,232,,,232
409315,2,40401,18943,5965,15493
409537,2,55,,,55
409591,2,149,,,149
409698,2,7325,636,6034,655
410797,2,321,0,308,13
410964,2,72,0,72,0
411684,2,184,,,184
411754,2,40,,,40
412173,2,672,0,136,536
412535,2,39,,,39
412544,2,246,,,246
412599,2,625,0,625,0
413176,2,33,,,33
413413,2,25367,25367,,
413617,2,284,0,196,88
413626,2,231,12,156,63
413680,2,491,,,491
413778,2,474,,,474
413820,2,43,,,43
413893,2,2211,,,2211
413972,2,35,,,35
414063,2,196,,,196
414124,2,544,,,544
414461,2,2976,,,2976
414489,2,71,,,71
414540,2,538,,,538
414595,2,398,0,398,0
414869,2,582,,,582
414878,2,925,917,8,0
414911,2,3071,1040,520,1511
414939,2,616,0,616,0
415039,2,74,,,74
415057,2,137,0,0,137
415987,2,437,,,437
416458,2,333,,,333
416801,2,485,8,11,466
417008,2,199,,,199
417062,2,72,,,72
417105,2,598,,,598
417123,2,174,25,122,27
417248,2,59,,,59
417275,2,49,,,49
417327,2,348,0,218,130
417442,2,125,,,125
417503,2,295,,,295
417600,2,28,,,28
417628,2,27,,,27
417637,2,92,,,92
417646,2,23,,,23
417655,2,30,,,30
417682,2,26,,,26
417716,2,239,,,239
417725,2,64,,,64
417734,2,190,0,82,108
417752,2,33,0,1,32
417831,2,131,,,131
417840,2,438,,,438
417868,2,46,,,46
417886,2,34,,,34
417910,2,402,,,402
417983,2,34,,,34
417992,2,51,,,51
418001,2,89,,,89
418010,2,92,,,92
418029,2,39,,,39
418038,2,181,,,181
418065,2,357,,,357
418083,2,48,,,48
418126,2,326,0,320,6
418171,2,78,,,78
418199,2,38,,,38
418205,2,438,0,9,429
418223,2,153,,,153
418250,2,225,,,225
418269,2,300,0,292,8
418278,2,134,,,134
418296,2,2870,,,2870
418302,2,536,0,0,536
418320,2,926,,,926
418348,2,571,,,571
418357,2,198,,,198
418409,2,924,,,924
418427,2,121,,,121
418445,2,25,,,25
418454,2,211,,,211
418481,2,65,,,65
418515,2,177,,,177
418524,2,51,,,51
418533,2,402,0,0,402
418542,2,123,,,123
418560,2,127,,,127
418588,2,41,,,41
418612,2,10,,,10
418658,2,828,,,828
418764,2,4,,,4
418773,2,506,0,506,0
418782,2,386,,,386
418889,2,115,,,115
418913,2,15,,,15
418968,2,391,,,391
419031,2,24,,,24
419095,2,53,,,53
419183,2,207,,,207
419217,2,112,,,112
419226,2,718,3,0,715
419235,2,263,,,263
419244,2,332,14,315,3
419253,2,144,0,127,17
419280,2,45,,,45
419341,2,26,0,2,24
419420,2,64,17,0,47
419484,2,28,,,28
419633,2,131,,,131
419703,2,855,,,855
419712,2,234,,,234
419721,2,434,,,434
420024,2,612,,,612
420042,2,59,23,11,25
420130,2,315,,,315
420255,2,121,,,121
420325,2,116,,,116
420343,2,1371,,,1371
420370,2,800,108,0,692
420398,2,24150,7110,6046,10994
420431,2,2531,786,667,1078
420440,2,1994,1243,372,379
420468,2,324,,,324
420538,2,1628,394,721,513
420556,2,1294,218,236,840
420723,2,824,3,296,525
420981,2,524,,,524
421513,2,119,0,42,77
421610,2,186,,,186
421665,2,62,,,62
421708,2,1468,0,1468,0
421717,2,50,,,50
421771,2,79,,,79
421832,2,278,,,278
421841,2,295,,,295
421878,2,542,20,0,522
421896,2,261,0,5,256
422020,2,326,0,49,277
422695,2,604,134,138,332
422835,2,506,,,506
423120,2,539,76,0,463
423397,2,940,,,940
423412,2,63,,,63
423652,2,703,133,143,427
425250,2,160,,,160
425986,2,379,0,155,224
426314,2,13804,12333,1200,271
427308,2,169,,,169
427335,2,116,,,116
427894,2,152,,,152
427973,2,408,,,408
427982,2,373,,,373
427991,2,825,,,825
428000,2,141,,,141
428019,2,236,,,236
428055,2,288,,,288
428125,2,69,,,69
428170,2,1528,76,0,1452
428259,2,109,96,11,2
428392,2,2760,626,723,1411
429012,2,196,,,196
429128,2,1197,1197,0,0
430184,2,2135,2126,9,0
430227,2,128,,,128
430245,2,934,0,934,0
430306,2,66,,,66
430403,2,365,,,365
430564,2,124,,,124
430582,2,454,,,454
430670,2,67,,,67
430704,2,34,0,33,1
430795,2,164,,,164
430883,2,37,,,37
430908,2,60,,,60
430935,2,800,,,800
430971,2,85,,,85
431017,2,341,,,341
431071,2,46,,,46
431105,2,214,,,214
431123,2,595,,,595
431141,2,2211,,,2211
431187,2,131,,,131
431196,2,140,,,140
431266,2,118,,,118
431275,2,79,,,79
431284,2,151,,,151
431558,2,499,,,499
431600,2,176,0,121,55
431716,2,456,,,456
431983,2,129,,,129
432117,2,327,,,327
432269,2,107,,,107
432384,2,684,0,8,676
432524,2,111,0,0,111
433004,2,489,,,489
433013,2,981,0,980,1
433040,2,25,,,25
433068,2,634,,,634
433101,2,1231,,,1231
433138,2,226,,,226
433174,2,651,101,159,391
433387,2,150268,150268,,
433420,2,402,21,338,43
433536,2,626,453,122,51
433660,2,15994,1646,11873,2475
434016,2,283,0,89,194
434061,2,7653,940,2006,4707
434140,2,1210,0,298,912
434159,2,635,,,635
434274,2,108,,,108
434283,2,98,,,98
434308,2,667,,,667
434344,2,358,,,358
434362,2,35,,,35
434432,2,22,0,8,14
434469,2,83,6,0,77
434496,2,125,,,125
434539,2,79,0,23,56
434584,2,254,42,61,151
434672,2,22984,10411,5450,7123
434751,2,164,13,89,62
434821,2,1342,,,1342
434830,2,328,,,328
434900,2,565,,,565
434937,2,33,,,33
435000,2,41,,,41
436030,2,406,,,406
436304,2,2993,559,1306,1128
436429,2,7763,5298,315,2150
436553,2,733,,,733
436599,2,167,0,0,167
436614,2,52,0,25,27
436632,2,194,,,194
436641,2,111,,,111
436650,2,283,,,283
436775,2,226,0,203,23
436818,2,926,24,500,402
436827,2,611,13,246,352
436836,2,2664,93,1852,719
437097,2,525,525,0,0
437103,2,10631,6377,3200,1054
437237,2,94,,,94
437556,2,2122,,,2122
437608,2,249,,,249
437635,2,1027,0,185,842
437723,2,83,0,26,57
437732,2,277,0,39,238
437750,2,137,,,137
437769,2,237,,,237
437778,2,360,,,360
437857,2,157,,,157
437936,2,990,0,506,484
438179,2,399,0,399,0
438221,2,256,0,128,128
438258,2,641,0,342,299
438285,2,422,,,422
438337,2,291,,,291
438504,2,2042,,,2042
438586,2,2489,2119,273,97
438674,2,88,,,88
438708,2,404,171,180,53
438735,2,317,,,317
438984,2,81,0,81,0
439020,2,13,0,13,0
439118,2,603,64,266,273
439190,2,3153,754,1574,825
439367,2,1498,366,678,454
439455,2,491,53,168,270
439473,2,307,0,271,36
439491,2,533,,,533
439507,2,668,,,668
439570,2,806,477,192,137
439622,2,474,,,474
439668,2,715,,,715
439686,2,119,,,119
439701,2,363,211,131,21
439738,2,609,,,609
439747,2,352,,,352
439774,2,69,,,69
439783,2,113,,,113
439792,2,627,0,623,4
439844,2,69,,,69
439862,2,143,11,74,58
439871,2,229,5,149,75
439899,2,96,26,0,70
439932,2,83,,,83
439969,2,212,,,212
440059,2,1280,,,1280
440101,2,178,,,178
440226,2,84,,,84
440262,2,610,0,0,610
440271,2,260,0,260,0
440396,2,215,6,3,206
440402,2,4370,2409,737,1224
440651,2,781,,,781
440730,2,573,,,573
440749,2,114,89,25,0
440776,2,58,0,58,0
440794,2,531,0,502,29
440819,2,31,,,31
440828,2,1229,0,698,531
440855,2,202,,,202
440989,2,783,,,783
441025,2,467,0,174,293
441052,2,2086,0,1380,706
441070,2,191,0,40,151
441168,2,43,,,43
441210,2,405,,,405
441229,2,2165,0,2165,0
441256,2,148,,,148
441371,2,26097,25782,252,63
441380,2,428,,,428
441414,2,292,,,292
441423,2,547,21,149,377
441487,2,95,,,95
441496,2,353,,,353
441502,2,569,,,569
441575,2,384,303,81,0
441593,2,24,,,24
441609,2,188,,,188
441618,2,37,,,37
441636,2,616,0,616,0
441645,2,246,,,246
441663,2,461,,,461
441672,2,40,0,0,40
441690,2,172,,,172
441706,2,642,,,642
441742,2,1314,0,878,436
441760,2,5591,1149,2697,1745
441788,2,909,,,909
441830,2,148,0,148,0
441858,2,227,,,227
441876,2,346,,,346
441900,2,8487,1072,3117,4298
441937,2,7277,1249,5696,332
441982,2,410,,,410
442073,2,1090,,,1090
442134,2,609,0,71,538
442240,2,644,,,644
442329,2,1486,,,1486
442356,2,2132,466,1196,470
442383,2,229,0,3,226
442426,2,663,156,507,0
442435,2,58,0,58,0
442444,2,1383,0,378,1005
442523,2,96,,,96
442569,2,7291,7291,,
442602,2,731,0,356,375
442611,2,1702,,,1702
442639,2,121,5,0,116
442657,2,388,,,388
442781,2,1226,1031,132,63
442842,2,86,0,77,9
442879,2,1307,478,0,829
442888,2,160,,,160
442930,2,714,85,27,602
442976,2,153,0,141,12
442985,2,421,,,421
443021,2,77,,,77
443049,2,251,147,98,6
443058,2,45,45,0,0
443100,2,90,17,17,56
443137,2,396,,,396
443146,2,105,,,105
443207,2,218,,,218
443216,2,231,,,231
443225,2,105,,,105
443234,2,310,,,310
443252,2,2758,0,895,1863
443261,2,488,35,0,453
443289,2,320,,,320
443298,2,55,,,55
443322,2,118,,,118
443331,2,3534,524,2447,563
443340,2,57,4,53,0
443377,2,81,,,81
443410,2,1266,26,1164,76
443492,2,1860,749,685,426
443562,2,525,,,525
443571,2,714,73,632,9
443599,2,1136,1136,,
443632,2,172,0,172,0
443641,2,227,,,227
443650,2,2977,2530,209,238
443669,2,170,,,170
443696,2,72,0,72,0
443748,2,1084,,,1084
443766,2,3899,3891,8,0
443784,2,1957,1943,11,3
443951,2,63,,,63
443979,2,214,,,214
444051,2,148,,,148
444088,2,771,0,771,0
444130,2,233,233,,
444194,2,208,208,0,0
444219,2,14083,10849,2408,826
444228,2,44,,,44
444255,2,88,0,0,88
444264,2,14,0,0,14
444282,2,145,,,145
444291,2,164,,,164
444307,2,123,,,123
444325,2,284,,,284
444334,2,142,,,142
444361,2,91,12,16,63
444370,2,63,,,63
444398,2,136,34,100,2
444404,2,26,,,26
444413,2,198,,,198
444440,2,126,,,126
444468,2,45,,,45
444486,2,457,,,457
444510,2,154,,,154
444529,2,60,0,0,60
444556,2,723,,,723
444565,2,517,,,517
444583,2,557,,,557
444635,2,138,0,138,0
444662,2,139,,,139
444671,2,146,0,13,133
444714,2,343,,,343
444732,2,103,,,103
444778,2,69,69,0,0
444787,2,3582,3582,0,0
444811,2,634,0,0,634
444857,2,217,,,217
444866,2,453,45,0,408
444893,2,517,0,0,517
444936,2,206,,,206
444945,2,1012,394,0,618
444954,2,1249,322,541,386
445027,2,28989,28989,,
445133,2,375,52,249,74
445188,2,8794,293,3646,4855
445203,2,354,0,354,0
445212,2,336,,,336
445230,2,1217,0,485,732
445249,2,487,0,487,0
445267,2,3861,2146,259,1456
445364,2,905,0,905,0
445461,2,1157,,,1157
445498,2,30,,,30
445540,2,92,,,92
445647,2,243,,,243
445656,2,285,,,285
445692,2,599,,,599
445708,2,1366,28,281,1057
445735,2,715,0,573,142
445744,2,649,0,519,130
445762,2,308,,,308
445780,2,68,,,68
445799,2,1326,,,1326
445841,2,293,,,293
445850,2,267,,,267
445911,2,1260,,,1260
445948,2,2698,150,2548,0
445957,2,476,45,0,431
446048,2,1361,0,1313,48
446084,2,109,,,109
446093,2,141,,,141
446109,2,673,0,346,327
446118,2,839,,,839
446127,2,428,18,410,0
446163,2,665,665,0,0
446206,2,47,,,47
446224,2,22,0,12,10
446233,2,177,52,19,106
446242,2,201,30,0,171
446251,2,105,,,105
446260,2,1392,,,1392
446288,2,112,,,112
446303,2,103,,,103
446349,2,25,,,25
446385,2,262,,,262
446516,2,14,,,14
446525,2,2241,,,2241
446552,2,3172,23,1377,1772
446561,2,2601,52,0,2549
446598,2,46,0,46,0
446604,2,2399,,,2399
446640,2,1820,66,123,1631
446774,2,5717,766,1277,3674
447014,2,288,47,39,202
447023,2,2984,,,2984
447050,2,345,345,0,0
447148,2,285,,,285
447166,2,93,,,93
447175,2,110,,,110
447263,2,2948,0,2948,0
447351,2,851,0,145,706
447421,2,301,0,301,0
447449,2,80,,,80
447458,2,258,,,258
447467,2,398,,,398
447582,2,1448,822,358,268
447591,2,1061,0,42,1019
447607,2,2532,,,2532
447616,2,2003,,,2003
447689,2,13485,1497,7422,4566
447704,2,224,,,224
447713,2,328,,,328
447722,2,37,,,37
447731,2,299,,,299
447759,2,303,0,159,144
447768,2,2342,0,1499,843
447777,2,1169,,,1169
447795,2,83,,,83
447810,2,355,,,355
447847,2,152,,,152
447865,2,26,,,26
447874,2,359,,,359
447883,2,555,,,555
447892,2,234,,,234
447908,2,108,,,108
447917,2,98,,,98
447935,2,470,57,413,0
447953,2,517,494,23,0
447962,2,275,,,275
447971,2,110,,,110
447980,2,122,,,122
447999,2,346,,,346
448026,2,171,,,171
448071,2,382,,,382
448123,2,230,,,230
448196,2,183,,,183
448220,2,233,,,233
448239,2,179,,,179
448248,2,4706,,,4706
448257,2,77,,,77
448275,2,22,,,22
448372,2,271,0,133,138
448424,2,127,,,127
448433,2,1720,,,1720
448594,2,5521,2843,1879,799
448600,2,518,183,295,40
448619,2,761,,,761
448646,2,269,,,269
448673,2,4277,2024,1642,611
448770,2,432,,,432
448798,2,252,,,252
448859,2,212,,,212
448895,2,897,,,897
449038,2,1895,1885,10,0
449074,2,995,0,44,951
449083,2,324,0,13,311
449092,2,366,,,366
449135,2,354,,,354
449250,2,1016,0,263,753
449311,2,319,,,319
449320,2,1014,,,1014
449339,2,76629,76629,,
449348,2,108,24,33,51
449357,2,75,,,75
449384,2,835,131,0,704
449393,2,145,,,145
449445,2,142,,,142
449454,2,62,,,62
449463,2,313,,,313
449472,2,164,,,164
449490,2,278,0,0,278
449506,2,187,0,97,90
449524,2,511,0,384,127
449533,2,116,,,116
449597,2,6,,,6
449603,2,256,,,256
449612,2,132,0,3,129
