UNITID,LEXP100K,LCOLELYN,LPBOOKS,LEBOOKS,LEDATAB,LPMEDIA,LEMEDIA,LPSERIA,LESERIA,LPCLLCT,LECLLCT,LTCLLCT,LPCRCLT,LECRCLT,LTCRCLT,LILLDYN,LILLDPR,LILLDRC,LILSYN,LSTOTAL,LSLIBRN,LSOPROF,LSOPAID,LSSTAST,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTOT,LSWMSOM
176600,2,2,5131,0,0,0,0,20,0,5151,0,5151,101,0,101,2,,,2,,,,,,,,-2,,,,,,,,,,
176628,1,2,40144,261711,29,2212,43816,155,2670037,42511,2975593,3018104,585,9339,9924,1,519,87,1,15.00,1.00,2.00,2.00,10.00,0,154309,2,0,315,323,98490,99128,0,43870,43870,297307,297307
176664,1,2,50288,449729,102,1009,1634,70,46939,51367,498404,549771,1871,9187,11058,1,560,102,1,3.00,1.25,0.00,0.50,1.25,0,65114,1,10967,0,1845,37274,39119,1131,26562,27693,142893,131926
176789,1,2,31112,1546,3,84,0,6,0,31202,1549,32751,1518,14974,16492,1,139,28,1,2.79,1.00,0.00,1.04,0.75,0,54359,1,1875,5145,19050,0,24195,316,22103,22419,102848,100973
176910,1,2,92887,660000,9,6500,2,164,2,99551,660013,759564,8114,27204,35318,1,31,31,1,3.55,2.00,0.00,0.80,0.75,1,89630,1,15128,26633,21092,4738,52463,523,0,523,157744,142616
176947,1,2,52501,155965,35,3365,28695,88,43028,55954,227723,283677,3630,28715,32345,1,249,531,1,7.50,3.00,2.00,0.00,2.50,0,239173,2,0,6001,68818,29198,104017,3218,15922,19140,362330,362330
176965,1,2,303382,352457,103,10142,286614,944,104463,314468,743637,1058105,13956,183475,197431,1,1138,1788,1,30.00,9.00,5.00,8.00,8.00,0,1060245,1,374269,27588,1063192,37480,1128260,316,124773,125089,2687863,2313594
177038,1,2,13421,75,13,460,2,20,5565,13901,5655,19556,499,8325,8824,1,345,90,1,3.00,1.00,0.00,2.00,0.00,0,145714,1,50735,10118,150376,0,160494,0,17484,17484,374427,323692
177065,1,2,60380,272479,89,1274,214476,37,53018,61691,540062,601753,975,26208,27183,1,21,314,1,9.63,4.00,1.63,0.00,4.00,0,306580,1,74892,16144,297447,0,313591,0,106317,106317,801380,726488
177083,1,2,97878,291593,0,7233,0,672,6984,105783,298577,404360,1745,1226,2971,1,1415,895,1,4.00,2.00,1.00,0.00,1.00,0,121200,1,32038,12000,22300,0,34300,2000,35351,37351,224889,192851
177092,1,2,243155,261713,30,24705,0,33962,0,301822,261743,563565,15611,2777,18388,1,1927,1100,1,12.00,4.00,1.00,2.00,5.00,0,330208,1,142630,108257,89676,3120,201053,15603,1580,17183,691074,548444
177117,1,2,55184,259713,68,4401,195619,445,609,60030,456009,516039,2270,10371,12641,1,932,831,1,20.00,1.00,5.00,0.00,14.00,0,185945,2,0,26034,79342,4257,109633,400,24196,24596,320174,320174
177126,1,2,69317,29890,54,2724,20,618,11085,72659,41049,113708,5536,23406,28942,1,1454,1367,1,7.41,4.15,0.88,0.63,1.75,0,277719,1,65133,39262,11006,0,50268,1294,43869,45163,438283,373150
177135,1,2,42009,261471,54,1793,43819,82,0,43884,305344,349228,2130,57578,59708,1,868,301,1,6.00,3.00,0.00,1.00,2.00,0,175774,1,41494,28813,75854,0,104667,0,36192,36192,358127,316633
177144,1,2,106289,474210,42,2606,213030,754,132393,109649,819675,929324,1916,55413,57329,1,509,548,1,6.15,2.00,1.00,0.00,3.15,0,141770,1,12152,5052,102055,1269,108376,0,2219,2219,264517,252365
177214,1,2,146493,279108,74,2159,0,268,0,148920,279182,428102,2711,7897,10608,1,1058,706,1,7.80,5.00,0.00,0.00,2.80,0,338960,1,97082,5180,332227,9340,346747,1715,0,1715,784504,687422
177250,1,2,24122,290422,42,4883,41,35,8,29040,290513,319553,2396,6421,8817,1,37,82,1,4.00,2.00,0.00,1.50,0.50,1,99103,1,36729,16024,51599,0,67623,0,28203,28203,231658,194929
177278,2,2,68815,113,1,404,0,821,0,70040,114,70154,47,0,47,1,23,181,1,0.25,0.25,0.00,0.00,0.00,,,-2,,,,,,,,,,
177302,2,1,,0,2,,0,,0,,2,2,,9830,9830,2,,,2,,,,,,,,-2,,,,,,,,,,
177339,1,2,249328,254704,61,11549,43257,2117,0,262994,298022,561016,3906,55856,59762,1,1469,416,1,12.00,2.00,1.00,3.00,6.00,1,271767,2,0,12745,199250,0,211995,2416,56135,58551,542313,542313
177418,1,2,63029,283391,28,4274,6561,23,83223,67326,373203,440529,2191,1355,3546,1,1379,773,1,7.00,5.00,0.00,1.00,1.00,0,337659,1,28493,23424,98927,0,122351,2088,76302,78390,566893,538400
177472,1,2,30220,343519,65,2518,61664,45,116660,32783,521908,554691,3049,135359,138408,1,1099,581,1,9.50,3.50,0.00,5.00,1.00,1,310324,1,80165,28628,204592,0,233220,0,62572,62572,686281,606116
177542,1,2,95817,273378,78,5045,44622,284,72,101146,318150,419296,2023,20197,22220,1,105,38,1,6.40,1.00,0.00,3.00,2.40,0,159405,1,32448,21862,84458,552,106872,0,36240,36240,334965,302517
177551,1,2,54878,254000,39,0,0,100,55,54978,254094,309072,605,3518,4123,1,429,25,1,6.00,1.00,2.00,0.00,3.00,0,134510,1,69245,20000,35206,17475,72681,0,3776,3776,280212,210967
177676,1,2,70443,326370,102,2362,121647,47,34457,72852,482576,555428,4326,69858,74184,1,885,571,1,7.55,4.00,0.00,3.00,0.55,0,327374,1,115162,24891,101572,0,126463,172,59133,59305,628304,513142
177719,1,2,1100,150000,14,30,1400,1,40,1131,151454,152585,205,5200,5405,1,174,245,1,3.75,2.00,0.00,1.75,0.00,1,148750,1,30215,11000,433000,2100,446100,0,830,830,625895,595680
177746,1,2,28473,280445,10,9530,13,213,9,38216,280477,318693,916,2505,3421,1,391,586,1,6.77,2.00,0.00,2.27,2.50,0,218401,2,0,4482,17494,2041,24017,105,25513,25618,268036,268036
177816,1,2,77816,232000,36,3478,0,202,360,81496,232396,313892,5724,1724,7448,1,638,90,1,4.00,2.00,1.00,0.00,1.00,0,197540,1,49141,21782,84605,21471,127858,7000,1592,8592,383131,333990
177834,1,2,13080,370862,0,595,10119,1184,30900,14859,411881,426740,841,600000,600841,1,3220,4878,1,22.00,7.00,0.00,3.00,12.00,1,523484,1,212000,62623,1656979,17576,1737178,5500,93155,98655,2571317,2359317
177940,1,2,109963,250000,82,5318,70000,1000,32943,116281,353025,469306,3482,7217,10699,1,833,749,1,15.00,5.00,1.00,0.00,9.00,0,350073,1,140029,4582,153410,15201,173193,16072,4290,20362,683657,543628
177968,1,2,73340,246590,146,2353,74268,125,90,75818,321094,396912,2967,11104,14071,1,756,1214,1,20.00,7.00,3.00,0.00,10.00,0,827174,1,148672,64200,594458,14686,673344,0,61631,61631,1710821,1562149
177977,1,2,11925,186276,42,2130,0,69,0,14124,186318,200442,2105,4164,6269,1,436,20,1,2.25,0.00,0.00,1.75,0.50,0,53046,1,26092,1831,37773,0,39604,0,21557,21557,140299,114207
177986,1,2,11825,27121,36,1403,15694,224,44591,13452,87442,100894,2597,13838,16435,1,1314,2336,1,10.50,3.00,0.00,5.00,2.50,0,286299,1,55270,27005,185223,129480,341708,4200,18882,23082,706359,651089
177995,1,2,83779,268029,51,2685,0,267,0,86731,268080,354811,2771,133640,136411,1,1593,546,1,22.20,10.00,5.00,7.20,0.00,1,1221482,1,378338,77594,245883,1178,324655,0,79051,79051,2003526,1625188
178059,1,2,56240,672969,134,2097,11386456,0,138521,58337,12198080,12256417,614,712804,713418,1,323,6457,1,8.00,3.00,2.00,0.00,3.00,0,292750,2,0,20606,549108,81012,650726,0,117858,117858,1061334,1061334
178183,2,2,0,0,33,0,0,26,0,26,33,59,22,30,52,2,,,1,2.00,0.00,2.00,0.00,0.00,,,-2,,,,,,,,,,
178208,1,2,92294,533219,64,3343,0,839,379,96476,533662,630138,5741,127841,133582,1,217,2160,1,10.70,3.00,0.00,1.70,6.00,0,317596,1,78427,44451,160109,0,204560,0,33591,33591,634174,555747
178217,1,2,21076,0,8,3000,0,18,0,24094,8,24102,3460,62086,65546,1,200,334,1,5.00,1.00,0.00,4.00,0.00,0,62104,1,17628,3449,3064,41583,48096,0,3773,3773,131601,113973
178244,1,2,31728,274096,129,748,1405,163,4222,32639,279852,312491,1420,1735,3155,1,152,175,1,5.96,2.53,1.00,0.77,1.66,0,187051,2,0,8358,173063,0,181421,0,50432,50432,418904,418904
178341,1,2,231272,2644153,35,60081,85377,1442,63849,292795,2793414,3086209,2564,51413,53977,1,1198,639,1,13.48,4.00,1.00,5.43,3.05,0,364480,1,157593,5520,182149,4902,192571,421,102271,102692,817336,659743
178369,1,2,59473,63378,56,3618,43957,183,44575,63274,151966,215240,2608,7622,10230,1,603,412,1,19.00,2.00,2.00,3.00,12.00,1,202246,2,0,15165,120845,36614,172624,2106,25124,27230,402100,402100
178387,1,2,159935,268360,66,8450,0,1541,57298,169926,325724,495650,5457,103033,108490,1,1149,1157,1,14.00,7.00,0.00,3.00,4.00,0,492375,1,230980,36804,473926,0,510730,0,73065,73065,1307150,1076170
178396,1,2,2332981,1209379,0,520974,62173,111244,124658,2965199,1396210,4361409,30697,3208326,3239023,1,18726,17105,1,116.00,41.00,5.00,59.00,11.00,8,5255469,1,2028852,689665,7268491,257751,8215907,14825,3305507,3320332,18820560,16791708
178402,1,2,820086,2005909,244,672132,127488,15308,115989,1507526,2249630,3757156,5243,1474324,1479567,1,5617,5601,1,86.85,27.75,6.50,35.00,17.60,2,3730251,1,1447375,61120,1605763,9678,1676561,0,653557,653557,7507744,6060369
178411,1,2,302179,532699,101,81802,24406,11976,58643,395957,615849,1011806,3721,225464,229185,1,9246,5498,1,22.00,6.00,0.00,5.00,11.00,0,611015,1,265744,129502,972714,182262,1284478,0,108972,108972,2270209,2004465
178420,1,2,674191,234240,278,3879,0,21173,225619,699243,460137,1159380,11615,22334,33949,1,3533,2986,1,34.50,18.00,1.00,9.50,6.00,1,1553215,1,567784,160109,1527704,0,1687813,0,25964,25964,3834776,3266992
178448,1,2,16304,282438,41,320,1000,0,0,16624,283479,300103,1063,115455,116518,1,93,604,1,10.50,1.00,0.00,4.00,5.50,4,164605,1,77026,5157,101183,0,106340,0,11902,11902,359873,282847
178518,1,2,97863,855350,16,27936,0,32,20,125831,855386,981217,6393,3746,10139,1,1504,295,1,3.00,1.00,0.00,0.00,2.00,0,99035,1,36369,44619,32675,20531,97825,1271,8300,9571,242800,206431
178615,1,2,339560,271957,108,244182,121961,2722,108376,586464,502402,1088866,22879,133742,156621,1,6386,3887,1,25.38,8.00,1.00,11.00,5.38,0,980276,1,429098,138678,812450,644,951772,9466,359854,369320,2730466,2301368
178624,1,2,115997,343089,147,2309,204405,67,60918,118373,608559,726932,14715,35823,50538,1,878,1500,1,17.40,5.00,3.00,6.00,3.40,1,673342,1,370802,68161,395582,0,463743,3711,163263,166974,1674861,1304059
178679,1,2,76861,261714,20,18016,0,460,0,95337,261734,357071,20133,38132,58265,1,742,228,1,14.00,2.00,0.00,1.00,11.00,0,137221,1,58258,9086,157,62054,71297,2110,5846,7956,274732,216474
178697,1,2,92892,574421,48,3183,0,42,20,96117,574489,670606,6552,395,6947,1,306,248,1,21.00,2.00,0.00,1.00,18.00,0,191334,1,57685,50000,132000,42000,224000,1000,30300,31300,504319,446634
178721,1,2,14046,261856,144,169,70932,151,89872,14366,422804,437170,141,436883,437024,1,281,1177,1,5.10,2.00,0.00,2.20,0.90,1,191776,1,38096,12000,321112,15000,348112,0,76301,76301,654285,616189
178767,2,2,393,0,0,0,0,0,0,393,0,393,0,0,0,2,,,2,,,,,,,,-2,,,,,,,,,,
178891,2,2,8130,0,2,628,0,96,0,8854,2,8856,181,1648,1829,1,0,0,1,4.00,0.00,1.00,0.00,3.00,,,-2,,,,,,,,,,
179043,1,2,66848,272804,81,1025,0,230,72360,68103,345245,413348,392,46603,46995,1,862,1224,1,9.75,5.00,0.00,4.10,0.65,0,466660,1,81219,18306,241324,3824,263454,0,111422,111422,922755,841536
179159,1,2,1158709,608880,458,9951,273,35758,184154,1204418,793765,1998183,25128,1744298,1769426,1,17569,13099,1,73.40,28.21,1.00,30.73,13.46,2,3559325,1,1089544,479172,6266573,399336,7145081,17401,208949,226350,12020300,10930756
179256,2,2,27684,42,1,310,0,115,0,28109,43,28152,628,281,909,1,0,6,1,1.43,0.25,0.40,0.00,0.78,,,-2,,,,,,,,,,
179265,1,2,14129,261838,59,1682,0,441,40549,16252,302446,318698,516,49987,50503,1,1587,2390,1,9.27,4.11,0.00,1.58,3.58,0,305736,2,0,10744,534706,11251,556701,3000,21363,24363,886800,886800
179308,1,2,167957,128857,133,9483,56282,1354,109005,178794,294277,473071,2526,167135,169661,1,2700,674,1,31.50,16.00,3.00,12.25,0.25,4,1803392,1,615442,185657,370443,679,556779,0,194284,194284,3169897,2554455
179317,2,2,7600,464533,32,295,0,0,12909,7895,477474,485369,41,5408,5449,1,94,80,1,1.50,0.50,0.00,0.50,0.50,,,-2,,,,,,,,,,
179326,1,2,109520,348846,141,3554,38774,67,53781,113141,441542,554683,7508,14057,21565,1,1683,431,1,12.89,5.00,0.50,4.73,2.66,2,460045,1,129004,56378,536451,39,592868,1910,75607,77517,1259434,1130430
179344,1,2,31184,157055,234,2158,48586,134,5873,33476,211748,245224,1548,627,2175,1,162,224,1,4.76,2.25,0.00,2.00,0.51,0,157154,1,56364,4178,10254,2267,16699,0,10087,10087,240304,183940
179511,2,1,,0,1,,0,,0,,1,1,,7535,7535,2,,,2,,,,,,,,-2,,,,,,,,,,
179539,1,2,36001,261977,20,1317,42574,46,8,37364,304579,341943,714,275652,276366,1,233,246,1,2.50,2.00,0.00,0.00,0.50,0,86116,1,37607,3244,56137,30487,89868,0,1715,1715,215306,177699
179548,1,2,75860,277323,44,3920,44031,35,55171,79815,376569,456384,2526,14668,17194,1,1345,766,1,3.00,2.00,0.00,0.00,1.00,0,112314,2,0,1730,91038,8786,101554,0,29171,29171,243039,243039
179557,1,2,344855,349621,139,11610,202051,3860,99245,360325,651056,1011381,8658,502521,511179,1,2741,3437,1,39.75,10.00,9.00,12.25,8.50,0,1309704,1,510312,185725,950129,65011,1200865,9978,183565,193543,3214424,2704112
179566,1,2,566949,366578,448,253928,77321,5390,28924,826267,473271,1299538,16405,17054,33459,1,1544,7922,1,50.95,13.00,7.00,23.00,7.95,1,2446104,1,840937,62179,2213703,14979,2290861,513,680889,681402,6259304,5418367
179645,1,2,15325,298913,63,1313,0,5,0,16643,298976,315619,1315,6995,8310,1,475,209,1,7.25,1.00,4.00,0.00,2.25,1,164796,1,56171,21220,84336,1341,106897,0,29477,29477,357341,301170
179715,1,2,13236,276133,70,879,43949,14,2,14129,320154,334283,1021,8093,9114,1,152,389,1,6.00,3.00,1.00,0.00,2.00,0,121918,1,41217,9360,43560,1370,54290,0,540,540,217965,176748
179812,1,2,6704,2098,36,2482,343,1632,1913,10818,4390,15208,1251,302323,303574,1,1383,729,1,10.00,5.00,1.50,2.00,1.50,0,488480,1,183962,5880,1123107,1910,1130897,147,5491,5638,1808977,1625015
179867,1,2,2093702,2320176,1062,950520,72631,62483,188775,3106705,2582644,5689349,23266,4138060,4161326,1,16489,11542,1,197.00,93.00,28.00,74.00,2.00,11,11196723,1,3936360,1978626,12960297,232410,15171333,49559,10961917,11011476,41315892,37379532
179894,1,2,155409,234606,153,28458,136739,2458,76947,186325,448445,634770,5674,64481,70155,1,2863,9499,1,23.30,11.00,0.00,10.30,2.00,0,1064200,1,328783,29322,1133893,30785,1194000,392,154177,154569,2741552,2412769
179946,1,2,72007,726281,137,7509,211381,2881,83088,82397,1020887,1103284,693,6423,7116,1,162,69,1,5.74,2.00,0.00,2.00,1.74,0,149235,2,0,1242,113637,1536,116415,0,6125,6125,271775,271775
179955,1,2,122660,1237361,87,1794,78569,0,312823,124454,1628840,1753294,836,59836,60672,1,226,259,1,6.00,2.00,0.00,0.00,4.00,0,112500,2,0,4000,236000,400,240400,0,3000,3000,355900,355900
179964,1,2,71159,357151,68,16422,40770,1095,74417,88676,472406,561082,3276,4526,7802,1,1242,1735,1,6.37,2.75,0.00,2.75,0.87,0,228362,1,33884,10647,99184,3374,113205,1895,89731,91626,467077,433193
180054,1,2,17961,1000000,144,870,437,22,1,18853,1000582,1019435,53,128,181,1,0,5,1,4.00,1.00,3.00,0.00,0.00,0,128557,1,17272,1777,11724,6602,20103,13119,0,13119,179051,161779
180106,1,2,54837,605468,324,1844,78419,162,78734,56843,762945,819788,1682,37884,39566,1,294,246,1,7.26,3.93,0.83,0.00,2.50,0,257119,1,56129,6279,143452,10893,160624,5987,46502,52489,526361,470232
180151,2,2,16587,231798,71,784,210,381,21209,17752,253288,271040,80,72,152,1,0,0,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
180160,1,2,17845,297832,7,1906,8651,3000,17641,22751,324131,346882,1093,600,1693,1,9,0,1,3.00,3.00,0.00,0.00,0.00,0,105811,1,39534,1828,19333,3284,24445,858,2628,3486,173276,133742
180179,1,2,141198,546858,189,2613,78856,1329,104441,145140,730344,875484,1695,118928,120623,1,273,495,1,12.50,6.00,0.00,5.50,1.00,0,477435,2,0,7752,225514,8265,241531,5400,55586,60986,779952,779952
180197,1,2,14345,208807,169,3701,3351,69,83359,18115,295686,313801,1726,15733,17459,1,114,75,1,4.15,1.00,2.00,0.95,0.20,0,146065,1,55782,5915,36586,44,42545,0,28430,28430,272822,217040
180203,1,2,7400,0,20,125,0,24,0,7549,20,7569,555,750,1305,1,0,2,1,1.00,0.00,0.00,1.00,0.00,0,55016,1,18554,5701,24262,8130,38093,2400,300,2700,114363,95809
180212,1,2,11106,344252,22,1773,28236,62,3544,12941,376054,388995,2227,1500,3727,1,97,24,1,2.50,1.00,0.00,1.50,0.00,0,92884,1,15864,7579,3000,23926,34505,0,35000,35000,178253,162389
180249,1,2,9646,251924,164,993,76583,36,21314,10675,349985,360660,514,7876,8390,1,39,40,1,4.00,0.00,1.00,2.00,1.00,0,142122,1,60506,2565,29360,13033,44958,0,30636,30636,278222,217716
180258,1,2,41758,314007,118,0,107,272,168888,42030,483120,525150,121,4254,4375,1,1270,79,1,4.20,1.00,0.00,1.00,2.20,0,67391,1,14587,17027,44778,0,61805,0,27316,27316,171099,156512
180276,1,2,9079,612548,156,629,4065,43,197464,9751,814233,823984,1273,3707,4980,1,136,146,1,2.75,1.95,0.60,0.00,0.20,1,118224,1,58483,5245,35750,0,40995,0,1872,1872,219574,161091
180328,1,2,13900,4500,90,2500,0,1000,0,17400,4590,21990,135,10,145,1,120,15,1,8.00,4.00,3.00,0.00,1.00,0,227000,1,59000,40000,10000,0,50000,11500,0,11500,347500,288500
180373,2,2,7828,231797,71,751,0,28,0,8607,231868,240475,140,1062,1202,1,0,4,1,1.50,1.00,0.00,0.50,0.00,,,-2,,,,,,,,,,
180416,1,2,58603,727408,145,13878,111390,1884,54813,74365,893756,968121,2061,36697,38758,1,1641,143,1,8.42,3.00,0.50,4.00,0.92,0,293703,1,134973,256,240528,2269,243053,22356,25045,47401,719130,584157
180461,1,2,491618,1556762,313,12013,1799926,15878,149079,519509,3506080,4025589,17234,1024430,1041664,1,5759,2620,1,55.57,21.67,18.00,5.67,10.23,0,2981690,2,0,209485,3668282,1892783,5770550,0,336419,336419,9088659,9088659
180489,1,2,886250,755306,180,381700,23315,31326,148196,1299276,926997,2226273,14854,437753,452607,1,3701,3017,1,46.54,10.00,3.00,24.64,8.90,1,2067697,1,1744,58063,2943581,19615,3021259,4300,1258552,1262852,6353552,6351808
180522,1,2,100521,302511,124,1233,89938,4756,100377,106510,492950,599460,530,15175,15705,1,309,41,1,7.00,2.00,1.00,1.00,3.00,0,298434,2,0,9710,28564,26801,65075,2122,23182,25304,388813,388813
180595,1,2,49175,232125,125,1865,74308,376,50853,51416,357411,408827,1599,23058,24657,1,391,480,1,6.40,1.75,1.00,0.00,3.65,0,133555,1,41703,14500,64960,10147,89607,0,2251,2251,267116,225413
180647,1,2,52825,257080,11,3535,0,43,0,56403,257091,313494,1294,822,2116,1,552,37,1,5.00,2.00,1.00,1.00,1.00,0,150948,1,51322,8800,17000,0,25800,0,0,0,228070,176748
180692,1,2,74860,720725,133,3295,0,99,0,78254,720858,799112,3561,89865,93426,1,594,84,1,15.00,1.00,2.00,1.00,11.00,0,143352,1,63582,26712,97147,11259,135118,0,10612,10612,352664,289082
180717,2,2,14594,196533,100,212,0,0,0,14806,196633,211439,609,3428,4037,2,,,1,1.55,1.00,0.25,0.00,0.30,,,-2,,,,,,,,,,
180814,1,2,61365,568478,150,8536,120256,57,69934,69958,758818,828776,3271,84214,87485,1,961,407,1,18.00,9.00,3.00,5.50,0.50,0,740385,2,0,71815,600948,8070,680833,4152,154430,158582,1579800,1579800
180832,1,2,1611,4947,63,122,1,1,125,1734,5136,6870,150,1447,1597,1,2258,1328,1,3.00,3.00,0.00,0.00,0.00,0,240000,1,40902,0,180000,0,180000,1500,0,1500,462402,421500
180878,1,2,2923,6980,23,215,0,74,39008,3212,46011,49223,1041,20480,21521,1,619,1613,1,5.00,3.00,0.00,0.00,2.00,0,199314,2,0,7401,227889,800,236090,127,12655,12782,448186,448186
180902,1,2,15653,150000,36,1011,0,82,18,16746,150054,166800,1338,163430,164768,1,173,220,1,7.00,2.00,1.00,3.00,1.00,3,348220,1,138787,27314,86054,7560,120928,0,10766,10766,618701,479914
180948,1,2,69602,234976,13,852,0,963,46968,71417,281957,353374,1481,244549,246030,1,387,391,1,9.15,3.00,0.60,1.65,3.90,0,211942,2,0,3020,302098,2737,307855,0,5559,5559,525356,525356
180984,1,2,114369,18445,15,3469,0,691,16423,118529,34883,153412,7223,1,7224,1,231,1524,1,7.18,3.00,0.00,1.25,2.93,0,223317,2,0,15078,117844,0,132922,973,24463,25436,381675,381675
181002,1,2,378657,457549,321,18859,75754,9748,79744,407264,613368,1020632,6028,210154,216182,1,2262,2390,1,34.62,15.00,0.00,13.00,6.62,1,1675192,2,0,2263062,959843,31820,3254725,0,116537,116537,5046454,5046454
181020,1,2,75523,639327,211,12324,73774,1494,59543,89341,772855,862196,1032,9194,10226,1,693,1035,1,6.15,2.00,2.00,0.00,2.15,0,203512,2,0,12238,215253,1518,229009,10815,45078,55893,488414,488414
181127,1,2,100454,79270,66,6031,38205,151,16067,106636,133608,240244,983,28075,29058,1,250,322,1,3.45,1.00,0.00,2.00,0.45,0,98338,1,26296,312,93905,816,95033,94,25501,25595,245262,218966
181145,2,2,500,0,0,0,0,25,0,525,0,525,500,0,500,2,,,2,,,,,,,,-2,,,,,,,,,,
181215,1,2,291744,781708,251,59253,91731,6354,81448,357351,955138,1312489,6942,23446,30388,1,992,1726,1,25.12,6.75,7.00,7.50,3.87,0,1290011,1,352148,39477,724010,54390,817877,304,161401,161705,2621741,2269593
181297,1,2,843,12,24,108,1,56,31191,1007,31228,32235,374,170493,170867,1,552,641,1,5.00,3.00,0.00,0.00,2.00,0,153666,1,32160,100,264599,0,264699,0,380,380,450905,418745
181303,1,2,18289,64114,54,4208,6296,130,155,22627,70619,93246,2931,39044,41975,1,18,52,1,17.00,3.00,1.00,13.00,0.00,3,599055,1,219076,83290,291639,11832,386761,0,40562,40562,1245454,1026378
181312,1,2,67339,0,37,2136,0,35,5,69510,42,69552,459,4006,4465,1,41,112,1,6.87,1.00,1.50,4.17,0.20,1,202234,1,70149,855,9132,2274,12261,0,13738,13738,298382,228233
181330,1,2,46764,253709,30,809,0,0,32750,47573,286489,334062,1147,14944,16091,1,45,81,1,1.00,1.00,0.00,0.00,0.00,0,46350,2,0,2000,85499,2300,89799,500,6000,6500,142649,142649
181394,1,2,648268,1380492,241,91206,261505,12078,154853,751552,1797091,2548643,10275,905054,915329,1,7167,2411,1,63.50,13.00,10.00,13.50,27.00,1,2060314,2,0,221191,3111253,332207,3664651,377,146870,147247,5872212,5872212
181419,2,2,9311,0,8,320,0,12,0,9643,8,9651,9,0,9,1,0,0,1,2.00,2.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
181428,1,2,28300,68954,33,163,0,222,39923,28685,108910,137595,240,22763,23003,1,3045,4991,1,28.71,17.00,1.00,10.21,0.50,0,1831716,1,481785,23150,1788644,320,1812114,2646,624587,627233,4752848,4271063
181446,1,2,132965,369229,38,10801,65760,1573,33863,145339,468890,614229,3120,95565,98685,1,1093,888,1,7.80,3.00,2.00,0.00,2.80,0,299707,2,0,19397,213537,0,232934,3337,45423,48760,581401,581401
181464,1,2,1757277,1105351,262,395083,27157,87635,80624,2239995,1213394,3453389,10433,1362499,1372932,1,12429,12204,1,150.00,43.00,40.00,38.00,29.00,8,7346043,2,0,816196,7852914,0,8669110,6439,1559903,1566342,17581495,17581495
181491,1,2,5638,0,46,414,90570,34,35,6086,90651,96737,706,40420,41126,1,17,161,1,1.50,1.00,0.50,0.00,0.00,0,91356,1,28845,6686,85324,3025,95035,0,1590,1590,216826,187981
181534,1,2,77475,455979,102,6148,0,896,48268,84519,504349,588868,1297,34022,35319,1,169,118,1,5.79,1.00,0.00,2.00,2.79,0,178557,1,302,13262,110336,543,124141,0,27149,27149,330149,329847
181543,2,2,10717,19,0,46,0,27,0,10790,19,10809,629,0,629,1,4,3,1,2.00,0.00,0.00,1.00,1.00,,,-2,,,,,,,,,,
181604,1,2,56503,95706,33,1724,78088,29,44492,58256,218319,276575,1737,61056,62793,1,291,1159,1,18.75,2.75,1.00,0.00,15.00,0,163534,2,0,11145,159055,1648,171848,0,14391,14391,349773,349773
181640,1,2,14914,40724,62,781,47506,171,95,15866,88387,104253,1840,5856,7696,1,97,29,1,11.88,8.00,1.00,0.00,2.88,2,553878,1,156266,38721,271568,0,310289,200,0,200,1020633,864367
181738,1,2,61734,298212,69,1277,17359,665,21913,63676,337553,401229,1926,21695,23621,1,144,394,1,18.00,2.00,1.00,0.00,15.00,1,167507,1,56190,6409,179290,12641,198340,851,10808,11659,433696,377506
181765,2,2,1757277,1105351,271,395492,27157,89419,80624,2242188,1213403,3455591,56,0,56,1,0,16,1,4.00,1.00,0.00,0.00,3.00,,,-2,,,,,,,,,,
181783,1,2,171221,216101,54,23001,0,218,46818,194440,262973,457413,25616,9406,35022,1,1187,774,1,19.00,6.00,1.00,5.00,7.00,0,590421,1,204874,70782,140312,0,211094,3000,36239,39239,1045628,840754
181817,1,2,22601,597658,36,2480,86627,41,43331,25122,727652,752774,1562,7935,9497,1,134,19,1,3.25,1.00,1.00,0.00,1.25,0,126390,1,71041,43320,104186,2559,150065,0,16379,16379,363875,292834
181853,1,2,20621,270498,20,399,0,21,19,21041,270537,291578,281,1985,2266,1,5,15,1,25.50,1.00,1.00,0.50,23.00,0,60381,1,16409,186,22542,1960,24688,0,1863,1863,103341,86932
181941,2,2,3032,1400,82,52,96,50,96499,3134,98077,101211,2842,2400,5242,2,,,1,3.00,0.00,0.00,0.00,3.00,,,-2,,,,,,,,,,
182005,1,2,49854,166985,146,1424,189663,22,36427,51300,393221,444521,8804,650254,659058,1,105,366,1,37.00,14.00,1.00,16.00,6.00,2,1676995,1,583929,325575,723389,17017,1065981,0,173404,173404,3500309,2916380
182148,2,2,646,6757,56,71,900,24,65328,741,73041,73782,5,1148,1153,2,,,1,1.00,1.00,0.00,0.00,0.00,,,-2,,,,,,,,,,
182281,1,2,923019,1250620,580,157581,188056,16215,139193,1096815,1578449,2675264,14106,336623,350729,1,4998,3459,1,177.93,55.00,37.96,35.59,49.38,4,9459936,1,2791500,1378111,7385763,173965,8937839,38716,603860,642576,21831851,19040351
