UNITID,SNHCAT,OCCUPCAT,FACSTAT,SGTYPE,HRTOTLT,HRTOTLM,HRTOTLW,HRAIANT,HRAIANM,HRAIANW,HRASIAT,HRASIAM,HRASIAW,HRBKAAT,HRBKAAM,HRBKAAW,HRHISPT,HRHISPM,HRHISPW,HRNHPIT,HRNHPIM,HRNHPIW,HRWHITT,HRWHITM,HRWHITW,HR2MORT,HR2MORM,HR2MORW,HRUNKNT,HRUNKNM,HRUNKNW,HRNRALT,HRNRALM,HRNRALW
107080,10000,100,0,1,60,25,35,0,0,0,0,0,0,9,4,5,6,0,6,1,0,1,39,17,22,4,4,0,0,0,0,1,0,1
107141,10000,100,0,1,24,10,14,1,1,0,0,0,0,1,0,1,4,1,3,0,0,0,17,8,9,0,0,0,1,0,1,0,0,0
107318,10000,100,0,1,14,5,9,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0
107327,10000,100,0,1,7,2,5,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0
107460,10000,100,0,1,10,3,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,3,5,0,0,0,0,0,0,0,0,0
107512,10000,100,0,1,33,13,20,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,29,12,17,1,0,1,0,0,0,0,0,0
107521,10000,100,0,1,25,12,13,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,19,9,10,0,0,0,0,0,0,0,0,0
107549,10000,100,0,1,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8,0,0,0,0,0,0,0,0,0
107558,10000,100,0,1,23,15,8,1,1,0,0,0,0,1,0,1,5,4,1,1,1,0,15,9,6,0,0,0,0,0,0,0,0,0
107585,10000,100,0,1,17,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,12,0,0,0,0,0,0,0,0,0
107600,10000,100,0,1,26,10,16,0,0,0,1,0,1,23,9,14,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
107619,10000,100,0,1,19,6,13,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,0,0,0
107637,10000,100,0,1,25,8,17,0,0,0,0,0,0,16,7,9,1,1,0,0,0,0,7,0,7,1,0,1,0,0,0,0,0,0
107664,10000,100,0,1,35,18,17,0,0,0,0,0,0,13,5,8,0,0,0,0,0,0,19,10,9,0,0,0,3,3,0,0,0,0
107725,10000,100,0,1,21,6,15,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,17,4,13,0,0,0,0,0,0,0,0,0
107743,10000,100,0,1,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0
107840,10000,100,0,1,23,9,14,0,0,0,0,0,0,21,9,12,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
107877,10000,100,0,1,14,3,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,3,10,0,0,0,0,0,0,0,0,0
107974,10000,100,0,1,28,9,19,0,0,0,0,0,0,11,4,7,0,0,0,0,0,0,17,5,12,0,0,0,0,0,0,0,0,0
107983,10000,100,0,1,60,36,24,0,0,0,2,2,0,12,8,4,1,1,0,0,0,0,44,25,19,0,0,0,1,0,1,0,0,0
107992,10000,100,0,1,21,9,12,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,15,7,8,0,0,0,0,0,0,0,0,0
108056,10000,100,0,1,13,5,8,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0,7,3,4,0,0,0,2,1,1,0,0,0
108092,10000,100,0,1,37,16,21,2,1,1,3,3,0,1,0,1,1,0,1,0,0,0,28,10,18,0,0,0,0,0,0,2,2,0
108232,10000,100,0,1,64,31,33,0,0,0,12,6,6,10,4,6,12,6,6,0,0,0,23,9,14,5,4,1,2,2,0,0,0,0
108667,10000,100,0,1,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108807,10000,100,0,1,5,3,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
108852,10000,100,0,1,4,3,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
108870,10000,100,0,1,23,11,12,0,0,0,1,1,0,5,0,5,7,5,2,0,0,0,9,4,5,1,1,0,0,0,0,0,0,0
109040,10000,100,0,1,24,7,17,0,0,0,2,1,1,3,1,2,12,1,11,0,0,0,6,3,3,0,0,0,1,1,0,0,0,0
109086,10000,100,0,1,5,2,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
109208,10000,100,0,1,18,7,11,0,0,0,2,1,1,4,2,2,7,2,5,0,0,0,3,1,2,0,0,0,1,0,1,1,1,0
109350,10000,100,0,1,20,9,11,0,0,0,1,1,0,1,0,1,3,3,0,0,0,0,9,3,6,5,2,3,1,0,1,0,0,0
109651,10000,100,0,1,37,13,24,0,0,0,13,5,8,1,0,1,6,2,4,0,0,0,8,4,4,1,0,1,7,2,5,1,0,1
109785,10000,100,0,1,58,23,35,1,0,1,12,4,8,7,3,4,16,8,8,0,0,0,13,3,10,2,1,1,7,4,3,0,0,0
109819,10000,100,0,1,38,15,23,0,0,0,3,1,2,3,0,3,16,5,11,0,0,0,14,7,7,1,1,0,0,0,0,1,1,0
109907,10000,100,0,1,5,3,2,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
110097,10000,100,0,1,89,40,49,0,0,0,18,10,8,3,1,2,22,8,14,0,0,0,35,16,19,0,0,0,5,2,3,6,3,3
110219,10000,100,0,1,73,25,48,1,0,1,0,0,0,19,6,13,12,5,7,1,0,1,39,13,26,1,1,0,0,0,0,0,0,0
110246,10000,100,0,1,24,11,13,1,0,1,3,1,2,3,1,2,3,1,2,0,0,0,11,6,5,1,0,1,2,2,0,0,0,0
110316,10000,100,0,1,19,4,15,0,0,0,4,1,3,4,1,3,2,0,2,0,0,0,8,2,6,0,0,0,1,0,1,0,0,0
110334,10000,100,0,1,5,2,3,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
110361,10000,100,0,1,118,51,67,0,0,0,7,4,3,12,5,7,41,15,26,1,0,1,55,26,29,2,1,1,0,0,0,0,0,0
110370,10000,100,0,1,64,26,38,1,0,1,11,6,5,6,3,3,21,10,11,0,0,0,19,6,13,2,0,2,0,0,0,4,1,3
110398,10000,100,0,1,37,14,23,0,0,0,9,3,6,2,0,2,5,3,2,0,0,0,15,6,9,3,2,1,3,0,3,0,0,0
110404,10000,100,0,1,423,258,165,0,0,0,50,23,27,9,3,6,58,30,28,2,0,2,117,70,47,11,3,8,15,10,5,161,119,42
110413,10000,100,0,1,79,24,55,0,0,0,7,2,5,4,1,3,32,9,23,0,0,0,29,9,20,5,2,3,2,1,1,0,0,0
110422,10000,100,0,1,167,84,83,0,0,0,15,8,7,5,3,2,40,16,24,0,0,0,72,41,31,3,2,1,16,5,11,16,9,7
110468,10000,100,0,1,36,10,26,0,0,0,5,1,4,5,1,4,9,1,8,1,0,1,16,7,9,0,0,0,0,0,0,0,0,0
110486,10000,100,0,1,60,23,37,0,0,0,3,1,2,2,0,2,19,6,13,0,0,0,26,11,15,4,2,2,5,3,2,1,0,1
110495,10000,100,0,1,76,27,49,2,2,0,6,0,6,3,2,1,28,13,15,0,0,0,31,9,22,2,0,2,1,1,0,3,0,3
110501,10000,100,0,1,56,29,27,0,0,0,15,9,6,7,2,5,12,6,6,0,0,0,19,11,8,1,0,1,2,1,1,0,0,0
110510,10000,100,0,1,87,37,50,0,0,0,8,2,6,12,4,8,30,15,15,0,0,0,31,15,16,2,0,2,4,1,3,0,0,0
110529,10000,100,0,1,76,24,52,0,0,0,9,4,5,10,4,6,38,11,27,0,0,0,16,4,12,1,0,1,1,1,0,1,0,1
110538,10000,100,0,1,95,50,45,1,0,1,5,5,0,5,2,3,21,9,12,0,0,0,46,26,20,4,0,4,8,3,5,5,5,0
110547,10000,100,0,1,66,27,39,0,0,0,8,4,4,14,6,8,23,10,13,0,0,0,15,5,10,3,2,1,1,0,1,2,0,2
110556,10000,100,0,1,71,26,45,0,0,0,9,5,4,5,2,3,25,10,15,0,0,0,24,7,17,0,0,0,5,1,4,3,1,2
110565,10000,100,0,1,176,74,102,0,0,0,31,13,18,18,7,11,40,13,27,0,0,0,74,34,40,3,1,2,1,1,0,9,5,4
110574,10000,100,0,1,64,22,42,1,0,1,15,7,8,7,3,4,9,3,6,1,0,1,11,3,8,1,0,1,14,5,9,5,1,4
110583,10000,100,0,1,206,83,123,3,1,2,24,6,18,23,9,14,63,29,34,0,0,0,65,28,37,6,1,5,12,4,8,10,5,5
110592,10000,100,0,1,87,30,57,0,0,0,14,10,4,20,5,15,35,10,25,0,0,0,6,1,5,0,0,0,9,4,5,3,0,3
110608,10000,100,0,1,154,72,82,0,0,0,13,6,7,13,8,5,51,25,26,0,0,0,46,14,32,5,2,3,18,10,8,8,7,1
110617,10000,100,0,1,134,61,73,2,0,2,21,10,11,18,12,6,24,7,17,1,1,0,42,20,22,5,3,2,18,6,12,3,2,1
110635,10000,100,0,1,1524,709,815,4,3,1,200,84,116,97,40,57,190,81,109,1,1,0,461,200,261,61,24,37,97,39,58,413,237,176
110644,10000,100,0,1,1779,733,1046,6,4,2,246,93,153,64,23,41,309,117,192,5,1,4,665,256,409,59,22,37,94,41,53,331,176,155
110653,10000,100,0,1,1010,429,581,2,0,2,192,79,113,32,13,19,204,63,141,3,2,1,293,117,176,28,9,19,46,23,23,210,123,87
110662,10000,100,0,1,3397,1283,2114,7,3,4,556,217,339,231,62,169,996,293,703,10,3,7,766,321,445,89,29,60,173,69,104,569,286,283
110671,10000,100,0,1,502,251,251,1,0,1,61,35,26,19,10,9,138,49,89,2,2,0,138,64,74,8,6,2,17,12,5,118,73,45
110680,10000,100,0,1,2438,981,1457,6,2,4,417,136,281,81,24,57,471,171,300,6,3,3,811,319,492,63,18,45,84,33,51,499,275,224
110699,10000,100,0,1,2029,771,1258,2,1,1,508,186,322,106,37,69,287,109,178,5,1,4,565,213,352,79,28,51,93,37,56,384,159,225
110705,10000,100,0,1,493,245,248,0,0,0,27,10,17,18,5,13,85,41,44,0,0,0,174,84,90,13,5,8,32,13,19,144,87,57
110714,10000,100,0,1,420,192,228,0,0,0,45,17,28,12,8,4,67,24,43,1,1,0,181,83,98,22,7,15,28,18,10,64,34,30
110778,10000,100,0,1,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
111081,10000,100,0,1,60,22,38,0,0,0,8,2,6,7,3,4,14,6,8,0,0,0,27,10,17,0,0,0,0,0,0,4,1,3
