UNITID,CDACTUA,CNACTUA,CDACTGA,EFTEUG,EFTEGD,FTEUG,FTEGD,FTEDPP,ACTTYPE
136765,,336549,,374,,374,,,1
136774,46359,,,1545,,1545,,,2
136826,,446209,,496,,496,,,1
136950,85007,,11000,2834,458,2834,458,,2
137023,,398361,,443,,443,,,1
137032,163082,,43494,5436,1812,5436,1812,,2
137078,463962,244939,,15738,,15738,,,3
137087,,580404,,645,,645,,,1
137096,264681,262868,,9115,,9115,,,3
137120,,708671,,787,,787,,,1
137209,300999,184095,,10238,,10238,,,3
137245,,1306988,,1452,,1452,,,1
137272,1028,,145,34,6,29,6,,2
137281,118909,83086,,4056,,4056,,,3
137315,48182,259765,,1895,,1895,,,3
137351,1047635,,190072,34921,7920,34921,7920,712,2
137476,67425,,30846,2248,1285,2248,1285,619,2
137546,88905,,8794,2964,366,2964,366,1041,2
137564,165301,,20037,5510,835,5510,835,54,2
137591,,177212,,197,,197,,,1
137713,,157339,,175,,175,,,1
137759,262875,294744,,9090,,9090,,,3
137777,900,,40,30,2,30,2,,2
137801,23324,,,777,,777,,,2
137847,294050,,21304,9802,888,9802,888,9,2
137856,,153920,,171,,171,,,1
137865,,233837,,260,,260,,,1
137953,10570,,246,352,10,391,14,,2
137962,5318,,,177,,177,,,2
138187,917304,215615,,30816,,30816,,,3
138275,21164,,1596,705,67,705,67,,2
138284,,233791,,260,,260,,,1
138293,23600,,900,787,38,787,38,,2
138309,371639,,3804,8259,106,8259,106,6,2
138354,242357,,60470,8079,2520,8079,2520,,2
138372,,530359,,589,,589,,,1
138479,,786470,,874,,874,,,1
138488,,662965,,737,,737,,,1
138497,,312389,,347,,347,,,1
138558,90551,,,3018,,3018,,,2
138600,32044,,747,1068,31,1068,31,,2
138655,26910,,,897,,897,,,2
138664,2820,,,94,,94,,,2
138682,59408,,,1980,,1980,,,2
138716,146065,,9335,4869,389,4869,389,,2
138761,6888,,,230,,230,,,2
138813,26383,,,586,,586,,,2
138822,,456581,,507,,507,,,1
138840,76525,,,2551,,2551,,,2
138868,31206,,543,1040,23,1040,23,,2
138901,35035,,,1168,,1168,,,2
138929,,,,,,,,274,-2
138938,,227767,,253,,253,,,1
138947,95614,,10687,3187,445,3187,445,,2
138956,76861,,,2562,,2562,,,2
139144,63901,,2907,2130,121,2130,121,,2
139153,3765,,2374,126,99,126,99,,2
139199,35639,,23433,1188,976,1188,976,357,2
139205,18419,,,614,,614,,,2
139250,72656,,,2422,,2422,,,2
139278,120091,,,4003,,4003,,,2
139311,140046,,12002,4668,500,4668,500,,2
139348,,,3410,,142,,142,55,-2
139357,59799,,,1993,,1993,,,2
139366,160830,,24932,5361,1039,5361,1039,,2
139384,117212,,,3907,,3907,,,2
139393,23872,,808,796,34,796,44,,2
139463,105719,,,3524,,3524,,,2
139506,,130450,,145,,145,,,1
139579,9404,,21451,209,596,209,596,271,2
139621,43116,,,1437,,1437,,,2
139630,23700,,,790,,790,,,2
139658,235562,,150928,7852,6289,7852,6289,1815,2
139700,106955,,,3565,,3565,,,2
139719,68116,,4724,2271,197,2271,197,,2
139746,2307,,,77,,77,,,2
139755,490809,,465551,16360,19398,16360,19398,,2
139764,57930,,15437,1931,643,1931,643,,2
139861,161158,,24259,5372,1011,5372,1011,14,2
139931,648182,,67543,21606,2814,21606,2814,105,2
139940,765435,,189451,25515,7894,25515,7894,735,2
139959,861268,,248863,28709,10369,28709,10369,2015,2
139968,66175,,,2206,,2206,,,2
139986,99768,,,3326,,3326,,,2
139995,14000,,,311,,311,,,2
140003,8184,,,182,,182,,,2
140012,146417,,,4881,,4881,,,2
140146,,,3836,,160,,160,,-2
140234,17423,,1848,581,77,581,77,,2
140243,91876,,,3063,,3063,,,2
140252,39417,,4214,876,117,876,117,1920,2
140331,170572,,,5686,,5686,,,2
140340,19767,,856,659,36,659,36,,2
140447,142605,,56630,4754,2360,4754,2360,1598,2
140553,39927,,,1331,,1331,,,2
140562,,,7430,,310,,310,431,-2
140571,1778,,,59,,59,,,2
140678,50734,,,1691,,1691,,,2
140696,47523,,,1584,,1584,,,2
140720,6724,,,224,,271,,,2
140818,34488,,13770,1150,574,1150,574,,2
140827,3042,,,68,,68,,,2
140872,30735,,2907,1025,121,1025,121,,2
140942,77012,,,2567,,2567,,,2
140951,541136,,87230,12025,2423,12025,2908,,2
140960,80117,,4608,2671,192,2671,192,,2
140988,37230,,3795,1241,158,1241,158,,2
141006,38601,,,1287,,1287,,,2
141015,4381,,,146,,146,,,2
141060,75433,,,2514,,2514,,,2
141167,9672,,5466,322,228,322,228,,2
141185,33923,,573,1131,24,1131,24,,2
141237,42342,,2183,1411,91,1411,91,,2
141255,68109,,,2270,,2270,,,2
141264,231617,,47043,7721,1960,7721,1960,81,2
141325,16107,,1063,537,44,537,44,,2
141334,247944,,54874,8265,2286,8265,2286,,2
141361,30621,,507,1021,21,1021,21,,2
141486,43181,,10249,1439,427,1439,427,173,2
141565,66814,,3130,2227,130,2227,130,297,2
141574,382379,,56462,12746,2353,12746,2353,1082,2
141608,,96595,,107,,107,,,1
141644,92158,,9212,3072,384,3072,384,66,2
141680,48580,,,1619,,1619,,,2
141796,95559,,,3185,,3185,,,2
141802,16156,,,539,,539,,,2
141811,99810,,,3327,,3327,,,2
141839,38437,,,1281,,1281,,,2
141981,63933,,,2131,,2131,,,2
141990,31038,,,1035,,1035,,,2
142054,15986,,,533,,533,,,2
142090,2211,,,74,,79,,,2
142115,479051,,61229,15968,2551,15968,2551,16,2
142179,36348,,,1212,,1212,,,2
142276,206996,,45071,6900,1878,6900,1878,472,2
142285,214683,,30922,7156,1288,7156,1288,644,2
142294,32928,,712,1098,30,1098,30,,2
142328,72536,,48,2418,2,2418,2,,2
142407,,96074,,107,,107,,,1
142443,83612,,,2787,,2787,,,2
142461,61819,,12958,2061,540,2061,540,0,2
142489,,51318,,57,,82,,,1
142522,1365283,,,45509,,45509,,,2
142559,133998,,,4467,,4467,,,2
142832,,,35732,,1489,,1489,363,-2
142887,3906,,,130,,130,,,2
142957,99,,146,3,6,3,6,,2
143048,79138,,18861,2638,786,2638,786,,2
143084,73834,,580,2461,24,2461,24,,2
143118,127576,,39636,4253,1652,4253,1652,,2
143215,171610,,,5720,,5720,,,2
143233,,,1052,,44,,44,,-2
143279,74773,,,2492,,2492,,,2
143288,12533,,,418,,418,,,2
143297,3887,,297,130,12,130,12,,2
143358,125697,,16732,4190,697,4190,697,380,2
143376,,183861,,204,,204,,,1
143464,,109382,,122,,137,,,1
143473,,35204,,39,,39,,,1
143482,,24854,,28,,31,,,1
143491,,41816,,46,,46,,,1
143552,,46066,,51,,51,,,1
143613,32036,,,1068,,1068,,,2
143659,,,3405,,142,,142,,-2
143853,,,36144,,1004,,1004,2314,-2
143978,887,,17384,30,724,30,724,396,2
144005,41290,,16415,1376,684,1376,684,166,2
144014,,,3221,,134,,134,,-2
144050,258814,,298488,5751,8291,7557,9064,1015,2
144157,43588,,,1453,,1453,,,2
144166,135523,,,4517,,4517,,,2
144175,37471,,,1249,,1249,,,2
144184,104494,,,3483,,3483,,,2
144193,106910,,,3564,,3564,,,2
144209,109853,,,3662,,3662,,,2
144218,168759,,,5625,,5625,,,2
144281,179986,,5144,6000,214,6000,214,,2
144351,38513,,59851,1284,2494,1284,2494,,2
144564,37011,,,1234,,1234,,,2
144573,,129501,,144,,144,,,1
144740,622088,,166360,13824,4621,13824,4621,780,2
144795,,678085,,753,,753,,,1
144865,405254,,,13508,,13508,,,2
144883,18116,,,403,,403,,,2
144892,143759,,32455,4792,1352,4792,1352,,2
144944,163809,,,5460,,5460,,,2
144962,89517,,10915,2984,455,2984,455,0,2
144971,13654,,,455,,455,,,2
145099,8363,15360,,296,,296,,,3
145239,15164,,,505,,531,,,2
145275,,,3948,,165,,199,,-2
145309,425,34000,,52,,52,,,3
145336,60987,,28034,2033,1168,2033,1168,161,2
145354,828,,,28,,28,,,2
145372,25778,,2599,859,108,859,108,,2
145406,,335750,,373,,373,,,1
145424,,42942,,48,,48,,,1
145433,,78213,,87,,87,,,1
145497,3936,,,131,,131,,,2
145521,31677,,,1056,,1056,,,2
145558,,,22554,,627,,627,1771,-2
145600,625777,,177330,20859,7389,20859,7389,5797,2
145619,64777,,32837,2159,1368,2159,1368,,2
145628,,,,,,,,614,-2
145637,1068916,,523185,35631,21799,35631,21799,1886,2
145646,55240,,,1841,,1648,,,2
145682,127522,,,4251,,4251,,,2
145691,34642,,0,1155,0,1155,0,,2
145707,25576,,,853,,853,,,2
145725,91591,,45509,3053,1896,3053,1896,1384,2
145813,498215,,41644,16607,1735,16607,1735,66,2
145831,47644,,,1588,,1588,,,2
145886,,,1477,,62,,62,,-2
146205,63128,,,2104,,2104,,,2
146278,36124,,,1204,,1204,,,2
146296,233482,,,7783,,7783,,,2
146339,26834,,4701,894,196,894,196,,2
146348,42297,,,1410,,1410,,,2
146366,66108,,,2204,,2204,,,2
146418,45612,,,1520,,1520,,,2
146427,49565,,,1101,,1101,,,2
146454,,71384,,79,,79,,,1
146472,234664,,,7822,,7822,,,2
146481,53044,,394,1768,16,1768,16,,2
146490,,,3906,,163,,163,,-2
146506,98098,,,3270,,3270,,,2
146533,4332,,,144,,144,,,2
146603,69064,,,2302,,2302,,,2
146612,107592,,46260,3586,1928,3586,1928,,2
146667,6729,,3100,224,129,224,129,27,2
146685,108514,,,3617,,3617,,,2
146700,30029,,,1001,,1001,,,2
146719,365170,,63993,12172,2666,12172,2666,1613,2
146728,,,1859,,77,,77,,-2
146755,3604,,953,120,40,120,40,,2
146807,,43824,,49,,49,,,1
146816,8100,,,270,,270,,,2
146977,,,2094,,87,,87,,-2
147004,142695,,,4757,,4757,,,2
147013,39746,,8646,1325,360,1377,287,,2
147031,,,1440,,60,,60,,-2
147129,13093,,1025,436,43,436,43,,2
147244,55580,,1897,1853,79,1853,79,67,2
147341,22930,,,764,,764,,,2
147369,50665,,10186,1689,424,1692,425,,2
147378,206391,,,6880,,6880,,,2
147396,2273,,,76,,76,,,2
147411,65236,,,2175,,2175,,,2
147536,147618,,97914,3280,2720,3280,2720,130,2
147590,1351,,2614,45,109,45,109,534,2
147642,,59336,,66,,66,,,1
147660,72361,,8210,2412,342,2412,342,0,2
147679,50693,,13675,1690,570,1690,570,4,2
147697,,,3816,,106,,106,,-2
147703,308239,,68695,10275,2862,10275,2862,397,2
147767,398655,,407803,8859,11328,8859,11328,1491,2
147776,103936,,29056,3465,1211,3465,1211,,2
147800,148095,,,4937,,4937,,,2
147819,,36164,,40,,40,,,1
147828,79522,,14048,2651,585,2651,585,,2
147916,108859,,,3629,,3629,,,2
148007,59091,,,1970,,1970,,,2
148016,9752,,,325,,319,,,2
148098,,28500,,32,,32,,,1
148131,29581,,2824,986,118,986,118,,2
148256,45304,,,1510,,1510,,,2
148292,38519,,,1284,,1284,,,2
148380,122342,,,4078,,4078,,,2
148405,28890,,4533,963,189,963,189,,2
148487,68922,,23833,2297,993,2297,993,177,2
148496,59719,,20159,1991,840,1991,840,,2
148511,3117,,53330,104,2222,104,2222,604,2
148575,7578,,1712,253,71,253,74,,2
148584,40625,,32053,1354,1336,1354,1336,,2
148593,2583,,222,86,9,86,9,0,2
148627,92236,,11483,3075,478,3075,478,,2
148654,62883,,24889,2096,1037,2096,1037,,2
148672,30748,,,1025,,1025,,,2
148821,29308,,,977,,977,,,2
148876,19140,,,638,,638,,,2
148885,,,2265,,94,,94,,-2
148937,23049,,,768,,768,,,2
148982,,,2262,,63,,63,,-2
148991,21916,,,731,,731,,,2
149028,5022,,1039,167,43,167,43,,2
149204,,49751,,55,,55,,,1
149222,213983,,46516,7133,1938,7133,1938,697,2
149231,263324,,44260,8777,1844,8777,1844,512,2
149310,6761,,,225,,225,,,2
149329,2250,,312,75,13,75,13,,2
149365,61570,,,2052,,2052,,,2
149499,,15841,,18,,18,,,1
149505,30532,,1897,1018,79,1018,79,,2
149514,13432,,9604,448,400,448,400,,2
149532,165618,,,5521,,5521,,,2
149550,,154732,,172,,172,,,1
149639,2637,,4163,88,173,88,173,,2
149727,155676,,,5189,,5189,,,2
149763,16646,,888,555,37,498,43,3,2
149772,146049,,35521,4868,1480,4868,1480,,2
149781,67961,,9632,2265,401,2265,401,89,2
149842,241294,,,8043,,8043,,,2
150066,33528,,2684,1118,112,1118,112,,2
150136,416008,,89812,13867,3742,13867,3742,0,2
150145,31782,,2653,1059,111,1059,111,,2
150163,136989,,15432,4566,643,4566,643,507,2
150172,12350,,1266,412,53,412,53,,2
150215,,,2224,,93,,93,8,-2
150251,4580,,,153,,153,,,2
150288,,,8408,,234,,234,,-2
150303,,281878,,313,,313,,,1
150400,53010,,,1767,,1767,,,2
150428,,25437,,28,,28,,,1
150455,19345,,1346,645,56,645,56,,2
150534,47140,,5877,1571,245,1571,245,160,2
150604,27250,,3393,908,141,908,141,,2
150668,21790,,930,726,39,726,39,,2
150677,51768,,5692,1726,237,1726,237,,2
150756,32432,,,1081,,1018,,79,2
150765,,120916,,134,,134,,,1
150774,14076,,,469,,469,,,2
150853,,211680,,235,,235,,,1
150941,27339,,2065,911,86,911,86,203,2
150987,1542729,,,51424,,51424,,,2
151102,165875,,9517,5529,397,5529,397,,2
151111,519726,,100701,17324,4196,17324,4196,4733,2
151263,113448,,20769,3782,865,3782,865,315,2
151290,38121,,15836,1271,660,1271,730,,2
151306,172005,,32642,5734,1360,5734,1360,25,2
151324,193514,,22731,6450,947,6450,947,155,2
151333,80905,,2925,2697,122,2697,122,,2
151342,110778,,10176,3693,424,3693,424,,2
151351,1088960,,192553,36299,8023,36299,8023,1270,2
151360,88745,,6314,2958,263,2958,263,,2
151379,90732,,7790,3024,325,3024,325,,2
151388,72881,,3446,2429,144,2429,144,,2
151467,8922,,,297,,342,,,2
151564,,39767,,44,,50,,,1
151607,,115418,,128,,128,,,1
151661,28703,,,957,,957,,,2
151777,30818,,2012,1027,84,1027,84,254,2
151786,94285,,9778,3143,407,3143,407,748,2
151801,68934,,9032,2298,376,2298,376,,2
151810,3856,,1152,129,48,129,48,,2
151865,,,1606,,67,,67,0,-2
151962,18855,,,419,,419,,,2
152044,,47660,,53,,53,,,1
152080,290525,,84369,9684,3515,9684,3515,563,2
152099,19575,,4927,653,205,653,205,2,2
152150,,65848,,73,,73,,,1
152275,,121555,,135,,135,,,1
152309,,108978,,121,,121,,,1
152318,94591,,716,2102,20,2102,20,,2
152336,45510,,8641,1517,360,1517,360,11,2
152381,21080,,5240,703,218,703,218,,2
152390,43101,,2268,1437,95,1437,95,50,2
152451,,,3666,,153,,153,,-2
152497,5130,,,171,,171,,,2
152530,58507,,681,1950,28,1950,28,,2
152567,82599,,4242,2753,177,2753,110,110,2
152600,77913,,10615,2597,442,2597,442,35,2
152628,,30805,,34,,34,,,1
152637,225619,,,7521,,7521,,,2
152673,24894,,,830,,830,,,2
152798,11317,,4019,377,167,377,167,,2
152992,19594,,2605,653,109,653,109,91,2
153001,43799,,9549,1460,398,1460,398,,2
153074,,163179,,181,,181,,,1
153083,,163648,,182,,182,,,1
153108,32472,,,1082,,1082,,,2
153126,19712,,1509,657,63,657,63,100,2
153144,42779,,,1426,,1426,,,2
153162,31660,,185,1055,8,1055,8,,2
153214,386016,,,12867,,12867,,,2
153241,2155,,,72,,72,,,2
153250,44879,,3130,1496,130,1496,130,,2
153269,80337,,19573,2678,816,2678,816,776,2
153278,44027,,7543,1468,314,1468,314,20,2
153296,17849,,,595,,595,,,2
153302,5118,,,171,,171,,,2
153311,129391,,,4313,,4313,,,2
153320,9569,,890,319,37,319,37,,2
153366,27279,,6129,909,255,909,255,,2
153375,42917,,4176,1431,174,1431,174,,2
153384,51718,,,1724,,1724,,,2
153427,3471,5174,,121,,121,,,3
153445,90457,,,3015,,3015,,,2
153463,,29021,,32,,32,,,1
153472,74373,,,2479,,2479,,,2
153524,105945,,,3532,,4025,,,2
153533,38987,,,1300,,1300,,,2
153542,721,,,24,,24,,,2
153597,,99954,,111,,111,,,1
153603,739474,,69355,24649,2890,24649,2890,780,2
153621,21507,,1086,717,45,717,45,,2
153630,117969,,,3932,,3932,,,2
153658,610885,,113931,20363,4747,20363,6330,1899,2
153737,229749,,,7658,,7658,,,2
153746,,31648,,35,,35,,,1
153764,,55366,,62,,62,,,1
153773,,52360,,58,,58,,,1
153782,,16836,,19,,19,,,1
153825,37484,,2173,1249,91,1249,91,,2
153834,55241,,,1841,,1841,,,2
153861,17659,,46003,589,1917,589,1917,,2
153922,31207,,,1040,,1040,,,2
153977,30094,,,1003,,1003,,,2
154004,34527,,14061,1151,586,1151,586,,2
154013,36185,,5868,1206,245,1206,245,22,2
154022,641845,,116489,21395,4854,21395,4854,,2
154059,50186,,,1673,,1673,,,2
154095,217533,,19358,7251,807,7251,1075,,2
154101,30403,,10840,1013,452,1013,452,,2
154110,67409,,,2247,,2247,,,2
154129,32588,,,1086,,1086,,,2
154156,,,10146,,423,,300,1261,-2
154174,1622,,,54,,54,,2541,2
154208,,188238,,209,,209,,,1
154235,59319,,11848,1977,494,1977,494,222,2
154262,5246,,,175,,175,,,2
154332,,90470,,101,,101,,,1
154350,35454,,1277,1182,53,1182,53,,2
154378,49316,,,1644,,1644,,,2
154396,30868,,,1029,,1029,,,2
154448,,155228,,172,,172,,,1
154457,,84678,,94,,94,,,1
154466,,50400,,56,,56,,,1
154493,83284,,15357,2776,640,2776,640,,2
154518,53277,,7872,1776,328,1776,328,,2
154527,45685,,356,1523,15,1523,15,,2
154536,,,5336,,222,,198,,-2
154545,,65043,,72,,72,,,1
154572,88881,,,2963,,2963,,,2
154590,38016,,1123,1267,47,1267,56,,2
154642,40139,,,1338,,1338,,,2
154688,35921,,12654,1197,527,1197,527,,2
154697,92814,,,3094,,3094,,,2
154712,64328,,1362,2144,57,2144,57,,2
154721,20223,,,674,,674,,,2
154749,13690,,,456,,456,,,2
154800,136268,,,4542,,4542,,,2
154855,13849,,327,462,14,462,14,,2
154907,29275,,,976,,976,,,2
154925,32611,,,1087,,1087,,,2
154934,29734,,,991,,991,,,2
154952,54958,,,1832,,1832,,,2
154998,37103,,,1237,,1237,,,2
155007,7976,,,266,,266,,,2
155025,82574,,47644,2752,1985,2752,1985,,2
155052,17531,,,584,,584,,,2
155061,231315,,40269,7711,1678,7711,1678,161,2
155070,4519,,474,151,20,151,20,,2
155089,31137,,8657,1038,361,1038,361,,2
155098,34443,,,1148,,1148,,,2
155104,44857,,,1495,,1495,,,2
155140,19492,,,650,,650,,,2
155159,,73992,,82,,82,,,1
155177,9066,,,302,,302,,,2
155186,45850,,,1528,,1528,,,2
155195,99925,,,3331,,3331,,,2
155201,19003,,,633,,633,,,2
155210,279698,,,9323,,9323,,,2
155283,11286,,,376,,381,,,2
155292,89040,,,2968,,2968,,,2
155308,5310,,,177,,177,,,2
155317,523743,,85935,17458,3581,17458,3581,2393,2
155335,41565,,9113,1386,380,1386,380,6,2
155353,,103830,,115,,115,,,1
155399,419138,,65899,13971,2746,13971,2746,672,2
155414,22977,,1005,766,42,766,42,,2
155423,33256,,,1109,,1109,,,2
155450,27247,,,908,,908,,,2
155487,14489,,,483,,483,,,2
155496,4103,,,137,,137,,,2
155511,23856,,153,795,6,795,6,,2
155520,33131,,7353,1104,306,1104,306,,2
155566,29789,,,993,,993,,,2
155593,17933,,,598,,598,,,2
155618,16358,,,545,,545,,,2
155627,21131,,1613,704,67,704,67,,2
155636,6865,,4382,229,183,229,183,,2
155681,130536,,25523,4351,1063,4351,1063,41,2
155715,24704,,,823,,823,,,2
155812,24343,,4288,811,179,811,179,202,2
155830,14590,,,486,,486,,,2
155858,30958,,,1032,,1032,,,2
155900,27498,,1908,917,80,917,80,,2
155937,17469,,353,582,15,582,15,,2
155973,17765,,1745,592,73,592,73,,2
156082,105036,,8259,3501,344,3501,344,412,2
156107,90620,,,3021,,3021,,,2
156125,278166,,51480,9272,2145,9272,2145,168,2
156134,50430,,,1681,,1681,,,2
156189,17750,,,592,,592,,,2
156213,36003,,3651,1200,152,1200,152,,2
156222,,,26259,,1094,,1094,0,-2
156231,50039,,,1668,,1668,,,2
156286,72599,,7421,2420,309,2420,309,417,2
156295,44816,,,1494,,1494,,,2
156310,,249952,,278,,278,,,1
156338,75700,,,2523,,2523,,,2
156356,18066,,2285,602,95,602,95,,2
156365,98763,,115867,3292,4828,3292,4828,28,2
156392,180171,,,6006,,6006,,,2
156408,37769,,,1259,,1302,,,2
156417,2653,,348,88,15,88,15,,2
156426,,189225,,210,,210,,,1
156471,86758,201048,5314,3115,221,3115,221,,3
156541,134190,,256326,4473,10680,4473,10680,173,2
156620,293543,,37124,9785,1547,9785,1547,148,2
156648,95837,,,3195,,3195,,,2
156727,,,47845,,1329,,1329,442,-2
156745,36492,,5487,1216,229,1216,229,,2
156754,,48118,,53,,53,,,1
156790,48516,,,1617,,1617,,,2
156842,,220710,,245,,245,,,1
156851,21490,,,716,,716,,,2
156860,34304,,,1143,,1143,,,2
156921,172639,,,5755,,5755,,,2
156967,,122438,,136,,136,,,1
157021,5152,967,1621,116,45,116,45,,3
157030,1853,,,62,,62,,,2
157058,48106,,1811,1604,75,1604,75,14,2
157076,20840,,,695,,695,,,2
157085,609245,,103848,20308,4327,20308,4327,2687,2
157100,14573,,1061,486,44,486,59,,2
157207,,,672,,28,,28,11,-2
157216,49004,,24441,1633,1018,1633,1018,,2
157289,384200,,88810,12807,3700,12807,3700,1711,2
157298,,,2503,,104,,104,,-2
157304,50940,,,1698,,1698,,,2
157331,53794,,,1793,,1793,,,2
157377,31282,,3429,1043,143,1043,143,,2
157386,166581,,10749,5553,448,5553,448,,2
157401,196559,,24902,6552,1038,6552,1038,39,2
157438,71977,,,2399,,2399,,,2
157447,262435,,70731,8748,2947,8748,2947,902,2
157483,74009,,,2467,,2467,,,2
157535,32514,,2951,1084,123,1084,123,787,2
157553,45742,,,1525,,1525,,,2
157614,,90059,,100,,100,,,1
157650,,105222,,117,,117,,,1
157669,,90083,,100,,100,,,1
157678,,120911,,134,,134,,,1
157711,87945,,,2932,,2932,,,2
157739,44279,,,1476,,1476,,,2
157748,24683,,51332,823,2139,823,2139,,2
157757,18765,,8718,626,363,626,363,279,2
157793,82261,,10849,1828,301,1828,301,133,2
157809,45561,,2581,1519,108,1519,108,,2
157818,34269,,,1142,,993,,,2
157863,23215,,5051,774,210,774,210,,2
157951,359299,,32102,11977,1338,11977,1338,417,2
158088,40087,,,1336,,1336,,,2
158246,3996,,,133,,133,,,2
158325,2114,,,70,,70,,,2
158431,115926,,,3864,,3864,,,2
158477,16336,,438,545,18,545,18,,2
158538,,51175,,57,,57,,,1
158617,26414,20350,,903,,903,,,3
158662,235241,,,7841,,7841,,,2
158778,,56846,,63,,63,,,1
158787,,50636,,56,,56,,,1
158802,34825,,,1161,,1161,,,2
158884,37023,,,1234,,1234,,,2
159009,125800,,14121,4193,588,4193,588,,2
159027,,42262,,47,,47,,,1
159197,24496,,,544,,544,,,2
159328,,86984,,97,,97,,,1
159373,24636,,16196,821,675,821,675,1572,2
159382,91319,,,3044,,3044,,,2
159391,783811,,114770,26127,4782,26127,4782,1387,2
159407,59485,,,1983,,1983,,,2
159416,57907,,116003,1930,4833,1930,4833,,2
159513,,219180,,244,,244,,,1
159522,,163893,,182,,182,,,1
159531,,32405,,36,,36,,,1
159568,26865,,3781,896,158,896,158,,2
159601,,36580,,41,,41,,,1
159647,254007,,18325,5645,509,7938,764,26,2
159656,99698,,9844,3323,410,3323,410,632,2
159717,154312,,8839,5144,368,5144,368,5,2
159939,150726,,21002,5024,875,5024,875,,2
159948,13148,,18915,438,788,438,788,,2
159966,150123,,11681,5004,487,5004,487,,2
159993,146623,,30355,4887,1265,4887,1265,343,2
160010,20416,,,681,,681,,,2
160038,216703,,15572,7223,649,7223,649,60,2
160065,14093,,6773,470,282,470,282,,2
160074,21261,,4484,709,187,709,152,231,2
160117,,173249,,192,,204,,,1
160126,,33469,,37,,37,,,1
160199,,46026,,51,,51,,,1
160320,,2750016,,3056,,3056,,,1
160409,3321,,,111,,111,,,2
160472,,156800,,174,,174,,,1
160481,37170,,,1239,,1239,,,2
160524,9891,,,330,,330,,,2
160579,64266,,,2142,,2142,,,2
160597,,55604,,62,,62,,,1
160612,296690,,16801,9890,700,9890,700,12,2
160621,163742,,16128,5458,672,5458,672,975,2
160630,34674,,5735,1156,239,1156,239,,2
160649,56056,,,1869,,1869,,,2
160658,343125,,40042,11438,1668,11438,1668,32,2
160667,60224,,,2007,,2007,,,2
160755,270107,,67421,9004,2809,9004,2809,1462,2
160904,84778,,5054,2826,211,2826,211,533,2
160959,10633,,20,354,1,354,1,,2
160977,14424,,,481,,1821,,,2
160995,11653,,97,388,4,388,4,,2
161004,55988,,,1866,,1876,,,2
161022,5675,,,189,,189,,,2
161077,43665,,,1456,,1456,,,2
161086,73605,,,2454,,2454,,,2
161138,36311,,,1210,,1210,,,2
161192,31583,,,1053,,1053,,,2
161208,1680,,,56,,56,,,2
161217,73466,,637,2449,27,2448,29,,2
161226,42013,,3351,1400,140,1400,140,,2
161235,21969,,,732,,732,,,2
161253,267990,,31248,8933,1302,8933,1302,,2
161299,31272,,460,1042,19,1042,19,,2
161341,34136,,321,1138,13,1138,13,,2
161457,90807,,40403,3027,1683,3173,1807,1301,2
161484,12262,,,409,,409,,,2
