UNITID,CDACTUA,CNACTUA,CDACTGA,EFTEUG,EFTEGD,FTEUG,FTEGD,FTEDPP,ACTTYPE
163541,,198900,,221,,221,,,1
163578,23680,,13975,789,582,789,582,186,2
163657,186010,,,6200,,6200,,,2
163815,,52500,,58,,58,,,1
163851,192573,,14382,6419,599,6419,599,20,2
163912,46864,,1005,1562,42,1562,42,,2
163976,15695,,1428,523,60,523,60,,2
164076,491251,,40283,16375,1678,16375,1678,155,2
164085,,,9655,,402,,403,140,-2
164155,157825,,,5261,,4509,,,2
164173,80713,,8538,2690,356,2690,356,15,2
164216,32374,,,1079,,1042,,,2
164270,56122,,15511,1871,646,1871,646,,2
164313,41056,,,1369,,1369,,,2
164368,19405,,44628,647,1860,647,1860,,2
164447,35096,,15864,1170,661,1170,661,383,2
164465,64220,,,2141,,2141,,,2
164492,28900,,9043,963,377,963,377,,2
164535,,54250,,60,,50,,,1
164562,57063,,8343,1902,348,1902,464,,2
164580,87476,,22172,2916,924,2916,924,,2
164599,,22540,,25,,25,,,1
164614,1001,,,33,,36,,,2
164632,33895,,33135,1130,1381,1130,1381,157,2
164641,11901,,,397,,397,,,2
164739,135520,,19071,4517,795,4517,795,,2
164748,214675,,18514,7156,771,7156,771,,2
164775,23155,,,772,,772,,,2
164845,,68271,,76,,76,,,1
164872,5535,,8322,185,347,262,435,,2
164915,,,1564,,65,,65,34,-2
164924,305758,,79822,10192,3326,10192,3326,880,2
164988,688575,,293316,22953,12222,22953,12222,2059,2
165015,120635,,62980,4021,2624,4021,2624,,2
165024,224849,,26176,7495,1091,7495,1091,,2
165033,107179,,,3573,,3573,,,2
165060,,107391,,119,,119,,,1
165112,170689,,,5690,,5690,,,2
165167,17102,,25457,570,1061,570,1061,,2
165194,45780,,,1526,,1526,,,2
165255,,130258,,145,,145,,,1
165264,25396,,,847,,847,,,2
165334,66330,,21117,2211,880,2211,880,,2
165495,,,540,,23,,23,,-2
165529,58955,,3752,1965,156,1965,156,,2
165556,12167,,,406,,406,,,2
165574,35405,,,1180,,1180,,,2
165608,,40484,,45,,45,,,1
165635,,283779,,315,,315,,,1
165644,13933,,2654,464,111,464,111,,2
165662,131581,,40699,4386,1696,4386,1696,,2
165671,57874,,1152,1929,48,1929,48,,2
165699,99875,,22699,3329,946,3329,841,,2
165750,,47999,,53,,53,,,1
165802,32396,,2421,1080,101,1080,101,,2
165820,85561,,51501,2852,2146,2852,2146,,2
165866,91730,,23388,3058,975,3058,975,,2
165884,18017,,,601,,601,,,2
165936,41503,,6899,1383,287,1383,287,,2
165945,,,17706,,738,,738,,-2
165981,23194,,,773,,773,,,2
166018,13770,,,459,,459,,,2
166027,276643,,385375,9221,16057,9221,16057,2591,2
166045,888,,1875,30,78,30,78,,2
166054,1165,,2102,39,88,39,88,,2
166124,95136,,,3171,,3171,,,2
166133,64832,,,2161,,2161,,,2
166391,39030,,8456,1301,352,1301,352,,2
166407,5790,,,193,,193,,,2
166452,45777,,34966,1526,1457,1526,1457,,2
166489,997,,5066,33,211,33,211,,2
166498,,53872,,60,,60,,,1
166513,349934,,66280,11664,2762,11672,2759,161,2
166629,744177,,113678,24806,4737,24806,6315,171,2
166638,332819,,49948,11094,2081,11094,2081,22,2
166647,68436,,,2281,,2281,,,2
166656,124441,,59552,4148,2481,4148,2481,1998,2
166674,48144,,3259,1605,136,1605,136,,2
166683,138243,,226721,4608,9447,4605,7231,,2
166692,51004,,1458,1700,61,1700,61,,2
166708,,,7944,,331,,400,859,-2
166717,879,,6604,29,275,29,275,533,2
166805,,38702,,43,,43,,,1
166823,103476,,,3449,,3449,,,2
166850,130778,,29371,4359,1224,4359,1224,,2
166869,9335,,21138,311,881,311,881,532,2
166887,109139,,,3638,,3638,,,2
166911,10142,,,338,,338,,,2
166939,71446,,2825,2382,118,2233,118,,2
166957,56646,,,1888,,1888,,,2
167039,,12800,,14,,14,,,1
167057,13239,,8141,441,339,404,364,,2
167093,,,193,,8,,8,530,-2
167215,,,,,,,,987,-2
167260,34173,,3327,1139,139,1139,139,,2
167288,23953,,3082,798,128,798,128,,2
167297,,163400,,182,,138,,,1
167312,84597,634,,2821,,2821,,,3
167358,627219,,196432,20907,8185,19601,8224,1309,2
167376,78061,,,2602,,2602,,,2
167394,28894,,4027,963,168,963,168,43,2
167464,,,1008,,42,,42,,-2
167525,52437,,,1748,,1748,,,2
167534,120877,,,4029,,4029,,,2
167598,36329,,38585,1211,1608,1211,1608,257,2
167631,21409,,,714,,714,,,2
167677,567,,1764,19,74,19,74,,2
167729,141402,,29122,4713,1213,4713,1213,,2
167783,55990,,77428,1866,3226,1866,3226,414,2
167792,8851,,,295,,295,,,2
167835,84831,,17312,2828,721,2656,583,,2
167871,,131715,,146,,146,,,1
167899,60512,,19530,2017,814,2017,814,163,2
167905,75323,,,2511,,2511,,,2
167987,152247,,20182,5075,841,5075,1121,337,2
167996,69443,,910,2315,38,2315,38,,2
168005,127691,,23315,4256,971,4256,971,1402,2
168032,,25299,,28,,28,,,1
168148,210081,,118419,7003,4934,7003,4934,2161,2
168218,80038,,,2668,,2668,,,2
168227,122161,,5243,4072,218,4072,218,,2
168254,77300,,5892,2577,246,2577,246,681,2
168263,112977,,15302,3766,638,3766,638,,2
168281,51553,,,1718,,1718,,,2
168342,67766,,1670,2259,70,2205,50,,2
168421,191341,,25471,6378,1061,5315,1415,,2
168430,120143,,13705,4005,571,4005,571,,2
168528,50619,,1793,1687,75,1687,75,,2
168546,46467,,,1549,,1549,,,2
168555,,37185,,41,,41,,,1
168573,23518,,,784,,784,,,2
168591,42736,,290,1425,12,1425,12,,2
168607,25586,,,853,,853,,,2
168740,41256,,28585,1375,1191,1375,1191,30,2
168786,31912,,2579,1064,107,1064,107,,2
168847,90612,,4797,3020,200,3020,200,,2
168883,21960,248656,,1008,,1008,,,3
168892,,68139,,76,,76,,,1
169080,90559,,5914,3019,246,3019,246,,2
169099,,,2719,,113,,113,,-2
169187,5783,,,129,,129,,,2
169220,,,4769,,199,,199,91,-2
169248,318058,,61053,10602,2544,10602,2544,700,2
169275,127259,,,4242,,4242,,,2
169284,,248887,,277,,277,,,1
169327,17729,,3289,591,137,591,137,,2
169363,25718,,4560,857,190,857,190,,2
169424,,,3930,,164,,131,,-2
169442,38237,,1630,1275,68,1275,68,,2
169479,94644,,15440,3155,643,3155,643,,2
169503,,225413,,250,,250,,,1
169521,136134,,,4538,,4538,,,2
169576,4090,,,136,,136,,,2
169655,73196,,,2440,,2238,,,2
169716,75890,,22439,2530,935,2530,935,1193,2
169761,11324,286161,,570,,570,,,3
169798,291881,,38449,9729,1602,9729,1602,86,2
169813,,56640,,63,,63,,,1
169910,222474,,8632,7416,360,7416,360,626,2
169974,21626,,,721,,721,,,2
169983,50484,,6316,1683,263,1683,263,,2
169992,18380,,,613,,613,,,2
170000,19386,,963,646,40,646,40,,2
170037,42567,,6744,1419,281,1419,281,,2
170055,232558,160412,,7930,,7930,,,3
170082,530453,,54078,17682,2253,17682,2253,391,2
170091,3757,,,125,,125,,,2
170240,239032,,,7968,,7968,,,2
170286,46609,,1609,1554,67,1554,67,,2
170301,90680,,,3023,,3023,,,2
170444,72474,,,2416,,2416,,,2
170532,64755,,,1439,,1439,,,2
170541,133638,,,4455,,4455,,,2
170550,53488,,,1783,,1783,,,2
170587,24421,,,814,,814,,,2
170611,,112821,,125,,125,,,1
170620,53709,,,1790,,1790,,,2
170639,46832,,,1561,,1561,,,2
170657,200811,,,6694,,6694,,,2
170675,58451,,9595,1948,400,1948,400,,2
170736,,15250,,17,,17,,,1
170790,326711,,,10890,,10890,,,2
170806,54237,,4872,1808,203,1808,203,27,2
170967,24856,,456,829,19,829,19,,2
170976,951235,,339247,31708,14135,31708,16249,3212,2
171012,,150415,,167,,167,,,1
171100,1116849,,123507,37228,5146,37228,5146,3185,2
171128,175201,,18724,5840,780,5620,999,,2
171137,163493,,26064,5450,1086,5450,1086,,2
171146,115385,,16187,3846,674,3846,674,957,2
171155,70790,,,2360,,2360,,,2
171225,42981,,,1433,,1433,,,2
171234,25234,,,841,,841,,,2
171304,74167,,,2472,,2547,,,2
171395,26914,,,897,,897,,,2
171456,179849,,8571,5995,357,5995,357,23,2
171483,64175,,,2139,,2139,,,2
171492,56722,,7084,1891,295,1891,295,,2
171535,283797,,,9460,,9460,,,2
171571,373198,,40368,12440,1682,12440,1682,760,2
171599,24419,,551,814,23,814,23,,2
171775,,25977,,29,,29,,,1
171881,2561,,162,85,7,85,7,,2
171988,4740,,,158,,158,,,2
171997,6690,,,223,,223,,,2
172015,5280,,,176,,176,,,2
172033,2095,,2667,70,111,70,111,,2
172051,177226,,14566,5908,607,5908,607,14,2
172200,173796,,,5793,,5793,,,2
172264,41981,,3379,1399,141,1399,141,,2
172291,67188,,,2240,,2240,,,2
172307,34879,,,1163,,1163,,,2
172334,29363,,26467,979,1103,979,1470,28,2
172422,3916,,,87,,87,,,2
172440,11666,,,389,,389,,,2
172477,,,290,,12,,16,715,-2
172495,,163008,,181,,181,,,1
172608,14208,,13712,316,381,316,381,,2
172617,223842,,,7461,,7461,,,2
172635,157872,,,5262,,5262,,,2
172644,447627,,93481,14921,3895,14921,3895,5695,2
172671,17659,,,589,,589,,,2
172680,,119532,,133,,133,,,1
172699,389771,,48720,12992,2030,12992,2030,477,2
172705,,,3781,,158,,158,124,-2
172866,3252,,,72,,72,,,2
172918,50869,,,1696,,1696,,,2
172954,37312,,,1244,,1244,,,2
172963,138517,,,4617,,4617,,,2
173045,73596,,14902,2453,621,2453,621,168,2
173063,59909,,,1997,,1997,,,2
173115,15354,,,512,,512,,,2
173124,94449,,6067,3148,253,3148,253,,2
173142,21871,,490,729,20,729,20,,2
173160,75803,,18697,2527,779,2527,779,32,2
173203,73927,,,2464,,2464,,,2
173258,59321,,,1977,,1969,,,2
173300,56943,,873,1898,36,1898,36,,2
173328,91967,,36407,3066,1517,3066,1916,99,2
173416,55351,,,1845,,1845,,,2
173452,23098,,1313,770,55,770,55,,2
173461,76535,,,2551,,2551,,,2
173470,,30595,,34,,34,,,1
173559,96113,,,3204,,3204,,,2
173638,56664,,,1889,,1889,,,2
173647,66004,,,2200,,2200,,,2
173665,56447,,16435,1882,685,1882,685,,2
173683,,,4046,,169,,169,,-2
173708,78752,,,2625,,2625,,,2
173735,79051,,,2635,,2635,,,2
173744,,522788,,581,,581,,,1
173799,69426,,,2314,,2314,,,2
173896,,,10020,,418,,418,0,-2
173902,70472,,,2349,,2349,,,2
173911,53557,,,1785,,1785,,,2
173920,341257,,33392,11375,1391,11375,1391,23,2
173957,9750,,15600,325,650,325,650,401,2
174020,137481,,13151,4583,548,4583,548,43,2
174066,994694,,201701,33156,8404,33156,8404,5779,2
174075,46295,,,1543,,1543,,,2
174127,19364,,2015,645,84,645,84,,2
174136,114557,,,3819,,3819,,,2
174154,27951,,241,932,10,932,10,,2
174190,,136213,,151,,151,,,1
174233,246321,,13080,8211,545,8211,545,235,2
174251,35247,,,1175,,1175,,,2
174321,,106100,,118,,118,,,1
174358,107962,,17927,3599,747,3599,747,,2
174376,92674,,,3089,,3089,,,2
174428,180355,,,6012,,6012,,,2
174437,21479,,955,716,40,716,40,,2
174473,46898,,,1563,,1563,,,2
174491,73727,,1913,2458,80,2458,80,,2
174507,9173,,3226,306,134,306,134,550,2
174525,2257,,,75,,75,,,2
174570,22945,,,765,,765,,,2
174738,91579,,,3053,,3053,,,2
174747,49162,,0,1639,0,1639,0,14,2
174756,77048,,,2568,,2568,,,2
174783,184546,,29725,6152,1239,6152,1239,,2
174792,48190,,1557,1606,65,1606,65,,2
174817,32889,,47731,1096,1989,1096,1989,101,2
174844,87558,,,2919,,2972,,,2
174862,25349,,5917,845,247,845,247,,2
174899,66786,,18768,2226,782,2226,782,467,2
174914,193175,,41889,6439,1745,6439,1745,589,2
174978,,131124,,146,,146,,,1
175005,68272,,19866,2276,828,2276,828,324,2
175014,153344,,7820,3408,217,3408,217,4,2
175041,101817,,,3394,,3394,,,2
175078,88781,,8125,2959,339,2959,339,,2
175120,20577,,,686,,686,,,2
175139,,,2708,,113,,113,40,-2
175227,38190,,,1273,,1273,,,2
175236,64655,,,2155,,2155,,,2
175263,32071,,,1069,,1069,,,2
175272,158536,,13936,5285,581,5285,581,41,2
175281,,,24,,1,,1,1183,-2
175315,154191,,,5140,,5140,,,2
175342,74509,,8887,2484,370,2484,370,9,2
175421,53009,,40826,1767,1701,1767,1701,,2
175430,23284,,880,776,37,776,37,,2
175494,,101678,,113,,113,,,1
175519,40967,,,1366,,1366,,,2
175573,53433,,,1781,,1781,,,2
175616,49530,,14422,1651,601,1651,601,26,2
175643,57893,,,1930,,1930,,,2
175652,94761,,,3159,,3159,,,2
175698,,28158,,31,,31,,,1
175722,,31059,,35,,35,,,1
175786,248578,,,8286,,8286,,,2
175810,130767,,,4359,,4359,,,2
175829,114106,,,3804,,3804,,,2
175856,126483,,38628,4216,1610,4216,1610,,2
175883,113113,,,3770,,3770,,,2
175935,69354,,,2312,,2312,,,2
175980,22085,,959,736,40,736,40,,2
176008,56920,,,1897,,1897,,,2
176017,485984,,74335,16199,3097,16199,3097,1750,2
176035,61504,,6232,2050,260,2050,260,17,2
176044,41250,,4797,1375,200,1375,200,,2
176053,70613,,28065,2354,1169,2354,1169,369,2
176062,,57210,,64,,64,,,1
176071,205706,,,6857,,6857,,,2
176080,532757,,70988,17759,2958,17759,2958,787,2
176169,72291,,,2410,,2410,,,2
176178,158897,,,5297,,5297,,,2
176239,149869,,,4996,,4996,,,2
176318,21060,,,702,,702,,,2
176336,2888,,,96,,96,,,2
176354,45382,,,1513,,1513,,,2
176372,303749,,63222,10125,2634,10125,2634,,2
176406,19606,,510,654,21,654,21,,2
176433,,48645,,54,,54,,,1
176451,201,,3537,7,147,7,147,,2
176479,73593,,28722,2453,1197,2453,1197,704,2
176600,,,1282,,53,,53,,-2
176628,28484,,6775,949,282,949,282,,2
176664,7080,,592,236,25,236,25,,2
176716,,109204,,121,,121,,,1
176770,19252,,4275,642,178,642,178,,2
176789,6144,,1128,205,47,205,47,,2
176798,,202499,,225,,225,,,1
176910,3780,,564,126,24,126,24,,2
176947,34602,,,1153,,1153,,,2
176965,190450,,55241,6348,2302,6348,2302,,2
176983,,52818,,59,,59,,,1
177038,3100,,0,103,0,112,0,591,2
177065,133908,,7013,4464,292,4464,292,,2
177083,770,,,26,,26,,,2
177092,,,6882,,287,,287,,-2
177117,8312,,,277,,302,,,2
177126,,,8794,,366,,366,22,-2
177135,74217,,,2474,,2474,,,2
177144,26038,,1161,868,48,868,48,,2
177214,41167,,4281,1372,178,1372,178,,2
177250,51881,,,1729,,1729,,,2
177278,,,1678,,70,,70,,-2
177302,14400,,,480,,480,,,2
177339,37329,,8529,1244,355,1244,355,159,2
177418,18515,,5803,617,242,617,242,,2
177436,,47768,,53,,53,,,1
177472,227118,,,7571,,7571,,,2
177542,15480,,1919,516,80,516,80,,2
177551,34887,,,1163,,1163,,,2
177588,,68220,,76,,76,,,1
177603,,68530,,76,,76,,,1
177676,71618,,,2387,,2387,,,2
177685,,141045,,157,,157,,,1
177719,21479,,1305,716,54,716,54,40,2
177746,21467,,,716,,716,,,2
177816,,,1692,,71,,71,,-2
177834,,,40483,,1687,,1687,2123,-2
177931,,39353,,44,,44,,,1
177940,47625,,2106,1588,88,1588,88,,2
177968,120423,,44578,4014,1857,4014,1857,,2
177977,70470,,,2349,,2349,,,2
177986,11163,,11826,372,493,372,493,1121,2
177995,270722,,,9024,,9024,,,2
178059,147518,,73221,4917,3051,4917,3051,353,2
178077,,76765,,85,,85,,,1
178183,6789,,,226,,226,,,2
178208,17607,,27549,587,1148,587,1148,768,2
178217,50414,,,1680,,1680,,,2
178244,58686,,10874,1956,453,1956,453,,2
178341,95937,,1690,3198,70,3198,70,,2
178369,41871,,762,1396,32,1396,32,,2
178387,85741,,2652,2858,111,2858,111,,2
178396,666892,,92746,22230,3864,22230,3864,1577,2
178402,203549,,62106,6785,2588,6785,2588,1751,2
178411,149749,,23691,4992,987,4992,987,,2
178420,192361,,39359,6412,1640,6412,1640,171,2
178448,96169,,,3206,,3206,,,2
178518,,,3013,,126,,126,,-2
178527,,34750,,39,,39,,,1
178615,95154,,8278,3172,345,3172,345,,2
178624,139355,,48525,4645,2022,4645,2022,,2
178679,14463,,,482,,482,,,2
178697,48198,,,1607,,1607,,,2
178721,146388,,19319,4880,805,4880,805,,2
178767,4324,,,96,,96,,,2
178828,,20511,,23,,23,,,1
178891,61466,,,2049,,2049,,,2
178989,11389,,2264,380,94,380,94,,2
179043,62221,,12291,2074,512,2074,512,193,2
179159,235807,,59265,7860,2469,7860,2469,1461,2
179195,,35548,,39,,39,,,1
179265,8218,,0,274,0,274,0,529,2
179308,281969,,,9399,,9399,,,2
179317,,,1855,,77,,77,,-2
179326,49109,,6130,1637,255,1637,255,224,2
179344,30801,,,1027,,1027,,,2
179511,3848,,,128,,128,,,2
179539,72358,,,2412,,2412,,,2
179548,11092,,4241,370,177,370,177,,2
179557,211545,,23264,7052,969,7052,969,,2
179566,397843,,65719,13261,2738,13261,2738,505,2
179645,56893,,,1896,,1896,,,2
179715,36238,,,1208,,1208,,,2
179812,,,5364,,224,,224,1110,-2
179867,232724,,150106,7757,6254,7757,6254,3555,2
179894,66417,,65814,2214,2742,2214,2742,70,2
179946,18966,,,632,,632,,,2
179955,25120,,564,837,24,837,24,,2
179964,20346,,11698,678,487,678,487,,2
179991,,33589,,37,,37,,,1
180054,6719,,,224,,224,,,2
180063,,33702,,37,,37,,,1
180081,12126,,,404,,404,,,2
180090,,99000,,110,,110,,,1
180106,32674,,627,1089,26,1089,26,,2
180151,12177,,,406,,406,,,2
180160,4373,,,146,,146,,,2
180179,79686,,6734,2656,281,2656,281,,2
180197,37239,,,1241,,1241,,,2
180203,3222,,,107,,107,,,2
180212,14816,,,494,,494,,,2
180249,23350,,,778,,778,,,2
180258,17976,,5971,599,249,599,249,,2
180276,19693,,,656,,656,,,2
180328,6760,,,225,,225,,,2
180373,13139,,,438,,438,,,2
180416,41998,,3474,1400,145,1400,145,,2
180461,408954,,31685,13632,1320,13632,1320,131,2
180489,183994,,29272,6133,1220,6133,1220,800,2
180522,24957,,788,832,33,832,33,,2
180595,23435,,6046,781,252,781,141,103,2
180647,21365,,252,475,7,475,7,,2
180692,39736,,,1325,,1325,,,2
180814,213587,,45061,7120,1878,7120,1878,,2
180832,16100,,7391,537,308,537,308,80,2
180878,13755,,2648,459,110,459,110,,2
180902,101964,,,3399,,3399,,,2
180948,47735,,7333,1591,306,1591,306,,2
180957,,95560,,106,,106,,,1
180984,43293,,7947,1443,331,1443,331,,2
181002,145872,,27255,4862,1136,4862,1136,2734,2
181020,30702,,14099,1023,587,1023,587,,2
181127,29164,,466,972,19,940,19,,2
181145,490,,,16,,16,,,2
181190,,144335,,160,,160,,,1
181215,117948,,26137,3932,1089,3932,1089,,2
181297,24777,,8147,826,339,826,339,,2
181303,336932,,,7487,,7487,,,2
181312,36774,34601,,1264,,1264,,,3
181330,37056,,4624,1235,193,1235,193,,2
181394,328272,,44037,10942,1835,10942,1835,,2
181419,6336,,,211,,211,,,2
181428,28263,,29314,942,1221,920,996,1325,2
181446,62237,,1581,2075,66,2075,66,,2
181464,553591,,63791,18453,2658,18453,2658,652,2
181491,86887,36450,,2937,,2937,,,3
181534,37598,,5172,1253,216,1253,216,,2
181543,523,,,17,,17,,,2
181604,18412,,5933,614,247,614,247,166,2
181640,169838,,,5661,,5661,,,2
181738,20780,,3417,693,142,693,142,,2
181765,7701,,,257,,257,,,2
181783,91968,,13061,3066,544,3066,544,,2
181817,31527,,,1051,,1010,,,2
181853,12419,,3765,414,157,414,157,,2
181880,,201389,,224,,224,,,1
181941,14403,,,480,,480,,,2
182005,521141,,,17371,,17371,,,2
182148,19035,160440,,813,,813,,,3
182281,651182,,77467,21706,3228,21706,3228,2969,2
182290,462823,,57351,15427,2390,15427,2390,362,2
182306,63824,,,2127,,2127,,,2
182458,7793,,4401,260,183,260,183,,2
182500,167758,,,5592,,5592,,,2
182564,62710,,,2090,,2090,,,2
182634,25193,,618,840,26,840,26,,2
182670,219725,,60855,4883,1690,4883,1690,386,2
182704,,78433,,87,,87,,,1
182722,,114758,,128,,128,,,1
182795,36431,,7401,1214,308,1214,308,272,2
182829,,,817,,34,,34,498,-2
182892,,29645,,33,,33,,,1
182917,1965,,,66,,66,,,2
182953,,81102,,90,,90,,,1
182980,35893,,42328,1196,1764,1438,2882,,2
182999,,14945,,17,,17,,,1
183026,2845743,,451296,94858,18804,94858,18804,,2
183035,,28400,,32,,32,,,1
183044,369609,,36236,12320,1510,12320,1510,30,2
183062,91812,,2161,3060,90,3060,90,,2
183071,21152,,2972,705,124,705,124,,2
183080,100119,,9270,3337,386,3337,386,80,2
183099,55629,,,1854,,1854,,,2
183105,14886,,,496,,496,,,2
183114,16917,,,564,,564,,,2
183123,15688,,,523,,523,,,2
183132,48233,,,1608,,1608,,,2
183141,26752,,,892,,892,,,2
183150,34297,,,1143,,1143,,,2
183202,,97808,,109,,109,,,1
183211,36832,,14807,1228,617,1228,617,60,2
183239,63698,,1056,2123,44,2123,30,,2
183248,4150,,,138,,138,,,2
183257,30635,,3938,1021,164,1021,164,,2
183275,2805,,,94,,94,,,2
183488,28138,,,625,,625,,,2
183600,730,,,24,,24,,,2
183655,93492,,,3116,,3116,,,2
183725,,601200,,668,,668,,,1
183743,242787,,,8093,,8093,,,2
183789,63222,,2718,2107,113,2107,113,,2
183804,94486,,129942,3150,5414,3150,5414,,2
183822,36767,,16,1226,1,1226,1,,2
183859,204349,,,6812,,6812,,,2
183877,152745,,,5092,,5092,,,2
183910,48218,,7141,1607,298,1607,298,,2
183938,182500,,,6083,,6083,,,2
183974,33422,,5412,1114,226,1114,226,,2
183983,,92040,,102,,102,,,1
184056,5853,271882,,497,,497,,,3
184092,20344,,,678,,678,,,2
184180,131146,,,4372,,4372,,,2
184205,48466,,,1616,,1616,,,2
184348,50523,,7376,1684,307,1684,307,154,2
184427,11967,,,399,,399,,,2
184481,141992,,,4733,,4733,,,2
184506,,89802,,100,,100,,,1
184603,83291,,31372,2776,1307,2913,1307,221,2
184612,60090,,5010,2003,209,2003,209,38,2
184694,69456,,11008,2315,459,2429,459,351,2
184746,,246600,,274,,274,,,1
184773,38318,,7750,1277,323,1277,323,20,2
184782,423616,,40364,14121,1682,14121,1682,1303,2
184791,123955,,,4132,,4132,,,2
184816,,77478,,86,,86,,,1
184959,30368,,,675,,675,,,2
184968,4250,,,142,,142,,,2
184995,150595,,,5020,,5020,,,2
185129,139598,,23781,4653,991,4653,991,,2
185174,2580,,,86,,86,,,2
185262,283250,,34925,9442,1455,9442,1455,158,2
185396,54230,,,1808,,1808,,,2
185466,,249637,,277,,277,,,1
185509,113849,,,3795,,3795,,,2
185536,205242,,,6841,,6841,,,2
185572,122283,,27458,4076,1144,4076,1144,133,2
185590,464045,,75423,15468,3143,15468,3143,55,2
185679,9564,,,319,,319,,,2
185721,24855,,,552,,552,,,2
185758,,,1269,,53,,53,,-2
185767,,158018,,176,,176,,,1
185828,240196,,39994,8007,1666,8007,1666,,2
185873,167289,,,5576,,5576,,,2
185970,,116766,,130,,130,,,1
186016,,370310,,411,,411,,,1
186034,99688,,,3323,,3323,,,2
186052,,713666,,793,,793,,,1
186122,,,7753,,323,,323,,-2
186131,171632,,34640,5721,1443,5374,3187,,2
186186,11070,,480,369,20,369,20,,2
186201,151197,,11786,5040,491,5040,491,6,2
186274,,140673,,156,,156,,,1
186283,92171,,16485,3072,687,3072,687,,2
186371,135214,,16838,4507,702,4507,702,450,2
186380,1125059,,225283,37502,9387,37502,9387,2403,2
186399,236657,,50324,7889,2097,7889,2097,703,2
186405,,18880,,21,,16,,,1
186423,1249,,,42,,42,,,2
186432,60984,,13940,2033,581,2033,581,90,2
186469,28528,,,951,,951,,,2
186584,185310,,49768,6177,2074,6177,2074,973,2
186593,,146905,,163,,163,,,1
186618,19337,,8632,645,360,645,360,,2
186645,124528,,,4151,,4151,,,2
186867,129861,,71560,4329,2982,3965,2982,,2
186876,275351,,15122,9178,630,9178,630,153,2
186900,2820,,,94,,94,,,2
187000,14668,,,489,,489,,,2
187046,83940,,9111,2798,380,2798,380,108,2
187134,225987,,13497,7533,562,7533,562,,2
187198,176030,,,5868,,5868,,,2
187444,188843,,29213,6295,1217,6295,1217,74,2
187505,,606458,,674,,674,,,1
187532,333432,,,11114,,11114,,,2
187596,23816,,144,794,6,794,6,,2
187620,115201,,,3840,,3840,,,2
187639,34982,,,1166,,1166,,,2
187648,82178,,16273,2739,678,2739,678,,2
187666,34577,,,1153,,1153,,,2
187745,9975,,1386,333,58,415,58,,2
187897,36772,,22083,1226,920,1226,920,,2
187903,38940,,,1298,,1298,,,2
187912,12670,,,422,,422,,,2
187958,31990,,,1066,,1066,,,2
187967,36160,,7199,1205,300,1205,300,,2
187976,12294,,,410,,410,,,2
187985,401939,,89022,13398,3709,13398,3709,1267,2
187994,12873,,,429,,429,,,2
188003,18581,,,619,,619,,,2
188021,8393,,,280,,280,,,2
188030,295346,,42682,9845,1778,9845,1778,64,2
188049,23169,,,772,,772,,,2
188058,21087,,0,703,0,703,0,,2
188100,101952,,,3398,,3398,,,2
188137,45433,,,1514,,1514,,,2
188182,10945,,12327,365,514,365,514,,2
188207,,,4991,,139,,139,,-2
188216,7930,,,264,,264,,,2
188225,13390,,,446,,446,,,2
188261,10937,,,365,,365,,,2
188289,,60510,,67,,67,,,1
188304,45457,,17501,1515,729,1515,729,,2
188340,35679,,151,1189,6,1189,6,,2
188429,151036,,43075,5035,1795,5035,1795,55,2
188438,54122,,,1804,,1804,,,2
188517,8162,,,272,,272,,,2
188526,21428,,1706,714,71,714,71,361,2
188535,,,1198,,50,,50,572,-2
188580,,,6528,,272,,272,574,-2
188641,46388,,14116,1546,588,1546,588,,2
188650,,635400,,706,,706,,,1
188669,,54000,,60,,60,,,1
188678,5748,,,192,,192,,,2
188687,9825,,,328,,328,,,2
188696,,141194,,157,,157,,,1
188854,28798,850534,180,1905,8,2023,10,,3
188890,,1013610,,1126,,1126,,,1
188915,771,,,26,,26,,,2
188942,8280,,,276,,276,,,2
189015,,,14986,,624,,624,,-2
189088,68702,,10511,2290,438,2290,438,,2
189097,92940,,,3098,,3098,,,2
189219,,70848,,79,,79,,,1
189228,60309,,,2010,,2010,,,2
189255,,96875,,108,,108,,,1
189273,2340,,,78,,78,,,2
189282,12022,,,401,,401,,,2
189404,,113020,,126,,126,,,1
189413,14200,,1824,473,76,473,76,,2
189468,,212051,,236,,236,,,1
189477,,93511,,104,,104,,,1
189501,,,191,,8,,8,1220,-2
189547,93314,,,3110,,3110,,,2
189565,11577,,,386,,386,,,2
189583,19548,,,652,,652,,,2
189592,8506,,,284,,284,,,2
189705,53977,,15289,1799,637,1799,637,,2
189714,,276668,,307,,307,,,1
189811,33180,,,1106,,1106,,,2
189839,49668,,,1656,,1656,,,2
189848,20092,,706,670,29,670,29,,2
189857,17820,,2448,594,102,594,102,,2
189990,,494046,,549,,549,,,1
190008,,22520,,25,,25,,,1
190044,84454,,20087,2815,837,2815,837,58,2
190053,14119,,,471,,471,,,2
190071,1911,,,64,,64,,,2
190080,,,387,,16,,16,,-2
190099,100393,,299,3346,12,3137,12,,2
190114,12771,,7484,426,312,426,312,,2
190150,286419,,531771,9547,22157,9547,22157,2785,2
190169,22764,,,759,,759,,,2
190239,,107074,,119,,119,,,1
190318,,243726,,271,,271,,,1
190372,29646,,992,988,41,898,55,,2
190415,467242,,201733,15575,8406,15575,8406,1052,2
190424,,,21648,,902,,902,452,-2
190442,56704,,,1890,,1890,,,2
190451,5527,,,184,,184,,,2
