UNITID,SCUGFFP,GISTN2,GISTON2,GISTWF2,GISTOF2,GISTUN2,GISTT2,GISTA2,GISTN1,GISTON1,GISTWF1,GISTOF1,GISTUN1,GISTT1,GISTA1,GISTN0,GISTON0,GISTWF0,GISTOF0,GISTUN0,GISTT0,GISTA0,GIS4N2,GIS4ON2,GIS4WF2,GIS4OF2,GIS4UN2,GIS4T2,GIS4A2,GIS4N12,GIS4T12,GIS4A12,GIS4N22,GIS4T22,GIS4A22,GIS4N32,GIS4T32,GIS4A32,GIS4N42,GIS4T42,GIS4A42,GIS4N52,GIS4T52,GIS4A52,NPIST2,NPIST1,NPIST0,NPIS412,NPIS422,NPIS432,NPIS442,NPIS452,GRNTN2,GRNTON2,GRNTWF2,GRNTOF2,GRNTUN2,GRNTT2,GRNTA2,GRNTN1,GRNTON1,GRNTWF1,GRNTOF1,GRNTUN1,GRNTT1,GRNTA1,GRNTN0,GRNTON0,GRNTWF0,GRNTOF0,GRNTUN0,GRNTT0,GRNTA0,GRN4N2,GRN4ON2,GRN4WF2,GRN4OF2,GRN4UN2,GRN4T2,GRN4A2,GRN4N12,GRN4T12,GRN4A12,GRN4N22,GRN4T22,GRN4A22,GRN4N32,GRN4T32,GRN4A32,GRN4N42,GRN4T42,GRN4A42,GRN4N52,GRN4T52,GRN4A52,NPGRN2,NPGRN1,NPGRN0,NPT412,NPT422,NPT432,NPT442,NPT452,GIS4N1,GIS4ON1,GIS4WF1,GIS4OF1,GIS4UN1,GIS4T1,GIS4A1,GIS4N11,GIS4T11,GIS4A11,GIS4N21,GIS4T21,GIS4A21,GIS4N31,GIS4T31,GIS4A31,GIS4N41,GIS4T41,GIS4A41,GIS4N51,GIS4T51,GIS4A51,NPIS411,NPIS421,NPIS431,NPIS441,NPIS451,GRN4N1,GRN4ON1,GRN4WF1,GRN4OF1,GRN4UN1,GRN4T1,GRN4A1,GRN4N11,GRN4T11,GRN4A11,GRN4N21,GRN4T21,GRN4A21,GRN4N31,GRN4T31,GRN4A31,GRN4N41,GRN4T41,GRN4A41,GRN4N51,GRN4T51,GRN4A51,NPT411,NPT421,NPT431,NPT441,NPT451,GIS4N0,GIS4ON0,GIS4WF0,GIS4OF0,GIS4UN0,GIS4T0,GIS4A0,GIS4N10,GIS4T10,GIS4A10,GIS4N20,GIS4T20,GIS4A20,GIS4N30,GIS4T30,GIS4A30,GIS4N40,GIS4T40,GIS4A40,GIS4N50,GIS4T50,GIS4A50,NPIS410,NPIS420,NPIS430,NPIS440,NPIS450,GRN4N0,GRN4ON0,GRN4WF0,GRN4OF0,GRN4UN0,GRN4T0,GRN4A0,GRN4N10,GRN4T10,GRN4A10,GRN4N20,GRN4T20,GRN4A20,GRN4N30,GRN4T30,GRN4A30,GRN4N40,GRN4T40,GRN4A40,GRN4N50,GRN4T50,GRN4A50,NPT410,NPT420,NPT430,NPT440,NPT450,GIS4G2,GIS4G12,GIS4G22,GIS4G32,GIS4G42,GIS4G52,GIS4G1,GIS4G11,GIS4G21,GIS4G31,GIS4G41,GIS4G51,GIS4G0,GIS4G10,GIS4G20,GIS4G30,GIS4G40,GIS4G50,GRN4G2,GRN4G12,GRN4G22,GRN4G32,GRN4G42,GRN4G52,GRN4G1,GRN4G11,GRN4G21,GRN4G31,GRN4G41,GRN4G51,GRN4G0,GRN4G10,GRN4G20,GRN4G30,GRN4G40,GRN4G50
110370,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,130,7,2,51,5236897,27563,161,16,10,11,124,4657403,28928,192,175,9,2,6,4948801,25775,76,57,6,2,11,3005171,39542,31,1405471,45338,17,668130,39302,9,358221,39802,11,403649,36695,8,169700,21213,47862,40231,43687,29280,35316,34816,37923,53405,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,11,10,11,55,3195480,36730,19,807179,42483,13,538791,41445,20,718186,35909,11,455568,41415,24,675756,28157,25813,26851,32387,26881,40139,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,83,8,1,1,3332538,35834,31,1222212,39426,14,626036,44717,11,412305,37482,16,535391,33462,21,536594,25552,29530,24239,31474,35494,43404,,,,,,,,,,,,,,,,,,,76,31,17,9,11,8,87,19,13,20,11,24,93,31,14,11,16,21
110404,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,155,0,0,0,9174767,59192,121,121,0,0,0,5754252,47556,134,134,0,0,0,6455026,48172,88,88,0,0,0,5578970,63397,21,1700133,80959,14,1095167,78226,22,1662752,75580,4,260242,65061,27,860676,31877,20755,30162,26591,-1012,1721,4367,14886,48070,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,61,0,0,0,2954760,48439,10,669633,66963,6,458080,76347,7,513199,73314,5,297560,59512,33,1016288,30797,10755,1371,4404,18206,46921,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,74,0,0,0,3568345,48221,10,753024,75302,9,563156,62573,11,715085,65008,9,492778,54753,35,1044302,29837,-539,12190,9755,20010,44926,,,,,,,,,,,,,,,,,,,86,21,14,22,4,25,59,10,6,7,5,31,69,10,9,11,9,30
110413,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,337,148,0,0,14839607,30597,503,138,365,0,0,15554978,30924,640,472,168,0,0,19940273,31157,313,217,96,0,0,10237702,32708,68,2784292,40945,43,1712251,39820,38,1455539,38304,45,1489143,33092,119,2796477,23500,30416,24065,29669,20047,21172,22688,27900,37492,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,89,231,0,0,10751020,33597,61,2400388,39351,46,1815774,39473,42,1621484,38607,59,1999216,33885,112,2914158,26019,15688,15566,16432,21154,29020,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,325,123,0,0,14899537,33258,99,3949539,39894,79,3151800,39896,78,2830878,36293,62,1952418,31491,130,3014902,23192,20774,20772,24375,29177,37476,,,,,,,,,,,,,,,,,,,313,68,43,38,45,119,319,61,46,42,59,111,448,99,79,78,62,130
110422,23,1841,1762,0,79,0,19323951,10496,1580,1458,0,70,52,12853777,8135,1526,1454,43,29,0,12277144,8045,1470,1470,0,0,0,16043223,10914,299,5849413,19563,232,4370374,18838,235,3539337,15061,202,1500577,7429,502,783522,1561,19184,20708,20491,10117,10842,14619,22251,28119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,1216,0,0,0,9983461,8210,223,3781731,16958,172,2749995,15988,185,2046956,11065,142,864827,6090,494,539952,1093,11885,12855,17778,22753,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,1212,0,0,0,9999451,8250,243,4071110,16754,138,2171153,15733,191,2213163,11587,157,970756,6183,483,573269,1187,12173,13194,17340,22744,27740,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,299,231,232,179,252,932,222,168,180,140,222,933,241,136,189,143,224,,,,,,,,,,,,,,,,,,
110468,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110486,12,968,207,597,164,0,10238106,10577,1198,203,721,274,0,12760366,10651,1341,269,761,311,0,14231960,10613,862,200,511,151,0,9670909,11219,357,4820912,13504,209,2691960,12880,167,1692921,10137,68,367730,5408,61,97386,1596,7521,7368,7697,4906,5530,8273,13002,16814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,186,617,243,0,11873398,11351,434,5854460,13490,281,3592253,12784,188,1886007,10032,91,450541,4951,52,90137,1733,4682,5388,8140,13221,16439,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182,255,638,289,0,13247022,11207,508,6818928,13423,310,3910706,12615,209,1997806,9559,80,417603,5220,75,101979,1360,5238,6046,9102,13441,17301,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,357,208,167,65,38,1021,434,280,187,82,38,1152,506,310,208,78,50,,,,,,,,,,,,,,,,,,
110495,10,755,159,484,112,0,7326828,9704,986,203,614,169,0,9660831,9798,1327,412,711,204,0,13369802,10075,601,125,397,79,0,6740724,11216,241,3242755,13455,142,1825907,12859,129,1252542,9710,59,355190,6020,30,64330,2144,7555,7230,7418,3513,4109,7258,10948,14824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806,173,502,131,0,8836940,10964,330,4323723,13102,212,2694311,12709,167,1518697,9094,44,215004,4886,53,85205,1608,3903,4296,7911,12119,15397,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151,387,617,147,0,12497485,10858,438,5826441,13302,292,3655993,12521,266,2513213,9448,80,382570,4782,75,119268,1590,4122,4903,7976,12642,15834,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,241,142,129,57,25,788,330,212,166,41,39,1123,438,292,264,77,52,,,,,,,,,,,,,,,,,,
110510,11,1646,497,889,260,0,16254234,9875,1908,54,1596,258,0,19412029,10174,2448,967,1190,291,0,25321403,10344,1399,447,744,208,0,14738694,10535,527,6746185,12801,330,4045964,12260,299,2915582,9751,128,770667,6021,115,260296,2263,8805,3254,8492,5949,6490,8999,12729,16487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,25,1360,229,0,17968422,11133,700,9055599,12937,417,5197434,12464,329,3130232,9514,92,484539,5267,76,100618,1324,428,901,3851,8098,12041,,,,,,,,,,,,,,,,,,,,,,,,,,,,2127,870,992,265,0,23412303,11007,952,12498498,13129,500,6250276,12501,415,3842915,9260,139,663831,4776,121,156783,1296,5985,6613,9854,14338,17818,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362,527,330,299,123,83,1581,699,417,329,82,54,2068,952,500,413,128,75,,,,,,,,,,,,,,,,,,
110529,13,2396,1173,979,244,0,21695857,9055,3137,1654,1171,312,0,28417680,9059,2538,1497,963,78,0,19765612,7788,1985,988,796,201,0,19360139,9753,653,9026162,13823,431,5315944,12334,364,3462314,9512,190,1041626,5482,347,514093,1482,12480,12942,14457,7832,9321,12143,16173,20173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2468,1324,906,238,0,25589353,10368,935,12885408,13781,548,7065426,12893,441,4090969,9277,217,1051458,4845,327,496092,1517,8327,9215,12831,17263,20591,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245,1343,836,66,0,18096155,8061,815,9793227,12016,454,4255412,9373,427,2735877,6407,222,932170,4199,327,379469,1160,10349,12992,15958,18166,21205,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833,652,430,357,177,217,2348,935,547,437,204,225,2079,814,450,413,199,203,,,,,,,,,,,,,,,,,,
110538,13,1156,765,70,321,0,10612975,9181,1410,42,70,1298,0,12271495,8703,1636,1116,113,407,0,14571599,8907,1076,729,62,285,0,9886470,9188,314,4411546,14050,188,2517561,13391,207,2024080,9778,130,683860,5260,237,249423,1052,15517,13749,16109,10716,11375,14988,19506,23714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,42,61,1151,0,11393009,9085,439,5783314,13174,248,3013044,12149,227,1900266,8371,106,437774,4130,234,258611,1105,9295,10320,14098,18339,21364,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,1056,99,370,0,13503920,8855,500,6659432,13319,288,3465497,12033,277,2308747,8335,193,842541,4365,267,227703,853,11754,13040,16738,20708,24220,,,,,,,,,,,,,,,,,,,,,,,,,,,,938,312,187,201,120,118,1134,439,248,220,96,131,1352,500,287,268,176,121,,,,,,,,,,,,,,,,,,
110547,13,1711,10,1473,228,0,16875008,9863,1801,1,1584,216,0,18356094,10192,2219,145,1787,287,0,22838915,10292,1485,10,1276,199,0,16186600,10900,745,8893424,11937,383,4381710,11440,245,2182046,8906,73,364710,4996,39,364710,9352,5068,4500,4683,3021,3518,6052,9962,5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603,1,1419,183,0,17399993,10855,885,10599054,11976,379,4488570,11843,229,2014627,8797,54,218889,4054,56,78853,1408,2603,2736,5782,10525,13171,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941,135,1556,250,0,21337814,10993,1070,13227773,12362,454,5307148,11690,274,2379966,8686,87,342301,3934,56,80626,1440,2657,3329,6333,11085,13579,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468,745,383,244,67,29,1584,885,379,228,50,42,1918,1070,454,272,82,40,,,,,,,,,,,,,,,,,,
110556,14,2669,327,1600,742,0,26511404,9933,2837,62,1896,879,0,29310504,10332,2738,403,1495,840,0,29250011,10683,2289,277,1364,648,0,24639112,10764,919,11827366,12870,608,7479602,12302,454,4256962,9377,168,862563,5134,140,212619,1519,7507,6336,6906,4638,5206,8131,12374,15989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,47,1529,787,0,26875817,11374,1076,14259347,13252,643,8061321,12537,395,3777681,9564,123,608559,4948,126,168909,1341,3762,4477,7450,12066,15673,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323,339,1255,729,0,26606321,11453,989,13672142,13824,612,7973344,13028,415,4005826,9653,149,729223,4894,158,225786,1429,3859,4655,8030,12789,16254,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,919,608,450,155,93,2312,1076,643,393,112,88,2267,989,612,413,144,109,,,,,,,,,,,,,,,,,,
110565,11,2992,545,2106,341,0,27608409,9227,3782,92,3344,346,0,34886908,9224,3521,821,2372,328,0,32146832,9130,2599,520,1797,282,0,25606268,9852,914,11837332,12951,594,7291333,12275,513,4881855,9516,216,1063685,4924,362,532063,1470,7925,4939,8322,4386,5062,7821,12413,15867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3172,84,2801,287,0,31629497,9971,1269,17102413,13477,710,8165754,11501,578,4863606,8415,221,1046948,4737,394,450776,1144,705,2681,5767,9445,13038,,,,,,,,,,,,,,,,,,,,,,,,,,,,3005,756,1960,289,0,29411874,9788,1141,15061949,13201,627,7504979,11970,571,5009669,8774,283,1362363,4814,383,472914,1235,4590,5821,9017,12977,16556,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,913,593,506,189,230,2986,1269,708,575,195,239,2837,1140,626,563,256,252,,,,,,,,,,,,,,,,,,
110574,8,683,268,322,93,0,5961332,8728,972,449,417,106,0,8196093,8432,1125,645,392,88,0,10598032,9420,581,247,254,80,0,5539072,9534,200,2549979,12750,124,1453862,11725,128,1129065,8821,66,326745,4951,63,79421,1261,11464,12631,13260,7943,8968,11872,15742,19432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,362,245,75,0,7370347,10807,297,4051498,13641,143,1793433,12541,146,1235272,8461,41,189922,4632,55,100222,1822,8493,9593,13673,17502,20312,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,606,289,74,0,9747024,10059,393,5259209,13382,203,2503396,12332,191,1478643,7742,83,372090,4483,99,133686,1350,9975,11025,15615,18874,22007,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,200,123,127,61,40,682,297,143,146,41,55,912,393,201,188,72,58,,,,,,,,,,,,,,,,,,
110583,14,3502,1518,1591,393,0,33079461,9446,3549,1621,1546,382,0,33447760,9425,3743,1786,1630,327,0,34372135,9183,2962,1331,1304,327,0,30396410,10262,1041,14130352,13574,663,8558733,12909,590,5576106,9451,313,1667496,5327,355,463723,1306,9346,9171,10568,5409,6074,9532,13656,17677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924,1349,1251,324,0,30295039,10361,1130,15028622,13300,662,8321784,12571,548,5141422,9382,263,1410178,5362,321,393033,1224,5399,6128,9317,13337,17475,,,,,,,,,,,,,,,,,,,,,,,,,,,,3206,1574,1370,262,0,31392059,9792,1165,15358711,13183,692,8492993,12273,642,5558026,8657,315,1494606,4745,392,487723,1244,6663,7573,11189,15101,18602,,,,,,,,,,,,,,,,,,,,,,,,,,,,2803,1041,663,581,293,225,2779,1130,661,543,251,194,3006,1164,691,632,284,235,,,,,,,,,,,,,,,,,,
110592,17,3501,410,2638,453,0,38315237,10944,3468,16,3037,415,0,37889195,10925,3017,230,2448,339,0,34143213,11317,3083,391,2276,416,0,35839075,11625,1480,19673212,13293,746,9485845,12716,546,5307514,9721,173,1124541,6500,138,247963,1797,5801,2695,3859,3717,4294,7289,10510,15213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060,15,2664,381,0,35726366,11675,1576,20700995,13135,787,9755649,12396,473,4471912,9454,126,643025,5103,98,154785,1579,577,1316,4258,8609,12133,,,,,,,,,,,,,,,,,,,,,,,,,,,,2683,211,2155,317,0,32208813,12005,1487,19955810,13420,607,7651671,12606,405,3890870,9607,101,534857,5296,83,175605,2116,1887,2701,5700,10011,13191,,,,,,,,,,,,,,,,,,,,,,,,,,,,3030,1480,746,545,165,94,3028,1576,787,472,118,75,2656,1487,606,403,94,66,,,,,,,,,,,,,,,,,,
110608,13,3739,1552,1689,498,0,39393152,10536,3225,1444,1382,399,0,34931178,10831,3930,1882,1570,478,0,42621745,10845,3259,1378,1442,439,0,36799354,11292,1457,19990411,13720,751,9787044,13032,580,5472132,9435,223,1183964,5309,248,365803,1475,8936,8708,8882,5865,6553,10150,14276,18110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764,1257,1161,346,0,32330708,11697,1396,19220454,13768,623,8027539,12885,405,3965038,9790,168,877035,5220,172,240642,1399,5873,6756,9851,14421,18242,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552,1729,1396,427,0,40035267,11271,1767,23903941,13528,780,9899327,12691,555,5002612,9014,223,984213,4414,227,245174,1080,6266,7103,10780,15380,18714,,,,,,,,,,,,,,,,,,,,,,,,,,,,3147,1457,749,576,203,162,2689,1396,620,405,157,111,3426,1766,777,544,206,133,,,,,,,,,,,,,,,,,,
110617,12,2683,734,1340,609,0,25532511,9516,2883,138,2024,721,0,28030463,9723,3251,954,1278,1019,0,32066385,9864,2255,647,1087,521,0,23644573,10485,784,10580988,13496,496,6365132,12833,547,5233277,9567,220,1146990,5214,208,318186,1530,11596,7778,11473,7900,8563,11829,16182,19866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343,103,1637,603,0,25555036,10907,931,12739242,13683,557,7110078,12765,483,4605253,9535,167,829666,4968,205,270797,1321,3878,4796,8026,12593,16240,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880,899,1086,895,0,29946001,10398,1115,14955638,13413,674,8439470,12521,559,5016610,8974,269,1251015,4651,263,283268,1077,8163,9055,12602,16925,20499,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168,784,496,543,202,143,2258,931,554,480,159,134,2746,1115,673,552,251,155,,,,,,,,,,,,,,,,,,
110635,22,2829,2620,64,145,0,61605489,21776,2746,927,411,1408,0,54120612,19709,2753,2576,46,131,0,54133046,19663,2140,2006,33,101,0,50844857,23759,672,21433009,31894,398,12272718,30836,377,10147711,26917,255,4839604,18979,438,2151815,4913,19257,17652,19329,9236,10294,14213,22151,36217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,707,284,944,0,43092769,22270,728,20322559,27916,431,11477369,26630,311,7185023,23103,174,2834931,16293,291,1272887,4374,9594,10880,14407,21217,33136,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,1792,31,82,0,43784557,22984,668,20417959,30566,327,9488468,29017,335,8573609,25593,192,3343733,17415,383,1960788,5120,8450,9999,13423,21601,33896,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942,672,398,374,249,249,1801,726,431,310,167,167,1750,666,326,334,189,235,,,,,,,,,,,,,,,,,,
110644,23,3790,3296,158,240,96,74083247,19547,3309,908,237,2092,72,55133266,16662,3582,3238,103,241,0,65752338,18356,2808,2521,106,181,0,59813386,21301,827,23061708,27886,557,14881628,26717,545,12939719,23743,317,5895768,18599,562,3034563,5400,17385,16640,17026,9089,10258,13232,18376,31575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386,712,183,1490,1,44084451,18476,815,19280145,23657,494,11058185,22385,438,8429900,19246,221,3619111,16376,418,1697110,4060,9739,11011,14150,17020,29336,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749,2568,75,106,0,54332207,19764,877,22386350,25526,535,12804597,23934,518,11053599,21339,331,5562264,16804,488,2525397,5175,10006,11598,14193,18728,30357,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618,827,557,543,308,383,2230,815,494,434,217,270,2571,876,535,515,323,322,,,,,,,,,,,,,,,,,,
110653,22,3590,2577,732,281,0,73511895,20477,3639,824,2535,280,0,66872793,18377,3552,2914,426,212,0,74920985,21093,2793,2117,502,174,0,62297676,22305,996,27001201,27110,632,16806298,26592,518,12243601,23636,243,4159446,17117,404,2087130,5166,14033,11633,13106,7621,8139,11095,17614,29565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695,697,1835,163,0,55198011,20482,1024,24831258,24249,671,15544856,23167,541,10871239,20095,209,2799117,13393,250,1151541,4606,5924,7006,10078,16780,25567,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954,2502,309,143,0,65419086,22146,1170,32543371,27815,634,16424422,25906,530,11172137,21080,266,3667565,13788,354,1611591,4553,6540,8449,13275,20567,29802,,,,,,,,,,,,,,,,,,,,,,,,,,,,2652,995,632,516,233,276,2603,1024,670,538,201,170,2831,1170,633,527,261,240,,,,,,,,,,,,,,,,,,
110662,20,2659,2339,187,85,48,49800064,18729,2612,225,2162,176,49,40814636,15626,2712,2522,79,111,0,51512267,18994,2052,1828,157,66,1,41147374,20052,675,18116909,26840,371,9367302,25249,347,7756790,22354,216,3519487,16294,443,2386886,5388,16999,13393,16474,8849,10440,13335,19395,30301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826,184,1511,129,2,32002622,17526,665,14883336,22381,386,8210593,21271,311,5889161,18936,149,1909041,12812,315,1110491,3525,6772,7882,10217,16341,25628,,,,,,,,,,,,,,,,,,,,,,,,,,,,2078,1980,63,35,0,42544810,20474,726,19209871,26460,381,9755735,25606,363,8295802,22853,222,3285511,14800,386,1997891,5176,9037,9891,12644,20697,30321,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873,673,370,343,210,277,1651,665,385,307,132,162,1926,726,381,360,217,242,,,,,,,,,,,,,,,,,,
110671,23,3741,2255,823,634,29,72535539,19389,3648,521,1591,1514,22,62001357,16996,3496,223,693,2542,38,64827978,18543,3197,2053,650,493,1,63281921,19794,1106,27573921,24931,677,16187244,23910,582,12122256,20829,335,5052074,15081,497,2346426,4721,14487,13502,11948,9169,10190,13271,19019,29379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3019,469,1306,1244,0,52336800,17336,1129,24521429,21720,703,14218443,20225,523,9089173,17379,271,3177495,11725,393,1330260,3385,8849,10344,13190,18844,27184,,,,,,,,,,,,,,,,,,,,,,,,,,,,3071,211,578,2282,0,57548558,18739,1089,25864497,23751,630,14091648,22368,570,11077753,19435,335,4580629,13674,447,1934031,4327,6810,8193,11126,16887,26234,,,,,,,,,,,,,,,,,,,,,,,,,,,,2986,1106,676,578,324,302,2844,1129,702,521,256,236,2882,1088,628,567,324,275,,,,,,,,,,,,,,,,,,
110680,23,3478,2877,433,168,0,66353079,19078,2837,1576,1222,39,0,47344096,16688,3028,2266,619,143,0,52380337,17299,2813,2408,326,79,0,56835604,20205,957,25091736,26219,561,14031170,25011,506,10947092,21635,284,4253490,14977,505,2512116,4974,16111,15632,15222,9055,10263,13639,20297,30300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,1347,820,31,0,39177085,17824,703,17410099,24765,413,9303521,22527,407,7722894,18975,249,3135908,12594,426,1604663,3767,7954,10192,13744,20125,28952,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,2225,242,105,0,46295840,18000,854,19998293,23417,534,11782325,22064,478,9048375,18930,312,3848115,12334,394,1618732,4108,9823,11176,14310,20906,29132,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628,956,560,504,278,330,2011,703,413,404,241,250,2417,854,534,475,303,251,,,,,,,,,,,,,,,,,,
110705,21,2248,1173,7,1068,0,44302236,19707,2331,0,14,2317,0,40571965,17405,2433,2131,3,299,0,46825527,19246,1749,931,5,813,0,36946954,21125,596,16549775,27768,323,8316687,25748,308,7127901,23143,187,3294890,17620,335,1657701,4948,16874,17333,17223,8839,10859,13464,18987,31659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635,0,10,1625,0,31523235,19280,670,15889511,23716,346,7761821,22433,278,5564924,20018,95,1346468,14173,246,960511,3905,11022,12305,14720,20565,30833,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,1743,4,217,0,39750940,20240,715,18535581,25924,380,9456720,24886,317,6945032,21909,207,3086611,14911,345,1726996,5006,10568,11606,14583,21581,31486,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614,596,322,306,185,205,1521,669,344,277,89,142,1829,715,379,317,202,216,,,,,,,,,,,,,,,,,,
110714,23,2467,2276,28,91,72,48637706,19715,2293,1049,33,1181,30,39752488,17336,1912,1637,244,26,5,33841347,17699,2073,1939,19,81,34,41680409,20106,573,15678840,27363,421,11229484,26673,367,8431898,22975,278,4266675,15348,434,2073512,4778,17975,19615,18338,10344,11034,14732,22359,32929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767,852,23,886,6,32181322,18212,616,14599501,23700,380,8611177,22661,294,5781544,19665,166,2201535,13262,311,987565,3175,13340,14379,17375,23778,33865,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,1468,116,22,15,29169435,17995,490,12194496,24887,279,6661429,23876,296,6026091,20358,208,2817349,13545,348,1470070,4224,11677,12688,16206,23019,32340,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879,572,421,364,262,260,1608,615,380,293,152,168,1468,489,277,294,201,207,,,,,,,,,,,,,,,,,,
110778,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
