UNITID,SCFA1N,SCFA1P,SCFA11N,SCFA11P,SCFA12N,SCFA12P,SCFA13N,SCFA13P,SCFA14N,SCFA14P,SCFA2,SCFY1N,SCFY1P,SCFY2,ANYAIDN,ANYAIDP,FGRNT_N,FGRNT_P,FGRNT_A,SGRNT_N,SGRNT_P,SGRNT_A,IGRNT_N,IGRNT_P,IGRNT_A,LOAN_N,LOAN_P,LOAN_A,SCUGFFN,SCUGRAD,UAGRNTT,UPGRNTN,AGRNT_N,AGRNT_P,AGRNT_A,PGRNT_N,PGRNT_P,PGRNT_A,OFGRT_N,OFGRT_P,OFGRT_A,FLOAN_N,FLOAN_P,FLOAN_A,OLOAN_N,OLOAN_P,OLOAN_A,UAGRNTN,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANN,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP
488174,,,,,,,,,,,,0,0,47,,,,,,,,,,,,,,,0,47,230835,38,,,,,,,,,,,,,,,,38,81,6075,81,202295,5324,34,72,291597,8576,,,,,,,,,,,
488183,,,,,,,,,,,,8,24,33,7,88,7,88,4953,0,0,,0,0,,7,88,9988,8,33,113748,17,7,88,4953,7,88,4953,0,0,,7,88,9988,0,0,,21,64,5417,52,94748,5573,20,61,210814,10541,34670,34670,34670,0,0,0,69913,69913,0,7,88
488192,,,,,,,,,,,,0,0,118,,,,,,,,,,,,,,,0,118,240344,58,,,,,,,,,,,,,,,,58,49,4144,49,240344,4144,59,50,340464,5771,,,,,,,,,,,
488217,,,,,,,,,,,,235,83,284,232,99,147,63,3088,0,0,,0,0,,114,49,4212,235,284,820180,168,147,63,3088,147,63,3088,0,0,,114,49,4212,0,0,,170,60,4825,59,751005,4470,130,46,959306,7379,454005,454005,454005,0,0,0,480168,480168,0,232,99
488226,,,,,,,,,,,,4,14,28,3,75,3,75,2754,0,0,,0,0,,3,75,10611,4,28,64171,9,3,75,2754,3,75,2754,0,0,,3,75,10611,0,0,,15,54,4278,32,29371,3263,12,43,67309,5609,8261,8261,8261,0,0,0,31834,31834,0,3,75
488253,,,,,,,,,,,,15,9,163,7,47,7,47,2336,0,0,,0,0,,7,47,4288,15,163,190537,42,7,47,2336,7,47,2081,6,40,298,7,47,4288,0,0,,77,47,2475,26,115572,2752,34,21,158304,4656,16350,16350,14565,1785,0,0,30013,30013,0,7,47
488262,,,,,,,,,,,,17,43,40,15,88,15,88,3562,1,6,8650,0,0,,11,65,4620,17,40,105574,26,15,88,4139,15,88,3562,0,0,,11,65,4620,0,0,,27,68,3910,65,96924,3728,30,75,131590,4386,62080,53430,53430,0,8650,0,50816,50816,0,15,88
488271,,,,,,,,,,,,63,48,131,49,78,30,48,4602,2,3,11994,4,6,1342,43,68,6357,63,131,355592,66,36,57,4651,30,48,4602,0,0,,43,68,6357,0,0,,73,56,4871,50,315908,4786,92,70,657352,7145,167429,138072,138072,0,23988,5369,273359,273359,0,49,78
488280,,,,,,,,,,,,15,22,69,12,80,12,80,3505,0,0,,0,0,,12,80,5387,15,69,215695,45,12,80,3505,12,80,3505,0,0,,12,80,5387,0,0,,62,90,3479,65,160966,3577,48,70,223437,4655,42060,42060,42060,0,0,0,64648,64648,0,12,80
488299,,,,,,,,,,,,12,21,58,10,83,10,83,3458,0,0,,8,67,2075,3,25,7835,12,58,164995,37,10,83,5117,10,83,3458,0,0,,3,25,7835,0,0,,56,97,2946,64,126569,3421,11,19,70268,6388,51174,34576,34576,0,0,16598,23505,23505,0,10,83
488305,24,23,,,,,,,,,103,,,,24,100,24,100,4037,9,38,3136,21,88,4064,8,33,4563,24,103,828081,32,24,100,8769,12,50,4919,24,100,1577,8,33,4563,0,0,,95,92,8717,31,145598,4550,29,28,161359,5564,210450,96885,59030,37855,28222,85343,36500,36500,0,24,100
488314,10,20,,,,,,,,,50,,,,10,100,10,100,7628,0,0,,9,90,6822,0,0,,10,50,577785,30,10,100,13768,6,60,7125,10,100,3353,0,0,,0,0,,49,98,11792,60,206794,6893,0,0,0,,137678,76283,42750,33533,0,61395,0,0,0,10,100
488332,,,,,,,,,,,,6,3,174,3,50,0,0,,0,0,,3,50,4733,0,0,,6,174,102385,17,3,50,4733,0,0,,0,0,,0,0,,0,0,,20,11,5119,10,88185,5187,16,9,191000,11938,14200,0,0,0,0,14200,0,0,0,3,50
488350,9,12,,,,,,,,,77,,,,9,100,9,100,3481,0,0,,5,56,5737,0,0,,9,77,398671,15,9,100,6669,2,22,8691,9,100,1550,0,0,,0,0,,68,88,5863,19,84288,5619,0,0,0,,60018,31331,17381,13950,0,28687,0,0,0,9,100
488369,,,,,,,,,,,,10,11,93,10,100,10,100,5770,0,0,,0,0,,9,90,7559,10,93,252701,50,10,100,5770,10,100,5770,0,0,,9,90,7559,0,0,,51,55,4955,54,234676,4694,58,62,442688,7633,57700,57700,57700,0,0,0,68028,68028,0,10,100
488378,,,,,,,,,,,,106,64,165,96,91,88,83,3912,18,17,1992,0,0,,89,84,5498,106,165,711565,131,96,91,3959,88,83,3912,0,0,,89,84,5498,0,0,,145,88,4907,79,477325,3644,134,81,706541,5273,380068,344214,344214,0,35854,0,489347,489347,0,96,91
488396,,,,,,,,,,,,3,4,81,3,100,3,100,6345,0,0,,0,0,,3,100,2377,3,81,374355,59,3,100,6345,3,100,6345,0,0,,3,100,2377,0,0,,59,73,6345,73,374355,6345,60,74,150447,2507,19035,19035,19035,0,0,0,7131,7131,0,3,100
488411,,,,,,,,,,,,102,62,164,82,80,59,58,4188,0,0,,0,0,,76,75,6063,102,164,365848,81,59,58,4188,59,58,4188,0,0,,76,75,6063,0,0,,81,49,4517,49,365848,4517,96,59,655754,6831,247076,247076,247076,0,0,0,460782,460782,0,82,80
488420,,,,,,,,,,,,0,0,232,,,,,,,,,,,,,,,0,232,211025,45,,,,,,,,,,,,,,,,45,19,4689,19,211025,4689,73,31,468286,6415,,,,,,,,,,,
488439,,,,,,,,,,,,51,30,172,48,94,48,94,4338,0,0,,0,0,,48,94,4768,51,172,480701,88,48,94,4338,44,86,3214,48,94,1393,48,94,4768,0,0,,114,66,4217,51,330958,3761,76,44,455407,5992,208237,208237,141394,66843,0,0,228866,228866,0,48,94
488448,9,12,,,,,,,,,73,,,,6,67,3,33,5578,4,44,7549,1,11,2450,5,56,6700,9,73,454900,29,4,44,12346,3,33,5528,1,11,150,5,56,6700,0,0,,44,60,10339,40,142177,4903,42,58,313947,7475,49382,16735,16585,150,30197,2450,33500,33500,0,6,67
488563,5,56,,,,,,,,,9,,,,4,80,0,0,,0,0,,4,80,1377,0,0,,5,9,13223,0,4,80,1377,0,0,,0,0,,0,0,,0,0,,8,89,1653,0,0,,0,0,0,,5508,0,0,0,0,5508,0,0,0,4,80
488590,,,,,,,,,,,,11,79,14,4,36,0,0,,0,0,,4,36,2153,0,0,,11,14,10812,0,4,36,2153,0,0,,0,0,,0,0,,0,0,,5,36,2162,0,0,,0,0,0,,8612,0,0,0,0,8612,0,0,0,4,36
488651,,,,,,,,,,,,146,48,307,134,92,119,82,4285,0,0,,0,0,,107,73,6701,146,307,833447,204,119,82,4285,119,82,4285,0,0,,107,73,6701,0,0,,204,66,4086,66,833447,4086,185,60,1174615,6349,509865,509865,509865,0,0,0,717018,717018,0,134,92
488679,699,11,,,,,,,,,6495,,,,598,86,521,75,4183,136,19,4281,8,1,1093,511,73,6389,699,6495,19499921,2915,531,76,5218,490,70,3774,453,65,729,510,73,6367,1,0,17771,3741,58,5212,45,11221744,3850,3658,56,30589407,8362,2770531,2179513,1849453,330060,582273,8745,3265026,3247255,17771,597,85
488730,442,7,279,63,148,33,8,2,7,2,6657,,,,316,71,137,31,5582,172,39,1681,25,6,1633,27,6,4057,442,6657,7659388,1003,309,70,3543,137,31,5128,40,9,1553,27,6,4057,0,0,,2279,34,3361,15,4337794,4325,184,3,891011,4842,1094690,764686,702561,62125,289191,40813,109527,109527,0,316,71
488749,,,,,,,,,,,,128,72,179,91,71,91,71,4421,5,4,500,3,2,1000,81,63,4754,128,179,520622,91,91,71,4481,87,68,4204,87,68,420,81,63,4754,0,0,,109,61,4776,51,476258,5234,123,69,547321,4450,407788,402288,365748,36540,2500,3000,385074,385074,0,91,71
488776,0,0,,,,,,,,,60,,,,,,,,,,,,,,,,,,0,60,42189,9,,,,,,,,,,,,,,,,9,15,4688,15,40350,4483,22,37,313159,14235,,,,,,,,,,,
488785,31,13,,,,,,,,,244,,,,30,97,10,32,3878,8,26,8156,29,94,11966,14,45,4957,31,244,3756435,103,30,97,15035,10,32,3765,3,10,375,14,45,4957,0,0,,232,95,16192,42,480327,4663,140,57,984389,7031,451044,38775,37650,1125,65244,347025,69399,69399,0,30,97
488800,0,0,,,,,,,,,632,,,,,,,,,,,,,,,,,,0,632,0,0,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,,,,,,,,,,,,
488828,,,,,,,,,,,,1,6,16,1,100,1,100,3173,0,0,,0,0,,1,100,9500,1,16,31490,10,1,100,3173,1,100,3173,0,0,,1,100,9500,0,0,,10,63,3149,63,31490,3149,7,44,49764,7109,3173,3173,3173,0,0,0,9500,9500,0,1,100
488837,,,,,,,,,,,,405,94,431,405,100,15,4,4796,405,100,4325,0,0,,29,7,6261,405,431,1895521,15,405,100,4503,15,4,3499,15,4,1297,11,3,11858,18,4,2840,405,94,4680,3,52479,3499,11,3,130435,11858,1823544,71939,52479,19460,1751605,0,181555,130435,51120,405,100
488846,699,4,,,,,,,,,18845,,,,153,22,0,0,,0,0,,153,22,967,0,0,,699,18845,1805670,0,153,22,967,0,0,,0,0,,0,0,,0,0,,1934,10,934,0,0,,0,0,0,,147970,0,0,0,0,147970,0,0,0,153,22
488891,,,,,,,,,,,,106,21,501,104,98,80,75,2559,27,25,1431,52,49,749,0,0,,106,501,1120661,45,104,98,2714,20,19,3505,60,57,2244,0,0,,0,0,,183,37,6124,9,155215,3449,0,0,0,,282285,204716,70101,134615,38641,38928,0,0,0,104,98
488916,,,,,,,,,,,,20,53,38,19,95,19,95,5337,0,0,,0,0,,19,95,7140,20,38,101405,19,19,95,5337,19,95,5337,0,0,,19,95,7140,0,0,,19,50,5337,50,101405,5337,19,50,135655,7140,101405,101405,101405,0,0,0,135655,135655,0,19,95
488934,,,,,,,,,,,,240,6,4290,219,91,169,70,3478,40,17,2021,90,38,2074,0,0,,240,4290,4527314,574,219,91,3906,118,49,3817,160,67,859,0,0,,0,0,,1392,32,3252,13,2027479,3532,0,0,0,,855341,587849,450374,137475,80844,186648,0,0,0,219,91
488952,,,,,,,,,,,,83,55,152,64,77,61,73,6002,0,0,,27,33,251,52,63,11359,83,152,607483,99,61,73,6113,60,72,5710,17,20,1382,52,63,7567,30,36,6573,102,67,5956,65,549866,5554,77,51,611197,7938,372917,366129,342629,23500,0,6788,590683,393500,197183,64,77
488961,,,,,,,,,,,,53,35,151,37,70,35,66,5462,0,0,,22,42,200,32,60,11511,53,151,593122,100,37,70,5286,34,64,5388,6,11,1333,32,60,8653,12,23,7621,103,68,5758,66,536762,5368,90,60,715456,7950,195588,191184,183184,8000,0,4404,368344,276890,91454,37,70
488970,,,,,,,,,,,,43,38,112,30,70,25,58,5523,0,0,,13,30,207,23,53,13169,43,112,355958,62,25,58,5631,25,58,5243,5,12,1400,21,49,7845,10,23,13813,66,59,5393,55,328514,5299,63,56,463539,7358,140763,138075,131075,7000,0,2688,302880,164750,138130,30,70
488989,,,,,,,,,,,,56,19,289,50,89,35,63,5568,0,0,,0,0,,48,86,7258,56,289,811864,168,35,63,5568,35,63,5568,0,0,,48,86,7258,0,0,,170,59,4776,58,792423,4717,171,59,1275831,7461,194884,194884,194884,0,0,0,348360,348360,0,50,89
488998,,,,,,,,,,,,60,26,232,56,93,48,80,5000,0,0,,4,7,5488,53,88,10219,60,232,741526,143,49,82,5346,42,70,5690,17,28,60,53,88,10219,0,0,,171,74,4336,62,703209,4918,143,62,1313644,9186,261944,239994,238974,1020,0,21950,541611,541611,0,56,93
489122,,,,,,,,,,,,15,19,78,15,100,14,93,5139,0,0,,0,0,,14,93,7900,15,78,180505,40,14,93,5139,14,93,4184,14,93,955,14,93,7900,0,0,,40,51,4513,51,167142,4179,42,54,325646,7753,71945,71945,58582,13363,0,0,110606,110606,0,15,100
489131,,,,,,,,,,,,19,19,102,17,89,14,74,5662,0,0,,0,0,,16,84,6951,19,102,223077,48,14,74,5662,14,74,4805,14,74,857,16,84,6951,0,0,,48,47,4647,47,211078,4397,43,42,314014,7303,79274,79274,67275,11999,0,0,111218,111218,0,17,89
489140,,,,,,,,,,,,12,10,120,12,100,8,67,7059,0,0,,0,0,,12,100,8083,12,120,251939,50,8,67,7059,8,67,4677,8,67,2381,12,100,8083,0,0,,50,42,5039,42,232888,4658,59,49,455124,7714,56469,56469,37418,19051,0,0,96997,96997,0,12,100
489159,,,,,,,,,,,,28,10,272,25,89,21,75,4090,0,0,,6,21,383,21,75,6550,28,272,365108,89,21,75,4199,18,64,3775,11,39,1630,21,75,6550,0,0,,99,36,3688,33,272860,3066,83,31,443860,5348,88180,85880,67951,17929,0,2300,137541,137541,0,25,89
489201,600,7,0,0,590,98,10,2,0,0,8868,,,,538,90,193,32,5028,536,89,1985,10,2,745,2,0,3217,600,8868,13681407,1545,537,90,3803,193,32,4808,102,17,418,2,0,3217,0,0,,5567,63,2458,17,6565280,4249,24,0,93423,3893,2042052,970456,927856,42600,1064151,7445,6434,6434,0,537,90
489238,,,,,,,,,,,,166,59,280,134,81,121,73,4296,0,0,,10,6,4104,122,73,5040,166,280,762991,159,131,79,4282,121,73,4296,0,0,,113,68,5287,9,5,1940,197,70,3873,57,701003,4409,174,62,968968,5569,560916,519876,519876,0,0,41040,614935,597479,17456,134,81
489247,,,,,,,,,,,,16,28,57,13,81,11,69,3853,0,0,,0,0,,13,81,5572,16,57,123652,33,11,69,3853,11,69,3853,0,0,,13,81,5572,0,0,,33,58,3747,58,123652,3747,40,70,197251,4931,42378,42378,42378,0,0,0,72441,72441,0,13,81
489256,206,95,,,,,,,,,217,,,,130,63,130,63,5244,2,1,824,0,0,,0,0,,206,217,683981,130,130,63,5257,130,63,3858,69,33,2612,0,0,,0,0,,130,60,5261,60,501500,3858,0,0,0,,683353,681705,501500,180205,1648,0,0,0,0,130,63
489283,,,,,,,,,,,,632,70,900,552,87,502,79,5326,0,0,,197,31,238,508,80,7057,632,900,3069237,641,510,81,5334,500,79,5262,174,28,245,508,80,7057,0,0,,654,73,4693,71,2965794,4627,674,75,4698693,6971,2720235,2673440,2630840,42600,0,46795,3584895,3584895,0,552,87
489344,0,0,,,,,,,,,259,,,,,,,,,,,,,,,,,,0,259,655602,124,,,,,,,,,,,,,,,,157,61,4176,48,489136,3945,200,77,1955751,9779,,,,,,,,,,,
489353,1,0,,,,,,,,,263,,,,1,100,0,0,,0,0,,0,0,,1,100,24280,1,263,578078,80,0,0,,0,0,,0,0,,1,100,5500,1,100,18780,112,43,5161,30,318437,3980,202,77,1848805,9153,0,0,0,0,0,0,24280,5500,18780,1,100
489371,,,,,,,,,,,,192,65,296,190,99,155,81,4853,6,3,1547,31,16,6999,123,64,10824,192,296,1139086,175,190,99,5150,155,81,4770,40,21,321,123,64,10174,4,2,20000,211,71,5399,59,832011,4754,141,48,1430989,10149,978483,752243,739393,12850,9281,216959,1331400,1251400,80000,190,99
489779,14,0,0,0,5,36,9,64,0,0,33192,,,,13,93,12,86,5229,3,21,9774,1,7,15195,5,36,6362,14,33192,114415753,16998,13,93,8251,10,71,4411,8,57,2330,5,36,6362,0,0,,22415,68,5104,51,54069427,3181,17152,52,134919487,7866,107263,62746,44110,18636,29322,15195,31812,31812,0,13,93
489812,,,,,,,,,,,,29,28,102,28,97,22,76,4547,0,0,,3,10,7747,26,90,6407,29,102,211475,39,23,79,5360,22,76,4547,0,0,,26,90,6407,0,0,,42,41,5035,38,164591,4220,52,51,422150,8118,123282,100042,100042,0,0,23240,166580,166580,0,28,97
489830,,,,,,,,,,,,39,36,108,30,77,27,69,5581,0,0,,0,0,,22,56,4918,39,108,379522,71,27,69,5581,27,69,3543,27,69,2038,22,56,4918,0,0,,71,66,5345,66,297590,4191,70,65,362585,5180,150679,150679,95653,55026,0,0,108195,108195,0,30,77
489937,65,15,,,,,,,,,443,,,,62,95,44,68,6347,0,0,,62,95,7802,37,57,5689,65,443,4035645,269,62,95,12307,40,62,5482,39,60,1538,37,57,5527,1,2,6000,421,95,9586,61,1289534,4794,273,62,1783745,6534,763005,279255,219284,59971,0,483750,210500,204500,6000,62,95
490018,,,,,,,,,,,,3,12,25,3,100,3,100,3174,0,0,,0,0,,3,100,5387,3,25,25685,3,3,100,3174,3,100,3174,0,0,,3,100,5387,0,0,,3,12,8562,12,9523,3174,3,12,16162,5387,9523,9523,9523,0,0,0,16162,16162,0,3,100
490045,2,5,,,,,,,,,42,,,,2,100,1,50,9897,0,0,,2,100,1167,0,0,,2,42,168764,18,2,100,6116,1,50,9517,1,50,380,0,0,,0,0,,37,88,4561,43,110940,6163,0,0,0,,12231,9897,9517,380,0,2334,0,0,0,2,100
490054,141,20,,,,,,,,,709,,,,58,41,19,13,3747,8,6,4606,0,0,,41,29,9709,141,709,1069168,144,27,19,4002,9,6,6024,10,7,1699,11,8,9273,41,29,7222,178,25,6007,20,883848,6138,207,29,2071281,10006,108049,71201,54214,16987,36848,0,398083,102001,296082,58,41
490063,18,24,,,,,,,,,74,,,,1,6,1,6,5478,0,0,,0,0,,0,0,,18,74,5478,1,1,6,5478,1,6,5478,0,0,,0,0,,0,0,,1,1,5478,1,5478,5478,0,0,0,,5478,5478,5478,0,0,0,0,0,0,1,6
490081,6,9,,,,,,,,,65,,,,5,83,5,83,3148,0,0,,1,17,3000,0,0,,6,65,59105,18,5,83,3748,5,83,3148,0,0,,0,0,,0,0,,20,31,2955,28,51253,2847,0,0,0,,18742,15742,15742,0,0,3000,0,0,0,5,83
490090,,,,,,,,,,,,25,37,68,12,48,0,0,,12,48,1120,10,40,1019,0,0,,25,68,39835,4,12,48,1969,0,0,,0,0,,0,0,,0,0,,16,24,2490,6,16211,4053,0,0,0,,23624,0,0,0,13436,10188,0,0,0,12,48
490115,,,,,,,,,,,,15,22,68,11,73,10,67,5121,0,0,,0,0,,10,67,6879,15,68,120589,27,10,67,5121,10,67,5121,0,0,,10,67,6879,0,0,,27,40,4466,40,120589,4466,29,43,205849,7098,51206,51206,51206,0,0,0,68785,68785,0,11,73
490124,0,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,0,5,23240,3,,,,,,,,,,,,,,,,3,60,7747,60,18242,6081,4,80,37612,9403,,,,,,,,,,,
490133,111,11,,,,,,,,,981,,,,67,60,31,28,5648,8,7,6456,55,50,3358,43,39,6444,111,981,1981706,187,62,56,6636,31,28,5465,31,28,182,43,39,6182,1,1,11263,297,30,6672,19,1002951,5363,189,19,1423622,7532,411404,175073,169423,5650,51648,184683,277093,265830,11263,67,60
490142,,,,,,,,,,,,9,18,49,9,100,9,100,3129,0,0,,0,0,,9,100,6240,9,49,193424,39,9,100,3129,9,100,3129,0,0,,9,100,6240,0,0,,40,82,4836,80,188824,4842,41,84,227722,5554,28159,28159,28159,0,0,0,56162,56162,0,9,100
490151,,,,,,,,,,,,65,38,169,36,55,30,46,3709,7,11,4786,0,0,,11,17,4888,65,169,201185,38,34,52,4258,30,46,3709,0,0,,11,17,4888,0,0,,55,33,3658,22,149143,3925,14,8,74659,5333,144776,111275,111275,0,33501,0,53769,53769,0,36,55
490160,,,,,,,,,,,,15,12,128,10,67,5,33,2535,0,0,,0,0,,9,60,5754,15,128,602129,37,5,33,2535,5,33,2535,0,0,,9,60,5754,0,0,,81,63,7434,29,29212,790,37,29,136554,3691,12677,12677,12677,0,0,0,51783,51783,0,10,67
490197,,,,,,,,,,,,11,14,76,9,82,9,82,6373,0,0,,0,0,,7,64,4994,11,76,228559,47,9,82,6373,9,82,6373,0,0,,7,64,4994,0,0,,48,63,4762,62,220459,4691,42,55,226860,5401,57355,57355,57355,0,0,0,34957,34957,0,9,82
490203,4,3,,,,,,,,,156,,,,3,75,3,75,3219,1,25,1000,0,0,,3,75,3266,4,156,322941,113,3,75,3552,3,75,3173,1,25,138,3,75,3266,0,0,,116,74,2784,72,237020,2098,131,84,547025,4176,10657,9657,9519,138,1000,0,9799,9799,0,3,75
490212,,,,,,,,,,,,0,0,22,,,,,,,,,,,,,,,0,22,289509,20,,,,,,,,,,,,,,,,22,100,13160,91,108209,5410,22,100,188289,8559,,,,,,,,,,,
490221,,,,,,,,,,,,20,59,34,13,65,10,50,4764,0,0,,0,0,,10,50,4764,20,34,47636,15,10,50,4764,10,50,4764,0,0,,10,50,4764,0,0,,15,44,3176,44,47636,3176,13,38,47636,3664,47636,47636,47636,0,0,0,47636,47636,0,10,50
490230,34,23,,,,,,,,,148,,,,2,6,0,0,,0,0,,2,6,100,0,0,,34,148,5460,0,2,6,100,0,0,,0,0,,0,0,,0,0,,16,11,341,0,0,,0,0,0,,200,0,0,0,0,200,0,0,0,2,6
490249,,,,,,,,,,,,13,39,33,13,100,13,100,3603,0,0,,8,62,1264,11,85,5471,13,33,118229,27,13,100,4381,13,100,3603,0,0,,11,85,5471,0,0,,32,97,3695,82,89049,3298,19,58,95161,5008,56950,46841,46841,0,0,10109,60176,60176,0,13,100
490258,,,,,,,,,,,,91,52,174,42,46,33,36,4992,0,0,,0,0,,42,46,6352,91,174,319702,62,33,36,4992,33,36,4992,0,0,,42,46,6352,0,0,,62,36,5156,36,319702,5156,70,40,490813,7012,164720,164720,164720,0,0,0,266788,266788,0,42,46
490267,,,,,,,,,,,,2,6,32,1,50,1,50,6345,0,0,,0,0,,1,50,5500,2,32,51674,10,1,50,6345,1,50,6345,0,0,,1,50,5500,0,0,,10,31,5167,31,51674,5167,14,44,93472,6677,6345,6345,6345,0,0,0,5500,5500,0,1,50
490276,22,26,,,,,,,,,85,,,,22,100,16,73,9268,16,73,4818,21,95,4158,0,0,,22,85,1139715,61,22,100,14213,16,73,9268,0,0,,0,0,,0,0,,85,100,13408,72,511245,8381,0,0,0,,312683,148283,148283,0,77082,87318,0,0,0,22,100
490285,66,21,,,,,,,,,316,,,,56,85,9,14,6481,36,55,4066,0,0,,14,21,6876,66,316,897730,38,45,68,4549,9,14,6481,0,0,,11,17,6599,3,5,7891,231,73,3886,12,231791,6100,50,16,391973,7839,204717,58331,58331,0,146386,0,96266,72592,23674,56,85
490294,,,,,,,,,,,,156,65,239,114,73,108,69,3125,8,5,3993,0,0,,66,42,4659,156,239,582264,125,111,71,3328,87,56,2975,87,56,904,66,42,4659,0,0,,173,72,3366,52,401941,3216,94,39,445245,4737,369432,337489,258862,78627,31943,0,307462,307462,0,114,73
490300,,,,,,,,,,,,15,12,130,10,67,6,40,6028,0,0,,0,0,,9,60,6275,15,130,260053,55,6,40,6028,6,40,6028,0,0,,9,60,6275,0,0,,55,42,4728,42,242973,4418,56,43,352272,6291,36170,36170,36170,0,0,0,56472,56472,0,10,67
490319,11,46,,,,,,,,,24,,,,11,100,11,100,6114,0,0,,11,100,4569,0,0,,11,24,204145,15,11,100,10683,6,55,8221,11,100,1630,0,0,,0,0,,24,100,8506,63,91011,6067,0,0,0,,117511,67249,49324,17925,0,50262,0,0,0,11,100
490328,0,0,,,,,,,,,57,,,,,,,,,,,,,,,,,,0,57,523264,48,,,,,,,,,,,,,,,,56,98,9344,84,370236,7713,0,0,0,,,,,,,,,,,,
490337,,,,,,,,,,,,23,16,142,9,39,8,35,4033,0,0,,0,0,,9,39,6169,23,142,347462,93,8,35,4033,8,35,4033,0,0,,9,39,6169,0,0,,93,65,3736,65,347462,3736,76,54,475936,6262,32267,32267,32267,0,0,0,55518,55518,0,9,39
490346,44,94,,,,,,,,,47,,,,28,64,27,61,7732,28,64,2924,0,0,,0,0,,44,47,290639,27,28,64,10380,27,61,7732,0,0,,0,0,,0,0,,28,60,10380,57,208773,7732,0,0,0,,290639,208773,208773,0,81866,0,0,0,0,28,64
490382,,,,,,,,,,,,35,21,166,21,60,16,46,4979,0,0,,0,0,,19,54,8687,35,166,343632,61,16,46,4979,16,46,4979,0,0,,19,54,8687,0,0,,62,37,5542,37,315682,5175,86,52,711169,8269,79666,79666,79666,0,0,0,165059,165059,0,20,57
490391,,,,,,,,,,,,146,100,146,49,34,49,34,4031,0,0,,0,0,,41,28,4432,146,146,197510,49,49,34,4031,49,34,4031,0,0,,41,28,4432,0,0,,49,34,4031,34,197510,4031,41,28,181718,4432,197510,197510,197510,0,0,0,181718,181718,0,49,34
490407,,,,,,,,,,,,37,16,238,28,76,23,62,3375,0,0,,0,0,,26,70,4981,37,238,481946,147,23,62,3375,23,62,3375,0,0,,26,70,4981,0,0,,147,62,3279,62,481946,3279,166,70,881033,5307,77618,77618,77618,0,0,0,129494,129494,0,28,76
490416,,,,,,,,,,,,14,33,43,11,79,9,64,3499,0,0,,0,0,,9,64,6791,14,43,52593,13,9,64,3499,9,64,3499,0,0,,9,64,6791,0,0,,13,30,4046,30,52593,4046,13,30,87561,6735,31490,31490,31490,0,0,0,61116,61116,0,11,79
490425,,,,,,,,,,,,191,65,294,81,42,61,32,3867,0,0,,0,0,,73,38,6656,191,294,267544,72,61,32,3867,61,32,3867,0,0,,73,38,6656,0,0,,72,24,3716,24,267544,3716,75,26,494136,6588,235863,235863,235863,0,0,0,485869,485869,0,81,42
490434,,,,,,,,,,,,24,57,42,14,58,14,58,4260,0,0,,0,0,,14,58,2444,24,42,80422,20,14,58,4260,14,58,4260,0,0,,14,58,2444,0,0,,20,48,4021,48,80422,4021,20,48,69590,3480,59636,59636,59636,0,0,0,34215,34215,0,14,58
490443,,,,,,,,,,,,0,0,219,,,,,,,,,,,,,,,0,219,149545,51,,,,,,,,,,,,,,,,51,23,2932,23,149545,2932,65,30,385143,5925,,,,,,,,,,,
490452,,,,,,,,,,,,25,41,61,22,88,22,88,3102,0,0,,0,0,,18,72,7543,25,61,145456,46,22,88,3102,22,88,3102,0,0,,18,72,7543,0,0,,46,75,3162,75,145456,3162,50,82,243572,4871,68234,68234,68234,0,0,0,135771,135771,0,22,88
490461,,,,,,,,,,,,85,45,191,48,56,47,55,3452,10,12,2136,0,0,,4,5,1846,85,191,433368,129,47,55,3906,47,55,3452,0,0,,4,5,1846,0,0,,132,69,3283,68,406575,3152,28,15,71171,2542,183583,162225,162225,0,21358,0,7382,7382,0,48,56
490470,,,,,,,,,,,,10,29,35,8,80,6,60,4469,0,0,,0,0,,8,80,6693,10,35,89161,20,6,60,4469,6,60,4469,0,0,,8,80,6693,0,0,,26,74,3429,57,89161,4458,22,63,139820,6355,26816,26816,26816,0,0,0,53541,53541,0,8,80
490489,,,,,,,,,,,,15,30,50,8,53,8,53,5049,0,0,,0,0,,0,0,,15,50,220955,36,8,53,5049,8,53,5049,0,0,,0,0,,0,0,,36,72,6138,72,194557,5404,0,0,0,,40391,40391,40391,0,0,0,0,0,0,8,53
490498,,,,,,,,,,,,8,16,49,6,75,5,63,4146,0,0,,0,0,,5,63,6200,8,49,421011,14,5,63,4146,5,63,4146,0,0,,5,63,6200,0,0,,29,59,14518,29,74435,5317,14,29,130500,9321,20730,20730,20730,0,0,0,31000,31000,0,6,75
490504,17,46,,,,,,,,,37,,,,17,100,17,100,6481,1,6,2583,11,65,7057,0,0,,17,37,355393,13,17,100,11199,8,47,8725,17,100,2375,0,0,,0,0,,37,100,9605,35,99401,7646,0,0,0,,190380,110175,69800,40375,2583,77622,0,0,0,17,100
