UNITID,SCFA1N,SCFA1P,SCFA11N,SCFA11P,SCFA12N,SCFA12P,SCFA13N,SCFA13P,SCFA14N,SCFA14P,SCFA2,SCFY1N,SCFY1P,SCFY2,ANYAIDN,ANYAIDP,FGRNT_N,FGRNT_P,FGRNT_A,SGRNT_N,SGRNT_P,SGRNT_A,IGRNT_N,IGRNT_P,IGRNT_A,LOAN_N,LOAN_P,LOAN_A,SCUGFFN,SCUGRAD,UAGRNTT,UPGRNTN,AGRNT_N,AGRNT_P,AGRNT_A,PGRNT_N,PGRNT_P,PGRNT_A,OFGRT_N,OFGRT_P,OFGRT_A,FLOAN_N,FLOAN_P,FLOAN_A,OLOAN_N,OLOAN_P,OLOAN_A,UAGRNTN,UAGRNTP,UAGRNTA,UPGRNTP,UPGRNTT,UPGRNTA,UFLOANN,UFLOANP,UFLOANT,UFLOANA,AGRNT_T,FGRNT_T,PGRNT_T,OFGRT_T,SGRNT_T,IGRNT_T,LOAN_T,FLOAN_T,OLOAN_T,AIDFSIN,AIDFSIP
181145,0,0,,,,,,,,,15,,,,,,,,,,,,,,,,,,0,15,34783,3,,,,,,,,,,,,,,,,7,47,4969,20,18385,6128,5,33,16398,3280,,,,,,,,,,,
181190,,,,,,,,,,,,47,26,179,47,100,36,77,6127,35,74,1897,36,77,555,39,83,9901,47,179,899768,132,45,96,6821,36,77,5671,22,47,746,39,83,9901,0,0,,164,92,5486,74,630216,4774,101,56,702706,6957,306939,220571,204170,16401,66388,19980,386127,386127,0,47,100
181215,815,19,0,0,736,90,79,10,0,0,4385,,,,772,95,460,56,3774,112,14,2485,602,74,5219,367,45,5904,815,4385,34183174,1555,693,85,7441,311,38,4506,424,52,790,364,45,4821,44,5,9368,3738,85,9145,35,6673053,4291,1783,41,10268745,5759,5156484,1736111,1401248,334863,278318,3142055,2166884,1754688,412196,733,90
181297,44,5,,,,,,,,,814,,,,44,100,21,48,3402,7,16,2109,44,100,6371,28,64,7280,44,814,5994944,273,44,100,8330,12,27,4420,11,25,1673,27,61,5250,4,9,15525,754,93,7951,34,1426662,5226,572,70,4692331,8203,366505,71440,53040,18400,14760,280305,203850,141750,62100,44,100
181303,569,4,0,0,552,97,17,3,0,0,13244,,,,378,66,331,58,2908,91,16,774,296,52,2394,73,13,3147,569,13244,23706799,2925,378,66,4607,197,35,4087,134,24,1175,73,13,3147,0,0,,5950,45,3984,22,10155463,3472,1209,9,3768858,3117,1741572,962456,805072,157384,70400,708716,229766,229766,0,378,66
181312,320,15,0,0,277,87,43,13,0,0,2075,,,,297,93,244,76,3849,71,22,635,219,68,3325,82,26,4935,320,2075,5130672,481,289,90,5926,150,47,4918,228,71,884,82,26,4787,2,1,6060,857,41,5987,23,2100737,4367,340,16,1894668,5573,1712520,939270,737770,201500,45073,728177,404639,392519,12120,293,92
181330,370,24,,,,,,,,,1512,,,,370,100,249,67,4395,126,34,2449,368,99,23162,299,81,8348,370,1512,29474903,391,370,100,26828,116,31,4961,185,50,2804,294,79,5391,74,20,12309,1190,79,24769,26,1809676,4628,909,60,5851836,6438,9926508,1094253,575481,518772,308605,8523650,2495945,1585078,910867,370,100
181394,2158,17,0,0,1970,91,88,4,100,5,12768,,,,1961,91,1163,54,4698,498,23,2533,1295,60,3576,646,30,5336,2158,12768,84170835,4355,1572,73,7224,955,44,4713,818,38,1176,630,29,4662,51,2,9998,9265,73,9085,34,20366084,4676,4045,32,24659037,6096,11356148,5463526,4501338,962188,1261497,4631125,3447229,2937354,509875,1757,81
181419,8,4,0,0,8,100,0,0,0,0,210,,,,6,75,4,50,4671,2,25,2007,6,75,1126,0,0,,8,210,429585,78,6,75,4909,4,50,4671,0,0,,0,0,,0,0,,176,84,2441,37,170450,2185,0,0,0,,29455,18684,18684,0,4014,6757,0,0,0,6,75
181428,0,0,,,,,,,,,968,,,,,,,,,,,,,,,,,,0,968,5146476,206,,,,,,,,,,,,,,,,572,59,8997,21,856634,4158,476,49,4508979,9473,,,,,,,,,,,
181446,427,24,,,,,,,,,1773,,,,427,100,118,28,4756,100,23,1598,427,100,22182,274,64,7711,427,1773,38568319,494,427,100,23870,117,27,4496,118,28,298,266,62,5083,50,12,15217,1684,95,22903,28,2273562,4602,1119,63,7310715,6533,10192702,561266,526044,35222,159796,9471640,2112871,1352030,760841,427,100
181464,4705,23,0,0,3490,74,1215,26,0,0,20286,,,,4572,97,2119,45,3423,747,16,2188,4392,93,6849,1685,36,6439,4705,20286,157785530,4481,4527,96,8608,1208,26,4489,1978,42,926,1613,34,4691,236,5,13909,15725,78,10034,22,19585785,4371,7049,35,51173315,7260,38969191,7253009,5422300,1830709,1634679,30081503,10849033,7566480,3282553,4550,97
181491,789,15,0,0,719,91,70,9,0,0,5105,,,,734,93,352,45,5140,204,26,955,504,64,1718,281,36,4741,789,5105,9723393,924,645,82,4450,311,39,4767,301,38,1086,276,35,4628,11,1,4987,3611,71,2693,18,3872163,4191,817,16,4144015,5072,2870297,1809435,1482463,326972,194739,866123,1332236,1277379,54857,701,89
181534,235,13,0,0,235,100,0,0,0,0,1749,,,,228,97,168,71,4209,115,49,993,84,36,3610,53,23,5092,235,1749,13931138,745,228,97,4932,156,66,4130,52,22,1208,52,22,5075,1,0,5990,1148,66,12135,43,2769348,3717,1018,58,7768484,7631,1124542,707043,644219,62824,114242,303257,269864,263874,5990,228,97
181543,5,15,,,,,,,,,34,,,,5,100,5,100,5813,0,0,,0,0,,0,0,,5,34,150529,9,5,100,5813,3,60,3080,5,100,3965,0,0,,0,0,,34,100,4427,26,39025,4336,0,0,0,,29065,29065,9241,19824,0,0,0,0,0,5,100
181604,94,14,,,,,,,,,680,,,,94,100,51,54,6686,21,22,1710,94,100,13977,61,65,5854,94,680,10007886,256,94,100,17987,32,34,5822,51,54,3033,59,63,5086,5,5,11408,653,96,15326,38,1269728,4960,462,68,3356194,7264,1690756,340997,186300,154697,35920,1313839,357117,300077,57040,94,100
181640,1181,13,0,0,1087,92,94,8,0,0,9328,,,,837,71,697,59,2772,175,15,1216,455,39,1425,735,62,1670,1181,9328,14807855,2187,766,65,3647,356,30,4382,622,53,598,734,62,1476,18,2,8027,4157,45,3562,23,8091651,3700,3759,40,7158118,1904,2793328,1932338,1560097,372241,212728,648262,1227720,1083227,144493,813,69
181738,123,18,,,,,,,,,669,,,,123,100,43,35,7011,8,7,1002,123,100,10852,108,88,4930,123,669,8683669,235,123,100,13368,43,35,4877,38,31,2415,108,88,4457,12,10,4255,600,90,14473,35,1118919,4761,503,75,3695285,7346,1644304,301483,209722,91761,8019,1334802,532450,481385,51065,123,100
181765,102,36,0,0,102,100,0,0,0,0,282,,,,54,53,35,34,5612,17,17,1347,30,29,1856,34,33,4558,102,282,1110400,93,45,44,6111,32,31,4796,35,34,1227,34,33,4558,0,0,,167,59,6649,33,431901,4644,106,38,479723,4526,274976,196407,153477,42930,22894,55675,154985,154985,0,54,53
181783,812,24,0,0,775,95,37,5,0,0,3440,,,,787,97,335,41,5610,710,87,2183,502,62,2653,434,53,5616,812,3440,17727113,1062,760,94,6265,320,39,4475,309,38,1448,428,53,4910,36,4,9336,2503,73,7082,31,4864862,4581,1477,43,8571413,5803,4761263,1879498,1431996,447502,1549835,1331930,2437558,2101472,336086,780,96
181817,178,11,0,0,107,60,71,40,0,0,1625,,,,172,97,121,68,5191,44,25,995,155,87,3224,46,26,4148,178,1625,5580906,496,170,96,6892,96,54,5569,96,54,973,46,26,4148,0,0,,1078,66,5177,31,2798070,5641,211,13,955345,4528,1171615,628082,534665,93417,43772,499761,190789,190789,0,170,96
181853,131,30,,,,,,,,,443,,,,130,99,79,60,5207,20,15,1319,129,98,10440,121,92,5912,131,443,5891935,203,130,99,13727,76,58,4827,71,54,627,120,92,5287,7,5,11566,434,98,13576,46,986160,4858,377,85,2500386,6632,1784523,411371,366888,44483,26376,1346776,715384,634422,80962,130,99
181880,,,,,,,,,,,,235,64,365,188,80,147,63,3843,0,0,,0,0,,179,76,6066,235,365,755260,192,147,63,3843,147,63,3843,0,0,,179,76,6066,0,0,,192,53,3934,53,755260,3934,234,64,1316557,5626,564909,564909,564909,0,0,0,1085846,1085846,0,188,80
181941,,,,,,,,,,,,207,31,677,188,91,128,62,3344,2,1,7045,1,0,3500,163,79,5923,207,677,1429758,364,130,63,3427,126,61,3235,50,24,408,147,71,5501,88,43,1782,375,55,3813,54,1297134,3564,408,60,2465042,6042,445569,427980,407580,20400,14089,3500,965473,808645,156828,188,91
182005,2633,9,0,0,2538,96,95,4,0,0,29965,,,,2198,83,1972,75,3643,1573,60,1756,721,27,1599,232,9,3438,2633,29965,51155190,8435,2112,80,5256,1264,48,4679,1724,65,737,229,9,3426,3,0,4333,14091,47,3630,28,30082412,3566,2729,9,10509483,3851,11100057,7184389,5914633,1269756,2762433,1153235,797585,784585,13000,2163,82
182148,91,23,,,,,,,,,399,,,,81,89,64,70,4694,0,0,,0,0,,78,86,7743,91,399,1222595,221,64,70,4694,64,70,4694,0,0,,78,86,7743,0,0,,241,60,5073,55,1126010,5095,270,68,2620672,9706,300442,300442,300442,0,0,0,603939,603939,0,81,89
182281,4327,17,0,0,3719,86,608,14,0,0,25864,,,,4118,95,2281,53,4291,3292,76,2312,1961,45,3724,914,21,6039,4327,25864,115165240,9557,3973,92,6217,1789,41,5102,2131,49,310,888,21,5000,62,1,17424,19870,77,5796,37,44060360,4610,7020,27,62850087,8953,24701720,9786857,9126829,660028,7611336,7303527,5519848,4439563,1080285,4089,94
182290,3295,20,0,0,2399,73,896,27,0,0,16845,,,,2950,90,1816,55,3223,2267,69,3348,2026,61,3478,994,30,6579,3295,16845,89196962,4376,2833,86,7232,940,29,4895,1439,44,869,964,29,5001,143,4,12013,12876,76,6927,26,20272109,4633,4858,29,30443250,6267,20488706,5852297,4601480,1250817,7589398,7047011,6539035,4821207,1717828,2918,89
182306,116,3,0,0,76,66,40,34,0,0,3772,,,,70,60,55,47,4365,45,39,1257,6,5,4288,18,16,6183,116,3772,3325405,673,70,60,4605,51,44,4580,12,10,542,16,14,5706,3,3,6667,1433,38,2321,18,1439429,2139,204,5,1444328,7080,322373,240061,233561,6500,56587,25725,111298,91298,20000,70,60
182458,41,15,,,,,,,,,274,,,,41,100,9,22,3805,4,10,2380,28,68,18318,17,41,6395,41,274,4958331,85,41,100,13577,5,12,6049,4,10,1000,15,37,6061,2,5,8900,253,92,19598,31,416059,4895,125,46,939287,7514,556663,34247,30247,4000,9520,512896,108712,90912,17800,41,100
182500,891,9,0,0,863,97,28,3,0,0,10249,,,,727,82,611,69,2887,599,67,2601,250,28,1948,21,2,4307,891,10249,15675984,1789,723,81,5268,329,37,4235,282,32,1315,21,2,4307,0,0,,3395,33,4617,17,6591689,3685,333,3,1982799,5954,3808728,1763945,1393247,370698,1557871,486912,90455,90455,0,727,82
182564,329,9,0,0,325,99,4,1,0,0,3495,,,,306,93,239,73,3494,239,73,2329,181,55,1063,6,2,4948,329,3495,6249884,784,303,92,5228,139,42,4470,224,68,955,6,2,4948,0,0,,1512,43,4134,22,2762166,3523,110,3,692481,6295,1584212,835139,621324,213815,556670,192403,29690,29690,0,303,92
182634,233,27,,,,,,,,,878,,,,233,100,207,89,2588,57,24,1939,233,100,33622,192,82,8584,233,878,27453600,228,233,100,36396,79,34,4512,207,89,866,191,82,5277,42,18,15243,786,90,34928,26,1079149,4733,624,71,4029839,6458,8480327,535779,356419,179360,110550,7833998,1648160,1007969,640191,233,100
182670,1057,25,,,,,,,,,4170,,,,631,60,185,18,8501,1,0,999,502,47,53418,483,46,6445,1057,4170,105169078,723,506,48,56106,183,17,4804,153,14,4533,208,20,5066,386,37,5335,2258,54,46576,17,3175214,4392,836,20,4472211,5350,28389738,1572700,879108,693592,999,26816039,3112990,1053780,2059210,570,54
182704,,,,,,,,,,,,2,2,81,1,50,1,50,6395,0,0,,0,0,,1,50,9500,2,81,296887,39,1,50,6395,1,50,6395,0,0,,1,50,9500,0,0,,55,68,5398,48,183567,4707,53,65,360041,6793,6395,6395,6395,0,0,0,9500,9500,0,1,50
182722,,,,,,,,,,,,8,4,218,8,100,4,50,6617,0,0,,0,0,,7,88,6735,8,218,364880,60,4,50,6617,4,50,6617,0,0,,7,88,6735,0,0,,90,41,4054,28,273380,4556,88,40,629337,7152,26467,26467,26467,0,0,0,47147,47147,0,8,100
182795,389,27,,,,,,,,,1436,,,,389,100,114,29,5449,39,10,1926,377,97,29884,303,78,9358,389,1436,39410671,389,389,100,30752,112,29,4677,54,14,1803,302,78,5171,83,21,15349,1358,95,29021,27,1743136,4481,1080,75,6665334,6172,11962670,621172,523822,97350,75100,11266398,2835569,1561583,1273986,389,100
182892,,,,,,,,,,,,55,86,64,34,62,21,38,3520,10,18,3545,6,11,475,30,55,5914,55,64,141870,28,28,51,4008,21,38,3520,0,0,,29,53,5420,2,4,10114,35,55,4053,44,94670,3381,38,59,200027,5264,112216,73916,73916,0,35450,2850,177409,157182,20227,34,62
182917,20,28,,,,,,,,,71,,,,20,100,18,90,3783,4,20,1250,20,100,18593,11,55,4096,20,71,1672053,40,20,100,22248,10,50,5410,18,90,778,11,55,4096,0,0,,71,100,23550,56,195985,4900,47,66,238498,5074,444964,68100,54100,14000,5000,371864,45053,45053,0,20,100
182953,,,,,,,,,,,,39,28,139,39,100,26,67,4699,3,8,4000,32,82,1587,35,90,6305,39,139,485477,81,38,97,4867,26,67,4574,26,67,125,35,90,6305,0,0,,128,92,3793,58,316592,3909,120,86,677225,5644,184961,122166,118916,3250,12000,50795,220660,220660,0,39,100
182980,274,15,,,,,,,,,1770,,,,259,95,122,45,5243,30,11,2759,233,85,26288,214,78,8513,274,1770,33303209,815,256,93,26748,122,45,5243,0,0,,213,78,5626,46,17,13554,1405,79,23703,46,3998525,4906,1288,73,9416251,7311,6847465,639626,639626,0,82771,6125068,1821787,1198310,623477,256,93
182999,,,,,,,,,,,,21,84,25,21,100,21,100,4966,6,29,2917,0,0,,21,100,6302,21,25,121778,20,21,100,5799,20,95,4743,21,100,449,21,100,6302,0,0,,25,100,4871,80,94850,4743,21,84,132346,6302,121778,104278,94850,9428,17500,0,132346,132346,0,21,100
183026,2947,3,,,,,,,,,111519,,,,2530,86,1512,51,3513,106,4,2028,1144,39,7403,1472,50,5216,2947,111519,177376080,49962,2330,79,6006,1500,51,3450,157,5,868,1465,50,5176,13,0,7258,54567,49,3251,45,148135844,2965,69092,62,487777835,7060,13995029,5311178,5174853,136325,214968,8468883,7677367,7583009,94358,2523,86
183035,,,,,,,,,,,,16,47,34,16,100,15,94,3272,0,0,,0,0,,16,100,4530,16,34,152685,15,15,94,3272,15,94,3272,0,0,,16,100,4530,0,0,,15,44,10179,44,49075,3272,22,65,106306,4832,49075,49075,49075,0,0,0,72481,72481,0,16,100
183044,2619,22,0,0,1152,44,1467,56,0,0,11787,,,,2465,94,1224,47,3890,218,8,1661,2313,88,14122,1619,62,10429,2619,11787,124929717,2332,2404,92,15719,539,21,4373,1221,47,1969,1567,60,5540,469,18,17490,9602,81,13011,20,10497043,4501,7163,61,47345675,6610,37788122,4760908,2356889,2404019,362100,32665114,16884337,8681498,8202839,2465,94
183062,736,24,0,0,351,48,385,52,0,0,3096,,,,730,99,459,62,3108,103,14,1588,730,99,7352,548,74,10021,736,3096,28162424,728,730,99,9531,207,28,4384,459,62,1131,533,72,5158,187,25,14663,2904,94,9698,24,3270403,4492,2145,69,13487356,6288,6957428,1426703,907438,519265,163526,5367199,5491411,2749436,2741975,730,99
183071,91,13,0,0,90,99,1,1,0,0,711,,,,86,95,42,46,5726,21,23,1667,82,90,5688,48,53,6182,91,711,4227705,264,83,91,8938,39,43,4584,39,43,1582,47,52,4457,9,10,9696,589,83,7178,37,1148704,4351,348,49,2296274,6598,741880,240476,178766,61710,35000,466404,296750,209489,87261,86,95
183080,1073,29,0,0,452,42,621,58,0,0,3739,,,,1064,99,385,36,5137,181,17,1399,1051,98,6877,855,80,8823,1073,3739,35008314,1089,1053,98,8983,356,33,4757,385,36,739,850,79,5237,212,20,14585,3430,92,10207,29,4948363,4544,2781,74,17582894,6323,9458902,1977754,1693357,284397,253200,7227948,7543953,4451837,3092116,1064,99
183099,373,13,10,3,359,96,4,1,0,0,2945,,,,279,75,165,44,4070,150,40,2203,16,4,819,188,50,5025,373,2945,6086633,798,194,52,5233,130,35,4349,56,15,1895,186,50,4597,11,3,8140,1397,47,4357,27,3049298,3821,1123,38,6829724,6082,1015150,671566,565423,106143,330481,13103,944646,855104,89542,279,75
183105,98,15,19,19,79,81,0,0,0,0,649,,,,85,87,58,59,4568,46,47,2700,23,23,1413,62,63,6208,98,649,2258685,273,74,76,5698,49,50,4505,22,22,2008,61,62,5650,5,5,8052,453,70,4986,42,1139883,4175,270,42,1674473,6202,421619,264935,220758,44177,124179,32505,384912,344652,40260,85,87
183114,35,5,8,23,26,74,1,3,0,0,694,,,,31,89,17,49,6221,16,46,1809,20,57,701,13,37,5688,35,694,2482727,257,28,80,5311,15,43,5570,6,17,3700,13,37,5688,0,0,,492,71,5046,37,1184362,4608,273,39,1848273,6770,148704,105751,83549,22202,28942,14011,73946,73946,0,29,83
183123,99,14,14,14,85,86,0,0,0,0,697,,,,85,86,62,63,4325,45,45,2370,12,12,2093,47,47,6054,99,697,2263524,199,67,68,5969,42,42,5033,40,40,1419,44,44,5028,6,6,10551,435,62,5204,29,1094303,5499,236,34,1454616,6164,399930,268156,211386,56770,106653,25121,284557,221250,63307,77,78
183132,227,10,15,7,209,92,3,1,0,0,2263,,,,151,67,93,41,5480,72,32,2454,24,11,1406,94,41,5738,227,2263,6753601,602,114,50,6316,69,30,4990,40,18,4133,94,41,5389,4,2,8200,1178,52,5733,27,3302542,5486,750,33,4945819,6594,720057,509600,344297,165303,176703,33754,539369,506569,32800,145,64
183141,202,15,11,5,188,93,2,1,1,0,1352,,,,132,65,78,39,4708,71,35,2806,24,12,1464,69,34,5405,202,1352,3327038,369,102,50,5898,64,32,4379,24,12,3624,67,33,4622,7,3,9040,682,50,4878,27,1400225,3795,351,26,1964558,5597,601620,367247,280276,86971,199230,35143,372972,309691,63281,126,62
183150,199,13,10,5,187,94,2,1,0,0,1565,,,,141,71,72,36,4942,61,31,2033,37,19,1201,79,40,5241,199,1565,3362062,404,107,54,4900,62,31,4670,21,11,3156,78,39,5123,2,1,7250,762,49,4412,26,1849083,4577,480,31,2649563,5520,524276,355827,289552,66275,124010,44439,414062,399562,14500,141,71
183202,,,,,,,,,,,,25,22,115,21,84,12,48,5208,0,0,,2,8,1000,19,76,8146,25,115,197849,37,13,52,4961,11,44,5272,3,12,1500,19,76,8146,0,0,,51,44,3879,32,170602,4611,53,46,430591,8124,64495,62495,57995,4500,0,2000,154768,154768,0,21,84
183211,171,13,,,,,,,,,1296,,,,171,100,55,32,5319,32,19,3234,170,99,18592,142,83,8936,171,1296,16882727,362,171,100,20799,55,32,4728,25,15,1300,142,83,5493,33,19,14815,1045,81,16156,28,1591980,4398,930,72,6655510,7156,3556620,292541,260041,32500,103500,3160579,1268945,780055,488890,171,100
183239,530,26,,,,,,,,,2019,,,,530,100,57,11,5373,23,4,1239,529,100,26816,381,72,9159,530,2019,58741060,228,529,100,27449,57,11,4351,55,10,1059,378,71,5334,87,16,16934,2013,100,29181,11,1018148,4466,1367,68,8872338,6490,14520685,306261,248011,58250,28500,14185924,3489643,2016367,1473276,529,100
183248,0,0,,,,,,,,,92,,,,,,,,,,,,,,,,,,0,92,51024,18,,,,,,,,,,,,,,,,39,42,1308,20,35974,1999,60,65,221048,3684,,,,,,,,,,,
183257,49,3,0,0,39,80,10,20,0,0,1621,,,,45,92,33,67,4664,19,39,757,19,39,1017,38,78,3343,49,1621,4347560,546,37,76,5071,31,63,4310,28,57,725,38,78,3343,0,0,,1159,71,3751,34,2156454,3950,829,51,4247773,5124,187630,153910,133610,20300,14388,19332,127052,127052,0,45,92
183275,20,25,,,,,,,,,80,,,,20,100,7,35,4688,0,0,,20,100,17405,16,80,6281,20,80,1395777,30,20,100,19046,7,35,4438,7,35,250,16,80,5188,1,5,17500,79,99,17668,38,143750,4792,52,65,340880,6555,380915,32815,31065,1750,0,348100,100500,83000,17500,20,100
183488,106,20,,,,,,,,,533,,,,106,100,84,79,5293,15,14,5040,106,100,1384,95,90,7859,106,533,4408017,413,106,100,6291,84,79,5044,63,59,332,95,90,7644,3,3,6829,528,99,8349,77,2584509,6258,318,60,2468715,7763,666885,444622,423684,20938,75595,146668,746649,726161,20488,106,100
183600,5,11,,,,,,,,,45,,,,0,0,0,0,,0,0,,0,0,,0,0,,5,45,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
183655,751,17,711,95,39,5,1,0,0,0,4464,,,,699,93,657,87,3791,390,52,2721,193,26,873,64,9,4699,751,4464,15713675,2258,694,92,5361,437,58,4860,648,86,567,64,9,4660,1,0,2518,3722,83,4222,51,7801203,3455,413,9,2266776,5489,3720549,2490753,2123653,367100,1061299,168497,300734,298216,2518,699,93
183725,,,,,,,,,,,,240,29,831,219,91,192,80,4961,0,0,,41,17,794,197,82,8737,240,831,2585590,527,193,80,5104,188,78,4936,69,29,356,192,80,7837,52,22,4163,578,70,4473,63,2287164,4340,518,62,3428661,6619,985008,952459,927907,24552,0,32549,1721261,1504782,216479,219,91
183743,1608,14,1228,76,362,23,18,1,0,0,11409,,,,1059,66,863,54,5493,602,37,2904,0,0,,354,22,5057,1608,11409,32109437,3777,922,57,7038,756,47,4738,478,30,2423,350,22,4978,7,0,6848,5340,47,6013,33,15272875,4044,1967,17,11178678,5683,6488752,4740307,3582100,1158207,1748445,0,1790068,1742130,47938,1048,65
183789,350,14,,,,,,,,,2451,,,,332,95,263,75,5399,213,61,9591,308,88,7682,184,53,4371,350,2451,36089879,1577,331,95,17610,253,72,5055,206,59,685,184,53,4213,2,1,14500,2274,93,15871,64,8611887,5461,1707,70,13875853,8129,5828928,1420001,1278976,141025,2042901,2366026,804258,775258,29000,332,95
183804,0,0,,,,,,,,,3005,,,,,,,,,,,,,,,,,,0,3005,62542016,2067,,,,,,,,,,,,,,,,3000,100,20847,69,10506604,5083,0,0,0,,,,,,,,,,,,
183822,352,23,,,,,,,,,1533,,,,344,98,288,82,4565,289,82,7920,344,98,11342,334,95,3180,352,1533,38668886,1078,344,98,21818,288,82,4403,46,13,1017,334,95,3103,4,1,6475,1480,97,26128,70,5133214,4762,1380,90,6413592,4648,7505538,1314793,1267992,46801,2288973,3901772,1062191,1036291,25900,344,98
183859,1435,14,1229,86,190,13,16,1,0,0,10438,,,,679,47,529,37,5414,405,28,2953,54,4,1097,115,8,4998,1435,10438,19947280,2374,605,42,6808,439,31,4806,459,32,1643,112,8,4900,3,0,8629,3549,34,5621,23,9430618,3972,854,8,4858507,5689,4118941,2863875,2109844,754031,1195809,59257,574727,548841,25886,679,47
183877,1121,15,933,83,177,16,11,1,0,0,7267,,,,750,67,383,34,4586,347,31,2580,319,28,1380,97,9,4593,1121,7267,14530209,2064,700,62,4417,345,31,4594,161,14,1065,93,8,4513,4,0,6464,3104,43,4681,28,7918667,3837,717,10,3649130,5089,3092006,1756274,1584824,171450,895419,440313,445524,419667,25857,742,66
183910,445,26,,,,,,,,,1745,,,,443,100,257,58,5633,253,57,10881,442,99,21960,367,82,6503,445,1745,47648609,865,442,99,31464,257,58,5321,60,13,1335,364,82,5515,21,5,18055,1667,96,28583,50,4482583,5182,1250,72,8239275,6591,13906915,1447657,1367557,80100,2752965,9706293,2386588,2007429,379159,442,99
183938,790,10,695,88,78,10,16,2,1,0,8122,,,,580,73,471,60,5458,343,43,2434,31,4,1153,67,8,4771,790,8122,23914585,3035,540,68,6373,377,48,5156,470,59,1334,64,8,4715,3,0,5953,4341,53,5509,37,12723832,4192,761,9,4019918,5282,3441448,2570907,1943823,627084,834786,35755,319629,301769,17860,580,73
183974,230,19,,,,,,,,,1191,,,,230,100,96,42,5566,76,33,10188,221,96,19434,203,88,4717,230,1191,21737741,450,229,100,24470,96,42,4878,39,17,1694,203,88,3369,19,8,14405,1002,84,21694,38,2051576,4559,923,77,4383579,4749,5603580,534298,468240,66058,774297,4294985,957529,683830,273699,230,100
183983,,,,,,,,,,,,186,100,186,83,45,39,21,3973,6,3,4459,0,0,,38,20,3082,186,186,181707,39,45,24,4038,39,21,3973,0,0,,38,20,3082,0,0,,45,24,4038,21,154954,3973,38,20,117100,3082,181707,154954,154954,0,26753,0,117100,117100,0,83,45
184056,,,,,,,,,,,,344,36,956,333,97,313,91,3970,0,0,,278,81,980,298,87,7288,344,956,3483770,631,333,97,4550,264,77,4103,255,74,625,298,87,7226,1,0,18345,815,85,4275,66,2316039,3670,756,79,4655124,6158,1515019,1242669,1083169,159500,0,272350,2171819,2153474,18345,333,97
184092,,,,,,,,,,,,363,34,1075,360,99,324,89,3265,8,2,5136,6,2,6907,352,97,9487,363,1075,2078718,694,329,91,3466,324,89,3185,274,75,95,336,93,8999,257,71,1229,706,66,2944,65,1901580,2740,662,62,5232169,7904,1140435,1057900,1031900,26000,41091,41444,3339537,3023631,315906,360,99
184180,942,14,743,79,191,20,8,1,0,0,6697,,,,512,54,296,31,4868,225,24,2448,52,6,658,179,19,4771,942,6697,11558215,1438,341,36,5941,296,31,4669,130,14,452,174,18,4597,10,1,5411,2266,34,5101,21,5457222,3795,935,14,4025693,4306,2025801,1440786,1382030,58756,550783,34232,853927,799820,54107,496,53
184205,359,14,318,89,38,11,3,1,0,0,2651,,,,343,96,342,95,3874,179,50,2209,49,14,1843,51,14,5132,359,2651,8027114,1008,343,96,5278,195,54,4750,341,95,1168,51,14,4985,1,0,7500,1909,72,4205,38,4128450,4096,372,14,1988383,5345,1810411,1324738,926339,398399,395373,90300,261716,254216,7500,343,96
184348,343,21,,,,,,,,,1636,,,,340,99,121,35,7748,115,34,8947,340,99,24587,178,52,7604,343,1636,38582327,496,340,99,30371,121,35,5364,117,34,2466,178,52,5286,33,10,12500,1474,90,26175,30,2591591,5225,761,47,4929970,6478,10326008,937568,649101,288467,1028858,8359582,1353486,940993,412493,340,99
184427,,,,,,,,,,,,226,45,502,223,99,203,90,3376,0,0,,167,74,2084,162,72,7340,226,502,1968678,266,223,99,4634,134,59,4131,189,84,698,162,72,7340,0,0,,442,88,4454,53,1042120,3918,343,68,2386263,6957,1033356,685381,553506,131875,0,347975,1189107,1189107,0,223,99
184481,679,11,635,94,0,0,44,6,0,0,6360,,,,611,90,611,90,4996,324,48,2553,23,3,3815,2,0,8500,679,6360,24731657,3150,611,90,6493,460,68,4942,611,90,1276,0,0,,2,0,8500,4749,75,5208,50,12835244,4075,0,0,0,,3967523,3052474,2273117,779357,827310,87739,17000,0,17000,611,90
184506,,,,,,,,,,,,49,23,211,37,76,35,71,5713,1,2,1000,4,8,906,30,61,8671,49,211,674235,139,35,71,5845,35,71,5490,13,27,600,30,61,8436,3,6,2355,140,66,4816,66,615449,4428,104,49,856346,8234,204574,199949,192149,7800,1000,3625,260134,253068,7066,37,76
184603,512,9,,,,,,,,,5734,,,,512,100,325,63,5891,272,53,11373,492,96,28300,267,52,5754,512,5734,70330892,1337,511,100,37049,312,61,5627,212,41,750,259,51,5228,10,2,18217,2228,39,31567,23,6865819,5135,1514,26,11419116,7542,18931869,1914734,1755734,159000,3093524,13923611,1536188,1354014,182174,512,100
184612,419,20,,,,,,,,,2115,,,,416,99,307,73,6049,254,61,10893,416,99,18138,169,40,6775,419,2115,44767012,1028,416,99,29253,272,65,5485,298,71,1225,163,39,5624,20,5,11413,1705,81,26256,49,5239347,5097,1172,55,8966641,7651,12169455,1857076,1492030,365046,2766853,7545526,1144978,916722,228256,416,99
