UNITID,LEXP100K,LCOLELYN,LPBOOKS,LEBOOKS,LEDATAB,LPMEDIA,LEMEDIA,LPSERIA,LESERIA,LPCLLCT,LECLLCT,LTCLLCT,LPCRCLT,LECRCLT,LTCRCLT,LILLDYN,LILLDPR,LILLDRC,LILSYN,LSTOTAL,LSLIBRN,LSOPROF,LSOPAID,LSSTAST,LBRANCH,LSALWAG,LFRNGBYN,LFRNGBN,LEXMSBB,LEXMSCS,LEXMSOT,LEXMSTL,LEXOMPS,LEXOMOT,LEXOMTL,LEXPTOT,LSWMSOM
139861,1,2,168773,881702,294,11333,85235,3041,185004,183147,1152235,1335382,2919,376078,378997,1,597,1213,1,46,9,1,7,29,0,1022912,2,0,93891,245117,19152,358160,12317,192859,205176,1586248,1586248
139931,1,2,588595,1151046,315,49042,193852,14162,125822,651799,1471035,2122834,12896,786841,799737,1,7113,7053,1,83.40000000000001,23,2,45,13.4,2,2991703,1,892430,234512,2276382,28328,2539222,9250,571490,580740,7004095,6111665
139940,1,2,1064361,1700096,689,101757,244761,36089,364258,1202207,2309804,3512011,22619,1531600,1554219,1,8678,6649,1,125.7,47.1,12,43.3,23.3,1,5853092,2,0,566708,5703074,96986,6366768,100331,1841225,1941556,14161416,14161416
139959,1,2,4080285,1269667,0,644890,215817,95759,238815,4820934,1724299,6545233,74869,808475,883344,1,17313,7814,1,274,82,29,109,54,15,12223162,2,0,1812130,12591227,619471,15022828,172826,2025621,2198447,29444437,29444437
139968,1,2,83547,691568,313,10396,1377,723,99467,94666,792725,887391,2351,29023,31374,1,201,98,1,9,4,2,0,3,0,291972,1,113144,42000,50000,0,92000,0,0,0,497116,383972
139986,1,2,41764,643365,235,946,7967,0,82432,42710,733999,776709,823,67893,68716,1,1,0,1,8,3,4,0,1,2,241725,2,0,0,15000,230,15230,1500,5000,6500,263455,263455
139995,2,2,1205,0,0,30,0,10,0,1245,0,1245,1025,0,1025,2,,,1,1,0,1,0,0,,,-2,,,,,,,,,,
140003,2,2,0,0,0,15,64,0,0,15,64,79,12,65,77,2,,,2,,,,,,,,-2,,,,,,,,,,
140012,1,2,14185,606502,260,78,88864,32,0,14295,695626,709921,606,96377,96983,1,0,2,1,6,3,2,0,1,1,243539,1,146435,12130,58578,0,70708,0,4227,4227,464909,318474
140234,1,2,93799,681500,300,8829,2620781,27,40,102655,3302621,3405276,3016,2321410,2324426,1,425,200,1,15,2,0,5,8,0,301826,2,0,12797,171339,871,185007,2320,0,2320,489153,489153
140243,1,2,10254,468866,207,570,47112,59,95558,10883,611743,622626,1547,31174,32721,1,34,3,1,6,4,0,2,0,4,321086,1,156570,50539,40249,416,91204,0,0,0,568860,412290
140252,1,2,26599,687884,258,1602,51104,256,85074,28457,824320,852777,1464,21164,22628,1,1604,117,1,13,4,6,2,1,0,731880,2,0,147590,328350,1539,477479,9710,49585,59295,1268654,1268654
140331,1,2,43475,719043,20,1642,80426,33,0,45150,799489,844639,4023,54963,58986,1,6,4,1,18,9.5,0,6.5,2,6,719728,2,0,47420,30464,0,77884,0,23367,23367,820979,820979
140340,1,2,27,374896,118,0,113478,23,80938,50,569430,569480,1,411275,411276,1,0,1,1,1,0,1,0,0,0,37832,1,9458,5994,45177,82,51253,0,22863,22863,121406,111948
140447,1,2,293362,2265827,320,7892,129209,3759,260644,305013,2656000,2961013,17020,515152,532172,1,2076,4967,1,66,26,16,3,21,4,2737473,1,1162403,306564,3184448,122153,3613165,0,393572,393572,7906613,6744210
140562,1,2,2689,2431,23,0,0,11060,15762,13749,18216,31965,381,118519,118900,1,392,299,1,12,4,0,5,3,0,565633,1,157988,4259,1691956,1006,1697221,375,23390,23765,2444607,2286619
140678,1,2,22476,715117,236,3436,963,0,236802,25912,953118,979030,981,1713,2694,1,57,17,1,5,2,2,0,1,2,198524,2,0,16880,0,0,16880,0,0,0,215404,215404
140696,1,2,155225,777770,267,5272,33750,153,115011,160650,926798,1087448,7191,119291,126482,1,175,0,1,10.7,3.5,0,2.2,5,0,263896,2,0,18875,148763,48699,216337,1293,7737,9030,489263,489263
140720,1,2,73318,248971,255,1187,109,188,185,74693,249520,324213,294,684,978,1,13,7,1,16,1,2,3,10,0,140207,1,28587,2512,12618,2380,17510,1094,31982,33076,219380,190793
140818,1,2,74506,680813,255,1870,61601,33,34886,76409,777555,853964,566,64610,65176,1,1536,761,1,10.5,3.5,0,1,6,0,299698,2,0,18710,226979,0,245689,0,64144,64144,609531,609531
140872,1,2,63150,198731,160,2725,43326,44,36951,65919,279168,345087,1077,23764,24841,1,97,86,1,7,2,0,3,2,0,184924,1,57889,4174,121028,2301,127503,129,3112,3241,373557,315668
140942,1,2,20703,695331,245,3417,1092,34,173744,24154,870412,894566,422,30231,30653,1,0,20,1,4,2,1,0,1,1,147148,1,102793,6684,42146,956,49786,0,207223,207223,506950,404157
140951,1,2,252547,314118,55,462554,194943,2046,56054,717147,565170,1282317,40428,14673,55101,1,659,408,1,17,14,3,0,0,3,1172911,1,255113,225075,589176,289,814540,0,634307,634307,2876871,2621758
140960,1,2,138367,25775,235,3967,1093,3360,60579,145694,87682,233376,1684,47448,49132,1,190,134,1,4.48,2,2,0,0.48,0,259407,1,86772,1083,38609,2967,42659,3648,79071,82719,471557,384785
140988,1,2,100718,1436104,256,12437,3048647,535,86033,113690,4571040,4684730,470,56423,56893,1,141,1152,1,9.300000000000001,3,0,0.3,6,0,123270,1,8638,33111,94665,964,128740,0,21792,21792,282440,273802
141006,1,2,21372,89287,315,189,307,56,36,21617,89945,111562,342,1255,1597,2,,,1,4,1,1,0,2,1,107443,2,0,0,32128,0,32128,0,16961,16961,156532,156532
141167,1,2,16837,315168,252,1083,0,0,29777,17920,345197,363117,129,43523,43652,1,78,126,1,6.5,1.5,1,0,4,0,122895,2,0,0,26115,48569,74684,0,0,0,197579,197579
141185,1,2,50477,758894,260,1747,38965,107,176304,52331,974423,1026754,2346,148381,150727,1,175,127,1,5,2,0,0,3,1,90000,2,0,21579,49257,26538,97374,0,8046,8046,195420,195420
141237,1,2,18847,695331,147,42,0,8,0,18897,695478,714375,885,22259,23144,1,0,23,1,3.75,2,0,1,0.75,0,149581,1,58408,3955,67384,1185,72524,0,9345,9345,289858,231450
141255,1,2,30745,466505,184,2978,16048,125,80528,33848,563265,597113,3821,57405,61226,1,43,18,1,8,2,2,1,3,4,140854,1,83473,14409,13784,5000,33193,0,0,0,257520,174047
141264,1,2,480671,754466,215,29139,107631,9961,158838,519771,1021150,1540921,8069,257645,265714,1,6685,2788,1,42.75,11,4,19,8.75,0,1625600,1,599854,81092,884149,855,966096,6339,277373,283712,3475262,2875408
141325,1,2,66672,532632,190,1829,39867,573,92611,69074,665300,734374,1493,43482,44975,1,113,124,1,4.88,3,0,0,1.88,0,149711,2,0,18838,113113,0,131951,1754,41672,43426,325088,325088
141334,1,2,381227,843745,394,6639,0,5872,136644,393738,980783,1374521,16347,135539,151886,1,1222,2390,1,39,11,15,0,13,1,1625514,2,0,68387,631935,0,700322,0,9187,9187,2335023,2335023
141361,1,2,41300,350698,235,5411,0,6,62598,46717,413531,460248,2629,61075,63704,1,126,122,1,6.25,2,1.75,1,1.5,0,166700,1,50200,16000,73700,2800,92500,1500,42569,44069,353469,303269
141486,1,2,50389,496100,112,4822,53559,76,66411,55287,616182,671469,3518,63868,67386,1,14,39,1,8.5,2.5,2,2,2,0,317933,1,82663,4230,214471,0,218701,0,38835,38835,658132,575469
141565,1,2,150286,486833,119,6390,43929,4555,10552,161231,541433,702664,10529,397144,407673,1,182,715,1,43,6,14,3,20,0,1093023,1,1365,91794,141965,0,233759,0,24437,24437,1352584,1351219
141574,1,2,2300561,1051771,580,326018,372296,98035,247361,2724614,1672008,4396622,76911,1294182,1371093,1,3685,18949,1,141.11,53.75,29.94,35.36,22.06,2,9443559,1,482752,551283,9705439,302597,10559319,17390,1157304,1174694,21660324,21177572
141644,1,2,60147,393075,178,1968,70016,554,84273,62669,547542,610211,828,108708,109536,1,206,166,1,15.51,9.48,0,3.48,2.55,1,546985,1,107149,47108,486234,1760,535102,5509,77670,83179,1272415,1165266
141680,1,2,56555,472182,63,573,45004,32,82181,57160,599430,656590,1393,39146,40539,1,44,95,1,6,2,4,0,0,0,371807,2,0,11977,12577,46916,71470,75,35242,35317,478594,478594
141796,1,2,60574,489921,71,540,37388,20,87005,61134,614385,675519,1730,56252,57982,1,123,39,1,13.75,7,3,3,0.75,0,978981,1,1780,26404,42976,9093,78473,659,73444,74103,1133337,1131557
141802,1,2,50596,437163,85,317,37083,18,81284,50931,555615,606546,854,12988,13842,1,19,98,1,2.5,1,0,1,0.5,0,139965,2,0,476,28028,0,28504,0,0,0,168469,168469
141811,1,2,46231,438965,108,787,82021,59,89064,47077,610158,657235,2013,196015,198028,1,79,137,1,13,7,3,2,1,0,908748,2,0,13814,74384,16706,104904,0,622044,622044,1635696,1635696
141839,1,2,25250,448564,58,3253,82388,169,88497,28672,619507,648179,2416,140118,142534,1,35,62,1,3.5,1.5,2,0,0,1,177786,2,0,7049,65923,8670,81642,0,9136,9136,268564,268564
141981,1,2,31358,437163,95,2194,79654,63,81284,33615,598196,631811,771,12384,13155,1,0,281,1,14,5,2,0,7,0,528098,1,169,7954,123598,2060,133612,0,33726,33726,695605,695436
141990,1,2,40648,300078,37,2330,81339,339,51344,43317,432798,476115,886,10955,11841,1,92,70,1,8.199999999999999,5,2,0,1.2,0,587234,1,248,21537,18522,0,40059,8088,76764,84852,712393,712145
142090,2,2,38065,1745,2,1107,3,82,9,39254,1759,41013,7585,1588,9173,1,0,0,1,2.95,1,0,0.75,1.2,,,-2,,,,,,,,,,
142115,1,2,447551,105020,253,20599,9899,11793,136977,479943,252149,732092,15709,780955,796664,1,2258,7007,1,65.75,23,17,19.75,6,0,2862035,1,1097883,110013,3285534,43920,3439467,74414,573896,648310,8047695,6949812
142179,1,2,15941,13811,9,354,0,2210,0,18505,13820,32325,474,507,981,1,98,14,1,1,1,0,0,0,1,99084,2,0,7000,28995,1992,37987,0,0,0,137071,137071
142276,1,2,848389,426251,192,163476,15937,25886,522451,1037751,964831,2002582,14089,4431292,4445381,1,4804,4376,1,35,12,18,0,5,2,2394730,1,683140,135429,3151392,1458,3288279,0,315261,315261,6681410,5998270
142285,1,2,911227,1654350,348,180021,139817,53594,146102,1144842,1940617,3085459,21871,19378,41249,1,6157,2255,1,54.25,21,3,24,6.25,1,2111091,2,0,166740,2828701,11907,3007348,7865,372538,380403,5498842,5498842
142294,1,2,86686,42442,59,3167,110761,5,42858,89858,196120,285978,4771,4000,8771,1,742,362,1,5.37,2,0,3,0.37,0,242235,1,60105,38846,165089,85,204020,0,45350,45350,551710,491605
142328,1,2,61802,33186,148,1665,47541,1288,80797,64755,161672,226427,3553,1502850,1506403,1,199,812,1,18,3,0,2,13,0,340392,1,132350,15488,339641,8719,363848,5439,48575,54014,890604,758254
142443,1,2,76942,287608,78,5311,28741,118,118526,82371,434953,517324,4021,9295,13316,1,1173,403,1,11.25,3,3,5.25,0,0,526516,1,190559,45961,178784,113826,338571,0,0,0,1055646,865087
142461,1,2,104099,234500,58,2969,129783,2170,97770,109238,462111,571349,1415,82261,83676,1,240,1935,1,10.5,3,2.5,0,5,0,300819,2,0,15872,179542,18469,213883,0,13433,13433,528135,528135
142522,1,2,147701,1100000,425,5269,1868594,15,209629,152985,3178648,3331633,37823,4170007,4207830,1,869,1252,1,50.14,12,0,6.84,31.3,0,1957497,2,0,93476,1088110,17728,1199314,0,112893,112893,3269704,3269704
142559,1,2,49629,354881,100,4963,6,274,169,54866,355156,410022,1943,73466,75409,1,283,178,1,9,3,3,1,2,0,275851,1,91812,10272,101949,31396,143617,0,54293,54293,565573,473761
142832,1,2,14038,307888,68,890,6112,103,94039,15031,408107,423138,733,148073,148806,1,485,1923,1,12,6,0,0,6,1,428289,1,102227,16854,204758,24653,246265,0,70661,70661,847442,745215
142887,2,2,4544,3235,126,115,0,44,5,4703,3366,8069,86,791,877,1,0,2,1,5,1,0,0,4,,,-2,,,,,,,,,,
142957,2,2,5379,0,24,0,0,0,0,5379,24,5403,233,298,531,1,8,0,1,2,1,0,0,1,,,-2,,,,,,,,,,
143048,1,2,109591,118032,0,14544,26148,939,0,125074,144180,269254,44826,161133,205959,1,1441,4070,1,36,8,1,6,21,0,1047913,1,224157,175761,49738,274135,499634,9177,60462,69639,1841343,1617186
143084,1,2,99450,393129,97,1945,96472,670,117688,102065,607386,709451,2267,177148,179415,1,8227,2664,1,16.78,7,1,5,3.78,0,656156,2,0,33896,398665,305,432866,650,125261,125911,1214933,1214933
143118,1,2,14833,272728,80,2332,29027,40,83583,17205,385418,402623,1257,19168,20425,1,1630,2384,1,8.630000000000001,3.75,0,0,4.88,1,388021,2,0,8004,228830,23459,260293,0,20275,20275,668589,668589
143215,1,2,69552,72194,80,2506,16051,0,0,72058,88325,160383,2487,2346,4833,1,383,722,1,7.9,3.7,0,4.2,0,2,377298,1,37837,20188,36765,0,56953,0,28246,28246,500334,462497
143279,1,2,29331,280038,107,671,103052,358,48496,30360,431693,462053,801,67315,68116,1,286,165,1,7.18,4,0,1.68,1.5,1,254425,1,77123,38098,88638,1080,127816,0,18026,18026,477390,400267
143288,1,2,40301,41635,85,1256,0,29,0,41586,41720,83306,443,6851,7294,1,1387,65,1,12,1,0,0,11,0,73554,1,2216,14778,10157,531,25466,0,2873,2873,104109,101893
143297,1,2,2572,20,23,71,0,137,83,2780,126,2906,376,100,476,1,406,154,1,6,1,2,0,3,0,124785,2,0,3016,230946,200,234162,1150,4756,5906,364853,364853
143358,1,2,373586,69000,57,8462,179550,1557,23513,383605,272120,655725,10912,33693,44605,1,1917,3268,1,53,6,0,15,32,0,893213,2,0,248974,1166955,0,1415929,0,77045,77045,2386187,2386187
143613,1,2,18493,245781,112,1311,40671,14,11,19818,286575,306393,1048,11878,12926,1,389,7,1,5,1,3,0,1,1,132396,2,0,23519,2547,5682,31748,0,24746,24746,188890,188890
143659,1,2,132858,57320,83,1001,0,256,48512,134115,105915,240030,2576,16125,18701,1,987,144,1,7,4,0,0,3,0,219639,1,84229,38806,33165,45218,117189,0,3840,3840,424897,340668
143853,1,2,7185,25628,123,165,2229,79,36002,7429,63982,71411,1945,151754,153699,1,2275,2520,1,14.35,5.8,0,8.550000000000001,0,0,1003364,2,0,52965,2022410,15221,2090596,0,229099,229099,3323059,3323059
144005,1,2,10000,29307,600025,0,0,142770,0,152770,629332,782102,254,999999,1000253,1,342,201,1,16.5,7,2,5,2.5,0,973515,2,0,0,477796,405837,883633,0,44836,44836,1901984,1901984
144014,1,2,60752,798663,56,740,42885,365,1248,61857,842852,904709,621,35571,36192,1,390,276,1,1.5,1.5,0,0,0,0,88363,1,5065,5000,62394,0,67394,1284,19851,21135,181957,176892
144050,1,2,5766854,4111348,1907,97989,159207,195317,242294,6060160,4514756,10574916,103243,5908619,6011862,1,35650,27376,1,257,60,0,133,64,5,11970519,1,2846592,5777203,13476553,548868,19802624,241926,2484783,2726709,37346444,34499852
144157,1,2,25307,613333,91,0,0,0,24244,25307,637668,662975,4850,813480,818330,1,396,395,1,8,3,3,0,2,1,291082,2,0,21000,15000,15000,51000,0,0,0,342082,342082
144166,1,2,43346,613333,91,553,0,0,24244,43899,637668,681567,723,135467703,135468426,1,0,30,1,4,2,2,0,0,0,288787,1,43397,15537,0,3017,18554,0,10493,10493,361231,317834
144175,1,2,41701,613333,91,417,0,18,24244,42136,637668,679804,327,699491,699818,1,0,0,1,2,1,0,1,0,0,183973,1,24722,3000,5000,629,8629,0,800,800,218124,193402
144184,1,2,62465,613333,91,279,0,0,24244,62744,637668,700412,5066,19274587,19279653,1,358,319,1,11.06,4.76,0,5.3,1,0,391973,2,0,43137,17631,0,60768,0,3385,3385,456126,456126
144193,1,2,57681,613333,91,40,0,20,24244,57741,637668,695409,1853,185395947,185397800,1,22,23,1,5.33,3.45,1.88,0,0,1,325000,1,49000,10000,0,3000,13000,0,2000,2000,389000,340000
144209,1,2,51056,613333,91,308,0,4,24244,51368,637668,689036,1916,134922112,134924028,1,58,52,1,12,3,6,0,3,1,454350,1,87962,13262,17366,2366,32994,1006,3186,4192,579498,491536
144218,1,2,76068,613333,91,0,0,19,24244,76087,637668,713755,1458,135467703,135469161,1,0,30,1,6.99,3.91,2,0,1.08,1,285147,1,70467,23990,0,7000,30990,0,4200,4200,390804,320337
144281,1,2,209202,47893,145,42843,846764,276,44492,252321,939294,1191615,7756,83501,91257,1,2089,723,1,40,12,0,5,23,0,1313403,1,445596,112790,352449,0,465239,300,165754,166054,2390292,1944696
144351,1,2,121268,167841,78,4749,11709,2417,68790,128434,248418,376852,2428,315585,318013,1,758,3380,1,26,7,1,0,18,1,216955,1,80161,24030,107880,21315,153225,0,28744,28744,479085,398924
144564,1,2,20901,80993,89,1939,79826,120,48328,22960,209236,232196,308,13005,13313,1,349,264,1,9,2,1,1,5,0,246385,1,40132,10915,82519,3131,96565,0,2997,2997,386079,345947
144740,1,2,550279,977396,523,40514,239111,14638,167797,605431,1384827,1990258,12976,1573702,1586678,1,4728,6468,1,81.98999999999999,38,1,24.5,18.49,2,3801491,1,1342345,797234,4568261,53550,5419045,51234,457222,508456,11071337,9728992
144865,1,2,249560,335369,126,54735,161332,462,91121,304757,587948,892705,35698,200240,235938,1,2472,1210,1,53.3,13.25,12,24.45,3.6,0,3558337,1,542329,338682,601551,85,940318,0,172962,172962,5213946,4671617
144883,1,2,19617,16277,66,2109,76311,83,7666,21809,100320,122129,148,1599,1747,1,0,7,1,2.5,2,0,0,0.5,0,120672,1,13413,15186,250,0,15436,1519,4248,5767,155288,141875
144892,1,2,872920,499122,275,143421,0,12555,148147,1028896,647544,1676440,21076,36433,57509,1,6364,4292,1,36,13,1,17,5,0,1985814,2,0,242346,905527,25297,1173170,0,181097,181097,3340081,3340081
144944,1,2,67664,43580,147,7739,0,69,70491,75472,114218,189690,10588,271044,281632,1,440,185,1,15.97,10,0,3.97,2,1,1053298,1,166697,155989,182225,0,338214,0,168896,168896,1727105,1560408
144962,1,2,177507,578014,103,3646,169731,1477,65690,182630,813538,996168,2412,128565,130977,1,2058,1768,1,14.55,5,1.62,4.73,3.2,0,706762,1,190843,84272,469563,1421,555256,575,49948,50523,1503384,1312541
144971,1,2,78934,91155,15,9022,11709,604,33480,88560,136359,224919,768,727,1495,1,586,517,1,5,1,1,0,3,0,101611,1,15871,5792,37839,2834,46465,0,68209,68209,232156,216285
145239,2,2,1791,0,6,47,0,26,4,1864,10,1874,101,2,103,1,0,0,1,0.8,0.8,0,0,0,,,-2,,,,,,,,,,
145275,1,2,217899,2538360,1109,1501,256052,5451,194606,224851,2990127,3214978,6203,60432,66635,1,488,203,1,6.86,3,1,0,2.86,0,242442,1,57667,41000,3200,31700,75900,13000,15000,28000,404009,346342
145336,1,2,205125,427500,193,20320,18450,1750,11250,227195,457393,684588,1824,23275,25099,1,979,1128,1,33,5,13,0,15,0,988597,2,0,612500,175000,22500,810000,15000,28100,43100,1841697,1841697
145372,1,2,89977,399946,41,1718,18053,550,71154,92245,489194,581439,2618,8922,11540,1,1332,629,1,6,1.6,0,0.4,4,0,127000,2,0,2493,67691,0,70184,422,5076,5498,202682,202682
145497,2,2,32500,0,14,650,0,500,0,33650,14,33664,250,1200,1450,1,1,3,1,1.5,1,0,0,0.5,,,-2,,,,,,,,,,
145521,1,2,45716,237000,15,4764,53642,11,45481,50491,336138,386629,2236,2919,5155,1,3337,1085,1,4,2,0,1,1,0,200175,1,68020,20185,40335,8933,69453,0,877,877,338525,270505
145558,1,2,3046,219807,29,217,0,842,0,4105,219836,223941,2147,212547,214694,1,828,3658,1,8.65,4,0,3.65,1,0,461431,1,122953,91549,1801962,71511,1965022,0,70693,70693,2620099,2497146
145600,1,2,2333567,793972,659,8327,0,5096,65000,2346990,859631,3206621,7790,4000000,4007790,1,23990,16045,1,131,59,4,55,13,5,8754582,2,0,238638,9497871,0,9736509,901,1611539,1612440,20103531,20103531
145619,1,2,106917,269535,75,1622,46946,6096,35775,114635,352331,466966,791,43902,44693,1,5735,727,1,9.779999999999999,6.28,0,1,2.5,1,339931,2,0,31247,41329,239414,311990,0,31360,31360,683281,683281
145628,1,2,16048,953126,92,427,2741679,480,107982,16955,3802879,3819834,1140,6120,7260,1,505,110,1,8.6,3,0,2,3.6,0,414000,1,108000,25100,255335,10426,290861,0,11474,11474,824335,716335
145637,1,2,5949578,1930145,1311,359856,350852,269932,243576,6579366,2525884,9105250,133675,9079164,9212839,1,32897,12245,1,385.75,179.08,0,151.96,54.71,14,23166659,2,0,4040812,16294159,1044973,21379944,335913,3240545,3576458,48123061,48123061
145646,1,2,194454,997546,213,11357,155570,1644,127215,207455,1280544,1487999,6239,31831,38070,1,3958,2534,1,21.5,4,2,5.5,10,1,597013,2,0,70978,595991,69292,736261,14755,120739,135494,1468768,1468768
145682,1,2,36056,43973,121,1842,210635,1677,156240,39575,410969,450544,1289,35728,37017,1,974,416,1,8.970000000000001,5.97,0,1,2,1,343565,1,95866,43713,198039,99701,341453,0,137572,137572,918456,822590
145691,1,2,95583,356499,0,908,13885,99,102413,96590,472797,569387,2076,44102,46178,1,829,1683,1,30,2,3,0,25,0,251073,2,0,39000,204000,80450,323450,0,0,0,574523,574523
145707,2,2,19652,0,43,63,0,15,0,19730,43,19773,1087,200,1287,1,95,25,1,2,0,2,0,0,,,-2,,,,,,,,,,
145725,1,2,285245,652343,209,88039,3397,13721,87500,387005,743449,1130454,1809,189850,191659,1,689,3982,1,53,11,8,12,22,4,2107308,1,453153,39384,1762547,41705,1843636,0,91158,91158,4495255,4042102
145813,1,2,896866,731658,301,103038,91031,19246,144579,1019150,967569,1986719,46345,120889,167234,1,6963,12785,1,79.09999999999999,33,9,29,8.1,0,4371362,2,0,797093,3396864,242955,4436912,36143,565725,601868,9410142,9410142
145831,1,2,33662,380318,70,710,30796,1446,53427,35818,464611,500429,1923,45771,47694,1,348,465,1,5.55,3,0,1.66,0.89,0,210262,1,56239,13825,47709,8910,70444,635,19134,19769,356714,300475
145886,2,2,2600,0,4,0,0,0,0,2600,4,2604,200,120,320,2,,,2,,,,,,,,-2,,,,,,,,,,
146205,1,2,28170,131599,40,1160,33,88,132,29418,131804,161222,3861,111,3972,1,826,901,1,5,1,0,2,2,0,156440,2,0,22462,36430,7771,66663,750,1718,2468,225571,225571
146278,1,2,15507,360957,67,3125,62246,358,58969,18990,482239,501229,325,58208,58533,1,112,103,1,3.78,2,0,1.5,0.28,1,119051,1,38181,6887,65355,10,72252,0,18454,18454,247938,209757
146296,1,2,35511,82345,0,2642,49795,240,43133,38393,175273,213666,869,112447,113316,1,271,147,1,13.25,6,0,7,0.25,1,509071,1,216750,19676,158664,21207,199547,27500,0,27500,952868,736118
146339,1,2,112283,167841,29,54003,49795,810,65847,167096,283512,450608,2854,1857,4711,1,794,1317,1,6.77,2,0,2.32,2.45,0,217212,1,7873,12735,74287,2541,89563,0,29280,29280,343928,336055
146348,1,2,20929,1739,44,881,6647,33,9961,21843,18391,40234,2245,60281,62526,1,426,502,1,5.54,2,0,2.28,1.26,1,193121,2,0,11531,49816,0,61347,200,25248,25448,279916,279916
146366,1,2,15908,82962,78,692,0,0,0,16600,83040,99640,611,1070,1681,1,1341,531,1,2,2,0,0,0,0,62822,1,19101,9840,17616,0,27456,0,7192,7192,116571,97470
146418,1,2,30942,96271,45,1286,29350,74,51726,32302,177392,209694,5081,10113,15194,1,532,193,1,4.25,1,0.5,2,0.75,0,241378,1,65595,26487,32890,0,59377,669,25247,25916,392266,326671
146427,1,2,209951,91099,53,11062,130023,107,111005,221120,332180,553300,5973,42706,48679,1,3468,4759,1,13.9,5,0,4.5,4.4,2,530160,2,0,27900,314422,7930,350252,47040,49109,96149,976561,976561
146472,1,2,41712,223103,101,5536,162786,128,3814,47376,389804,437180,11273,85239,96512,1,1031,516,1,17.5,10,1,6.5,0,2,1231977,2,0,198005,266934,0,464939,0,212565,212565,1909481,1909481
146481,1,2,201587,605481,106,7730,15194,1908,51094,211225,671875,883100,4948,84200,89148,1,1546,1796,1,10,6,0,1,3,0,525186,2,0,57578,350645,29445,437668,319,43092,43411,1006265,1006265
146490,2,1,,0,1,,0,,0,,1,1,,326,326,2,,,2,,,,,,,,-2,,,,,,,,,,
146506,1,2,18258,463301,85,2531,186771,17,88604,20806,738761,759567,3286,31377,34663,1,4791,1283,1,5,1,0,4,0,0,190404,1,58204,38737,153862,0,192599,0,8200,8200,449407,391203
146533,1,2,1980,1139,27,111,3211,0,90,2091,4467,6558,861,15057,15918,1,518,16,1,1,1,0,0,0,0,78560,2,0,7000,62500,18010,87510,0,0,0,166070,166070
146603,1,2,44500,2510,0,2560,0,12,0,47072,2510,49582,1792,464,2256,1,398,291,1,9,2,3,0,4,0,246347,1,54715,35000,1799,0,36799,0,6300,6300,344161,289446
146612,1,2,81759,332468,95,753,21287,591,67598,83103,421448,504551,822,135153,135975,1,530,895,1,18,6.5,0,4,7.5,0,536475,2,0,2505,519250,55462,577217,0,0,0,1113692,1113692
146667,1,2,66138,197146,65,20610,15221,668,22292,87416,234724,322140,2506,19486,21992,1,858,1338,1,6.5,1,0,2,3.5,0,154000,1,25210,10459,40509,181,51149,136,19884,20020,250379,225169
146685,1,2,62430,146325,124,1976,11227,419,95445,64825,253121,317946,1609,68678,70287,1,1766,516,1,11.31,7.25,0,2.63,1.43,0,736568,1,104399,100855,152597,0,253452,1500,42209,43709,1138128,1033729
146700,2,2,1592,227154,12,18,79299,60,6790,1670,313255,314925,158,481,639,2,,,1,1,1,0,0,0,,,-2,,,,,,,,,,
146719,1,2,930303,1097126,580,10241,86130,8255,90384,948799,1274220,2223019,17378,638171,655549,1,5827,9154,1,58.53,20.5,5.5,18.53,14,5,3729746,1,1007487,968751,4798851,176517,5944119,16352,587768,604120,11285472,10277985
146728,1,2,291710,278199,22,119081,0,280,93,411071,278314,689385,3407,63033,66440,1,975,111,1,12,2,1,2,7,0,277524,1,89633,18418,43448,60919,122785,0,54589,54589,544531,454898
146755,1,2,200,2800,6,0,50,0,6000,200,8856,9056,90,215,305,1,130,170,1,1,1,0,0,0,0,50000,1,7500,0,241124,0,241124,0,0,0,298624,291124
146816,2,2,2500,1000,2,0,1,0,0,2500,1003,3503,140,760,900,2,,,1,1,0,1,0,0,,,-2,,,,,,,,,,
147004,1,2,36075,104834,112,1380,11810,29,77335,37484,194091,231575,1916,278881,280797,1,56,133,1,5,3,2,0,0,0,340221,1,72912,14302,79523,0,93825,0,17997,17997,524955,452043
147013,1,2,50142,296650,39,4845,3559,9,112379,54996,412627,467623,1658,68750,70408,1,67,793,1,19,3,1,0,15,0,197726,1,26418,14792,104873,0,119665,0,25351,25351,369160,342742
147031,1,2,27097,8343,29,9,3,13,6,27119,8381,35500,228,2467,2695,1,178,173,1,2,2,0,0,0,0,134506,2,0,8287,12506,0,20793,3148,21680,24828,180127,180127
147129,1,2,5484,200,69,235,0,15,400668,5734,400937,406671,522,218,740,1,85,259,1,1.83,1,0,0,0.83,0,86517,2,0,6062,87645,137,93844,0,16010,16010,196371,196371
147244,1,2,100585,503496,49,5646,17946,780,96825,107011,618316,725327,3031,111427,114458,1,1376,1756,1,11.8,4.4,0,4,3.4,0,399719,2,0,29415,169684,12755,211854,216,31766,31982,643555,643555
147341,1,2,159117,193150,83,125764,147837,2510,120976,287391,462046,749437,2651,8602,11253,1,1044,778,1,6.39,2,0,2.5,1.89,0,220871,1,54681,30599,181199,0,211798,1548,35098,36646,523996,469315
147369,1,2,170605,2261314,115,13255,192050,1301,52890,185161,2506369,2691530,16815,58228,75043,1,1959,1394,1,15.6,3,4.5,0,8.1,1,552166,2,0,74151,229494,7211,310856,2120,40778,42898,905920,905920
