UNITID,CDACTUA,CNACTUA,CDACTGA,EFTEUG,EFTEGD,FTEUG,FTEGD,FTEDPP,ACTTYPE
163338,55022,,5726,1834,239,1834,239,450,2
163347,26190,122400,,1009,,1009,,,3
163408,,63000,,70,,70,,,1
163426,394735,,,13158,,13158,,,2
163453,177496,,25356,5917,1057,5917,1057,,2
163462,63220,,11891,2107,495,2107,495,,2
163532,8912,,3069,297,128,297,128,13,2
163541,,234900,,261,,261,,,1
163578,22488,,17257,750,719,750,719,203,2
163657,229393,,,7646,,7646,,,2
163815,,60300,,67,,67,,,1
163851,210323,,16084,7011,670,7011,670,22,2
163912,47271,,949,1576,40,1576,40,,2
163976,13613,,1401,454,58,454,58,,2
164076,523022,,43266,17434,1803,17434,1803,124,2
164085,,,15259,,636,,636,166,-2
164155,143833,,,4794,,4594,,,2
164173,84854,,8577,2828,357,2828,357,0,2
164216,34893,,,1163,,1163,,,2
164270,56908,,15176,1897,632,1897,632,,2
164313,45940,,,1531,,1531,,,2
164368,15827,,37493,528,1562,528,1562,,2
164447,40020,,28488,1334,1187,1334,1187,239,2
164465,53088,,,1770,,1770,,,2
164492,30040,,8746,1001,364,1001,364,,2
164535,,49910,,55,,55,,,1
164562,61848,,9543,2062,398,2062,530,,2
164580,86127,,17447,2871,727,2871,727,,2
164599,,18683,,21,,21,,,1
164614,1300,,,43,,43,,,2
164632,38768,,36644,1292,1527,1292,1527,28,2
164641,13288,,,443,,443,,,2
164739,120804,,18491,4027,770,4027,770,,2
164748,189829,,17448,6328,727,6328,727,,2
164775,24644,,,821,,821,,,2
164845,,74766,,83,,83,,,1
164872,6307,,7950,210,331,294,392,,2
164915,,,1444,,60,,60,35,-2
164924,298522,,62880,9951,2620,9951,2620,741,2
164988,646139,,251868,21538,10495,21538,10495,2048,2
165015,121387,,60218,4046,2509,4046,2509,,2
165024,246167,,26392,8206,1100,8206,1100,,2
165033,126963,,,4232,,4232,,,2
165060,,135840,,151,,151,,,1
165112,186696,,,6223,,6223,,,2
165167,21473,,28884,716,1204,716,1204,,2
165194,52041,,,1735,,1735,,,2
165255,,128600,,143,,143,,,1
165264,28232,,,941,,784,,,2
165334,70965,,22176,2366,924,2366,924,,2
165495,,,18,,1,,1,,-2
165529,64040,,3700,2135,154,2135,154,,2
165556,10413,,,347,,389,,,2
165574,34813,,,1160,,1160,,,2
165608,,40632,,45,,45,,,1
165635,,328831,,365,,365,,,1
165644,15975,,2821,533,118,533,118,,2
165662,120303,,35058,4010,1461,4010,1461,,2
165671,59191,,1401,1973,58,1973,58,,2
165699,97926,,27216,3264,1134,3264,1134,,2
165750,,58000,,64,,64,,,1
165802,33717,,2739,1124,114,1124,114,,2
165820,95182,,50793,3173,2116,3173,2116,,2
165866,103697,,26477,3457,1103,3457,1103,,2
165884,17917,,,597,,597,,,2
165936,44524,,5990,1484,250,1484,250,,2
165945,,,18344,,764,,764,,-2
165981,26687,,,890,,890,,,2
166018,15135,,,505,,505,,,2
166027,235689,,387581,7856,16149,7856,16149,2561,2
166045,810,,2208,27,92,27,92,,2
166054,1270,,2323,42,97,48,97,,2
166124,94600,,,3153,,3153,,,2
166133,74835,,,2495,,2495,,,2
166391,45320,,10355,1511,431,1511,431,,2
166407,6860,,,229,,229,,,2
166452,45280,,36704,1509,1529,1509,1529,,2
166489,958,,4218,32,176,41,181,,2
166498,,81900,,91,,91,,,1
166513,382436,,62033,12748,2585,12757,2580,164,2
166629,758146,,108080,25272,4503,25272,6004,207,2
166638,346477,,50385,11549,2099,11549,2099,31,2
166647,73450,,,2448,,2448,,,2
166656,158213,,70007,5274,2917,5274,2917,2627,2
166674,46610,,2977,1554,124,1554,124,,2
166683,136638,,211260,4555,8803,4276,6808,,2
166692,53879,,1587,1796,66,1796,66,,2
166708,,,8370,,349,,405,847,-2
166717,639,,5913,21,246,21,246,564,2
166805,,40884,,45,,45,,,1
166823,111576,,,3719,,3719,,,2
166850,130762,,30336,4359,1264,4359,1264,,2
166869,9863,,20475,329,853,329,853,511,2
166887,116582,,,3886,,3886,,,2
166911,10447,,,348,,348,,,2
166939,63066,,2395,2102,100,2102,100,,2
166957,59839,,,1995,,1995,,,2
167039,,11000,,12,,12,,,1
167057,12285,,6377,410,266,382,286,,2
167093,,,445,,19,,19,549,-2
167215,,,,,,,,839,-2
167260,38640,,4684,1288,195,1288,195,,2
167288,29793,,3877,993,162,993,162,,2
167297,,138680,,154,,154,,,1
167312,89781,,,2993,,2993,,,2
167358,575236,,114373,19175,4766,17976,4766,1318,2
167376,82381,,,2746,,2746,,,2
167394,28569,,4721,952,197,952,197,48,2
167455,5470,,552,182,23,182,23,,2
167464,,,1296,,54,,54,,-2
167525,61245,,,2042,,2042,,,2
167534,129268,,,4309,,4309,,,2
167598,37607,,36531,1254,1522,1254,1522,253,2
167631,21493,,,716,,716,,,2
167677,597,,1853,20,77,20,91,,2
167729,153322,,28351,5111,1181,5111,1181,,2
167783,52732,,86730,1758,3614,1758,3614,304,2
167792,10223,,,341,,341,,,2
167835,74237,,15900,2475,663,2321,471,,2
167871,,144790,,161,,161,,,1
167899,66695,,18967,2223,790,2223,790,158,2
167905,83462,,,2782,,2782,,,2
167987,162657,,19970,5422,832,5422,1109,326,2
167996,71953,,1047,2398,44,2398,44,,2
168005,130145,,24983,4338,1041,4338,1041,1278,2
168032,,26000,,29,,29,,,1
168148,193095,,98941,6437,4123,6437,4123,2155,2
168218,78038,,,2601,,2601,,,2
168227,158068,,4592,5269,191,5269,191,,2
168254,75870,,6530,2529,272,2529,272,714,2
168263,122984,,16412,4099,684,4099,684,,2
168281,55423,,,1847,,1847,,,2
168342,54650,,740,1822,31,2090,25,,2
168421,181999,,26075,6067,1086,5056,1449,,2
168430,130397,,14386,4347,599,4347,599,,2
168528,50948,,1882,1698,78,1698,78,,2
168546,47573,,,1586,,1586,,,2
168555,,16000,,18,,18,,,1
168573,24374,,,812,,812,,,2
168591,45765,,,1526,,1526,,,2
168607,27176,,,906,,906,,,2
168740,43230,,31499,1441,1312,1441,1312,,2
168786,35728,,2253,1191,94,1191,94,,2
168847,112943,,5865,3765,244,3765,244,,2
168883,23898,243152,,1067,,1067,,,3
168892,,56952,,63,,63,,,1
169080,96099,,4052,3203,169,3203,169,,2
169099,,,3477,,145,,205,,-2
169187,5670,,,126,,126,,,2
169220,,,4638,,193,,193,90,-2
169248,364283,,62851,12143,2619,12143,2619,695,2
169275,101810,,,3394,,3394,,,2
169284,,210784,,234,,234,,,1
169327,15808,,3060,527,128,527,128,,2
169363,25984,,3305,866,138,866,138,,2
169424,,,3780,,158,,126,,-2
169442,36830,,1270,1228,53,1228,53,,2
169479,107683,,16747,3589,698,3589,698,,2
169503,,168952,,188,,188,,,1
169521,140439,,,4681,,4681,,,2
169576,3505,,,117,,97,,,2
169655,81347,,,2712,,2333,,,2
169716,73837,,23077,2461,962,2461,962,1165,2
169761,12096,186892,,476,,476,,,3
169798,332822,,46101,11094,1921,11094,1921,,2
169813,,41670,,46,,46,,,1
169910,239641,,10443,7988,435,7988,435,655,2
169974,20613,,,687,,687,,,2
169983,56002,,6510,1867,271,1867,271,,2
169992,18183,,,606,,606,,,2
170000,22034,,771,734,32,734,32,,2
170037,38998,,8106,1300,338,1300,338,,2
170055,246454,,,8215,,8215,,,2
170082,558972,,51888,18632,2162,18632,2162,367,2
170091,3731,,,124,,124,,,2
170240,253533,,,8451,,8451,,,2
170286,43293,,1380,1443,58,1470,59,,2
170301,91490,,,3050,,3050,,,2
170444,70246,,,2342,,2342,,,2
170532,66787,,,1484,,1477,,,2
170541,128277,,,4276,,4276,,,2
170550,64741,,,2158,,2158,,,2
170587,23087,,,770,,770,,,2
170611,,81436,,90,,90,,,1
170620,46099,,,1537,,1537,,,2
170639,50380,,50,1679,2,1679,2,,2
170657,207878,,,6929,,6929,,,2
170675,56210,,10251,1874,427,1874,427,,2
170736,,13500,,15,,15,,,1
170790,339828,,,11328,,11328,,,2
170806,60041,,6773,2001,282,2001,282,25,2
170967,26652,,564,888,24,888,24,,2
170976,942575,,308198,31419,12842,31419,14959,3136,2
171012,,141040,,157,,157,,,1
171100,1139141,,122901,37971,5121,37971,5121,3158,2
171128,171068,,18735,5702,781,5429,952,,2
171137,174145,,26753,5805,1115,5805,1115,,2
171146,128809,,15233,4294,635,4294,635,951,2
171155,74042,,,2468,,2468,,,2
171225,42393,,,1413,,1413,,,2
171234,23981,,,799,,799,,,2
171304,70947,,,2365,,2389,,,2
171395,29898,,,997,,997,,,2
171456,183659,,8856,6122,369,6122,369,18,2
171483,63587,,,2120,,2120,,,2
171492,57185,,6108,1906,255,1906,255,,2
171535,305591,,,10186,,10186,,,2
171571,414587,,41888,13820,1745,13820,1745,749,2
171599,24452,,690,815,29,815,29,,2
171775,,23337,,26,,26,,,1
171881,2911,,285,97,12,97,12,,2
171988,5010,,,167,,167,,,2
171997,8310,,,277,,277,,,2
172015,8820,,,294,,294,,,2
172033,2706,,2648,90,110,90,110,,2
172051,186452,,15770,6215,657,6215,657,26,2
172200,177442,,,5915,,5915,,,2
172264,45206,,3729,1507,155,1507,155,,2
172291,69249,,,2308,,2308,,,2
172307,36209,,,1207,,1207,,,2
172334,32297,,30852,1077,1286,1077,1714,21,2
172422,5808,,,129,,129,,,2
172440,11288,,,376,,376,,,2
172477,,,429,,18,,24,1043,-2
172495,,232854,,259,,259,,,1
172608,16103,,14458,537,602,537,602,,2
172617,227755,,,7592,,7592,,,2
172635,138175,,,4606,,4606,,,2
172644,468485,,107857,15616,4494,15616,4494,5706,2
172671,20062,,,669,,669,,,2
172680,,79362,,88,,88,,,1
172699,431465,,54081,14382,2253,14382,2253,361,2
172705,,,3606,,150,,150,107,-2
172866,3953,,,88,,88,,,2
172918,50700,,,1690,,1690,,,2
172954,36390,,,1213,,1213,,,2
172963,153000,,,5100,,5100,,,2
173045,77234,,16449,2574,685,2574,685,159,2
173063,62940,,,2098,,2098,,,2
173115,15240,,,508,,508,,,2
173124,103289,,6281,3443,262,3443,262,,2
173142,21421,,,714,,714,,,2
173160,81288,,20695,2710,862,2710,862,31,2
173203,76410,,,2547,,2547,,,2
173258,55570,,,1852,,1873,,,2
173300,59111,,716,1970,30,1970,30,,2
173328,101620,,31545,3387,1314,3387,1660,98,2
173416,54532,,,1818,,1818,,,2
173452,24409,,1331,814,55,814,55,,2
173461,83250,,,2775,,2775,,,2
173470,,26890,,30,,30,,,1
173559,102990,,,3433,,3433,,,2
173638,55110,,,1837,,1837,,,2
173647,66759,,,2225,,2225,,,2
173665,58408,,20513,1947,855,1947,855,,2
173683,,,4421,,184,,184,,-2
173708,81358,,,2712,,2712,,,2
173735,20790,,,693,,693,,,2
173744,,425455,,473,,473,,,1
173799,78627,,,2621,,2621,,,2
173805,22197,,,740,,740,,,2
173896,,,10631,,443,,443,3,-2
173902,68953,,,2298,,2298,,,2
173911,57870,,,1929,,1929,,,2
173920,354282,,32232,11809,1343,11809,1343,20,2
173957,8550,,15456,285,644,285,644,461,2
173993,19549,,,652,,652,,,2
174020,151879,,13887,5063,579,5063,579,30,2
174066,1013717,,193775,33791,8074,33791,8074,5821,2
174075,50368,,,1679,,1679,,,2
174127,18994,,1488,633,62,633,62,,2
174136,126570,,,4219,,4219,,,2
174154,24317,,183,811,8,811,8,,2
174190,,150404,,167,,167,,,1
174233,257424,,15162,8581,632,8581,632,247,2
174251,37613,,,1254,,1254,,,2
174321,,102550,,114,,114,,,1
174358,118625,,18777,3954,782,3954,782,,2
174376,106888,,,3563,,3563,,,2
174428,196950,,,6565,,6565,,,2
174437,28755,,803,959,33,959,33,,2
174473,52890,,,1763,,1763,,,2
174491,79443,,2444,2648,102,2648,102,,2
174507,9947,,3582,332,149,332,89,556,2
174525,2551,,,85,,85,,,2
174570,22050,,,735,,735,,,2
174604,4560,,,152,,152,,,2
174738,100950,,,3365,,3365,,,2
174747,53488,,,1783,,1783,,0,2
174756,84570,,,2819,,2819,,,2
174783,212267,,27264,7076,1136,7076,1136,,2
174792,51335,,1499,1711,62,1711,62,,2
174817,36253,,57208,1208,2384,1208,2384,78,2
174844,88028,,,2934,,2928,,,2
174862,25554,,5999,852,250,852,250,,2
174899,72740,,19912,2425,830,2425,830,475,2
174914,203608,,44939,6787,1872,6787,1872,582,2
174978,,124602,,138,,138,,,1
175005,78197,,19565,2607,815,2607,815,308,2
175014,170575,,2999,3791,83,3791,83,1,2
175041,110498,,,3683,,3683,,,2
175078,90497,,7849,3017,327,3017,327,,2
175120,18708,,,624,,624,,,2
175139,,,1659,,69,,106,11,-2
175157,12990,,,433,,433,,,2
175227,35536,,,1185,,1185,,,2
175236,70680,,,2356,,2356,,,2
175263,33300,,,1110,,1110,,,2
175272,178141,,13439,5938,560,5938,560,48,2
175281,,,327,,14,,14,1037,-2
175315,166728,,,5558,,5558,,,2
175342,81615,,8505,2721,354,2721,354,193,2
175421,62639,,49703,2088,2071,2088,2071,,2
175430,22849,,747,762,31,762,31,,2
175494,,100492,,112,,112,,,1
175519,48150,,,1605,,1605,,,2
175573,53852,,,1795,,1795,,,2
175607,,10328,,11,,11,,,1
175616,56333,,15409,1878,642,1878,642,9,2
175643,63130,,,2104,,2104,,,2
175652,85669,,,2856,,2856,,,2
175698,,39560,,44,,37,,,1
175722,,37806,,42,,42,,,1
175786,240468,,,8016,,8016,,,2
175810,132483,,,4416,,4416,,,2
175829,123973,,,4132,,4132,,,2
175856,144517,,41381,4817,1724,4817,1724,,2
175883,116572,,,3886,,3886,,,2
175935,72609,,,2420,,2420,,,2
175980,22304,,1729,743,72,743,72,,2
176008,60296,,,2010,,2010,,,2
176017,490378,,64922,16346,2705,16346,2705,1874,2
176035,69763,,5712,2325,238,2325,238,14,2
176044,41476,,5837,1383,243,1383,243,,2
176053,76585,,30135,2553,1256,2553,1256,352,2
176062,,51960,,58,,58,,,1
176071,219970,,,7332,,7332,,,2
176080,551698,,69796,18390,2908,18390,2908,750,2
176169,90296,,,3010,,3010,,,2
176178,165072,,,5502,,5502,,,2
176239,154135,,,5138,,5138,,,2
176318,20098,,,670,,670,,,2
176336,2419,,,81,,81,,,2
176354,50462,,,1682,,1682,,,2
176372,320006,,57951,10667,2415,10667,2415,,2
176390,,46000,,51,,51,,,1
176406,21709,,225,724,9,724,9,,2
176433,,44853,,50,,50,,,1
176451,,,2462,,103,,103,,-2
176479,77099,,32367,2570,1349,2570,1349,716,2
176600,,,1246,,52,,52,,-2
176628,29266,,6369,976,265,976,265,,2
176664,5689,,363,190,15,190,15,,2
176716,,117233,,130,,130,,,1
176770,17901,,4582,597,191,597,191,,2
176789,7263,,1238,242,52,242,52,,2
176798,,195180,,217,,217,,,1
176910,4466,,285,149,12,149,12,,2
176947,34951,,,1165,,1165,,,2
176965,198855,,37876,6629,1578,6629,1578,,2
176983,,50494,,56,,56,,,1
177038,3659,,0,122,0,122,0,635,2
177065,162049,,7758,5402,323,5402,323,,2
177083,1224,,,41,,41,,,2
177092,,,6547,,273,,273,,-2
177117,8508,,,284,,284,,,2
177126,,,10262,,428,,428,19,-2
177135,78093,,,2603,,2603,,,2
177144,27539,,1185,918,49,918,49,,2
177214,43145,,4794,1438,200,1438,200,,2
177250,49757,,,1659,,1659,,,2
177278,,,2190,,91,,91,,-2
177302,20265,,,676,,676,,,2
177339,49920,,8138,1664,339,1664,339,163,2
177418,24077,,5907,803,246,803,246,,2
177436,,49720,,55,,55,,,1
177472,242290,,,8076,,8076,,,2
177542,17470,,1970,582,82,582,82,,2
177551,35397,,,1180,,1180,,,2
177588,,33855,,38,,38,,,1
177603,,129630,,144,,144,,,1
177676,73134,,,2438,,2438,,,2
177685,,120555,,134,,134,,,1
177719,24838,,1866,828,78,828,80,19,2
177746,20520,,,684,,713,,,2
177816,,,1500,,63,,63,,-2
177834,,,34956,,1457,,1457,2146,-2
177870,,12000,,13,,10,,,1
177931,,40277,,45,,45,,,1
177940,49113,,2301,1637,96,1637,96,,2
177968,127250,,51515,4242,2146,4242,2146,,2
177977,61222,,,2041,,2041,,,2
177986,10374,,12459,346,519,346,519,1053,2
177995,272435,,,9081,,9081,,,2
178004,770,,,26,,26,,,2
178059,145681,,98224,4856,4093,4856,4093,0,2
178077,,53140,,59,,59,,,1
178183,7247,,,242,,242,,,2
178208,16786,,27774,560,1157,560,1157,752,2
178217,53784,,,1793,,1793,,,2
178244,59388,,11764,1980,490,1980,490,,2
178341,112199,,1988,3740,83,3740,83,,2
178369,41394,,723,1380,30,1380,30,,2
178387,98504,,2922,3283,122,3283,122,,2
178396,652838,,96873,21761,4036,21761,4036,1528,2
178402,215746,,54074,7192,2253,7192,2253,1788,2
178411,158643,,23020,5288,959,5288,959,,2
178420,197466,,40206,6582,1675,6582,1675,177,2
178448,100180,,,3339,,3339,,,2
178518,,,3379,,141,,141,,-2
178527,,28730,,32,,32,,,1
178615,109341,,7254,3645,302,3645,302,,2
178624,147808,,35340,4927,1473,4927,1473,,2
178679,15509,,,517,,517,,,2
178697,49560,,,1652,,1652,,,2
178721,169431,,22153,5648,923,5648,923,,2
178767,4521,,,100,,100,,,2
178828,,19508,,22,,22,,,1
178891,61344,,,2045,,2045,,,2
178989,10415,,1803,347,75,347,75,,2
179043,63899,,11114,2130,463,2130,463,198,2
179052,,95240,,106,,106,,,1
179159,234636,,54686,7821,2279,7821,2279,1439,2
179195,,31234,,35,,35,,,1
179229,,25800,,29,,29,,,1
179256,1885,,,63,,63,,,2
179265,9102,,,303,,283,,695,2
179308,299881,,,9996,,9996,,,2
179317,,,1778,,74,,74,,-2
179326,56337,,7344,1878,306,1878,306,231,2
179344,32133,,,1071,,1071,,,2
179511,3890,,,130,,130,,,2
179539,75259,,,2509,,2509,,,2
179548,12635,,5615,421,234,421,234,,2
179557,222381,,18412,7413,767,7413,767,,2
179566,427326,,63646,14244,2652,14244,2652,492,2
179645,61215,,,2041,,2041,,,2
179715,35786,,,1193,,1193,,,2
179812,,,5820,,243,,243,1100,-2
179867,231200,,117689,7707,4904,7707,4904,3446,2
179894,68628,,83444,2288,3477,2288,3477,72,2
179946,18512,,,617,,617,,,2
179955,23506,,370,784,15,784,15,,2
179964,23861,,16818,795,701,795,701,,2
179991,,22804,,25,,25,,,1
180054,5587,,,186,,186,,,2
180063,,25278,,28,,28,,,1
180081,12731,,,424,,424,,,2
180090,,92920,,103,,103,,,1
180106,32905,,126,1097,5,1097,5,,2
180151,11607,,,387,,387,,,2
180160,2580,,,86,,86,,,2
180179,81335,,6470,2711,270,2711,270,,2
180197,37592,,,1253,,1253,,,2
180203,3685,,,123,,123,,,2
180212,9636,,,321,,321,,,2
180249,24179,,,806,,806,,,2
180258,20029,,4228,668,176,668,176,,2
180276,19747,,,658,,658,,,2
180328,8021,,,267,,267,,,2
180373,13623,,,454,,454,,,2
180416,41614,,3846,1387,160,1387,160,,2
180461,402766,,29264,13426,1219,13426,1219,110,2
180489,183788,,28953,6126,1206,6126,1206,652,2
180522,26038,,861,868,36,868,36,,2
180595,24433,,5443,814,227,814,127,86,2
180647,25561,,,568,,568,,,2
180692,38930,,,1298,,1298,,,2
180717,1420,,,47,,47,,,2
180814,210942,,49514,7031,2063,7031,2063,,2
180832,17389,,8007,580,334,580,334,62,2
180878,14982,,2642,499,110,499,110,,2
180902,100155,,,3339,,3339,,,2
180948,47434,,7761,1581,323,1581,323,,2
180957,,92020,,102,,102,,,1
180984,42028,,23953,1401,998,1401,998,,2
181002,146734,,29748,4891,1240,4891,1240,2651,2
181020,34560,,16023,1152,668,1152,668,,2
181127,29546,,649,985,27,985,27,,2
181145,412,,,14,,14,,,2
181190,,164045,,182,,182,,,1
181215,118605,,26510,3954,1105,3954,1105,,2
181297,24423,3646,8520,818,355,818,355,,3
181303,369683,,,8215,,8215,,,2
181312,38321,36401,,1318,,1318,,,3
181330,39197,,4969,1307,207,1307,207,,2
181394,341214,,44668,11374,1861,11374,1861,,2
181419,3393,,,113,,113,,,2
181428,28848,,28826,962,1201,890,966,1276,2
181446,63853,,1858,2128,77,2128,77,,2
181464,570111,,66319,19004,2763,19004,2763,611,2
181491,84078,25473,,2831,,2831,,,3
181534,42086,,4671,1403,195,1403,195,,2
181543,665,,,22,,22,,,2
181604,19419,,7066,647,294,647,294,99,2
181640,171541,,,5718,,5718,,,2
181738,21687,,3457,723,144,723,144,,2
181765,7800,,,260,,260,,,2
181783,90270,,12924,3009,539,3009,539,,2
181817,29529,,,984,,984,,,2
181853,12970,,3594,432,150,432,150,,2
181880,,182415,,203,,203,,,1
181941,18129,,,604,,604,,,2
182005,567171,,,18906,,18906,,,2
182148,12299,159460,,587,,587,,,3
182281,670638,,77133,22355,3214,22355,3214,4032,2
182290,475547,,57107,15852,2379,15852,2379,284,2
182306,71207,,,2374,,2374,,,2
182458,7860,,5953,262,248,292,248,,2
182500,175606,,,5854,,5854,,,2
182564,62105,,,2070,,2070,,,2
182634,23859,,280,795,12,795,12,,2
182652,,45796,,51,,55,,,1
182670,193885,,62496,4309,1736,4309,1736,396,2
182704,,53669,,60,,60,,,1
182722,,107086,,119,,119,,,1
182795,42398,,7308,1413,305,1413,305,262,2
182829,,,614,,26,,26,388,-2
182892,,23669,,26,,26,,,1
182917,2115,,,71,,71,,,2
182953,,70648,,78,,78,,,1
182980,46706,,48279,1557,2012,1878,3115,,2
182999,,7500,,8,,8,,,1
183026,2609440,,356975,86981,14874,86981,14874,,2
183035,,7750,,9,,9,,,1
183044,377286,,38675,12576,1611,12576,1611,24,2
183062,98475,,2290,3283,95,3283,95,,2
183071,22971,,2587,766,108,766,108,,2
183080,106409,,10191,3547,425,3547,425,89,2
183099,58702,,,1957,,1957,,,2
183105,15585,,,520,,520,,,2
183114,17171,,,572,,572,,,2
183123,15531,,,518,,518,,,2
183132,50482,,,1683,,1683,,,2
183141,29652,,,988,,988,,,2
183150,34305,,,1144,,1144,,,2
183202,,87640,,97,,97,,,1
183211,33335,,12275,1111,511,1111,511,67,2
183239,66233,,,2208,,2208,,,2
183248,3850,,,128,,128,,,2
183257,35233,,4083,1174,170,1174,170,,2
183275,2568,,,86,,86,,,2
183488,31425,,,698,,698,,,2
183600,894,,,30,,30,,,2
183655,94834,,,3161,,3161,,,2
183725,,605700,,673,,673,,,1
183743,253677,,,8456,,8456,,,2
183789,73990,,3673,2466,153,2466,153,,2
183804,87547,,120666,2918,5028,2918,5028,,2
183822,43785,,0,1460,0,1460,0,,2
183859,222222,,,7407,,7407,,,2
183877,174379,,,5813,,5813,,,2
183910,51145,,7230,1705,301,1705,301,,2
183938,192752,,,6425,,6425,,,2
183974,31625,,6053,1054,252,1054,252,,2
183983,,70050,,78,,78,,,1
184056,5240,291063,,498,,498,,,3
184092,17680,,,589,,589,,,2
184180,143002,,,4767,,4767,,,2
184205,54515,,,1817,,1817,,,2
184278,,81000,,90,,90,,,1
184348,51480,,9790,1716,408,1716,378,168,2
184427,11370,,,379,,383,,,2
184481,140438,,,4681,,4681,,,2
184506,,123805,,138,,138,,,1
184603,92904,,28042,3097,1168,3097,1168,,2
184612,62471,,5396,2082,225,2082,225,44,2
184694,80766,,7733,2692,322,2692,322,331,2
184746,,179100,,199,,199,,,1
184773,41718,,9340,1391,389,1391,389,18,2
184782,445612,,37969,14854,1582,14854,1582,1252,2
184791,143071,,,4769,,4769,,,2
184816,,61127,,68,,68,,,1
184959,35021,,,778,,778,,,2
184968,7434,,,248,,248,,,2
184995,156076,,,5203,,5203,,,2
185129,156654,,25286,5222,1054,5222,1054,,2
185174,2160,,,72,,72,,,2
185262,312946,,39207,10432,1634,10432,1634,150,2
185396,48797,,,1627,,1785,,,2
185466,,170196,,189,,189,,,1
185509,119331,,,3978,,3978,,,2
185536,226714,,,7557,,7557,,,2
185572,128742,,25880,4291,1078,4291,1078,94,2
185590,474292,,74997,15810,3125,15810,3125,67,2
185679,6672,,,222,,222,,,2
185721,24511,,,545,,545,,,2
185758,,,1598,,67,,67,,-2
185767,,93474,,104,,104,,,1
185828,250222,,35429,8341,1476,8341,1476,,2
185873,178382,,,5946,,5946,,,2
185970,,99386,,110,,110,,,1
186016,,361860,,402,,402,,,1
186034,112119,,,3737,,3737,,,2
186052,,663344,,737,,737,,,1
186122,,,8149,,340,,340,,-2
186131,155190,,32868,5173,1370,4779,3097,,2
186186,11040,,288,368,12,368,12,,2
186201,163328,1,13271,5444,553,5444,553,4,3
186274,,107010,,119,,119,,,1
186283,102639,,18094,3421,754,3421,710,,2
186371,154526,,16182,5151,674,5151,674,425,2
186380,1145411,,224001,38180,9333,38180,9333,2426,2
186399,269194,,53729,8973,2239,8973,2239,672,2
186405,,18963,,21,,24,,,1
186423,1571,,,52,,52,,,2
186432,65105,1,13924,2170,580,2170,580,113,3
186469,24225,,,808,,808,,,2
186584,182033,,54886,6068,2287,6068,2287,855,2
186593,,155315,,173,,173,,,1
186618,21205,,8781,707,366,707,366,,2
186645,138798,,,4627,,4627,,,2
186867,124125,,55510,4138,2313,4138,3084,,2
186876,292081,,16804,9736,700,9736,700,159,2
186900,2970,,,99,,99,,,2
187000,13078,,,436,,436,,,2
187046,101402,,11481,3380,478,3380,478,97,2
187134,234192,,15420,7806,643,7806,643,,2
187198,183274,,,6109,,6109,,,2
187444,213078,2,24576,7103,1024,7103,1024,62,3
187505,,562613,,625,,625,,,1
187532,372599,,,12420,,12420,,,2
187596,22943,,211,765,9,765,9,,2
187620,127038,,,4235,,4235,,,2
187639,38818,,,1294,,1294,,,2
187648,88402,,16396,2947,683,2947,683,,2
187666,31388,,,1046,,1046,,,2
187745,9457,,951,315,40,394,40,,2
187897,41487,,21413,1383,892,1383,892,,2
187903,40548,,,1352,,1352,,,2
187912,13521,,,451,,451,,,2
187958,34681,,,1156,,1156,,,2
187967,35877,,6916,1196,288,1196,288,,2
187976,12127,,,404,,404,,,2
187985,414868,,85334,13829,3556,13829,3556,1198,2
187994,14162,,,472,,472,,,2
188003,19771,,,659,,659,,,2
188021,7845,,,262,,262,,,2
188030,310101,,43121,10337,1797,10337,1797,52,2
188049,23288,,,776,,776,,,2
188058,22333,,0,744,0,744,0,,2
188100,105425,,,3514,,3514,,,2
188137,48117,,,1604,,1604,,,2
188182,10770,,8017,359,334,359,334,,2
188207,,,4955,,138,,138,,-2
188216,12636,,,421,,421,,,2
188225,13037,,,435,,435,,,2
188261,9654,,,322,,322,,,2
188289,,72726,,81,,81,,,1
188304,42830,,16308,1428,680,1428,680,,2
188340,40951,,52,1365,2,1365,2,,2
188429,150646,,53509,5022,2230,5022,2230,40,2
188438,58646,,,1955,,1955,,,2
188517,9062,,,302,,302,,,2
188526,23898,,1009,797,42,797,42,400,2
188535,,,1141,,48,,48,540,-2
188580,,,6472,,270,,270,566,-2
188641,49517,,17042,1651,710,1651,710,,2
188650,,533700,,593,,593,,,1
188669,,20400,,23,,23,,,1
188678,5047,,,168,,168,,,2
188687,9744,,,325,,325,,,2
188696,,111644,,124,,124,,,1
188854,24611,705007,81,1604,3,1664,3,,3
188890,,1020336,,1134,,1134,,,1
188915,888,,,30,,30,,,2
188942,7290,,,243,,243,,,2
189015,,,11998,,500,,500,,-2
189088,65241,,8943,2175,373,2175,373,,2
189097,98909,,,3297,,2777,,,2
189219,,59800,,66,,66,,,1
189228,71457,,,2382,,2382,,,2
189255,,90526,,101,,101,,,1
189273,2970,,,99,,99,,,2
189282,12790,,,426,,426,,,2
189404,,104415,,116,,116,,,1
189413,17100,,2352,570,98,570,98,,2
189468,,199596,,222,,222,,,1
189477,,110477,,123,,123,,,1
189501,,,396,,17,,17,1164,-2
189547,106050,,,3535,,3535,,,2
189565,13591,,,453,,453,,,2
189583,20532,,,684,,684,,,2
189592,8414,,,280,,280,,,2
189705,58823,,15891,1961,662,1961,662,,2
189714,,203196,,226,,226,,,1
