UNITID,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSAIANM,CSAIANW,CSASIAT,CSASIAM,CSASIAW,CSBKAAT,CSBKAAM,CSBKAAW,CSHISPT,CSHISPM,CSHISPW,CSNHPIT,CSNHPIM,CSNHPIW,CSWHITT,CSWHITM,CSWHITW,CS2MORT,CS2MORM,CS2MORW,CSUNKNT,CSUNKNM,CSUNKNW,CSNRALT,CSNRALM,CSNRALW,CSGUUGUN,CSGUUGAG,CSGUUGTT,CSGUGUN,CSGUGAG,CSGUGTOT,CSGUTOTUN,CSGUTOTAG,CSGUTOT,CSGUKN
481906,46,1,45,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,21,0,21,1,0,1,17,0,17,0,0,0,0,,0,0,,0,0,,0,46
481960,186,164,22,0,0,0,18,15,3,33,27,6,77,72,5,7,5,2,36,33,3,14,11,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,186
482015,686,446,240,5,3,2,7,3,4,80,50,30,358,224,134,4,2,2,205,145,60,25,17,8,2,2,0,0,0,0,0,,0,0,,0,0,,0,686
482060,138,4,134,0,0,0,4,0,4,6,0,6,96,3,93,1,0,1,20,1,19,6,0,6,5,0,5,0,0,0,0,,0,0,,0,0,,0,138
482097,401,245,156,2,1,1,4,2,2,26,15,11,22,14,8,0,0,0,336,204,132,4,3,1,7,6,1,0,0,0,0,,0,0,,0,0,,0,401
482149,2306,715,1591,1,1,0,192,73,119,488,112,376,162,48,114,3,2,1,1322,419,903,86,34,52,25,11,14,27,15,12,0,,0,0,,0,0,,0,2306
482158,1544,634,910,1,0,1,38,22,16,460,159,301,95,43,52,0,0,0,848,359,489,71,31,40,6,4,2,25,16,9,0,,0,0,,0,0,,0,1544
482167,168,7,161,0,0,0,0,0,0,157,6,151,4,0,4,0,0,0,1,0,1,0,0,0,6,1,5,0,0,0,0,,0,0,,0,0,,0,168
482176,194,3,191,1,0,1,0,0,0,7,0,7,71,2,69,0,0,0,101,1,100,12,0,12,2,0,2,0,0,0,0,,0,0,,0,0,,0,194
482185,61,45,16,0,0,0,2,2,0,0,0,0,10,7,3,0,0,0,34,25,9,4,2,2,10,8,2,1,1,0,0,,0,0,,0,0,,0,61
482194,115,18,97,0,0,0,7,0,7,11,3,8,44,6,38,0,0,0,46,9,37,5,0,5,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,115
482200,53,8,45,0,0,0,2,0,2,24,6,18,3,2,1,0,0,0,22,0,22,2,0,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,53
482228,44,27,17,0,0,0,1,0,1,0,0,0,4,3,1,0,0,0,38,23,15,1,1,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,44
482246,62,52,10,6,4,2,0,0,0,2,2,0,3,2,1,0,0,0,43,37,6,1,0,1,7,7,0,0,0,0,0,,0,0,,0,0,,0,62
482255,132,120,12,0,0,0,10,8,2,24,21,3,33,33,0,4,3,1,40,34,6,20,20,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,132
482291,819,342,477,1,1,0,5,3,2,16,8,8,179,64,115,2,1,1,33,10,23,0,0,0,583,255,328,0,0,0,0,,0,0,,0,0,,0,819
482413,373,175,198,4,2,2,47,25,22,99,42,57,79,41,38,0,0,0,108,49,59,5,4,1,28,10,18,3,2,1,21,,21,51,,51,72,,72,301
482422,57,38,19,4,3,1,1,0,1,4,3,1,12,9,3,1,1,0,26,16,10,1,1,0,8,5,3,0,0,0,2,,2,3,,3,5,,5,52
482431,636,399,237,3,0,3,107,63,44,80,51,29,195,116,79,14,6,8,198,135,63,16,12,4,19,12,7,4,4,0,22,,22,48,,48,70,,70,566
482440,16,8,8,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,13,6,7,0,0,0,0,0,0,0,0,0,1,,1,0,,0,1,,1,15
482459,167,89,78,1,1,0,5,3,2,42,15,27,49,29,20,1,1,0,56,37,19,0,0,0,12,3,9,1,0,1,5,,5,9,,9,14,,14,153
482468,281,116,165,0,0,0,13,3,10,131,54,77,14,4,10,1,1,0,91,45,46,2,0,2,25,7,18,4,2,2,28,,28,23,,23,51,,51,230
482477,9399,3433,5966,69,21,48,461,227,234,2126,628,1498,1372,564,808,58,26,32,4229,1591,2638,174,63,111,837,282,555,73,31,42,828,,828,923,,923,1751,,1751,7648
482538,8,6,2,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,8
482547,11,7,4,0,0,0,3,3,0,1,1,0,3,2,1,1,1,0,2,0,2,1,0,1,0,0,0,0,0,0,1,,1,1,,1,2,,2,9
482556,43,24,19,0,0,0,8,3,5,8,4,4,9,7,2,0,0,0,11,6,5,0,0,0,6,3,3,1,1,0,1,,1,4,,4,5,,5,38
482565,8,4,4,0,0,0,0,0,0,5,3,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,,0,1,,1,1,,1,7
482574,107,61,46,0,0,0,4,4,0,17,10,7,4,3,1,0,0,0,70,40,30,1,0,1,11,4,7,0,0,0,3,,3,5,,5,8,,8,99
482608,56,25,31,0,0,0,1,0,1,18,9,9,5,2,3,0,0,0,25,10,15,0,0,0,7,4,3,0,0,0,0,,0,14,,14,14,,14,42
482617,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,,1,1,,1,3
482635,105,61,44,0,0,0,3,1,2,29,18,11,26,13,13,1,0,1,33,22,11,4,4,0,6,2,4,3,1,2,3,,3,16,,16,19,,19,86
482653,70,33,37,0,0,0,11,5,6,10,4,6,12,8,4,0,0,0,25,10,15,2,1,1,9,5,4,1,0,1,1,,1,20,,20,21,,21,49
482680,3145,1152,1993,5,4,1,102,39,63,152,43,109,400,121,279,6,2,4,2286,880,1406,118,38,80,24,7,17,52,18,34,0,,0,0,,0,0,,0,3145
482699,354,110,244,1,0,1,3,1,2,45,17,28,38,16,22,0,0,0,251,70,181,8,2,6,3,3,0,5,1,4,0,,0,0,,0,0,,0,354
482705,3051,1208,1843,0,0,0,182,61,121,217,71,146,170,57,113,1,1,0,960,304,656,41,10,31,151,53,98,1329,651,678,0,0,0,0,0,0,0,0,0,3051
482936,387,302,85,2,2,0,12,6,6,23,16,7,75,59,16,2,2,0,233,187,46,16,15,1,6,5,1,18,10,8,1,,1,0,,0,1,,1,386
482963,141,8,133,1,0,1,4,0,4,16,1,15,38,3,35,0,0,0,77,4,73,4,0,4,1,0,1,0,0,0,0,,0,0,,0,0,,0,141
482981,112,94,18,0,0,0,1,1,0,17,14,3,78,66,12,0,0,0,8,5,3,8,8,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,112
482990,221,23,198,40,2,38,3,1,2,32,5,27,82,8,74,1,0,1,55,6,49,8,1,7,0,0,0,0,0,0,0,,0,0,,0,0,,0,221
483009,183,25,158,0,0,0,1,0,1,12,0,12,167,25,142,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,,0,0,,0,0,,0,183
483018,24,11,13,1,1,0,0,0,0,4,2,2,2,1,1,0,0,0,16,6,10,0,0,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,24
483036,734,274,460,3,1,2,24,4,20,177,68,109,183,66,117,9,4,5,306,119,187,22,10,12,10,2,8,0,0,0,0,,0,0,,0,0,,0,734
483045,3366,1448,1918,15,7,8,46,24,22,1513,542,971,187,100,87,2,2,0,1493,722,771,91,40,51,9,3,6,10,8,2,0,,0,0,,0,0,,0,3366
483054,69,52,17,0,0,0,1,1,0,19,17,2,0,0,0,0,0,0,44,31,13,3,1,2,2,2,0,0,0,0,0,,0,0,,0,0,,0,69
483106,166,28,138,0,0,0,2,0,2,38,7,31,59,11,48,0,0,0,45,6,39,4,1,3,17,3,14,1,0,1,0,,0,0,,0,0,,0,166
483124,14377,4626,9751,157,46,111,749,272,477,984,295,689,2826,839,1987,45,14,31,8218,2631,5587,548,145,403,694,289,405,156,95,61,0,2,2,2,1,3,2,3,5,14372
483212,959,320,639,3,1,2,9,3,6,351,91,260,25,15,10,7,1,6,529,198,331,26,8,18,4,2,2,5,1,4,0,,0,0,,0,0,,0,959
483221,31,20,11,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,27,18,9,0,,0,0,,0,0,,0,31
483230,235,229,6,3,3,0,5,5,0,1,1,0,60,59,1,0,0,0,145,141,4,18,17,1,3,3,0,0,0,0,0,,0,0,,0,0,,0,235
483258,14,12,2,0,0,0,0,0,0,11,9,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,14
483276,85,65,20,0,0,0,0,0,0,61,47,14,17,12,5,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,85
483328,70,4,66,0,0,0,0,0,0,4,0,4,20,0,20,0,0,0,40,4,36,0,0,0,6,0,6,0,0,0,0,,0,0,,0,0,,0,70
483337,89,4,85,0,0,0,0,0,0,20,0,20,6,1,5,0,0,0,60,3,57,3,0,3,0,0,0,0,0,0,0,,0,0,,0,0,,0,89
483346,109,2,107,0,0,0,9,0,9,35,1,34,24,0,24,0,0,0,23,1,22,17,0,17,1,0,1,0,0,0,0,,0,0,,0,0,,0,109
483355,105,5,100,0,0,0,1,0,1,46,2,44,0,0,0,0,0,0,52,3,49,6,0,6,0,0,0,0,0,0,0,,0,0,,0,0,,0,105
483364,76,3,73,0,0,0,0,0,0,44,1,43,5,1,4,0,0,0,24,1,23,3,0,3,0,0,0,0,0,0,0,,0,0,,0,0,,0,76
483373,24,3,21,0,0,0,5,0,5,2,0,2,12,3,9,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24
483382,260,255,5,1,1,0,11,10,1,50,49,1,78,78,0,0,0,0,113,111,2,1,1,0,6,5,1,0,0,0,0,,0,0,,0,0,,0,260
483425,31,0,31,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,24,0,24,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,31
483470,40,2,38,0,0,0,0,0,0,0,0,0,40,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,40
483504,215,81,134,0,0,0,3,1,2,115,36,79,21,8,13,0,0,0,50,26,24,11,5,6,14,5,9,1,0,1,0,,0,0,,0,0,,0,215
483513,18,11,7,0,0,0,0,0,0,3,2,1,11,6,5,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,18
483559,21,10,11,0,0,0,0,0,0,5,3,2,7,3,4,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,21
483577,24,1,23,0,0,0,3,1,2,4,0,4,1,0,1,0,0,0,12,0,12,1,0,1,3,0,3,0,0,0,0,,0,0,,0,0,,0,24
483595,530,148,382,0,0,0,0,0,0,2,0,2,366,103,263,0,0,0,4,1,3,1,0,1,157,44,113,0,0,0,0,,0,0,,0,0,,0,530
483647,43,4,39,0,0,0,0,0,0,18,1,17,0,0,0,0,0,0,24,2,22,1,1,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,43
483708,467,45,422,0,0,0,39,6,33,232,17,215,139,16,123,0,0,0,39,5,34,12,0,12,6,1,5,0,0,0,0,,0,0,,0,0,,0,467
483726,12,1,11,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,,0,0,0,0,12
483735,34,2,32,0,0,0,0,0,0,2,0,2,17,0,17,0,0,0,13,2,11,0,0,0,2,0,2,0,0,0,0,,0,0,,0,0,,0,34
483744,7,6,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,7
483753,12,10,2,0,0,0,0,0,0,5,4,1,2,2,0,0,0,0,4,3,1,1,1,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,12
483799,14,5,9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,12,5,7,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,14
483814,260,24,236,1,0,1,17,0,17,211,23,188,13,0,13,1,0,1,13,0,13,4,1,3,0,0,0,0,0,0,0,,0,0,,0,0,,0,260
483823,416,313,103,3,3,0,7,6,1,301,221,80,59,45,14,0,0,0,31,26,5,4,2,2,11,10,1,0,0,0,0,,0,0,,0,0,,0,416
483841,116,15,101,0,0,0,113,15,98,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,116
483850,10,4,6,0,0,0,7,3,4,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,10
483869,114,22,92,0,0,0,0,0,0,0,0,0,114,22,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,114
483878,90,12,78,1,0,1,20,2,18,13,1,12,33,5,28,1,1,0,8,2,6,9,1,8,0,0,0,5,0,5,0,,0,0,,0,0,,0,90
483887,41,11,30,0,0,0,1,0,1,7,3,4,4,1,3,0,0,0,29,7,22,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,41
483896,277,10,267,0,0,0,5,0,5,154,4,150,31,2,29,0,0,0,81,4,77,3,0,3,3,0,3,0,0,0,0,,0,0,,0,0,,0,277
483911,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,6
483920,126,63,63,0,0,0,0,0,0,106,51,55,4,2,2,0,0,0,15,10,5,0,0,0,1,0,1,0,0,0,0,,0,0,,0,0,,0,126
483948,14,10,4,0,0,0,0,0,0,13,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,14
483957,50,4,46,0,0,0,0,0,0,1,0,1,42,3,39,0,0,0,6,1,5,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,50
483975,150,74,76,0,0,0,37,18,19,7,2,5,14,6,8,0,0,0,87,46,41,4,2,2,1,0,1,0,0,0,0,,0,0,1,1,0,1,1,149
484002,808,66,742,1,0,1,41,3,38,124,9,115,443,37,406,6,2,4,148,11,137,28,3,25,17,1,16,0,0,0,26,0,26,0,,0,26,0,26,782
484011,107,27,80,0,0,0,1,1,0,4,2,2,3,3,0,0,0,0,43,12,31,10,5,5,46,4,42,0,0,0,0,,0,0,,0,0,,0,107
484020,13,12,1,0,0,0,0,0,0,10,10,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,13
484039,138,99,39,0,0,0,0,0,0,116,90,26,13,5,8,0,0,0,7,2,5,0,0,0,0,0,0,2,2,0,0,,0,0,,0,0,,0,138
484048,6,5,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,6
484057,333,21,312,32,3,29,153,13,140,55,3,52,49,2,47,3,0,3,26,0,26,5,0,5,9,0,9,1,0,1,0,,0,0,,0,0,,0,333
484066,391,16,375,1,0,1,7,1,6,132,4,128,34,1,33,0,0,0,192,9,183,23,0,23,2,1,1,0,0,0,0,,0,0,,0,0,,0,391
484075,73,60,13,1,1,0,1,0,1,49,41,8,11,10,1,0,0,0,9,7,2,2,1,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,73
484084,29,1,28,0,0,0,0,0,0,6,1,5,5,0,5,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,29
484093,77,4,73,0,0,0,0,0,0,25,0,25,2,1,1,1,0,1,47,2,45,2,1,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,77
484109,66,0,66,0,0,0,0,0,0,8,0,8,7,0,7,0,0,0,49,0,49,0,0,0,2,0,2,0,0,0,0,,0,0,,0,0,,0,66
484127,62,12,50,0,0,0,6,3,3,1,0,1,13,5,8,0,0,0,42,4,38,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,62
484136,22,6,16,0,0,0,0,0,0,16,6,10,2,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,22
484163,135,37,98,4,1,3,4,1,3,6,2,4,26,10,16,0,0,0,89,22,67,6,1,5,0,0,0,0,0,0,0,,0,0,,0,0,,0,135
484172,57,8,49,0,0,0,0,0,0,0,0,0,57,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,57
484190,13,10,3,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,4,3,1,0,0,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,13
484206,178,5,173,5,0,5,14,1,13,4,1,3,96,2,94,2,1,1,36,0,36,8,0,8,13,0,13,0,0,0,0,,0,0,,0,0,,0,178
484233,154,113,41,0,0,0,0,0,0,21,21,0,86,64,22,0,0,0,45,26,19,2,2,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,154
484330,28,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26,0,26,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,28
484349,54,2,52,0,0,0,1,0,1,10,0,10,3,0,3,0,0,0,30,2,28,2,0,2,8,0,8,0,0,0,0,,0,0,,0,0,,0,54
484358,36,1,35,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,27,1,26,2,0,2,3,0,3,1,0,1,0,,0,0,,0,0,,0,36
484367,173,23,150,7,0,7,20,4,16,10,3,7,57,5,52,3,1,2,45,5,40,31,5,26,0,0,0,0,0,0,0,,0,0,,0,0,,0,173
484376,215,17,198,5,0,5,26,4,22,34,1,33,99,7,92,8,0,8,20,1,19,22,4,18,1,0,1,0,0,0,0,,0,0,,0,0,,0,215
484394,103,19,84,1,0,1,0,0,0,2,1,1,13,8,5,3,1,2,79,6,73,5,3,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,103
484473,824,332,492,2,1,1,19,7,12,44,15,29,187,76,111,1,0,1,510,205,305,27,9,18,29,17,12,5,2,3,0,,0,0,,0,0,,0,824
484604,393,8,385,1,0,1,12,1,11,212,5,207,102,1,101,0,0,0,40,0,40,17,0,17,9,1,8,0,0,0,5,,5,0,,0,5,,5,388
484613,24164,7372,16792,169,30,139,453,155,298,5258,1199,4059,2861,906,1955,180,55,125,6537,2138,4399,625,158,467,8040,2706,5334,41,25,16,178,6,184,60,3,63,238,9,247,23917
484631,744,436,308,3,2,1,27,10,17,90,43,47,198,103,95,12,9,3,114,73,41,13,9,4,287,187,100,0,0,0,28,0,28,1,0,1,29,0,29,715
484710,33,25,8,2,1,1,2,1,1,7,5,2,8,7,1,1,0,1,2,1,1,0,0,0,11,10,1,0,0,0,2,0,2,0,,0,2,0,2,31
484756,51,26,25,0,0,0,1,1,0,19,8,11,6,4,2,0,0,0,7,5,2,1,0,1,17,8,9,0,0,0,2,,2,0,,0,2,,2,49
484844,132,61,71,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,12,2,10,3,1,2,0,0,0,114,57,57,1,,1,0,,0,1,,1,131
484862,67,25,42,2,0,2,5,1,4,5,3,2,10,3,7,0,0,0,36,14,22,0,0,0,8,3,5,1,1,0,0,,0,0,,0,0,,0,67
484871,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,18
484899,200,2,198,0,0,0,5,0,5,7,0,7,47,0,47,1,0,1,68,1,67,11,0,11,61,1,60,0,0,0,0,,0,0,,0,0,,0,200
484905,1128,368,760,1,0,1,19,10,9,289,90,199,522,152,370,0,0,0,189,86,103,23,8,15,13,4,9,72,18,54,0,,0,0,,0,0,,0,1128
484923,64,0,64,0,0,0,4,0,4,16,0,16,7,0,7,0,0,0,36,0,36,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,64
484932,349,155,194,3,2,1,2,1,1,12,5,7,2,1,1,0,0,0,311,136,175,0,0,0,19,10,9,0,0,0,0,,0,0,,0,0,,0,349
484950,103,6,97,5,1,4,0,0,0,1,0,1,24,2,22,0,0,0,67,2,65,6,1,5,0,0,0,0,0,0,0,,0,0,,0,0,,0,103
484996,55,1,54,0,0,0,5,0,5,11,0,11,37,1,36,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,55,,55,0,,0,55,,55,0
485014,47,2,45,0,0,0,1,0,1,25,1,24,3,0,3,0,0,0,14,1,13,3,0,3,1,0,1,0,0,0,0,,0,0,,0,0,,0,47
485032,69,3,66,0,0,0,0,0,0,29,1,28,3,0,3,0,0,0,36,2,34,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,69
485111,1671,578,1093,59,29,30,47,14,33,678,212,466,168,59,109,4,2,2,680,247,433,1,0,1,27,9,18,7,6,1,0,,0,0,,0,0,,0,1671
485166,47,5,42,0,0,0,2,1,1,4,1,3,13,1,12,0,0,0,24,2,22,0,0,0,4,0,4,0,0,0,0,,0,0,,0,0,,0,47
485236,56,1,55,0,0,0,1,0,1,34,1,33,0,0,0,0,0,0,18,0,18,2,0,2,1,0,1,0,0,0,0,,0,0,,0,0,,0,56
485272,288,51,237,0,0,0,5,1,4,37,3,34,217,41,176,0,0,0,13,4,9,15,2,13,1,0,1,0,0,0,0,,0,0,,0,0,,0,288
485342,234,178,56,0,0,0,1,1,0,38,33,5,91,66,25,0,0,0,94,72,22,10,6,4,0,0,0,0,0,0,0,,0,0,,0,0,,0,234
485360,24,1,23,0,0,0,2,1,1,15,0,15,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,24
485379,277,49,228,0,0,0,3,1,2,93,13,80,114,19,95,0,0,0,21,3,18,1,1,0,45,12,33,0,0,0,0,,0,0,,0,0,,0,277
485388,307,16,291,0,0,0,2,0,2,74,6,68,169,8,161,3,0,3,54,1,53,3,1,2,2,0,2,0,0,0,0,,0,0,,0,0,,0,307
485397,70,5,65,0,0,0,0,0,0,54,4,50,5,1,4,0,0,0,4,0,4,0,0,0,7,0,7,0,0,0,0,,0,0,,0,0,,0,70
485403,46,16,30,0,0,0,2,0,2,4,2,2,9,1,8,0,0,0,21,13,8,6,0,6,0,0,0,4,0,4,0,,0,0,0,0,0,0,0,46
485412,102,9,93,3,0,3,2,0,2,12,2,10,55,6,49,3,0,3,26,1,25,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,102
485458,1198,525,673,5,2,3,10,4,6,219,73,146,106,53,53,0,0,0,827,383,444,21,5,16,8,5,3,2,0,2,0,,0,0,,0,0,,0,1198
485476,92,3,89,0,0,0,3,0,3,1,0,1,6,0,6,1,0,1,78,3,75,3,0,3,0,0,0,0,0,0,0,,0,0,,0,0,,0,92
485485,166,9,157,0,0,0,0,0,0,13,1,12,130,7,123,0,0,0,4,0,4,0,0,0,1,0,1,18,1,17,0,0,0,0,,0,0,0,0,166
485494,48,38,10,0,0,0,2,2,0,15,13,2,19,13,6,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,48
485500,349,328,21,3,3,0,19,19,0,105,99,6,80,73,7,2,2,0,92,87,5,26,24,2,22,21,1,0,0,0,0,,0,0,,0,0,,0,349
485519,151,103,48,0,0,0,5,3,2,31,28,3,24,17,7,1,1,0,80,50,30,8,3,5,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,151
485546,110,66,44,2,1,1,7,4,3,49,29,20,16,10,6,2,2,0,23,13,10,1,0,1,6,3,3,4,4,0,0,,0,0,,0,0,,0,110
485564,215,23,192,0,0,0,2,1,1,174,18,156,1,0,1,0,0,0,38,4,34,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,215
485573,172,21,151,0,0,0,4,0,4,1,0,1,37,1,36,0,0,0,126,20,106,0,0,0,3,0,3,1,0,1,0,0,0,0,,0,0,0,0,172
485591,26,1,25,0,0,0,0,0,0,23,1,22,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,26
485607,14,0,14,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,5,0,5,2,0,2,0,0,0,0,0,0,0,,0,0,,0,0,,0,14
485698,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,18
485704,13,5,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,4,8,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,13
485768,266,97,169,0,0,0,1,1,0,10,8,2,214,70,144,0,0,0,2,0,2,0,0,0,9,3,6,30,15,15,0,,0,0,,0,0,,0,266
485801,113,7,106,0,0,0,1,0,1,28,0,28,76,6,70,0,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,113
485856,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,4
485874,151,3,148,0,0,0,6,0,6,34,0,34,60,1,59,0,0,0,50,2,48,1,0,1,0,0,0,0,0,0,0,,0,0,,0,0,,0,151
485926,129,34,95,0,0,0,0,0,0,0,0,0,124,33,91,0,0,0,3,1,2,0,0,0,2,0,2,0,0,0,0,,0,0,,0,0,,0,129
485953,15,13,2,0,0,0,0,0,0,3,1,2,4,4,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,15
485962,11,9,2,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,11
485999,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,25
486017,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,1,1,0,0,,0,0,,0,0,,0,7
486026,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,19
486053,31,21,10,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,27,18,9,0,0,0,0,0,0,2,1,1,0,,0,0,,0,0,,0,31
486080,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,2
486105,9,0,9,0,0,0,1,0,1,6,0,6,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9
486123,4,2,2,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,,0,0,,0,4
486141,13,0,13,0,0,0,0,0,0,7,0,7,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,13
486150,114,43,71,1,1,0,2,0,2,44,15,29,29,11,18,0,0,0,35,15,20,2,1,1,0,0,0,1,0,1,0,,0,0,,0,0,,0,114
486169,42,30,12,0,0,0,1,1,0,14,6,8,2,1,1,0,0,0,24,21,3,0,0,0,1,1,0,0,0,0,0,,0,0,,0,0,,0,42
486196,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,3
486202,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14
