UNITID,BAREVCT,BAEXCLU,BAAC150,BANC100,BAGR100,BANC150,BAGR150,BAAEXCL,BAAC200,BANC200A,BASTEND,BANC200,BAGR200,L4REVCT,L4EXCLU,L4AC150,L4NC100,L4GR100,L4NC150,L4GR150,L4AEXCL,L4AC200,L4NC200A,L4STEND,L4NC200,L4GR200
101602,,,,,,,,,,,,,,415,0,415,105,25,138,33,0,415,79,0,217,52
101648,,,,,,,,,,,,,,278,3,275,112,41,112,41,0,275,0,0,112,41
101675,404,0,404,53,13,101,25,0,404,10,2,111,27,,,,,,,,,,,,,
101693,258,3,255,96,38,140,55,0,255,5,1,145,57,,,,,,,,,,,,,
101709,519,0,519,170,33,286,55,0,519,5,1,291,56,,,,,,,,,,,,,
101736,,,,,,,,,,,,,,677,0,677,83,12,166,25,0,677,43,42,209,31
101879,953,0,953,199,21,463,49,0,953,35,14,498,52,,,,,,,,,,,,,
101897,,,,,,,,,,,,,,496,0,496,106,21,233,47,0,496,49,16,282,57
101912,363,0,363,107,29,180,50,0,363,16,5,196,54,,,,,,,,,,,,,
101994,,,,,,,,,,,,,,55,0,55,12,22,16,29,2,53,2,0,18,34
102030,,,,,,,,,,,,,,647,0,647,76,12,133,21,0,647,11,8,144,22
102049,755,0,755,492,65,576,76,0,755,2,0,578,77,,,,,,,,,,,,,
102067,,,,,,,,,,,,,,794,0,794,65,8,120,15,0,794,15,33,135,17
102076,,,,,,,,,,,,,,539,0,539,228,42,267,50,0,539,24,39,291,54
102094,1825,0,1825,449,25,834,46,0,1825,61,18,895,49,,,,,,,,,,,,,
102234,431,0,431,187,43,240,56,0,431,8,1,248,58,,,,,,,,,,,,,
102270,162,0,162,31,19,44,27,0,162,21,0,65,40,,,,,,,,,,,,,
102298,183,0,183,26,14,65,36,0,183,2,3,67,37,,,,,,,,,,,,,
102313,,,,,,,,,,,,,,289,0,289,24,8,53,18,0,289,10,19,63,22
102368,1481,3,1478,366,25,696,47,0,1478,62,16,758,51,,,,,,,,,,,,,
102377,644,0,644,185,29,334,52,0,644,19,5,353,55,,,,,,,,,,,,,
102429,,,,,,,,,,,,,,645,1,644,132,20,201,31,0,644,27,23,228,35
102553,991,0,991,114,12,317,32,0,991,33,36,350,35,,,,,,,,,,,,,
102580,2,0,2,2,100,2,100,0,2,0,0,2,100,,,,,,,,,,,,,
102614,468,0,468,119,25,194,41,0,468,19,11,213,46,,,,,,,,,,,,,
102632,60,0,60,8,13,18,30,0,60,1,1,19,32,,,,,,,,,,,,,
102669,29,0,29,12,41,13,45,0,29,1,0,14,48,,,,,,,,,,,,,
102711,,,,,,,,,,,,,,178,0,178,164,92,164,92,0,178,0,0,164,92
102845,1023,0,1023,1,0,1,0,0,1023,0,0,1,0,,,,,,,,,,,,,
103501,,,,,,,,,,,,,,354,0,354,281,79,281,79,0,354,1,0,282,80
103741,,,,,,,,,,,,,,57,0,57,0,0,33,58,0,57,0,0,33,58
103893,,,,,,,,,,,,,,409,0,409,200,49,257,63,0,409,8,5,265,65
103909,,,,,,,,,,,,,,250,1,249,120,48,155,62,0,249,7,3,162,65
103927,,,,,,,,,,,,,,160,1,159,70,44,89,56,0,159,15,4,104,65
103954,,,,,,,,,,,,,,10,0,10,5,50,6,60,0,10,0,0,6,60
103963,,,,,,,,,,,,,,648,0,648,340,52,364,56,0,648,1,0,365,56
104090,175,0,175,18,10,20,11,0,175,0,0,20,11,,,,,,,,,,,,,
104151,9917,97,9820,4892,50,6496,66,0,9820,197,60,6693,68,,,,,,,,,,,,,
104160,,,,,,,,,,,,,,647,0,647,58,9,155,24,0,647,18,62,173,27
104179,6272,6,6266,2966,47,4055,65,0,6266,128,53,4183,67,,,,,,,,,,,,,
104346,,,,,,,,,,,,,,527,0,527,39,7,86,16,0,527,25,33,111,21
104391,,,,,,,,,,,,,,36,0,36,8,22,23,64,0,36,0,0,23,64
104425,,,,,,,,,,,,,,443,1,442,58,13,127,29,0,442,5,31,132,30
104443,,,,,,,,,,,,,,19,0,19,0,0,11,58,0,19,0,0,11,58
104568,,,,,,,,,,,,,,156,0,156,100,64,106,68,0,156,2,0,108,69
104577,,,,,,,,,,,,,,350,0,350,135,39,161,46,0,350,2,9,163,47
104586,443,1,442,185,42,304,69,0,442,6,2,310,70,,,,,,,,,,,,,
104708,,,,,,,,,,,,,,1680,0,1680,93,6,242,14,0,1680,86,118,328,20
104717,1547,0,1547,536,35,631,41,0,1547,29,17,660,43,,,,,,,,,,,,,
105145,,,,,,,,,,,,,,312,0,312,49,16,61,20,0,312,9,6,70,22
105154,,,,,,,,,,,,,,1375,0,1375,115,8,248,18,0,1375,48,105,296,22
105206,,,,,,,,,,,,,,153,0,153,23,15,28,18,0,153,4,15,32,21
105215,,,,,,,,,,,,,,271,2,269,105,39,174,65,0,269,4,0,178,66
105330,4347,10,4337,1783,41,2457,57,0,4337,71,24,2528,58,,,,,,,,,,,,,
105349,,,,,,,,,,,,,,70,0,70,3,4,6,9,0,70,0,4,6,9
105428,,,,,,,,,,,,,,641,0,641,48,7,96,15,0,641,19,48,115,18
105525,,,,,,,,,,,,,,2129,0,2129,173,8,379,18,1,2128,103,261,482,23
105543,,,,,,,,,,,,,,213,0,213,36,17,139,65,0,213,5,4,144,68
105589,40,0,40,8,20,13,33,0,40,2,0,15,38,,,,,,,,,,,,,
105659,,,,,,,,,,,,,,667,0,667,182,27,476,71,0,667,5,21,481,72
105668,,,,,,,,,,,,,,77,0,77,1,1,3,4,0,77,4,3,7,9
105677,,,,,,,,,,,,,,15,0,15,13,87,13,87,0,15,0,0,13,87
105747,,,,,,,,,,,,,,484,0,484,41,8,83,17,0,484,20,32,103,21
105792,,,,,,,,,,,,,,444,0,444,50,11,85,19,0,444,27,18,112,25
105899,88,0,88,32,36,44,50,0,88,1,0,45,51,,,,,,,,,,,,,
106041,,,,,,,,,,,,,,892,6,886,285,32,592,67,0,886,6,0,598,67
106111,,,,,,,,,,,,,,43,0,43,0,0,14,33,0,43,0,0,14,33
106148,,,,,,,,,,,,,,527,0,527,111,21,167,32,0,527,31,32,198,38
106245,625,1,624,154,25,251,40,0,624,21,20,272,44,,,,,,,,,,,,,
106306,20,0,20,1,5,1,5,0,20,0,0,1,5,,,,,,,,,,,,,
106315,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,2,0,0,0,0
106324,,,,,,,,,,,,,,11,0,11,0,0,7,64,0,11,0,0,7,64
106342,171,0,171,78,46,92,54,0,171,1,0,93,54,,,,,,,,,,,,,
106351,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,0
106360,,,,,,,,,,,,,,25,0,25,3,12,13,52,0,25,0,0,13,52
106397,4300,6,4294,2083,49,2843,66,0,4294,85,34,2928,68,,,,,,,,,,,,,
106412,557,1,556,97,17,184,33,0,556,19,6,203,37,,,,,,,,,,,,,
106449,,,,,,,,,,,,,,730,1,729,232,32,304,42,1,728,19,19,323,44
106458,1575,0,1575,555,35,795,50,0,1575,41,22,836,53,,,,,,,,,,,,,
106467,1380,5,1375,337,25,550,40,2,1373,25,29,575,42,,,,,,,,,,,,,
106485,500,0,500,63,13,123,25,0,500,4,7,127,25,,,,,,,,,,,,,
106494,,,,,,,,,,,,,,33,0,33,8,24,15,45,0,33,0,0,15,45
106546,,,,,,,,,,,,,,7,0,7,6,86,6,86,0,7,0,0,6,86
106625,,,,,,,,,,,,,,309,0,309,65,21,92,30,0,309,4,22,96,31
106704,2177,0,2177,607,28,937,43,0,2177,44,20,981,45,,,,,,,,,,,,,
106713,84,0,84,16,19,21,25,0,84,1,0,22,26,,,,,,,,,,,,,
106795,,,,,,,,,,,,,,213,0,213,59,28,88,41,0,213,7,0,95,45
106810,11,0,11,1,9,5,45,0,11,0,0,5,45,,,,,,,,,,,,,
106883,,,,,,,,,,,,,,136,0,136,18,13,34,25,0,136,32,11,66,49
106892,,,,,,,,,,,,,,406,0,406,119,29,197,49,0,406,2,0,199,49
106908,,,,,,,,,,,,,,141,0,141,8,6,84,60,0,141,0,0,84,60
106980,,,,,,,,,,,,,,430,0,430,45,10,84,20,0,430,3,10,87,20
106999,,,,,,,,,,,,,,241,0,241,87,36,126,52,0,241,6,5,132,55
107044,1039,0,1039,500,48,713,69,0,1039,9,3,722,69,,,,,,,,,,,,,
107071,697,0,697,166,24,268,38,0,697,9,18,277,40,,,,,,,,,,,,,
107080,435,1,434,287,66,307,71,0,434,3,0,310,71,,,,,,,,,,,,,
107099,,,,,,,,,,,,,,13,0,13,0,0,5,38,0,13,0,0,5,38
107141,303,0,303,188,62,217,72,0,303,0,0,217,72,,,,,,,,,,,,,
107220,,,,,,,,,,,,,,202,0,202,57,28,118,58,0,202,0,0,118,58
107293,,,,,,,,,,,,,,20,0,20,5,25,17,85,0,20,0,0,17,85
107318,,,,,,,,,,,,,,118,1,117,16,14,19,16,0,117,5,7,24,21
107327,,,,,,,,,,,,,,188,0,188,33,18,51,27,0,188,3,8,54,29
107442,,,,,,,,,,,,,,10,0,10,1,10,7,70,0,10,0,0,7,70
107460,,,,,,,,,,,,,,409,0,409,85,21,111,27,0,409,13,10,124,30
107488,,,,,,,,,,,,,,163,2,161,15,9,112,70,2,159,1,0,113,71
107512,393,0,393,225,57,248,63,0,393,1,0,249,63,,,,,,,,,,,,,
107521,,,,,,,,,,,,,,110,0,110,22,20,33,30,0,110,11,16,44,40
107549,,,,,,,,,,,,,,196,1,195,73,37,111,57,0,195,1,10,112,57
107558,156,1,155,58,37,80,52,0,155,0,0,80,52,,,,,,,,,,,,,
107585,,,,,,,,,,,,,,407,0,407,86,21,151,37,0,407,23,9,174,43
107600,135,0,135,47,35,59,44,0,135,0,0,59,44,,,,,,,,,,,,,
107619,,,,,,,,,,,,,,116,0,116,33,28,47,41,0,116,7,5,54,47
107637,,,,,,,,,,,,,,172,0,172,6,3,33,19,0,172,10,8,43,25
107655,,,,,,,,,,,,,,9,0,9,0,0,5,56,0,9,0,0,5,56
107664,,,,,,,,,,,,,,501,0,501,58,12,121,24,1,500,22,0,143,29
107725,,,,,,,,,,,,,,212,0,212,55,26,80,38,0,212,2,7,82,39
107743,,,,,,,,,,,,,,124,0,124,48,39,64,52,0,124,6,1,70,56
107789,,,,,,,,,,,,,,32,0,32,4,13,25,78,0,32,0,0,25,78
107831,,,,,,,,,,,,,,37,3,34,0,0,13,38,0,34,0,0,13,38
107840,,,,,,,,,,,,,,50,0,50,21,42,21,42,0,50,0,0,21,42
107877,155,0,155,51,33,60,39,0,155,0,0,60,39,,,,,,,,,,,,,
107974,,,,,,,,,,,,,,145,0,145,9,6,30,21,0,145,7,7,37,26
107983,651,0,651,192,29,271,42,0,651,11,2,282,43,,,,,,,,,,,,,
107992,,,,,,,,,,,,,,168,0,168,69,41,69,41,0,168,6,4,75,45
108065,,,,,,,,,,,,,,14,0,14,11,79,12,86,0,14,0,0,12,86
108092,852,2,850,178,21,311,37,2,848,24,19,335,40,,,,,,,,,,,,,
108232,624,0,624,41,7,260,42,0,624,28,9,288,46,,,,,,,,,,,,,
108667,,,,,,,,,,,,,,198,0,198,22,11,51,26,0,198,14,20,65,33
108807,,,,,,,,,,,,,,768,0,768,97,13,258,34,0,768,56,70,314,41
108852,,,,,,,,,,,,,,113,0,113,81,72,81,72,0,113,1,0,82,73
108977,,,,,,,,,,,,,,25,1,24,9,38,16,67,0,24,0,0,16,67
109040,,,,,,,,,,,,,,429,0,429,196,46,310,72,0,429,13,4,323,75
109208,,,,,,,,,,,,,,1270,0,1270,133,10,389,31,0,1270,91,124,480,38
109651,165,3,162,46,28,111,69,1,161,4,0,115,71,,,,,,,,,,,,,
109721,,,,,,,,,,,,,,438,0,438,190,43,251,57,0,438,0,0,251,57
109730,,,,,,,,,,,,,,101,0,101,71,70,73,72,0,101,0,0,73,72
109785,1214,0,1214,579,48,825,68,0,1214,47,0,872,72,,,,,,,,,,,,,
109907,,,,,,,,,,,,,,277,0,277,53,19,97,35,0,277,11,18,108,39
109934,,,,,,,,,,,,,,87,0,87,2,2,45,52,0,87,0,0,45,52
110060,59,0,59,5,8,14,24,0,59,0,0,14,24,,,,,,,,,,,,,
110097,900,1,899,510,57,664,74,0,899,11,4,675,75,,,,,,,,,,,,,
110194,,,,,,,,,,,,,,215,0,215,168,78,187,87,0,215,0,0,187,87
110246,,,,,,,,,,,,,,1308,0,1308,140,11,296,23,0,1308,54,68,350,27
110334,,,,,,,,,,,,,,906,0,906,85,9,272,30,0,906,76,89,348,38
110361,967,0,967,414,43,609,63,0,967,24,3,633,65,,,,,,,,,,,,,
110370,232,0,232,96,41,148,64,0,232,3,0,151,65,,,,,,,,,,,,,
110404,249,0,249,210,84,233,94,0,249,3,0,236,95,,,,,,,,,,,,,
110413,540,0,540,328,61,369,68,0,540,2,0,371,69,,,,,,,,,,,,,
110422,4861,0,4861,2459,51,3987,82,0,4861,83,14,4070,84,,,,,,,,,,,,,
110468,25,0,25,0,0,4,16,0,25,0,0,4,16,,,,,,,,,,,,,
110486,1324,0,1324,215,16,569,43,0,1324,69,45,638,48,,,,,,,,,,,,,
110495,1181,0,1181,219,19,693,59,0,1181,61,22,754,64,,,,,,,,,,,,,
110510,2319,0,2319,323,14,1275,55,0,2319,166,36,1441,62,,,,,,,,,,,,,
110529,3169,0,3169,724,23,2198,69,0,3169,148,40,2346,74,,,,,,,,,,,,,
110538,2316,0,2316,688,30,1560,67,0,2316,67,11,1627,70,,,,,,,,,,,,,
110547,1460,0,1460,120,8,649,44,0,1460,98,40,747,51,,,,,,,,,,,,,
110556,3166,0,3166,510,16,1781,56,0,3166,213,59,1994,63,,,,,,,,,,,,,
110565,4512,0,4512,1018,23,3112,69,0,4512,225,61,3337,74,,,,,,,,,,,,,
110574,1477,0,1477,191,13,734,50,0,1477,73,22,807,55,,,,,,,,,,,,,
110583,4119,0,4119,1060,26,3028,74,0,4119,115,30,3143,76,,,,,,,,,,,,,
110592,2895,0,2895,235,8,1496,52,0,2895,198,70,1694,59,,,,,,,,,,,,,
110608,5760,0,5760,847,15,3182,55,0,5760,313,123,3495,61,,,,,,,,,,,,,
110617,3202,0,3202,391,12,1756,55,0,3202,230,56,1986,62,,,,,,,,,,,,,
110635,4677,0,4677,3554,76,4331,93,0,4677,82,14,4413,94,,,,,,,,,,,,,
110644,5072,2,5070,3201,63,4394,87,0,5070,87,13,4481,88,,,,,,,,,,,,,
110653,5449,0,5449,3774,69,4599,84,2,5447,58,11,4657,85,,,,,,,,,,,,,
110662,5684,0,5684,4523,80,5201,92,0,5684,52,10,5253,92,,,,,,,,,,,,,
110671,4185,1,4184,2343,56,3179,76,0,4184,60,14,3239,77,,,,,,,,,,,,,
110680,5217,0,5217,3398,65,4552,87,0,5217,97,18,4649,89,,,,,,,,,,,,,
110705,4597,0,4597,3112,68,3833,83,0,4597,56,12,3889,85,,,,,,,,,,,,,
110714,3295,5,3290,1712,52,2468,75,0,3290,69,14,2537,77,,,,,,,,,,,,,
110875,,,,,,,,,,,,,,32,1,31,10,32,28,90,0,31,0,0,28,90
110918,1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
111054,,,,,,,,,,,,,,71,0,71,6,8,35,49,0,71,0,0,35,49
111081,171,0,171,92,54,105,61,0,171,3,0,108,63,,,,,,,,,,,,,
111188,199,0,199,102,51,133,67,0,199,2,1,135,68,,,,,,,,,,,,,
111434,,,,,,,,,,,,,,256,0,256,44,17,88,34,0,256,13,15,101,39
111461,,,,,,,,,,,,,,1486,0,1486,282,19,626,42,0,1486,103,100,729,49
111513,,,,,,,,,,,,,,61,0,61,49,80,49,80,0,61,1,0,50,82
111708,,,,,,,,,,,,,,134,0,134,0,0,75,56,0,134,1,0,76,57
111717,,,,,,,,,,,,,,167,0,167,0,0,123,74,0,167,0,0,123,74
111726,,,,,,,,,,,,,,186,0,186,0,0,171,92,0,186,1,0,172,92
111744,,,,,,,,,,,,,,118,0,118,0,0,84,71,0,118,5,0,89,75
111762,,,,,,,,,,,,,,68,0,68,1,1,58,85,0,68,1,0,59,87
111799,,,,,,,,,,,,,,117,0,117,0,0,90,77,0,117,0,0,90,77
111887,,,,,,,,,,,,,,1704,0,1704,163,10,506,30,0,1704,144,175,650,38
111896,,,,,,,,,,,,,,204,0,204,31,15,59,29,0,204,16,14,75,37
111920,,,,,,,,,,,,,,919,0,919,114,12,316,34,0,919,65,103,381,41
111939,,,,,,,,,,,,,,1522,0,1522,144,9,429,28,0,1522,111,142,540,35
111948,1284,0,1284,925,72,1035,81,0,1284,11,0,1046,81,,,,,,,,,,,,,
111966,4,0,4,2,50,3,75,0,4,0,0,3,75,,,,,,,,,,,,,
112075,373,0,373,209,56,236,63,0,373,2,0,238,64,,,,,,,,,,,,,
112084,90,0,90,35,39,38,42,0,90,2,3,40,44,,,,,,,,,,,,,
112172,,,,,,,,,,,,,,1358,0,1358,255,19,553,41,0,1358,94,106,647,48
112181,,,,,,,,,,,,,,76,0,76,4,5,68,89,0,76,0,0,68,89
112190,,,,,,,,,,,,,,1419,0,1419,260,18,522,37,0,1419,105,131,627,44
112260,337,0,337,286,85,307,91,0,337,2,1,309,92,,,,,,,,,,,,,
112288,,,,,,,,,,,,,,291,0,291,64,22,204,70,0,291,2,0,206,71
112367,,,,,,,,,,,,,,391,0,391,267,68,295,75,0,391,0,0,295,75
112385,,,,,,,,,,,,,,154,0,154,16,10,48,31,0,154,9,4,57,37
112394,74,0,74,20,27,41,55,0,74,4,0,45,61,,,,,,,,,,,,,
112455,,,,,,,,,,,,,,59,0,59,7,12,41,70,0,59,0,0,41,69
112561,,,,,,,,,,,,,,166,0,166,26,16,59,36,0,166,7,7,66,40
112570,31,0,31,9,29,14,45,0,31,0,0,14,45,,,,,,,,,,,,,
112686,,,,,,,,,,,,,,390,0,390,23,6,69,18,0,390,18,20,87,22
112826,,,,,,,,,,,,,,240,0,240,19,8,51,21,0,240,15,22,66,28
113096,,,,,,,,,,,,,,978,0,978,78,8,277,28,0,978,82,91,359,37
113111,,,,,,,,,,,,,,497,0,497,69,14,157,32,0,497,26,47,183,37
113193,,,,,,,,,,,,,,717,0,717,108,15,274,38,0,717,60,46,334,47
113218,,,,,,,,,,,,,,535,0,535,44,8,166,31,0,535,41,37,207,39
113333,,,,,,,,,,,,,,2145,0,2145,1099,51,1396,65,0,2145,78,64,1474,69
113449,,,,,,,,,,,,,,86,0,86,17,20,69,80,0,86,0,0,69,80
113573,,,,,,,,,,,,,,1397,0,1397,107,8,357,26,0,1397,102,123,459,33
113582,18,0,18,10,56,10,56,0,18,0,0,10,56,,,,,,,,,,,,,
113634,,,,,,,,,,,,,,1254,0,1254,332,26,600,48,0,1254,70,87,670,53
113698,307,0,307,194,63,216,70,0,307,1,0,217,71,,,,,,,,,,,,,
113856,,,,,,,,,,,,,,2025,0,2025,397,20,663,33,0,2025,134,207,797,39
113980,,,,,,,,,,,,,,2476,0,2476,376,15,907,37,0,2476,201,207,1108,45
114266,,,,,,,,,,,,,,763,0,763,91,12,226,30,0,763,77,80,303,40
114460,,,,,,,,,,,,,,100,0,100,6,6,80,80,0,100,0,0,80,80
114637,,,,,,,,,,,,,,65,0,65,44,68,60,92,0,65,0,0,60,92
114761,,,,,,,,,,,,,,35,0,35,17,49,30,86,0,35,1,0,31,89
114789,,,,,,,,,,,,,,2130,0,2130,192,9,498,23,0,2130,137,175,635,30
114813,211,0,211,139,66,142,67,0,211,4,0,146,69,,,,,,,,,,,,,
114859,,,,,,,,,,,,,,1934,0,1934,221,11,635,33,0,1934,172,133,807,42
114938,,,,,,,,,,,,,,414,0,414,60,14,150,36,0,414,37,25,187,45
114947,,,,,,,,,,,,,,127,0,127,104,82,109,86,0,127,1,0,110,87
115001,,,,,,,,,,,,,,1270,0,1270,175,14,400,31,0,1270,105,97,505,40
115126,,,,,,,,,,,,,,1112,0,1112,169,15,459,41,0,1112,93,71,552,50
115296,,,,,,,,,,,,,,1488,0,1488,150,10,465,31,0,1488,106,115,571,38
115357,,,,,,,,,,,,,,52,0,52,15,29,36,69,0,52,0,0,36,69
115393,,,,,,,,,,,,,,871,0,871,97,11,250,29,0,871,61,69,311,36
115409,217,1,216,185,86,198,92,0,216,2,0,200,93,,,,,,,,,,,,,
115658,,,,,,,,,,,,,,8,0,8,1,13,5,63,0,8,0,0,5,63
115728,85,0,85,29,34,41,48,0,85,2,42,43,51,,,,,,,,,,,,,
115755,1344,0,1344,234,17,659,49,0,1344,64,23,723,54,,,,,,,,,,,,,
115773,9,0,9,3,33,5,56,0,9,0,0,5,56,,,,,,,,,,,,,
115861,,,,,,,,,,,,,,1167,0,1167,170,15,430,37,0,1167,99,114,529,45
115931,,,,,,,,,,,,,,441,1,440,249,57,348,79,0,440,3,0,351,80
116350,,,,,,,,,,,,,,54,0,54,12,22,35,65,0,54,0,0,35,65
116439,,,,,,,,,,,,,,1596,0,1596,445,28,821,51,0,1596,104,73,925,58
116563,,,,,,,,,,,,,,102,0,102,13,13,78,76,0,102,0,0,78,76
116846,7,0,7,3,43,3,43,0,7,0,0,3,43,,,,,,,,,,,,,
117052,,,,,,,,,,,,,,950,0,950,119,13,268,28,0,950,54,33,322,34
117104,46,0,46,12,26,18,39,0,46,0,0,18,39,,,,,,,,,,,,,
117140,561,4,557,315,57,408,73,0,557,6,1,414,74,,,,,,,,,,,,,
117168,66,0,66,18,27,36,55,0,66,0,1,36,55,,,,,,,,,,,,,
117195,,,,,,,,,,,,,,115,0,115,29,25,40,35,0,115,4,6,44,38
117238,,,,,,,,,,,,,,67,0,67,39,58,51,76,0,67,3,0,54,81
117247,,,,,,,,,,,,,,322,0,322,42,13,79,25,0,322,20,20,99,31
117274,,,,,,,,,,,,,,168,0,168,36,21,53,32,0,168,4,6,57,34
117557,9,0,9,7,78,7,78,0,9,0,0,7,78,,,,,,,,,,,,,
117575,2,0,2,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,
117627,278,0,278,68,24,138,50,0,278,7,1,145,52,,,,,,,,,,,,,
117645,,,,,,,,,,,,,,2653,0,2653,168,6,567,21,0,2653,203,349,770,29
117690,,,,,,,,,,,,,,793,0,793,75,9,203,26,0,793,65,49,268,34
117706,,,,,,,,,,,,,,1381,0,1381,174,13,434,31,0,1381,118,101,552,40
117715,,,,,,,,,,,,,,271,0,271,21,8,59,22,0,271,14,17,73,27
117724,,,,,,,,,,,,,,450,0,450,77,17,118,26,0,450,22,23,140,31
117733,,,,,,,,,,,,,,987,0,987,96,10,253,26,0,987,72,99,325,33
117751,188,0,188,103,55,131,70,0,188,0,6,131,70,,,,,,,,,,,,,
117788,,,,,,,,,,,,,,385,0,385,40,10,98,25,0,385,32,25,130,34
117867,,,,,,,,,,,,,,524,0,524,47,9,113,22,0,524,37,43,150,29
117894,,,,,,,,,,,,,,665,0,665,113,17,254,38,0,665,46,55,300,45
117946,1340,2,1338,974,73,1069,80,0,1338,11,1,1080,81,,,,,,,,,,,,,
117955,,,,,,,,,,,,,,86,0,86,7,8,51,59,0,86,0,0,51,59
118134,,,,,,,,,,,,,,23,0,23,6,26,19,83,0,23,0,0,19,83
118143,,,,,,,,,,,,,,12,0,12,2,17,9,75,0,12,0,0,9,75
118161,,,,,,,,,,,,,,41,0,41,4,10,37,90,0,41,0,0,37,90
118198,,,,,,,,,,,,,,236,0,236,116,49,172,73,0,236,0,0,172,73
118347,,,,,,,,,,,,,,273,0,273,32,12,83,30,0,273,33,32,116,42
118541,288,0,288,32,11,63,22,0,288,2,0,65,23,,,,,,,,,,,,,
118684,,,,,,,,,,,,,,134,0,134,8,6,26,19,0,134,8,15,34,25
118693,137,0,137,62,45,79,58,0,137,0,0,79,58,,,,,,,,,,,,,
118718,,,,,,,,,,,,,,1249,0,1249,149,12,378,30,0,1249,76,99,454,36
118772,,,,,,,,,,,,,,179,0,179,15,8,38,21,0,179,4,20,42,23
118888,194,0,194,91,47,106,55,0,194,1,0,107,55,,,,,,,,,,,,,
118930,,,,,,,,,,,,,,266,0,266,53,20,118,44,0,266,18,19,136,51
118958,,,,,,,,,,,,,,15,0,15,4,27,10,67,0,15,0,0,10,67
118994,,,,,,,,,,,,,,156,0,156,6,4,91,58,4,152,4,0,95,63
119067,,,,,,,,,,,,,,537,0,537,56,10,163,30,0,537,43,0,206,38
119137,,,,,,,,,,,,,,1701,0,1701,315,19,708,42,0,1701,137,112,845,50
119164,,,,,,,,,,,,,,2561,0,2561,367,14,915,36,0,2561,239,324,1154,45
119173,312,0,312,146,47,198,63,0,312,3,1,201,64,,,,,,,,,,,,,
119216,,,,,,,,,,,,,,1473,0,1473,140,10,397,27,0,1473,108,110,505,34
119270,19,0,19,3,16,7,37,0,19,2,0,9,47,,,,,,,,,,,,,
119331,,,,,,,,,,,,,,469,0,469,49,10,149,32,0,469,46,55,195,42
119553,,,,,,,,,,,,,,264,0,264,191,72,199,75,0,264,0,0,199,75
