UNITID,BAREVCT,BAEXCLU,BAAC150,BANC100,BAGR100,BANC150,BAGR150,BAAEXCL,BAAC200,BANC200A,BASTEND,BANC200,BAGR200,L4REVCT,L4EXCLU,L4AC150,L4NC100,L4GR100,L4NC150,L4GR150,L4AEXCL,L4AC200,L4NC200A,L4STEND,L4NC200,L4GR200
218061,743,0,743,151,20,326,44,0,743,17,1,343,46,,,,,,,,,,,,,
218070,755,0,755,583,77,623,83,0,755,2,0,625,83,,,,,,,,,,,,,
218140,,,,,,,,,,,,,,981,0,981,160,16,235,24,0,981,39,54,274,28
218159,,,,,,,,,,,,,,28,0,28,5,18,21,75,0,28,0,0,21,75
218195,,,,,,,,,,,,,,18,0,18,2,11,9,50,0,18,0,0,9,50
218229,516,0,516,138,27,231,45,0,516,5,1,236,46,,,,,,,,,,,,,
218238,413,0,413,131,32,136,33,0,413,1,2,137,33,,,,,,,,,,,,,
218353,,,,,,,,,,,,,,1572,0,1572,68,4,185,12,0,1572,68,78,253,16
218399,250,1,249,10,4,63,25,0,249,2,1,65,26,,,,,,,,,,,,,
218414,237,0,237,74,31,127,54,0,237,1,0,128,54,,,,,,,,,,,,,
218441,505,0,505,233,46,296,59,0,505,9,2,305,60,,,,,,,,,,,,,
218487,,,,,,,,,,,,,,277,0,277,39,14,63,23,0,277,12,18,75,27
218520,,,,,,,,,,,,,,526,0,526,67,13,128,24,0,526,32,43,160,30
218539,296,0,296,181,61,200,68,0,296,2,0,202,68,,,,,,,,,,,,,
218645,594,0,594,122,21,232,39,0,594,14,2,246,41,,,,,,,,,,,,,
218654,371,0,371,75,20,116,31,0,371,4,2,120,32,,,,,,,,,,,,,
218663,5002,5,4997,3213,64,3822,76,2,4995,56,12,3878,78,,,,,,,,,,,,,
218672,,,,,,,,,,,,,,303,0,303,67,22,67,22,0,303,7,3,74,24
218681,,,,,,,,,,,,,,227,0,227,61,27,61,27,0,227,0,2,61,27
218690,,,,,,,,,,,,,,265,0,265,80,30,80,30,0,265,0,1,80,30
218706,,,,,,,,,,,,,,179,1,178,51,29,51,29,0,178,2,4,53,30
218724,2084,1,2083,689,33,977,47,0,2083,23,5,1000,48,,,,,,,,,,,,,
218733,559,0,559,78,14,197,35,0,559,13,2,210,38,,,,,,,,,,,,,
218742,754,0,754,207,27,363,48,0,754,19,1,382,51,,,,,,,,,,,,,
218830,,,,,,,,,,,,,,641,0,641,108,17,181,28,1,640,30,42,211,33
218858,,,,,,,,,,,,,,545,4,541,60,11,96,18,25,516,25,34,121,23
218885,,,,,,,,,,,,,,1822,5,1817,478,26,584,32,0,1817,170,37,754,41
218894,,,,,,,,,,,,,,1429,4,1425,151,11,261,18,0,1425,60,115,321,23
218919,138,0,138,46,33,57,41,0,138,0,0,57,41,,,,,,,,,,,,,
218955,,,,,,,,,,,,,,51,0,51,6,12,8,16,0,51,1,2,9,18
218964,1096,0,1096,482,44,695,63,0,1096,17,2,712,65,,,,,,,,,,,,,
218973,415,3,412,336,82,350,85,0,412,0,0,350,85,,,,,,,,,,,,,
218991,,,,,,,,,,,,,,833,0,833,134,16,206,25,0,833,50,39,256,31
219000,367,1,366,204,56,260,71,0,366,4,0,264,72,,,,,,,,,,,,,
219037,,,,,,,,,,,,,,39,0,39,4,10,20,51,0,39,0,0,20,51
219046,480,0,480,93,19,185,39,0,480,10,8,195,41,,,,,,,,,,,,,
219082,276,0,276,79,29,120,43,0,276,6,4,126,46,,,,,,,,,,,,,
219091,162,0,162,75,46,87,54,0,162,0,0,87,54,,,,,,,,,,,,,
219125,,,,,,,,,,,,,,37,0,37,1,3,25,68,0,37,0,0,25,68
219143,,,,,,,,,,,,,,640,9,631,403,64,429,68,0,631,22,2,451,71
219189,,,,,,,,,,,,,,377,1,376,266,71,274,73,0,376,9,4,283,75
219198,107,0,107,50,47,60,56,0,107,0,0,60,56,,,,,,,,,,,,,
219204,11,0,11,1,9,3,27,0,11,0,0,3,27,,,,,,,,,,,,,
219259,344,0,344,106,31,179,52,0,344,2,4,181,53,,,,,,,,,,,,,
219277,82,0,82,1,1,4,5,0,82,1,6,5,6,,,,,,,,,,,,,
219295,122,1,121,25,21,34,28,0,121,0,0,34,28,,,,,,,,,,,,,
219347,541,0,541,84,16,263,49,0,541,21,11,284,52,,,,,,,,,,,,,
219356,2137,2,2135,766,36,1205,56,0,2135,29,4,1234,58,,,,,,,,,,,,,
219374,6,0,6,1,17,1,17,0,6,0,0,1,17,,,,,,,,,,,,,
219383,233,1,232,109,47,143,62,0,232,1,0,144,62,,,,,,,,,,,,,
219408,,,,,,,,,,,,,,56,0,56,5,9,3,5,0,56,1,3,4,7
219426,,,,,,,,,,,,,,477,3,474,233,49,270,57,0,474,19,4,289,61
219453,,,,,,,,,,,,,,52,0,52,14,27,39,75,0,52,0,0,39,75
219471,1174,1,1173,488,42,691,59,0,1173,14,6,705,60,,,,,,,,,,,,,
219480,,,,,,,,,,,,,,198,0,198,70,35,81,41,0,198,3,0,84,42
219505,9,1,8,0,0,2,25,0,8,0,0,2,25,,,,,,,,,,,,,
219587,,,,,,,,,,,,,,42,0,42,21,50,33,79,0,42,0,0,33,79
219596,,,,,,,,,,,,,,125,0,125,93,74,99,79,0,125,0,0,99,79
219602,1211,0,1211,284,23,499,41,0,1211,28,17,527,44,,,,,,,,,,,,,
219639,88,0,88,30,34,49,56,0,88,1,0,50,57,,,,,,,,,,,,,
219709,1267,0,1267,760,60,907,72,1,1266,5,1,912,72,,,,,,,,,,,,,
219718,381,0,381,75,20,121,32,0,381,0,0,121,32,,,,,,,,,,,,,
219790,187,2,185,71,38,83,45,0,185,0,0,83,45,,,,,,,,,,,,,
219806,477,0,477,232,49,270,57,0,477,2,0,272,57,,,,,,,,,,,,,
219824,,,,,,,,,,,,,,1558,0,1558,186,12,334,21,0,1558,68,69,402,26
219833,262,0,262,95,36,159,61,0,262,1,0,160,61,,,,,,,,,,,,,
219851,,,,,,,,,,,,,,2,0,2,0,0,1,50,0,2,0,0,1,50
219879,,,,,,,,,,,,,,681,0,681,143,21,189,28,0,681,21,18,210,31
219888,,,,,,,,,,,,,,1407,0,1407,225,16,369,26,0,1407,48,42,417,30
219903,,,,,,,,,,,,,,947,1,946,245,26,593,63,0,946,0,0,593,63
219921,,,,,,,,,,,,,,131,0,131,79,60,82,63,0,131,1,0,83,63
219949,212,0,212,67,32,92,43,0,212,1,0,93,44,,,,,,,,,,,,,
219976,683,3,680,388,57,460,68,0,680,6,2,466,69,,,,,,,,,,,,,
219994,,,,,,,,,,,,,,392,0,392,261,67,285,73,0,392,3,0,288,73
220002,2,0,2,1,50,1,50,0,2,0,0,1,50,,,,,,,,,,,,,
220057,,,,,,,,,,,,,,527,0,527,81,15,128,24,0,527,21,13,149,28
220075,1849,0,1849,549,30,919,50,0,1849,43,16,962,52,,,,,,,,,,,,,
220118,,,,,,,,,,,,,,90,1,89,39,44,59,66,0,89,1,0,60,67
220127,,,,,,,,,,,,,,506,0,506,275,54,295,58,0,506,1,0,296,58
220163,,,,,,,,,,,,,,18,0,18,4,22,14,78,0,18,0,0,14,78
220181,207,0,207,78,38,97,47,0,207,0,0,97,47,,,,,,,,,,,,,
220206,47,1,46,17,37,27,59,0,46,1,1,28,61,,,,,,,,,,,,,
220215,355,0,355,176,50,205,58,0,355,3,2,208,59,,,,,,,,,,,,,
220251,,,,,,,,,,,,,,257,0,257,179,70,179,70,0,257,0,0,179,70
220279,,,,,,,,,,,,,,235,0,235,133,57,142,60,0,235,2,0,144,61
220321,,,,,,,,,,,,,,226,0,226,145,64,148,65,2,224,2,0,150,67
220394,,,,,,,,,,,,,,145,0,145,81,56,83,57,0,145,1,0,84,58
220400,,,,,,,,,,,,,,1047,0,1047,56,5,213,20,0,1047,99,4,312,30
220464,,,,,,,,,,,,,,10,0,10,0,0,1,10,0,10,4,1,5,50
220473,156,0,156,78,50,93,60,0,156,3,0,96,62,,,,,,,,,,,,,
220491,,,,,,,,,,,,,,14,0,14,2,14,8,57,0,14,0,0,8,57
220516,213,0,213,103,48,124,58,0,213,0,0,124,58,,,,,,,,,,,,,
220552,67,0,67,16,24,16,24,0,67,0,0,16,24,,,,,,,,,,,,,
220598,405,0,405,50,12,90,22,0,405,3,2,93,23,,,,,,,,,,,,,
220604,155,0,155,7,5,22,14,0,155,4,0,26,17,,,,,,,,,,,,,
220613,808,0,808,332,41,481,60,0,808,8,4,489,61,,,,,,,,,,,,,
220631,97,0,97,44,45,54,56,0,97,2,0,56,58,,,,,,,,,,,,,
220640,,,,,,,,,,,,,,215,0,215,157,73,176,82,3,212,3,0,179,84
220701,313,0,313,82,26,108,35,0,313,1,2,109,35,,,,,,,,,,,,,
220710,349,0,349,143,41,178,51,0,349,1,0,179,51,,,,,,,,,,,,,
220756,,,,,,,,,,,,,,105,0,105,66,63,73,70,0,105,0,0,73,70
220765,,,,,,,,,,,,,,179,0,179,66,37,91,51,0,179,8,0,99,55
220853,,,,,,,,,,,,,,492,17,475,457,96,457,96,0,475,6,0,463,97
220862,2078,3,2075,589,28,1104,53,0,2075,77,36,1181,57,,,,,,,,,,,,,
220978,3224,0,3224,816,25,1509,47,0,3224,94,41,1603,50,,,,,,,,,,,,,
221050,,,,,,,,,,,,,,503,0,503,334,66,335,67,0,503,0,0,335,67
221096,,,,,,,,,,,,,,1711,0,1711,380,22,541,32,0,1711,59,41,600,35
221102,,,,,,,,,,,,,,262,0,262,170,65,186,71,0,262,2,0,188,72
221148,,,,,,,,,,,,,,1213,0,1213,557,46,730,60,0,1213,18,0,748,62
221184,,,,,,,,,,,,,,1305,0,1305,116,9,220,17,0,1305,36,44,256,20
221236,,,,,,,,,,,,,,346,1,345,225,65,284,82,0,345,0,0,284,82
221281,,,,,,,,,,,,,,152,0,152,115,76,116,76,0,152,0,0,116,76
221333,,,,,,,,,,,,,,109,0,109,70,64,73,67,0,109,0,0,73,67
221351,545,1,544,398,73,434,80,0,544,1,0,435,80,,,,,,,,,,,,,
221388,,,,,,,,,,,,,,101,1,100,82,82,85,85,0,100,0,0,85,85
221397,,,,,,,,,,,,,,1154,0,1154,205,18,349,30,0,1154,32,30,381,33
221430,,,,,,,,,,,,,,147,0,147,101,69,107,73,0,147,3,0,110,75
221485,,,,,,,,,,,,,,2078,0,2078,86,4,240,12,0,2078,178,91,418,20
221494,,,,,,,,,,,,,,276,0,276,179,65,211,76,0,276,1,0,212,77
221519,488,0,488,352,72,386,79,0,488,0,0,386,79,,,,,,,,,,,,,
221582,,,,,,,,,,,,,,194,0,194,135,70,135,70,0,194,1,0,136,70
221591,,,,,,,,,,,,,,258,0,258,149,58,149,58,0,258,2,0,151,59
221607,,,,,,,,,,,,,,80,0,80,51,64,51,64,0,80,0,0,51,64
221616,,,,,,,,,,,,,,363,0,363,284,78,287,79,0,363,0,0,287,79
221625,,,,,,,,,,,,,,635,0,635,413,65,428,67,1,634,1,0,429,68
221643,,,,,,,,,,,,,,2331,0,2331,273,12,652,28,0,2331,124,92,776,33
221661,350,0,350,94,27,192,55,0,350,17,1,209,60,,,,,,,,,,,,,
221731,205,0,205,68,33,85,41,0,205,1,1,86,42,,,,,,,,,,,,,
221740,2335,4,2331,664,28,1130,48,0,2331,37,16,1167,50,,,,,,,,,,,,,
221759,4261,0,4261,2237,52,3078,72,0,4261,65,27,3143,74,,,,,,,,,,,,,
221768,1301,2,1299,337,26,613,47,0,1299,18,8,631,49,,,,,,,,,,,,,
221829,,,,,,,,,,,,,,126,0,126,10,8,99,79,0,126,0,0,99,79
221838,1264,0,1264,170,13,414,33,0,1264,31,15,445,35,,,,,,,,,,,,,
221847,2161,1,2160,675,31,1175,54,0,2160,57,18,1232,57,,,,,,,,,,,,,
221892,231,0,231,113,49,125,54,0,231,1,0,126,55,,,,,,,,,,,,,
221908,,,,,,,,,,,,,,1380,0,1380,252,18,433,31,0,1380,55,61,488,35
221953,315,0,315,99,31,128,41,0,315,0,0,128,41,,,,,,,,,,,,,
221971,431,0,431,264,61,294,68,0,431,2,2,296,69,,,,,,,,,,,,,
221999,1613,6,1607,1414,88,1494,93,0,1607,2,1,1496,93,,,,,,,,,,,,,
222053,,,,,,,,,,,,,,2176,4,2172,309,14,536,25,0,2172,83,64,619,28
222062,,,,,,,,,,,,,,1611,0,1611,247,15,488,30,0,1611,74,40,562,35
222105,,,,,,,,,,,,,,32,0,32,15,47,18,56,0,32,0,0,18,56
222178,1023,2,1021,484,47,627,61,0,1021,6,0,633,62,,,,,,,,,,,,,
222567,,,,,,,,,,,,,,361,0,361,66,18,107,30,0,361,10,18,117,32
222576,,,,,,,,,,,,,,734,1,733,125,17,232,32,0,733,50,66,282,38
222822,,,,,,,,,,,,,,505,0,505,61,12,126,25,0,505,33,29,159,31
222831,1188,4,1184,326,28,472,40,0,1184,22,0,494,42,,,,,,,,,,,,,
222877,31,0,31,3,10,5,16,0,31,1,0,6,19,,,,,,,,,,,,,
222886,,,,,,,,,,,,,,287,0,287,202,70,202,70,0,287,0,0,202,70
222938,206,0,206,14,7,20,10,0,206,1,0,21,10,,,,,,,,,,,,,
222983,364,0,364,249,68,263,72,0,364,2,0,265,73,,,,,,,,,,,,,
223056,,,,,,,,,,,,,,31,0,31,9,29,24,77,0,31,1,1,25,81
223232,3189,4,3185,2006,63,2491,78,0,3185,25,4,2516,79,,,,,,,,,,,,,
223320,,,,,,,,,,,,,,407,0,407,68,17,92,23,0,407,6,16,98,24
223427,,,,,,,,,,,,,,4069,0,4069,150,4,354,9,0,4069,267,133,621,15
223463,15,0,15,10,67,10,67,0,15,0,0,10,67,,,,,,,,,,,,,
223472,,,,,,,,,,,,,,20,0,20,11,55,12,60,0,20,1,1,13,65
223816,,,,,,,,,,,,,,672,2,670,58,9,103,15,0,670,24,57,127,19
223852,,,,,,,,,,,,,,44,0,44,41,93,41,93,0,44,0,0,41,93
223898,,,,,,,,,,,,,,392,0,392,88,22,127,32,0,392,7,16,134,34
223922,,,,,,,,,,,,,,258,0,258,90,35,111,43,0,258,4,3,115,45
224004,180,0,180,68,38,88,49,0,180,1,1,89,49,,,,,,,,,,,,,
224013,,,,,,,,,,,,,,16,0,16,7,44,8,50,0,16,0,0,8,50
224110,,,,,,,,,,,,,,792,2,790,73,9,158,20,2,788,55,65,213,27
224147,1804,1,1803,338,19,669,37,0,1803,48,16,717,40,,,,,,,,,,,,,
224156,,,,,,,,,,,,,,71,0,71,8,11,51,72,0,71,0,0,51,72
224226,466,3,463,201,43,267,58,0,463,3,1,270,58,,,,,,,,,,,,,
224244,43,0,43,1,2,4,9,0,43,3,0,7,16,,,,,,,,,,,,,
224271,,,,,,,,,,,,,,31,0,31,26,84,26,84,0,31,0,3,26,84
224323,380,2,378,256,68,270,71,0,378,0,0,270,71,,,,,,,,,,,,,
224527,340,0,340,127,37,149,44,0,340,2,1,151,44,,,,,,,,,,,,,
224545,155,0,155,41,26,52,34,0,155,1,3,53,34,,,,,,,,,,,,,
224554,928,0,928,233,25,398,43,0,928,13,10,411,44,,,,,,,,,,,,,
224642,,,,,,,,,,,,,,2572,0,2572,233,9,589,23,0,2572,175,247,764,30
224758,,,,,,,,,,,,,,32,0,32,4,13,13,41,0,32,2,0,15,47
224776,171,0,171,24,14,34,20,0,171,0,0,34,20,,,,,,,,,,,,,
224828,,,,,,,,,,,,,,15,3,12,4,33,7,58,0,12,0,0,7,58
224891,,,,,,,,,,,,,,216,0,216,54,25,71,33,0,216,4,4,75,35
225201,54,0,54,21,39,21,39,0,54,1,0,22,41,,,,,,,,,,,,,
225247,413,0,413,158,38,210,51,0,413,0,1,210,51,,,,,,,,,,,,,
225371,,,,,,,,,,,,,,493,0,493,83,17,130,26,0,493,13,18,143,29
225399,567,0,567,172,30,250,44,0,567,4,3,254,45,,,,,,,,,,,,,
225423,,,,,,,,,,,,,,3847,0,3847,293,8,653,17,0,3847,226,292,879,23
225432,1007,0,1007,78,8,287,29,0,1007,60,31,347,34,,,,,,,,,,,,,
225502,277,2,275,23,8,53,19,1,274,6,6,59,22,,,,,,,,,,,,,
225511,3321,0,3321,1079,32,2036,61,0,3321,120,38,2156,65,,,,,,,,,,,,,
225520,,,,,,,,,,,,,,410,0,410,68,17,101,25,0,410,15,12,116,28
225548,332,0,332,75,23,117,35,0,332,2,1,119,36,,,,,,,,,,,,,
225575,223,0,223,31,14,62,28,1,222,6,2,68,31,,,,,,,,,,,,,
225627,996,1,995,256,26,511,51,0,995,4,4,515,52,,,,,,,,,,,,,
225876,,,,,,,,,,,,,,94,0,94,30,32,37,39,0,94,5,2,42,45
225885,136,0,136,7,5,15,11,0,136,0,0,15,11,,,,,,,,,,,,,
225991,,,,,,,,,,,,,,25,0,25,17,68,17,68,0,25,0,0,17,68
226019,,,,,,,,,,,,,,852,1,851,176,21,272,32,0,851,42,27,314,37
226091,1457,0,1457,212,15,493,34,0,1457,53,35,546,37,,,,,,,,,,,,,
226107,,,,,,,,,,,,,,289,0,289,33,11,68,24,0,289,12,22,80,28
226116,,,,,,,,,,,,,,264,0,264,25,9,56,21,0,264,20,10,76,29
226125,,,,,,,,,,,,,,94,0,94,25,27,57,61,0,94,0,0,57,61
226152,936,0,936,237,25,439,47,1,935,36,26,475,51,,,,,,,,,,,,,
226204,,,,,,,,,,,,,,405,2,403,144,36,193,48,0,403,15,171,208,52
226231,300,2,298,145,49,187,63,0,298,3,0,190,64,,,,,,,,,,,,,
226277,,,,,,,,,,,,,,850,0,850,468,55,583,69,0,850,7,0,590,69
226383,255,0,255,85,33,127,50,0,255,4,0,131,51,,,,,,,,,,,,,
226471,672,2,670,227,34,343,51,0,670,10,0,353,53,,,,,,,,,,,,,
226578,,,,,,,,,,,,,,1044,0,1044,139,13,185,18,0,1044,65,57,250,24
226587,249,0,249,70,28,83,33,0,249,4,1,87,35,,,,,,,,,,,,,
226833,831,0,831,173,21,376,45,0,831,24,6,400,48,,,,,,,,,,,,,
226860,,,,,,,,,,,,,,34,0,34,27,79,31,91,0,34,0,0,31,91
226879,2,0,2,1,50,1,50,0,2,0,0,1,50,,,,,,,,,,,,,
226903,,,,,,,,,,,,,,729,0,729,307,42,403,55,0,729,0,0,403,55
227058,,,,,,,,,,,,,,56,0,56,6,11,30,54,0,56,0,0,30,54
227146,,,,,,,,,,,,,,1098,0,1098,172,16,263,24,0,1098,33,35,296,27
227216,4287,0,4287,1501,35,2411,56,1,4286,135,135,2546,59,,,,,,,,,,,,,
227225,,,,,,,,,,,,,,440,0,440,87,20,133,30,0,440,9,12,142,32
227298,,,,,,,,,,,,,,102,0,102,56,55,78,76,0,102,0,0,78,76
227313,,,,,,,,,,,,,,174,0,174,4,2,110,63,0,174,0,0,110,63
227322,,,,,,,,,,,,,,201,0,201,0,0,127,63,0,201,0,0,127,63
227331,335,0,335,96,29,142,42,0,335,1,2,143,43,,,,,,,,,,,,,
227368,3269,2,3267,721,22,1500,46,0,3267,150,138,1650,51,,,,,,,,,,,,,
227377,,,,,,,,,,,,,,397,0,397,18,5,72,18,0,397,36,25,108,27
227386,,,,,,,,,,,,,,417,0,417,80,19,117,28,1,416,11,12,128,31
227401,,,,,,,,,,,,,,754,2,752,227,30,279,37,0,752,27,18,306,41
227429,56,0,56,5,9,11,20,0,56,8,0,19,34,,,,,,,,,,,,,
227526,1436,0,1436,165,11,516,36,0,1436,38,27,554,39,,,,,,,,,,,,,
227687,,,,,,,,,,,,,,424,0,424,119,28,135,32,0,424,5,5,140,33
227748,,,,,,,,,,,,,,21,0,21,15,71,15,71,0,21,0,0,15,71
227757,976,2,974,814,84,902,93,0,974,5,0,907,93,,,,,,,,,,,,,
227845,791,0,791,396,50,507,64,0,791,9,3,516,65,,,,,,,,,,,,,
227854,,,,,,,,,,,,,,322,0,322,48,15,93,29,0,322,26,15,119,37
227863,233,0,233,87,37,158,68,0,233,4,0,162,70,,,,,,,,,,,,,
227881,2375,0,2375,770,32,1289,54,0,2375,50,20,1339,56,,,,,,,,,,,,,
227924,,,,,,,,,,,,,,825,0,825,91,11,182,22,0,825,48,74,230,28
228042,299,0,299,115,38,135,45,0,299,2,0,137,46,,,,,,,,,,,,,
228088,,,,,,,,,,,,,,22,0,22,5,23,21,95,0,22,0,0,21,95
228149,595,0,595,283,48,357,60,0,595,2,1,359,60,,,,,,,,,,,,,
228158,,,,,,,,,,,,,,1604,0,1604,200,12,338,21,0,1604,65,85,403,25
228185,,,,,,,,,,,,,,25,0,25,3,12,19,76,0,25,0,0,19,76
228200,,,,,,,,,,,,,,402,0,402,284,71,286,71,0,402,0,0,286,71
228219,,,,,,,,,,,,,,447,0,447,274,61,291,65,0,447,1,0,292,65
228246,1428,0,1428,1024,72,1159,81,0,1428,9,1,1168,82,,,,,,,,,,,,,
228282,,,,,,,,,,,,,,125,0,125,84,67,101,81,0,125,2,0,103,82
228316,,,,,,,,,,,,,,590,0,590,103,17,173,29,0,590,26,40,199,34
228325,205,0,205,69,34,108,53,0,205,2,1,110,54,,,,,,,,,,,,,
228343,491,0,491,310,63,341,69,0,491,2,0,343,70,,,,,,,,,,,,,
228431,2209,0,2209,712,32,1150,52,0,2209,31,10,1181,53,,,,,,,,,,,,,
228459,5314,5,5309,1564,29,2884,54,1,5308,166,54,3050,57,,,,,,,,,,,,,
228468,166,0,166,53,32,66,40,0,166,7,0,73,44,,,,,,,,,,,,,
228501,301,0,301,39,13,75,25,0,301,3,2,78,26,,,,,,,,,,,,,
228529,1699,0,1699,506,30,835,49,3,1696,39,13,874,52,,,,,,,,,,,,,
228547,,,,,,,,,,,,,,4186,0,4186,350,8,888,21,0,4186,250,357,1138,27
228608,,,,,,,,,,,,,,432,0,432,25,6,64,15,0,432,0,0,64,15
228699,,,,,,,,,,,,,,384,0,384,141,37,164,43,0,384,15,15,179,47
228705,1216,0,1216,261,21,478,39,0,1216,49,10,527,43,,,,,,,,,,,,,
228723,9018,0,9018,4955,55,7365,82,0,9018,44,24,7409,82,,,,,,,,,,,,,
228769,2624,2,2622,692,26,1342,51,0,2622,99,27,1441,55,,,,,,,,,,,,,
228778,7118,0,7118,4675,66,6094,86,0,7118,114,10,6208,87,,,,,,,,,,,,,
228787,2193,0,2193,1145,52,1531,70,0,2193,35,15,1566,71,,,,,,,,,,,,,
228796,2961,0,2961,388,13,1100,37,0,2961,200,122,1300,44,,,,,,,,,,,,,
228802,701,1,700,172,25,293,42,0,700,11,3,304,43,,,,,,,,,,,,,
228875,1933,1,1932,1373,71,1595,83,0,1932,11,1,1606,83,,,,,,,,,,,,,
228884,226,0,226,13,6,28,12,0,226,4,0,32,14,,,,,,,,,,,,,
228981,346,0,346,131,38,192,55,1,345,6,2,198,57,,,,,,,,,,,,,
229018,314,0,314,82,26,126,40,0,314,10,5,136,43,,,,,,,,,,,,,
229027,3559,6,3553,776,22,1503,42,1,3552,87,31,1590,45,,,,,,,,,,,,,
229063,1056,0,1056,102,10,244,23,0,1056,34,19,278,26,,,,,,,,,,,,,
229115,4725,4,4721,1706,36,2880,61,0,4721,88,36,2968,63,,,,,,,,,,,,,
229160,266,0,266,47,18,79,30,0,266,3,1,82,31,,,,,,,,,,,,,
229179,1155,0,1155,259,22,497,43,0,1155,43,16,540,47,,,,,,,,,,,,,
229267,534,0,534,350,66,408,76,0,534,2,1,410,77,,,,,,,,,,,,,
229416,,,,,,,,,,,,,,731,1,730,190,26,436,60,0,730,0,0,436,60
229425,,,,,,,,,,,,,,21,0,21,3,14,13,62,0,21,4,4,17,81
229504,,,,,,,,,,,,,,321,0,321,15,5,65,20,0,321,15,16,80,25
229522,,,,,,,,,,,,,,30,0,30,2,7,8,27,0,30,0,0,8,27
229540,,,,,,,,,,,,,,408,1,407,34,8,78,19,0,407,32,75,110,27
229656,,,,,,,,,,,,,,37,0,37,4,11,28,76,0,37,0,0,28,76
229780,315,0,315,31,10,73,23,0,315,6,1,79,25,,,,,,,,,,,,,
229814,1283,0,1283,360,28,579,45,0,1283,5,38,584,46,,,,,,,,,,,,,
229832,,,,,,,,,,,,,,303,0,303,129,43,154,51,0,303,3,2,157,52
229841,,,,,,,,,,,,,,1278,0,1278,129,10,233,18,0,1278,47,206,280,22
229887,259,0,259,53,20,75,29,0,259,1,4,76,29,,,,,,,,,,,,,
230010,,,,,,,,,,,,,,293,2,291,132,45,156,54,0,291,9,0,165,57
230038,4366,1117,3249,707,22,2530,78,-823,4072,904,134,3434,84,,,,,,,,,,,,,
230047,510,129,381,120,31,195,51,2,379,5,0,200,53,,,,,,,,,,,,,
230056,3,0,3,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,
230065,,,,,,,,,,,,,,33,0,33,9,27,25,76,0,33,0,0,25,76
230144,,,,,,,,,,,,,,26,0,26,0,0,21,81,0,26,0,0,21,81
230162,,,,,,,,,,,,,,260,0,260,108,42,124,48,0,260,6,11,130,50
230171,689,73,616,67,11,127,21,2,614,7,5,134,22,,,,,,,,,,,,,
230199,,,,,,,,,,,,,,31,0,31,25,81,26,84,0,31,0,0,26,84
230205,,,,,,,,,,,,,,38,0,38,34,89,38,100,0,38,0,0,38,100
230214,,,,,,,,,,,,,,37,1,36,4,11,25,69,0,36,1,0,26,72
230366,5,0,5,0,0,2,40,0,5,0,0,2,40,,,,,,,,,,,,,
230490,,,,,,,,,,,,,,199,3,196,29,15,109,56,0,196,8,8,117,60
230597,10,0,10,6,60,9,90,0,10,1,0,10,100,,,,,,,,,,,,,
230603,1166,155,1011,278,27,446,44,-32,1043,48,19,494,47,,,,,,,,,,,,,
230676,,,,,,,,,,,,,,139,0,139,106,76,117,84,0,139,0,0,117,84
230728,2935,476,2459,699,28,1321,54,-158,2617,164,23,1485,57,,,,,,,,,,,,,
230737,1372,198,1174,153,13,344,29,-44,1218,87,15,431,35,,,,,,,,,,,,,
230746,,,,,,,,,,,,,,2064,73,1991,270,14,517,26,0,1991,115,167,632,32
230764,2790,457,2333,771,33,1622,70,0,2333,182,58,1804,77,,,,,,,,,,,,,
230782,1329,52,1277,149,12,435,34,14,1263,101,51,536,42,,,,,,,,,,,,,
230807,446,10,436,191,44,252,58,0,436,7,0,259,59,,,,,,,,,,,,,
230816,140,0,140,92,66,107,76,0,140,2,0,109,78,,,,,,,,,,,,,
230834,467,0,467,195,42,247,53,0,467,3,0,250,54,,,,,,,,,,,,,
230852,579,1,578,332,57,375,65,0,578,10,1,385,67,,,,,,,,,,,,,
230861,,,,,,,,,,,,,,212,0,212,28,13,51,24,0,212,8,16,59,28
230889,2,0,2,1,50,1,50,0,2,0,0,1,50,,,,,,,,,,,,,
230913,558,2,556,170,31,222,40,0,556,6,0,228,41,,,,,,,,,,,,,
230959,623,2,621,530,85,576,93,0,621,3,0,579,93,,,,,,,,,,,,,
230995,568,0,568,285,50,344,61,0,568,5,3,349,61,,,,,,,,,,,,,
231004,,,,,,,,,,,,,,49,0,49,1,2,34,69,0,49,1,0,35,71
231059,504,1,503,386,77,416,83,0,503,4,0,420,83,,,,,,,,,,,,,
231095,17,1,16,12,75,12,75,0,16,0,0,12,75,,,,,,,,,,,,,
231165,89,0,89,18,20,31,35,0,89,1,1,32,36,,,,,,,,,,,,,
231174,2483,0,2483,1605,65,1900,77,0,2483,25,6,1925,78,,,,,,,,,,,,,
231280,,,,,,,,,,,,,,10,0,10,0,0,9,90,0,10,0,0,9,90
231411,,,,,,,,,,,,,,158,1,157,102,65,117,75,0,157,3,1,120,76
231420,235,0,235,84,36,99,42,0,235,1,0,100,43,,,,,,,,,,,,,
231536,,,,,,,,,,,,,,468,0,468,74,16,128,27,0,468,15,20,143,31
231554,120,0,120,35,29,41,34,0,120,2,0,43,36,,,,,,,,,,,,,
231581,536,0,536,283,53,318,59,0,536,3,0,321,60,,,,,,,,,,,,,
231624,1479,4,1475,1254,85,1329,90,0,1475,7,3,1336,91,,,,,,,,,,,,,
