UNITID,AWLEVELC,CSTOTLT,CSTOTLM,CSTOTLW,CSAIANT,CSASIAT,CSBKAAT,CSHISPT,CSNHPIT,CSWHITT,CS2MORT,CSUNKNT,CSNRALT,CSUND18,CS18_24,CS25_39,CSABV40,CSUNKN
185767,2,67,11,56,0,1,5,39,0,21,1,0,0,0,35,28,4,0
185873,2,9,1,8,0,0,0,1,0,8,0,0,0,0,1,6,2,0
185970,2,40,0,40,0,0,3,8,1,25,2,1,0,0,29,11,0,0
186016,2,177,11,166,0,3,21,103,1,37,8,1,3,0,105,60,12,0
186034,2,59,14,45,0,2,10,34,1,8,1,3,0,0,35,16,8,0
186052,2,407,384,23,0,7,89,98,1,209,3,0,0,0,244,132,31,0
186274,2,70,14,56,1,1,8,43,0,17,0,0,0,0,25,34,11,0
186380,2,7,1,6,0,0,0,2,0,5,0,0,0,0,4,1,2,0
186405,2,16,1,15,0,0,1,1,0,13,0,1,0,0,9,6,1,0
186423,2,33,4,29,0,4,9,4,0,16,0,0,0,0,9,21,3,0
186469,2,34,3,31,0,0,10,3,0,19,1,1,0,0,15,16,3,0
186593,2,41,8,33,0,1,9,18,0,12,0,1,0,0,20,16,5,0
186645,2,39,13,26,0,5,3,6,0,22,1,1,1,0,10,19,10,0
187000,2,133,132,1,0,0,4,10,0,0,2,117,0,0,55,66,12,0
187046,2,23,13,10,0,1,4,4,0,10,1,2,1,0,2,16,5,0
187198,2,98,13,85,0,4,51,25,0,8,2,7,1,0,10,66,22,0
187505,2,289,68,221,3,3,43,129,0,66,4,41,0,0,124,133,32,0
187532,2,2107,761,1346,130,70,44,1059,4,651,50,96,3,9,912,838,348,0
187596,2,55,27,28,55,0,0,0,0,0,0,0,0,0,24,22,9,0
187620,2,312,168,144,2,4,3,204,0,81,4,7,7,3,150,122,37,0
187639,2,95,40,55,0,0,2,50,0,34,3,6,0,0,57,33,5,0
187666,2,84,46,38,4,1,5,27,0,43,0,4,0,0,46,33,5,0
187745,2,4,0,4,0,0,0,2,0,1,1,0,0,0,1,3,0,0
187903,2,63,30,33,0,0,1,32,0,28,0,2,0,10,27,26,0,0
187958,2,48,16,32,35,1,0,7,1,3,1,0,0,0,24,22,2,0
187985,2,6,2,4,0,0,0,4,0,1,0,0,1,0,6,0,0,0
187994,2,9,8,1,1,0,0,3,0,5,0,0,0,0,5,2,2,0
188003,2,16,7,9,0,0,0,9,0,6,0,0,1,0,4,11,1,0
188021,2,34,7,27,11,1,0,14,0,6,1,1,0,2,17,5,10,0
188049,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
188058,2,5,1,4,0,0,0,5,0,0,0,0,0,0,1,3,1,0
188100,2,192,69,123,32,1,5,42,0,81,7,24,0,1,60,106,25,0
188137,2,49,15,34,3,1,0,31,0,8,1,0,5,0,33,8,8,0
188216,2,8,4,4,8,0,0,0,0,0,0,0,0,0,5,2,1,0
188225,2,33,16,17,2,1,0,10,0,17,1,1,1,0,9,14,10,0
188261,2,34,27,7,1,1,0,17,0,15,0,0,0,0,25,6,3,0
188289,2,14,1,13,0,1,0,8,0,3,0,1,1,0,8,5,1,0
188304,2,41,38,3,1,0,1,27,0,9,0,3,0,0,18,20,3,0
188340,2,3,2,1,0,1,0,1,0,0,0,1,0,0,2,1,0,0
188438,2,14,5,9,0,0,1,0,0,13,0,0,0,0,9,3,2,0
188517,2,14,5,9,0,0,4,3,0,5,2,0,0,0,11,3,0,0
188650,2,343,14,329,3,4,225,86,0,2,13,10,0,0,140,165,38,0
188669,2,5,1,4,0,0,1,0,0,0,1,1,2,0,4,1,0,0
188678,2,15,5,10,0,1,2,0,0,7,1,1,3,0,14,1,0,0
188696,2,16,2,14,0,1,0,0,0,7,0,0,8,1,15,0,0,0
188854,2,248,67,181,0,10,33,45,1,93,22,6,38,0,234,14,0,0
188890,2,949,922,27,13,50,241,228,0,77,0,340,0,1,412,451,85,0
188915,2,11,1,10,0,0,0,0,0,11,0,0,0,0,7,4,0,0
189404,2,32,0,32,1,1,15,9,0,4,1,1,0,0,12,13,7,0
189468,2,49,1,48,0,2,3,11,0,31,2,0,0,0,25,20,4,0
189477,2,56,1,55,0,0,18,31,0,3,1,3,0,0,19,20,17,0
189547,2,74,21,53,0,9,7,7,0,48,3,0,0,0,16,43,15,0
189565,2,11,2,9,0,0,2,1,0,8,0,0,0,0,1,4,6,0
189583,2,24,3,21,1,1,11,7,0,3,1,0,0,0,14,6,4,0
189592,2,7,0,7,0,0,1,0,0,5,0,1,0,0,1,4,2,0
189714,2,123,5,118,0,0,16,27,0,76,2,1,1,0,68,48,7,0
189839,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0
190008,2,10,3,7,0,1,2,2,0,4,0,0,1,0,3,7,0,0
190053,2,5,1,4,0,0,0,0,0,4,0,1,0,0,1,3,1,0
190169,2,10,2,8,0,0,0,0,0,8,2,0,0,0,4,3,3,0
190239,2,81,5,76,0,5,37,23,0,8,4,4,0,1,39,37,4,0
190318,2,82,9,73,0,2,22,10,0,47,1,0,0,0,46,29,7,0
190442,2,4,1,3,0,0,0,0,0,2,0,2,0,0,3,1,0,0
190503,2,32,15,17,0,4,0,2,0,18,3,3,2,0,8,17,7,0
190521,2,9,4,5,0,2,3,1,0,2,0,0,1,0,0,8,1,0
190530,2,14,6,8,0,0,2,9,0,2,0,0,1,0,4,8,2,0
190576,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
190585,2,10,0,10,0,0,5,4,0,0,0,0,1,0,2,6,2,0
190628,2,41,5,36,1,19,4,10,0,4,0,0,3,0,5,35,1,0
190646,2,3,0,3,0,0,1,1,0,0,1,0,0,0,0,2,1,0
190673,2,10,3,7,0,4,1,3,0,1,1,0,0,0,3,6,1,0
190707,2,10,1,9,0,0,1,1,0,8,0,0,0,0,6,4,0,0
190725,2,53,29,24,0,0,0,0,0,53,0,0,0,0,34,19,0,0
190840,2,15,7,8,0,1,1,2,0,10,1,0,0,0,4,5,6,0
191083,2,272,166,106,1,14,41,12,0,175,9,19,1,1,105,122,44,0
191199,2,39,9,30,0,0,1,0,0,35,0,3,0,0,12,23,4,0
191302,2,15,7,8,0,0,0,1,0,9,1,0,4,0,4,10,1,0
191339,2,15,1,14,0,0,2,0,0,13,0,0,0,0,4,7,4,0
191612,2,81,35,46,0,1,2,5,0,58,4,11,0,0,27,40,14,0
191719,2,163,72,91,3,7,12,5,0,130,3,0,3,0,71,71,21,0
191728,2,586,152,434,2,14,87,175,1,271,23,13,0,0,242,278,66,0
191940,2,242,20,222,0,1,139,27,0,67,8,0,0,0,47,163,32,0
191986,2,43,23,20,1,0,1,3,0,34,1,3,0,0,21,17,5,0
192022,2,11,0,11,0,0,0,2,0,8,1,0,0,0,0,5,6,0
192484,2,33,1,32,0,2,17,7,0,2,2,3,0,0,9,21,3,0
192509,2,5,0,5,0,0,0,0,0,5,0,0,0,0,1,3,1,0
192688,2,22,0,22,0,0,13,8,0,1,0,0,0,0,7,14,1,0
192785,2,15,3,12,0,1,1,1,0,7,0,5,0,0,6,4,4,1
192800,2,6,0,6,0,0,1,0,0,5,0,0,0,0,1,5,0,0
192819,2,62,14,48,0,0,7,16,0,36,2,1,0,0,51,6,5,0
192970,2,9,1,8,0,2,1,0,0,6,0,0,0,0,0,9,0,0
193122,2,14,2,12,0,0,6,4,0,2,0,2,0,0,1,9,4,0
193186,2,20,0,20,0,0,5,14,0,1,0,0,0,0,8,12,0,0
193201,2,101,13,88,0,0,3,1,0,10,0,87,0,0,14,68,19,0
193265,2,62,57,5,1,0,3,1,0,57,0,0,0,0,36,23,3,0
193283,2,118,87,31,0,7,6,10,0,90,2,1,2,0,67,41,10,0
193308,2,61,15,46,0,7,23,19,2,7,0,1,2,0,23,35,3,0
193326,2,207,94,113,1,9,16,25,0,149,5,0,2,0,77,94,36,0
193478,2,104,47,57,0,5,24,22,0,45,1,7,0,0,38,43,23,0
193609,2,18,9,9,0,0,2,2,1,7,0,0,6,0,9,7,2,0
193858,2,105,5,100,0,11,27,55,2,7,0,3,0,0,47,55,3,0
193946,2,105,26,79,1,3,14,7,0,68,8,3,1,1,50,37,17,0
193991,2,30,1,29,0,0,1,8,0,8,0,13,0,0,20,8,2,0
194028,2,67,12,55,2,1,1,4,1,57,1,0,0,0,30,30,7,0
194222,2,21,7,14,0,1,0,0,0,19,0,0,1,0,12,8,1,0
194240,2,7,0,7,0,0,1,2,0,3,0,1,0,0,2,1,4,0
194259,2,21,1,20,0,0,0,3,0,18,0,0,0,0,7,11,3,0
194435,2,51,0,51,0,0,5,2,0,43,1,0,0,0,32,15,4,0
194499,2,21,3,18,0,0,8,8,0,4,1,0,0,0,9,9,3,0
195058,2,23,6,17,0,1,4,1,0,14,0,3,0,0,7,9,7,0
195067,2,156,10,146,0,2,96,35,0,3,7,13,0,0,75,71,10,0
195289,2,10,3,7,0,1,4,1,0,4,0,0,0,0,3,6,0,1
195322,2,69,18,51,0,7,16,3,0,41,1,1,0,1,19,38,11,0
195474,2,4,2,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0
195809,2,57,13,44,0,21,4,3,0,24,2,2,1,0,57,0,0,0
196006,2,10,2,8,0,0,0,1,0,9,0,0,0,0,0,8,2,0
196015,2,19,8,11,1,0,0,1,0,17,0,0,0,0,11,4,4,0
196024,2,39,37,2,1,0,1,7,0,23,1,6,0,0,34,4,1,0
196033,2,17,10,7,0,0,1,0,0,15,0,1,0,0,1,13,3,0
196042,2,36,16,20,0,5,5,4,0,22,0,0,0,0,6,28,2,0
196088,2,34,20,14,0,3,3,5,0,16,1,4,2,0,32,2,0,0
196246,2,2,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0
196389,2,58,7,51,0,3,26,19,0,3,2,5,0,0,11,30,17,0
196565,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0
196592,2,35,18,17,0,5,9,7,0,6,0,7,1,0,4,28,3,0
196653,2,74,10,64,1,1,23,4,1,38,1,5,0,0,25,40,9,0
196699,2,53,44,9,0,0,2,12,0,38,0,1,0,0,32,18,3,0
197285,2,2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
197294,2,104,48,56,0,4,22,29,0,43,2,2,2,0,24,54,26,0
197337,2,32,1,31,0,2,11,6,0,11,0,0,2,0,14,13,5,0
197531,2,282,98,184,0,7,3,19,1,190,9,13,40,2,267,11,2,0
197814,2,47,17,30,0,0,5,2,0,34,3,2,1,3,14,18,12,0
197850,2,65,15,50,2,1,12,8,0,39,2,0,1,1,37,17,10,0
197887,2,82,30,52,1,2,3,8,0,63,3,0,2,0,35,33,14,0
197966,2,70,18,52,1,0,16,4,0,44,4,1,0,0,32,28,10,0
198011,2,69,16,53,18,0,16,9,0,22,2,2,0,0,33,27,9,0
198039,2,15,3,12,0,0,1,0,0,13,0,1,0,0,9,2,4,0
198084,2,65,31,34,0,0,3,2,0,58,1,1,0,0,38,20,7,0
198109,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0
198118,2,99,13,86,0,3,9,2,0,82,0,1,2,0,58,33,8,0
198154,2,230,87,143,0,5,22,16,1,173,7,4,2,1,112,86,31,0
198206,2,44,11,33,0,0,5,4,0,33,1,1,0,0,25,11,8,0
198233,2,99,42,57,0,3,4,15,0,70,6,0,1,1,58,26,14,0
198251,2,102,18,84,0,3,24,19,0,53,2,1,0,0,43,41,18,0
198260,2,149,19,130,0,8,28,24,0,69,6,6,8,0,71,60,18,0
198321,2,65,28,37,0,1,7,4,0,49,4,0,0,1,36,20,8,0
198330,2,184,72,112,5,3,24,13,1,136,2,0,0,0,88,71,25,0
198367,2,30,13,17,0,1,10,1,0,18,0,0,0,0,14,10,6,0
198376,2,154,47,107,2,3,19,6,0,112,3,9,0,1,68,58,27,0
198455,2,160,44,116,1,5,43,42,0,39,2,10,18,1,68,62,29,0
198491,2,54,16,38,0,0,26,2,0,24,0,2,0,0,7,33,14,0
198534,2,182,68,114,7,3,68,14,0,75,12,3,0,0,34,89,59,0
198552,2,377,145,232,2,4,66,54,0,234,8,6,3,1,142,159,75,0
198570,2,110,27,83,0,2,12,6,0,76,4,4,6,0,43,46,21,0
198622,2,386,171,215,4,31,104,45,0,177,3,18,4,0,169,151,66,0
198640,2,22,9,13,0,0,11,0,0,9,1,1,0,0,8,11,3,0
198668,2,70,23,47,1,0,1,3,0,64,0,1,0,1,28,25,16,0
198710,2,143,38,105,0,0,11,6,1,116,5,1,3,1,72,52,18,0
198729,2,36,11,25,0,0,13,2,0,18,1,0,2,0,19,13,4,0
198774,2,101,50,51,0,1,10,25,1,62,0,0,2,1,71,24,5,0
198817,2,114,32,82,2,1,29,13,0,66,2,0,1,1,50,47,16,0
198844,2,91,4,87,3,0,6,6,0,73,0,2,1,0,79,7,5,0
198905,2,38,12,26,0,0,14,1,1,20,0,2,0,0,23,11,4,0
198914,2,30,12,18,0,0,0,4,0,23,0,3,0,0,19,7,4,0
198923,2,43,5,38,0,0,6,4,0,32,0,1,0,0,14,23,6,0
198978,2,301,8,293,1,1,140,10,1,104,40,4,0,0,40,174,87,0
198987,2,77,31,46,1,4,10,14,0,47,0,1,0,0,32,33,12,0
199005,2,8,0,8,0,0,4,1,0,3,0,0,0,0,4,4,0,0
199023,2,32,7,25,0,1,5,5,0,20,0,1,0,0,13,15,3,1
199078,2,25,4,21,0,0,5,3,0,15,1,0,1,0,14,11,0,0
199087,2,43,10,33,2,1,17,4,0,17,0,1,1,0,21,14,8,0
199120,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
199263,2,13,0,13,0,0,3,1,0,8,0,1,0,0,6,6,1,0
199324,2,26,9,17,0,0,9,1,0,14,0,2,0,1,14,9,2,0
199333,2,193,87,106,3,4,50,14,0,113,3,4,2,0,78,77,38,0
199421,2,114,38,76,0,0,4,20,0,77,2,7,4,0,67,30,17,0
199449,2,50,21,29,9,0,17,3,0,13,2,6,0,0,26,19,5,0
199458,2,4,2,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0
199467,2,6,1,5,0,0,5,0,0,1,0,0,0,0,2,3,1,0
199476,2,41,13,28,16,1,7,5,0,6,0,5,1,0,21,17,3,0
199485,2,66,27,39,0,0,6,2,0,53,1,3,1,0,34,23,9,0
199494,2,181,70,111,0,1,27,12,2,124,6,5,4,4,93,60,24,0
199625,2,30,1,29,1,0,7,5,0,14,0,1,2,0,14,14,2,0
199634,2,59,15,44,0,0,14,10,0,27,2,4,2,0,29,22,8,0
199689,2,73,5,68,1,0,22,8,0,36,5,1,0,1,36,34,2,0
199722,2,22,5,17,4,0,2,0,0,14,1,0,1,0,8,10,4,0
199731,2,40,8,32,9,1,0,2,0,28,0,0,0,0,17,17,6,0
199740,2,94,17,77,2,1,18,7,0,56,2,5,3,0,29,42,23,0
199768,2,60,24,36,0,0,4,7,0,48,1,0,0,0,30,21,9,0
199786,2,58,11,47,0,1,13,5,0,32,0,4,3,0,31,21,6,0
199795,2,9,3,6,0,1,0,0,0,7,0,0,1,1,4,2,2,0
199838,2,66,18,48,2,0,26,6,0,25,2,1,4,0,23,28,15,0
199856,2,178,47,131,0,7,38,29,0,93,1,5,5,0,80,65,33,0
199883,2,68,5,63,1,1,18,3,0,45,0,0,0,0,17,42,9,0
199892,2,216,93,123,2,0,34,30,0,142,3,1,4,0,114,70,32,0
199908,2,29,1,28,0,5,1,5,0,18,0,0,0,0,12,16,1,0
199926,2,186,81,105,0,0,5,18,0,151,5,5,2,1,137,36,12,0
199953,2,23,3,20,0,0,10,1,0,9,0,1,2,0,5,14,4,0
199980,2,52,45,7,0,0,30,6,0,14,0,2,0,0,25,21,6,0
200013,2,32,2,30,1,0,11,0,0,13,3,4,0,0,12,11,9,0
200022,2,176,121,55,5,1,1,4,0,156,9,0,0,0,127,39,10,0
200110,2,20,0,20,0,1,2,0,0,17,0,0,0,0,15,5,0,0
200192,2,56,15,41,1,0,0,7,0,41,4,1,2,0,35,17,4,0
200208,2,4,2,2,3,0,0,0,0,1,0,0,0,0,2,1,1,0
200280,2,25,9,16,2,3,0,0,0,19,0,0,1,0,18,7,0,0
200305,2,50,33,17,1,0,1,1,0,44,2,0,1,0,41,6,3,0
200314,2,49,4,45,4,0,3,3,0,35,3,0,1,0,19,22,8,0
200341,2,50,18,32,0,1,1,6,0,39,2,0,1,0,28,18,4,0
200527,2,23,6,17,19,0,0,0,0,4,0,0,0,0,7,13,3,0
200554,2,8,7,1,8,0,0,0,0,0,0,0,0,0,6,1,1,0
200590,2,65,34,31,0,0,20,0,0,45,0,0,0,0,8,36,21,0
200785,2,32,1,31,0,0,11,1,0,18,0,2,0,0,4,22,6,0
200800,2,201,97,104,0,3,16,6,0,160,11,2,3,0,154,31,16,0
201034,2,52,3,49,0,0,10,3,0,36,3,0,0,0,16,29,7,0
201098,2,14,7,7,0,0,0,0,0,14,0,0,0,0,4,8,2,0
201131,2,54,5,49,0,0,1,1,0,51,1,0,0,0,19,30,5,0
201159,2,38,23,15,0,0,6,0,0,32,0,0,0,0,22,14,2,0
201283,2,73,34,39,0,0,1,0,0,71,1,0,0,0,46,23,4,0
201469,2,18,2,16,1,0,6,0,1,9,1,0,0,0,3,12,3,0
201478,2,91,9,82,0,0,0,0,0,90,1,0,0,0,56,32,3,0
201496,2,96,45,51,0,2,16,2,0,73,3,0,0,0,32,54,10,0
201539,2,49,5,44,0,0,14,0,0,22,5,8,0,0,15,27,7,0
201672,2,91,16,75,0,1,9,2,0,69,3,7,0,0,46,26,19,0
201681,2,29,1,28,0,0,22,1,0,6,0,0,0,0,6,20,3,0
201803,2,54,6,48,0,0,17,1,0,36,0,0,0,0,23,20,11,0
201885,2,693,223,470,0,38,48,27,0,521,36,13,10,1,631,51,10,0
201928,2,242,108,134,1,4,61,7,0,135,10,14,10,5,86,109,42,0
201946,2,9,1,8,0,0,0,0,0,8,1,0,0,0,1,4,4,0
201955,2,12,3,9,0,2,3,0,0,6,1,0,0,0,6,5,1,0
201973,2,123,29,94,0,2,22,2,0,89,4,4,0,0,35,69,19,0
202152,2,81,5,76,0,1,9,0,0,71,0,0,0,0,12,51,18,0
202222,2,391,166,225,0,26,70,27,1,220,12,30,5,11,154,159,67,0
202356,2,581,326,255,0,13,104,38,0,375,18,19,14,0,169,310,102,0
202435,2,11,0,11,0,0,4,1,0,4,0,2,0,0,3,4,4,0
202453,2,23,19,4,0,0,12,3,0,8,0,0,0,0,8,12,3,0
202648,2,109,51,58,0,0,0,3,1,103,2,0,0,0,54,38,17,0
202657,2,77,13,64,0,0,5,4,0,68,0,0,0,0,22,44,11,0
202806,2,13,11,2,0,0,4,0,0,3,0,6,0,0,0,3,10,0
202888,2,10,0,10,0,1,2,0,0,7,0,0,0,0,4,6,0,0
202912,2,11,0,11,0,1,1,0,0,7,0,2,0,0,3,4,4,0
202949,2,127,100,27,1,1,25,2,0,82,11,5,0,0,66,46,15,0
202985,2,47,3,44,1,1,17,3,0,25,0,0,0,0,14,25,8,0
203030,2,79,6,73,0,1,70,2,0,5,1,0,0,0,15,49,15,0
203146,2,293,277,16,0,1,3,11,0,275,3,0,0,0,245,42,6,0
203155,2,23,15,8,1,0,2,0,0,19,0,1,0,1,15,6,1,0
203234,2,57,3,54,0,0,24,2,0,20,1,10,0,0,25,28,4,0
203331,2,258,25,233,1,8,61,36,0,130,15,7,0,0,29,95,134,0
203386,2,526,33,493,1,13,184,8,0,284,0,36,0,0,76,356,94,0
203438,2,22,1,21,0,0,2,0,0,20,0,0,0,0,17,5,0,0
203517,2,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0
203599,2,44,17,27,0,0,3,1,0,39,1,0,0,0,20,11,13,0
203614,2,294,81,213,0,0,4,2,0,288,0,0,0,0,81,161,52,0
203678,2,53,22,31,0,0,2,1,0,47,1,2,0,0,19,28,6,0
203720,2,98,66,32,0,0,24,30,0,40,0,4,0,0,27,57,14,0
203739,2,35,2,33,0,0,5,3,0,25,1,1,0,0,15,18,2,0
203748,2,206,96,110,0,3,17,33,0,143,7,0,3,0,96,85,25,0
203881,2,138,84,54,0,0,10,4,0,117,2,5,0,1,60,57,20,0
203942,2,10,1,9,0,0,1,1,0,8,0,0,0,0,7,3,0,0
203960,2,4,4,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0
204024,2,73,24,49,0,1,2,6,0,59,3,0,2,0,69,4,0,0
204121,2,10,0,10,0,0,10,0,0,0,0,0,0,0,6,4,0,0
204158,2,53,23,30,0,1,10,1,0,41,0,0,0,0,17,29,7,0
204255,2,32,6,26,0,1,0,0,0,30,1,0,0,0,19,10,3,0
204334,2,29,1,28,0,0,5,1,0,23,0,0,0,0,17,10,2,0
204422,2,37,23,14,0,0,1,1,0,33,0,2,0,0,16,21,0,0
204431,2,56,18,38,0,0,19,18,0,19,0,0,0,0,18,38,0,0
204440,2,61,34,27,0,0,2,6,0,50,0,3,0,0,25,21,15,0
204459,2,37,9,28,0,0,31,2,0,4,0,0,0,0,5,25,3,4
204486,2,75,71,4,0,0,1,1,0,47,0,26,0,0,72,3,0,0
204608,2,107,102,5,0,0,14,3,0,84,6,0,0,1,93,10,2,1
204662,2,3,2,1,0,0,1,0,0,2,0,0,0,0,2,1,0,0
204714,2,25,1,24,0,0,1,2,0,21,1,0,0,0,21,4,0,0
204723,2,131,111,20,0,1,69,2,0,50,2,7,0,0,61,58,12,0
204769,2,18,2,16,0,2,4,0,2,10,0,0,0,0,10,7,1,0
204778,2,33,0,33,0,2,11,0,1,19,0,0,0,0,19,13,1,0
204884,2,7,1,6,0,0,0,0,0,7,0,0,0,0,4,1,2,0
204893,2,35,6,29,0,0,1,1,0,33,0,0,0,0,16,18,1,0
204945,2,521,210,311,1,7,44,36,1,406,14,8,4,3,209,242,67,0
204963,2,14,0,14,0,0,1,0,0,13,0,0,0,0,9,5,0,0
204981,2,26,0,26,0,0,13,0,0,13,0,0,0,0,4,20,2,0
205054,2,103,5,98,0,2,46,6,0,43,6,0,0,0,25,68,10,0
205090,2,32,2,30,0,0,0,1,0,30,1,0,0,0,18,12,2,0
205142,2,51,23,28,0,0,9,2,0,37,3,0,0,0,32,18,1,0
205179,2,113,52,61,1,1,40,1,0,67,2,1,0,0,37,59,17,0
205203,2,16,5,11,0,0,0,0,0,12,0,4,0,0,12,4,0,0
205443,2,2,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0
205470,2,741,389,352,7,7,115,23,1,508,26,43,11,1,262,274,204,0
205559,2,10,1,9,0,0,5,0,0,5,0,0,0,0,3,6,1,0
205841,2,199,68,131,0,6,16,1,2,165,7,2,0,0,81,86,32,0
205887,2,194,33,161,0,0,58,3,0,129,4,0,0,0,54,108,32,0
205966,2,17,4,13,0,0,0,1,0,16,0,0,0,0,7,8,2,0
206011,2,69,44,25,1,0,1,6,0,58,0,3,0,0,50,14,5,0
206039,2,6,1,5,0,0,0,1,0,5,0,0,0,0,1,3,2,0
206084,2,5,3,2,0,0,0,0,0,5,0,0,0,0,1,2,2,0
206172,2,19,0,19,0,1,0,0,0,18,0,0,0,0,15,3,1,0
206181,2,65,12,53,0,2,1,1,0,61,0,0,0,0,17,40,8,0
206321,2,23,1,22,0,0,1,0,0,22,0,0,0,0,4,16,3,0
206446,2,97,34,63,0,0,3,2,1,85,4,2,0,4,50,40,3,0
206604,2,7,2,5,0,0,0,1,0,5,1,0,0,0,5,2,0,0
206695,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
206905,2,110,67,43,10,0,2,4,0,62,32,0,0,19,78,12,1,0
206923,2,13,2,11,1,0,0,1,0,8,3,0,0,0,7,6,0,0
206932,2,74,13,61,1,0,34,5,0,25,7,2,0,0,16,54,4,0
206941,2,11,1,10,0,1,0,0,0,9,0,1,0,0,3,6,2,0
206996,2,79,11,68,13,0,4,6,0,38,17,0,1,0,29,39,11,0
207041,2,71,36,35,4,1,1,1,0,35,2,2,25,0,44,27,0,0
207087,2,17,0,17,2,0,1,3,0,11,0,0,0,1,13,3,0,0
207102,2,33,6,27,6,0,6,2,0,17,2,0,0,0,19,10,4,0
207254,2,148,132,16,5,1,8,40,0,54,10,30,0,0,94,39,15,0
207290,2,6,4,2,3,0,0,0,0,2,1,0,0,0,4,2,0,0
207306,2,30,8,22,0,0,2,1,0,22,0,5,0,0,16,10,4,0
207351,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
207388,2,19,3,16,1,0,0,2,0,13,2,1,0,0,17,2,0,0
207397,2,7,3,4,0,1,0,2,0,3,0,1,0,0,2,3,2,0
207449,2,70,39,31,3,3,4,10,0,43,4,0,3,0,19,39,12,0
207670,2,30,22,8,2,2,2,3,0,18,2,1,0,0,17,11,2,0
207704,2,33,2,31,0,1,9,2,0,21,0,0,0,0,14,16,3,0
207786,2,15,0,15,3,0,0,0,0,12,0,0,0,2,8,5,0,0
207935,2,15,1,14,1,0,2,0,0,9,3,0,0,0,4,3,8,0
207962,2,19,14,5,2,0,1,1,0,10,5,0,0,0,9,8,2,0
208035,2,2,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0
208044,2,16,1,15,3,0,0,1,0,12,0,0,0,0,5,10,1,0
208053,2,67,44,23,0,0,0,12,0,55,0,0,0,0,49,15,3,0
208275,2,27,11,16,0,0,0,7,0,19,0,1,0,0,12,10,5,0
208318,2,93,22,71,0,2,0,17,0,62,3,9,0,0,39,38,16,0
208390,2,139,29,110,1,2,1,49,0,56,3,27,0,0,65,54,20,0
208406,2,120,30,90,0,3,4,13,2,87,3,6,2,0,52,43,25,0
208433,2,20,0,20,0,0,0,6,0,13,1,0,0,0,8,10,2,0
208479,2,49,9,40,0,4,0,5,1,18,0,21,0,0,16,25,8,0
208512,2,211,25,186,1,14,43,22,0,131,0,0,0,0,53,118,40,0
208646,2,111,27,84,0,2,0,14,1,86,2,5,1,0,39,56,16,0
208859,2,16,0,16,0,0,0,0,0,16,0,0,0,0,13,3,0,0
209038,2,182,72,110,1,6,3,29,0,117,13,7,6,0,109,52,21,0
209074,2,109,49,60,1,5,1,15,1,76,7,3,0,0,45,46,18,0
209083,2,20,8,12,1,3,0,6,1,6,1,2,0,0,5,14,1,0
209153,2,10,0,10,0,0,0,1,0,8,1,0,0,0,7,3,0,0
209205,2,17,6,11,0,1,0,2,0,9,4,1,0,0,6,9,2,0
209250,2,135,48,87,2,24,10,13,0,73,9,0,4,0,38,69,28,0
209506,2,11,3,8,0,1,1,1,0,7,1,0,0,0,3,5,3,0
209667,2,19,0,19,1,0,1,1,0,16,0,0,0,0,17,2,0,0
209676,2,25,2,23,0,0,0,1,0,23,0,1,0,0,20,4,1,0
209694,2,15,0,15,1,0,1,6,0,7,0,0,0,0,9,6,0,0
209700,2,59,8,51,0,4,5,10,0,40,0,0,0,0,39,17,3,0
209719,2,43,2,41,0,1,2,7,0,33,0,0,0,0,37,6,0,0
209746,2,336,126,210,2,25,6,46,2,188,15,33,19,0,125,151,60,0
209940,2,187,57,130,1,2,2,51,1,117,7,5,1,0,65,88,34,0
210155,2,75,24,51,1,3,0,4,0,61,4,2,0,0,49,17,9,0
210234,2,33,4,29,0,0,0,9,0,21,2,1,0,0,6,19,8,0
210270,2,34,3,31,0,1,1,1,0,30,1,0,0,0,16,14,4,0
210340,2,19,2,17,0,0,0,5,0,12,2,0,0,0,11,8,0,0
210599,2,197,62,135,1,3,117,12,0,47,6,9,2,0,70,106,21,0
210605,2,499,401,98,0,11,33,5,0,247,6,197,0,1,151,292,55,0
210711,2,28,2,26,0,0,7,9,0,8,2,2,0,0,15,12,0,1
210748,2,18,1,17,0,0,1,0,0,17,0,0,0,0,16,2,0,0
210784,2,94,1,93,0,0,26,21,0,45,1,1,0,0,51,40,3,0
